學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
103,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),205,73,132
103,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(進修),193,76,117
103,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系碩士班,碩士班(日間),23,10,13
103,公立,一般大學,18,國立嘉義大學,349999,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),15,4,11
103,公立,一般大學,18,國立嘉義大學,349999,管理學院學士學位學程,學士班(日間),44,13,31
103,公立,一般大學,18,國立嘉義大學,349999,管理學院碩士在職專班,碩士在職專班,330,164,166
103,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),199,126,73
103,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系碩士班,碩士班(日間),25,19,6
103,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),177,102,75
103,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(進修),5,4,1
103,公立,一般大學,18,國立嘉義大學,420307,生物資源學系碩士班,碩士班(日間),27,21,6
103,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),196,126,70
103,公立,一般大學,18,國立嘉義大學,420310,生化科技學系碩士班,碩士班(日間),40,20,20
103,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),189,98,91
103,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系碩士班,碩士班(日間),25,15,10
103,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),195,113,82
103,公立,一般大學,18,國立嘉義大學,440102,應用化學系博士班,博士班,5,4,1
103,公立,一般大學,18,國立嘉義大學,440102,應用化學系碩士班,碩士班(日間),54,39,15
103,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),182,148,34
103,公立,一般大學,18,國立嘉義大學,440303,電子物理學系光電暨固態電子碩士班,碩士班(日間),38,33,5
103,公立,一般大學,18,國立嘉義大學,460102,應用數學系,學士班(日間),184,134,50
103,公立,一般大學,18,國立嘉義大學,460102,應用數學系碩士班,碩士班(日間),25,20,5
103,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,學士班(日間),209,144,65
103,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系碩士班,碩士班(日間),37,25,12
103,公立,一般大學,18,國立嘉義大學,520101,電機工程學系,學士班(日間),191,178,13
103,公立,一般大學,18,國立嘉義大學,520101,電機工程學系碩士班,碩士班(日間),29,29,0
103,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(日間),204,179,25
103,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(進修),72,57,15
103,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系博士班,博士班,8,8,0
103,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系碩士班,碩士班(日間),66,57,9
103,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(日間),185,155,30
103,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(進修),181,157,24
103,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系碩士班,碩士班(日間),36,33,3
103,公立,一般大學,18,國立嘉義大學,520255,機械與能源工程學系,學士班(日間),173,162,11
103,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(日間),293,238,55
103,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(進修),156,122,34
103,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系碩士在職專班,碩士在職專班,58,51,7
103,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系碩士班,碩士班(日間),26,25,1
103,公立,一般大學,18,國立嘉義大學,580203,景觀學系,學士班(日間),188,65,123
103,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(日間),200,104,96
103,公立,一般大學,18,國立嘉義大學,620102,農藝學系碩士在職專班,碩士在職專班,49,33,16
103,公立,一般大學,18,國立嘉義大學,620102,農藝學系碩士班,碩士班(日間),35,22,13
103,公立,一般大學,18,國立嘉義大學,620110,農業科學博士學位學程,博士班,39,22,17
103,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(日間),183,79,104
103,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(進修),169,99,70
103,公立,一般大學,18,國立嘉義大學,620203,動物科學系碩士班,碩士班(日間),35,22,13
103,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(日間),201,100,101
103,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(進修),197,83,114
103,公立,一般大學,18,國立嘉義大學,620301,園藝學系碩士班,碩士班(日間),37,19,18
103,公立,一般大學,18,國立嘉義大學,620404,植物醫學系,學士班(日間),124,69,55
103,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(日間),204,80,124
103,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(進修),186,68,118
103,公立,一般大學,18,國立嘉義大學,620601,食品科學系博士班,博士班,22,10,12
103,公立,一般大學,18,國立嘉義大學,620601,食品科學系碩士在職專班,碩士在職專班,49,22,27
103,公立,一般大學,18,國立嘉義大學,620601,食品科學系碩士班,碩士班(日間),58,31,27
103,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,學士班(日間),186,91,95
103,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系碩士班,碩士班(日間),38,19,19
103,公立,一般大學,18,國立嘉義大學,620904,農學院農業科技全英碩士學位學程,碩士班(日間),1,0,1
103,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(日間),196,94,102
103,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(進修),15,9,6
103,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系碩士在職專班,碩士在職專班,18,7,11
103,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系碩士班,碩士班(日間),37,23,14
103,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(日間),174,90,84
103,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(進修),191,98,93
103,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系碩士班,碩士班(日間),18,13,5
103,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,學士班(日間),250,145,105
103,公立,一般大學,18,國立嘉義大學,640101,獸醫學系碩士在職專班,碩士在職專班,27,22,5
103,公立,一般大學,18,國立嘉義大學,640101,獸醫學系碩士班,碩士班(日間),20,12,8
103,公立,一般大學,18,國立嘉義大學,640101,獸醫學系臨床獸醫學碩士班,碩士班(日間),3,1,2
103,公立,一般大學,18,國立嘉義大學,810201,觀光休閒管理研究所博士班,博士班,17,7,10
103,公立,一般大學,18,國立嘉義大學,810201,觀光休閒管理研究所碩士班,碩士班(日間),35,16,19
103,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(日間),203,147,56
103,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(進修),188,150,38
103,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系碩士在職專班,碩士在職專班,47,29,18
103,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系碩士班,碩士班(日間),40,27,13
104,公立,一般大學,18,國立嘉義大學,140101,教育學系,博士班,55,23,32
104,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),188,65,123
104,公立,一般大學,18,國立嘉義大學,140101,教育學系,碩士在職專班,111,23,88
104,公立,一般大學,18,國立嘉義大學,140101,教育學系,碩士班(日間),82,34,48
104,公立,一般大學,18,國立嘉義大學,140119,家庭教育與諮商研究所,碩士在職專班,3,2,1
104,公立,一般大學,18,國立嘉義大學,140123,師範學院教學專業國際碩士學位學程,碩士班(日間),7,1,6
104,公立,一般大學,18,國立嘉義大學,140209,數理教育研究所,碩士班(日間),64,40,24
104,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),220,24,196
104,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,碩士在職專班,75,7,68
104,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,碩士班(日間),54,6,48
104,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,學士班(日間),170,35,135
104,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,碩士班(日間),47,15,32
104,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所,碩士在職專班,38,19,19
104,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所,碩士班(日間),33,10,23
104,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),192,57,135
104,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,碩士班(日間),21,8,13
104,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),189,54,135
104,公立,一般大學,18,國立嘉義大學,210401,音樂學系,碩士班(日間),29,2,27
104,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),193,41,152
104,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,碩士班(日間),56,20,36
104,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),217,93,124
104,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(進修),103,36,67
104,公立,一般大學,18,國立嘉義大學,220201,中國文學系,碩士在職專班,45,12,33
104,公立,一般大學,18,國立嘉義大學,220201,中國文學系,碩士班(日間),38,13,25
104,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(日間),420,96,324
104,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(進修),124,28,96
104,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,碩士班(日間),34,8,26
104,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,學士班(日間),197,121,76
104,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,碩士在職專班,31,18,13
104,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,碩士班(日間),19,11,8
104,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),201,97,104
104,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,碩士班(日間),8,7,1
104,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),217,51,166
104,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,碩士在職專班,137,29,108
104,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,碩士班(日間),124,24,100
104,公立,一般大學,18,國立嘉義大學,310806,公共政策研究所,碩士班(日間),11,8,3
104,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,博士班,30,15,15
104,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),210,100,110
104,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(進修),202,94,108
104,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,碩士班(日間),52,29,23
104,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),184,70,114
104,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(進修),187,79,108
104,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系,博士班,16,7,9
104,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系,學士班(日間),189,60,129
104,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系,碩士班(日間),71,32,39
104,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),201,74,127
104,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(進修),189,85,104
104,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,碩士班(日間),19,8,11
104,公立,一般大學,18,國立嘉義大學,349999,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),19,6,13
104,公立,一般大學,18,國立嘉義大學,349999,管理學院碩士在職專班,碩士在職專班,343,176,167
104,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),191,120,71
104,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,碩士班(日間),27,21,6
104,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),181,104,77
104,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(進修),1,1,0
104,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,碩士班(日間),23,18,5
104,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),197,126,71
104,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,碩士班(日間),31,18,13
104,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),194,106,88
104,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,碩士班(日間),26,13,13
104,公立,一般大學,18,國立嘉義大學,440102,應用化學系,博士班,6,5,1
104,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),196,123,73
104,公立,一般大學,18,國立嘉義大學,440102,應用化學系,碩士班(日間),43,30,13
104,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),188,145,43
104,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,碩士班(日間),25,19,6
104,公立,一般大學,18,國立嘉義大學,460102,應用數學系,學士班(日間),197,150,47
104,公立,一般大學,18,國立嘉義大學,460102,應用數學系,碩士班(日間),25,21,4
104,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,學士班(日間),207,142,65
104,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,碩士班(日間),35,27,8
104,公立,一般大學,18,國立嘉義大學,520101,電機工程學系,學士班(日間),189,175,14
104,公立,一般大學,18,國立嘉義大學,520101,電機工程學系,碩士班(日間),30,30,0
104,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,博士班,9,7,2
104,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(日間),205,182,23
104,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(進修),31,27,4
104,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,碩士班(日間),64,54,10
104,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(日間),184,152,32
104,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(進修),172,155,17
104,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,碩士班(日間),31,28,3
104,公立,一般大學,18,國立嘉義大學,520255,機械與能源工程學系,學士班(日間),187,173,14
104,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(日間),266,220,46
104,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(進修),136,107,29
104,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,碩士在職專班,44,37,7
104,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,碩士班(日間),30,26,4
104,公立,一般大學,18,國立嘉義大學,580203,景觀學系,學士班(日間),188,71,117
104,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(日間),197,108,89
104,公立,一般大學,18,國立嘉義大學,620102,農藝學系,碩士在職專班,47,29,18
104,公立,一般大學,18,國立嘉義大學,620102,農藝學系,碩士班(日間),37,25,12
104,公立,一般大學,18,國立嘉義大學,620110,農業科學博士學位學程,博士班,43,23,20
104,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(日間),182,78,104
104,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(進修),172,104,68
104,公立,一般大學,18,國立嘉義大學,620203,動物科學系,碩士班(日間),32,17,15
104,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(日間),197,104,93
104,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(進修),234,121,113
104,公立,一般大學,18,國立嘉義大學,620301,園藝學系,碩士班(日間),35,23,12
104,公立,一般大學,18,國立嘉義大學,620404,植物醫學系,學士班(日間),158,86,72
104,公立,一般大學,18,國立嘉義大學,620601,食品科學系,博士班,26,11,15
104,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(日間),202,84,118
104,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(進修),183,76,107
104,公立,一般大學,18,國立嘉義大學,620601,食品科學系,碩士在職專班,45,20,25
104,公立,一般大學,18,國立嘉義大學,620601,食品科學系,碩士班(日間),65,34,31
104,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,學士班(日間),194,104,90
104,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,碩士班(日間),31,17,14
104,公立,一般大學,18,國立嘉義大學,620904,農學院農業科技全英碩士學位學程,碩士班(日間),2,0,2
104,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(日間),189,88,101
104,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(進修),2,1,1
104,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,碩士在職專班,18,9,9
104,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,碩士班(日間),42,23,19
104,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(日間),181,90,91
104,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(進修),177,95,82
104,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,碩士班(日間),20,9,11
104,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,學士班(日間),262,141,121
104,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,碩士在職專班,16,12,4
104,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,碩士班(日間),6,3,3
104,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(日間),198,144,54
104,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(進修),191,162,29
104,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,碩士在職專班,45,23,22
104,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,碩士班(日間),40,32,8
105,公立,一般大學,18,國立嘉義大學,140101,教育學系,博士班,63,27,36
105,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),184,69,115
105,公立,一般大學,18,國立嘉義大學,140101,教育學系,碩士在職專班,106,27,79
105,公立,一般大學,18,國立嘉義大學,140101,教育學系,碩士班(日間),76,22,54
105,公立,一般大學,18,國立嘉義大學,140123,師範學院教學專業國際碩士學位學程,碩士班(日間),5,1,4
105,公立,一般大學,18,國立嘉義大學,140209,數理教育研究所,碩士班(日間),63,38,25
105,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),210,23,187
105,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,碩士在職專班,58,4,54
105,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,碩士班(日間),56,7,49
105,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,學士班(日間),172,37,135
105,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,碩士班(日間),40,9,31
105,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所,碩士在職專班,44,19,25
105,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所,碩士班(日間),30,9,21
105,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),193,68,125
105,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,碩士班(日間),26,7,19
105,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),203,62,141
105,公立,一般大學,18,國立嘉義大學,210401,音樂學系,碩士班(日間),30,6,24
105,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),190,38,152
105,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,碩士班(日間),52,18,34
105,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),211,82,129
105,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(進修),129,46,83
105,公立,一般大學,18,國立嘉義大學,220201,中國文學系,碩士在職專班,44,13,31
105,公立,一般大學,18,國立嘉義大學,220201,中國文學系,碩士班(日間),40,13,27
105,公立,一般大學,18,國立嘉義大學,220201,中國文學系－中國文學教學碩士學位班,碩士在職專班,1,0,1
105,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(進修),112,23,89
105,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,碩士班(日間),37,9,28
105,公立,一般大學,18,國立嘉義大學,220706,外國語言學系－應用外語組,學士班(日間),206,61,145
105,公立,一般大學,18,國立嘉義大學,220706,外國語言學系－英語教學組,學士班(日間),206,43,163
105,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,學士班(日間),201,129,72
105,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,碩士在職專班,26,12,14
105,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,碩士班(日間),18,14,4
105,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),206,105,101
105,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,碩士班(日間),9,7,2
105,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),211,52,159
105,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,碩士在職專班,124,21,103
105,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,碩士班(日間),112,28,84
105,公立,一般大學,18,國立嘉義大學,310806,公共政策研究所,碩士班(日間),4,3,1
105,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,博士班,33,16,17
105,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),204,93,111
105,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(進修),194,96,98
105,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,碩士班(日間),56,26,30
105,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),179,65,114
105,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(進修),185,80,105
105,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系,學士班(日間),198,67,131
105,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系－行銷管理碩士班,碩士班(日間),38,15,23
105,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系－觀光休閒管理博士班,博士班,18,9,9
105,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系－觀光休閒管理碩士班,碩士班(日間),34,10,24
105,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),186,66,120
105,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(進修),167,87,80
105,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,碩士班(日間),18,9,9
105,公立,一般大學,18,國立嘉義大學,349999,管理學院碩士在職專班,碩士在職專班,335,166,169
105,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),189,121,68
105,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,碩士班(日間),24,19,5
105,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),182,105,77
105,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,碩士班(日間),26,19,7
105,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),206,125,81
105,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,碩士在職專班,5,2,3
105,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,碩士班(日間),23,10,13
105,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),192,92,100
105,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,碩士班(日間),25,13,12
105,公立,一般大學,18,國立嘉義大學,440102,應用化學系,博士班,7,6,1
105,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),193,120,73
105,公立,一般大學,18,國立嘉義大學,440102,應用化學系,碩士班(日間),43,31,12
105,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),190,145,45
105,公立,一般大學,18,國立嘉義大學,440303,電子物理學系－光電暨固態電子碩士班,碩士班(日間),30,26,4
