學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
110,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,學士班(日間),194,90,104
110,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,學士班(進修),80,44,36
110,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,碩士班(日間),14,7,7
110,公立,一般大學,18,國立嘉義大學,04131046,管理學院碩士在職專班,碩士在職專班,202,97,105
110,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系,學士班(日間),193,69,124
110,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系行銷管理碩士班,碩士班(日間),28,10,18
110,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系觀光休閒管理碩士班,碩士班(日間),28,14,14
110,公立,一般大學,18,國立嘉義大學,05111048,生命科學全英文碩士學位學程,碩士班(日間),2,1,1
110,公立,一般大學,18,國立嘉義大學,05111052,生物資源學系,學士班(日間),166,74,92
110,公立,一般大學,18,國立嘉義大學,05111052,生物資源學系,碩士班(日間),25,18,7
110,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,學士班(日間),180,91,89
110,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,碩士在職專班,23,11,12
110,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,碩士班(日間),15,11,4
110,公立,一般大學,18,國立嘉義大學,05199058,微生物免疫與生物藥學系,學士班(日間),178,84,94
110,公立,一般大學,18,國立嘉義大學,05199058,微生物免疫與生物藥學系,碩士班(日間),14,4,10
110,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,博士班,8,8,0
110,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,學士班(日間),203,106,97
110,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,碩士班(日間),25,14,11
110,公立,一般大學,18,國立嘉義大學,05331061,電子物理學系,學士班(日間),185,151,34
110,公立,一般大學,18,國立嘉義大學,05331061,電子物理學系光電暨固態電子碩士班,碩士班(日間),15,14,1
110,公立,一般大學,18,國立嘉義大學,05411062,應用數學系,學士班(日間),186,142,44
110,公立,一般大學,18,國立嘉義大學,05411062,應用數學系,碩士班(日間),12,8,4
110,公立,一般大學,18,國立嘉義大學,06131063,資訊管理學系,學士班(日間),200,117,83
110,公立,一般大學,18,國立嘉義大學,06131063,資訊管理學系,碩士班(日間),29,24,5
110,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,博士班,5,4,1
110,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,學士班(日間),216,160,56
110,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,碩士班(日間),52,46,6
110,公立,一般大學,18,國立嘉義大學,07141064,電機工程學系,學士班(日間),203,183,20
110,公立,一般大學,18,國立嘉義大學,07141064,電機工程學系,碩士班(日間),15,14,1
110,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,學士班(日間),186,165,21
110,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,學士班(進修),153,146,7
110,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,碩士在職專班,33,26,7
110,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,碩士班(日間),17,16,1
110,公立,一般大學,18,國立嘉義大學,07151069,機械與能源工程學系,學士班(日間),181,163,18
110,公立,一般大學,18,國立嘉義大學,07151069,機械與能源工程學系,碩士班(日間),13,13,0
110,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,博士班,26,17,9
110,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,學士班(日間),203,67,136
110,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,學士班(進修),177,71,106
110,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,碩士在職專班,64,29,35
110,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,碩士班(日間),48,22,26
110,公立,一般大學,18,國立嘉義大學,07312072,景觀學系,學士班(日間),168,62,106
110,公立,一般大學,18,國立嘉義大學,07312072,景觀學系,碩士班(日間),20,6,14
110,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,學士班(日間),193,152,41
110,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,學士班(進修),140,116,24
110,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,碩士在職專班,28,19,9
110,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,碩士班(日間),12,11,1
110,公立,一般大學,18,國立嘉義大學,08111073,農學院農學碩士在職專班,碩士在職專班,68,43,25
110,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,學士班(日間),177,100,77
110,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,碩士在職專班,16,11,5
110,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,碩士班(日間),32,20,12
110,公立,一般大學,18,國立嘉義大學,08111077,農業科學博士學位學程,博士班,39,25,14
110,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,學士班(日間),181,77,104
110,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,學士班(進修),146,87,59
110,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,碩士班(日間),23,16,7
110,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,學士班(日間),180,92,88
110,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,學士班(進修),138,87,51
110,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,碩士班(日間),25,11,14
110,公立,一般大學,18,國立嘉義大學,08192092,生物農業科技學系,學士班(日間),162,74,88
110,公立,一般大學,18,國立嘉義大學,08192092,生物農業科技學系,碩士班(日間),21,16,5
110,公立,一般大學,18,國立嘉義大學,08192094,農學院農業科技全英碩士學位學程,碩士班(日間),1,0,1
110,公立,一般大學,18,國立嘉義大學,08194084,植物醫學系,學士班(日間),161,88,73
110,公立,一般大學,18,國立嘉義大學,08194084,植物醫學系,碩士班(日間),20,8,12
110,公立,一般大學,18,國立嘉義大學,08199076,農場管理進修學士學位學程,學士班(進修),312,212,100
110,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,學士班(日間),170,86,84
110,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,碩士在職專班,2,2,0
110,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,碩士班(日間),34,22,12
110,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,學士班(日間),162,83,79
110,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,學士班(進修),128,88,40
110,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,碩士班(日間),18,13,5
110,公立,一般大學,18,國立嘉義大學,08312047,水生生物科學系,學士班(日間),161,89,72
110,公立,一般大學,18,國立嘉義大學,08312047,水生生物科學系,碩士班(日間),31,23,8
110,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系,學士班(日間),237,121,116
110,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系,碩士班(日間),6,3,3
110,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系臨床獸醫學碩士班,碩士班(日間),7,5,2
110,公立,一般大學,18,國立嘉義大學,10151044,行銷與觀光管理學系觀光休閒管理博士班,博士班,23,17,6
110,公立,一般大學,18,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),7,2,5
110,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,學士班(進修),178,153,25
110,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士在職專班,59,22,37
110,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士班(日間),45,29,16
