學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別,國家(地區)區域別,境外學位生總人數(A)(A=B+C+D+E)小計,境外學生總人數(A)(A=B+C+D+E)男,境外學生總人數(A)(A=B+C+D+E)女,外國學生(B)小計,外國學生(B)男,外國學生(B)女,僑生(C)小計,僑生(C)男,僑生(C)女,港澳生(D)小計,港澳生(D)男,港澳生(D)女,大陸地區來臺學位生(E)小計,大陸地區來臺學位生(E)男,大陸地區來臺學位生(E)女
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),甘比亞共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),香港,港澳,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),泰國,東協,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),越南社會主義共和國,東協,12,0,12,12,0,12,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),蒙古國,其他亞洲地區,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),印度,南亞,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),馬來西亞,東協,7,4,3,3,1,2,4,3,1,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,博士班,大陸地區,大陸地區,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0
108,公立,一般大學,0039,國立臺中教育大學,博士班,大韓民國(南韓),其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,博士班,香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,博士班,越南社會主義共和國,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0039,國立臺中教育大學,博士班,泰國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,五專,印度尼西亞共和國,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),馬來西亞,東協,13,5,8,2,1,1,11,4,7,0,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),香港,港澳,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),越南社會主義共和國,東協,13,8,5,13,8,5,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),葡萄牙共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),緬甸,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),越南社會主義共和國,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),大陸地區,大陸地區,15,12,3,0,0,0,0,0,0,0,0,0,15,12,3
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),尼泊爾聯邦民主共和國,南亞,10,8,2,10,8,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),印度尼西亞共和國,東協,78,56,22,78,56,22,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),香港,港澳,17,17,0,0,0,0,0,0,0,17,17,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),馬來西亞,東協,39,36,3,17,16,1,22,20,2,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),越南社會主義共和國,東協,115,60,55,112,58,54,3,2,1,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),蒙古國,其他亞洲地區,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),寮人民民主共和國(寮國),東協,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),澳門,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),柬埔寨王國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),泰國,東協,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),墨西哥合眾國,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),印度尼西亞共和國,東協,30,18,12,30,18,12,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),美國,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),泰國,東協,12,7,5,12,7,5,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),印度,南亞,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),馬來西亞,東協,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),越南社會主義共和國,東協,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),蒙古國,其他亞洲地區,11,4,7,11,4,7,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,博士班,印度,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0043,國立勤益科技大學,博士班,印度尼西亞共和國,東協,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,學士班(日間),大陸地區,大陸地區,10,7,3,0,0,0,0,0,0,0,0,0,10,7,3
108,公立,一般大學,0044,國立體育大學,學士班(日間),香港,港澳,12,7,5,0,0,0,0,0,0,12,7,5,0,0,0
108,公立,一般大學,0044,國立體育大學,學士班(日間),澳門,港澳,9,6,3,0,0,0,0,0,0,9,6,3,0,0,0
108,公立,一般大學,0044,國立體育大學,學士班(日間),大韓民國(南韓),其他亞洲地區,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,學士班(日間),日本,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,學士班(日間),馬來西亞,東協,11,8,3,0,0,0,11,8,3,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,學士班(日間),馬拉威共和國,非洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,碩士班(日間),馬來西亞,東協,6,4,2,3,3,0,3,1,2,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,碩士班(日間),大陸地區,大陸地區,5,2,3,0,0,0,0,0,0,0,0,0,5,2,3
108,公立,一般大學,0044,國立體育大學,碩士班(日間),香港,港澳,7,3,4,0,0,0,0,0,0,7,3,4,0,0,0
108,公立,一般大學,0044,國立體育大學,碩士班(日間),澳大利亞,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,碩士班(日間),澳門,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
108,公立,一般大學,0044,國立體育大學,博士班,蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,博士班,德意志聯邦共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,博士班,大陸地區,大陸地區,23,17,6,0,0,0,0,0,0,0,0,0,23,17,6
108,公立,一般大學,0044,國立體育大學,博士班,大韓民國(南韓),其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0044,國立體育大學,博士班,香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
108,公立,一般大學,0044,國立體育大學,博士班,馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),阿根廷,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),美國,北美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),香港,港澳,16,10,6,0,0,0,0,0,0,16,10,6,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),越南社會主義共和國,東協,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),緬甸,東協,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),澳門,港澳,24,5,19,0,0,0,0,0,0,24,5,19,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),馬來西亞,東協,42,6,36,1,0,1,41,6,35,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),菲律賓共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),加拿大,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),印度尼西亞共和國,東協,9,2,7,9,2,7,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),吉爾吉斯,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),馬來西亞,東協,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),馬拉威共和國,非洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),菲律賓共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),聖克里斯多福及尼維斯,中南美洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),巴布亞紐幾內亞獨立國,其他亞洲地區,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),史瓦帝尼王國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),貝里斯,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),美國,北美洲,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),香港,港澳,13,4,9,0,0,0,0,0,0,13,4,9,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),越南社會主義共和國,東協,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),緬甸,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,博士班,印度尼西亞共和國,東協,11,6,5,11,6,5,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,博士班,衣索比亞聯邦民主共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0046,國立臺北護理健康大學,博士班,越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),大陸地區,大陸地區,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),大韓民國(南韓),其他亞洲地區,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),巴西聯邦共和國,中南美洲,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),巴拉圭,中南美洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),印度尼西亞共和國,東協,97,23,74,52,12,40,45,11,34,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),吉里巴斯共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),多明尼加共和國,中南美洲,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),南非共和國,非洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),馬來西亞,東協,100,39,61,35,16,19,65,23,42,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),菲律賓共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),越南社會主義共和國,東協,10,3,7,5,1,4,5,2,3,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),新加坡共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),聖文森(及格瑞那丁),中南美洲,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),聖克里斯多福及尼維斯,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),日本,其他亞洲地區,12,5,7,11,4,7,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),史瓦帝尼王國,非洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),匈牙利共和國,歐洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),法國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),美國,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),香港,港澳,12,7,5,0,0,0,0,0,0,12,7,5,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),泰國,東協,4,2,2,2,0,2,2,2,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),緬甸,東協,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),澳門,港澳,29,17,12,0,0,0,0,0,0,29,17,12,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),迦納共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),泰國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),緬甸,東協,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),巴西聯邦共和國,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),印度尼西亞共和國,東協,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0
