學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別,國家(地區)區域別,境外學位生總人數(A)(A=B+C+D+E)小計,境外學生總人數(A)(A=B+C+D+E)男,境外學生總人數(A)(A=B+C+D+E)女,外國學生(B)小計,外國學生(B)男,外國學生(B)女,僑生(C)小計,僑生(C)男,僑生(C)女,港澳生(D)小計,港澳生(D)男,港澳生(D)女,大陸地區來臺學位生(E)小計,大陸地區來臺學位生(E)男,大陸地區來臺學位生(E)女
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),瑞士聯邦,歐洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),葉門共和國,其他亞洲地區,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),葡萄牙共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),德意志聯邦共和國,歐洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),緬甸,東協,24,11,13,0,0,0,24,11,13,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),澳門,港澳,183,101,82,0,0,0,0,0,0,183,101,82,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),大陸地區,大陸地區,285,125,160,0,0,0,0,0,0,0,0,0,285,125,160
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),巴拉圭,中南美洲,5,2,3,3,2,1,2,0,2,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),巴拿馬共和國,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),日本,其他亞洲地區,37,17,20,34,15,19,3,2,1,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),比利時王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),史瓦帝尼王國,非洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),尼加拉瓜,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),瓜地馬拉共和國,中南美洲,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),白俄羅斯共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),印度,南亞,28,23,5,28,23,5,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),西班牙王國,歐洲,3,2,1,2,2,0,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),宏都拉斯共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),貝里斯,中南美洲,4,2,2,2,1,1,2,1,1,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),奈及利亞聯邦共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),阿根廷,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),南非共和國,非洲,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),香港,港澳,97,52,45,0,0,0,0,0,0,97,52,45,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),哥倫比亞共和國,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),海地共和國,中南美洲,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),紐西蘭,其他亞洲地區,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),斯里蘭卡民主社會主義共和國,南亞,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),越南社會主義共和國,東協,30,12,18,24,9,15,6,3,3,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),愛爾蘭共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),新加坡共和國,東協,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),瑞士聯邦,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),瑞典王國,歐洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),德意志聯邦共和國,歐洲,10,9,1,10,9,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),緬甸,東協,4,2,2,3,1,2,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),澳門,港澳,42,23,19,0,0,0,0,0,0,42,23,19,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),土耳其共和國,其他亞洲地區,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,25,11,14,24,10,14,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),巴基斯坦,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),以色列,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),加拿大,北美洲,16,14,2,10,9,1,6,5,1,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),尼泊爾聯邦民主共和國,南亞,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),布吉納法索,非洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),伊拉克共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),印度尼西亞共和國,東協,43,21,22,29,16,13,14,5,9,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),坦尚尼亞聯合共和國,非洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),波士尼亞與赫塞哥維納,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),波蘭共和國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),法國,歐洲,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),美國,北美洲,62,30,32,56,28,28,6,2,4,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),英國,歐洲,8,6,2,8,6,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),埃及阿拉伯共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),泰國,東協,37,14,23,35,12,23,2,2,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),烏克蘭,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),馬來西亞,東協,182,95,87,59,24,35,123,71,52,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),荷蘭王國,歐洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),菲律賓共和國,東協,18,9,9,15,8,7,3,1,2,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),義大利共和國,歐洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),聖文森(及格瑞那丁),中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),聖克里斯多福及尼維斯,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),聖露西亞,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),蒙古國,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),墨西哥合眾國,中南美洲,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),澳大利亞,其他亞洲地區,5,4,1,2,2,0,3,2,1,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,碩士班(日間),薩爾瓦多,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,大陸地區,大陸地區,78,55,23,0,0,0,0,0,0,0,0,0,78,55,23
110,公立,一般大學,0003,國立臺灣大學,博士班,大韓民國(南韓),其他亞洲地區,8,3,5,7,2,5,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,厄瓜多共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,巴拿馬共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,巴基斯坦,南亞,12,10,2,12,10,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,日本,其他亞洲地區,14,9,5,14,9,5,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,加拿大,北美洲,6,5,1,3,2,1,3,3,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,尼泊爾聯邦民主共和國,南亞,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,伊朗伊斯蘭共和國,其他亞洲地區,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,印度,南亞,92,57,35,92,57,35,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,印度尼西亞共和國,東協,40,28,12,38,28,10,2,0,2,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,衣索比亞聯邦民主共和國,非洲,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,西班牙王國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,利比亞,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,貝里斯,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,貝南共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,南非共和國,非洲,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,約旦哈什米王國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,英國,歐洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,香港,港澳,15,11,4,0,0,0,0,0,0,15,11,4,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,哥倫比亞共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,秘魯共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,馬來西亞,東協,53,30,23,28,16,12,25,14,11,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,捷克共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,荷蘭王國,歐洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,愛爾蘭共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,新加坡共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,蒙古國,其他亞洲地區,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,緬甸,東協,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,澳大利亞,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,澳門,港澳,12,9,3,0,0,0,0,0,0,12,9,3,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,土耳其共和國,其他亞洲地區,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,巴西聯邦共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,比利時王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,瓜地馬拉共和國,中南美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,希臘共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,奈及利亞聯邦共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,波蘭共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,法國,歐洲,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,俄羅斯聯邦,其他亞洲地區,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,美國,北美洲,18,13,5,18,13,5,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,埃及阿拉伯共和國,非洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,泰國,東協,12,6,6,12,6,6,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,海地共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,斯洛維尼亞共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,菲律賓共和國,東協,11,8,3,11,8,3,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,越南社會主義共和國,東協,27,15,12,27,15,12,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,奧地利共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,瑞士聯邦,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,義大利共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,葉門共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0003,國立臺灣大學,博士班,德意志聯邦共和國,歐洲,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),大陸地區,大陸地區,11,3,8,0,0,0,0,0,0,0,0,0,11,3,8
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),巴拉圭,中南美洲,7,2,5,5,1,4,2,1,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),尼加拉瓜,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),瓜地馬拉共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),伊朗伊斯蘭共和國,其他亞洲地區,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),印度,南亞,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),宏都拉斯共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),法國,歐洲,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),阿根廷,中南美洲,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),美國,北美洲,8,5,3,5,4,1,3,1,2,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),香港,港澳,141,65,76,0,0,0,0,0,0,141,65,76,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),哥倫比亞共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),越南社會主義共和國,東協,101,13,88,74,7,67,27,6,21,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),新加坡共和國,東協,5,1,4,4,1,3,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),瑞士聯邦,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),葡萄牙共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),緬甸,東協,66,15,51,0,0,0,66,15,51,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),墨西哥合眾國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),澳門,港澳,117,57,60,0,0,0,0,0,0,117,57,60,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),大韓民國(南韓),其他亞洲地區,42,14,28,36,13,23,6,1,5,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),日本,其他亞洲地區,88,26,62,73,22,51,15,4,11,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),加拿大,北美洲,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),印度尼西亞共和國,東協,76,20,56,20,6,14,56,14,42,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),克羅埃西亞共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),波蘭共和國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),俄羅斯聯邦,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),柬埔寨王國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),玻利維亞共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),英國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),泰國,東協,22,8,14,13,7,6,9,1,8,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),烏克蘭,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),馬來西亞,東協,197,69,128,11,7,4,186,62,124,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),菲律賓共和國,東協,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),義大利共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),聖文森(及格瑞那丁),中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,16,3,13,15,3,12,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),日本,其他亞洲地區,19,6,13,18,6,12,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),加拿大,北美洲,6,4,2,4,3,1,2,1,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),印度尼西亞共和國,東協,18,3,15,13,3,10,5,0,5,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),西班牙王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),汶萊和平之國,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),波蘭共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),法國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),英國,歐洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),泰國,東協,19,4,15,17,3,14,2,1,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),秘魯共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),索馬利蘭共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),馬來西亞,東協,81,23,58,19,6,13,62,17,45,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),菲律賓共和國,東協,9,3,6,7,3,4,2,0,2,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),聖文森(及格瑞那丁),中南美洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),聖露西亞,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),土耳其共和國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),大陸地區,大陸地區,82,24,58,0,0,0,0,0,0,0,0,0,82,24,58
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),比利時王國,歐洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),瓜地馬拉共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),匈牙利共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),印度,南亞,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),宏都拉斯共和國,中南美洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),貝里斯,中南美洲,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),美國,北美洲,25,17,8,24,17,7,1,0,1,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),香港,港澳,75,36,39,0,0,0,0,0,0,75,36,39,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),捷克共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),越南社會主義共和國,東協,40,7,33,39,6,33,1,1,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),愛爾蘭共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),新加坡共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),葡萄牙共和國,歐洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),德意志聯邦共和國,歐洲,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),緬甸,東協,7,1,6,1,0,1,6,1,5,0,0,0,0,0,0
