年度,設立別,學校類別,學校統計處代碼,學校名稱,專任教師數,學校承接「學術研究」計畫經費-小計,學校承接「學術研究」計畫經費-政府部門資助,學校承接「學術研究」計畫經費-企業部門資助,學校承接「學術研究」計畫經費-其他單位資助,學校承接「學術研究」計畫經費-學校自籌經費,專任教師每師平均-承接政府、企業及其他部門資助學術研究計畫經費,專任教師每師平均-承接學校自籌補助學術研究計畫經費
108,私立,技專校院,1068,中州學校財團法人中州科技大學,99,2832000,2832000,0,0,0,28606.06,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,183,4221000,4221000,0,0,0,23065.57,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,277,39561357,39526357,0,0,35000,142694.43,126.35
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,252,1899000,1899000,0,0,0,7535.71,0
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,47,241500,241500,0,0,0,5138.30,0
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,231,1363000,1363000,0,0,0,5900.43,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,266,9268000,8868000,400000,0,0,34842.11,0
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,142,2608000,2608000,0,0,0,18366.20,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,161,3752000,3752000,0,0,0,23304.35,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,278,6623264,6623264,0,0,0,23824.69,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,124,476970,476970,0,0,0,3846.53,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,186,1147000,1147000,0,0,0,6166.67,0
108,私立,技專校院,1081,東方學校財團法人東方設計大學,118,1418000,1418000,0,0,0,12016.95,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,138,2434000,2434000,0,0,0,17637.68,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,51,2897000,2897000,0,0,0,56803.92,0
108,私立,技專校院,1159,和春技術學院,49,830000,830000,0,0,0,16938.78,0
108,私立,技專校院,1166,亞東技術學院,154,7423624,7423624,0,0,0,48205.35,0
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,101,737000,737000,0,0,0,7297.03,0
108,私立,技專校院,1183,黎明技術學院,158,2323565,2173565,150000,0,0,14706.11,0
108,私立,技專校院,1185,經國管理暨健康學院,145,1372000,1372000,0,0,0,9462.07,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,127,50473387,45376060,0,0,5097327,357291.81,40136.43
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,26,2143000,1002000,0,1141000,0,82423.08,0
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,143,1368000,1368000,0,0,0,9566.43,0
108,私立,技專校院,1283,仁德醫護管理專科學校,209,692000,692000,0,0,0,3311,0
108,私立,技專校院,1284,樹人醫護管理專科學校,221,2188000,1891000,297000,0,0,9900.45,0
108,私立,技專校院,1286,耕莘健康管理專科學校,169,570000,570000,0,0,0,3372.78,0
108,私立,技專校院,1289,育英醫護管理專科學校,69,1179845,1060250,0,119595,0,17099.20,0
108,私立,技專校院,1291,聖母醫護管理專科學校,93,2100000,2100000,0,0,0,22580.65,0
108,私立,技專校院,1292,新生醫護管理專科學校,218,739000,739000,0,0,0,3389.91,0
108,私立,宗教研修學院,1R03,臺北基督學院,11,121000,121000,0,0,0,11000,0
108,公立,一般大學,3002,臺北市立大學,334,63051000,63051000,0,0,0,188775.45,0
109,公立,一般大學,0001,國立政治大學,731,573242661,538701556,16777989,16276541,1486575,782156.07,2033.62
109,公立,一般大學,0002,國立清華大學,839,1758441835,1758441835,0,0,0,2095878.23,0
109,公立,一般大學,0003,國立臺灣大學,2053,4039043667,4039043667,0,0,0,1967386.10,0
109,公立,一般大學,0004,國立臺灣師範大學,823,784315890,781305966,0,0,3009924,949338.96,3657.26
109,公立,一般大學,0005,國立成功大學,1336,2326132200,2326132200,0,0,0,1741116.92,0
109,公立,一般大學,0006,國立中興大學,775,1170525398,1165834398,0,0,4691000,1504302.45,6052.90
109,公立,一般大學,0007,國立陽明交通大學,755,1646326833,1646326833,0,0,0,2180565.34,0
109,公立,一般大學,0008,國立中央大學,669,1022448618,1021105388,0,0,1343230,1526315.98,2007.82
109,公立,一般大學,0009,國立中山大學,558,803283750,772818894,22379656,7471600,613600,1438476.97,1099.64
109,公立,一般大學,0012,國立臺灣海洋大學,440,475177199,473865199,0,722000,590000,1078607.27,1340.91
109,公立,一般大學,0013,國立中正大學,533,612826106,536002599,44654526,32168981,0,1149767.55,0
109,公立,一般大學,0014,國立高雄師範大學,286,207078116,207078116,0,0,0,724049.36,0
109,公立,一般大學,0015,國立彰化師範大學,368,142106201,139106441,0,0,2999760,378006.63,8151.52
109,公立,一般大學,0016,國立陽明大學,405,791743561,732613705,11900000,47229856,0,1954922.37,0
109,公立,一般大學,0017,國立臺北大學,384,207032584,198469748,0,0,8562836,516848.30,22299.05
109,公立,一般大學,0018,國立嘉義大學,513,551048299,476823812,40704618,0,33519869,1008827.35,65340.88
109,公立,一般大學,0019,國立高雄大學,238,111317319,106641749,1448771,3226799,0,467719.83,0
109,公立,一般大學,0020,國立東華大學,457,281093480,281043480,0,50000,0,615084.20,0
109,公立,一般大學,0021,國立暨南國際大學,273,130109882,123429882,0,6680000,0,476592.97,0
109,公立,技專校院,0022,國立臺灣科技大學,560,582492462,582492462,0,0,0,1040165.11,0
109,公立,技專校院,0023,國立雲林科技大學,425,156685351,156685351,0,0,0,368671.41,0
109,公立,技專校院,0024,國立屏東科技大學,433,335377769,285754581,30507000,10923688,8192500,755624.18,18920.32
109,公立,技專校院,0025,國立臺北科技大學,459,363120203,363120203,0,0,0,791111.55,0
109,公立,一般大學,0028,國立臺北藝術大學,165,40515319,40325319,190000,0,0,245547.39,0
109,公立,一般大學,0029,國立臺灣藝術大學,155,8855000,8535000,0,0,320000,55064.52,2064.52
109,公立,一般大學,0030,國立臺東大學,202,69916980,69916980,0,0,0,346123.66,0
109,公立,一般大學,0031,國立宜蘭大學,235,137844461,136532795,0,0,1311666,580990.62,5581.56
109,公立,一般大學,0032,國立聯合大學,284,111690015,88298000,19943336,1001309,2447370,384657.20,8617.50
109,公立,技專校院,0033,國立虎尾科技大學,347,117616096,116491096,1125000,0,0,338951.29,0
109,公立,一般大學,0035,國立臺南藝術大學,109,3533000,3533000,0,0,0,32412.84,0
109,公立,一般大學,0036,國立臺南大學,230,62740325,61602325,0,0,1138000,267836.20,4947.83
109,公立,一般大學,0037,國立臺北教育大學,238,63027441,61097028,0,0,1930413,256710.20,8110.98
109,公立,一般大學,0039,國立臺中教育大學,203,202187774,201960974,0,0,226800,994881.65,1117.24
109,公立,技專校院,0042,國立澎湖科技大學,127,13911700,13911700,0,0,0,109540.94,0
109,公立,技專校院,0043,國立勤益科技大學,315,76030892,69240479,0,0,6790413,219811.04,21556.87
109,公立,一般大學,0044,國立體育大學,102,15919257,14674000,345260,0,899997,147247.65,8823.50
109,公立,技專校院,0046,國立臺北護理健康大學,207,33607000,33607000,0,0,0,162352.66,0
109,公立,技專校院,0047,國立高雄餐旅大學,164,12156000,12156000,0,0,0,74121.95,0
109,公立,一般大學,0048,國立金門大學,147,20999410,20999410,0,0,0,142853.13,0
109,公立,一般大學,0049,國立臺灣體育運動大學,124,27972250,27142250,0,0,830000,218889.11,6693.55
109,公立,技專校院,0050,國立臺中科技大學,423,51646800,51646800,0,0,0,122096.45,0
109,公立,技專校院,0051,國立臺北商業大學,221,23620500,23620500,0,0,0,106880.09,0
109,公立,一般大學,0052,國立屏東大學,350,56647100,51937100,0,0,4710000,148391.71,13457.14
109,公立,技專校院,0053,國立高雄科技大學,864,236218319,236218319,0,0,0,273400.83,0
109,公立,技專校院,0221,國立臺南護理專科學校,92,5685000,5685000,0,0,0,61793.48,0
109,公立,技專校院,0222,國立臺東專科學校,67,4306000,4056000,0,250000,0,64268.66,0
109,私立,一般大學,1001,東海大學,561,281654885,161761783,0,51030000,68863102,379307.99,122750.63
109,私立,一般大學,1002,輔仁大學,728,200241808,194689968,0,0,5551840,267431.27,7626.15
109,私立,一般大學,1003,東吳大學,431,87709458,84051068,0,0,3658390,195014.08,8488.14
109,私立,一般大學,1004,中原大學,496,296021716,295931716,0,0,90000,596636.52,181.45
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,722,185812660,179666072,0,0,6146588,248844.98,8513.28
109,私立,一般大學,1006,中國文化大學,704,74310474,74310474,0,0,0,105554.65,0
109,私立,一般大學,1007,逢甲大學,664,274108411,267539829,0,1774500,4794082,405593.87,7220
109,私立,一般大學,1008,靜宜大學,383,64110500,64110500,0,0,0,167390.34,0
109,私立,一般大學,1009,長庚大學,571,819995514,446121998,0,244649516,129224000,1209757.47,226311.73
109,私立,一般大學,1010,元智大學,301,136903000,136903000,0,0,0,454827.24,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,216,20049228,18337650,1205600,49950,456028,90709.26,2111.24
109,私立,一般大學,1012,大葉大學,292,34982392,29897392,0,4435000,650000,117576.68,2226.03
109,私立,一般大學,1013,華梵大學,76,3812000,3812000,0,0,0,50157.89,0
109,私立,一般大學,1014,義守大學,540,83979802,79958944,0,1904303,2116555,151598.61,3919.55
109,私立,一般大學,1015,世新大學,346,32885160,32885160,0,0,0,95043.82,0
109,私立,一般大學,1016,銘傳大學,568,68621133,65599276,1728257,1293600,0,120811.85,0
109,私立,一般大學,1017,實踐大學,339,9896927,8195927,0,0,1701000,24176.78,5017.70
109,私立,技專校院,1018,朝陽科技大學,394,39273001,38713001,560000,0,0,99677.67,0
109,私立,一般大學,1019,高雄醫學大學,544,534644679,445954679,0,17620000,71070000,852159.34,130643.38
109,私立,一般大學,1020,南華大學,192,10644800,10644800,0,0,0,55441.67,0
109,私立,一般大學,1021,真理大學,233,9843000,9843000,0,0,0,42244.64,0
109,私立,一般大學,1022,大同大學,143,20655000,20655000,0,0,0,144440.56,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,559,59803105,59803105,0,0,0,106982.30,0
109,私立,技專校院,1024,崑山科技大學,313,30940000,30940000,0,0,0,98849.84,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,391,26168230,26168230,0,0,0,66926.42,0
109,私立,技專校院,1026,樹德科技大學,267,6666000,6666000,0,0,0,24966.29,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,238,78138357,43868000,0,33395812,874545,324637.87,3674.56
109,私立,一般大學,1028,臺北醫學大學,669,716068391,609620407,0,44375000,62072984,977571.61,92784.73
109,私立,一般大學,1029,中山醫學大學,404,163282389,149686457,0,9300000,4295932,393530.83,10633.50
109,私立,技專校院,1030,龍華科技大學,265,16706000,16706000,0,0,0,63041.51,0
109,私立,技專校院,1031,輔英科技大學,323,8694900,8694900,0,0,0,26919.20,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,323,14207459,14207459,0,0,0,43985.94,0
109,私立,一般大學,1033,長榮大學,323,16941000,16941000,0,0,0,52448.92,0
109,私立,技專校院,1034,弘光科技大學,343,36777345,36313056,0,0,464289,105868.97,1353.61
109,私立,一般大學,1035,中國醫藥大學,521,335380771,328560771,0,0,6820000,630634.88,13090.21
109,私立,技專校院,1036,健行學校財團法人健行科技大學,285,4685041,4685041,0,0,0,16438.74,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,425,9657000,9657000,0,0,0,22722.35,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,251,5677000,5677000,0,0,0,22617.53,0
109,私立,一般大學,1039,玄奘大學,112,2117200,2117200,0,0,0,18903.57,0
109,私立,技專校院,1040,建國科技大學,223,6303000,6303000,0,0,0,28264.57,0
109,私立,技專校院,1041,明志科技大學,199,89457662,89078662,379000,0,0,449535.99,0
109,私立,技專校院,1042,高苑科技大學,187,4261000,4261000,0,0,0,22786.10,0
109,私立,技專校院,1043,大仁科技大學,180,930400,930400,0,0,0,5168.89,0
109,私立,技專校院,1044,聖約翰科技大學,133,3299000,3299000,0,0,0,24804.51,0
109,私立,技專校院,1045,嶺東科技大學,274,7901000,7901000,0,0,0,28835.77,0
109,私立,技專校院,1046,中國科技大學,248,6275000,6275000,0,0,0,25302.42,0
109,私立,技專校院,1047,中臺科技大學,242,11919000,11819000,100000,0,0,49252.07,0
109,私立,一般大學,1048,亞洲大學,394,101036000,93516000,0,7520000,0,256436.55,0
109,私立,一般大學,1049,開南大學,204,10394000,10394000,0,0,0,50950.98,0
109,私立,一般大學,1050,佛光大學,165,25675501,20135501,0,5540000,0,155609.10,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,328,6242000,6242000,0,0,0,19030.49,0
109,私立,技專校院,1052,遠東科技大學,183,5945427,5268000,0,0,677427,28786.89,3701.79
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,184,12868000,12748000,120000,0,0,69934.78,0
109,私立,技專校院,1054,景文科技大學,172,6500000,6500000,0,0,0,37790.70,0
109,私立,技專校院,1055,中華醫事科技大學,279,6627557,6627557,0,0,0,23754.68,0
109,私立,技專校院,1056,東南科技大學,170,2790000,2790000,0,0,0,16411.76,0
109,私立,技專校院,1057,德明財經科技大學,224,4330000,4330000,0,0,0,19330.36,0
109,私立,一般大學,1058,明道學校財團法人明道大學,116,5293444,5169000,0,0,124444,44560.34,1072.79
109,私立,技專校院,1060,南開科技大學,140,3304000,3304000,0,0,0,23600,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,155,4491000,4491000,0,0,0,28974.19,0
109,私立,技專校院,1062,僑光科技大學,237,4723477,4723477,0,0,0,19930.28,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,96,1072600,1072600,0,0,0,11172.92,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,212,8572394,8572394,0,0,0,40435.82,0
109,私立,技專校院,1065,吳鳳科技大學,145,1548000,1548000,0,0,0,10675.86,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,66,667000,587000,0,0,80000,8893.94,1212.12
109,私立,技專校院,1068,中州學校財團法人中州科技大學,88,2684000,2684000,0,0,0,30500,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,177,3219000,3219000,0,0,0,18186.44,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,328,52499638,52489638,0,0,10000,160029.38,30.49
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,41,544000,544000,0,0,0,13268.29,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,218,556000,556000,0,0,0,2550.46,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,267,11856000,11856000,0,0,0,44404.49,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,123,3879000,3879000,0,0,0,31536.59,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,163,3800000,3800000,0,0,0,23312.88,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,269,7095000,7095000,0,0,0,26375.46,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,121,491000,491000,0,0,0,4057.85,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,181,2298000,2198000,0,0,100000,12143.65,552.49
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,143,4234000,4234000,0,0,0,29608.39,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,55,2131000,2131000,0,0,0,38745.45,0
109,私立,技專校院,1159,和春技術學院,48,600000,600000,0,0,0,12500,0
109,私立,技專校院,1166,亞東技術學院,149,7644748,7644748,0,0,0,51307.03,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,93,1257000,1257000,0,0,0,13516.13,0
109,私立,技專校院,1183,黎明技術學院,169,2679780,2521000,158780,0,0,15856.69,0
109,私立,技專校院,1185,經國管理暨健康學院,139,1962000,1962000,0,0,0,14115.11,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,127,35613292,32384000,0,0,3229292,254992.13,25427.50
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,24,5681300,3525300,0,2156000,0,236720.83,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,145,393000,393000,0,0,0,2710.34,0
109,私立,技專校院,1284,樹人醫護管理專科學校,224,625000,625000,0,0,0,2790.18,0
109,私立,技專校院,1289,育英醫護管理專科學校,70,1073000,1073000,0,0,0,15328.57,0
109,私立,技專校院,1291,聖母醫護管理專科學校,89,2628000,2628000,0,0,0,29528.09,0
109,私立,技專校院,1292,新生醫護管理專科學校,214,140000,140000,0,0,0,654.21,0
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,12,204746,89746,0,0,115000,7478.83,9583.33
109,公立,一般大學,3002,臺北市立大學,323,60551000,60551000,0,0,0,187464.40,0
