學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀校際選課人次小計,修讀校際選課人次男,修讀校際選課人次女
107,1,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),28,1,27
107,1,私立,一般大學,1016,銘傳大學,03213047,廣播電視學系,學士班(日間),9,4,5
107,1,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),7,0,7
107,1,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),4,3,1
107,1,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,學士班(日間),14,1,13
107,1,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,學士班(日間),4,1,3
107,1,私立,一般大學,1016,銘傳大學,04123056,風險管理與保險學系,學士班(日間),3,0,3
107,1,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),6,1,5
107,1,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),18,4,14
107,1,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),13,0,13
107,1,私立,一般大學,1016,銘傳大學,04133022,醫療資訊與管理學系,學士班(日間),2,0,2
107,1,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,學士班(日間),3,0,3
107,1,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,碩士班(日間),2,1,1
107,1,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),16,0,16
107,1,私立,一般大學,1016,銘傳大學,04211039,法律學系,學士班(日間),1,0,1
107,1,私立,一般大學,1016,銘傳大學,04212024,財金法律學系,學士班(日間),9,3,6
107,1,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),6,0,6
107,1,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),6,0,6
107,1,私立,一般大學,1016,銘傳大學,07141029,資訊工程學系,學士班(日間),5,5,0
107,1,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,學士班(日間),1,0,1
107,1,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),6,1,5
107,1,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,學士班(日間),3,0,3
107,1,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),9,0,9
107,1,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),2,0,2
107,1,私立,一般大學,1017,實踐大學,02112012,媒體傳達設計學系,學士班(日間),1,0,1
107,1,私立,一般大學,1017,實踐大學,02123014,工業產品設計學系,學士班(日間),2,0,2
107,1,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,學士班(日間),2,0,2
107,1,私立,一般大學,1017,實踐大學,02151001,音樂學系,學士班(日間),2,0,2
107,1,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),1,0,1
107,1,私立,一般大學,1017,實踐大學,04111019,會計學系,學士班(日間),2,0,2
107,1,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(進修),4,2,2
107,1,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,學士班(日間),1,0,1
107,1,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),3,0,3
107,1,私立,一般大學,1017,實踐大學,04199036,管理學院創意產業博士班,博士班,1,0,1
107,1,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),3,1,2
107,1,私立,一般大學,1017,實踐大學,09221045,家庭研究與兒童發展學系,學士班(日間),2,0,2
107,1,私立,一般大學,1017,實踐大學,09221045,家庭研究與兒童發展學系家庭諮商與輔導碩士班,碩士班(日間),4,0,4
107,1,私立,一般大學,1017,實踐大學,09231044,社會工作學系,學士班(日間),2,0,2
107,1,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,碩士班(日間),1,1,0
107,1,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),1,1,0
107,1,私立,一般大學,1019,高雄醫學大學,03131002,心理學系,學士班(日間),29,6,23
107,1,私立,一般大學,1019,高雄醫學大學,03141001,性別研究所,碩士班(日間),4,3,1
107,1,私立,一般大學,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,學士班(日間),6,6,0
107,1,私立,一般大學,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,學士班(日間),15,11,4
107,1,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,學士班(日間),2,2,0
107,1,私立,一般大學,1019,高雄醫學大學,09111044,牙醫學系,學士班(日間),1,1,0
107,1,私立,一般大學,1019,高雄醫學大學,09121011,醫學系,學士班(日間),2,2,0
107,1,私立,一般大學,1019,高雄醫學大學,09152029,職能治療學系,學士班(日間),1,0,1
107,1,私立,一般大學,1019,高雄醫學大學,09159030,運動醫學系,學士班(日間),1,1,0
107,1,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,學士班(日間),2,1,1
107,1,私立,一般大學,1019,高雄醫學大學,09161027,香粧品學系,學士班(日間),5,0,5
107,1,私立,一般大學,1019,高雄醫學大學,09161027,香粧品學系,碩士班(日間),4,1,3
107,1,私立,一般大學,1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,學士班(日間),3,0,3
107,1,私立,一般大學,1020,南華大學,02122062,產品與室內設計學系,學士班(日間),1,1,0
107,1,私立,一般大學,1020,南華大學,02151003,民族音樂學系,學士班(日間),2,0,2
107,1,私立,一般大學,1020,南華大學,02299011,生死學系,學士班(日間),1,1,0
107,1,私立,一般大學,1020,南華大學,02299011,生死學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1020,南華大學,02322009,文學系,學士班(日間),1,0,1
107,1,私立,一般大學,1020,南華大學,04121031,財務金融學系,學士班(日間),6,6,0
107,1,私立,一般大學,1020,南華大學,05121040,自然生物科技學系,學士班(日間),1,0,1
107,1,私立,一般大學,1020,南華大學,07141044,資訊工程學系,學士班(日間),2,1,1
107,1,私立,一般大學,1021,真理大學,02151001,音樂應用學系,學士班(日間),1,1,0
107,1,私立,一般大學,1021,真理大學,02311004,應用外語學系,學士班(日間),2,0,2
107,1,私立,一般大學,1021,真理大學,10151051,觀光暨服務產業學士學位學程,學士班(日間),1,1,0
107,1,私立,一般大學,1021,真理大學,10152046,休閒遊憩事業學系,學士班(日間),28,28,0
107,1,私立,一般大學,1021,真理大學,10152053,運動健康與休閒學系,學士班(日間),4,4,0
107,1,私立,一般大學,1022,大同大學,02112004,媒體設計學系,學士班(日間),2,0,2
107,1,私立,一般大學,1022,大同大學,02123005,工業設計學系,學士班(日間),4,1,3
107,1,私立,一般大學,1022,大同大學,02311001,應用外語學系,學士班(日間),9,2,7
107,1,私立,一般大學,1022,大同大學,04131007,事業經營學系,學士班(日間),7,3,4
107,1,私立,一般大學,1022,大同大學,06131006,資訊經營學系,學士班(日間),3,2,1
107,1,私立,一般大學,1022,大同大學,06131012,資訊工程學系,學士班(日間),11,6,5
107,1,私立,一般大學,1022,大同大學,06131012,資訊工程學系,博士班,1,1,0
107,1,私立,一般大學,1022,大同大學,07111015,化學工程學系,學士班(日間),4,4,0
107,1,私立,一般大學,1022,大同大學,07112016,材料工程學系,學士班(日間),2,0,2
107,1,私立,一般大學,1022,大同大學,07141010,電機工程學系,學士班(日間),2,2,0
107,1,私立,一般大學,1022,大同大學,07151014,機械工程學系,學士班(日間),2,0,2
107,1,私立,一般大學,1022,大同大學,07193018,生物工程學系,學士班(日間),4,0,4
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02112008,視覺傳達設計系,碩士班(日間),1,0,1
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04111013,會計資訊系,學士班(日間),2,0,2
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131043,資訊工程系,學士班(日間),1,1,0
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07111048,化學工程與材料工程系,學士班(日間),2,2,0
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,學士班(進修),1,1,0
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141040,電子工程系,學士班(日間),2,2,0
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,學士班(日間),1,1,0
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,09211054,高齡服務學士學位學程,學士班(日間),1,0,1
107,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10151020,觀光事業管理系,學士班(日間),2,0,2
107,1,私立,技專校院,1026,樹德科技大學,02123010,生活產品設計系,學士班(日間),4,2,2
107,1,私立,技專校院,1026,樹德科技大學,02311003,應用外語系,學士班(日間),4,2,2
107,1,私立,技專校院,1026,樹德科技大學,04121026,金融管理系,學士班(日間),6,1,5
107,1,私立,技專校院,1026,樹德科技大學,04131016,企業管理系,學士班(進修),1,1,0
107,1,私立,技專校院,1026,樹德科技大學,04141018,國際企業與貿易系,學士班(日間),3,3,0
107,1,私立,技專校院,1026,樹德科技大學,04141020,會議展覽與國際行銷學位學程,學士班(日間),1,1,0
107,1,私立,技專校院,1026,樹德科技大學,06121032,資訊管理系,學士班(日間),2,2,0
107,1,私立,技專校院,1026,樹德科技大學,06131033,資訊工程系,學士班(日間),5,5,0
107,1,私立,技專校院,1026,樹德科技大學,07141036,車用電子學士學位學程,學士班(日間),2,2,0
107,1,私立,技專校院,1026,樹德科技大學,09221038,兒童與家庭服務系,碩士班(日間),1,0,1
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,01111001,教育研究所,碩士班(日間),4,0,4
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,01111001,教育研究所中等學校教師在職進修教學碩士學位班,碩士在職專班,2,0,2
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02322004,東方語文學系,學士班(日間),3,2,1
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,03214009,傳播學系,學士班(日間),5,4,1
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,05111010,生命科學系,學士班(日間),3,0,3
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,05111010,生命科學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,05121012,分子生物暨人類遺傳學系,學士班(日間),4,1,3
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,06133032,醫學資訊學系,學士班(日間),17,11,6
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09121015,醫學系,學士班(日間),1,1,0
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09131028,護理學系,學士班(日間),11,4,7
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09141031,醫學檢驗生物技術學系,學士班(日間),2,0,2
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09191024,公共衛生學系,學士班(日間),4,0,4
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09221002,兒童發展與家庭教育學系,學士班(日間),3,3,0
107,1,私立,一般大學,1028,臺北醫學大學,04133002,醫務管理學系,學士班(日間),15,5,10
107,1,私立,一般大學,1028,臺北醫學大學,05121016,醫學科學研究所,碩士班(日間),1,0,1
107,1,私立,一般大學,1028,臺北醫學大學,05191032,保健營養學系,學士班(日間),18,3,15
107,1,私立,一般大學,1028,臺北醫學大學,07193009,生物醫學工程學系,學士班(日間),8,3,5
107,1,私立,一般大學,1028,臺北醫學大學,07211012,食品安全學系,學士班(日間),1,0,1
107,1,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,學士班(日間),12,6,6
107,1,私立,一般大學,1028,臺北醫學大學,09111045,牙體技術學系,學士班(日間),20,4,16
107,1,私立,一般大學,1028,臺北醫學大學,09111046,口腔衛生學系,學士班(日間),2,0,2
107,1,私立,一般大學,1028,臺北醫學大學,09121013,醫學系,學士班(日間),16,10,6
107,1,私立,一般大學,1028,臺北醫學大學,09141041,醫學檢驗暨生物技術學系,學士班(日間),4,0,4
107,1,私立,一般大學,1028,臺北醫學大學,09161024,藥學系,學士班(日間),28,8,20
107,1,私立,一般大學,1028,臺北醫學大學,09191020,公共衛生學系,學士班(日間),5,2,3
107,1,私立,一般大學,1028,臺北醫學大學,09211049,高齡健康管理學系,學士班(日間),9,2,7
107,1,私立,一般大學,1029,中山醫學大學,02311003,應用外國語言學系,學士班(日間),3,0,3
107,1,私立,一般大學,1029,中山醫學大學,05121012,生物醫學科學學系,學士班(日間),9,5,4
107,1,私立,一般大學,1029,中山醫學大學,05191026,營養學系,學士班(日間),1,0,1
107,1,私立,一般大學,1029,中山醫學大學,06131033,醫學資訊學系,學士班(日間),1,0,1
107,1,私立,一般大學,1029,中山醫學大學,09111038,牙醫學系,學士班(日間),2,0,2
107,1,私立,一般大學,1029,中山醫學大學,09121018,醫學系,學士班(日間),5,1,4
107,1,私立,一般大學,1029,中山醫學大學,09131028,護理學系,學士班(日間),3,1,2
107,1,私立,一般大學,1029,中山醫學大學,09141031,醫學影像暨放射科學系,學士班(日間),1,1,0
107,1,私立,一般大學,1029,中山醫學大學,09191020,公共衛生學系,學士班(日間),1,0,1
107,1,私立,一般大學,1029,中山醫學大學,09231045,醫學社會暨社會工作學系,學士班(日間),5,0,5
107,1,私立,一般大學,1029,中山醫學大學,10131046,健康餐飲暨產業管理學系,學士班(日間),1,0,1
107,1,私立,一般大學,1029,中山醫學大學,10221021,職業安全衛生學系,學士班(日間),6,1,5
