學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀校際選課人次小計,修讀校際選課人次男,修讀校際選課人次女
107,1,私立,一般大學,1002,輔仁大學,10141089,體育學系,碩士在職專班,4,2,2
107,1,私立,一般大學,1003,東吳大學,02151001,音樂學系,學士班(日間),2,0,2
107,1,私立,一般大學,1003,東吳大學,02151001,音樂學系,碩士在職專班,1,0,1
107,1,私立,一般大學,1003,東吳大學,02221006,歷史學系,學士班(日間),13,2,11
107,1,私立,一般大學,1003,東吳大學,02221006,歷史學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1003,東吳大學,02231007,哲學系,學士班(日間),6,0,6
107,1,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(日間),58,0,58
107,1,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(日間),37,9,28
107,1,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(進修),12,5,7
107,1,私立,一般大學,1003,東吳大學,02311012,德國文化學系,學士班(日間),119,24,95
107,1,私立,一般大學,1003,東吳大學,02312004,英文學系翻譯碩士班,碩士班(日間),2,0,2
107,1,私立,一般大學,1003,東吳大學,02322002,中國文學系,學士班(日間),50,3,47
107,1,私立,一般大學,1003,東吳大學,02322002,中國文學系,碩士班(日間),5,1,4
107,1,私立,一般大學,1003,東吳大學,02322002,中國文學系,博士班,3,1,2
107,1,私立,一般大學,1003,東吳大學,03111008,經濟學系,學士班(日間),39,3,36
107,1,私立,一般大學,1003,東吳大學,03121009,政治學系,學士班(日間),20,12,8
107,1,私立,一般大學,1003,東吳大學,03131011,心理學系,學士班(日間),23,3,20
107,1,私立,一般大學,1003,東吳大學,03131011,心理學系,碩士班(日間),2,0,2
107,1,私立,一般大學,1003,東吳大學,03141010,社會學系,學士班(日間),44,9,35
107,1,私立,一般大學,1003,東吳大學,03141010,社會學系,碩士班(日間),4,0,4
107,1,私立,一般大學,1003,東吳大學,04111015,會計學系,學士班(日間),26,1,25
107,1,私立,一般大學,1003,東吳大學,04121027,財務工程與精算數學系,學士班(日間),21,15,6
107,1,私立,一般大學,1003,東吳大學,04131016,企業管理學系,學士班(日間),96,34,62
107,1,私立,一般大學,1003,東吳大學,04131016,企業管理學系,碩士班(日間),27,0,27
107,1,私立,一般大學,1003,東吳大學,04141019,國際經營與貿易學系,學士班(日間),90,26,64
107,1,私立,一般大學,1003,東吳大學,04191014,商學進修學士班,學士班(進修),1,0,1
107,1,私立,一般大學,1003,東吳大學,04199031,巨量資料管理學院學士學位學程,學士班(日間),9,1,8
107,1,私立,一般大學,1003,東吳大學,04211021,法律學系,學士班(日間),60,31,29
107,1,私立,一般大學,1003,東吳大學,04211021,法律學系,碩士班(日間),2,0,2
107,1,私立,一般大學,1003,東吳大學,05122022,微生物學系,學士班(日間),6,0,6
107,1,私立,一般大學,1003,東吳大學,05331024,物理學系,學士班(日間),2,2,0
107,1,私立,一般大學,1003,東吳大學,05411025,數學系,學士班(日間),2,0,2
107,1,私立,一般大學,1003,東吳大學,06131028,資訊管理學系,學士班(日間),8,3,5
107,1,私立,一般大學,1003,東吳大學,09231030,社會工作學系,學士班(日間),6,0,6
107,1,私立,一般大學,1003,東吳大學,09231030,社會工作學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1004,中原大學,01111001,教育研究所,碩士班(日間),6,0,6
107,1,私立,一般大學,1004,中原大學,01111001,教育研究所,碩士在職專班,3,0,3
107,1,私立,一般大學,1004,中原大學,02124009,室內設計學系,學士班(日間),3,2,1
107,1,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,學士班(日間),2,1,1
107,1,私立,一般大學,1004,中原大學,02323004,應用華語文學系,學士班(日間),1,1,0
107,1,私立,一般大學,1004,中原大學,03131011,心理學系,學士班(日間),16,7,9
107,1,私立,一般大學,1004,中原大學,04111013,會計學系,學士班(日間),3,1,2
107,1,私立,一般大學,1004,中原大學,04131014,企業管理學系,學士班(日間),2,1,1
107,1,私立,一般大學,1004,中原大學,04191017,國際商學學士學位學程,學士班(日間),1,1,0
107,1,私立,一般大學,1004,中原大學,05411027,應用數學系,學士班(日間),1,0,1
107,1,私立,一般大學,1004,中原大學,06131028,資訊管理學系,學士班(日間),4,3,1
107,1,私立,一般大學,1004,中原大學,07111037,化學工程學系,學士班(日間),2,2,0
107,1,私立,一般大學,1004,中原大學,07111037,化學工程學系,博士班,3,3,0
107,1,私立,一般大學,1004,中原大學,07141031,資訊工程學系,學士班(日間),2,0,2
107,1,私立,一般大學,1004,中原大學,07151034,機械工程學系,學士班(日間),1,1,0
107,1,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),2,2,0
107,1,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),2,2,0
107,1,私立,一般大學,1004,中原大學,07312047,景觀學系,碩士班(日間),3,0,3
107,1,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),2,2,0
107,1,私立,一般大學,1004,中原大學,07321035,土木工程學系,碩士班(日間),6,3,3
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114093,教育學院教育領導與科技管理博士班,博士班,1,0,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114095,教育政策與領導研究所,碩士在職專班,5,2,3
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01115097,課程與教學研究所,碩士在職專班,5,3,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),16,4,12
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系數位學習碩士在職專班,碩士在職專班,1,0,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),2,1,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),2,1,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),2,0,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),2,1,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),1,0,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),11,4,7
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),9,0,9
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),4,2,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),1,0,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,碩士班(日間),7,1,6
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143067,中國大陸研究所,碩士在職專班,1,1,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),6,1,5
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),5,3,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),2,0,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),1,0,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),2,0,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,學士班(日間),3,0,3
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),4,2,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),2,1,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(進修),1,0,1
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),9,0,9
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系公共政策碩士班,碩士班(日間),1,1,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),1,1,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,學士班(日間),1,1,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,博士班,4,4,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),8,3,5
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,碩士在職專班,1,1,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421024,統計學系,學士班(日間),8,8,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),7,7,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),2,0,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,學士班(日間),2,2,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),4,2,2
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),2,1,1
107,1,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),3,0,3
107,1,私立,一般大學,1006,中國文化大學,01131053,華語文教學碩士學位學程,碩士在職專班,1,1,0
107,1,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),1,1,0
107,1,私立,一般大學,1006,中國文化大學,01141023,體育學系運動教練碩士班,碩士班(日間),4,4,0
107,1,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,02131059,美術學系,碩士班(日間),2,0,2
107,1,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),2,0,2
107,1,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),1,1,0
107,1,私立,一般大學,1006,中國文化大學,02221098,史學系,博士班,1,1,0
107,1,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,02231081,哲學系,博士班,1,0,1
107,1,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),1,1,0
107,1,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),6,3,3
107,1,私立,一般大學,1006,中國文化大學,02322001,中國文學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),2,1,1
107,1,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,碩士班(日間),11,3,8
107,1,私立,一般大學,1006,中國文化大學,03199049,勞工關係學系,學士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),2,0,2
107,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,04191014,全球商務碩士學位學程,碩士班(日間),2,2,0
107,1,私立,一般大學,1006,中國文化大學,04211020,法律學系,學士班(日間),13,4,9
107,1,私立,一般大學,1006,中國文化大學,04211020,法律學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,05311026,化學系,學士班(日間),1,0,1
107,1,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),1,1,0
107,1,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),3,1,2
107,1,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(進修),1,1,0
107,1,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,學士班(日間),1,1,0
107,1,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,學士班(日間),1,1,0
107,1,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),2,0,2
107,1,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),2,0,2
107,1,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,碩士在職專班,6,2,4
107,1,私立,一般大學,1007,逢甲大學,02122005,創意設計碩士學位學程,碩士班(日間),2,0,2
107,1,私立,一般大學,1007,逢甲大學,02124007,室內設計進修學士班,學士班(進修),4,0,4
107,1,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),25,9,16
107,1,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),25,14,11
107,1,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),3,0,3
107,1,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),43,18,25
107,1,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,碩士班(日間),2,2,0
107,1,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),15,8,7
107,1,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),10,0,10
107,1,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),1,0,1
107,1,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),41,12,29
107,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),235,73,162
107,1,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),6,0,6
107,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),21,9,12
107,1,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),202,62,140
107,1,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),116,60,56
107,1,私立,一般大學,1007,逢甲大學,04199092,美國聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),155,85,70
107,1,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),1,0,1
107,1,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),1,0,1
107,1,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,學士班(日間),2,2,0
107,1,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),4,0,4
107,1,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),9,9,0
107,1,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),70,64,6
107,1,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),3,3,0
107,1,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),2,2,0
107,1,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,碩士班(日間),10,10,0
107,1,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),12,0,12
107,1,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),81,28,53
107,1,私立,一般大學,1007,逢甲大學,07311083,建築專業學院學士班,學士班(日間),35,9,26
107,1,私立,一般大學,1007,逢甲大學,07312084,景觀與遊憩碩士學位學程,碩士班(日間),12,5,7
107,1,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),8,4,4
107,1,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),1,1,0
107,1,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),29,9,20
107,1,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,碩士班(日間),4,4,0
107,1,私立,一般大學,1008,靜宜大學,01111001,教育研究所,碩士班(日間),7,4,3
107,1,私立,一般大學,1008,靜宜大學,01111001,教育研究所,碩士在職專班,1,0,1
107,1,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),1,0,1
107,1,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),3,0,3
107,1,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,學士班(日間),5,2,3
107,1,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),11,7,4
107,1,私立,一般大學,1008,靜宜大學,02322003,中國文學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),2,1,1
107,1,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),5,0,5
107,1,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),5,3,2
107,1,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),7,6,1
107,1,私立,一般大學,1008,靜宜大學,04131014,管理碩士在職專班,碩士在職專班,3,0,3
107,1,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),12,5,7
107,1,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),1,0,1
107,1,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),41,17,24
107,1,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),14,4,10
107,1,私立,一般大學,1008,靜宜大學,05211021,生態人文學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1008,靜宜大學,05212021,生態人文學系,學士班(日間),9,3,6
107,1,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,學士班(日間),1,1,0
107,1,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),4,2,2
107,1,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),3,2,1
107,1,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),6,5,1
107,1,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),4,0,4
107,1,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,碩士在職專班,2,1,1
107,1,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),4,0,4
107,1,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,碩士在職專班,2,0,2
107,1,私立,一般大學,1009,長庚大學,05123012,生物醫學系,學士班(日間),2,1,1
107,1,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,學士班(日間),3,3,0
107,1,私立,一般大學,1009,長庚大學,09131040,學士後護理學系,學士班(日間),7,1,6
107,1,私立,一般大學,1009,長庚大學,09131040,護理學系,學士班(日間),5,4,1
107,1,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,學士班(日間),1,0,1
107,1,私立,一般大學,1010,元智大學,02299047,文化產業與文化政策博士學位學程,博士班,1,0,1
107,1,私立,一般大學,1010,元智大學,02311007,應用外語學系,碩士班(日間),1,0,1
107,1,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,學士班(日間),3,0,3
107,1,私立,一般大學,1010,元智大學,04199018,管理學院,學士班(日間),6,0,6
107,1,私立,一般大學,1010,元智大學,06131011,資訊管理學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,學士班(日間),2,1,1
107,1,私立,一般大學,1010,元智大學,07141033,電機工程學系,學士班(日間),2,0,2
107,1,私立,一般大學,1010,元智大學,07141033,電機工程學系,博士班,1,1,0
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02123004,工業產品設計學系,學士班(日間),9,6,3
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02311001,外國語文學系,學士班(日間),5,0,5
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,學士班(日間),2,0,2
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04121012,財務管理學系,學士班(日間),2,1,1
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,學士班(日間),1,0,1
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04134006,行政管理學系,學士班(日間),3,2,1
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理博士學位學程,博士班,1,1,0
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理學系,學士班(日間),1,0,1
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,05124018,生物資訊學系,學士班(日間),4,2,2
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,06131021,資訊管理學系,學士班(日間),19,12,7
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,學士班(日間),15,13,2
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07141022,電機工程學系,學士班(日間),5,5,0
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07141022,電機工程學系,碩士班(日間),5,5,0
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07141024,電子工程學系,學士班(日間),6,5,1
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07151028,機械工程學系,學士班(日間),14,13,1
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系,學士班(日間),1,1,0
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,學士班(日間),3,1,2
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07312039,景觀建築學系,學士班(日間),1,1,0
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(日間),5,2,3
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(進修),1,1,0
107,1,私立,一般大學,1012,大葉大學,01111001,教育專業發展研究所,碩士班(日間),28,18,10
107,1,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),2,1,1
107,1,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(進修),2,1,1
107,1,私立,一般大學,1012,大葉大學,02123012,工業設計學系,學士班(日間),1,1,0
107,1,私立,一般大學,1012,大葉大學,02124014,空間設計學系,學士班(日間),4,2,2
107,1,私立,一般大學,1012,大葉大學,02311016,歐洲文化與旅遊學士學位學程,學士班(日間),2,0,2
107,1,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),3,0,3
107,1,私立,一般大學,1012,大葉大學,04121025,財務金融學系,學士班(日間),2,2,0
107,1,私立,一般大學,1012,大葉大學,04121025,財務金融學系,學士班(進修),2,0,2
107,1,私立,一般大學,1012,大葉大學,04131021,企業管理學系,學士班(日間),2,0,2
107,1,私立,一般大學,1012,大葉大學,05121033,生物資源學系,學士班(日間),1,1,0
107,1,私立,一般大學,1012,大葉大學,05121034,分子生物科技學系,學士班(日間),1,1,0
107,1,私立,一般大學,1012,大葉大學,06131039,資訊工程學系,學士班(日間),3,3,0
107,1,私立,一般大學,1012,大葉大學,07141038,電機工程學系,學士班(日間),1,1,0
107,1,私立,一般大學,1012,大葉大學,07151046,機械與自動化工程學系,學士班(日間),1,1,0
107,1,私立,一般大學,1012,大葉大學,07191053,工業工程與管理學系,學士班(日間),1,1,0
107,1,私立,一般大學,1012,大葉大學,10152072,運動健康管理學系,學士班(日間),4,4,0
107,1,私立,一般大學,1012,大葉大學,10152072,運動健康管理學系,碩士班(日間),9,9,0
107,1,私立,一般大學,1012,大葉大學,10152072,運動健康管理學系,碩士在職專班,8,8,0
107,1,私立,一般大學,1013,華梵大學,02123008,工業設計學系,學士班(日間),1,0,1
107,1,私立,一般大學,1013,華梵大學,02131002,美術與文創學系,學士班(日間),1,1,0
107,1,私立,一般大學,1013,華梵大學,02299009,東方人文思想研究所,博士班,1,0,1
107,1,私立,一般大學,1013,華梵大學,02311004,外國語文學系,學士班(日間),1,0,1
107,1,私立,一般大學,1013,華梵大學,07311016,建築學系,學士班(日間),2,0,2
107,1,私立,一般大學,1014,義守大學,04141015,國際商務學系,學士班(日間),1,0,1
107,1,私立,一般大學,1014,義守大學,05191044,營養學系,學士班(日間),3,0,3
107,1,私立,一般大學,1014,義守大學,07141025,電機工程學系,學士班(日間),1,1,0
107,1,私立,一般大學,1014,義守大學,09191041,健康管理學系,學士班(日間),2,0,2
107,1,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),4,3,1
107,1,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),1,0,1
107,1,私立,一般大學,1015,世新大學,02311002,英語學系,學士班(日間),1,1,0
107,1,私立,一般大學,1015,世新大學,02311003,日本語文學系,學士班(日間),2,0,2
107,1,私立,一般大學,1015,世新大學,03111005,經濟學系,學士班(日間),1,0,1
107,1,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),7,0,7
107,1,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),2,2,0
107,1,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),1,0,1
107,1,私立,一般大學,1015,世新大學,03214014,口語傳播學系,學士班(日間),8,0,8
107,1,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),5,2,3
107,1,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),2,0,2
107,1,私立,一般大學,1015,世新大學,04134009,行政管理學系,學士班(日間),2,0,2
107,1,私立,一般大學,1015,世新大學,04142019,公共關係暨廣告學系,學士班(日間),1,0,1
107,1,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),1,1,0
107,1,私立,一般大學,1015,世新大學,06131028,資訊管理學系,學士班(日間),5,2,3
107,1,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),2,0,2
107,1,私立,一般大學,1016,銘傳大學,01131042,華語文教學學系,學士班(日間),23,0,23
107,1,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),2,0,2
107,1,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,碩士班(日間),1,1,0
107,1,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),17,0,17
107,1,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),21,0,21
107,1,私立,一般大學,1016,銘傳大學,02123073,商品設計學系創新設計與管理碩士在職專班,碩士在職專班,4,0,4
107,1,私立,一般大學,1016,銘傳大學,02123073,商品設計學系創新設計與管理碩士班,碩士班(日間),1,0,1
107,1,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),51,21,30
107,1,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,碩士班(日間),7,0,7
107,1,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),7,1,6
107,1,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,學士班(日間),3,0,3
107,1,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),9,0,9
107,1,私立,一般大學,1016,銘傳大學,03131054,諮商與工商心理學系,學士班(日間),4,0,4
107,1,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),4,3,1
107,1,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),1,0,1
