學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),合作學校國家(地區)別,合作學校國家(地區)區域別,修讀雙聯學制學生人數本國學生小計,修讀雙聯學制學生人數本國學生男,修讀雙聯學制學生人數本國學生女,修讀雙聯學制學生人數外國學生小計,修讀雙聯學制學生人數外國學生男,修讀雙聯學制學生人數外國學生女
109,1,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),日本,其他亞洲地區,2,2,0,0,0,0
109,1,私立,一般大學,1012,大葉大學,09131065,護理學系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
109,1,私立,一般大學,1012,大葉大學,09161064,藥用植物與保健學系,學士班(日間),美國,北美洲,3,1,2,0,0,0
109,1,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),馬來西亞,東協,0,0,0,23,9,14
109,1,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),馬來西亞,東協,0,0,0,4,1,3
109,1,私立,一般大學,1015,世新大學,03214014,口語傳播暨社群媒體學系,學士班(日間),馬來西亞,東協,0,0,0,1,0,1
109,1,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),馬來西亞,東協,0,0,0,2,0,2
109,1,私立,一般大學,1016,銘傳大學,01131042,華語文教學碩士學位學程,碩士班(日間),美國,北美洲,0,0,0,12,3,9
109,1,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理碩士學位學程,碩士班(日間),美國,北美洲,0,0,0,5,3,2
109,1,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,私立,一般大學,1016,銘傳大學,04211039,法律學系,碩士班(日間),大陸地區,大陸地區,0,0,0,1,1,0
109,1,私立,一般大學,1016,銘傳大學,07311026,建築學系,碩士班(日間),大陸地區,大陸地區,0,0,0,1,0,1
109,1,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),澳大利亞,其他亞洲地區,2,0,2,0,0,0
109,1,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1017,實踐大學,04131023,國際企業英語學士學位學程,學士班(日間),印度尼西亞共和國,東協,0,0,0,5,2,3
109,1,私立,一般大學,1017,實踐大學,04131023,國際企業英語學士學位學程,學士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1017,實踐大學,04131023,國際企業英語學士學位學程,學士班(日間),德意志聯邦共和國,歐洲,7,2,5,1,0,1
109,1,私立,一般大學,1017,實踐大學,04131023,國際企業英語學士學位學程,學士班(日間),美國,北美洲,0,0,0,1,1,0
109,1,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
109,1,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),匈牙利共和國,歐洲,3,1,2,0,0,0
109,1,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),德意志聯邦共和國,歐洲,3,2,1,0,0,0
109,1,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
109,1,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),西班牙王國,歐洲,3,1,2,0,0,0
109,1,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),瑞士聯邦,歐洲,1,0,1,0,0,0
109,1,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,學士班(日間),越南社會主義共和國,東協,0,0,0,1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),越南社會主義共和國,東協,0,0,0,8,0,8
109,1,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,1,0
109,1,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),馬來西亞,東協,0,0,0,29,10,19
109,1,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),越南社會主義共和國,東協,0,0,0,1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),英國,歐洲,3,2,1,0,0,0
109,1,私立,技專校院,1018,朝陽科技大學,04111007,會計系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,技專校院,1018,朝陽科技大學,04121010,財務金融系,學士班(日間),越南社會主義共和國,東協,0,0,0,1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,學士班(日間),越南社會主義共和國,東協,0,0,0,3,1,2
109,1,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,學士班(日間),越南社會主義共和國,東協,0,0,0,11,1,10
109,1,私立,技專校院,1018,朝陽科技大學,06132023,資訊與通訊系,碩士班(日間),德意志聯邦共和國,歐洲,2,2,0,0,0,0
109,1,私立,技專校院,1018,朝陽科技大學,07141020,資訊工程系,碩士班(日間),日本,其他亞洲地區,3,3,0,0,0,0
109,1,私立,技專校院,1018,朝陽科技大學,07311028,建築系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),越南社會主義共和國,東協,0,0,0,11,2,9
109,1,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,1,0
109,1,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,博士班,法國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,博士班,美國,北美洲,3,1,2,0,0,0
109,1,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,博士班,匈牙利共和國,歐洲,2,1,1,2,0,2
109,1,私立,一般大學,1020,南華大學,02311008,外國語文學系,學士班(日間),美國,北美洲,3,0,3,0,0,0
109,1,私立,一般大學,1020,南華大學,04141030,管理學院國際企業學士學位學程,學士班(日間),美國,北美洲,8,2,6,0,0,0
109,1,私立,一般大學,1021,真理大學,02151001,音樂應用學系,學士班(日間),馬來西亞,東協,0,0,0,1,0,1
109,1,私立,一般大學,1021,真理大學,02311006,英美語文學系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1022,大同大學,04131007,事業經營學系,碩士班(日間),德意志聯邦共和國,歐洲,3,1,2,2,1,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199064,全球經營管理碩士班,碩士班(日間),奧地利共和國,歐洲,1,0,1,1,1,0
109,1,私立,技專校院,1024,崑山科技大學,02111009,視訊傳播設計系,學士班(日間),英國,歐洲,2,0,2,0,0,0
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系,碩士班(日間),泰國,東協,0,0,0,3,2,1
109,1,私立,一般大學,1028,臺北醫學大學,05121016,醫學科學研究所,博士班,加拿大,北美洲,1,0,1,0,0,0
109,1,私立,一般大學,1028,臺北醫學大學,09199035,呼吸治療學系,碩士班(日間),美國,北美洲,3,1,2,0,0,0
109,1,私立,一般大學,1033,長榮大學,04131026,管理學院經營管理碩士班,碩士班(日間),澳大利亞,其他亞洲地區,2,0,2,0,0,0
109,1,私立,一般大學,1033,長榮大學,04191022,國際財務與商務管理學士學位學程,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
109,1,私立,一般大學,1033,長榮大學,06131039,資訊工程學系,學士班(日間),馬來西亞,東協,0,0,0,1,1,0
109,1,私立,一般大學,1033,長榮大學,07141041,科技工程與管理學系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
109,1,私立,技專校院,1034,弘光科技大學,02311038,國際溝通英語系,學士班(日間),英國,歐洲,2,0,2,0,0,0
109,1,私立,一般大學,1035,中國醫藥大學,05191021,營養學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10413043,航空暨運輸服務管理系,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
109,1,私立,技專校院,1041,明志科技大學,02112003,視覺傳達設計系碩士班,碩士班(日間),印度尼西亞共和國,東協,0,0,0,3,2,1
109,1,私立,技專校院,1041,明志科技大學,04131005,經營管理系碩士班,碩士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,私立,技專校院,1041,明志科技大學,04131030,國際企業管理碩士學位學程(IMBA),碩士班(日間),印度尼西亞共和國,東協,0,0,0,5,1,4
109,1,私立,技專校院,1041,明志科技大學,04131030,國際企業管理碩士學位學程(IMBA),碩士班(日間),法國,歐洲,0,0,0,1,1,0
109,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系碩士班,碩士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,學士班(日間),印度尼西亞共和國,東協,0,0,0,5,3,2
109,1,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,學士班(日間),印度尼西亞共和國,東協,0,0,0,6,0,6
109,1,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,學士班(日間),蒙古國,其他亞洲地區,0,0,0,24,5,19
109,1,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),越南社會主義共和國,東協,0,0,0,7,5,2
109,1,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),蒙古國,其他亞洲地區,0,0,0,16,4,12
109,1,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,學士班(日間),蒙古國,其他亞洲地區,0,0,0,1,1,0
109,1,私立,一般大學,1048,亞洲大學,10151049,休閒與遊憩管理學系,學士班(日間),瑞士聯邦,歐洲,1,0,1,1,0,1
109,1,私立,一般大學,1049,開南大學,02311006,應用英語學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,私立,一般大學,1050,佛光大學,02311007,外國語文學系,學士班(日間),美國,北美洲,6,2,4,0,0,0
109,1,私立,一般大學,1050,佛光大學,03111020,應用經濟學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,私立,一般大學,1050,佛光大學,03131024,心理學系,學士班(日間),美國,北美洲,6,2,4,0,0,0
109,1,私立,一般大學,1050,佛光大學,03211028,傳播學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,私立,一般大學,1050,佛光大學,04131030,管理學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
109,1,私立,技專校院,1062,僑光科技大學,04131009,企業管理系,學士班(日間),英國,歐洲,1,1,0,0,0,0
109,1,私立,技專校院,1069,修平學校財團法人修平科技大學,02311004,應用日語系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,02311003,應用外語系,學士班(日間),日本,其他亞洲地區,11,5,6,0,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,04191005,商務與觀光企劃系,學士班(日間),日本,其他亞洲地區,3,1,2,0,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),法國,歐洲,2,0,2,0,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文系,學士班(日間),法國,歐洲,2,0,2,0,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,學士班(日間),德意志聯邦共和國,歐洲,18,2,16,0,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務碩士學位學程,碩士班(日間),法國,歐洲,1,0,1,0,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,02124003,室內設計系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04121014,財務金融學系,學士班(日間),英國,歐洲,1,0,1,0,0,0
109,1,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04131012,企業管理學系金融管理碩士班,碩士班(日間),法國,歐洲,4,3,1,0,0,0
109,1,公立,一般大學,3002,臺北市立大學,02151037,音樂學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
109,1,公立,一般大學,3002,臺北市立大學,03131055,心理與諮商學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
109,1,公立,一般大學,3002,臺北市立大學,10142052,運動健康科學系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
109,2,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,博士班,大韓民國(南韓),其他亞洲地區,0,0,0,2,2,0
109,2,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),法國,歐洲,1,0,1,0,0,0
109,2,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),德意志聯邦共和國,歐洲,3,2,1,2,1,1
109,2,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,英國,歐洲,0,0,0,3,1,2
109,2,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,碩士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
109,2,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,博士班,英國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,博士班,英國,歐洲,0,0,0,1,0,1
109,2,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,英國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,德意志聯邦共和國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,英國,歐洲,3,3,0,0,0,0
109,2,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,印度,南亞,0,0,0,2,1,1
109,2,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,英國,歐洲,0,0,0,1,0,1
109,2,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,英國,歐洲,0,0,0,2,1,1
109,2,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,英國,歐洲,0,0,0,1,0,1
109,2,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,英國,歐洲,0,0,0,1,0,1
109,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,英國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,捷克共和國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,英國,歐洲,1,0,1,0,0,0
109,2,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,英國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,博士班,香港,港澳,0,0,0,1,1,0
109,2,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,博士班,英國,歐洲,0,0,0,4,2,2
109,2,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,法國,歐洲,0,0,0,2,0,2
109,2,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,英國,歐洲,1,1,0,2,2,0
109,2,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),荷蘭王國,歐洲,1,0,1,3,1,2
109,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,3,2,1
109,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系國際學生學士班,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,2,1,1
109,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),香港,港澳,3,0,3,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),日本,其他亞洲地區,3,1,2,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),捷克共和國,歐洲,2,2,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),香港,港澳,3,2,1,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),大陸地區,大陸地區,0,0,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),日本,其他亞洲地區,1,1,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),香港,港澳,2,0,2,2,0,2
109,2,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),英國,歐洲,2,1,1,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
109,2,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,荷蘭王國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,德意志聯邦共和國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,碩士班(日間),美國,北美洲,0,0,0,1,0,1
109,2,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,法國,歐洲,0,0,0,2,2,0
109,2,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),法國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
109,2,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,博士班,日本,其他亞洲地區,1,1,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,博士班,德意志聯邦共和國,歐洲,2,2,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,博士班,印度,南亞,0,0,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),西班牙王國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),義大利共和國,歐洲,0,0,0,2,1,1
109,2,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,博士班,法國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),越南社會主義共和國,東協,0,0,0,9,5,4
109,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),香港,港澳,0,0,0,1,0,1
109,2,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
109,2,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,碩士班(日間),日本,其他亞洲地區,1,1,0,1,1,0
109,2,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
109,2,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,2,1,1
109,2,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),日本,其他亞洲地區,0,0,0,2,2,0
109,2,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,碩士班(日間),日本,其他亞洲地區,5,1,4,0,0,0
109,2,公立,一般大學,0003,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,碩士班(日間),法國,歐洲,5,4,1,0,0,0
109,2,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
109,2,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),美國,北美洲,1,0,1,0,0,0
109,2,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
109,2,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,碩士班(日間),瑞典王國,歐洲,5,2,3,0,0,0
109,2,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),馬來西亞,東協,0,0,0,1,0,1
109,2,公立,一般大學,0005,國立成功大學,04131056,電信管理研究所,碩士班(日間),法國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0005,國立成功大學,05411027,數學系,博士班,日本,其他亞洲地區,1,1,0,0,0,0
109,2,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),美國,北美洲,7,6,1,0,0,0
109,2,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),美國,北美洲,6,4,2,0,0,0
109,2,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),美國,北美洲,6,4,2,0,0,0
109,2,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,1,0
109,2,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士班(日間),法國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
109,2,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,9,4,5
109,2,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),美國,北美洲,2,2,0,0,0,0
109,2,公立,一般大學,0006,國立中興大學,04211023,法律學系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
109,2,公立,一般大學,0006,國立中興大學,07112057,材料科學與工程學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
109,2,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,博士班,大陸地區,大陸地區,0,0,0,3,2,1
109,2,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
109,2,公立,一般大學,0006,國立中興大學,08191083,土壤環境科學系,博士班,美國,北美洲,2,0,2,0,0,0
109,2,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,學士班(日間),美國,北美洲,6,1,5,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系族群與文化碩士班,碩士班(日間),馬來西亞,東協,0,0,0,1,0,1
109,2,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,碩士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,博士班,美國,北美洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,博士班,日本,其他亞洲地區,0,0,0,1,1,0
109,2,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系分子科學碩士班,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
109,2,公立,一般大學,0007,國立陽明交通大學,05331040,物理研究所,碩士班(日間),越南社會主義共和國,東協,0,0,0,3,1,2
109,2,公立,一般大學,0007,國立陽明交通大學,05399042,加速器光源科技與應用博士學位學程,博士班,日本,其他亞洲地區,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,博士班,法國,歐洲,3,2,1,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,學士班(日間),比利時王國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,博士班,美國,北美洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141051,電子工程學系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,博士班,比利時王國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141064,電控工程研究所,碩士班(日間),比利時王國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,博士班,馬來西亞,東協,0,0,0,1,1,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,博士班,印度,南亞,0,0,0,14,13,1
109,2,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,博士班,比利時王國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),日本,其他亞洲地區,2,2,0,1,1,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),美國,北美洲,1,0,1,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊國際碩士學位學程,碩士班(日間),馬來西亞,東協,0,0,0,1,0,1
109,2,公立,一般大學,0007,國立陽明交通大學,07193120,生醫光電研究所,博士班,法國,歐洲,0,0,0,1,1,0
109,2,公立,一般大學,0007,國立陽明交通大學,07193120,生醫光電研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,09121144,藥理學研究所,博士班,馬來西亞,東協,0,0,0,2,1,1
109,2,公立,一般大學,0007,國立陽明交通大學,09121144,藥理學研究所,碩士班(日間),馬來西亞,東協,0,0,0,1,1,0
109,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系,博士班,美國,北美洲,2,2,0,0,0,0
109,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系交通運輸碩士班,碩士班(日間),英國,歐洲,1,0,1,0,0,0
