學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,參與競賽獲獎人次,學生論文出版及展演活動篇數(場數),學生論文出版及展演活動人次,在學學生出席國際會議人次
109,私立,一般大學,1035,中國醫藥大學,學士班(日間),0,50,102,43
109,私立,一般大學,1035,中國醫藥大學,碩士班(日間),0,75,104,34
109,私立,一般大學,1035,中國醫藥大學,碩士在職專班,0,9,10,1
109,私立,一般大學,1035,中國醫藥大學,博士班,0,204,258,39
109,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),236,3,5,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),23,0,0,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),18,85,90,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),210,3,0,6
109,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),8,0,0,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),8,2,0,2
109,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,0,1,0,1
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),219,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),12,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),9,0,0,0
109,私立,一般大學,1039,玄奘大學,學士班(日間),57,5,5,28
109,私立,一般大學,1039,玄奘大學,碩士班(日間),2,3,12,18
109,私立,技專校院,1040,建國科技大學,學士班(日間),242,0,0,0
109,私立,技專校院,1040,建國科技大學,學士班(進修),4,0,0,0
109,私立,技專校院,1040,建國科技大學,碩士班(日間),0,8,8,0
109,私立,技專校院,1041,明志科技大學,學士班(日間),84,90,232,0
109,私立,技專校院,1041,明志科技大學,碩士班(日間),21,427,638,5
109,私立,技專校院,1041,明志科技大學,碩士在職專班,0,12,12,0
109,私立,技專校院,1041,明志科技大學,博士班,0,5,8,0
109,私立,技專校院,1042,高苑科技大學,二專(進修),3,0,0,0
109,私立,技專校院,1042,高苑科技大學,學士班(日間),58,0,0,0
109,私立,技專校院,1042,高苑科技大學,學士班(進修),2,0,0,0
109,私立,技專校院,1042,高苑科技大學,碩士班(日間),1,3,3,3
109,私立,技專校院,1043,大仁科技大學,學士班(日間),60,0,0,0
109,私立,技專校院,1043,大仁科技大學,學士班(進修),4,0,0,0
109,私立,技專校院,1043,大仁科技大學,碩士班(日間),1,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,學士班(日間),2,0,0,0
109,私立,技專校院,1045,嶺東科技大學,學士班(日間),403,54,117,0
109,私立,技專校院,1045,嶺東科技大學,學士班(進修),26,0,0,0
109,私立,技專校院,1045,嶺東科技大學,碩士班(日間),5,14,18,0
109,私立,技專校院,1046,中國科技大學,學士班(日間),378,21,152,0
109,私立,技專校院,1046,中國科技大學,學士班(進修),13,0,0,0
109,私立,技專校院,1046,中國科技大學,碩士班(日間),0,30,60,0
109,私立,技專校院,1047,中臺科技大學,學士班(日間),134,2,9,0
109,私立,技專校院,1047,中臺科技大學,學士班(進修),4,1,0,0
109,私立,技專校院,1047,中臺科技大學,碩士班(日間),1,24,24,4
109,私立,一般大學,1048,亞洲大學,學士班(日間),114,23,23,1
109,私立,一般大學,1048,亞洲大學,碩士班(日間),3,5,7,9
109,私立,一般大學,1048,亞洲大學,碩士在職專班,0,11,11,0
109,私立,一般大學,1048,亞洲大學,博士班,0,6,6,3
109,私立,一般大學,1049,開南大學,學士班(日間),23,0,0,0
109,私立,一般大學,1049,開南大學,學士班(進修),2,0,0,0
109,私立,一般大學,1050,佛光大學,學士班(日間),104,9,12,0
109,私立,一般大學,1050,佛光大學,碩士班(日間),2,7,8,1
109,私立,一般大學,1050,佛光大學,碩士在職專班,4,0,0,0
109,私立,一般大學,1050,佛光大學,博士班,0,2,2,3
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,234,2,340,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),515,6,523,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),22,0,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),3,3,15,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,7,0,0,0
109,私立,技專校院,1052,遠東科技大學,二專(進修),3,0,0,0
109,私立,技專校院,1052,遠東科技大學,學士班(日間),153,6,11,0
109,私立,技專校院,1052,遠東科技大學,學士班(進修),5,0,0,0
109,私立,技專校院,1052,遠東科技大學,碩士班(日間),19,30,38,1
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),23,11,29,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),24,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),2,3,3,0
109,私立,技專校院,1054,景文科技大學,學士班(日間),185,0,0,0
109,私立,技專校院,1054,景文科技大學,碩士班(日間),3,0,0,1
109,私立,技專校院,1055,中華醫事科技大學,五專,27,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,學士班(日間),116,4,13,2
109,私立,技專校院,1055,中華醫事科技大學,學士班(進修),29,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),1,0,0,0
109,私立,技專校院,1056,東南科技大學,學士班(日間),371,5,5,5
109,私立,技專校院,1057,德明財經科技大學,學士班(日間),365,2,6,0
109,私立,技專校院,1057,德明財經科技大學,碩士班(日間),0,3,3,0
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),9,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),2,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),0,1,1,7
109,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,0,0,0,3
109,私立,一般大學,1058,明道學校財團法人明道大學,博士班,2,0,0,2
109,私立,技專校院,1060,南開科技大學,五專,27,0,0,0
109,私立,技專校院,1060,南開科技大學,學士班(日間),93,1,1,0
109,私立,技專校院,1060,南開科技大學,碩士班(日間),0,4,4,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),18,4,13,0
109,私立,技專校院,1062,僑光科技大學,學士班(日間),174,9,33,0
109,私立,技專校院,1062,僑光科技大學,學士班(進修),116,0,0,0
109,私立,技專校院,1062,僑光科技大學,碩士班(日間),0,5,5,0
109,私立,技專校院,1062,僑光科技大學,碩士在職專班,0,9,9,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),158,0,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),47,0,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士班(日間),3,0,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士在職專班,4,0,0,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,65,0,0,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),78,0,0,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),38,0,0,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士班(日間),0,2,2,0
109,私立,技專校院,1065,吳鳳科技大學,學士班(日間),24,0,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),228,0,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士班(日間),0,12,15,20
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),26,1,2,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,碩士班(日間),0,1,1,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),109,0,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),289,0,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),1,0,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士班(日間),0,6,9,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),134,0,0,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),10,0,0,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士班(日間),4,3,5,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士在職專班,16,1,0,7
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,58,0,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),303,61,43,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),38,0,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,碩士班(日間),5,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,3,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),4,0,0,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,二專(進修),2,0,0,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,6,0,0,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),126,0,0,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),19,0,0,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,149,0,0,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),181,0,0,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),1,0,0,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士班(日間),1,3,3,7
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),1,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),22,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),9,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,碩士班(日間),1,0,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,4,0,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),53,2,4,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,碩士班(日間),2,21,20,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,204,0,0,41
109,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),1574,79,300,281
109,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),39,2,13,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士班(日間),15,17,17,10
109,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士在職專班,0,7,7,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,59,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),4,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士在職專班,0,1,1,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,77,0,0,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),385,4,12,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),75,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,10,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),4,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士班(日間),6,7,7,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,博士班,5,0,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,二專(進修),37,0,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),38,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),3,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,134,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),261,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),37,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,碩士班(日間),21,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),14,0,0,0
109,私立,技專校院,1148,大漢技術學院,學士班(日間),18,0,0,0
109,私立,技專校院,1148,大漢技術學院,學士班(進修),6,0,0,0
109,私立,技專校院,1159,和春技術學院,學士班(進修),3,0,0,0
109,私立,技專校院,1166,亞東技術學院,學士班(日間),186,32,57,1
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,40,1,50,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),10,0,0,0
109,私立,技專校院,1183,黎明技術學院,五專,51,0,0,0
109,私立,技專校院,1183,黎明技術學院,學士班(日間),190,0,0,0
109,私立,技專校院,1183,黎明技術學院,學士班(進修),28,0,0,0
109,私立,技專校院,1185,經國管理暨健康學院,二專(進修),1,0,0,0
109,私立,技專校院,1185,經國管理暨健康學院,五專,4,0,0,0
109,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),28,1,1,0
109,私立,技專校院,1185,經國管理暨健康學院,學士班(進修),6,0,0,0
109,私立,技專校院,1188,大同技術學院,學士班(日間),1,0,0,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士班(日間),2,7,10,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,博士班,0,3,2,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,博士班,0,4,2,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,241,10,13,0
109,私立,技專校院,1283,仁德醫護管理專科學校,五專,103,6,13,0
109,私立,技專校院,1284,樹人醫護管理專科學校,五專,100,10,38,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,五專,44,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,五專,48,8,33,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,五專,146,0,0,0
109,私立,技專校院,1289,育英醫護管理專科學校,五專,33,1,3,3
109,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),0,1,3,0
109,私立,技專校院,1291,聖母醫護管理專科學校,五專,8,0,0,2
109,私立,技專校院,1292,新生醫護管理專科學校,五專,13,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,五專,300,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),0,1,1,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),0,1,23,15
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士班(日間),0,0,0,3
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士在職專班,0,0,0,10
109,公立,一般大學,3002,臺北市立大學,學士班(日間),305,308,364,26
109,公立,一般大學,3002,臺北市立大學,碩士班(日間),63,72,89,29
109,公立,一般大學,3002,臺北市立大學,碩士在職專班,6,28,50,11
109,公立,一般大學,3002,臺北市立大學,博士班,5,6,8,15
