學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,專任教師平均每週授課時數-教授,專任教師平均每週授課時數-副教授,專任教師平均每週授課時數-助理教授,專任教師平均每週授課時數-講師,專任教師平均每週授課時數-其他教師
108,私立,技專校院,1283,仁德醫護管理專科學校,09111020,口腔衛生學科,0,0,9,16.25,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09131011,護理科,0,0,12.40,22.32,37.64
108,私立,技專校院,1283,仁德醫護管理專科學校,09141013,視光學科,0,0,15,23.33,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09141014,醫事檢驗科,0,0,13.75,14.25,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09159001,復健(技術)科,0,0,14,14.29,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09159001,復健(技術)科-物理治療組,0,0,10.67,42,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09159001,復健(技術)科-職能治療組,0,0,12,48.40,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09161021,生技製藥經營管理科,0,0,11.50,15,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09171010,調理保健技術科,0,0,11.50,15.33,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09191008,職業安全衛生科,13,0,10,13.50,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09211016,高齡健康促進科,0,0,14,12.67,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09221017,幼兒保育科,0,0,11,14.80,0
108,私立,技專校院,1283,仁德醫護管理專科學校,09299004,生命關懷事業科,0,12,12,20.40,0
108,私立,技專校院,1283,仁德醫護管理專科學校,10131018,餐旅管理科,0,0,12.33,12.20,0
108,私立,技專校院,1283,仁德醫護管理專科學校,10199019,健康美容觀光科,0,0,12.33,14.33,0
108,私立,技專校院,1283,仁德醫護管理專科學校,99999Z03,軍訓教官,0,0,0,0,2.67
108,私立,技專校院,1284,樹人醫護管理專科學校,02311002,應用英語科,0,0,10.67,12.50,0
108,私立,技專校院,1284,樹人醫護管理專科學校,02311003,應用日語科,0,0,10,12.83,0
108,私立,技專校院,1284,樹人醫護管理專科學校,06131004,資訊管理科,0,0,8.50,12.33,0
108,私立,技專校院,1284,樹人醫護管理專科學校,09111013,牙體技術科,0,0,10.20,14.67,0
108,私立,技專校院,1284,樹人醫護管理專科學校,09111016,口腔衛生學科,0,0,9,14.33,0
108,私立,技專校院,1284,樹人醫護管理專科學校,09131009,護理科,0,12,9.57,14.84,11.72
108,私立,技專校院,1284,樹人醫護管理專科學校,09141010,視光學科,4,0,10.25,12.33,0
108,私立,技專校院,1284,樹人醫護管理專科學校,09141012,醫學影像暨放射技術科,0,14,10.60,12.80,0
108,私立,技專校院,1284,樹人醫護管理專科學校,09151005,物理治療科,0,0,10.40,11.91,0
108,私立,技專校院,1284,樹人醫護管理專科學校,09152006,職能治療科,0,0,11,12,0
108,私立,技專校院,1284,樹人醫護管理專科學校,09221014,幼兒保育科,0,0,10.33,11.50,0
108,私立,技專校院,1284,樹人醫護管理專科學校,10121015,美容保健科,0,0,10.80,12.75,0
108,私立,技專校院,1284,樹人醫護管理專科學校,99999Z01,通識(教育)中心,0,10,14,10.67,0
108,私立,技專校院,1284,樹人醫護管理專科學校,99999Z03,軍訓教官,0,0,0,0,4.73
108,私立,技專校院,1285,慈惠醫護管理專科學校,02112002,數位媒體創意設計科,0,0,7.67,12,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,09131006,護理科,0,0,11.22,14.73,2
108,私立,技專校院,1285,慈惠醫護管理專科學校,09131012,護理助產科,0,0,9,14.33,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,09151004,物理治療科,0,0,10.60,14.39,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,09221007,幼兒保育科,0,0,10.50,13,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,10121011,美容造型設計科,0,0,11.50,13,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,10131008,餐飲管理科,0,0,6,13.70,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,10151009,觀光事業科,0,3,8,14,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,10152010,休閒事業管理科,0,4,9,12,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,99999Z01,通識教育中心,0,0,8.10,0,3.30
108,私立,技專校院,1286,耕莘健康管理專科學校,02112001,數位媒體設計科,0,3.40,7.50,10.53,0
108,私立,技專校院,1286,耕莘健康管理專科學校,09111010,口腔衛生與健康照護科,0,0,8,12.20,0
108,私立,技專校院,1286,耕莘健康管理專科學校,09131003,護理科,0,7.14,14.14,30.83,39.98
108,私立,技專校院,1286,耕莘健康管理專科學校,09221004,嬰幼兒保育科,0,0,4.30,16.52,0
108,私立,技專校院,1286,耕莘健康管理專科學校,10121008,化妝品應用與管理科,0,7.75,13.11,17.26,0
108,私立,技專校院,1286,耕莘健康管理專科學校,10131006,健康餐旅科,0,18.10,14.49,20.29,0
108,私立,技專校院,1286,耕莘健康管理專科學校,99999Z01,共同科目,0,10,10,10.80,3.50
108,私立,技專校院,1287,敏惠醫護管理專科學校,09111002,牙體技術科,0,0,10,16.59,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,09131001,護理科,0,4,10.50,24.63,49.41
108,私立,技專校院,1287,敏惠醫護管理專科學校,09199005,長期照顧與健康促進管理科,0,0,7.90,14.63,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,09221003,幼兒保育科,0,9.53,15.67,19.90,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,10121004,美容保健科,0,12,11.50,15.94,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,99999Z01,通識教育中心,8,0,0,13.70,6.40
108,私立,技專校院,1289,育英醫護管理專科學校,09131001,護理科,0,0,11,11.55,15
108,私立,技專校院,1289,育英醫護管理專科學校,09211002,老人服務事業管理科,0,0,9.25,12,0
108,私立,技專校院,1289,育英醫護管理專科學校,10121003,化妝品應用與管理科,0,5,11.50,11.43,0
108,私立,技專校院,1289,育英醫護管理專科學校,99999Z01,通識中心,0,0,0,0,4
108,私立,技專校院,1291,聖母醫護管理專科學校,06131004,資訊管理科,0,8.50,0,13.67,0
108,私立,技專校院,1291,聖母醫護管理專科學校,09131006,護理科,0,12,10.40,12.81,0
108,私立,技專校院,1291,聖母醫護管理專科學校,09221002,幼兒保育科,0,0,9,12.33,0
108,私立,技專校院,1291,聖母醫護管理專科學校,10121001,化妝品應用與管理科,0,5.33,8,12,0
108,私立,技專校院,1291,聖母醫護管理專科學校,10131005,餐旅管理科,0,0,7,11.50,0
108,私立,技專校院,1291,聖母醫護管理專科學校,10152003,健康與休閒管理科,0,0,0,11.50,0
108,私立,技專校院,1291,聖母醫護管理專科學校,99999Z01,通識教育中心,0,8.50,11.25,11.56,2.67
108,私立,技專校院,1292,新生醫護管理專科學校,02311002,應用英語科,0,0,16.10,12.07,0
108,私立,技專校院,1292,新生醫護管理專科學校,02311003,應用日語科,0,14,10,17.50,0
108,私立,技專校院,1292,新生醫護管理專科學校,04132005,行銷與流通科,0,0,13.50,15.67,0
108,私立,技專校院,1292,新生醫護管理專科學校,04133006,醫藥保健商務科,0,0,11.38,12.70,0
108,私立,技專校院,1292,新生醫護管理專科學校,04141004,國際商務科,0,0,20,14.75,0
108,私立,技專校院,1292,新生醫護管理專科學校,09111010,口腔衛生學科,0,0,17.50,10.40,0
108,私立,技專校院,1292,新生醫護管理專科學校,09131007,護理科,0,4.50,11.46,12.30,7.52
108,私立,技專校院,1292,新生醫護管理專科學校,09141009,視光學科,0,0,13.33,17.73,0
108,私立,技專校院,1292,新生醫護管理專科學校,09211008,長期照護科,0,15,7,21.20,0
108,私立,技專校院,1292,新生醫護管理專科學校,09221011,幼兒保育科,0,0,13.23,14.83,0
108,私立,技專校院,1292,新生醫護管理專科學校,10121013,美容造型科,0,0,15.50,18.14,0
108,私立,技專校院,1292,新生醫護管理專科學校,10152012,健康休閒管理科,0,0,15.40,17.50,0
108,私立,技專校院,1292,新生醫護管理專科學校,99999Z01,通識教育發展中心,12,0,10,8.67,2.60
108,私立,技專校院,1293,崇仁醫護管理專科學校,04191001,應用外語科,0,0,11,13.45,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,09131002,護理科,8,10.67,11.78,13.01,15.60
108,私立,技專校院,1293,崇仁醫護管理專科學校,09211003,老人服務事業管理科,0,0,12,14.25,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,10121005,美容保健科,0,8.70,0,14.86,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,10131004,餐飲管理科,0,0,10.50,14.83,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,99999Z01,通識教育中心,0,0,0,11,2.33
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,02211001,基督教神學研究所,0,8.33,6.83,0,0
108,私立,宗教研修學院,1R03,臺北基督學院,-,基督教博雅核心課程中心,0,0,4,0,0
108,私立,宗教研修學院,1R03,臺北基督學院,02299001,基督教博雅學系,0,0,8.40,9.50,0
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,02211001,一貫道學系,3,5.33,6.20,10,0
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,02211001,基督教研究所,7.50,6.33,5.50,0,0
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,02211002,神學研究所,11,5,8.25,0,0
108,私立,宗教研修學院,1R06,一貫道崇德學院,02211001,一貫道研究所,7,9.33,8,0,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,02211001,神學研究所,3,0,6,0,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,02211002,基督教研究所,0,7.50,11,0,0
108,公立,一般大學,3002,臺北市立大學,-,師資培育及職涯發展中心,13,11,11.88,0,0
108,公立,一般大學,3002,臺北市立大學,-,通識教育中心,15.50,12,10,0,0
108,公立,一般大學,3002,臺北市立大學,-,體育室,0,0,0,0,4
108,公立,一般大學,3002,臺北市立大學,01111001,教育學系,10.57,10.93,11.20,0,0
108,公立,一般大學,3002,臺北市立大學,01113029,特殊教育學系,13.77,12.43,12.18,12,0
108,公立,一般大學,3002,臺北市立大學,01114035,教育行政與評鑑研究所,13.20,18,17.50,0,0
108,公立,一般大學,3002,臺北市立大學,01116036,學習與媒材設計學系,11.88,13.63,0,0,0
108,公立,一般大學,3002,臺北市立大學,01121027,幼兒教育學系,12.25,12.51,12.17,10,0
108,公立,一般大學,3002,臺北市立大學,01131017,英語教學系,9.25,9.17,10,12,0
108,公立,一般大學,3002,臺北市立大學,01141025,體育學系,14.88,15,12.25,10.50,0
108,公立,一般大學,3002,臺北市立大學,01141026,運動教育研究所,13.67,14.75,13.89,0,0
108,公立,一般大學,3002,臺北市立大學,02111040,視覺藝術學系,13.60,14.50,9.33,0,0
108,公立,一般大學,3002,臺北市立大學,02151037,音樂學系,11.54,11.87,13,13,0
108,公立,一般大學,3002,臺北市立大學,02152039,舞蹈學系,13,10,14.17,15,0
108,公立,一般大學,3002,臺北市立大學,02221019,歷史與地理學系,12.03,14.12,14.40,0,0
108,公立,一般大學,3002,臺北市立大學,02322043,中國語文學系,13.29,12.56,13.10,0,0
108,公立,一般大學,3002,臺北市立大學,02323007,華語文教學碩士學位學程,0,0,12,0,0
108,公立,一般大學,3002,臺北市立大學,03131055,心理與諮商學系,10,11.20,10.25,0,0
108,公立,一般大學,3002,臺北市立大學,04134056,社會暨公共事務學系,17.73,13.33,13,0,0
108,公立,一般大學,3002,臺北市立大學,04199045,都會產業經營與行銷學系,9.20,9.83,10.17,0,0
108,公立,一般大學,3002,臺北市立大學,05211023,地球環境暨生物資源學系,9.45,14.38,11.43,0,0
108,公立,一般大學,3002,臺北市立大學,05399011,應用物理暨化學系,10.80,12.40,12.50,0,0
108,公立,一般大學,3002,臺北市立大學,05411012,數學系,13.50,12.48,11.60,0,0
108,公立,一般大學,3002,臺北市立大學,06131016,資訊科學系,12.88,16.08,14.50,0,0
108,公立,一般大學,3002,臺北市立大學,07313058,城市發展學系,12,10.25,10.50,0,0
108,公立,一般大學,3002,臺北市立大學,09191059,衛生福利學系,0,10,10,0,0
108,公立,一般大學,3002,臺北市立大學,10141046,運動藝術學系,13,13,12,0,0
108,公立,一般大學,3002,臺北市立大學,10141053,運動科學研究所,9,13,0,0,0
108,公立,一般大學,3002,臺北市立大學,10141054,競技運動訓練研究所,11,16,11,0,0
108,公立,一般大學,3002,臺北市立大學,10141060,球類運動學系,10.63,11.50,11.67,0,0
108,公立,一般大學,3002,臺北市立大學,10141062,陸上運動學系,11,12,13.33,13,0
108,公立,一般大學,3002,臺北市立大學,10141063,水上運動學系,13.33,12,13.50,15,0
108,公立,一般大學,3002,臺北市立大學,10141064,技擊運動學系,13,14,13,10,0
108,公立,一般大學,3002,臺北市立大學,10142051,運動器材科技研究所,10.63,7.50,10,0,0
108,公立,一般大學,3002,臺北市立大學,10142052,運動健康科學系,8.80,13,14,0,0
108,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,12.08,14,8.63,0,0
109,公立,一般大學,0001,國立政治大學,,外文中心,6,3,7.50,15.46,0
109,公立,一般大學,0001,國立政治大學,,法學院,7.25,8.50,7.83,0,0
109,公立,一般大學,0001,國立政治大學,,社會科學學院,0,6,0,0,0
109,公立,一般大學,0001,國立政治大學,,師資培育中心,6,0,0,0,0
109,公立,一般大學,0001,國立政治大學,,商學院,0,0,0,18,0
109,公立,一般大學,0001,國立政治大學,,國際事務學院,7.70,6.86,6,0,0
109,公立,一般大學,0001,國立政治大學,,教育學院,6,6,2,0,0
109,公立,一般大學,0001,國立政治大學,,創新國際學院,0,0,4.50,0,0
109,公立,一般大學,0001,國立政治大學,,傳播學院,7.60,6.50,6.19,0,0
109,公立,一般大學,0001,國立政治大學,,學生安全輔導中心,0,0,0,0,6
109,公立,一般大學,0001,國立政治大學,,體育室,10,9.60,9.33,13.20,0
109,公立,一般大學,0001,國立政治大學,01111001,教育學系,7.50,9.50,7,0,0
109,公立,一般大學,0001,國立政治大學,01114005,教育行政與政策研究所,8.20,0,0,0,0
109,公立,一般大學,0001,國立政治大學,01121004,幼兒教育研究所,4,6,5,0,0
109,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,6,6,6,0,0
109,公立,一般大學,0001,國立政治大學,02221020,歷史學系,6.29,6.50,5.67,0,0
109,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,7,7.38,6,0,0
109,公立,一般大學,0001,國立政治大學,02222031,民族學系,6,8.33,6,0,0
109,公立,一般大學,0001,國立政治大學,02231022,哲學系,6.75,6,6,0,0
109,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,7.14,7.05,6.10,9,0
109,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,7,6.06,6.33,0,0
109,公立,一般大學,0001,國立政治大學,02311012,阿拉伯語文學系,0,6.33,7.50,14,0
109,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,0,6.40,9.75,0,0
109,公立,一般大學,0001,國立政治大學,02311015,土耳其語文學系,0,6.33,7,13,0
109,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,5.10,5.74,13,0,0
109,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,9.50,7.87,8.75,12.67,0
109,公立,一般大學,0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,0,0,9.50,0,0
109,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,6,5.60,6,0,0
109,公立,一般大學,0001,國立政治大學,02322008,中國文學系,6.73,7,9.16,6,0
109,公立,一般大學,0001,國立政治大學,02323002,華語文教學碩士學位學程,0,8,7,0,0
109,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,6,5,5,0,0
109,公立,一般大學,0001,國立政治大學,03111024,經濟學系,7,7.57,5.40,0,0
109,公立,一般大學,0001,國立政治大學,03121026,政治學系,8.07,6.56,6,0,0
109,公立,一般大學,0001,國立政治大學,03122045,外交學系,7,8,6,0,0
109,公立,一般大學,0001,國立政治大學,03131032,心理學系,6.98,5.88,6,0,0
109,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,0,6,0,0,0
109,公立,一般大學,0001,國立政治大學,03141030,社會學系,5.67,6.29,6,0,0
109,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,3,0,0,0,0
109,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,6,6.50,0,0,0
109,公立,一般大學,0001,國立政治大學,03143043,地政學系,8.95,10.63,6.13,0,0
109,公立,一般大學,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,0,0,7,0,0
109,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,4.50,6.33,6,0,0
109,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,7,7,0,0,0
109,公立,一般大學,0001,國立政治大學,03213052,廣播電視學系,5.67,8,0,0,0
109,公立,一般大學,0001,國立政治大學,03214051,新聞學系,6.64,6,0,0,0
109,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,6.83,9,7.83,0,0
109,公立,一般大學,0001,國立政治大學,04111059,會計學系,7.52,7.50,6,0,0
109,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,6.29,7.33,0,0,0
109,公立,一般大學,0001,國立政治大學,04121068,金融學系,6.50,5.25,0,0,0
109,公立,一般大學,0001,國立政治大學,04122070,財政學系,6.60,6.25,6,0,0
109,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,7.53,4.50,4,11,0
109,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,9.20,8.22,6.09,0,0
109,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,5,0,0,0,0
109,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,9.58,6.50,5.50,0,0
109,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,8.71,7.68,5.67,0,0
109,公立,一般大學,0001,國立政治大學,04143055,廣告學系,6,6,0,0,0
109,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,8.86,7.79,5.50,0,0
109,公立,一般大學,0001,國立政治大學,04211073,法律學系,7.84,9.27,0,0,0
109,公立,一般大學,0001,國立政治大學,04211074,法律科際整合研究所,6,5.50,0,0,0
109,公立,一般大學,0001,國立政治大學,05199083,神經科學研究所,7.90,4.85,7.28,0,0
109,公立,一般大學,0001,國立政治大學,05331077,應用物理研究所,6,5,0,0,0
109,公立,一般大學,0001,國立政治大學,05331089,電子物理學士學位學程,0,0,6,0,0
109,公立,一般大學,0001,國立政治大學,05411078,應用數學系,5.67,7.40,6,0,0
109,公立,一般大學,0001,國立政治大學,05421079,統計學系,7,8.67,6,0,0
109,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,7.62,7.47,5,0,0
109,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,8.50,9.25,8.91,0,0
109,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,3,6,6,0,0
109,公立,一般大學,0002,國立清華大學,,軍訓室,0,0,0,0,2.67
109,公立,一般大學,0002,國立清華大學,,師資培育中心,4.80,6.75,8.17,0,0
109,公立,一般大學,0002,國立清華大學,,通識教育中心,5.46,7.78,9.44,0,0
109,公立,一般大學,0002,國立清華大學,,華語中心,3,0,0,13.67,0
109,公立,一般大學,0002,國立清華大學,,語文中心,0,0,12,12.50,0
109,公立,一般大學,0002,國立清華大學,,體育室,10,14.75,16.33,17,0
109,公立,一般大學,0002,國立清華大學,01111112,竹師教育學院學士班,0,0,6,0,0
109,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,6.25,6.29,5,0,0
109,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,8.50,8.14,8.50,0,0
109,公立,一般大學,0002,國立清華大學,01131084,教育與學習科技學系,8.44,9.21,0,0,0
109,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,9,6,7,0,0
109,公立,一般大學,0002,國立清華大學,01131105,英語教學系,0,7.25,0,0,0
109,公立,一般大學,0002,國立清華大學,01141127,運動科學系,10.36,17,8.50,0,0
109,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,8,11.40,7.67,0,0
109,公立,一般大學,0002,國立清華大學,02151096,音樂學系,10,14.13,9,0,0
109,公立,一般大學,0002,國立清華大學,02191113,藝術學院學士班,5,0,9,0,0
109,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,4.63,5.67,9,0,0
109,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,0,5.14,6.50,0,0
109,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,6,7,0,0,0
109,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,6.38,6,5.50,0,0
109,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,6.67,7.88,6.67,9,0
109,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,5.25,6,6,0,0
109,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,5.67,6.25,0,0,0
109,公立,一般大學,0002,國立清華大學,02322003,中國文學系,5.67,6.33,0,0,0
109,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,3,5.25,5,0,0
109,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,5.40,6.50,6,0,0
109,公立,一般大學,0002,國立清華大學,03111011,經濟學系,7.63,6.13,5,0,0
109,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,8.82,8.85,7.70,0,0
109,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,0,5.40,7,0,0
109,公立,一般大學,0002,國立清華大學,03199111,學習科學與科技研究所,6,7,0,0,0
109,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,8.39,6,7.50,0,0
109,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,8.38,6.83,3,0,0
109,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,3.87,4.25,3,0,0
109,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,5.30,5.60,5.17,0,0
109,公立,一般大學,0002,國立清華大學,05121025,生命科學系,3.61,0,0,0,0
109,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,1.50,5.34,5.17,0,0
109,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,5.95,6.46,6.44,0,0
109,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,4.30,6.40,5,0,0
109,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,3.38,5.29,8.33,0,0
109,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,1.71,5.50,5.50,0,0
109,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,5.88,7.52,0,0,0
109,公立,一般大學,0002,國立清華大學,05311037,化學系,4.78,4.83,5,0,0
109,公立,一般大學,0002,國立清華大學,05331038,物理學系,4.97,5.43,5,0,0
109,公立,一般大學,0002,國立清華大學,05332039,天文研究所,4.80,0,2.67,0,0
109,公立,一般大學,0002,國立清華大學,05399121,分析與環境科學研究所,5.25,0,3,0,0
109,公立,一般大學,0002,國立清華大學,05411043,數學系,4.81,5.80,3,0,0
109,公立,一般大學,0002,國立清華大學,05411115,計算與建模科學研究所,4,6,0,0,0
109,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,5.67,3.50,0,0,0
109,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,3.80,5.59,3,0,0
109,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,4.50,3.50,7.25,0,0
109,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,3.61,6,4.50,0,0
109,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,4.50,8,6,0,0
109,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,3.89,4.24,3,0,0
109,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,4.66,4.50,3.40,0,0
109,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,5.16,7.50,4,0,0
109,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,4.21,5.25,4.67,0,0
109,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,3,4.67,5.50,0,0
109,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,7.07,5.70,5.67,0,0
109,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,3.93,0,0,0,0
109,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,0,0,4.50,0,0
109,公立,一般大學,0003,國立臺灣大學,,共同教育中心,9.80,13.08,10.52,12.28,0
109,公立,一般大學,0003,國立臺灣大學,,凝態科學研究中心,1,0,0,0,0
109,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,0,8,9.33,0,0
109,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,4,5.31,0,0,0
109,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,8.92,7,0,12.32,0
109,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,6,6,6,0,0
109,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,6.08,6.43,7,0,0
109,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,7,7.33,6.88,0,0
109,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,6,5.83,6.46,0,0
109,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,6.96,8.26,8.60,12.80,0
109,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,10,9.60,11,9,0
109,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,0,0,12.75,0,0
109,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,3,7.67,9,0,0
109,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,6.81,7.53,8.33,0,0
109,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,3.25,8.47,6.81,0,0
109,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,4.54,4.10,3.20,0,0
109,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,5.27,5.25,4.17,0,0
109,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,7.07,7.60,4.37,0,0
109,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,4.80,5.57,0,0,0
109,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,4.84,4.89,2.56,0,0
109,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,5,5.57,4.50,0,0
109,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,5.13,4,6,0,0
109,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,7,8.80,9.50,0,0
109,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,4.82,5.20,5,0,0
109,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,5.57,6.30,6,0,0
109,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,6.49,0,0,0,0
109,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,0,9,6,0,0
109,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,5.25,4.83,7.25,0,0
109,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,5.38,6.11,6,0,0
109,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,3.50,4.82,4,0,0
109,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,5.24,5.58,5.08,0,0
109,公立,一般大學,0003,國立臺灣大學,04212036,科際整合法律學研究所,4.54,0,0,0,0
109,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,6.41,5.43,5.55,7.22,0
109,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,5.33,3.77,2.70,0,0
109,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,3.72,2.95,5.07,0,0
