學年度,設立別,學校類別,學校統計處代碼,學校名稱,學校「自籌」補助學生相關助學措施之金額-生活助學金,學校「自籌」補助學生相關助學措施之金額-緊急紓困助學金,學校「自籌」補助學生相關助學措施之金額-住宿優惠,學校「自籌」補助學生相關助學措施之金額-工讀助學金,學校「自籌」補助學生相關助學措施之金額-研究生獎助學金
109,公立,一般大學,0049,國立臺灣體育運動大學,2484000,53000,222000,4412208,1691080
109,公立,技專校院,0050,國立臺中科技大學,240000,312000,683700,22313120,2080000
109,公立,技專校院,0051,國立臺北商業大學,7010000,440000,290400,0,135000
109,公立,一般大學,0052,國立屏東大學,456000,500000,552920,11168255,384648
109,公立,技專校院,0053,國立高雄科技大學,14268000,1600000,2383755,23228330,9185353
109,公立,技專校院,0144,國立臺灣戲曲學院,166850,0,311520,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,72000,71000,691200,1095860,0
109,公立,技專校院,0222,國立臺東專科學校,48000,0,63000,344646,0
109,私立,一般大學,1001,東海大學,6811500,740000,1974840,40821145,1215681
109,私立,一般大學,1002,輔仁大學,4097000,18898765,410250,62609906,9465445
109,私立,一般大學,1003,東吳大學,8500,3078466,629850,47061371,7447800
109,私立,一般大學,1004,中原大學,1105000,2165000,545500,29681884,33791942
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,239400,1513250,1550850,34314011,15403949
109,私立,一般大學,1006,中國文化大學,1896000,1668160,3450600,13011636,4074966
109,私立,一般大學,1007,逢甲大學,1837500,7765700,1833500,22114914,3973069
109,私立,一般大學,1008,靜宜大學,989000,210000,1053000,24340036,6477391
109,私立,一般大學,1009,長庚大學,4711500,160000,731550,15922972,26363838
109,私立,一般大學,1010,元智大學,0,11202987,782200,12146914,42804912
109,私立,一般大學,1011,中華大學學校財團法人中華大學,0,140000,638400,6577291,1406407
109,私立,一般大學,1012,大葉大學,1793806,594250,1532446,5185051,8323602
109,私立,一般大學,1013,華梵大學,150000,2500,267051,1314000,0
109,私立,一般大學,1014,義守大學,61000,380000,1937800,17178286,6960101
109,私立,一般大學,1015,世新大學,7532000,9655244,1460000,7578371,13823992
109,私立,一般大學,1016,銘傳大學,452000,666700,1000000,25835913,4529600
109,私立,一般大學,1017,實踐大學,986000,737000,698700,26241105,943000
109,私立,技專校院,1018,朝陽科技大學,126396,200000,954000,32160746,9000000
109,私立,一般大學,1019,高雄醫學大學,1850000,335000,555000,9974225,1160500
109,私立,一般大學,1020,南華大學,6583342,210000,1237700,5588995,0
109,私立,一般大學,1021,真理大學,0,116000,429000,2654762,132400
109,私立,一般大學,1022,大同大學,1192952,179000,200000,8470913,1532419
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2590,770000,1009500,27803910,43057500
109,私立,技專校院,1024,崑山科技大學,465392,75000,1378500,2858564,1904000
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,179426,480000,3657600,12633153,0
109,私立,技專校院,1026,樹德科技大學,0,618990,1005000,17859528,5854243
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,0,382729,278800,6444067,14838536
109,私立,一般大學,1028,臺北醫學大學,3053000,310000,363000,10186365,31119364
109,私立,一般大學,1029,中山醫學大學,1452000,414800,751500,9021093,4195400
109,私立,技專校院,1030,龍華科技大學,0,606000,0,0,0
109,私立,技專校院,1031,輔英科技大學,4633220,398220,1914000,6226491,450000
109,私立,技專校院,1032,明新學校財團法人明新科技大學,709598,400000,190050,4285196,498000
109,私立,一般大學,1033,長榮大學,2881500,302500,1806677,7631378,598593
109,私立,技專校院,1034,弘光科技大學,2000000,1565000,862750,15341832,3128670
109,私立,一般大學,1035,中國醫藥大學,1563000,190000,378400,5079344,3262077
109,私立,技專校院,1036,健行學校財團法人健行科技大學,576000,355000,756000,18737756,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,3139250,524000,1475000,25142019,2262314
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,8519801,230000,518500,1399587,2020000
109,私立,一般大學,1039,玄奘大學,673804,115000,775000,2363477,840
109,私立,技專校院,1040,建國科技大學,908041,10000,243600,8413770,40000
109,私立,技專校院,1041,明志科技大學,0,23204,38000,9313892,19175274
109,私立,技專校院,1042,高苑科技大學,1364000,135000,230230,393730,650644
109,私立,技專校院,1043,大仁科技大學,0,243165,305000,234000,0
109,私立,技專校院,1044,聖約翰科技大學,1049969,40000,315000,0,184088
109,私立,技專校院,1045,嶺東科技大學,24014,470000,1140000,4009937,2940000
109,私立,技專校院,1046,中國科技大學,54000,26000,276500,9557409,172360
109,私立,技專校院,1047,中臺科技大學,0,409000,87600,10326438,409600
109,私立,一般大學,1048,亞洲大學,0,346000,1061667,22878487,6422702
109,私立,一般大學,1049,開南大學,2582800,430000,678000,4009409,510000
109,私立,一般大學,1050,佛光大學,23669186,403372,48000,6330750,5744636
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,489000,296000,1035806,24269760,28000
109,私立,技專校院,1052,遠東科技大學,513,67000,127500,69440,8832826
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1394248,80000,772567,4402825,0
109,私立,技專校院,1054,景文科技大學,579612,261000,47550,6429644,60000
109,私立,技專校院,1055,中華醫事科技大學,0,1040000,1292000,9003205,0
109,私立,技專校院,1056,東南科技大學,226102,219000,441375,610162,560000
109,私立,技專校院,1057,德明財經科技大學,0,220000,148700,19655979,120000
109,私立,一般大學,1058,明道學校財團法人明道大學,0,25200,240654,240000,0
109,私立,技專校院,1060,南開科技大學,145160,345900,80500,2922826,7500
109,私立,技專校院,1061,中華學校財團法人中華科技大學,0,120000,257800,394635,63071
109,私立,技專校院,1062,僑光科技大學,179187,0,317400,6854483,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,59081,60000,364800,432298,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,50262,15000,493000,1010867,60000
109,私立,技專校院,1065,吳鳳科技大學,820009,122000,700000,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,718556,125000,670000,0,42000
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,2000,36000,84500,38250,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,86850,169000,27600,608744,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,81587,18000,503090,3218042,430000
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,402000,230000,1172880,13922027,45000
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,0,243000,541500,8393111,210000
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,18000,57000,15000,205072,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,36000,374000,210000,2375087,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,387073,505000,540000,12328150,3817904
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,17793,214000,5237000,2090532,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,144000,110288,188500,7422163,1048000
109,私立,技專校院,1078,致理學校財團法人致理科技大學,349461,861300,514028,9914405,80000
109,私立,一般大學,1079,康寧學校財團法人康寧大學,1186000,40000,1114900,1378113,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,0,270000,195000,3648867,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,448388,80000,267500,1021238,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,1029000,0,0,518820,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,25739,228000,516000,4332790,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,26000,0,36000,0,11000
109,私立,技專校院,1148,大漢技術學院,228065,8000,0,298935,84000
109,私立,技專校院,1159,和春技術學院,0,0,10000,72000,0
109,私立,技專校院,1166,亞東技術學院,757654,100000,45000,6580076,320000
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,937648,133000,400400,0,13000
109,私立,技專校院,1182,蘭陽技術學院,353,0,172300,398572,0
109,私立,技專校院,1183,黎明技術學院,186000,73000,190000,3623220,0
109,私立,技專校院,1185,經國管理暨健康學院,1821853,185000,328000,1369366,275000
109,私立,技專校院,1188,大同技術學院,18000,17000,0,69845,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,114000,27000,188760,602552,600773
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,24000,68250,15000,1372827,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2034287,723000,2939763,717802,0
109,私立,技專校院,1283,仁德醫護管理專科學校,851678,202000,1723000,3718981,0
109,私立,技專校院,1284,樹人醫護管理專科學校,7834067,623000,224000,2146392,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,432000,129000,1651000,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,2202184,278000,2635100,63000,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,606769,293000,453200,2744788,0
109,私立,技專校院,1289,育英醫護管理專科學校,504681,250000,140800,1379488,0
109,私立,技專校院,1291,聖母醫護管理專科學校,1390173,274000,885300,53120,0
109,私立,技專校院,1292,新生醫護管理專科學校,346483,244059,1930500,1062160,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,495619,389000,984333,9029,0
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,0,0,147000,0,643100
109,私立,宗教研修學院,1R03,臺北基督學院,0,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,144000,0,0,0,0
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,0,0,16200,155207,0
109,私立,宗教研修學院,1R06,一貫道崇德學院,0,0,0,0,883026
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,8000,0,0,0,890685
109,私立,宗教研修學院,1R08,中華福音神學研究學院,0,0,0,0,0
109,私立,宗教研修學院,1R09,唯心聖教學院,0,0,0,0,0
109,公立,一般大學,3002,臺北市立大學,5283200,217000,557500,1320652,0
