,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,總計,男,女
,104,私立,一般大學,1005,淡江大學,220318,西班牙語文學系,學士班(日間),16,3,13
,104,私立,一般大學,1005,淡江大學,220320,日本語文學系,學士班(日間),12,5,7
,104,私立,一般大學,1005,淡江大學,220323,俄國語文學系,學士班(日間),3,1,2
,104,私立,一般大學,1005,淡江大學,220342,英美語言文化學系全英語學士班,學士班(日間),2,0,2
,104,私立,一般大學,1005,淡江大學,310101,經濟學系,學士班(日間),36,17,19
,104,私立,一般大學,1005,淡江大學,310104,產業經濟學系,學士班(日間),14,9,5
,104,私立,一般大學,1005,淡江大學,310202,全球政治經濟學系全英語學士班,學士班(日間),1,0,1
,104,私立,一般大學,1005,淡江大學,310801,公共行政學系,學士班(日間),4,1,3
,104,私立,一般大學,1005,淡江大學,320101,大眾傳播學系,學士班(日間),18,2,16
,104,私立,一般大學,1005,淡江大學,320101,大眾傳播學系,碩士班(日間),7,1,6
,104,私立,一般大學,1005,淡江大學,320105,資訊傳播學系,學士班(日間),3,0,3
,104,私立,一般大學,1005,淡江大學,320601,資訊與圖書館學系,學士班(日間),12,2,10
,104,私立,一般大學,1005,淡江大學,340201,會計學系,學士班(日間),12,4,8
,104,私立,一般大學,1005,淡江大學,340301,企業管理學系,學士班(日間),28,13,15
,104,私立,一般大學,1005,淡江大學,340301,企業管理學系,碩士班(日間),2,2,0
,104,私立,一般大學,1005,淡江大學,340306,管理科學學系,學士班(日間),7,4,3
,104,私立,一般大學,1005,淡江大學,340307,國際企業學系經貿管理組,學士班(日間),8,3,5
,104,私立,一般大學,1005,淡江大學,340307,國際企業學系,學士班(日間),20,6,14
,104,私立,一般大學,1005,淡江大學,340307,國際企業學系,碩士班(日間),2,0,2
,104,私立,一般大學,1005,淡江大學,340501,財務金融學系,學士班(日間),59,23,36
,104,私立,一般大學,1005,淡江大學,340501,財務金融學系,碩士班(日間),7,6,1
,104,私立,一般大學,1005,淡江大學,340604,保險學系,學士班(日間),10,5,5
,104,私立,一般大學,1005,淡江大學,440101,化學學系化學與生物化學組,學士班(日間),5,3,2
,104,私立,一般大學,1005,淡江大學,440101,化學學系材料化學組,學士班(日間),5,2,3
,104,私立,一般大學,1005,淡江大學,440301,物理學系光電物理組,學士班(日間),3,2,1
,104,私立,一般大學,1005,淡江大學,440301,物理學系應用物理組,學士班(日間),4,4,0
,104,私立,一般大學,1005,淡江大學,440301,物理學系,碩士班(日間),1,1,0
,104,私立,一般大學,1005,淡江大學,460101,數學學系資料科學與數理統計組,學士班(日間),4,2,2
,104,私立,一般大學,1005,淡江大學,460101,數學學系數學組,學士班(日間),3,1,2
,104,私立,一般大學,1005,淡江大學,460201,統計學系,學士班(日間),10,1,9
,104,私立,一般大學,1005,淡江大學,480109,資訊管理學系,學士班(日間),11,5,6
,104,私立,一般大學,1005,淡江大學,480310,資訊創新與科技學系軟體工程全英語組,學士班(日間),3,2,1
,104,私立,一般大學,1005,淡江大學,480310,資訊創新與科技學系應用資訊全英語組,學士班(日間),4,3,1
,104,私立,一般大學,1005,淡江大學,520114,資訊工程學系,學士班(日間),14,13,1
,104,私立,一般大學,1005,淡江大學,520114,資訊工程學系,碩士班(日間),1,1,0
,104,私立,一般大學,1005,淡江大學,520226,機械與機電工程學系光機電整合組,學士班(日間),11,11,0
,104,私立,一般大學,1005,淡江大學,520226,機械與機電工程學系精密機械組,學士班(日間),8,7,1
,104,私立,一般大學,1005,淡江大學,520301,土木工程學系工程設施組,學士班(日間),12,12,0
,104,私立,一般大學,1005,淡江大學,520301,土木工程學系營建企業組,學士班(日間),10,9,1
,104,私立,一般大學,1005,淡江大學,520403,化學工程與材料工程學系,學士班(日間),5,3,2
,104,私立,一般大學,1005,淡江大學,520907,水資源及環境工程學系水資源工程組,學士班(日間),5,0,5
,104,私立,一般大學,1005,淡江大學,520907,水資源及環境工程學系環境工程組,學士班(日間),9,6,3
,104,私立,一般大學,1005,淡江大學,520907,水資源及環境工程學系,碩士班(日間),1,0,1
,104,私立,一般大學,1005,淡江大學,580101,建築學系,學士班(日間),18,11,7
,104,私立,一般大學,1005,淡江大學,580101,建築學系,碩士班(日間),4,3,1
,104,私立,一般大學,1005,淡江大學,810233,國際觀光管理學系全英語學士班,學士班(日間),6,1,5
,104,私立,一般大學,1005,淡江大學,840101,運輸管理學系,學士班(日間),3,1,2
,104,私立,一般大學,1006,中國文化大學,140101,教育學系,學士班(日間),2,0,2
,104,私立,一般大學,1006,中國文化大學,140315,體育學系,學士班(日間),1,1,0
,104,私立,一般大學,1006,中國文化大學,140315,體育學系運動教練碩士班,碩士班(日間),1,1,0
,104,私立,一般大學,1006,中國文化大學,140315,體育學系運動教練博士班,博士班,2,1,1
,104,私立,一般大學,1006,中國文化大學,210101,美術學系,學士班(日間),13,4,9
,104,私立,一般大學,1006,中國文化大學,210401,音樂學系,學士班(日間),12,3,9
,104,私立,一般大學,1006,中國文化大學,210402,中國音樂學系,學士班(日間),3,2,1
,104,私立,一般大學,1006,中國文化大學,210501,戲劇學系,學士班(日間),10,4,6
,104,私立,一般大學,1006,中國文化大學,210502,中國戲劇學系,學士班(日間),4,1,3
,104,私立,一般大學,1006,中國文化大學,220201,中國文學系中國文學組,學士班(日間),14,5,9
,104,私立,一般大學,1006,中國文化大學,220201,中國文學系文藝創作組,學士班(日間),5,1,4
,104,私立,一般大學,1006,中國文化大學,220201,中國文學系,碩士班(日間),4,1,3
,104,私立,一般大學,1006,中國文化大學,220201,中國文學系,博士班,1,0,1
,104,私立,一般大學,1006,中國文化大學,220307,英國語文學系,學士班(日間),4,0,4
,104,私立,一般大學,1006,中國文化大學,220314,法國語文學系,學士班(日間),2,0,2
,104,私立,一般大學,1006,中國文化大學,220315,德國語文學系,學士班(日間),7,0,7
,104,私立,一般大學,1006,中國文化大學,220320,日本語文學系,學士班(日間),6,1,5
,104,私立,一般大學,1006,中國文化大學,220323,俄國語文學系,學士班(日間),4,1,3
,104,私立,一般大學,1006,中國文化大學,220324,韓國語文學系,學士班(日間),4,0,4
,104,私立,一般大學,1006,中國文化大學,220901,史學系,學士班(日間),13,9,4
,104,私立,一般大學,1006,中國文化大學,220901,史學系,碩士班(日間),1,1,0
,104,私立,一般大學,1006,中國文化大學,221101,哲學系,學士班(日間),4,3,1
,104,私立,一般大學,1006,中國文化大學,310101,經濟學系,學士班(日間),4,3,1
,104,私立,一般大學,1006,中國文化大學,310201,政治學系,學士班(日間),5,4,1
,104,私立,一般大學,1006,中國文化大學,310504,心理輔導學系,學士班(日間),13,6,7
,104,私立,一般大學,1006,中國文化大學,310504,心理輔導學系,碩士班(日間),4,0,4
,104,私立,一般大學,1006,中國文化大學,310601,地理學系,學士班(日間),3,3,0
,104,私立,一般大學,1006,中國文化大學,310804,行政管理學系,學士班(日間),3,2,1
,104,私立,一般大學,1006,中國文化大學,311003,勞工關係學系人力資源組,學士班(日間),5,3,2
,104,私立,一般大學,1006,中國文化大學,311003,勞工關係學系勞資關係組,學士班(日間),3,1,2
,104,私立,一般大學,1006,中國文化大學,320101,大眾傳播學系,學士班(日間),18,6,12
,104,私立,一般大學,1006,中國文化大學,320105,資訊傳播學系,學士班(日間),4,3,1
,104,私立,一般大學,1006,中國文化大學,320201,新聞學系,學士班(日間),18,4,14
,104,私立,一般大學,1006,中國文化大學,320201,新聞學系,碩士班(日間),1,1,0
,104,私立,一般大學,1006,中國文化大學,320802,廣告學系,學士班(日間),14,5,9
,104,私立,一般大學,1006,中國文化大學,340118,全球商務學士學位學程,學士班(日間),10,3,7
,104,私立,一般大學,1006,中國文化大學,340201,會計學系,學士班(日間),11,2,9
,104,私立,一般大學,1006,中國文化大學,340201,會計學系,碩士班(日間),1,0,1
,104,私立,一般大學,1006,中國文化大學,340307,國際企業管理學系,學士班(日間),9,3,6
,104,私立,一般大學,1006,中國文化大學,340307,國際企業管理學系,碩士班(日間),3,3,0
,104,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,學士班(日間),8,2,6
,104,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,碩士班(日間),1,1,0
,104,私立,一般大學,1006,中國文化大學,340501,財務金融學系金融行銷組,學士班(日間),4,3,1
,104,私立,一般大學,1006,中國文化大學,340501,財務金融學系財務金融組,學士班(日間),12,6,6
,104,私立,一般大學,1006,中國文化大學,380101,法律學系法學組,學士班(日間),6,4,2
,104,私立,一般大學,1006,中國文化大學,380101,法律學系財經法律組,學士班(日間),6,5,1
,104,私立,一般大學,1006,中國文化大學,380101,法律學系,碩士班(日間),1,0,1
,104,私立,一般大學,1006,中國文化大學,420103,生命科學系,學士班(日間),3,2,1
,104,私立,一般大學,1006,中國文化大學,440101,化學系,學士班(日間),1,0,1
,104,私立,一般大學,1006,中國文化大學,440203,地質學系,學士班(日間),3,1,2
,104,私立,一般大學,1006,中國文化大學,440301,光電物理學系,學士班(日間),1,1,0
,104,私立,一般大學,1006,中國文化大學,440401,大氣科學系,學士班(日間),5,2,3
,104,私立,一般大學,1006,中國文化大學,460102,應用數學系,學士班(日間),4,2,2
,104,私立,一般大學,1006,中國文化大學,480109,資訊管理學系,學士班(日間),4,4,0
,104,私立,一般大學,1006,中國文化大學,520101,電機工程學系,學士班(日間),3,3,0
,104,私立,一般大學,1006,中國文化大學,520114,資訊工程學系,學士班(日間),3,3,0
,104,私立,一般大學,1006,中國文化大學,520143,光電物理學系,學士班(日間),4,3,1
,104,私立,一般大學,1006,中國文化大學,520201,機械工程學系,學士班(日間),4,4,0
,104,私立,一般大學,1006,中國文化大學,520403,化學工程與材料工程學系,學士班(日間),4,2,2
,104,私立,一般大學,1006,中國文化大學,520701,紡織工程學系,學士班(日間),2,2,0
,104,私立,一般大學,1006,中國文化大學,580108,建築及都市設計學系,學士班(日間),14,6,8
,104,私立,一般大學,1006,中國文化大學,580108,建築及都市設計學系,碩士班(日間),3,2,1
,104,私立,一般大學,1006,中國文化大學,580108,建築及都市設計學系,博士班,2,2,0
,104,私立,一般大學,1006,中國文化大學,580203,景觀學系,學士班(日間),25,8,17
,104,私立,一般大學,1006,中國文化大學,580203,景觀學系,碩士班(日間),2,0,2
,104,私立,一般大學,1006,中國文化大學,580305,市政暨環境規劃學系,學士班(日間),14,6,8
,104,私立,一般大學,1006,中國文化大學,620203,動物科學系,學士班(日間),2,0,2
,104,私立,一般大學,1006,中國文化大學,620302,園藝暨生物技術學系,學士班(日間),2,0,2
,104,私立,一般大學,1006,中國文化大學,620702,土地資源學系,學士班(日間),2,2,0
,104,私立,一般大學,1006,中國文化大學,621001,森林暨自然保育學系,學士班(日間),2,0,2
,104,私立,一般大學,1006,中國文化大學,720504,保健營養學系,學士班(日間),3,1,2
,104,私立,一般大學,1006,中國文化大學,760304,社會福利學系,學士班(日間),4,1,3
,104,私立,一般大學,1006,中國文化大學,810202,觀光事業學系,學士班(日間),10,3,7
,104,私立,一般大學,1006,中國文化大學,810313,技擊運動暨國術學系,學士班(日間),2,1,1
,104,私立,一般大學,1006,中國文化大學,810405,運動與健康促進學系,學士班(日間),3,1,2
,104,私立,一般大學,1006,中國文化大學,810602,生活應用科學系,學士班(日間),2,0,2
,104,私立,一般大學,1007,逢甲大學,220201,中國文學系,學士班(日間),6,2,4
,104,私立,一般大學,1007,逢甲大學,220301,外國語文學系,學士班(日間),4,1,3
,104,私立,一般大學,1007,逢甲大學,310101,經濟學系,學士班(日間),12,8,4
,104,私立,一般大學,1007,逢甲大學,310103,合作經濟學系,學士班(日間),2,0,2
,104,私立,一般大學,1007,逢甲大學,340101,商學博士學位學程,博士班,2,2,0
,104,私立,一般大學,1007,逢甲大學,340201,會計學系,學士班(日間),41,12,29
,104,私立,一般大學,1007,逢甲大學,340301,企業管理學系,學士班(日間),20,7,13
,104,私立,一般大學,1007,逢甲大學,340301,企業管理學系,碩士班(日間),2,1,1
,104,私立,一般大學,1007,逢甲大學,340307,國際企業管理學士學位學程(英語專班),學士班(日間),16,5,11
,104,私立,一般大學,1007,逢甲大學,340401,國際貿易學系,學士班(日間),26,7,19
,104,私立,一般大學,1007,逢甲大學,340401,國際貿易學系,碩士班(日間),1,1,0
,104,私立,一般大學,1007,逢甲大學,340501,財務金融學系,學士班(日間),67,34,33
,104,私立,一般大學,1007,逢甲大學,340501,財務金融學系,碩士班(日間),1,1,0
,104,私立,一般大學,1007,逢甲大學,340529,財務工程與精算學士學位學程,學士班(日間),23,9,14
,104,私立,一般大學,1007,逢甲大學,340601,風險管理與保險學系,學士班(日間),11,4,7
,104,私立,一般大學,1007,逢甲大學,340703,財稅學系,學士班(日間),3,0,3
,104,私立,一般大學,1007,逢甲大學,340801,行銷學系,學士班(日間),14,7,7
,104,私立,一般大學,1007,逢甲大學,340829,商學與創新雙學士學位學程,學士班(日間),4,2,2
,104,私立,一般大學,1007,逢甲大學,460102,應用數學系,學士班(日間),2,2,0
,104,私立,一般大學,1007,逢甲大學,460201,統計學系,學士班(日間),4,2,2
,104,私立,一般大學,1007,逢甲大學,520101,電機工程學系,學士班(日間),9,8,1
,104,私立,一般大學,1007,逢甲大學,520103,電子工程學系,學士班(日間),11,11,0
,104,私立,一般大學,1007,逢甲大學,520105,光電學系,學士班(日間),4,3,1
,104,私立,一般大學,1007,逢甲大學,520114,資訊工程學系,學士班(日間),13,12,1
,104,私立,一般大學,1007,逢甲大學,520126,通訊工程學系,學士班(日間),10,9,1
,104,私立,一般大學,1007,逢甲大學,520154,自動控制工程學系,學士班(日間),6,6,0
,104,私立,一般大學,1007,逢甲大學,520199,資訊電機學院不分系榮譽班,學士班(日間),1,1,0
,104,私立,一般大學,1007,逢甲大學,520220,機械與電腦輔助工程學系,學士班(日間),6,6,0
,104,私立,一般大學,1007,逢甲大學,520265,精密系統設計學士學位學程,學士班(日間),1,0,1
,104,私立,一般大學,1007,逢甲大學,520301,土木工程學系,學士班(日間),18,13,5
,104,私立,一般大學,1007,逢甲大學,520401,化學工程學系,學士班(日間),3,3,0
,104,私立,一般大學,1007,逢甲大學,520502,材料科學與工程學系,學士班(日間),6,5,1
,104,私立,一般大學,1007,逢甲大學,520601,工業工程與系統管理學系,學士班(日間),2,2,0
,104,私立,一般大學,1007,逢甲大學,520704,纖維與複合材料學系,學士班(日間),3,3,0
,104,私立,一般大學,1007,逢甲大學,520903,環境工程與科學學系,學士班(日間),8,3,5
,104,私立,一般大學,1007,逢甲大學,521004,水利工程與資源保育學系,學士班(日間),5,3,2
,104,私立,一般大學,1007,逢甲大學,580101,建築學系,學士班(日間),39,24,15
,104,私立,一般大學,1007,逢甲大學,580101,建築學系,碩士班(日間),1,1,0
,104,私立,一般大學,1007,逢甲大學,580304,土地管理學系,學士班(日間),2,1,1
,104,私立,一般大學,1007,逢甲大學,580308,都市計畫與空間資訊學系空間資訊組,學士班(日間),4,2,2
,104,私立,一般大學,1007,逢甲大學,580308,都市計畫與空間資訊學系都市計畫組,學士班(日間),4,3,1
,104,私立,一般大學,1007,逢甲大學,840102,運輸科技與管理學系,學士班(日間),3,2,1
,104,私立,一般大學,1008,靜宜大學,220101,台灣文學系,學士班(日間),3,1,2
,104,私立,一般大學,1008,靜宜大學,220201,中國文學系,學士班(日間),9,5,4
,104,私立,一般大學,1008,靜宜大學,220307,英國語文學系,學士班(日間),10,0,10
,104,私立,一般大學,1008,靜宜大學,220318,西班牙語文學系,學士班(日間),16,6,10
,104,私立,一般大學,1008,靜宜大學,220320,日本語文學系,學士班(日間),7,2,5
,104,私立,一般大學,1008,靜宜大學,320101,大眾傳播學系,學士班(日間),21,8,13
,104,私立,一般大學,1008,靜宜大學,320101,大眾傳播學系,碩士班(日間),1,1,0
,104,私立,一般大學,1008,靜宜大學,320105,資訊傳播工程學系,學士班(日間),6,6,0
,104,私立,一般大學,1008,靜宜大學,340119,寰宇管理學士學位學程,學士班(日間),4,1,3
,104,私立,一般大學,1008,靜宜大學,340201,會計學系,學士班(日間),26,8,18
,104,私立,一般大學,1008,靜宜大學,340301,企業管理學系,學士班(日間),13,7,6
,104,私立,一般大學,1008,靜宜大學,340307,國際企業學系,學士班(日間),16,8,8
,104,私立,一般大學,1008,靜宜大學,340307,國際企業學系,碩士班(日間),1,1,0
,104,私立,一般大學,1008,靜宜大學,340501,財務金融學系,學士班(日間),48,18,30
,104,私立,一般大學,1008,靜宜大學,340501,財務金融學系,碩士班(日間),2,0,2
,104,私立,一般大學,1008,靜宜大學,380101,法律學系,學士班(日間),8,3,5
,104,私立,一般大學,1008,靜宜大學,420207,生態人文學系,學士班(日間),4,1,3
,104,私立,一般大學,1008,靜宜大學,440102,應用化學系,學士班(日間),2,1,1
,104,私立,一般大學,1008,靜宜大學,460201,統計資訊學系,學士班(日間),2,0,2
,104,私立,一般大學,1008,靜宜大學,469903,財務與計算數學系計算數學組,學士班(日間),1,1,0
,104,私立,一般大學,1008,靜宜大學,469903,財務與計算數學系財務工程組,學士班(日間),7,4,3
,104,私立,一般大學,1008,靜宜大學,480109,資訊管理學系,學士班(日間),7,2,5
,104,私立,一般大學,1008,靜宜大學,520114,資訊工程學系,學士班(日間),8,8,0
,104,私立,一般大學,1008,靜宜大學,720501,食品營養學系食品與生物技術組,學士班(日間),7,4,3
,104,私立,一般大學,1008,靜宜大學,720501,食品營養學系營養與保健組,學士班(日間),12,2,10
,104,私立,一般大學,1008,靜宜大學,760307,社會工作與兒童少年福利學系,學士班(日間),2,0,2
,104,私立,一般大學,1008,靜宜大學,810202,觀光事業學系,學士班(日間),10,3,7
,104,私立,一般大學,1008,靜宜大學,810803,化粧品科學系,學士班(日間),7,2,5
,104,私立,一般大學,1008,靜宜大學,810803,化粧品科學系,碩士班(日間),2,1,1
,104,私立,一般大學,1009,長庚大學,230303,工業設計學系產品設計組,學士班(日間),3,1,2
,104,私立,一般大學,1009,長庚大學,230303,工業設計學系媒體與傳達設計組,學士班(日間),4,0,4
,104,私立,一般大學,1009,長庚大學,340301,企業管理研究所,博士班,2,2,0
,104,私立,一般大學,1009,長庚大學,340302,工商管理學系,學士班(日間),7,3,4
,104,私立,一般大學,1009,長庚大學,340302,工商管理學系,碩士班(日間),2,2,0
,104,私立,一般大學,1009,長庚大學,340901,醫務管理學系,學士班(日間),3,2,1
,104,私立,一般大學,1009,長庚大學,420503,生物醫學系,學士班(日間),3,2,1
,104,私立,一般大學,1009,長庚大學,480109,資訊管理學系,學士班(日間),3,2,1
,104,私立,一般大學,1009,長庚大學,520101,電機工程學系系統與晶片設計組,學士班(日間),3,3,0
,104,私立,一般大學,1009,長庚大學,520101,電機工程學系通訊組,學士班(日間),3,3,0
,104,私立,一般大學,1009,長庚大學,520103,電子工程學系,學士班(日間),5,4,1
,104,私立,一般大學,1009,長庚大學,520103,電子工程學系,博士班,2,2,0
,104,私立,一般大學,1009,長庚大學,520114,資訊工程學系,學士班(日間),4,3,1
,104,私立,一般大學,1009,長庚大學,520201,機械工程學系,學士班(日間),3,2,1
,104,私立,一般大學,1009,長庚大學,520403,化工與材料工程學系,學士班(日間),2,2,0
,104,私立,一般大學,1009,長庚大學,720613,呼吸治療學系,學士班(日間),3,1,2
,104,私立,一般大學,1009,長庚大學,720705,醫學生物技術暨檢驗學系,學士班(日間),3,2,1
,104,私立,一般大學,1009,長庚大學,720712,醫學影像暨放射科學系,學士班(日間),3,2,1
,104,私立,一般大學,1010,元智大學,210709,藝術與設計學系,學士班(日間),12,7,5
,104,私立,一般大學,1010,元智大學,220201,中國語文學系,學士班(日間),6,1,5
,104,私立,一般大學,1010,元智大學,220303,應用外語學系,學士班(日間),5,1,4
,104,私立,一般大學,1010,元智大學,310306,社會暨政策科學學系,學士班(日間),5,4,1
,104,私立,一般大學,1010,元智大學,320105,資訊傳播學系科技組,學士班(日間),3,2,1
,104,私立,一般大學,1010,元智大學,320105,資訊傳播學系設計組,學士班(日間),8,4,4
,104,私立,一般大學,1010,元智大學,320105,資訊傳播學系,碩士班(日間),1,1,0
,104,私立,一般大學,1010,元智大學,340303,管理學院經營管理碩士班,碩士班(日間),1,1,0
,104,私立,一般大學,1010,元智大學,349999,管理學院,學士班(日間),37,17,20
,104,私立,一般大學,1010,元智大學,480109,資訊管理學系,學士班(日間),11,7,4
,104,私立,一般大學,1010,元智大學,480109,資訊管理學系資管組,碩士班(日間),1,0,1
,104,私立,一般大學,1010,元智大學,520101,電機工程學系,學士班(日間),14,13,1
,104,私立,一般大學,1010,元智大學,520101,電機工程學系,碩士班(日間),1,1,0
,104,私立,一般大學,1010,元智大學,520101,電機工程學系,博士班,1,0,1
,104,私立,一般大學,1010,元智大學,520106,光電工程學系,學士班(日間),5,5,0
,104,私立,一般大學,1010,元智大學,520114,資訊工程學系,學士班(日間),15,13,2
,104,私立,一般大學,1010,元智大學,520114,資訊工程學系,博士班,2,2,0
,104,私立,一般大學,1010,元智大學,520126,通訊工程學系,學士班(日間),13,9,4
,104,私立,一般大學,1010,元智大學,520201,機械工程學系,學士班(日間),14,11,3
,104,私立,一般大學,1010,元智大學,520404,化學工程與材料科學學系,學士班(日間),9,6,3
,104,私立,一般大學,1010,元智大學,520404,化學工程與材料科學學系,碩士班(日間),1,0,1
,104,私立,一般大學,1010,元智大學,520404,化學工程與材料科學學系,博士班,1,1,0
,104,私立,一般大學,1010,元智大學,520601,工業工程與管理學系,學士班(日間),10,6,4
,104,私立,一般大學,1010,元智大學,819918,文化產業與文化政策博士學位學程,博士班,1,0,1
,104,私立,一般大學,1011,中華大學,220301,外國語文學系,學士班(日間),2,0,2
,104,私立,一般大學,1011,中華大學,230303,工業產品設計學系創意生活設計組,學士班(日間),1,1,0
,104,私立,一般大學,1011,中華大學,340301,企業管理學系企管組,學士班(日間),2,2,0
,104,私立,一般大學,1011,中華大學,340504,財務管理學系,學士班(日間),4,3,1
,104,私立,一般大學,1011,中華大學,349901,科技管理博士學位學程,博士班,1,1,0
,104,私立,一般大學,1011,中華大學,520101,電機工程學系,學士班(日間),1,1,0
,104,私立,一般大學,1011,中華大學,520114,資訊工程學系資訊工程組,學士班(日間),1,1,0
,104,私立,一般大學,1011,中華大學,520201,機械工程學系,學士班(日間),1,1,0
,104,私立,一般大學,1011,中華大學,520301,土木工程學系,學士班(日間),5,3,2
,104,私立,一般大學,1011,中華大學,520301,土木工程學系,博士班,1,1,0
,104,私立,一般大學,1011,中華大學,521302,工程科學博士學位學程,博士班,2,1,1
,104,私立,一般大學,1011,中華大學,580109,建築與都市計畫學系建築設計組,學士班(日間),3,2,1
,104,私立,一般大學,1012,大葉大學,210606,造形藝術學系,學士班(日間),6,0,6
,104,私立,一般大學,1012,大葉大學,230303,工業設計學系,學士班(日間),3,2,1
,104,私立,一般大學,1012,大葉大學,230402,空間設計學系建築組,學士班(日間),5,3,2
,104,私立,一般大學,1012,大葉大學,340201,會計資訊學系,學士班(日間),2,0,2
,104,私立,一般大學,1012,大葉大學,340301,企業管理學系,學士班(日間),1,1,0
,104,私立,一般大學,1012,大葉大學,340301,企業管理學系,碩士班(日間),2,2,0
,104,私立,一般大學,1012,大葉大學,340501,財務金融學系,學士班(日間),5,2,3
,104,私立,一般大學,1012,大葉大學,520101,電機工程學系,學士班(日間),2,2,0
,104,私立,一般大學,1012,大葉大學,520101,電機工程學系,博士班,1,0,1
,104,私立,一般大學,1012,大葉大學,520114,資訊工程學系,學士班(日間),1,1,0
,104,私立,一般大學,1012,大葉大學,520219,機械與自動化工程學系,學士班(日間),1,1,0
,104,私立,一般大學,1012,大葉大學,520901,環境工程學系,學士班(日間),2,1,1
,104,私立,一般大學,1012,大葉大學,520901,環境工程學系,碩士班(日間),1,1,0
,104,私立,一般大學,1013,華梵大學,210107,美術與文創學系文創設計組,學士班(日間),2,2,0
,104,私立,一般大學,1013,華梵大學,220201,中國文學系,學士班(日間),4,2,2
,104,私立,一般大學,1013,華梵大學,230303,工業設計學系產品設計組,學士班(日間),1,0,1
,104,私立,一般大學,1013,華梵大學,520226,機電工程學系,學士班(日間),2,2,0
,104,私立,一般大學,1013,華梵大學,580101,建築學系,學士班(日間),4,1,3
,104,私立,一般大學,1014,義守大學,210615,電影與電視學系,學士班(日間),6,4,2
,104,私立,一般大學,1014,義守大學,220312,應用英語學系,學士班(日間),2,0,2
,104,私立,一般大學,1014,義守大學,220321,應用日語學系,學士班(日間),4,0,4
,104,私立,一般大學,1014,義守大學,230203,數位多媒體設計學系,學士班(日間),2,1,1
,104,私立,一般大學,1014,義守大學,230309,創意商品設計學系,學士班(日間),12,7,5
,104,私立,一般大學,1014,義守大學,310807,公共政策與管理學系,學士班(日間),1,0,1
,104,私立,一般大學,1014,義守大學,320101,大眾傳播學系,學士班(日間),14,2,12
,104,私立,一般大學,1014,義守大學,340201,會計學系,學士班(日間),10,2,8
,104,私立,一般大學,1014,義守大學,340301,企業管理學系,學士班(日間),6,4,2
,104,私立,一般大學,1014,義守大學,340301,企業管理學系,碩士班(日間),2,2,0
,104,私立,一般大學,1014,義守大學,340309,國際企業經營學系,學士班(日間),8,5,3
,104,私立,一般大學,1014,義守大學,340403,國際商務學系,學士班(日間),4,0,4
,104,私立,一般大學,1014,義守大學,340501,財務金融學系,學士班(日間),17,7,10
,104,私立,一般大學,1014,義守大學,340501,財務金融學系,碩士班(日間),1,1,0
,104,私立,一般大學,1014,義守大學,340516,國際財務金融學系,學士班(日間),5,5,0
,104,私立,一般大學,1014,義守大學,340901,醫務管理學系,學士班(日間),3,2,1
,104,私立,一般大學,1014,義守大學,349906,工業管理學系,學士班(日間),2,2,0
,104,私立,一般大學,1014,義守大學,420302,生物科技學系,學士班(日間),2,1,1
,104,私立,一般大學,1014,義守大學,469903,財務與計算數學系,學士班(日間),1,0,1
,104,私立,一般大學,1014,義守大學,480109,資訊管理學系,學士班(日間),2,2,0
,104,私立,一般大學,1014,義守大學,520101,電機工程學系,學士班(日間),8,8,0
,104,私立,一般大學,1014,義守大學,520103,電子工程學系,學士班(日間),3,2,1
,104,私立,一般大學,1014,義守大學,520114,資訊工程學系,學士班(日間),2,1,1
,104,私立,一般大學,1014,義守大學,520126,通訊工程學系,學士班(日間),3,2,1
,104,私立,一般大學,1014,義守大學,520219,機械與自動化工程學系,學士班(日間),3,3,0
,104,私立,一般大學,1014,義守大學,520305,土木與生態工程學系,學士班(日間),4,3,1
,104,私立,一般大學,1014,義守大學,520401,化學工程學系,學士班(日間),1,1,0
,104,私立,一般大學,1014,義守大學,520502,材料科學與工程學系,學士班(日間),1,0,1
,104,私立,一般大學,1014,義守大學,521108,生物醫學工程學系,學士班(日間),1,0,1
,104,私立,一般大學,1014,義守大學,720210,健康管理學系,學士班(日間),1,1,0
,104,私立,一般大學,1014,義守大學,720401,物理治療學系,學士班(日間),1,1,0
,104,私立,一般大學,1014,義守大學,720507,營養學系,學士班(日間),4,1,3
,104,私立,一般大學,1014,義守大學,720712,醫學影像暨放射科學系,學士班(日間),9,7,2
,104,私立,一般大學,1014,義守大學,810102,餐旅管理學系,學士班(日間),6,5,1
,104,私立,一般大學,1014,義守大學,810118,廚藝學系,學士班(日間),2,1,1
,104,私立,一般大學,1014,義守大學,810201,觀光學系,學士班(日間),3,2,1
,104,私立,一般大學,1014,義守大學,810224,國際觀光餐旅學系,學士班(日間),7,3,4
,104,私立,一般大學,1014,義守大學,810508,休閒事業管理學系,學士班(日間),3,3,0
,104,私立,一般大學,1014,義守大學,819910,娛樂事業管理學系,學士班(日間),2,0,2
,104,私立,一般大學,1015,世新大學,220201,中國文學系,學士班(日間),6,2,4
,104,私立,一般大學,1015,世新大學,220308,英語學系,學士班(日間),7,0,7
,104,私立,一般大學,1015,世新大學,220320,日本語文學系,學士班(日間),1,1,0
,104,私立,一般大學,1015,世新大學,230203,數位多媒體設計學系動畫設計組,學士班(日間),9,2,7
