學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),5,1,4,19,10,9,4.25
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,碩士班(日間),1,1,0,0,0,0,2.70
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),2,1,1,1,1,0,0.71
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),5,4,1,8,8,0,1.96
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),2,0,2,0,0,0,1.36
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),7,1,6,5,3,2,4.56
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,碩士班(日間),1,0,1,0,0,0,3.13
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,博士班,0,0,0,1,1,0,1.61
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,碩士班(日間),0,0,0,1,0,1,0.93
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所,碩士班(日間),1,1,0,0,0,0,5.26
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143067,中國大陸研究所,碩士班(日間),0,0,0,3,2,1,12.00
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03191057,未來學研究所,碩士班(日間),0,0,0,3,2,1,18.75
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),15,1,14,31,11,20,16.61
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,碩士班(日間),0,0,0,4,2,2,10.26
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),8,4,4,14,7,7,4.94
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),1,0,1,15,5,10,3.50
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),6,3,3,14,7,7,2.87
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,碩士班(日間),0,0,0,1,1,0,1.75
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),8,5,3,3,2,1,3.97
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),20,10,10,14,12,2,5.41
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,碩士班(日間),1,0,1,0,0,0,1.64
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,碩士班(日間),1,0,1,0,0,0,5.26
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,學士班(日間),0,0,0,2,2,0,0.48
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),65,38,27,15,4,11,10.42
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),0,0,0,1,1,0,0.21
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),29,16,13,25,15,10,8.74
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,碩士班(日間),0,0,0,2,1,1,3.70
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),1,1,0,9,6,3,2.17
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),0,0,0,3,3,0,0.74
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05399029,理學院尖端材料科學學士學位學程,學士班(日間),1,0,1,0,0,0,0.64
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),1,1,0,2,2,0,0.79
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421024,統計學系,學士班(日間),2,2,0,3,3,0,0.71
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),9,9,0,30,28,2,5.02
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,博士班,1,1,0,0,0,0,5.00
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語碩士班,碩士班(日間),1,1,0,0,0,0,16.67
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),3,2,1,10,9,1,1.82
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06132022,資訊創新與科技學系,學士班(日間),3,3,0,3,3,0,2.47
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,學士班(日間),0,0,0,1,1,0,0.21
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,碩士班(日間),0,0,0,1,1,0,1.79
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,學士班(日間),0,0,0,1,1,0,0.21
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),0,0,0,1,1,0,0.13
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,碩士班(日間),1,1,0,1,1,0,2.35
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系機器人工程碩士班,碩士班(日間),0,0,0,1,1,0,2.78
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),1,1,0,4,4,0,1.00
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,碩士班(日間),0,0,0,1,1,0,1.92
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),3,2,1,9,7,2,2.38
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,碩士班(日間),0,0,0,2,2,0,5.00
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),9,5,4,5,2,3,4.18
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),1,1,0,11,11,0,2.05
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,碩士班(日間),1,1,0,1,1,0,5.00
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),12,3,9,6,1,5,5.34
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),3,0,3,5,4,1,1.64
109,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),0,0,0,9,5,4,3.78
109,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),1,1,0,23,18,5,5.35
109,私立,一般大學,1006,中國文化大學,01141023,體育學系運動教練碩士班,碩士班(日間),0,0,0,1,1,0,0.96
109,私立,一般大學,1006,中國文化大學,02111121,科技藝術碩士學位學程,碩士班(日間),0,0,0,1,1,0,9.09
109,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),2,0,2,25,5,20,10.07
109,私立,一般大學,1006,中國文化大學,02131059,美術學系,碩士班(日間),1,0,1,2,1,1,4.00
109,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),0,0,0,1,1,0,0.55
109,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,碩士班(日間),1,1,0,0,0,0,2.70
109,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),2,0,2,6,2,4,3.57
109,私立,一般大學,1006,中國文化大學,02151040,音樂學系,碩士班(日間),0,0,0,1,1,0,1.59
109,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),2,1,1,0,0,0,0.93
109,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),3,0,3,1,0,1,2.92
109,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,碩士班(日間),0,0,0,1,0,1,20.00
109,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),20,8,12,15,6,9,12.28
109,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),1,1,0,7,6,1,3.24
109,私立,一般大學,1006,中國文化大學,02221098,史學系,碩士班(日間),0,0,0,3,2,1,8.82
109,私立,一般大學,1006,中國文化大學,02221098,史學系,博士班,0,0,0,1,1,0,1.92
109,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),0,0,0,13,12,1,7.03
109,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),8,0,8,23,1,22,8.86
109,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,碩士班(日間),1,0,1,1,0,1,3.92
109,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),0,0,0,1,1,0,0.53
109,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),5,3,2,9,4,5,2.90
109,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),4,2,2,19,8,11,4.07
109,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),0,0,0,2,2,0,1.94
109,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),2,1,1,1,0,1,1.22
109,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),2,2,0,19,7,12,3.05
109,私立,一般大學,1006,中國文化大學,02322001,中國文學系,碩士班(日間),0,0,0,1,1,0,2.04
109,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),0,0,0,3,2,1,0.71
109,私立,一般大學,1006,中國文化大學,03121011,國家發展與中國大陸研究所,博士班,0,0,0,1,1,0,1.12
109,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),1,1,0,4,3,1,2.33
109,私立,一般大學,1006,中國文化大學,03121061,政治學系,碩士班(日間),0,0,0,1,0,1,3.70
109,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),6,4,2,7,4,3,4.94
109,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,碩士班(日間),0,0,0,2,2,0,1.77
109,私立,一般大學,1006,中國文化大學,03142087,地學研究所,碩士班(日間),1,0,1,0,0,0,2.56
109,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),0,0,0,10,3,7,4.44
109,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),14,4,10,20,10,10,5.70
109,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),6,1,5,3,1,2,1.71
109,私立,一般大學,1006,中國文化大學,03212033,新聞學系,碩士班(日間),0,0,0,1,0,1,4.00
109,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),3,1,2,2,1,1,1.00
109,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),2,1,1,2,2,0,0.93
109,私立,一般大學,1006,中國文化大學,04111065,會計學系,碩士班(日間),0,0,0,1,1,0,4.17
109,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),4,1,3,3,3,0,1.00
109,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),12,6,6,5,3,2,2.45
109,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,碩士班(日間),1,1,0,2,2,0,7.14
109,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),0,0,0,9,7,2,1.95
109,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),7,4,3,1,1,0,1.16
109,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,碩士班(日間),0,0,0,1,1,0,3.85
109,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),5,1,4,10,5,5,2.85
109,私立,一般大學,1006,中國文化大學,04143027,行銷碩士學位學程,碩士班(日間),0,0,0,2,0,2,5.13
109,私立,一般大學,1006,中國文化大學,04191014,全球商務碩士學位學程,碩士班(日間),1,1,0,1,0,1,5.71
109,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),10,7,3,3,2,1,5.44
109,私立,一般大學,1006,中國文化大學,04212020,法律學系,學士班(日間),0,0,0,1,0,1,0.08
109,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),1,1,0,2,2,0,1.64
109,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),2,2,0,4,1,3,2.49
109,私立,一般大學,1006,中國文化大學,05311026,化學系應用化學碩士班,碩士班(日間),0,0,0,1,1,0,6.67
109,私立,一般大學,1006,中國文化大學,05321112,地質學系,學士班(日間),0,0,0,2,1,1,1.25
109,私立,一般大學,1006,中國文化大學,05331115,光電物理學系,學士班(日間),0,0,0,1,1,0,0.68
109,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),1,0,1,1,1,0,0.59
109,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),3,3,0,3,2,1,1.34
109,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),2,2,0,1,1,0,0.44
109,私立,一般大學,1006,中國文化大學,07112028,化學工程與材料工程學系奈米材料碩士班,碩士班(日間),0,0,0,1,1,0,3.13
109,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,學士班(日間),4,4,0,1,1,0,1.27
109,私立,一般大學,1006,中國文化大學,07151107,機械工程學系數位機電碩士班,碩士班(日間),0,0,0,1,1,0,6.25
109,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,碩士班(日間),1,1,0,0,0,0,3.23
109,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),1,1,0,5,3,2,2.55
109,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,學士班(日間),0,0,0,2,1,1,1.05
109,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),1,1,0,5,1,4,3.06
109,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),0,0,0,1,1,0,0.45
109,私立,一般大學,1006,中國文化大學,08192102,生物科技研究所,碩士班(日間),1,1,0,1,1,0,8.33
109,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),0,0,0,6,6,0,2.64
109,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),3,0,3,4,2,2,1.46
109,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),3,3,0,1,1,0,1.50
109,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),1,1,0,0,0,0,0.50
109,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),2,1,1,8,7,1,3.92
109,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),11,3,8,18,8,10,5.39
109,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,碩士班(日間),0,0,0,1,0,1,4.17
109,私立,一般大學,1007,逢甲大學,02122006,創新設計學士學位學程,學士班(日間),1,1,0,2,1,1,9.68
109,私立,一般大學,1007,逢甲大學,02221003,歷史與文物研究所,碩士班(日間),0,0,0,1,1,0,3.23
109,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),8,4,4,25,8,17,7.07
109,私立,一般大學,1007,逢甲大學,02311002,外國語文學系英語文研究碩士班,碩士班(日間),2,0,2,1,0,1,13.64
109,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),0,0,0,22,14,8,8.56
109,私立,一般大學,1007,逢甲大學,02322001,中國文學系,碩士班(日間),2,0,2,1,1,0,12.00
109,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),1,1,0,8,8,0,2.01
109,私立,一般大學,1007,逢甲大學,03111009,經濟學系,碩士班(日間),1,1,0,1,1,0,8.33
109,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),2,2,0,1,1,0,1.24
109,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),0,0,0,23,17,6,3.00
109,私立,一般大學,1007,逢甲大學,04111017,會計學系,碩士班(日間),1,1,0,0,0,0,2.38
109,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),10,5,5,9,7,2,2.59
109,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),4,2,2,2,2,0,2.88
109,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),0,0,0,2,2,0,0.44
109,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,碩士班(日間),0,0,0,1,1,0,2.50
109,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),24,13,11,57,45,12,14.19
109,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,碩士班(日間),0,0,0,3,2,1,7.32
109,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),0,0,0,5,4,1,1.15
109,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),9,4,5,13,7,6,2.82
109,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),11,7,4,15,4,11,10.57
109,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),8,4,4,19,11,8,4.80
109,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),3,2,1,7,3,4,8.62
109,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),0,0,0,1,1,0,0.87
109,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),1,1,0,3,3,0,1.03
109,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),0,0,0,3,2,1,0.73
109,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),34,30,4,41,36,5,7.30
109,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,碩士班(日間),0,0,0,1,1,0,0.96
109,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),2,1,1,2,2,0,0.88
109,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),1,0,1,8,6,2,2.23
109,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,學士班(日間),0,0,0,1,0,1,0.27
109,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,碩士班(日間),0,0,0,1,1,0,3.03
109,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),0,0,0,4,4,0,0.66
109,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),2,2,0,10,10,0,2.47
109,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,碩士班(日間),0,0,0,1,1,0,1.64
109,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),0,0,0,2,1,1,0.43
109,私立,一般大學,1007,逢甲大學,07141056,資訊電機學院學士班,學士班(日間),1,1,0,0,0,0,0.88
109,私立,一般大學,1007,逢甲大學,07141101,光電科學與工程學系,學士班(日間),0,0,0,1,1,0,0.24
109,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),14,14,0,5,5,0,3.08
109,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系機械工程碩士班,碩士班(日間),0,0,0,1,1,0,2.00
109,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),3,3,0,14,14,0,3.38
109,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,碩士班(日間),1,1,0,0,0,0,2.08
109,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),0,0,0,2,2,0,0.50
109,私立,一般大學,1007,逢甲大學,07311007,室內設計學士學位學程,學士班(日間),2,0,2,4,1,3,12.50
109,私立,一般大學,1007,逢甲大學,07311081,建築碩士學位學程,碩士班(日間),1,0,1,1,1,0,3.33
109,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),3,2,1,7,6,1,3.19
109,私立,一般大學,1007,逢甲大學,07311083,建築專業學院學士班,學士班(日間),2,1,1,5,3,2,2.79
109,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),2,2,0,12,11,1,3.47
109,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),2,2,0,8,7,1,2.30
109,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,碩士班(日間),0,0,0,2,2,0,4.65
109,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),10,7,3,4,4,0,2.95
109,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),2,0,2,6,3,3,1.40
109,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),1,0,1,3,2,1,0.90
109,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),2,0,2,20,9,11,3.53
109,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,碩士班(日間),0,0,0,1,0,1,6.25
109,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),0,0,0,1,0,1,0.61
109,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),0,0,0,2,2,0,0.46
109,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),9,2,7,19,9,10,9.21
109,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),1,0,1,1,1,0,0.29
109,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),4,2,2,3,2,1,1.06
109,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),1,0,1,0,0,0,0.14
109,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),2,0,2,0,0,0,1.08
109,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),2,1,1,5,4,1,1.55
109,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,碩士班(日間),0,0,0,1,0,1,2.63
109,私立,一般大學,1008,靜宜大學,05311023,應用化學系,學士班(日間),0,0,0,1,0,1,0.26
109,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),1,1,0,2,2,0,0.63
109,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),1,1,0,0,0,0,0.20
109,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),0,0,0,1,1,0,0.21
109,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),5,1,4,4,0,4,1.88
109,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,碩士班(日間),1,0,1,0,0,0,5.26
109,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),0,0,0,5,2,3,0.87
109,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),13,5,8,14,3,11,3.53
109,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,碩士班(日間),1,0,1,1,0,1,8.70
109,私立,一般大學,1009,長庚大學,02122001,工業設計學系,學士班(日間),1,0,1,0,0,0,0.54
109,私立,一般大學,1009,長庚大學,04131005,工商管理學系,學士班(日間),1,0,1,3,3,0,2.20
109,私立,一般大學,1009,長庚大學,04131008,商管專業學院碩士學位學程,碩士班(日間),1,0,1,0,0,0,2.50
109,私立,一般大學,1009,長庚大學,04133007,醫務管理學系,學士班(日間),1,1,0,1,0,1,0.99
109,私立,一般大學,1009,長庚大學,05121011,生物科技產業碩士學位學程,碩士班(日間),1,0,1,0,0,0,11.11
109,私立,一般大學,1009,長庚大學,05123012,生物醫學系,學士班(日間),1,1,0,1,1,0,0.60
109,私立,一般大學,1009,長庚大學,05123012,生物醫學研究所,博士班,2,1,1,1,1,0,4.05
109,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,學士班(日間),0,0,0,3,3,0,0.80
109,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,碩士班(日間),0,0,0,1,1,0,2.22
109,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,學士班(日間),1,0,1,3,2,1,1.67
109,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,學士班(日間),2,2,0,0,0,0,0.93
109,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,博士班,1,1,0,0,0,0,5.56
109,私立,一般大學,1009,長庚大學,07141014,電機工程學系,博士班,1,1,0,0,0,0,3.85
109,私立,一般大學,1009,長庚大學,07141016,電子工程學系,學士班(日間),1,1,0,2,2,0,0.79
109,私立,一般大學,1009,長庚大學,07151022,機械工程學系,學士班(日間),0,0,0,2,2,0,1.20
109,私立,一般大學,1009,長庚大學,09121028,醫學系,學士班(日間),26,11,15,5,2,3,4.70
109,私立,一般大學,1009,長庚大學,09121029,臨床醫學研究所,博士班,3,1,2,0,0,0,1.73
109,私立,一般大學,1009,長庚大學,09131040,學士後護理學系,學士班(日間),0,0,0,1,0,1,0.77
109,私立,一般大學,1009,長庚大學,09131040,護理學系,學士班(日間),5,2,3,9,4,5,3.62
109,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,學士班(日間),4,1,3,10,3,7,5.86
109,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,碩士班(日間),3,1,2,3,2,1,18.75
109,私立,一般大學,1009,長庚大學,09141048,醫學影像暨放射科學系,學士班(日間),2,1,1,4,2,2,4.51
109,私立,一般大學,1009,長庚大學,09141048,醫學影像暨放射科學系,碩士班(日間),0,0,0,1,1,0,4.35
109,私立,一般大學,1009,長庚大學,09151037,物理治療學系,學士班(日間),3,1,2,9,6,3,6.94
109,私立,一般大學,1009,長庚大學,09151037,物理治療學系,碩士班(日間),0,0,0,1,1,0,3.45
109,私立,一般大學,1009,長庚大學,09152038,職能治療學系,學士班(日間),2,1,1,6,0,6,4.91
109,私立,一般大學,1009,長庚大學,09159041,早期療育研究所,碩士班(日間),0,0,0,1,1,0,4.00
109,私立,一般大學,1009,長庚大學,09171031,中醫學系,學士班(日間),4,2,2,7,3,4,3.06
109,私立,一般大學,1009,長庚大學,09199042,呼吸治療學系,學士班(日間),2,0,2,3,1,2,3.36
109,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,學士班(日間),2,0,2,5,2,3,3.72
109,私立,一般大學,1010,元智大學,02311007,應用外語學系,學士班(日間),0,0,0,8,4,4,3.72
109,私立,一般大學,1010,元智大學,02322004,中國語文學系,學士班(日間),0,0,0,3,3,0,1.41
109,私立,一般大學,1010,元智大學,02322004,中國語文學系,碩士班(日間),1,0,1,1,1,0,8.70
109,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,學士班(日間),0,0,0,4,3,1,1.92
109,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,碩士班(日間),0,0,0,1,1,0,5.88
109,私立,一般大學,1010,元智大學,04121014,管理學院財務金融暨會計碩士班,碩士班(日間),1,0,1,0,0,0,1.37
109,私立,一般大學,1010,元智大學,04131019,管理學院經營管理碩士班,碩士班(日間),0,0,0,1,1,0,0.99
109,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),5,2,3,13,9,4,1.03
