學年度,設立別,學校類別,學校統計處代碼,學校名稱,縣市別,一年級學生申請學校宿舍人數(A),一年級學生實際住宿情形-自有宿舍住宿人數-小計(B),一年級學生實際住宿情形-自有宿舍住宿人數-男,一年級學生實際住宿情形-自有宿舍住宿人數-女,一年級學生實際住宿情形-學校租賃宿舍住宿人數-小計(C),一年級學生實際住宿情形-學校租賃宿舍住宿人數-男,一年級學生實際住宿情形-學校租賃宿舍住宿人數-女,一年級學生校外租屋人數(107學年度新增)-小計(D),一年級學生校外租屋人數(107學年度新增)-男,一年級學生校外租屋人數(107學年度新增)-女,學校提供一年級學生實際住宿之比率(%)E=(B+C)/（B+C+D）
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,704,454,167,287,24,13,11,94,56,38,83.57
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,651,488,108,380,0,0,0,380,119,261,56.22
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,52,0,0,0,52,36,16,2,1,1,96.30
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,549,541,103,438,0,0,0,51,6,45,91.39
110,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,494,336,92,244,30,0,30,33,12,21,91.73
110,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,235,234,33,201,0,0,0,0,0,0,100
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,72,72,42,30,0,0,0,3,2,1,96
110,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,49,49,24,25,0,0,0,31,15,16,61.25
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,123,123,35,88,0,0,0,17,7,10,87.86
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,156,80,72,8,0,0,0,65,25,40,55.17
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,185,185,144,41,0,0,0,62,27,35,74.90
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,新北市,112,93,50,43,0,0,0,17,9,8,84.55
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,217,217,133,84,0,0,0,0,0,0,100
110,私立,技專校院,1148,大漢技術學院,花蓮縣,6,6,3,3,0,0,0,0,0,0,100
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,137,137,104,33,0,0,0,18,13,5,88.39
110,私立,技專校院,1183,黎明技術學院,新北市,371,308,140,168,42,42,0,11,5,6,96.95
110,私立,技專校院,1185,經國管理暨健康學院,基隆市,156,156,37,119,0,0,0,20,5,15,88.64
110,私立,技專校院,1188,大同技術學院,嘉義市,0,42,26,16,0,0,0,3,0,3,93.33
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,新北市,164,164,53,111,0,0,0,0,0,0,100
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,新北市,61,61,18,43,0,0,0,0,0,0,100
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,新北市,569,569,82,487,0,0,0,0,0,0,100
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,臺北市,136,136,23,113,0,0,0,0,0,0,100
110,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,638,638,126,512,0,0,0,14,5,9,97.85
110,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,795,777,140,637,0,0,0,20,6,14,97.49
110,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,156,76,0,76,80,33,47,2,0,2,98.73
110,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,244,244,32,212,0,0,0,0,0,0,100
110,私立,技專校院,1286,耕莘健康管理專科學校,新北市,370,370,7,363,0,0,0,2,0,2,99.46
110,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,432,432,57,375,0,0,0,8,0,8,98.18
110,私立,技專校院,1289,育英醫護管理專科學校,高雄市,88,88,8,80,0,0,0,6,0,6,93.62
110,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,263,263,30,233,0,0,0,0,0,0,100
110,私立,技專校院,1292,新生醫護管理專科學校,桃園市,450,450,40,410,0,0,0,4,0,4,99.12
110,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義市,110,110,28,82,0,0,0,1,1,0,99.10
110,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義縣,265,265,25,240,0,0,0,2,1,1,99.25
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,臺北市,13,13,8,5,0,0,0,0,0,0,100
110,私立,宗教研修學院,1R03,臺北基督學院,新北市,11,10,5,5,0,0,0,0,0,0,100
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,臺北市,28,28,8,20,0,0,0,0,0,0,100
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,臺南市,11,0,0,0,11,4,7,3,2,1,78.57
110,私立,宗教研修學院,1R08,中華福音神學研究學院,桃園市,18,18,8,10,0,0,0,0,0,0,100
110,私立,宗教研修學院,1R09,唯心聖教學院,南投縣,0,0,0,0,0,0,0,9,1,8,0
110,公立,一般大學,3002,臺北市立大學,臺北市,777,733,313,420,0,0,0,35,22,13,95.44
