學年度,設立別,學校類別,學校統計處代碼,學校名稱,編制內外,年齡組別,總計,專任教師數-一般教師-教授,專任教師數-一般教師-副教授,專任教師數-一般教師-助理教授,專任教師數-一般教師-講師,專任教師數-專案教學人員-教授,專任教師數-專案教學人員-副教授,專任教師數-專案教學人員-助理教授,專任教師數-專案教學人員-講師,專任教師數-專業技術人員及教師-教授,專任教師數-專業技術人員及教師-副教授,專任教師數-專業技術人員及教師-助理教授,專任教師數-專業技術人員及教師-講師,專任教師數-其他教師
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,40歲至未滿45歲,14,1,4,4,0,0,0,0,0,0,0,0,0,5
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,45歲至未滿50歲,38,0,10,22,2,0,0,0,0,0,0,0,0,4
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,50歲至未滿55歲,55,4,21,27,2,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,55歲至未滿60歲,57,8,29,15,5,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,60歲至未滿65歲,57,11,23,13,10,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,65歲以上,3,1,0,0,2,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,35歲至未滿40歲,5,0,0,0,0,0,0,1,3,0,0,1,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,40歲至未滿45歲,13,0,0,0,0,0,1,5,2,0,0,4,1,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,45歲至未滿50歲,18,0,0,0,0,0,1,9,2,0,1,4,1,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,50歲至未滿55歲,3,0,0,0,0,1,0,1,0,0,0,1,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,55歲至未滿60歲,7,0,0,0,0,0,0,4,1,0,0,1,1,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,60歲至未滿65歲,3,0,0,0,0,0,0,0,1,2,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,65歲以上,2,0,1,0,0,0,1,0,0,0,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,30歲至未滿35歲,3,0,0,2,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,35歲至未滿40歲,4,0,0,1,1,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,40歲至未滿45歲,23,3,7,10,2,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,45歲至未滿50歲,49,2,14,20,3,0,0,0,0,0,0,4,1,5
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,50歲至未滿55歲,99,17,32,23,11,0,0,0,0,1,5,7,0,3
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,55歲至未滿60歲,110,18,43,22,13,0,0,0,0,3,5,5,0,1
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,60歲至未滿65歲,73,21,28,7,12,0,0,0,0,2,3,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,65歲以上,20,8,9,0,1,0,0,0,0,2,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,1,3,0,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,40歲至未滿45歲,4,0,0,0,0,0,0,3,1,0,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,45歲至未滿50歲,7,0,0,0,0,1,0,4,0,0,0,2,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,50歲至未滿55歲,5,0,0,0,0,0,2,2,1,0,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,55歲至未滿60歲,7,0,0,0,0,0,0,3,2,0,0,2,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,35歲至未滿40歲,2,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,40歲至未滿45歲,5,0,0,4,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,45歲至未滿50歲,20,1,3,11,3,0,0,0,0,0,0,0,2,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,50歲至未滿55歲,36,3,17,10,4,0,0,0,0,0,2,0,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,55歲至未滿60歲,63,7,31,12,11,0,0,0,0,0,0,1,0,1
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,60歲至未滿65歲,38,8,13,7,9,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,65歲以上,2,1,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,25歲至未滿30歲,2,0,0,0,0,0,0,0,0,0,0,0,2,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,30歲至未滿35歲,7,0,0,0,0,0,0,0,2,0,0,1,4,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,35歲至未滿40歲,9,0,0,0,0,0,0,1,2,0,0,6,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,40歲至未滿45歲,11,0,0,0,0,0,0,2,0,0,0,9,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,45歲至未滿50歲,12,0,0,0,0,0,0,2,2,0,0,7,1,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,50歲至未滿55歲,17,0,0,0,0,0,0,4,1,0,0,12,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,55歲至未滿60歲,10,0,0,0,0,0,0,5,0,0,0,5,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,60歲至未滿65歲,3,0,0,0,0,0,0,0,0,0,0,3,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,65歲以上,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,35歲至未滿40歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,40歲至未滿45歲,5,0,2,1,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,45歲至未滿50歲,18,1,5,9,2,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,50歲至未滿55歲,19,1,3,9,3,0,0,0,0,0,1,2,0,0
110,私立,一般大學,1039,玄奘大學,編制內,55歲至未滿60歲,12,2,4,3,1,0,0,0,0,0,2,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,60歲至未滿65歲,12,3,7,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,65歲以上,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1039,玄奘大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,2,2,0,0,0,0,0
110,私立,一般大學,1039,玄奘大學,編制外,40歲至未滿45歲,9,0,0,0,0,0,0,6,0,0,0,3,0,0
110,私立,一般大學,1039,玄奘大學,編制外,45歲至未滿50歲,8,0,0,0,0,0,0,6,0,0,0,2,0,0
110,私立,一般大學,1039,玄奘大學,編制外,50歲至未滿55歲,5,0,0,0,0,0,0,3,1,0,1,0,0,0
110,私立,一般大學,1039,玄奘大學,編制外,55歲至未滿60歲,4,0,0,0,0,0,0,2,0,0,1,1,0,0
110,私立,一般大學,1039,玄奘大學,編制外,60歲至未滿65歲,3,0,0,0,0,1,0,0,1,0,0,1,0,0
110,私立,一般大學,1039,玄奘大學,編制外,65歲以上,6,0,0,0,0,6,0,0,0,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制內,30歲至未滿35歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制內,40歲至未滿45歲,5,0,1,1,1,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1040,建國科技大學,編制內,45歲至未滿50歲,17,1,3,9,1,0,0,0,0,0,1,1,0,1
110,私立,技專校院,1040,建國科技大學,編制內,50歲至未滿55歲,52,5,17,22,6,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1040,建國科技大學,編制內,55歲至未滿60歲,58,9,27,15,5,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1040,建國科技大學,編制內,60歲至未滿65歲,40,9,17,9,4,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1040,建國科技大學,編制內,65歲以上,2,0,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制外,30歲至未滿35歲,3,0,0,0,0,0,0,0,2,0,0,1,0,0
110,私立,技專校院,1040,建國科技大學,編制外,35歲至未滿40歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制外,40歲至未滿45歲,3,0,0,0,0,0,0,1,1,0,0,1,0,0
110,私立,技專校院,1040,建國科技大學,編制外,45歲至未滿50歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制外,50歲至未滿55歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制外,55歲至未滿60歲,4,0,0,0,0,0,0,1,2,0,0,0,1,0
110,私立,技專校院,1040,建國科技大學,編制外,60歲至未滿65歲,2,0,0,0,0,0,0,1,0,0,1,0,0,0
110,私立,技專校院,1041,明志科技大學,編制內,30歲至未滿35歲,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制內,35歲至未滿40歲,7,0,3,4,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制內,40歲至未滿45歲,20,4,7,8,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1041,明志科技大學,編制內,45歲至未滿50歲,34,10,7,12,3,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1041,明志科技大學,編制內,50歲至未滿55歲,58,15,13,21,8,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1041,明志科技大學,編制內,55歲至未滿60歲,43,12,18,9,3,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1041,明志科技大學,編制內,60歲至未滿65歲,22,10,6,2,3,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1041,明志科技大學,編制內,65歲以上,3,3,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制外,35歲至未滿40歲,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制外,40歲至未滿45歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制外,65歲以上,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制內,40歲至未滿45歲,4,0,0,3,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1042,高苑科技大學,編制內,45歲至未滿50歲,18,0,5,9,2,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1042,高苑科技大學,編制內,50歲至未滿55歲,44,2,20,12,10,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制內,55歲至未滿60歲,72,13,31,15,13,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制內,60歲至未滿65歲,27,5,10,11,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制內,65歲以上,2,1,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制外,35歲至未滿40歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,0,1,0,0,1,0,0
110,私立,技專校院,1043,大仁科技大學,編制內,35歲至未滿40歲,2,0,2,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1043,大仁科技大學,編制內,40歲至未滿45歲,6,0,1,3,0,0,0,0,0,0,0,1,0,1
110,私立,技專校院,1043,大仁科技大學,編制內,45歲至未滿50歲,22,2,8,9,3,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1043,大仁科技大學,編制內,50歲至未滿55歲,38,2,18,10,7,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1043,大仁科技大學,編制內,55歲至未滿60歲,53,9,24,10,8,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1043,大仁科技大學,編制內,60歲至未滿65歲,22,5,10,2,2,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1043,大仁科技大學,編制內,65歲以上,2,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1043,大仁科技大學,編制外,35歲至未滿40歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,技專校院,1043,大仁科技大學,編制外,40歲至未滿45歲,5,0,0,0,0,0,1,1,2,0,0,0,1,0
110,私立,技專校院,1043,大仁科技大學,編制外,45歲至未滿50歲,3,0,0,0,0,0,0,0,2,0,0,0,1,0
110,私立,技專校院,1043,大仁科技大學,編制外,50歲至未滿55歲,7,0,0,0,0,0,1,1,3,0,0,2,0,0
110,私立,技專校院,1043,大仁科技大學,編制外,60歲至未滿65歲,2,0,0,0,0,0,0,1,0,0,1,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制內,40歲至未滿45歲,3,0,1,2,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制內,45歲至未滿50歲,11,1,0,9,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制內,50歲至未滿55歲,17,0,7,7,2,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1044,聖約翰科技大學,編制內,55歲至未滿60歲,29,3,14,8,3,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制內,60歲至未滿65歲,34,9,15,2,8,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制內,65歲以上,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,25歲至未滿30歲,3,0,0,0,0,0,0,0,3,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,0,4,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,45歲至未滿50歲,3,0,0,0,0,0,0,1,1,0,0,1,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,50歲至未滿55歲,4,0,0,0,0,0,0,0,4,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,55歲至未滿60歲,7,0,0,0,0,0,0,1,4,0,0,2,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,60歲至未滿65歲,3,0,0,0,0,0,1,1,1,0,0,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,30歲至未滿35歲,2,0,0,1,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,35歲至未滿40歲,11,0,0,6,4,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1045,嶺東科技大學,編制內,40歲至未滿45歲,19,0,9,4,4,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1045,嶺東科技大學,編制內,45歲至未滿50歲,30,1,10,13,1,0,0,0,0,0,0,1,0,4
110,私立,技專校院,1045,嶺東科技大學,編制內,50歲至未滿55歲,58,6,22,21,5,0,0,0,0,0,0,4,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,55歲至未滿60歲,68,9,29,20,4,0,0,0,0,0,3,3,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,60歲至未滿65歲,46,5,21,10,4,0,0,0,0,0,5,1,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,65歲以上,3,1,2,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,30歲至未滿35歲,3,0,0,0,0,0,0,2,1,0,0,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,35歲至未滿40歲,8,0,0,0,0,0,0,6,2,0,0,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,40歲至未滿45歲,4,0,0,0,0,0,0,3,1,0,0,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,45歲至未滿50歲,10,0,0,0,0,0,1,3,0,0,1,5,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,50歲至未滿55歲,4,0,0,0,0,0,0,2,0,0,0,2,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,55歲至未滿60歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,60歲至未滿65歲,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1046,中國科技大學,編制內,35歲至未滿40歲,4,0,0,2,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1046,中國科技大學,編制內,40歲至未滿45歲,10,0,0,10,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1046,中國科技大學,編制內,45歲至未滿50歲,30,0,4,18,4,0,0,0,0,0,0,3,0,1
110,私立,技專校院,1046,中國科技大學,編制內,50歲至未滿55歲,53,0,15,26,6,0,0,0,0,0,2,2,0,2
110,私立,技專校院,1046,中國科技大學,編制內,55歲至未滿60歲,69,6,19,23,17,0,0,0,0,1,1,2,0,0
110,私立,技專校院,1046,中國科技大學,編制內,60歲至未滿65歲,51,3,20,17,9,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1046,中國科技大學,編制內,65歲以上,4,1,1,0,1,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1046,中國科技大學,編制外,35歲至未滿40歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1046,中國科技大學,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1046,中國科技大學,編制外,45歲至未滿50歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,技專校院,1046,中國科技大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,技專校院,1046,中國科技大學,編制外,55歲至未滿60歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1046,中國科技大學,編制外,60歲至未滿65歲,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,25歲至未滿30歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,30歲至未滿35歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,35歲至未滿40歲,5,0,1,4,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,40歲至未滿45歲,7,0,1,4,1,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,45歲至未滿50歲,24,1,5,18,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,50歲至未滿55歲,54,7,22,21,4,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,55歲至未滿60歲,80,19,31,18,12,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,60歲至未滿65歲,40,7,18,10,5,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,65歲以上,2,1,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制外,35歲至未滿40歲,3,0,0,0,0,0,0,2,1,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制外,40歲至未滿45歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制外,45歲至未滿50歲,7,0,0,0,0,0,0,3,0,0,0,0,0,4
110,私立,技專校院,1047,中臺科技大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,1,0,0,0,0,0,1
110,私立,技專校院,1047,中臺科技大學,編制外,55歲至未滿60歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制內,25歲至未滿30歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制內,30歲至未滿35歲,4,0,0,3,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制內,35歲至未滿40歲,21,0,3,16,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制內,40歲至未滿45歲,49,4,12,29,2,0,0,0,0,0,1,1,0,0
110,私立,一般大學,1048,亞洲大學,編制內,45歲至未滿50歲,80,12,29,29,1,0,0,0,0,1,1,5,0,2
110,私立,一般大學,1048,亞洲大學,編制內,50歲至未滿55歲,74,13,33,23,1,0,0,0,0,1,1,2,0,0
110,私立,一般大學,1048,亞洲大學,編制內,55歲至未滿60歲,58,22,20,9,3,0,0,0,0,0,1,3,0,0
110,私立,一般大學,1048,亞洲大學,編制內,60歲至未滿65歲,27,14,7,1,1,0,0,0,0,3,0,1,0,0
110,私立,一般大學,1048,亞洲大學,編制內,65歲以上,24,17,1,0,0,0,0,0,0,6,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,30歲至未滿35歲,7,0,0,0,0,0,0,5,2,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,35歲至未滿40歲,8,0,0,0,0,0,0,3,5,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,40歲至未滿45歲,13,0,0,0,0,0,0,8,5,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,45歲至未滿50歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,50歲至未滿55歲,6,0,0,0,0,0,0,4,2,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,55歲至未滿60歲,4,0,0,0,0,1,0,1,2,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,60歲至未滿65歲,2,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,65歲以上,6,0,0,0,0,5,0,1,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,35歲至未滿40歲,3,0,1,2,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,40歲至未滿45歲,20,1,11,8,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,45歲至未滿50歲,39,4,13,19,1,0,0,0,0,0,0,0,1,1
110,私立,一般大學,1049,開南大學,編制內,50歲至未滿55歲,50,4,20,24,1,0,0,0,0,1,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,55歲至未滿60歲,39,9,15,14,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,60歲至未滿65歲,25,8,11,6,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,65歲以上,2,0,2,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制外,25歲至未滿30歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制外,35歲至未滿40歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制外,40歲至未滿45歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制外,65歲以上,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制內,35歲至未滿40歲,7,0,3,3,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1050,佛光大學,編制內,40歲至未滿45歲,32,1,8,21,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1050,佛光大學,編制內,45歲至未滿50歲,30,8,13,9,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制內,50歲至未滿55歲,25,4,11,5,0,0,0,0,0,0,2,3,0,0
110,私立,一般大學,1050,佛光大學,編制內,55歲至未滿60歲,29,7,16,2,1,0,0,0,0,0,1,2,0,0
110,私立,一般大學,1050,佛光大學,編制內,60歲至未滿65歲,22,10,6,3,0,0,0,0,0,2,1,0,0,0
110,私立,一般大學,1050,佛光大學,編制內,65歲以上,5,5,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制外,35歲至未滿40歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制外,40歲至未滿45歲,4,0,0,0,0,0,0,3,1,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制外,45歲至未滿50歲,3,0,0,0,0,0,0,2,1,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制內,25歲至未滿30歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制內,30歲至未滿35歲,2,0,0,1,0,0,0,0,0,0,0,0,1,0
