學年度,設立別 ,學校類別,學校代碼,學校名稱,中文圖書總類,哲學類,宗教類,科學類,應用科學類,社會科學類,史地類(含世界史地類),語言文學類,藝術類,外文圖書,,線上資料庫(種),光碟及其他類型資料庫(種),電子期刊(種),電子書(種),,報紙(種),期刊中日文(種),西文(種),圖書閱覽座位數,借書(含視聽資料及其他館藏)人次,圖書(含視聽資料及其他館藏)借閱冊數,線上及光碟資料庫(含電子書及電子期刊)檢索人次
105,私立,技專校院,1166,亞東技術學院,19811,9138,2585,21249,45160,20852,13343,26511,10347,21906,23525,52,0,38262,171889,9573,16,358,103,755,5336,13563,82333
105,私立,技專校院,1168,南亞技術學院,9527,5382,3429,19311,43734,22230,9532,22234,16317,71564,0,81,0,37642,18453,7974,34,519,118,787,11951,24652,68944
105,私立,技專校院,1179,德霖技術學院,4858,5029,2509,22706,49013,36509,8316,27511,9948,27100,12814,90,0,21753,100985,6789,83,498,82,548,22966,41554,32026
105,私立,技專校院,1182,蘭陽技術學院,3500,9619,4263,19056,32974,21175,9200,31499,7414,14009,0,21,0,20,68376,3576,6,552,12,747,1071,7126,298
105,私立,技專校院,1183,黎明技術學院,8175,9568,3504,23596,43167,18370,15647,24295,8931,26857,5216,30,0,14680,583445,11479,10,372,0,272,3453,8431,140362
105,私立,技專校院,1184,東方設計學院,15566,8049,3950,22497,39884,22856,13876,37320,23245,32248,0,58,0,24,91617,19092,12,445,135,450,6203,19415,179213
105,私立,技專校院,1185,經國管理暨健康學院,16392,12859,5094,8672,37210,26781,12735,37184,10651,18198,0,128,4,37143,570660,9906,6,410,56,224,8851,35603,84994
105,私立,技專校院,1187,崇右技術學院,7824,8798,3662,10310,24881,31501,13734,30280,7136,15335,3636,37,0,1,8562,4746,6,659,103,126,7443,22605,41573
105,私立,技專校院,1188,大同技術學院,4612,13750,4347,13264,38895,34175,12657,33355,8174,13749,247,52,0,0,4751,12599,11,359,39,412,5167,23234,63071
105,私立,技專校院,1189,亞太創意技術學院,5652,6242,3370,21736,32411,19137,8261,22754,9035,20893,7477,61,4,956,80598,13488,5,238,9,202,3752,13206,112910
105,私立,技專校院,1192,臺灣觀光學院,3854,13629,4636,11553,34086,27465,16288,48369,11502,6647,0,45,0,0,338,5000,13,251,42,72,1976,8045,27529
105,私立,技專校院,1197,台北海洋技術學院,11773,5450,1891,18750,28375,22993,15455,23079,12944,16926,17715,40,0,16209,26483,8166,11,562,13,262,17911,37893,13051
105,私立,技專校院,1282,馬偕醫護管理專科學校,2267,8823,4475,10392,34195,21206,9134,28844,8408,23160,0,58,25,18494,86610,11225,9,210,74,624,15050,36149,65037
105,私立,技專校院,1283,仁德醫護管理專科學校,2153,9728,3229,9372,27658,14805,6614,26501,5106,12820,2309,50,0,29802,6181,2658,4,212,77,208,18819,72417,96643
105,私立,技專校院,1284,樹人醫護管理專科學校,2570,8432,3313,10681,22895,14267,8847,47160,7668,26686,1757,36,0,70238,16614,5920,10,335,24,252,13604,47178,90409
105,私立,技專校院,1285,慈惠醫護管理專科學校,2394,12591,3729,8324,32636,17115,7871,31508,6402,14317,3057,17,0,38,2152,4817,5,304,17,660,2815,13018,359347
105,私立,技專校院,1286,耕莘健康管理專科學校,4883,8846,3398,9469,27338,14137,7835,24681,6258,18899,2803,39,0,78,51887,9868,3,277,33,765,36663,44494,814594
105,私立,技專校院,1287,敏惠醫護管理專科學校,4169,7296,2428,6922,19447,15212,8145,19645,3733,6339,1184,40,1,14,8507,4302,8,203,56,238,7935,17082,310843
105,私立,技專校院,1288,高美醫護管理專科學校,1010,6247,2047,4242,21865,8734,3478,14340,3074,4533,2735,24,25,98,100,90,2,593,11,80,467,1139,22704
105,私立,技專校院,1289,育英醫護管理專科學校,1768,6383,1830,5335,18203,8899,5615,15538,3321,10378,292,50,0,47,743,10299,1,181,0,150,2474,7183,881665
105,私立,技專校院,1290,崇仁醫護管理專科學校,2694,6546,4528,6426,19340,10774,6384,18485,3705,9026,975,22,0,4730,6823,7150,5,173,26,432,9110,22828,155621
105,私立,技專校院,1291,聖母醫護管理專科學校,3389,6743,2074,8113,23906,11781,6299,17950,5588,1301,796,16,0,40,30288,2379,3,113,6,194,5520,18220,158384
105,私立,技專校院,1292,新生醫護管理專科學校,1972,7164,1922,5028,18722,13682,7675,20589,5119,11791,239,35,0,38,79702,3721,9,186,13,142,6361,17678,295402
