學年度,設立別 ,學校類別,學校代碼,學校名稱,中文圖書總類,哲學類,宗教類,科學類,應用科學類,社會科學類,史地類(含世界史地類),語言文學類,藝術類,外文圖書,,線上資料庫(種),光碟及其他類型資料庫(種),電子期刊(種),電子書(種),,報紙(種),期刊中日文(種),西文(種),圖書閱覽座位數,借書(含視聽資料及其他館藏)人次,圖書(含視聽資料及其他館藏)借閱冊數,線上及光碟資料庫(含電子書及電子期刊)檢索人次
102,私立,技專校院,1183,黎明技術學院,8050,8891,3132,22261,40790,17428,15067,22606,7578,25840,5050,29,0,9551,16463,9718,10,89,0,384,4847,12611,1198
102,私立,技專校院,1184,東方設計學院,15193,7648,3711,21685,37260,21670,13295,35161,20196,29550,0,52,0,46,64261,17581,11,425,155,450,9916,29812,229676
102,私立,技專校院,1185,經國管理暨健康學院,14632,12796,5120,9198,36770,26679,13267,35886,9794,17125,0,137,4,29989,544672,9298,6,487,90,224,9747,43728,64663
102,私立,技專校院,1187,崇右技術學院,7384,8116,3132,9180,22748,28104,11997,28964,4973,13199,3131,37,0,1,3586,4148,6,691,136,117,6879,23085,12134
102,私立,技專校院,1188,大同技術學院,4536,12979,4203,13015,36958,33416,11899,32112,7353,13606,247,45,0,0,76,11957,11,425,57,422,8595,28269,43534
102,私立,技專校院,1189,亞太創意技術學院,4671,5847,2424,21295,31160,18317,7811,21084,8017,20731,7477,84,4,956,72916,12928,7,405,52,202,7884,25551,9905
102,私立,技專校院,1190,高鳳數位內容學院,3520,11746,5181,8687,20570,17152,11112,31277,10464,11968,842,25,2,13,322,898,9,389,53,176,449,6743,513
102,私立,技專校院,1191,華夏技術學院,5039,7057,2356,29582,47532,17131,9288,25268,12351,27829,6090,71,4,11913,76393,7207,10,456,111,333,9350,31326,37330
102,私立,技專校院,1192,臺灣觀光學院,3911,13356,4612,11240,31946,27018,15579,47144,11014,5734,0,20,0,0,338,4625,11,421,62,72,3816,14114,8725
102,私立,技專校院,1194,台北海洋技術學院,11616,4523,1336,16221,24164,19014,13574,19214,7142,16095,16973,44,2,15634,26483,7773,11,394,24,226,15021,36651,12183
102,私立,技專校院,1281,康寧醫護暨管理專科學校,4414,10168,3168,12987,27477,28631,10249,27758,9844,15998,2628,30,0,9,1352,16232,6,273,18,166,5822,21325,123590
102,私立,技專校院,1282,馬偕醫護管理專科學校,2133,8062,4092,9873,30298,19829,8352,26099,6869,19107,0,25,73,17535,83023,10199,10,228,87,626,14310,39620,32222
102,私立,技專校院,1283,仁德醫護管理專科學校,1997,9336,3061,8063,30033,14019,7047,26559,4821,12311,2104,56,0,30047,0,1594,4,59,37,186,32421,89181,400727
102,私立,技專校院,1284,樹人醫護管理專科學校,2460,7948,3258,9698,20085,13719,8565,45665,6821,25808,1757,38,0,20438,1190,4820,10,394,34,252,21834,113803,77567
102,私立,技專校院,1285,慈惠醫護管理專科學校,2361,12220,3622,7829,29534,16293,7268,30534,5927,13631,2703,34,0,17129,1409,4582,5,354,34,600,4639,13886,181263
102,私立,技專校院,1286,耕莘健康管理專科學校,4841,8537,3271,9101,25179,13609,7380,23989,5840,17475,2517,54,0,0,4166,9031,10,231,37,717,35400,54797,379536
102,私立,技專校院,1287,敏惠醫護管理專科學校,4149,6918,2374,6690,17709,14689,7851,17236,3097,5875,1084,45,1,14,500,3375,8,196,46,238,9049,18497,61754
102,私立,技專校院,1288,高美醫護管理專科學校,993,5969,1990,4113,21129,8406,3375,13692,2724,4253,0,13,0,0,2,1532,3,180,12,78,981,5014,29801
102,私立,技專校院,1289,育英醫護管理專科學校,1835,6346,1853,5813,17464,8585,5328,14955,3479,10372,292,56,0,16,554,9683,3,150,0,150,4823,16187,398199
102,私立,技專校院,1290,崇仁醫護管理專科學校,2563,5797,4278,5717,16130,9646,5478,16201,2957,7644,918,22,0,5288,793,6112,6,184,23,398,13394,25297,67454
102,私立,技專校院,1291,聖母醫護管理專科學校,3122,5051,1843,6502,16791,10253,5615,14203,3579,1704,374,19,0,10,30288,6029,3,122,37,116,12908,20937,115392
102,私立,技專校院,1292,新生醫護管理專科學校,1930,6570,1830,4684,15971,12055,7120,18494,4763,11534,67,38,0,9,74455,2999,10,159,10,145,11009,42464,125668
103,公立,一般大學,1,國立政治大學,344643,53022,39767,33139,79533,318132,225344,212088,19883,635508,231717,276,37,66416,655740,27421,430,1946,1476,2969,211611,634833,2622839
103,公立,一般大學,2,國立清華大學,63661,27381,18149,48597,62094,98645,98646,118663,32524,351933,310591,424,10,99454,1919946,87565,45,1906,1220,2480,137800,489354,266236
103,公立,一般大學,3,國立臺灣大學,137874,67205,41378,109529,310225,408032,268531,267657,84612,2318520,868060,565,0,52089,2851396,173321,27,2797,5176,3747,205298,635138,30704318
103,公立,一般大學,4,國立臺灣師範大學,139576,71168,22846,61357,74565,247055,154643,209336,68931,498951,126885,390,4,69994,2429546,46374,21,1181,1408,1182,106412,301937,6770947
103,公立,一般大學,5,國立成功大學,181087,33807,21482,43038,106562,123252,100091,126376,40241,572886,427635,539,25,61134,671256,52368,22,2088,593,3130,152566,814613,7102784
103,公立,一般大學,6,國立中興大學,107559,23397,10006,50239,87384,93540,63455,89901,20018,260008,143256,391,0,42250,840783,70701,17,1333,255,2047,81733,163728,2058686
103,公立,一般大學,7,國立交通大學,93498,17475,9718,60894,73187,78040,38922,64656,36981,352314,166752,295,0,76211,609894,64721,19,991,1630,1316,119136,305114,4912230
103,公立,一般大學,8,國立中央大學,87526,22879,15315,26081,42684,71561,55801,80868,24717,257058,153726,423,0,56162,590729,54557,21,1311,1108,1485,83737,223795,1488714
103,公立,一般大學,9,國立中山大學,120618,26929,12602,36773,65922,87820,61475,99523,30697,376469,130950,252,29,96422,128812,25120,13,406,594,1051,61204,203282,851772
103,公立,一般大學,12,國立臺灣海洋大學,38118,13915,3669,32989,48822,47618,23478,42753,12551,101869,74480,283,3,59988,166934,12519,10,921,233,593,25967,173516,602387
103,公立,一般大學,13,國立中正大學,89243,29169,20364,30157,62456,130450,78115,114315,39780,386527,0,197,0,75105,413904,26100,17,1027,602,1756,115566,223219,714932
103,公立,一般大學,14,國立高雄師範大學,106525,18927,6452,20203,27282,79044,42826,72399,28259,185985,83963,140,0,38126,544491,10553,13,1022,115,1095,43695,323065,774462
103,公立,一般大學,15,國立彰化師範大學,44923,17497,7553,20949,39865,72903,29794,51074,14762,130113,0,98,0,84724,120267,30265,10,671,145,1215,37849,123573,2290395
103,公立,一般大學,16,國立陽明大學,13501,8557,2473,10677,27606,17244,11450,29798,7419,81901,61777,180,0,18359,106756,20152,7,257,61,430,29165,59826,970790
103,公立,一般大學,17,國立臺北大學,42167,8801,4229,7178,17675,64696,27670,34871,6553,165657,34920,154,11,63935,187367,4296,7,167,115,677,26179,58510,719828
103,公立,一般大學,18,國立嘉義大學,41894,25754,10068,51697,83834,153175,29592,99781,32338,144065,48929,168,1,60602,733854,24649,19,1019,250,1290,71148,133016,63461
103,公立,一般大學,19,國立高雄大學,9992,15163,6303,15816,38350,50787,20932,55079,20204,53832,20056,99,19,23436,391708,17052,10,462,164,930,54751,143182,188433
103,公立,一般大學,20,國立東華大學,75927,49699,22528,50905,87137,195472,105594,170920,61033,195514,79812,236,33,75072,993445,87012,29,3154,2621,1053,88657,466605,504783
103,公立,一般大學,21,國立暨南國際大學,37260,17954,9745,9304,18986,66596,59169,64333,12873,122274,70379,396,0,66629,139554,19179,23,308,57,1446,34372,89782,55192
103,公立,一般大學,28,國立臺北藝術大學,16567,5590,4992,3680,3260,16258,23326,44445,39561,67490,371,121,16,13785,63253,71704,6,415,173,298,19606,65534,46277
103,公立,一般大學,29,國立臺灣藝術大學,29149,5523,2388,3153,11441,16509,17019,22441,66346,40919,10694,88,0,19198,34616,23652,16,451,130,425,34181,88341,593904
103,公立,一般大學,30,國立臺東大學,47827,16503,5459,19654,23935,122645,30122,114915,24712,187984,30716,194,16,29363,248739,19305,16,641,102,368,37521,148078,165812
103,公立,一般大學,31,國立宜蘭大學,21608,7925,4505,24163,58350,33954,19444,30540,12287,48580,0,125,4,22600,400637,11641,14,961,140,804,16405,38363,231436
103,公立,一般大學,32,國立聯合大學,9703,9965,4050,22695,45841,34739,19326,31493,16907,49876,14632,76,8,114894,225675,9861,15,465,112,474,17481,41362,616429
103,公立,一般大學,35,國立臺南藝術大學,6221,4389,4466,1576,3784,13850,22002,15799,33218,83087,19544,118,2,50993,1860660,28269,11,340,203,234,21634,83292,31566
103,公立,一般大學,36,國立臺南大學,44309,20726,9564,28778,26401,139141,36668,68896,37942,85536,29696,122,1,30042,327976,28834,19,1083,347,501,29027,131806,320293
103,公立,一般大學,37,國立臺北教育大學,40777,22143,6861,28877,24764,141629,36507,81731,31230,85690,27297,179,3,17599,427797,20638,16,884,114,725,49850,199158,303268
103,公立,一般大學,38,國立新竹教育大學,32821,14863,4971,19907,15431,98854,24390,65899,27075,45629,24116,110,1,25734,666404,29571,13,531,314,675,41441,63394,163600
103,公立,一般大學,39,國立臺中教育大學,40950,18904,5077,22485,25324,71540,31006,71421,27308,86654,0,110,7,23693,346237,23217,12,571,54,432,41280,152313,400721
103,公立,一般大學,44,國立體育大學,3108,13933,2516,6273,23182,44126,8746,18558,7448,30419,12966,8,41,6150,5804,10221,7,210,121,240,7171,21777,72693
103,公立,一般大學,48,國立金門大學,7343,6942,3715,7233,24249,30296,16149,20691,10216,17544,3735,7,0,75516,95982,1074,7,366,17,456,8835,22184,39870
103,公立,一般大學,49,國立臺灣體育運動大學,15751,11038,3002,9987,26194,53183,14896,30952,17039,31283,0,42,1,6133,134438,19458,10,238,138,240,6215,26197,44922
103,公立,一般大學,52,國立屏東大學,49504,32619,12526,40270,58108,184025,45062,132610,39772,109184,21262,183,5,44439,156151,42235,30,2532,560,1671,72081,212169,9961921
103,公立,一般大學,3002,臺北市立大學,50164,21099,4754,23592,26763,98678,30864,63289,26535,77820,7324,351,0,41349,105274,22500,26,555,134,587,29066,79762,1085166
103,公立,技專校院,22,國立臺灣科技大學,36786,16520,4847,22243,47978,33086,20202,44384,13556,91048,73372,244,3,41085,679236,16268,10,923,2362,646,131181,275439,1011775
103,公立,技專校院,23,國立雲林科技大學,35398,16320,8782,22759,56575,52967,29342,55531,29531,80612,41092,115,0,44579,1054276,13089,13,2093,1403,1500,121857,246386,681633
103,公立,技專校院,24,國立屏東科技大學,12373,11956,6398,30224,85139,49262,21858,35170,14418,48942,62984,81,0,29,350000,16754,9,803,393,845,60675,122096,410300
103,公立,技專校院,25,國立臺北科技大學,42765,11924,3851,37671,73547,35615,21289,34252,18687,94012,34361,257,0,42379,777746,11744,8,421,111,1222,67952,138233,503778
103,公立,技專校院,26,國立高雄第一科技大學,4425,12351,5810,23697,52263,51761,15972,41443,12952,68029,36951,278,5,27148,355915,25678,16,1887,1327,1258,35744,97003,3138082
103,公立,技專校院,27,國立高雄應用科技大學,16104,10811,3942,26016,48760,37455,11502,25040,8557,60944,29062,124,0,57453,717291,8455,4,513,153,349,26791,87675,284874
103,公立,技專校院,33,國立虎尾科技大學,11496,7423,2822,21162,55671,19445,9117,24709,9551,39227,19724,146,0,36874,252278,5904,18,781,137,828,17844,54370,1534453
103,公立,技專校院,34,國立高雄海洋科技大學,14745,9827,3450,24459,52117,34453,18369,42832,10074,49882,41851,282,26,36094,124628,9394,27,1043,96,628,39597,81555,279305
103,公立,技專校院,42,國立澎湖科技大學,3840,12216,4360,25593,39283,32311,12952,34093,11979,24755,4414,55,1,52653,146174,10535,14,1182,253,470,22940,53984,211488
103,公立,技專校院,43,國立勤益科技大學,9715,12691,4045,19745,54820,31110,21883,41623,11296,37199,0,112,5,36208,319650,13379,11,1393,349,848,54065,115269,342312
103,公立,技專校院,46,國立臺北護理健康大學,35111,9579,2882,14480,36556,26254,10670,30980,11020,83125,0,93,0,49950,93006,41881,18,224,46,360,26476,89088,113693
103,公立,技專校院,47,國立高雄餐旅大學,10134,11276,4056,5687,37554,26419,17406,39097,12091,21384,0,202,0,57922,286637,11691,18,459,96,608,40457,91953,353808
103,公立,技專校院,50,國立臺中科技大學,32534,20014,5708,20226,52028,48321,25685,58999,19114,51346,19445,219,15,92413,662922,14416,21,1280,174,1230,87634,170924,686208
103,公立,技專校院,51,國立臺北商業大學,20297,8224,1765,15643,33517,34655,9400,31153,7958,36893,5028,48,1,45122,92152,601,13,275,16,590,40513,65778,188756
103,公立,技專校院,136,國立屏東商業技術學院,10221,13367,6329,16062,38173,49769,16308,54648,14676,50496,55,54,5,17760,68918,11623,11,461,6,483,16882,46573,136971
103,公立,技專校院,144,國立臺灣戲曲學院,3459,7893,2436,3461,10430,12459,10107,37717,21956,5815,0,51,0,9514,4820,10136,10,145,8,200,2751,5707,2262
103,公立,技專校院,221,國立臺南護理專科學校,4243,7045,1616,5870,18829,12621,9055,18700,4010,5020,4340,69,0,18520,10051,6088,3,185,21,112,5634,11625,75933
103,公立,技專校院,222,國立臺東專科學校,3880,5669,1543,7819,22760,9323,5970,17022,7003,3230,159,49,56,17,3652,1390,5,194,3,116,4183,11729,3272
103,私立,一般大學,1001,東海大學,74678,47738,23059,21070,49123,121370,94016,114658,34047,271421,128937,193,5,58882,541585,51170,22,836,361,1925,90059,250321,1601697
103,私立,一般大學,1002,輔仁大學,75630,43429,26840,25223,80254,140061,78901,125449,30531,391279,156103,616,4,54098,1437256,64149,18,1673,1104,2043,210149,399947,6075494
103,私立,一般大學,1003,東吳大學,88884,26203,14735,17748,35156,153614,72274,108156,21546,321551,0,238,0,40842,1132119,40030,14,1006,301,2656,101233,250980,2267304
103,私立,一般大學,1004,中原大學,17856,29972,22517,49480,102384,120335,34062,71894,34420,233743,0,249,38,29701,1111192,44394,12,1080,307,1481,117992,295967,999320
103,私立,一般大學,1005,淡江大學,84508,46440,15415,68890,109922,184538,101146,163780,35274,482515,0,583,30,69970,2234739,63849,33,1313,973,3145,189632,428805,518743
103,私立,一般大學,1006,中國文化大學,127312,56345,22381,64522,92782,163886,130157,157710,68610,416860,0,201,6,34432,297857,53546,17,3533,3459,1792,88430,305107,1470808
103,私立,一般大學,1007,逢甲大學,51318,31233,11735,57857,125952,118703,57949,91237,29393,187598,90630,238,48,45436,851202,45405,15,973,335,1332,122629,283892,1599766
103,私立,一般大學,1008,靜宜大學,66001,33093,17976,34921,63969,100021,53103,128304,31697,215032,0,335,9,32577,572599,41025,29,3122,1797,2053,74772,174171,2040735
103,私立,一般大學,1009,長庚大學,11799,10188,1917,13124,46761,32366,12699,30504,9604,216044,0,210,2,122140,159993,27437,15,375,1371,1263,46157,145703,2552179
103,私立,一般大學,1010,元智大學,34057,20464,9864,26842,46841,56584,28847,88904,24912,94833,33797,154,3,49981,289285,34376,12,658,401,1070,50559,135332,625921
103,私立,一般大學,1011,中華大學,14535,12198,4747,24220,42707,38803,14154,35332,16961,70897,0,100,1,38162,176303,12156,12,586,53,895,20797,52559,350216
103,私立,一般大學,1012,大葉大學,28283,18018,6852,33275,67466,55620,20853,52081,20300,74046,38013,189,3,61600,358459,24091,15,885,261,995,38181,142310,548813
103,私立,一般大學,1013,華梵大學,38106,16852,21359,11634,23091,25240,18633,32076,21022,53164,1249,40,25,9537,94036,6488,7,1375,569,600,18726,83891,19378
103,私立,一般大學,1014,義守大學,24136,15995,4782,42297,63057,48213,18402,41494,13350,75630,33567,203,0,68134,673589,12348,24,482,123,3080,83153,127023,3048734
103,私立,一般大學,1015,世新大學,43347,23906,7701,18265,27755,83031,47560,91685,36908,117499,59266,305,137,51806,3972,21514,17,2608,3401,1042,67156,135895,455192
103,私立,一般大學,1016,銘傳大學,83366,42154,12694,47148,102381,134219,61834,136519,41513,166919,36419,222,4,59583,1316280,90117,20,1565,183,1320,83471,238905,1654391
103,私立,一般大學,1017,實踐大學,28663,17002,5596,17588,48156,66282,23515,51811,28254,80781,9426,137,20,47060,410456,26122,20,1535,703,838,61470,131595,137489
103,私立,一般大學,1019,高雄醫學大學,11220,12626,3554,12135,32302,25417,12182,38185,12844,154957,0,128,7,27454,71419,13919,12,1130,2118,1201,47067,132895,276562
103,私立,一般大學,1020,南華大學,18360,22309,22844,13754,31177,47331,30878,78185,29358,69247,19838,258,2,36997,1591155,35915,12,2619,1482,748,62328,659364,34481
103,私立,一般大學,1021,真理大學,47418,21396,17439,24319,54633,66724,31914,59602,25358,84964,0,163,0,38448,274611,3271,18,326,15,861,17526,52578,14125
103,私立,一般大學,1022,大同大學,9578,5950,2563,15670,27856,21237,13297,22066,7676,52504,36632,116,3,16804,118899,6512,10,87,137,604,9869,22289,90786
103,私立,一般大學,1027,慈濟大學,8835,14844,15301,11955,33824,35915,18982,46923,13559,64094,52869,213,1,47975,53011,19384,16,478,83,868,38519,75633,474978
103,私立,一般大學,1028,臺北醫學大學,1830,4378,2433,6022,17826,9286,5809,17531,2673,46371,38701,108,0,17312,83967,9568,7,479,54,660,44043,201885,766051
103,私立,一般大學,1029,中山醫學大學,9491,8538,3453,11824,37812,21350,10509,25112,5994,60254,82660,109,6,22523,692386,16445,9,204,20,495,41057,103309,1719405
103,私立,一般大學,1033,長榮大學,13604,20115,11251,30962,54013,64684,22528,57111,19241,71486,0,191,2,32815,162010,17308,15,1223,247,1007,39561,179500,596872
103,私立,一般大學,1035,中國醫藥大學,12616,10335,3809,13267,68419,18099,14653,35284,9734,52547,33858,117,20,28124,276690,18881,12,1094,1020,1104,58767,143477,478283
103,私立,一般大學,1039,玄奘大學,18986,17342,28849,12900,26314,59160,25826,45942,16561,60790,6149,118,0,24035,166814,8061,12,952,11,524,19963,58345,362552
103,私立,一般大學,1048,亞洲大學,10080,34634,12500,29602,71764,82533,30237,96618,20570,91703,23395,249,1,34254,1096719,9667,7,960,180,589,115361,281254,460106
103,私立,一般大學,1049,開南大學,11218,15788,7034,19487,49511,80691,20083,43375,11561,71552,671,135,0,58411,70248,4940,9,406,138,1067,24251,37847,224638
103,私立,一般大學,1050,佛光大學,31629,13069,19104,6076,10944,31032,27390,42813,14052,58817,14037,128,33,38200,888160,13040,9,488,270,696,14666,42406,268511
103,私立,一般大學,1058,明道大學,7776,9936,14890,40761,38155,11944,11661,69708,20758,53190,3544,45,0,12929,61294,3550,20,669,80,300,24996,70974,6928
103,私立,一般大學,1059,康寧大學,5880,10988,3881,17354,37302,29843,12196,33132,12699,25878,9452,50,0,12030,49049,7302,5,353,61,68,3750,14266,20246
103,私立,一般大學,1067,台灣首府大學,12033,42316,17262,41233,132478,91464,49260,149637,47726,36163,0,89,0,7,17,15420,11,601,4,300,20208,72678,23636
103,私立,一般大學,1125,興國管理學院,5385,13185,6611,15644,36940,40966,14677,40045,10310,41154,5068,61,0,20,66713,3580,1,475,70,637,1826,8950,5428
103,私立,一般大學,1176,稻江科技暨管理學院,5756,16619,5607,14230,34946,40087,15249,46293,23085,38107,393,78,2,10268,83351,3573,10,447,42,272,11826,22499,121086
103,私立,一般大學,1195,馬偕醫學院,385,2011,488,1573,6680,2256,2190,11078,1810,8869,518,16,56,11758,252,1126,4,52,49,122,2658,9154,89495
103,私立,一般大學,1196,法鼓文理學院,3354,2271,27613,767,779,1685,4369,2633,736,25070,7589,37,39,7082,753,13058,8,438,115,129,3035,8616,12257
103,私立,一般大學,1R02,基督教台灣浸會神學院,427,2062,20230,168,883,2822,2704,2217,1802,27511,3523,9,0,65,246,9083,7,226,75,180,3008,9317,2042
103,私立,一般大學,1R03,臺北基督學院,2062,2496,7540,1776,1683,7892,3769,8924,2274,21430,8164,10,0,4857,270000,3017,9,98,21,56,1935,4243,1665
103,私立,技專校院,1018,朝陽科技大學,10795,24482,11981,39477,71909,88923,26060,75960,27471,104203,0,226,10,38498,649874,49778,21,704,161,1048,56851,330819,140468
103,私立,技專校院,1023,南臺科技大學,39423,12578,4927,29673,61563,50189,24333,55846,20129,73106,18248,188,0,25137,842540,24967,18,517,158,1699,72750,204959,89761
103,私立,技專校院,1024,崑山科技大學,20952,17437,6784,26077,59723,43049,20580,56403,20426,32070,35429,220,4,61946,3587299,17506,14,906,221,2000,22371,72347,220400
103,私立,技專校院,1025,嘉南藥理大學,35934,20207,6985,27266,65293,43836,21294,51087,17682,48726,3821,154,2,2198,105471,29488,14,1096,344,1460,64053,133371,364850
103,私立,技專校院,1026,樹德科技大學,16942,22625,9360,22423,54799,54001,24662,65581,27615,63607,0,72,0,258,101282,19191,13,551,134,500,51514,139577,146030
103,私立,技專校院,1030,龍華科技大學,4701,17262,6431,44303,81643,43877,17765,57271,13904,59196,9758,220,0,33888,131131,8223,13,239,76,700,61201,120723,525443
103,私立,技專校院,1031,輔英科技大學,6708,14285,6763,19668,50086,30513,14141,49412,11234,33568,20360,105,0,32073,70627,9899,6,707,196,405,34889,109083,750076
103,私立,技專校院,1032,明新科技大學,11088,10649,3847,27142,45806,37166,15052,49736,9831,70350,8447,113,0,35672,256750,29222,8,505,15,738,44170,142005,256610
103,私立,技專校院,1034,弘光科技大學,8895,18633,5925,24090,54834,44758,19006,62972,13326,34941,0,79,0,19800,6696,13572,17,522,210,412,93700,127806,351545
103,私立,技專校院,1036,健行科技大學,12429,7467,3741,35620,63707,26187,14177,26228,7181,62349,8189,206,0,46970,130951,33587,11,659,112,638,30776,92663,256823
103,私立,技專校院,1037,正修科技大學,14001,8702,3630,33053,71770,39063,12501,37142,14734,55638,10680,27,0,8090,16467,20693,11,707,91,1280,33326,75104,103857
103,私立,技專校院,1038,萬能科技大學,11236,13641,2870,35298,64337,26428,17024,42792,16143,59590,11741,159,36,67124,4759,14706,12,351,80,619,64888,76659,125840
103,私立,技專校院,1040,建國科技大學,17252,16134,7178,27562,68883,33976,20960,53444,22159,46057,0,107,5,22046,261209,15858,15,698,121,438,58192,168897,80944
103,私立,技專校院,1041,明志科技大學,9686,4725,1323,15861,29210,14785,8170,20646,7480,37718,19679,39,0,17259,528144,2594,7,147,38,407,10189,35612,93225
103,私立,技專校院,1042,高苑科技大學,5463,12755,5261,30573,65119,37990,17901,40005,19040,38899,23887,107,3,30106,45893,25550,14,540,17,806,28376,80581,62274
103,私立,技專校院,1043,大仁科技大學,9524,10978,4833,24081,58669,30111,16142,52222,17495,32829,0,165,7,16405,204830,10650,15,570,174,870,30070,75176,208812
103,私立,技專校院,1044,聖約翰科技大學,11873,14085,11746,44784,44981,27830,17764,32848,15499,34063,0,129,6,21007,31371,11456,15,319,141,627,14999,50858,121409
103,私立,技專校院,1045,嶺東科技大學,17479,18177,4784,26145,51961,59415,21110,63220,18153,44430,0,103,4,28863,382031,8192,16,758,174,891,46634,105691,160349
103,私立,技專校院,1046,中國科技大學,8487,13228,3328,32857,67084,47113,16842,48745,22795,37454,7735,48,0,59,6500,9548,9,343,119,915,51352,151713,99543
103,私立,技專校院,1047,中臺科技大學,8948,14795,7380,25916,61330,38145,14266,48032,19121,52669,0,120,0,42668,23846,14712,10,662,186,1129,41676,89464,630019
103,私立,技專校院,1051,台南應用科技大學,13571,13664,4509,12211,47071,47594,18998,50631,35485,67980,13839,86,11,1448,104602,27357,20,632,348,1374,81221,251348,299505
103,私立,技專校院,1052,遠東科技大學,11016,8139,3861,46189,60540,25414,11773,39879,13362,34379,1087,71,6,32058,2324889,9053,12,868,133,1006,53050,174500,181053
103,私立,技專校院,1053,元培醫事科技大學,6381,13737,6783,23914,50738,29696,13771,43070,12443,39341,18748,138,14,21124,309120,7114,7,630,34,637,25674,70917,379482
103,私立,技專校院,1054,景文科技大學,10704,10425,5182,28126,45108,53158,15928,43598,14077,63682,0,142,0,59318,75843,17500,12,487,132,822,49146,117411,500622
103,私立,技專校院,1055,中華醫事科技大學,4488,12643,4995,17410,50779,27167,12171,40675,9714,16902,17200,88,0,28695,241532,8060,5,435,148,338,18755,41722,388146
103,私立,技專校院,1056,東南科技大學,10428,13461,3507,28193,47570,28255,14142,35503,14513,28579,5192,135,0,2160,20541,8244,7,649,58,606,20362,38524,105555
103,私立,技專校院,1057,德明財經科技大學,19292,12952,2809,22100,39064,57728,18316,39404,13064,29492,33822,259,10,68655,94751,13954,12,830,340,661,51859,72258,286644
103,私立,技專校院,1060,南開科技大學,9478,10860,3123,18547,34092,25949,17675,41081,14703,21148,19457,136,0,32272,212774,12077,15,480,171,600,25440,42752,171361
103,私立,技專校院,1061,中華科技大學,7178,8140,3295,20759,39406,21547,10984,26424,7308,49157,6520,44,0,38737,104919,4145,10,690,102,792,13132,20532,56105
103,私立,技專校院,1062,僑光科技大學,16561,8681,2821,17230,32660,44958,14055,29332,7978,33645,11103,68,5,79989,118342,9434,12,898,304,676,84139,173199,274930
103,私立,技專校院,1063,育達科技大學,8340,15400,5477,21466,49900,67761,21616,60996,13973,41752,7538,77,0,40824,139950,17105,8,764,94,832,73548,123820,31886
103,私立,技專校院,1064,美和科技大學,15613,12849,4431,20698,55750,51218,16948,43948,14918,35994,0,68,0,460,15190,16798,4,513,176,746,47054,156863,1167589
103,私立,技專校院,1065,吳鳳科技大學,6238,11133,3366,29333,45736,31660,15094,40406,16309,36204,7410,117,0,60532,82344,8434,7,639,81,398,15133,57939,32151
103,私立,技專校院,1066,環球科技大學,9462,14977,4441,21756,45555,45827,19644,49840,27953,41386,0,72,0,40081,65997,10782,10,475,96,388,41430,106263,57633
103,私立,技專校院,1068,中州科技大學,6733,9563,3263,38906,69499,27876,10393,59700,52215,26073,8252,38,0,3916,46041,10702,12,667,122,580,9494,118204,27880
103,私立,技專校院,1069,修平科技大學,8596,12442,3671,22810,62770,30059,17450,41639,9538,33647,516,193,114,46234,54242,18404,20,699,103,710,10655,41965,44789
103,私立,技專校院,1070,長庚科技大學,3490,19090,2866,18053,61189,26063,11680,43907,10567,40420,0,53,0,22801,18883,29097,17,463,183,967,10691,106909,605407
103,私立,技專校院,1071,臺北城市科技大學,10077,8936,1966,24836,45154,20674,12756,36949,9521,18758,21647,68,0,17491,117520,7387,10,863,139,1124,9354,23010,27552
103,私立,技專校院,1072,大華科技大學,15785,7752,3557,28434,50291,38039,16202,30816,15371,24673,0,113,42,17731,83939,16194,10,244,142,995,5239,18467,70270
103,私立,技專校院,1073,醒吾科技大學,8158,11640,4645,14208,32803,36184,19829,39195,11112,22089,7327,45,4,33215,93897,6986,9,289,92,1191,16654,52204,92480
103,私立,技專校院,1074,南榮科技大學,4386,6615,2657,23938,49367,19233,9722,30294,12618,24994,0,51,0,80,53228,3405,10,501,70,466,7936,49692,2016
103,私立,技專校院,1075,文藻外語大學,10669,9556,5400,8254,13707,24350,17707,42590,11613,146400,0,171,0,48419,399880,58957,37,756,496,909,70312,229583,620254
103,私立,技專校院,1076,華夏科技大學,5047,7196,2411,30149,48847,17603,9410,25828,12765,28148,6286,79,4,16783,92401,7264,10,456,111,333,9530,35191,88013
103,私立,技專校院,1148,大漢技術學院,5721,7881,2967,20599,39196,36339,13478,24432,8180,14493,5392,66,0,7,3,4376,2,129,7,254,4457,10748,12200
103,私立,技專校院,1150,慈濟技術學院,6437,17262,10111,17433,58053,40949,16479,43179,13955,35436,9502,132,0,21048,24503,25871,10,354,156,575,39833,101517,61639
103,私立,技專校院,1159,和春技術學院,4216,12074,5208,23616,36557,30421,13421,56263,11104,16649,5461,79,5,19167,47573,10142,10,648,75,470,6058,13010,39161
103,私立,技專校院,1164,致理技術學院,10842,11903,4102,21087,37649,52827,16239,48225,11227,30249,7085,148,2,28521,101197,14047,10,1229,425,729,72520,152492,132966
103,私立,技專校院,1166,亞東技術學院,19717,9055,2576,21198,44842,20686,13186,26153,9805,21457,18997,58,0,62117,165155,9363,17,311,28,755,6966,19477,80082
103,私立,技專校院,1168,桃園創新技術學院,9458,5103,2556,18712,40740,20901,9156,21221,15078,70228,0,82,0,27363,17662,7433,34,484,169,893,21120,52685,117930
