學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),學費收費基準,雜費收費基準,備註
109,公立,一般大學,0030,國立臺東大學,10141034,運動競技學士學位學程,學士班(日間),15650,9840,
109,公立,一般大學,0030,國立臺東大學,10151031,文化資源與休閒產業學系,學士班(日間),15550,6430,
109,公立,一般大學,0030,國立臺東大學,10152035,身心整合與運動休閒產業學系,學士班(日間),15550,6430,
109,公立,一般大學,0031,國立宜蘭大學,02311001,外國語文學系,學士班(日間),15887,6940,
109,公立,一般大學,0031,國立宜蘭大學,03111007,應用經濟與管理學系,學士班(日間),15887,6940,
109,公立,一般大學,0031,國立宜蘭大學,07111023,化學工程與材料工程學系,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,07121024,環境工程學系,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,07141011,電機工程學系,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,07141012,電子工程學系,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,07141013,資訊工程學系,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,07151017,機械與機電工程學系,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,07151019,生物機電工程學系,學士班(日間),16042,10044,
109,公立,一般大學,0031,國立宜蘭大學,07211033,食品科學系,學士班(日間),16042,10044,
109,公立,一般大學,0031,國立宜蘭大學,07321021,土木工程學系,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,07321021,土木工程學系原住民專班,學士班(日間),16035,10267,
109,公立,一般大學,0031,國立宜蘭大學,08112030,生物技術與動物科學系,學士班(日間),16042,10044,
109,公立,一般大學,0031,國立宜蘭大學,08121031,園藝學系,學士班(日間),16042,10044,
109,公立,一般大學,0031,國立宜蘭大學,08199037,生物資源學院原住民專班,學士班(日間),16042,10044,
109,公立,一般大學,0031,國立宜蘭大學,08211036,森林暨自然資源學系,學士班(日間),16042,10044,
109,公立,一般大學,0031,國立宜蘭大學,10152038,休閒產業與健康促進學系,學士班(日間),15887,6940,
109,公立,一般大學,0032,國立聯合大學,02122005,文化創意與數位行銷學系,學士班(日間),14485,7800,
109,公立,一般大學,0032,國立聯合大學,02123006,工業設計學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,02123044,原住民學士學位學程專班,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,02321001,臺灣語文與傳播學系,學士班(日間),14485,7800,
109,公立,一般大學,0032,國立聯合大學,02323002,華語文學系,學士班(日間),14485,7800,
109,公立,一般大學,0032,國立聯合大學,04121014,財務金融學系,學士班(日間),14690,7910,
109,公立,一般大學,0032,國立聯合大學,04131011,經營管理學系,學士班(日間),14690,7910,
109,公立,一般大學,0032,國立聯合大學,06131016,資訊管理學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,06131020,資訊工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07111028,化學工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07112029,材料科學工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07121034,環境與安全衛生工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07132035,能源工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07141017,電機工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07141018,電子工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07141019,光電工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07151025,機械工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07311040,建築學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,07321027,土木與防災工程學系,學士班(日間),16900,9100,
109,公立,一般大學,0032,國立聯合大學,10151042,文化觀光產業學系,學士班(日間),14485,7800,
109,公立,技專校院,0033,國立虎尾科技大學,02112002,多媒體設計系,學士班(日間),15611,6386,
109,公立,技專校院,0033,國立虎尾科技大學,02112002,多媒體設計系,學士班(日間),15611,6386,
109,公立,技專校院,0033,國立虎尾科技大學,02311001,應用外語系,學士班(日間),15611,6386,
109,公立,技專校院,0033,國立虎尾科技大學,04121005,財務金融系,學士班(日間),15611,6386,
109,公立,技專校院,0033,國立虎尾科技大學,04131003,企業管理系,學士班(日間),15611,6386,
109,公立,技專校院,0033,國立虎尾科技大學,05121007,生物科技系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,06131008,資訊管理系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,06131013,資訊工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,06131013,資訊工程科,五專,7501 - 10350,7603 - 9113,
109,公立,技專校院,0033,國立虎尾科技大學,07112025,材料科學與工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07141009,電機工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07141009,電機工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07141010,電子工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07141010,電子工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07141010,電子工程科,二專(日間),10350,9113,
109,公立,技專校院,0033,國立虎尾科技大學,07141011,光電工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07151014,自動化工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07151016,動力機械工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07151019,機械設計工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07151020,機械與電腦輔助工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07151032,精密機械工程科,五專,7501 - 10350,7603 - 9113,
109,公立,技專校院,0033,國立虎尾科技大學,07161017,車輛工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07162018,飛機工程系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07162018,飛機工程系航空電子組,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07162018,飛機工程系機械組,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07162033,航空維修學士學位學程,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,07191006,工業管理系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,08111034,農業科技系,學士班(日間),15712,10036,
109,公立,技專校院,0033,國立虎尾科技大學,10199030,休閒遊憩系,學士班(日間),15611,6386,
109,公立,一般大學,0035,國立臺南藝術大學,02141020,材質創作與設計系,學士班(日間),15990,11000,「使用費」及「代辦費」項目，依各經管單位規定另外收取。
109,公立,一般大學,0035,國立臺南藝術大學,02151001,音樂學系,學士班(日間),15990,11000,"音樂類個別指導費:16,416元(主修)；6,840元(加修副修0.5學分)；「使用費」及「代辦費」項目，依各經管單位規定另外收取。"
109,公立,一般大學,0035,國立臺南藝術大學,02151002,中國音樂學系,學士班(日間),15990,11000,"音樂類個別指導費:16,416元(含主副修)；「使用費」及「代辦費」項目，依各經管單位規定另外收取。"
109,公立,一般大學,0035,國立臺南藝術大學,02151003,應用音樂學系,學士班(日間),15990,11000,"音樂類個別指導費:13,680元/每學分；「使用費」及「代辦費」項目，依各經管單位規定另外收取。"
109,公立,一般大學,0035,國立臺南藝術大學,02191014,藝術史學系,學士班(日間),15990,11000,「使用費」及「代辦費」項目，依各經管單位規定另外收取。
109,公立,一般大學,0036,國立臺南大學,01111001,教育學系,學士班(日間),15440,6400,
109,公立,一般大學,0036,國立臺南大學,01113019,特殊教育學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,01121018,幼兒教育學系,學士班(日間),15440,6400,
109,公立,一般大學,0036,國立臺南大學,01141017,體育學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,02111030,視覺藝術與設計學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,02151027,音樂學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,02311032,英語學系,學士班(日間),15440,6400,
109,公立,一般大學,0036,國立臺南大學,02322031,國語文學系,學士班(日間),15440,6400,
109,公立,一般大學,0036,國立臺南大學,03131036,諮商與輔導學系,學士班(日間),15440,6400,
109,公立,一般大學,0036,國立臺南大學,03143037,文化與自然資源學系,學士班(日間),15440,6400,
109,公立,一般大學,0036,國立臺南大學,04131041,經營與管理學系,學士班(日間),15440,7350,
109,公立,一般大學,0036,國立臺南大學,04134040,行政管理學系,學士班(日間),15440,7350,
109,公立,一般大學,0036,國立臺南大學,05121044,生物科技學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,05212063,生態暨環境資源學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,05411047,應用數學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,06131052,資訊工程學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,06134024,數位學習科技學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,07112055,材料科學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,07132058,綠色能源科技學系,學士班(日間),15570,9760,
109,公立,一般大學,0036,國立臺南大學,07141049,電機工程學系,學士班(日間),15570,9760,
109,公立,一般大學,0037,國立臺北教育大學,01113003,特殊教育學系,學士班(日間),16140,10110,
109,公立,一般大學,0037,國立臺北教育大學,01114044,教育經營與管理學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,01131038,數學暨資訊教育學系,學士班(日間),16140,10110,
109,公立,一般大學,0037,國立臺北教育大學,01141002,體育學系,學士班(日間),16140,10110,
109,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,學士班(日間),16140,10110,
109,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,02122011,數位科技設計學系,學士班(日間),16140,10110,
109,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,學士班(日間),16140,10110,
109,公立,一般大學,0037,國立臺北教育大學,02311023,兒童英語教育學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,02322018,語文與創作學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,03131007,心理與諮商學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,學士班(日間),15980,6620,
109,公立,一般大學,0037,國立臺北教育大學,05399040,自然科學教育學系,學士班(日間),16140,10110,
109,公立,一般大學,0037,國立臺北教育大學,06131004,資訊科學系,學士班(日間),16140,10110,
109,公立,一般大學,0039,國立臺中教育大學,01111001,教育學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,01113022,特殊教育學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,01131008,科學教育與應用學系,學士班(日間),15270,9570,
109,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,學士班(日間),15270,9570,
109,公立,一般大學,0039,國立臺中教育大學,01131019,體育學系,學士班(日間),15270,9570,
109,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,學士班(日間),15270,9570,
109,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,學士班(日間),15270,9570,
109,公立,一般大學,0039,國立臺中教育大學,02151030,音樂學系,學士班(日間),15270,9570,
109,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,02321031,臺灣語文學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,03191037,區域與社會發展學系,學士班(日間),15140,6270,
109,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),15200,8750,
109,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,學士班(日間),15270,9570,
109,公立,一般大學,0039,國立臺中教育大學,06133041,數位內容科技學系,學士班(日間),15270,9570,
109,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,學士班(日間),14199,6195,
109,公立,技專校院,0042,國立澎湖科技大學,04132002,行銷與物流管理系,學士班(日間),14199,6195,
109,公立,技專校院,0042,國立澎湖科技大學,06131004,資訊管理系,學士班(日間),14199,6195,
109,公立,技專校院,0042,國立澎湖科技大學,07141005,電機工程系,學士班(日間),14327,9164,
109,公立,技專校院,0042,國立澎湖科技大學,07141007,資訊工程系,學士班(日間),14327,9164,
109,公立,技專校院,0042,國立澎湖科技大學,07141009,電信工程系,學士班(日間),14327,9164,
109,公立,技專校院,0042,國立澎湖科技大學,07211011,食品科學系,學士班(日間),14327,9164,
109,公立,技專校院,0042,國立澎湖科技大學,08312012,水產養殖系,學士班(日間),14327,9164,
109,公立,技專校院,0042,國立澎湖科技大學,10131014,餐旅管理系,學士班(日間),14199,6195,
109,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,學士班(日間),14199,6195,
109,公立,技專校院,0042,國立澎湖科技大學,10152022,海洋遊憩系,學士班(日間),14199,6195,
109,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,學士班(日間),14199,6195,
109,公立,技專校院,0043,國立勤益科技大學,02299005,文化創意事業系,學士班(日間),16000,7100,
109,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,學士班(日間),16000,7100,
109,公立,技專校院,0043,國立勤益科技大學,04131002,企業管理系,學士班(日間),16338,7128,
109,公立,技專校院,0043,國立勤益科技大學,04132003,流通管理系,學士班(日間),16338,7128,
109,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,學士班(日間),16338,7128,
109,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07111020,化工與材料工程系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07141011,電機工程系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,07312029,景觀系,學士班(日間),16485,10544,
109,公立,技專校院,0043,國立勤益科技大學,10152032,休閒產業管理系,學士班(日間),16338,7128,
109,公立,一般大學,0044,國立體育大學,10141005,球類運動技術學系,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10141007,技擊運動技術學系,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10141022,競技運動原住民專班,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10152016,體育學院體育推廣原住民專班,學士班(日間),14700,9170,
109,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),14700,9170,
109,公立,技專校院,0046,國立臺北護理健康大學,01141019,醫護教育暨數位學習系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,06131006,資訊管理系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09131021,護理助產及婦女健康系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09211015,高齡健康照護系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,10142017,運動保健系,學士班(日間),15211,11029,
109,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系,學士班(日間),15211,11029,
109,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131028,餐飲廚藝科,五專,8430 - 13306,6951 - 9693,"本校五專前三年學費8,430元、雜費6,951元；後二年學費13,306元、雜費9,693元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
109,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,學士班(日間),15346,6696,
109,公立,一般大學,0048,國立金門大學,02322001,華語文學系,學士班(日間),15346,6696,
109,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,學士班(日間),15346,6696,
109,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,學士班(日間),15346,6696,
109,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,學士班(日間),15346,6696,
109,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,學士班(日間),15484,9906,
109,公立,一般大學,0048,國立金門大學,07141017,電子工程學系,學士班(日間),15484,9906,
109,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,學士班(日間),15484,9906,
109,公立,一般大學,0048,國立金門大學,07211029,食品科學系,學士班(日間),15484,9906,
109,公立,一般大學,0048,國立金門大學,07311026,建築學系,學士班(日間),15484,9906,
109,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,學士班(日間),15484,9906,
109,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,學士班(日間),15484,9906,
109,公立,一般大學,0048,國立金門大學,09131031,護理學系,學士班(日間),16320,10441,
109,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,學士班(日間),16320,10441,
109,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,學士班(日間),15346,6696,
109,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,學士班(日間),15346,6696,
109,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),15346,6696,
109,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,10141004,球類運動學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,10141005,技擊運動學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,10152007,休閒運動學系,學士班(日間),14130,8850,
109,公立,一般大學,0049,國立臺灣體育運動大學,10152012,運動資訊與傳播學系,學士班(日間),14130,8850,
109,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,02123006,商業設計系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,02123006,商業設計系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,02123007,創意商品設計系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,02123007,創意商品設計菁英班,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,02124008,室內設計系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,02322001,應用中文系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04122028,財政稅務系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,04191009,商業經營系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,05421032,應用統計系,學士班(日間),14980,6540,
109,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,07141036,資訊工程系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,07141036,資訊工程科,五專,7020 - 9890,5660 - 6270,
109,公立,技專校院,0050,國立臺中科技大學,09131037,護理系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,09131037,護理系,學士班(日間),17960,7700,
109,公立,技專校院,0050,國立臺中科技大學,09131037,護理科,五專,7012 - 9702,6605 - 8104,
109,公立,技專校院,0050,國立臺中科技大學,09211038,老人服務事業管理系,學士班(日間),17960,7700,
