學年度,設立別,學校類別,學校統計處代碼,學校名稱,兼任教師數-教師總數,兼任教師數-教師總數男,兼任教師數-教師總數女,兼任教師數-教授男,兼任教師數-教授女,兼任教師數-副教授男,兼任教師數-副教授女,兼任教師數-助理教授男,兼任教師數-助理教授女,兼任教師數-講師男,兼任教師數-講師女,兼任教師數-其他教師男,兼任教師數-其他教師女,兼任助理教授以上總人數,兼任助理教授以上總人數男,兼任助理教授以上總人數女,兼任講師以上總人數,兼任講師以上總人數男,兼任講師以上總人數女
108,私立,技專校院,1066,環球學校財團法人環球科技大學,103,72,31,1,0,1,1,18,2,52,28,0,0,23,20,3,103,72,31
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,51,28,23,0,0,1,0,5,1,22,22,0,0,7,6,1,51,28,23
108,私立,技專校院,1068,中州學校財團法人中州科技大學,49,23,26,1,0,3,0,6,1,13,25,0,0,11,10,1,49,23,26
108,私立,技專校院,1069,修平學校財團法人修平科技大學,127,87,40,4,0,7,2,22,11,54,27,0,0,46,33,13,127,87,40
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,115,53,62,1,0,5,1,18,7,29,54,0,0,32,24,8,115,53,62
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,264,168,96,1,0,10,3,36,15,121,78,0,0,65,47,18,264,168,96
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,75,48,27,0,1,6,9,13,4,29,13,0,0,33,19,14,75,48,27
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,349,200,149,6,1,13,3,47,25,134,120,0,0,95,66,29,349,200,149
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,243,105,138,3,1,2,2,26,26,74,109,0,0,60,31,29,243,105,138
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,109,73,36,2,0,4,2,9,3,58,31,0,0,20,15,5,109,73,36
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,94,37,57,2,0,6,0,12,9,17,48,0,0,29,20,9,94,37,57
108,私立,技專校院,1078,致理學校財團法人致理科技大學,402,248,154,11,0,13,4,62,26,162,124,0,0,116,86,30,402,248,154
108,私立,一般大學,1079,康寧學校財團法人康寧大學,145,80,65,0,0,4,2,10,6,66,57,0,0,22,14,8,145,80,65
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,172,115,57,3,0,11,1,34,13,67,43,0,0,62,48,14,172,115,57
108,私立,技專校院,1081,東方學校財團法人東方設計大學,77,39,38,4,0,1,0,7,4,27,34,0,0,16,12,4,77,39,38
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,65,42,23,2,0,2,1,11,5,27,17,0,0,21,15,6,65,42,23
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,171,124,47,0,0,22,0,44,12,58,35,0,0,78,66,12,171,124,47
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,18,15,3,3,0,0,0,2,1,10,2,0,0,6,5,1,18,15,3
108,私立,技專校院,1148,大漢技術學院,27,19,8,0,0,1,0,1,1,17,7,0,0,3,2,1,27,19,8
108,私立,技專校院,1159,和春技術學院,75,52,23,0,0,0,0,0,0,52,23,0,0,0,0,0,75,52,23
108,私立,技專校院,1166,亞東技術學院,156,93,63,4,1,13,4,44,18,32,40,0,0,84,61,23,156,93,63
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,115,64,51,2,0,10,1,10,8,42,42,0,0,31,22,9,115,64,51
108,私立,一般大學,1176,稻江科技暨管理學院,64,34,30,1,0,0,0,6,7,27,23,0,0,14,7,7,64,34,30
108,私立,技專校院,1182,蘭陽技術學院,25,14,11,0,0,0,0,1,1,13,10,0,0,2,1,1,25,14,11
108,私立,技專校院,1183,黎明技術學院,226,149,77,1,0,10,1,34,10,104,66,0,0,56,45,11,226,149,77
108,私立,技專校院,1185,經國管理暨健康學院,119,57,62,0,0,1,1,13,6,43,55,0,0,21,14,7,119,57,62
108,私立,技專校院,1188,大同技術學院,54,26,28,2,0,3,0,2,2,19,26,0,0,9,7,2,54,26,28
108,私立,技專校院,1192,臺灣觀光學院,45,23,22,0,0,1,0,5,5,17,17,0,0,11,6,5,45,23,22
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,200,137,63,19,3,17,2,46,20,55,38,0,0,107,82,25,200,137,63
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,25,11,14,2,1,1,2,5,9,3,2,0,0,20,8,12,25,11,14
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,171,86,85,2,0,5,1,14,12,65,72,0,0,34,21,13,171,86,85
108,私立,技專校院,1283,仁德醫護管理專科學校,221,152,69,0,0,3,2,30,4,119,63,0,0,39,33,6,221,152,69
108,私立,技專校院,1284,樹人醫護管理專科學校,382,202,180,3,0,8,1,32,11,159,168,0,0,55,43,12,382,202,180
108,私立,技專校院,1285,慈惠醫護管理專科學校,186,97,89,0,0,0,0,2,0,95,89,0,0,2,2,0,186,97,89
108,私立,技專校院,1286,耕莘健康管理專科學校,329,124,205,0,1,3,2,25,12,96,190,0,0,43,28,15,329,124,205
108,私立,技專校院,1287,敏惠醫護管理專科學校,145,68,77,1,0,0,0,16,8,51,69,0,0,25,17,8,145,68,77
108,私立,技專校院,1289,育英醫護管理專科學校,63,17,46,1,0,2,0,4,6,10,40,0,0,13,7,6,63,17,46
108,私立,技專校院,1291,聖母醫護管理專科學校,131,61,70,1,0,1,1,15,3,44,66,0,0,21,17,4,131,61,70
108,私立,技專校院,1292,新生醫護管理專科學校,237,94,143,0,0,1,0,18,11,75,132,0,0,30,19,11,237,94,143
108,私立,技專校院,1293,崇仁醫護管理專科學校,101,45,56,0,0,1,0,7,7,37,49,0,0,15,8,7,101,45,56
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2,2,0,1,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0
108,私立,宗教研修學院,1R03,臺北基督學院,52,24,28,0,0,2,1,6,6,16,21,0,0,15,8,7,52,24,28
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,21,10,11,0,0,1,0,1,2,8,9,0,0,4,2,2,21,10,11
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,9,2,7,0,3,0,0,2,4,0,0,0,0,9,2,7,9,2,7
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,10,5,5,1,1,0,2,4,2,0,0,0,0,10,5,5,10,5,5
108,公立,一般大學,3002,臺北市立大學,444,227,217,21,12,24,23,64,75,118,107,0,0,219,109,110,444,227,217
109,公立,一般大學,0001,國立政治大學,432,305,127,138,28,52,21,54,35,61,43,0,0,328,244,84,432,305,127
109,公立,一般大學,0002,國立清華大學,531,307,224,63,12,28,20,90,78,126,114,0,0,291,181,110,531,307,224
109,公立,一般大學,0003,國立臺灣大學,1314,959,355,333,66,174,52,268,108,184,129,0,0,1001,775,226,1314,959,355
109,公立,一般大學,0004,國立臺灣師範大學,638,390,248,117,36,77,48,114,98,82,66,0,0,490,308,182,638,390,248
109,公立,一般大學,0005,國立成功大學,734,545,189,222,32,106,29,145,54,72,74,0,0,588,473,115,734,545,189
109,公立,一般大學,0006,國立中興大學,306,218,88,85,8,46,6,46,27,41,47,0,0,218,177,41,306,218,88
109,公立,一般大學,0007,國立陽明交通大學,227,160,67,55,3,30,5,46,19,29,40,0,0,158,131,27,227,160,67
109,公立,一般大學,0008,國立中央大學,373,293,80,139,14,63,16,59,24,32,26,0,0,315,261,54,373,293,80
109,公立,一般大學,0009,國立中山大學,210,140,70,50,7,22,9,36,26,32,28,0,0,150,108,42,210,140,70
109,公立,一般大學,0012,國立臺灣海洋大學,247,190,57,50,2,44,14,57,20,39,21,0,0,187,151,36,247,190,57
109,公立,一般大學,0013,國立中正大學,190,144,46,31,5,15,4,59,20,39,17,0,0,134,105,29,190,144,46
109,公立,一般大學,0014,國立高雄師範大學,345,197,148,19,4,18,17,82,67,78,60,0,0,207,119,88,345,197,148
109,公立,一般大學,0015,國立彰化師範大學,207,143,64,30,7,20,5,57,22,36,30,0,0,141,107,34,207,143,64
109,公立,一般大學,0016,國立陽明大學,634,456,178,100,19,91,31,145,54,120,74,0,0,440,336,104,634,456,178
109,公立,一般大學,0017,國立臺北大學,276,192,84,57,10,47,17,54,30,34,27,0,0,215,158,57,276,192,84
109,公立,一般大學,0018,國立嘉義大學,160,86,74,13,1,7,3,33,37,33,33,0,0,94,53,41,160,86,74
109,公立,一般大學,0019,國立高雄大學,158,97,61,6,2,6,3,40,22,45,34,0,0,79,52,27,158,97,61
109,公立,一般大學,0020,國立東華大學,166,90,76,9,2,7,3,14,21,60,50,0,0,56,30,26,166,90,76
109,公立,一般大學,0021,國立暨南國際大學,250,159,91,18,1,15,6,54,28,72,56,0,0,122,87,35,250,159,91
109,公立,技專校院,0022,國立臺灣科技大學,388,265,123,67,10,53,13,85,41,60,59,0,0,269,205,64,388,265,123
109,公立,技專校院,0023,國立雲林科技大學,215,141,74,13,1,15,4,45,19,68,50,0,0,97,73,24,215,141,74
109,公立,技專校院,0024,國立屏東科技大學,181,126,55,12,0,11,3,36,11,67,41,0,0,73,59,14,181,126,55
109,公立,技專校院,0025,國立臺北科技大學,507,375,132,40,4,73,15,126,39,136,74,0,0,297,239,58,507,375,132
109,公立,一般大學,0028,國立臺北藝術大學,364,196,168,24,18,31,16,53,52,88,82,0,0,194,108,86,364,196,168
109,公立,一般大學,0029,國立臺灣藝術大學,619,326,293,16,11,33,31,94,94,183,157,0,0,279,143,136,619,326,293
109,公立,一般大學,0030,國立臺東大學,127,74,53,4,0,5,0,21,17,44,36,0,0,47,30,17,127,74,53
109,公立,一般大學,0031,國立宜蘭大學,139,89,50,16,1,14,8,36,16,23,25,0,0,91,66,25,139,89,50
109,公立,一般大學,0032,國立聯合大學,225,163,62,12,0,14,2,58,25,79,35,0,0,111,84,27,225,163,62
109,公立,技專校院,0033,國立虎尾科技大學,225,153,72,6,1,11,6,53,15,83,50,0,0,92,70,22,225,153,72
109,公立,一般大學,0035,國立臺南藝術大學,119,47,72,2,2,1,3,17,29,27,38,0,0,54,20,34,119,47,72
109,公立,一般大學,0036,國立臺南大學,245,136,109,8,1,18,9,67,57,43,42,0,0,160,93,67,245,136,109
109,公立,一般大學,0037,國立臺北教育大學,221,131,90,24,7,28,12,44,37,35,34,0,0,152,96,56,221,131,90
109,公立,一般大學,0039,國立臺中教育大學,262,122,140,9,4,10,15,42,50,61,71,0,0,130,61,69,262,122,140
109,公立,技專校院,0042,國立澎湖科技大學,42,29,13,0,0,1,0,8,5,20,8,0,0,14,9,5,42,29,13
109,公立,技專校院,0043,國立勤益科技大學,458,320,138,29,0,36,8,159,64,96,66,0,0,296,224,72,458,320,138
109,公立,一般大學,0044,國立體育大學,84,57,27,11,1,6,0,15,3,25,23,0,0,36,32,4,84,57,27
109,公立,技專校院,0046,國立臺北護理健康大學,262,113,149,6,5,21,10,41,34,45,100,0,0,117,68,49,262,113,149
109,公立,技專校院,0047,國立高雄餐旅大學,141,78,63,2,0,5,2,13,7,58,54,0,0,29,20,9,141,78,63
109,公立,一般大學,0048,國立金門大學,134,95,39,3,0,2,0,27,8,63,31,0,0,40,32,8,134,95,39
109,公立,一般大學,0049,國立臺灣體育運動大學,165,97,68,3,0,3,4,10,8,81,56,0,0,28,16,12,165,97,68
109,公立,技專校院,0050,國立臺中科技大學,881,492,389,17,4,55,25,115,82,305,276,0,2,298,187,111,879,492,387
109,公立,技專校院,0051,國立臺北商業大學,368,221,147,7,5,21,11,60,44,133,87,0,0,148,88,60,368,221,147
109,公立,一般大學,0052,國立屏東大學,170,88,82,11,2,2,5,41,33,34,42,0,0,94,54,40,170,88,82
109,公立,技專校院,0053,國立高雄科技大學,724,461,263,22,0,53,7,143,61,243,195,0,0,286,218,68,724,461,263
109,公立,技專校院,0144,國立臺灣戲曲學院,124,77,47,2,1,7,3,9,5,59,38,0,0,27,18,9,124,77,47
109,公立,技專校院,0221,國立臺南護理專科學校,85,33,52,1,0,3,1,5,9,24,42,0,0,19,9,10,85,33,52
109,公立,技專校院,0222,國立臺東專科學校,72,47,25,2,0,0,0,10,4,35,21,0,0,16,12,4,72,47,25
109,私立,一般大學,1001,東海大學,675,435,240,70,10,89,20,152,70,124,140,0,0,411,311,100,675,435,240
109,私立,一般大學,1002,輔仁大學,1210,741,469,105,28,127,62,219,125,290,254,0,0,666,451,215,1210,741,469
109,私立,一般大學,1003,東吳大學,900,529,371,113,22,80,40,158,111,178,198,0,0,524,351,173,900,529,371
109,私立,一般大學,1004,中原大學,675,454,221,49,2,52,9,154,62,199,148,0,0,328,255,73,675,454,221
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,684,429,255,52,9,52,23,131,67,194,156,0,0,334,235,99,684,429,255
109,私立,一般大學,1006,中國文化大學,901,532,369,80,20,107,55,180,132,165,162,0,0,574,367,207,901,532,369
109,私立,一般大學,1007,逢甲大學,532,375,157,57,5,63,18,182,78,73,56,0,0,403,302,101,532,375,157
109,私立,一般大學,1008,靜宜大學,485,278,207,36,5,23,11,89,44,130,147,0,0,208,148,60,485,278,207
109,私立,一般大學,1009,長庚大學,623,488,135,103,8,139,13,178,47,68,67,0,0,488,420,68,623,488,135
109,私立,一般大學,1010,元智大學,275,179,96,24,2,25,6,81,31,49,57,0,0,169,130,39,275,179,96
109,私立,一般大學,1011,中華大學學校財團法人中華大學,130,98,32,5,0,9,1,29,7,55,24,0,0,51,43,8,130,98,32
109,私立,一般大學,1012,大葉大學,327,191,136,13,0,21,4,62,35,95,97,0,0,135,96,39,327,191,136
109,私立,一般大學,1013,華梵大學,63,45,18,8,3,3,1,8,9,26,5,0,0,32,19,13,63,45,18
109,私立,一般大學,1014,義守大學,398,265,133,7,0,8,2,60,23,190,108,0,0,100,75,25,398,265,133
109,私立,一般大學,1015,世新大學,372,241,131,31,9,37,10,54,40,119,72,0,0,181,122,59,372,241,131
109,私立,一般大學,1016,銘傳大學,692,428,264,30,11,51,10,117,82,230,161,0,0,301,198,103,692,428,264
109,私立,一般大學,1017,實踐大學,648,378,270,25,9,40,20,99,56,214,185,0,0,249,164,85,648,378,270
109,私立,技專校院,1018,朝陽科技大學,554,348,206,12,2,24,4,70,43,242,157,0,0,155,106,49,554,348,206
109,私立,一般大學,1019,高雄醫學大學,152,89,63,9,1,14,5,40,24,26,33,0,0,93,63,30,152,89,63
109,私立,一般大學,1020,南華大學,267,150,117,4,2,7,0,46,37,93,78,0,0,96,57,39,267,150,117
109,私立,一般大學,1021,真理大學,113,60,53,0,0,4,2,20,13,36,38,0,0,39,24,15,113,60,53
109,私立,一般大學,1022,大同大學,177,129,48,24,0,11,2,41,18,53,28,0,0,96,76,20,177,129,48
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,327,191,136,9,3,15,8,57,23,110,102,0,0,115,81,34,327,191,136
109,私立,技專校院,1024,崑山科技大學,278,195,83,11,0,15,2,43,14,126,67,0,0,85,69,16,278,195,83
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,212,130,82,3,0,8,5,26,9,93,68,0,0,51,37,14,212,130,82
109,私立,技專校院,1026,樹德科技大學,409,218,191,7,1,8,5,55,30,148,155,0,0,106,70,36,409,218,191
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,448,355,93,52,2,72,4,107,36,124,51,0,0,273,231,42,448,355,93
109,私立,一般大學,1028,臺北醫學大學,403,231,172,39,11,30,13,77,33,85,115,0,0,203,146,57,403,231,172
109,私立,一般大學,1029,中山醫學大學,274,176,98,39,7,21,7,49,14,67,70,0,0,137,109,28,274,176,98
109,私立,技專校院,1030,龍華科技大學,374,269,105,7,0,16,6,67,15,179,84,0,0,111,90,21,374,269,105
109,私立,技專校院,1031,輔英科技大學,234,103,131,1,1,14,3,32,23,56,104,0,0,74,47,27,234,103,131
109,私立,技專校院,1032,明新學校財團法人明新科技大學,350,220,130,4,0,15,5,60,18,141,107,0,0,102,79,23,350,220,130
109,私立,一般大學,1033,長榮大學,253,152,101,15,1,15,4,52,24,70,72,0,0,111,82,29,253,152,101
109,私立,技專校院,1034,弘光科技大學,452,265,187,10,1,16,14,89,38,150,134,0,0,168,115,53,452,265,187
109,私立,一般大學,1035,中國醫藥大學,280,192,88,44,6,35,15,68,39,45,28,0,0,207,147,60,280,192,88
109,私立,技專校院,1036,健行學校財團法人健行科技大學,245,154,91,1,0,15,2,44,13,94,76,0,0,75,60,15,245,154,91
109,私立,技專校院,1037,正修學校財團法人正修科技大學,665,419,246,17,2,24,4,124,46,254,194,0,0,217,165,52,665,419,246
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,346,210,136,4,0,5,1,42,8,159,127,0,0,60,51,9,346,210,136
109,私立,一般大學,1039,玄奘大學,60,39,21,0,0,5,1,16,9,18,11,0,0,31,21,10,60,39,21
109,私立,技專校院,1040,建國科技大學,195,131,64,2,0,10,1,27,9,92,54,0,0,49,39,10,195,131,64
109,私立,技專校院,1041,明志科技大學,170,109,61,6,1,16,4,40,17,47,39,0,0,84,62,22,170,109,61
109,私立,技專校院,1042,高苑科技大學,97,69,28,4,0,13,1,20,1,32,26,0,0,39,37,2,97,69,28
109,私立,技專校院,1043,大仁科技大學,139,90,49,3,1,12,4,24,4,51,40,0,0,48,39,9,139,90,49
109,私立,技專校院,1044,聖約翰科技大學,44,32,12,0,0,4,0,5,2,23,10,0,0,11,9,2,44,32,12
109,私立,技專校院,1045,嶺東科技大學,267,156,111,3,0,5,0,17,8,131,103,0,0,33,25,8,267,156,111
109,私立,技專校院,1046,中國科技大學,408,283,125,10,0,13,2,50,18,210,105,0,0,93,73,20,408,283,125
109,私立,技專校院,1047,中臺科技大學,245,144,101,8,0,8,2,50,18,78,81,0,0,86,66,20,245,144,101
109,私立,一般大學,1048,亞洲大學,575,382,193,135,14,44,21,90,65,113,93,0,0,369,269,100,575,382,193
109,私立,一般大學,1049,開南大學,136,83,53,8,2,18,3,22,13,35,35,0,0,66,48,18,136,83,53
109,私立,一般大學,1050,佛光大學,104,79,25,6,1,14,1,34,9,25,14,0,0,65,54,11,104,79,25
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,480,218,262,2,0,6,6,49,54,161,202,0,0,117,57,60,480,218,262
109,私立,技專校院,1052,遠東科技大學,168,126,42,1,0,5,0,27,7,93,35,0,0,40,33,7,168,126,42
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,219,126,93,6,1,9,3,42,17,69,72,0,0,78,57,21,219,126,93
109,私立,技專校院,1054,景文科技大學,100,64,36,4,0,3,0,20,10,37,26,0,0,37,27,10,100,64,36
109,私立,技專校院,1055,中華醫事科技大學,270,148,122,5,1,12,6,40,17,91,98,0,0,81,57,24,270,148,122
109,私立,技專校院,1056,東南科技大學,134,96,38,0,0,2,2,15,4,79,32,0,0,23,17,6,134,96,38
109,私立,技專校院,1057,德明財經科技大學,220,150,70,6,0,19,5,37,18,88,47,0,0,85,62,23,220,150,70
109,私立,一般大學,1058,明道學校財團法人明道大學,90,58,32,3,0,7,2,19,9,29,21,0,0,40,29,11,90,58,32
109,私立,技專校院,1060,南開科技大學,94,66,28,2,0,6,1,15,8,43,19,0,0,32,23,9,94,66,28
109,私立,技專校院,1061,中華學校財團法人中華科技大學,90,70,20,1,0,9,0,12,2,48,18,0,0,24,22,2,90,70,20
109,私立,技專校院,1062,僑光科技大學,262,154,108,4,1,2,4,29,16,119,87,0,0,56,35,21,262,154,108
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,95,60,35,2,0,6,2,12,2,40,31,0,0,24,20,4,95,60,35
109,私立,技專校院,1064,美和學校財團法人美和科技大學,300,147,153,7,0,7,5,18,10,115,138,0,0,47,32,15,300,147,153
109,私立,技專校院,1065,吳鳳科技大學,133,82,51,1,0,6,2,8,3,67,46,0,0,20,15,5,133,82,51
109,私立,技專校院,1066,環球學校財團法人環球科技大學,98,58,40,1,0,1,2,14,3,42,35,0,0,21,16,5,98,58,40
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,33,19,14,0,0,0,0,4,2,15,12,0,0,6,4,2,33,19,14
109,私立,技專校院,1068,中州學校財團法人中州科技大學,73,42,31,0,0,11,1,8,2,23,28,0,0,22,19,3,73,42,31
109,私立,技專校院,1069,修平學校財團法人修平科技大學,118,85,33,4,0,5,2,19,5,57,26,0,0,35,28,7,118,85,33
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,117,55,62,1,0,7,0,18,10,29,52,0,0,36,26,10,117,55,62
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,303,179,124,2,1,9,4,36,24,132,95,0,0,76,47,29,303,179,124
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,54,33,21,0,1,5,7,10,2,18,9,0,2,25,15,10,52,33,19
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,290,152,138,5,1,11,5,31,20,105,112,0,0,73,47,26,290,152,138
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220,94,126,3,0,1,3,25,27,65,96,0,0,59,29,30,220,94,126
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,117,82,35,3,0,6,3,14,1,59,31,0,0,27,23,4,117,82,35
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,117,45,72,1,0,7,1,16,11,21,60,0,0,36,24,12,117,45,72
109,私立,技專校院,1078,致理學校財團法人致理科技大學,365,240,125,13,0,15,3,57,24,155,98,0,0,112,85,27,365,240,125
109,私立,一般大學,1079,康寧學校財團法人康寧大學,140,71,69,0,0,2,2,15,10,54,57,0,0,29,17,12,140,71,69
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,178,119,59,1,0,10,1,35,16,73,42,0,0,63,46,17,178,119,59
109,私立,技專校院,1081,東方學校財團法人東方設計大學,108,64,44,4,0,1,1,11,3,48,40,0,0,20,16,4,108,64,44
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,82,52,30,1,0,2,1,14,8,35,21,0,0,26,17,9,82,52,30
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,144,106,38,0,0,16,1,42,9,48,28,0,0,68,58,10,144,106,38
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,26,22,4,3,0,1,0,4,0,14,4,0,0,8,8,0,26,22,4
109,私立,技專校院,1148,大漢技術學院,28,20,8,0,0,1,0,4,1,15,7,0,0,6,5,1,28,20,8
109,私立,技專校院,1159,和春技術學院,16,11,5,0,0,0,1,0,0,9,4,2,0,1,0,1,14,9,5
109,私立,技專校院,1166,亞東技術學院,180,115,65,4,0,19,3,57,22,35,40,0,0,105,80,25,180,115,65
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,124,69,55,3,0,6,1,16,6,44,48,0,0,32,25,7,124,69,55
109,私立,一般大學,1176,稻江科技暨管理學院,16,8,8,0,0,0,0,1,4,7,4,0,0,5,1,4,16,8,8
109,私立,技專校院,1182,蘭陽技術學院,10,5,5,0,0,0,0,0,1,5,4,0,0,1,0,1,10,5,5
109,私立,技專校院,1183,黎明技術學院,204,138,66,2,0,9,0,31,12,96,54,0,0,54,42,12,204,138,66
109,私立,技專校院,1185,經國管理暨健康學院,133,61,72,0,0,1,1,18,11,42,59,0,1,31,19,12,132,61,71
109,私立,技專校院,1188,大同技術學院,48,27,21,1,0,3,0,4,0,19,21,0,0,8,8,0,48,27,21
109,私立,技專校院,1192,臺灣觀光學院,46,24,22,0,0,1,1,2,2,20,19,1,0,6,3,3,45,23,22
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,193,128,65,23,3,13,2,47,22,45,38,0,0,110,83,27,193,128,65
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,25,13,12,3,1,3,2,4,7,3,2,0,0,20,10,10,25,13,12
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,166,84,82,1,0,8,1,14,14,61,67,0,0,38,23,15,166,84,82
109,私立,技專校院,1283,仁德醫護管理專科學校,197,131,66,0,0,4,3,29,7,98,56,0,0,43,33,10,197,131,66
109,私立,技專校院,1284,樹人醫護管理專科學校,371,203,168,0,0,7,0,34,14,162,154,0,0,55,41,14,371,203,168
109,私立,技專校院,1285,慈惠醫護管理專科學校,168,87,81,0,0,0,0,0,0,87,81,0,0,0,0,0,168,87,81
109,私立,技專校院,1286,耕莘健康管理專科學校,294,103,191,0,1,3,1,21,11,79,178,0,0,37,24,13,294,103,191
109,私立,技專校院,1287,敏惠醫護管理專科學校,170,70,100,1,0,1,1,19,12,49,87,0,0,34,21,13,170,70,100
109,私立,技專校院,1289,育英醫護管理專科學校,80,26,54,0,0,2,0,7,9,17,45,0,0,18,9,9,80,26,54
109,私立,技專校院,1291,聖母醫護管理專科學校,99,44,55,0,0,0,1,9,4,35,50,0,0,14,9,5,99,44,55
109,私立,技專校院,1292,新生醫護管理專科學校,259,97,162,1,0,1,0,15,10,80,152,0,0,27,17,10,259,97,162
109,私立,技專校院,1293,崇仁醫護管理專科學校,93,42,51,0,0,1,0,6,7,35,44,0,0,14,7,7,93,42,51
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
109,私立,宗教研修學院,1R03,臺北基督學院,49,24,25,0,0,2,1,7,7,15,17,0,0,17,9,8,49,24,25
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,18,9,9,2,0,1,1,2,3,4,5,0,0,9,5,4,18,9,9
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,12,2,10,0,0,0,3,2,7,0,0,0,0,12,2,10,12,2,10
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,3,3,0,1,0,0,0,2,0,0,0,0,0,3,3,0,3,3,0
109,公立,一般大學,3002,臺北市立大學,414,217,197,24,10,26,23,65,62,102,102,0,0,210,115,95,414,217,197
110,公立,一般大學,0001,國立政治大學,461,329,132,146,23,64,27,61,38,58,44,0,0,359,271,88,461,329,132
110,公立,一般大學,0002,國立清華大學,565,318,247,67,9,37,22,95,92,119,124,0,0,322,199,123,565,318,247
110,公立,一般大學,0003,國立臺灣大學,1374,992,382,354,78,185,60,284,118,169,126,0,0,1079,823,256,1374,992,382
110,公立,一般大學,0004,國立臺灣師範大學,641,384,257,113,34,81,39,110,109,80,75,0,0,486,304,182,641,384,257
110,公立,一般大學,0005,國立成功大學,778,587,191,245,36,116,30,151,64,75,61,0,0,642,512,130,778,587,191
110,公立,一般大學,0006,國立中興大學,304,218,86,84,8,40,9,51,28,43,41,0,0,220,175,45,304,218,86
110,公立,一般大學,0007,國立陽明交通大學,945,690,255,169,29,147,31,230,80,144,115,0,0,686,546,140,945,690,255
110,公立,一般大學,0008,國立中央大學,385,298,87,141,11,60,17,62,27,35,32,0,0,318,263,55,385,298,87
110,公立,一般大學,0009,國立中山大學,205,138,67,56,7,16,8,36,28,30,24,0,0,151,108,43,205,138,67
110,公立,一般大學,0012,國立臺灣海洋大學,228,176,52,45,3,37,15,51,14,43,20,0,0,165,133,32,228,176,52
110,公立,一般大學,0013,國立中正大學,187,140,47,31,4,12,6,59,19,38,18,0,0,131,102,29,187,140,47
110,公立,一般大學,0014,國立高雄師範大學,352,203,149,22,5,19,16,84,62,78,66,0,0,208,125,83,352,203,149
110,公立,一般大學,0015,國立彰化師範大學,192,124,68,23,7,21,4,46,22,34,35,0,0,123,90,33,192,124,68
110,公立,一般大學,0017,國立臺北大學,284,196,88,61,10,43,17,62,31,30,30,0,0,224,166,58,284,196,88
110,公立,一般大學,0018,國立嘉義大學,167,90,77,16,1,6,3,38,42,30,31,0,0,106,60,46,167,90,77
