學年度,設立別,學校類別,學校統計處代碼,學校名稱,合作學校國家(地區)別,合作學校國家(地區)區域別,與國外及兩岸學校建立姊妹校數(109.02新增),建立跨國學位合作 (雙聯學制)學校數,與國外及兩岸學校進行學術合作交流計畫之件數(109.02新增)
106,私立,技專校院,1041,明志科技大學,加拿大,北美洲,...,0,...
106,私立,技專校院,1041,明志科技大學,美國,北美洲,...,2,...
106,私立,技專校院,1041,明志科技大學,墨西哥合眾國,中南美洲,...,0,...
106,私立,技專校院,1042,高苑科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1042,高苑科技大學,泰國,東協,...,0,...
106,私立,技專校院,1042,高苑科技大學,巴基斯坦,南亞,...,0,...
106,私立,技專校院,1042,高苑科技大學,印度,南亞,...,0,...
106,私立,技專校院,1042,高苑科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1042,高苑科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1042,高苑科技大學,捷克共和國,歐洲,...,0,...
106,私立,技專校院,1042,高苑科技大學,愛爾蘭共和國,歐洲,...,0,...
106,私立,技專校院,1042,高苑科技大學,瑞士聯邦,歐洲,...,0,...
106,私立,技專校院,1042,高苑科技大學,法國,歐洲,...,0,...
106,私立,技專校院,1042,高苑科技大學,英國,歐洲,...,0,...
106,私立,技專校院,1042,高苑科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1042,高苑科技大學,加拿大,北美洲,...,0,...
106,私立,技專校院,1043,大仁科技大學,菲律賓共和國,東協,...,0,...
106,私立,技專校院,1043,大仁科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1043,大仁科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1043,大仁科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1043,大仁科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1044,聖約翰科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1044,聖約翰科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1044,聖約翰科技大學,寮人民民主共和國(寮國),東協,...,0,...
106,私立,技專校院,1044,聖約翰科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1044,聖約翰科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1045,嶺東科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1045,嶺東科技大學,泰國,東協,...,0,...
106,私立,技專校院,1045,嶺東科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1045,嶺東科技大學,菲律賓共和國,東協,...,0,...
106,私立,技專校院,1045,嶺東科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1045,嶺東科技大學,印度,南亞,...,0,...
106,私立,技專校院,1045,嶺東科技大學,孟加拉人民共和國,南亞,...,0,...
106,私立,技專校院,1045,嶺東科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1045,嶺東科技大學,紐西蘭,其他亞洲地區,...,0,...
106,私立,技專校院,1045,嶺東科技大學,蒙古國,其他亞洲地區,...,0,...
106,私立,技專校院,1045,嶺東科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1045,嶺東科技大學,日本,其他亞洲地區,...,1,...
106,私立,技專校院,1045,嶺東科技大學,澳大利亞,其他亞洲地區,...,0,...
106,私立,技專校院,1045,嶺東科技大學,羅馬尼亞,歐洲,...,0,...
106,私立,技專校院,1045,嶺東科技大學,英國,歐洲,...,0,...
106,私立,技專校院,1045,嶺東科技大學,德意志聯邦共和國,歐洲,...,0,...
106,私立,技專校院,1045,嶺東科技大學,義大利共和國,歐洲,...,0,...
106,私立,技專校院,1045,嶺東科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1045,嶺東科技大學,智利,中南美洲,...,0,...
106,私立,技專校院,1046,中國科技大學,菲律賓共和國,東協,...,0,...
106,私立,技專校院,1046,中國科技大學,柬埔寨王國,東協,...,0,...
106,私立,技專校院,1046,中國科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1046,中國科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1046,中國科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1046,中國科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1046,中國科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1046,中國科技大學,荷蘭王國,歐洲,...,0,...
106,私立,技專校院,1046,中國科技大學,美國,北美洲,...,2,...
106,私立,技專校院,1047,中臺科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1047,中臺科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1047,中臺科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1047,中臺科技大學,澳大利亞,其他亞洲地區,...,0,...
106,私立,技專校院,1047,中臺科技大學,坦尚尼亞聯合共和國,非洲,...,0,...
106,私立,技專校院,1047,中臺科技大學,美國,北美洲,...,1,...
106,私立,一般大學,1048,亞洲大學,印度尼西亞共和國,東協,...,1,...
106,私立,一般大學,1048,亞洲大學,馬來西亞,東協,...,1,...
106,私立,一般大學,1048,亞洲大學,泰國,東協,...,0,...
106,私立,一般大學,1048,亞洲大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1048,亞洲大學,越南社會主義共和國,東協,...,1,...
106,私立,一般大學,1048,亞洲大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1048,亞洲大學,印度,南亞,...,0,...
106,私立,一般大學,1048,亞洲大學,孟加拉人民共和國,南亞,...,0,...
106,私立,一般大學,1048,亞洲大學,香港,港澳,...,0,...
106,私立,一般大學,1048,亞洲大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1048,亞洲大學,紐西蘭,其他亞洲地區,...,0,...
106,私立,一般大學,1048,亞洲大學,蒙古國,其他亞洲地區,...,1,...
106,私立,一般大學,1048,亞洲大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1048,亞洲大學,澳大利亞,其他亞洲地區,...,0,...
106,私立,一般大學,1048,亞洲大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1048,亞洲大學,德意志聯邦共和國,歐洲,...,0,...
106,私立,一般大學,1048,亞洲大學,西班牙王國,歐洲,...,0,...
106,私立,一般大學,1048,亞洲大學,芬蘭共和國,歐洲,...,0,...
106,私立,一般大學,1048,亞洲大學,荷蘭王國,歐洲,...,0,...
106,私立,一般大學,1048,亞洲大學,義大利共和國,歐洲,...,0,...
106,私立,一般大學,1048,亞洲大學,英國,歐洲,...,3,...
106,私立,一般大學,1048,亞洲大學,瑞士聯邦,歐洲,...,1,...
106,私立,一般大學,1048,亞洲大學,賴索托王國,非洲,...,0,...
106,私立,一般大學,1048,亞洲大學,美國,北美洲,...,6,...
106,私立,一般大學,1048,亞洲大學,墨西哥合眾國,中南美洲,...,0,...
106,私立,一般大學,1049,開南大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1049,開南大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1049,開南大學,美國,北美洲,...,1,...
106,私立,一般大學,1050,佛光大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1050,佛光大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1050,佛光大學,馬來西亞,東協,...,0,...
106,私立,一般大學,1050,佛光大學,泰國,東協,...,0,...
106,私立,一般大學,1050,佛光大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1050,佛光大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1050,佛光大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1050,佛光大學,美國,北美洲,...,0,...
106,私立,一般大學,1050,佛光大學,巴拉圭,中南美洲,...,0,...
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,泰國,東協,...,0,...
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,蒙古國,其他亞洲地區,...,1,...
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,英國,歐洲,...,4,...
106,私立,技專校院,1052,遠東科技大學,泰國,東協,...,0,...
106,私立,技專校院,1052,遠東科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1052,遠東科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1052,遠東科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1054,景文科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1054,景文科技大學,菲律賓共和國,東協,...,0,...
106,私立,技專校院,1054,景文科技大學,新加坡共和國,東協,...,0,...
106,私立,技專校院,1054,景文科技大學,柬埔寨王國,東協,...,0,...
106,私立,技專校院,1054,景文科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1054,景文科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1054,景文科技大學,紐西蘭,其他亞洲地區,...,1,...
106,私立,技專校院,1054,景文科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1054,景文科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1054,景文科技大學,英國,歐洲,...,1,...
106,私立,技專校院,1055,中華醫事科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1055,中華醫事科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1055,中華醫事科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1056,東南科技大學,泰國,東協,...,0,...
106,私立,技專校院,1056,東南科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1056,東南科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1056,東南科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1056,東南科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1056,東南科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1057,德明財經科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1057,德明財經科技大學,新加坡共和國,東協,...,0,...
106,私立,技專校院,1057,德明財經科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1057,德明財經科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1057,德明財經科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1057,德明財經科技大學,英國,歐洲,...,0,...
106,私立,技專校院,1057,德明財經科技大學,瑞士聯邦,歐洲,...,0,...
106,私立,技專校院,1057,德明財經科技大學,加拿大,北美洲,...,0,...
106,私立,技專校院,1057,德明財經科技大學,美國,北美洲,...,1,...
106,私立,一般大學,1058,明道學校財團法人明道大學,泰國,東協,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,印度,南亞,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,義大利共和國,歐洲,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,加拿大,北美洲,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,美國,北美洲,...,0,...
106,私立,一般大學,1058,明道學校財團法人明道大學,墨西哥合眾國,中南美洲,...,0,...
106,私立,技專校院,1060,南開科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1060,南開科技大學,美國,北美洲,...,1,...
106,私立,技專校院,1061,中華學校財團法人中華科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1061,中華學校財團法人中華科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1062,僑光科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1062,僑光科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1062,僑光科技大學,紐西蘭,其他亞洲地區,...,0,...
106,私立,技專校院,1062,僑光科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,越南社會主義共和國,東協,...,1,...
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,澳大利亞,其他亞洲地區,...,0,...
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,厄瓜多共和國,中南美洲,...,0,...
106,私立,技專校院,1064,美和學校財團法人美和科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1065,吳鳳科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1066,環球學校財團法人環球科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1066,環球學校財團法人環球科技大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1069,修平學校財團法人修平科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1069,修平學校財團法人修平科技大學,泰國,東協,...,0,...
106,私立,技專校院,1069,修平學校財團法人修平科技大學,越南社會主義共和國,東協,...,0,...
