學年度,設立別,學校類別,學校統計處代碼,學校名稱,是否為教育部全部授權自審學校,專任教師升等方式,專任教師申請升等之人數(A),專任教師通過升等之各職級人數-升等教授人數(B),專任教師通過升等之各職級人數-升等副教授人數(C),專任教師通過升等之各職級人數-升等助理教授人數(D),專任教師通過升等之各職級人數-小計((E)=B+C+D),專任教師通過升等比率(%)(F)=(E/A)*100%
107,私立,技專校院,1057,德明財經科技大學,否,專門著作,1,1,0,0,1,100
107,私立,技專校院,1057,德明財經科技大學,否,教學實務(技術報告),3,0,1,0,1,33.33
107,私立,技專校院,1057,德明財經科技大學,否,學位論文(文憑送審),1,0,1,0,1,100
107,私立,一般大學,1058,明道學校財團法人明道大學,否,專門著作,5,0,3,0,3,60
107,私立,一般大學,1058,明道學校財團法人明道大學,否,學位論文(文憑送審),6,0,0,6,6,100
107,私立,技專校院,1060,南開科技大學,否,應用科技(技術報告),1,0,1,0,1,100
107,私立,技專校院,1060,南開科技大學,否,教學實務(技術報告),1,0,1,0,1,100
107,私立,技專校院,1061,中華學校財團法人中華科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1062,僑光科技大學,否,專門著作,6,2,3,0,5,83.33
107,私立,技專校院,1062,僑光科技大學,否,教學實務(技術報告),3,0,2,1,3,100
107,私立,技專校院,1062,僑光科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,否,專門著作,2,0,2,0,2,100
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,否,應用科技(技術報告),1,0,1,0,1,100
107,私立,技專校院,1064,美和學校財團法人美和科技大學,否,專門著作,3,0,1,0,1,33.33
107,私立,技專校院,1064,美和學校財團法人美和科技大學,否,應用科技(技術報告),2,1,0,0,1,50
107,私立,技專校院,1064,美和學校財團法人美和科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
107,私立,技專校院,1065,吳鳳科技大學,否,專門著作,5,0,2,0,2,40
107,私立,技專校院,1065,吳鳳科技大學,否,應用科技(技術報告),1,0,1,0,1,100
107,私立,技專校院,1066,環球學校財團法人環球科技大學,否,專門著作,4,1,3,0,4,100
107,私立,技專校院,1066,環球學校財團法人環球科技大學,否,應用科技(技術報告),1,0,1,0,1,100
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,否,專門著作,2,0,0,0,0,0
107,私立,技專校院,1068,中州學校財團法人中州科技大學,否,專門著作,6,0,6,0,6,100
107,私立,技專校院,1068,中州學校財團法人中州科技大學,否,應用科技(技術報告),3,0,3,0,3,100
107,私立,技專校院,1068,中州學校財團法人中州科技大學,否,教學實務(技術報告),1,0,1,0,1,100
107,私立,技專校院,1068,中州學校財團法人中州科技大學,否,學位論文(文憑送審),3,0,1,2,3,100
107,私立,技專校院,1069,修平學校財團法人修平科技大學,否,專門著作,1,0,0,0,0,0
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,專門著作,15,6,1,2,9,60
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,應用科技(技術報告),2,0,0,1,1,50
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,教學實務(技術報告),8,0,3,3,6,75
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,否,應用科技(技術報告),2,0,2,0,2,100
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,否,學位論文(文憑送審),5,0,0,5,5,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,專門著作,1,0,0,0,0,0
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,應用科技(技術報告),2,0,0,0,0,0
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,學位論文(文憑送審),2,0,2,0,2,100
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,專門著作,2,0,2,0,2,100
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,應用科技(技術報告),3,0,3,0,3,100
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,教學實務(技術報告),1,0,1,0,1,100
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,否,教學實務(技術報告),1,0,1,0,1,100
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,否,學位論文(文憑送審),1,0,1,0,1,100
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,否,專門著作,6,2,0,1,3,50
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,否,應用科技(技術報告),2,0,0,0,0,0
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,否,學位論文(文憑送審),3,0,0,3,3,100
107,私立,技專校院,1078,致理學校財團法人致理科技大學,否,專門著作,3,0,1,1,2,66.67
107,私立,一般大學,1079,康寧學校財團法人康寧大學,否,藝術作品(作品及成就),1,0,0,1,1,100
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,否,專門著作,1,0,0,1,1,100
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,是,專門著作,1,0,0,1,1,100
107,私立,技專校院,1081,東方學校財團法人東方設計大學,否,專門著作,5,0,3,0,3,60
107,私立,技專校院,1081,東方學校財團法人東方設計大學,否,應用科技(技術報告),1,0,1,0,1,100
107,私立,技專校院,1081,東方學校財團法人東方設計大學,否,藝術作品(作品及成就),1,0,1,0,1,100
107,私立,技專校院,1081,東方學校財團法人東方設計大學,否,教學實務(技術報告),2,1,0,0,1,50
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,否,專門著作,1,0,1,0,1,100
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,否,應用科技(技術報告),1,0,1,0,1,100
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,否,藝術作品(作品及成就),1,0,0,1,1,100
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,否,學位論文(文憑送審),2,0,1,1,2,100
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,專門著作,1,0,0,0,0,0
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,應用科技(技術報告),1,0,0,0,0,0
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,教學實務(技術報告),1,0,0,0,0,0
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1148,大漢技術學院,否,專門著作,1,0,1,0,1,100
107,私立,技專校院,1148,大漢技術學院,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1159,和春技術學院,是,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1166,亞東技術學院,否,專門著作,5,0,0,0,0,0
107,私立,技專校院,1166,亞東技術學院,否,應用科技(技術報告),1,0,0,0,0,0
107,私立,技專校院,1166,亞東技術學院,否,教學實務(技術報告),3,0,0,1,1,33.33
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,否,專門著作,1,0,1,0,1,100
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,否,應用科技(技術報告),1,0,0,0,0,0
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,否,學位論文(文憑送審),3,0,1,2,3,100
107,私立,一般大學,1176,稻江科技暨管理學院,否,專門著作,1,0,1,0,1,100
107,私立,技專校院,1183,黎明技術學院,否,專門著作,5,0,2,2,4,80
107,私立,技專校院,1183,黎明技術學院,否,學位論文(文憑送審),3,0,0,2,2,66.67
107,私立,技專校院,1185,經國管理暨健康學院,否,專門著作,1,0,1,0,1,100
107,私立,技專校院,1188,大同技術學院,否,專門著作,2,0,1,1,2,100
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,否,專門著作,19,0,5,1,6,31.58
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,否,藝術作品(作品及成就),1,0,1,0,1,100
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,否,專門著作,1,0,1,0,1,100
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,否,專門著作,2,0,0,0,0,0
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,否,學位論文(文憑送審),2,0,0,2,2,100
107,私立,技專校院,1283,仁德醫護管理專科學校,否,專門著作,1,0,1,0,1,100
107,私立,技專校院,1283,仁德醫護管理專科學校,否,學位論文(文憑送審),4,0,0,4,4,100
107,私立,技專校院,1284,樹人醫護管理專科學校,否,專門著作,1,0,0,1,1,100
107,私立,技專校院,1284,樹人醫護管理專科學校,否,教學實務(技術報告),1,0,0,1,1,100
107,私立,技專校院,1284,樹人醫護管理專科學校,否,學位論文(文憑送審),7,0,0,7,7,100
107,私立,技專校院,1285,慈惠醫護管理專科學校,否,應用科技(技術報告),1,0,0,1,1,100
107,私立,技專校院,1285,慈惠醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1286,耕莘健康管理專科學校,否,教學實務(技術報告),1,0,0,0,0,0
107,私立,技專校院,1286,耕莘健康管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1287,敏惠醫護管理專科學校,否,專門著作,6,0,1,0,1,16.67
107,私立,技專校院,1287,敏惠醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1291,聖母醫護管理專科學校,否,專門著作,3,0,2,0,2,66.67
107,私立,技專校院,1291,聖母醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
107,私立,技專校院,1292,新生醫護管理專科學校,否,學位論文(文憑送審),5,0,0,5,5,100
107,私立,技專校院,1293,崇仁醫護管理專科學校,否,專門著作,1,0,0,0,0,0
107,私立,技專校院,1293,崇仁醫護管理專科學校,否,學位論文(文憑送審),1,0,0,0,0,0
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,否,專門著作,1,0,1,0,1,100
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,否,學位論文(文憑送審),3,0,0,3,3,100
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,否,教學實務(技術報告),1,0,1,0,1,100
107,公立,一般大學,3002,臺北市立大學,是,專門著作,16,7,7,0,14,87.50
107,公立,一般大學,3002,臺北市立大學,是,藝術作品(作品及成就),1,1,0,0,1,100
107,公立,一般大學,3002,臺北市立大學,是,教學實務(技術報告),2,1,0,0,1,50
107,公立,一般大學,3002,臺北市立大學,是,體育成就(作品及成就),3,2,0,1,3,100
107,公立,一般大學,3002,臺北市立大學,是,學位論文(文憑送審),1,0,1,0,1,100
108,公立,一般大學,0001,國立政治大學,是,專門著作,33,23,10,0,33,100
108,公立,一般大學,0002,國立清華大學,是,專門著作,32,15,15,2,32,100
108,公立,一般大學,0002,國立清華大學,是,藝術作品(作品及成就),2,1,1,0,2,100
108,公立,一般大學,0003,國立臺灣大學,是,專門著作,112,44,52,3,99,88.39
108,公立,一般大學,0004,國立臺灣師範大學,是,專門著作,33,21,11,0,32,96.97
108,公立,一般大學,0004,國立臺灣師範大學,是,藝術作品(作品及成就),1,1,0,0,1,100
108,公立,一般大學,0005,國立成功大學,是,專門著作,62,24,28,0,52,83.87
108,公立,一般大學,0005,國立成功大學,是,教學實務(技術報告),2,1,1,0,2,100
108,公立,一般大學,0006,國立中興大學,是,專門著作,43,11,26,1,38,88.37
108,公立,一般大學,0006,國立中興大學,是,教學實務(技術報告),1,1,0,0,1,100
108,公立,一般大學,0007,國立陽明交通大學,是,專門著作,39,14,20,0,34,87.18
108,公立,一般大學,0008,國立中央大學,是,專門著作,34,15,19,0,34,100
108,公立,一般大學,0009,國立中山大學,是,專門著作,37,17,20,0,37,100
108,公立,一般大學,0009,國立中山大學,是,藝術作品(作品及成就),1,1,0,0,1,100
108,公立,一般大學,0012,國立臺灣海洋大學,是,學位論文(文憑送審),28,10,14,1,25,89.29
108,公立,一般大學,0013,國立中正大學,是,專門著作,29,21,8,0,29,100
108,公立,一般大學,0014,國立高雄師範大學,是,專門著作,9,4,5,0,9,100
108,公立,一般大學,0014,國立高雄師範大學,是,藝術作品(作品及成就),3,3,0,0,3,100
108,公立,一般大學,0014,國立高雄師範大學,是,教學實務(技術報告),1,1,0,0,1,100
108,公立,一般大學,0015,國立彰化師範大學,是,專門著作,17,7,9,0,16,94.12
108,公立,一般大學,0015,國立彰化師範大學,是,教學實務(技術報告),2,0,1,0,1,50
108,公立,一般大學,0015,國立彰化師範大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,公立,一般大學,0016,國立陽明大學,是,專門著作,37,11,14,1,26,70.27
108,公立,一般大學,0016,國立陽明大學,是,教學實務(技術報告),1,1,0,0,1,100
108,公立,一般大學,0017,國立臺北大學,是,專門著作,8,4,4,0,8,100
108,公立,一般大學,0017,國立臺北大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,公立,一般大學,0018,國立嘉義大學,是,專門著作,16,7,7,0,14,87.50
108,公立,一般大學,0018,國立嘉義大學,是,學位論文(文憑送審),4,0,0,4,4,100
108,公立,一般大學,0019,國立高雄大學,是,教學實務(技術報告),1,0,1,0,1,100
108,公立,一般大學,0019,國立高雄大學,是,學位論文(文憑送審),7,3,3,1,7,100
108,公立,一般大學,0020,國立東華大學,是,專門著作,29,15,10,0,25,86.21
108,公立,一般大學,0020,國立東華大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,公立,一般大學,0021,國立暨南國際大學,是,專門著作,17,10,6,1,17,100
108,公立,一般大學,0021,國立暨南國際大學,是,應用科技(技術報告),1,1,0,0,1,100
108,公立,一般大學,0021,國立暨南國際大學,是,學位論文(文憑送審),2,0,0,2,2,100
108,公立,技專校院,0022,國立臺灣科技大學,是,專門著作,20,12,6,1,19,95
108,公立,技專校院,0022,國立臺灣科技大學,是,應用科技(技術報告),3,1,2,0,3,100
108,公立,技專校院,0022,國立臺灣科技大學,是,學位論文(文憑送審),1,0,1,0,1,100
108,公立,技專校院,0023,國立雲林科技大學,是,專門著作,15,9,4,0,13,86.67
108,公立,技專校院,0023,國立雲林科技大學,是,應用科技(技術報告),2,0,2,0,2,100
108,公立,技專校院,0023,國立雲林科技大學,是,藝術作品(作品及成就),1,1,0,0,1,100
108,公立,技專校院,0024,國立屏東科技大學,是,專門著作,19,6,13,0,19,100
108,公立,技專校院,0024,國立屏東科技大學,是,教學實務(技術報告),1,1,0,0,1,100
108,公立,技專校院,0025,國立臺北科技大學,是,專門著作,20,11,8,0,19,95
108,公立,技專校院,0025,國立臺北科技大學,是,應用科技(技術報告),2,2,0,0,2,100
108,公立,技專校院,0025,國立臺北科技大學,是,藝術作品(作品及成就),2,0,2,0,2,100
108,公立,技專校院,0025,國立臺北科技大學,是,學位論文(文憑送審),1,0,1,0,1,100
108,公立,一般大學,0028,國立臺北藝術大學,是,專門著作,2,1,1,0,2,100
108,公立,一般大學,0028,國立臺北藝術大學,是,應用科技(技術報告),1,0,1,0,1,100
108,公立,一般大學,0028,國立臺北藝術大學,是,藝術作品(作品及成就),1,0,1,0,1,100
108,公立,一般大學,0028,國立臺北藝術大學,是,教學實務(技術報告),1,0,1,0,1,100
108,公立,一般大學,0029,國立臺灣藝術大學,是,專門著作,3,0,3,0,3,100
108,公立,一般大學,0029,國立臺灣藝術大學,是,藝術作品(作品及成就),5,1,2,2,5,100
108,公立,一般大學,0030,國立臺東大學,是,專門著作,13,6,6,1,13,100
108,公立,一般大學,0030,國立臺東大學,是,藝術作品(作品及成就),1,1,0,0,1,100
108,公立,一般大學,0031,國立宜蘭大學,是,專門著作,9,3,4,0,7,77.78
108,公立,一般大學,0031,國立宜蘭大學,是,教學實務(技術報告),4,1,1,1,3,75
108,公立,一般大學,0031,國立宜蘭大學,是,學位論文(文憑送審),1,0,1,0,1,100
108,公立,一般大學,0032,國立聯合大學,是,專門著作,5,2,2,0,4,80
108,公立,技專校院,0033,國立虎尾科技大學,是,專門著作,11,9,2,0,11,100
108,公立,技專校院,0033,國立虎尾科技大學,是,應用科技(技術報告),1,0,0,1,1,100
108,公立,技專校院,0033,國立虎尾科技大學,是,教學實務(技術報告),2,0,2,0,2,100
108,公立,一般大學,0035,國立臺南藝術大學,是,專門著作,4,1,2,0,3,75
108,公立,一般大學,0035,國立臺南藝術大學,是,藝術作品(作品及成就),1,0,0,1,1,100
108,公立,一般大學,0036,國立臺南大學,是,專門著作,13,3,7,0,10,76.92
108,公立,一般大學,0037,國立臺北教育大學,是,專門著作,6,3,3,0,6,100
108,公立,一般大學,0037,國立臺北教育大學,是,藝術作品(作品及成就),1,1,0,0,1,100
108,公立,一般大學,0039,國立臺中教育大學,是,專門著作,6,4,2,0,6,100
108,公立,一般大學,0039,國立臺中教育大學,是,藝術作品(作品及成就),1,1,0,0,1,100
108,公立,技專校院,0042,國立澎湖科技大學,否,專門著作,3,0,1,0,1,33.33
108,公立,技專校院,0042,國立澎湖科技大學,否,應用科技(技術報告),2,0,0,0,0,0
108,公立,技專校院,0042,國立澎湖科技大學,否,教學實務(技術報告),1,1,0,0,1,100
108,公立,技專校院,0042,國立澎湖科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
108,公立,技專校院,0043,國立勤益科技大學,否,專門著作,6,3,3,0,6,100
108,公立,技專校院,0043,國立勤益科技大學,否,應用科技(技術報告),3,2,1,0,3,100
108,公立,一般大學,0044,國立體育大學,否,專門著作,7,4,3,0,7,100
108,公立,一般大學,0044,國立體育大學,否,教學實務(技術報告),2,1,1,0,2,100
108,公立,一般大學,0044,國立體育大學,否,體育成就(作品及成就),1,1,0,0,1,100
108,公立,一般大學,0044,國立體育大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,公立,技專校院,0046,國立臺北護理健康大學,是,專門著作,11,3,7,0,10,90.91
108,公立,技專校院,0046,國立臺北護理健康大學,是,教學實務(技術報告),1,0,0,1,1,100
108,公立,一般大學,0048,國立金門大學,否,專門著作,16,5,9,0,14,87.50
108,公立,一般大學,0048,國立金門大學,否,學位論文(文憑送審),2,0,0,2,2,100
108,公立,一般大學,0049,國立臺灣體育運動大學,否,專門著作,5,0,4,1,5,100
108,公立,一般大學,0049,國立臺灣體育運動大學,否,體育成就(作品及成就),1,0,0,1,1,100
108,公立,技專校院,0050,國立臺中科技大學,否,專門著作,27,7,6,4,17,62.96
108,公立,技專校院,0050,國立臺中科技大學,否,應用科技(技術報告),4,0,0,1,1,25
108,公立,技專校院,0050,國立臺中科技大學,否,藝術作品(作品及成就),2,0,1,0,1,50
108,公立,技專校院,0050,國立臺中科技大學,否,教學實務(技術報告),1,0,0,0,0,0
108,公立,技專校院,0050,國立臺中科技大學,否,學位論文(文憑送審),3,0,0,2,2,66.67
108,公立,技專校院,0051,國立臺北商業大學,否,專門著作,13,6,4,0,10,76.92
108,公立,技專校院,0051,國立臺北商業大學,否,學位論文(文憑送審),1,0,1,0,1,100
108,公立,一般大學,0052,國立屏東大學,否,專門著作,15,4,3,1,8,53.33
108,公立,一般大學,0052,國立屏東大學,否,應用科技(技術報告),2,1,0,0,1,50
108,公立,一般大學,0052,國立屏東大學,否,教學實務(技術報告),3,0,2,0,2,66.67
108,公立,一般大學,0052,國立屏東大學,否,學位論文(文憑送審),10,0,1,9,10,100
108,公立,技專校院,0053,國立高雄科技大學,是,專門著作,27,12,10,0,22,81.48
108,公立,技專校院,0053,國立高雄科技大學,是,應用科技(技術報告),7,2,1,0,3,42.86
108,公立,技專校院,0053,國立高雄科技大學,是,教學實務(技術報告),2,1,0,0,1,50
108,公立,技專校院,0221,國立臺南護理專科學校,否,專門著作,7,0,2,0,2,28.57
108,公立,技專校院,0221,國立臺南護理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
108,公立,技專校院,0222,國立臺東專科學校,否,專門著作,3,1,0,0,1,33.33
108,公立,技專校院,0222,國立臺東專科學校,否,教學實務(技術報告),1,0,1,0,1,100
108,公立,技專校院,0222,國立臺東專科學校,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,一般大學,1001,東海大學,是,專門著作,26,12,14,0,26,100
108,私立,一般大學,1001,東海大學,是,藝術作品(作品及成就),1,0,1,0,1,100
108,私立,一般大學,1002,輔仁大學,是,專門著作,26,6,20,0,26,100
108,私立,一般大學,1002,輔仁大學,是,藝術作品(作品及成就),1,0,1,0,1,100
108,私立,一般大學,1002,輔仁大學,是,學位論文(文憑送審),4,0,1,3,4,100
108,私立,一般大學,1003,東吳大學,是,專門著作,15,6,8,1,15,100
108,私立,一般大學,1004,中原大學,是,專門著作,34,11,17,0,28,82.35
108,私立,一般大學,1004,中原大學,是,教學實務(技術報告),3,0,3,0,3,100
108,私立,一般大學,1004,中原大學,是,學位論文(文憑送審),1,0,1,0,1,100
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,是,專門著作,41,13,17,3,33,80.49
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,是,教學實務(技術報告),1,0,1,0,1,100
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,是,體育成就(作品及成就),1,0,1,0,1,100
108,私立,一般大學,1006,中國文化大學,是,專門著作,34,21,11,1,33,97.06
108,私立,一般大學,1006,中國文化大學,是,藝術作品(作品及成就),2,1,1,0,2,100
108,私立,一般大學,1006,中國文化大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,私立,一般大學,1007,逢甲大學,是,專門著作,20,7,11,1,19,95
108,私立,一般大學,1007,逢甲大學,是,應用科技(技術報告),2,0,1,0,1,50
108,私立,一般大學,1007,逢甲大學,是,教學實務(技術報告),3,0,0,2,2,66.67
108,私立,一般大學,1008,靜宜大學,是,專門著作,8,5,3,0,8,100
108,私立,一般大學,1008,靜宜大學,是,應用科技(技術報告),1,0,1,0,1,100
108,私立,一般大學,1008,靜宜大學,是,教學實務(技術報告),2,0,0,1,1,50
108,私立,一般大學,1009,長庚大學,是,專門著作,42,19,18,0,37,88.10
108,私立,一般大學,1009,長庚大學,是,應用科技(技術報告),1,0,0,1,1,100
108,私立,一般大學,1009,長庚大學,是,教學實務(技術報告),1,1,0,0,1,100
108,私立,一般大學,1009,長庚大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,私立,一般大學,1010,元智大學,是,專門著作,16,5,6,1,12,75
108,私立,一般大學,1010,元智大學,是,教學實務(技術報告),2,0,1,0,1,50
108,私立,一般大學,1011,中華大學學校財團法人中華大學,是,專門著作,5,2,2,0,4,80
108,私立,一般大學,1011,中華大學學校財團法人中華大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,私立,一般大學,1012,大葉大學,是,專門著作,6,2,4,0,6,100
108,私立,一般大學,1012,大葉大學,是,教學實務(技術報告),1,0,1,0,1,100
108,私立,一般大學,1012,大葉大學,是,學位論文(文憑送審),2,0,0,2,2,100
108,私立,一般大學,1014,義守大學,是,專門著作,19,6,12,0,18,94.74
108,私立,一般大學,1014,義守大學,是,應用科技(技術報告),2,0,1,0,1,50
108,私立,一般大學,1014,義守大學,是,藝術作品(作品及成就),1,0,0,0,0,0
108,私立,一般大學,1014,義守大學,是,教學實務(技術報告),1,1,0,0,1,100
108,私立,一般大學,1014,義守大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,私立,一般大學,1015,世新大學,是,專門著作,15,6,6,0,12,80
108,私立,一般大學,1015,世新大學,是,教學實務(技術報告),1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,是,專門著作,31,10,15,0,25,80.65
108,私立,一般大學,1016,銘傳大學,是,教學實務(技術報告),2,0,2,0,2,100
108,私立,一般大學,1016,銘傳大學,是,學位論文(文憑送審),6,0,0,6,6,100
108,私立,一般大學,1017,實踐大學,是,專門著作,5,1,1,1,3,60
108,私立,一般大學,1017,實踐大學,是,應用科技(技術報告),1,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,是,藝術作品(作品及成就),1,0,0,1,1,100
108,私立,技專校院,1018,朝陽科技大學,是,應用科技(技術報告),2,0,2,0,2,100
108,私立,一般大學,1019,高雄醫學大學,是,專門著作,51,14,20,0,34,66.67
108,私立,一般大學,1019,高雄醫學大學,是,教學實務(技術報告),3,0,1,0,1,33.33
108,私立,一般大學,1019,高雄醫學大學,是,學位論文(文憑送審),2,0,0,2,2,100
108,私立,一般大學,1020,南華大學,是,專門著作,12,5,7,0,12,100
108,私立,一般大學,1020,南華大學,是,應用科技(技術報告),1,0,1,0,1,100
108,私立,一般大學,1021,真理大學,否,專門著作,13,2,4,0,6,46.15
108,私立,一般大學,1021,真理大學,否,學位論文(文憑送審),1,0,1,0,1,100
108,私立,一般大學,1022,大同大學,是,教學實務(技術報告),1,0,1,0,1,100
108,私立,一般大學,1022,大同大學,是,學位論文(文憑送審),3,0,0,3,3,100
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,是,專門著作,21,9,6,0,15,71.43
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,是,應用科技(技術報告),1,0,0,1,1,100
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,是,教學實務(技術報告),2,2,0,0,2,100
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,是,學位論文(文憑送審),2,0,1,1,2,100
108,私立,技專校院,1024,崑山科技大學,是,專門著作,2,1,1,0,2,100
108,私立,技專校院,1024,崑山科技大學,是,應用科技(技術報告),4,1,2,1,4,100
108,私立,技專校院,1024,崑山科技大學,是,藝術作品(作品及成就),2,0,0,2,2,100
108,私立,技專校院,1024,崑山科技大學,是,教學實務(技術報告),1,0,0,1,1,100
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,是,專門著作,14,6,3,2,11,78.57
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1026,樹德科技大學,否,專門著作,5,2,2,0,4,80
108,私立,技專校院,1026,樹德科技大學,否,應用科技(技術報告),3,0,0,0,0,0
108,私立,技專校院,1026,樹德科技大學,否,藝術作品(作品及成就),1,0,1,0,1,100
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,是,專門著作,5,3,1,0,4,80
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,是,應用科技(技術報告),1,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,是,專門著作,55,22,27,3,52,94.55
108,私立,一般大學,1028,臺北醫學大學,是,學位論文(文憑送審),2,0,0,2,2,100
108,私立,一般大學,1029,中山醫學大學,是,專門著作,20,2,12,0,14,70
108,私立,一般大學,1029,中山醫學大學,是,學位論文(文憑送審),5,0,0,5,5,100
108,私立,技專校院,1030,龍華科技大學,否,專門著作,1,0,0,0,0,0
108,私立,技專校院,1030,龍華科技大學,否,應用科技(技術報告),2,0,1,0,1,50
108,私立,技專校院,1030,龍華科技大學,否,教學實務(技術報告),3,0,2,0,2,66.67
108,私立,技專校院,1030,龍華科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1031,輔英科技大學,否,專門著作,11,1,7,0,8,72.73
108,私立,技專校院,1031,輔英科技大學,否,藝術作品(作品及成就),1,0,0,0,0,0
108,私立,技專校院,1031,輔英科技大學,否,教學實務(技術報告),5,1,0,0,1,20
108,私立,技專校院,1031,輔英科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1032,明新學校財團法人明新科技大學,否,專門著作,4,0,1,1,2,50
108,私立,技專校院,1032,明新學校財團法人明新科技大學,否,教學實務(技術報告),2,1,1,0,2,100
108,私立,一般大學,1033,長榮大學,是,專門著作,8,4,4,0,8,100
108,私立,一般大學,1033,長榮大學,是,藝術作品(作品及成就),3,1,2,0,3,100
108,私立,一般大學,1033,長榮大學,是,教學實務(技術報告),3,0,3,0,3,100
108,私立,一般大學,1033,長榮大學,是,學位論文(文憑送審),11,0,0,11,11,100
