,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,僑生總計,男,女,港澳生總計,男,女
,104,私立,技專校院,1055,中華醫事科技大學,760401,幼兒保育系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1055,中華醫事科技大學,810102,餐旅管理系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1056,東南科技大學,230203,數位媒體設計系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1056,東南科技大學,230317,創意產品設計系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1056,東南科技大學,230401,室內設計系,學士班(日間),3,0,3,7,6,1
,104,私立,技專校院,1056,東南科技大學,340301,企業管理系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1056,東南科技大學,340802,行銷與流通管理系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1056,東南科技大學,480101,資訊科技系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1056,東南科技大學,480109,資訊管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1056,東南科技大學,520201,機械工程系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1056,東南科技大學,520328,營建與空間設計系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1056,東南科技大學,810102,餐旅管理系,學士班(日間),1,1,0,2,1,1
,104,私立,技專校院,1056,東南科技大學,810244,觀光與生態旅遊系,學士班(日間),2,1,1,1,0,1
,104,私立,技專校院,1056,東南科技大學,810508,休閒事業管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1057,德明財經科技大學,220303,應用外語系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1057,德明財經科技大學,230203,多媒體設計系,學士班(日間),1,1,0,1,1,0
,104,私立,技專校院,1057,德明財經科技大學,340301,企業管理學系,學士班(日間),2,0,2,0,0,0
,104,私立,技專校院,1057,德明財經科技大學,340801,行銷(管理)學系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1060,南開科技大學,220303,應用外語科,五專,1,0,1,0,0,0
,104,私立,技專校院,1060,南開科技大學,220303,應用外語系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1060,南開科技大學,239901,文化創意與設計系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1060,南開科技大學,480109,資訊管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1060,南開科技大學,480315,多媒體動畫應用系,學士班(日間),0,0,0,5,4,1
,104,私立,技專校院,1060,南開科技大學,520103,電子工程系,學士班(日間),0,0,0,4,4,0
,104,私立,技專校院,1060,南開科技大學,520121,自動化工程系,學士班(日間),2,2,0,0,0,0
,104,私立,技專校院,1060,南開科技大學,520173,電機與資訊技術系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1060,南開科技大學,520201,機械工程系車輛組,學士班(日間),2,2,0,1,1,0
,104,私立,技專校院,1060,南開科技大學,810103,餐飲管理系,學士班(日間),1,0,1,1,0,1
,104,私立,技專校院,1060,南開科技大學,810508,休閒事業管理系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1061,中華科技大學,340824,國際商務與行銷系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1061,中華科技大學,420302,生物科技系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1061,中華科技大學,480109,資訊管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1061,中華科技大學,520112,航空電子系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1061,中華科技大學,520208,航空機械系,學士班(日間),2,2,0,0,0,0
,104,私立,技專校院,1061,中華科技大學,520301,土木工程系土木防災與管理碩士班,碩士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1061,中華科技大學,620601,食品科學系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1061,中華科技大學,810224,觀光餐旅系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1061,中華科技大學,840202,航空服務管理系,學士班(日間),2,0,2,2,0,2
,104,私立,技專校院,1062,僑光科技大學,230140,生活創意設計系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1062,僑光科技大學,480309,多媒體與遊戲設計系,學士班(日間),0,0,0,2,2,0
,104,私立,技專校院,1062,僑光科技大學,810103,餐飲管理系,學士班(日間),3,2,1,5,4,1
,104,私立,技專校院,1063,育達科技大學,220321,應用日語系,學士班(日間),0,0,0,2,0,2
,104,私立,技專校院,1063,育達科技大學,340802,行銷與流通管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1063,育達科技大學,340802,行銷與流通管理系(四技苗進),學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1063,育達科技大學,810504,休閒運動管理系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1064,美和科技大學,229907,文創系,學士班(日間),0,0,0,3,1,2
,104,私立,技專校院,1064,美和科技大學,720601,護理系,學士班(日間),0,0,0,2,1,1
,104,私立,技專校院,1065,吳鳳科技大學,480109,資訊管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1065,吳鳳科技大學,480312,應用遊戲科技系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1065,吳鳳科技大學,520201,機械工程系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1065,吳鳳科技大學,810102,餐旅管理系,學士班(日間),0,0,0,2,0,2
,104,私立,技專校院,1065,吳鳳科技大學,810526,休閒遊憩與運動管理系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1065,吳鳳科技大學,860104,消防系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1066,環球科技大學,230201,視覺傳達設計學系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1066,環球科技大學,230309,創意商品設計系,學士班(日間),1,1,0,1,1,0
,104,私立,技專校院,1066,環球科技大學,340801,行銷管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1066,環球科技大學,480516,多媒體動畫設計系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1066,環球科技大學,760401,幼兒保育系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1066,環球科技大學,810111,餐飲廚藝系,學士班(日間),7,5,2,0,0,0
,104,私立,技專校院,1066,環球科技大學,810205,觀光與餐飲旅館系,學士班(日間),4,1,3,0,0,0
,104,私立,技專校院,1066,環球科技大學,810801,美容造型設計系,學士班(日間),13,0,13,1,0,1
,104,私立,技專校院,1068,中州科技大學,340802,行銷與流通管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1068,中州科技大學,520219,機械與自動化工程系工程技術碩士班,碩士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1068,中州科技大學,760401,幼兒保育系,學士班(日間),2,1,1,0,0,0
,104,私立,技專校院,1068,中州科技大學,810111,餐飲廚藝系,學士班(日間),2,2,0,1,1,0
,104,私立,技專校院,1069,修平科技大學,349919,人力資源管理與發展系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1070,長庚科技大學,720504,保健營養系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1070,長庚科技大學,720601,護理科,五專,1,0,1,0,0,0
,104,私立,技專校院,1070,長庚科技大學,720601,護理系,學士班(日間),1,1,0,30,7,23
,104,私立,技專校院,1070,長庚科技大學,720614,呼吸照護系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1070,長庚科技大學,760401,幼兒保育系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1070,長庚科技大學,810802,化妝品應用系,學士班(日間),2,0,2,2,0,2
,104,私立,技專校院,1071,臺北城市科技大學,210524,演藝事業學士學位學程,學士班(日間),3,1,2,6,3,3
,104,私立,技專校院,1071,臺北城市科技大學,220303,應用外語系,學士班(日間),1,0,1,1,0,1
,104,私立,技專校院,1071,臺北城市科技大學,230203,數位多媒體設計系,學士班(日間),2,1,1,2,1,1
,104,私立,技專校院,1071,臺北城市科技大學,520101,電機工程科,五專,1,1,0,0,0,0
,104,私立,技專校院,1071,臺北城市科技大學,810101,旅館事業管理學士學位學程,學士班(日間),0,0,0,2,2,0
,104,私立,技專校院,1071,臺北城市科技大學,810103,餐飲管理系,學士班(日間),2,0,2,2,2,0
,104,私立,技專校院,1071,臺北城市科技大學,810128,烘焙創意與經營管理學士學位學程,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1071,臺北城市科技大學,810802,化妝品應用與管理系,學士班(日間),0,0,0,4,0,4
,104,私立,技專校院,1072,大華科技大學,810201,觀光管理系,學士班(日間),4,1,3,2,0,2
,104,私立,技專校院,1072,大華科技大學,810405,運動與健康促進系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1073,醒吾科技大學,220312,應用英語科,五專,1,0,1,0,0,0
,104,私立,技專校院,1073,醒吾科技大學,220312,應用英語系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1073,醒吾科技大學,230117,時尚造形設計系,學士班(日間),1,0,1,2,1,1
,104,私立,技專校院,1073,醒吾科技大學,230302,商業設計系,學士班(日間),1,1,0,1,0,1
,104,私立,技專校院,1073,醒吾科技大學,340301,企業管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1073,醒吾科技大學,340501,財務金融系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1073,醒吾科技大學,480503,資訊科技應用系,學士班(日間),1,1,0,1,0,1
,104,私立,技專校院,1073,醒吾科技大學,810102,餐旅管理系,學士班(日間),5,2,3,4,4,0
,104,私立,技專校院,1074,南榮科技大學,230401,室內設計系,學士班(日間),0,0,0,3,0,3
,104,私立,技專校院,1074,南榮科技大學,320804,數位行銷與廣告系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1075,文藻外語大學,220204,應用華語文系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220307,英國語文科,五專,5,1,4,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220307,英國語文系,學士班(日間),3,0,3,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220314,法國語文科,五專,1,0,1,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220314,法國語文系,學士班(日間),1,0,1,3,0,3
,104,私立,技專校院,1075,文藻外語大學,220315,德國語文科,五專,1,0,1,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220315,德國語文系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1075,文藻外語大學,220318,西班牙語文科,五專,4,2,2,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220318,西班牙語文系,學士班(日間),2,1,1,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220320,日本語文科,五專,1,0,1,0,0,0
,104,私立,技專校院,1075,文藻外語大學,220320,日本語文系,學士班(日間),2,1,1,7,2,5
,104,私立,技專校院,1075,文藻外語大學,220320,傳播藝術系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1075,文藻外語大學,220501,翻譯系,學士班(日間),4,1,3,0,0,0
,104,私立,技專校院,1075,文藻外語大學,320104,傳播藝術系,學士班(日間),0,0,0,2,2,0
,104,私立,技專校院,1075,文藻外語大學,340307,國際企業管理系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1076,華夏科技大學,230203,數位媒體設計系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1076,華夏科技大學,230401,室內設計系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1076,華夏科技大學,340301,企業管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1076,華夏科技大學,810802,化妝品應用系,學士班(日間),1,0,1,3,0,3
,104,私立,技專校院,1077,慈濟科技大學,720704,放射醫學科學研究所,碩士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1078,致理科技大學,220312,應用英語系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1078,致理科技大學,220321,應用日語系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1078,致理科技大學,230203,多媒體設計系,學士班(日間),1,1,0,1,0,1
,104,私立,技專校院,1078,致理科技大學,340201,會計資訊系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1148,大漢技術學院,230120,珠寶技術系,學士班(日間),0,0,0,2,1,1
,104,私立,技專校院,1159,和春技術學院,320104,傳播藝術系,學士班(日間),0,0,0,2,1,1
,104,私立,技專校院,1159,和春技術學院,480109,資訊管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1159,和春技術學院,520114,資訊工程系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1166,亞東技術學院,230301,日間部四技工商業設計系,學士班(日間),0,0,0,2,2,0
,104,私立,技專校院,1166,亞東技術學院,520201,日間部四技機械工程系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1168,桃園創新技術學院,760401,幼兒保育系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1179,德霖技術學院,340301,企業管理系,學士班(日間),3,1,2,0,0,0
,104,私立,技專校院,1179,德霖技術學院,349916,空間設計系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1179,德霖技術學院,520114,資訊工程系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1179,德霖技術學院,810102,餐旅管理科,五專,1,1,0,0,0,0
,104,私立,技專校院,1179,德霖技術學院,810102,餐旅管理系,學士班(日間),2,1,1,0,0,0
,104,私立,技專校院,1179,德霖技術學院,810111,餐飲廚藝系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1182,蘭陽技術學院,810514,健康休閒管理系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1183,黎明技術學院,340301,企業管理系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1183,黎明技術學院,810103,餐飲管理系,學士班(日間),3,1,2,0,0,0
,104,私立,技專校院,1183,黎明技術學院,810201,觀光休閒系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1184,東方設計學院,210108,攝影學位學程,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1184,東方設計學院,210301,美術工藝系(四技),學士班(日間),1,1,0,2,1,1
,104,私立,技專校院,1184,東方設計學院,220303,應用外語系(五專),五專,1,1,0,0,0,0
,104,私立,技專校院,1184,東方設計學院,230311,流行商品設計系(四技),學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1184,東方設計學院,810103,餐飲管理系(四技),學士班(日間),0,0,0,2,1,1
,104,私立,技專校院,1184,東方設計學院,810820,時尚美妝設計系美設組(四技),學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1185,經國管理暨健康學院,810801,美容流行設計系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1187,崇右技術學院,210524,演藝事業系,學士班(日間),1,0,1,4,2,2
,104,私立,技專校院,1187,崇右技術學院,210707,表演藝術系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1187,崇右技術學院,230117,時尚造型設計系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1187,崇右技術學院,230309,創意商品設計系_香港二技專班,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1187,崇右技術學院,320303,影視傳播系,學士班(日間),2,2,0,4,1,3
,104,私立,技專校院,1187,崇右技術學院,810242,觀光旅遊管理系,學士班(日間),2,0,2,0,0,0
,104,私立,技專校院,1188,大同技術學院,230117,時尚造型設計系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1189,亞太創意技術學院,230203,數位媒體設計系,學士班(日間),1,1,0,2,1,1
,104,私立,技專校院,1189,亞太創意技術學院,239901,文化創意設計研究所,碩士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1192,臺灣觀光學院,810101,旅館管理系,學士班(日間),0,0,0,3,2,1
,104,私立,技專校院,1192,臺灣觀光學院,810103,餐飲管理系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1192,臺灣觀光學院,810118,廚藝管理系,學士班(日間),0,0,0,5,3,2
,104,私立,技專校院,1197,台北海洋技術學院,230141,時尚造型設計管理系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1197,台北海洋技術學院,230142,數位遊戲與動畫設計系,學士班(日間),0,0,0,1,1,0
,104,私立,技專校院,1197,台北海洋技術學院,620619,食品科技與行銷系,學士班(日間),1,0,1,0,0,0
,104,私立,技專校院,1197,台北海洋技術學院,810103,餐飲管理系,學士班(日間),0,0,0,2,2,0
,104,私立,技專校院,1197,台北海洋技術學院,810214,遊遊管理系,學士班(日間),0,0,0,1,0,1
,104,私立,技專校院,1197,台北海洋技術學院,810220,海洋休閒觀光系,學士班(日間),0,0,0,2,2,0
,104,私立,技專校院,1197,台北海洋技術學院,810505,海洋運動休閒系,學士班(日間),1,1,0,0,0,0
,104,私立,技專校院,1282,馬偕醫護管理專科學校,720601,護理科,五專,0,0,0,1,0,1
,104,私立,技專校院,1286,耕莘健康管理專科學校,720601,護理科,五專,1,0,1,0,0,0
,104,私立,技專校院,1292,新生醫護管理專科學校,220312,日五專應用英語科,五專,1,0,1,0,0,0
,104,私立,技專校院,1292,新生醫護管理專科學校,720601,日五專護理科,五專,1,1,0,0,0,0
,105,公立,一般大學,1,國立政治大學,140101,教育學系,學士班(日間),19,5,14,4,3,1
,105,公立,一般大學,1,國立政治大學,140101,教育學系,碩士班(日間),4,3,1,2,1,1
,105,公立,一般大學,1,國立政治大學,140203,華語文教學碩士學位學程,碩士班(日間),1,0,1,1,0,1
,105,公立,一般大學,1,國立政治大學,140701,教育行政與政策研究所,碩士班(日間),0,0,0,1,0,1
,105,公立,一般大學,1,國立政治大學,220101,台灣文學研究所,碩士班(日間),0,0,0,1,0,1
,105,公立,一般大學,1,國立政治大學,220201,中國文學系,學士班(日間),12,4,8,8,5,3
,105,公立,一般大學,1,國立政治大學,220201,中國文學系,碩士班(日間),4,4,0,6,4,2
,105,公立,一般大學,1,國立政治大學,220201,中國文學系,博士班,2,1,1,0,0,0
,105,公立,一般大學,1,國立政治大學,220307,英國語文學系,學士班(日間),6,2,4,6,3,3
,105,公立,一般大學,1,國立政治大學,220307,英國語文學系,碩士班(日間),1,0,1,0,0,0
,105,公立,一般大學,1,國立政治大學,220320,日本語文學系,學士班(日間),7,2,5,5,0,5
,105,公立,一般大學,1,國立政治大學,220320,日本語文學系,碩士班(日間),1,0,1,0,0,0
,105,公立,一般大學,1,國立政治大學,220322,阿拉伯語文學系,學士班(日間),1,1,0,1,1,0
,105,公立,一般大學,1,國立政治大學,220324,韓國語文學系,學士班(日間),7,0,7,2,0,2
,105,公立,一般大學,1,國立政治大學,220326,土耳其語文學系,學士班(日間),6,2,4,1,0,1
,105,公立,一般大學,1,國立政治大學,220327,歐洲語文學系,學士班(日間),7,1,6,5,1,4
,105,公立,一般大學,1,國立政治大學,220333,斯拉夫語文學系,學士班(日間),2,1,1,2,0,2
,105,公立,一般大學,1,國立政治大學,220801,宗教研究所,博士班,2,0,2,0,0,0
,105,公立,一般大學,1,國立政治大學,220901,歷史學系,學士班(日間),2,1,1,10,9,1
,105,公立,一般大學,1,國立政治大學,220901,歷史學系,碩士班(日間),0,0,0,6,5,1
,105,公立,一般大學,1,國立政治大學,220901,歷史學系,博士班,0,0,0,1,1,0
,105,公立,一般大學,1,國立政治大學,221101,哲學系,學士班(日間),5,4,1,5,4,1
,105,公立,一般大學,1,國立政治大學,221101,哲學系,碩士班(日間),1,1,0,4,4,0
,105,公立,一般大學,1,國立政治大學,310101,經濟學系,學士班(日間),11,2,9,6,5,1
,105,公立,一般大學,1,國立政治大學,310112,應用經濟與社會發展英語碩士學位學程,碩士班(日間),1,1,0,0,0,0
,105,公立,一般大學,1,國立政治大學,310201,政治學系,學士班(日間),0,0,0,7,6,1
,105,公立,一般大學,1,國立政治大學,310201,政治學系,碩士班(日間),2,2,0,1,0,1
,105,公立,一般大學,1,國立政治大學,310201,政治學系,博士班,0,0,0,1,1,0
,105,公立,一般大學,1,國立政治大學,310301,社會學系,學士班(日間),4,1,3,4,3,1
,105,公立,一般大學,1,國立政治大學,310301,社會學系,碩士班(日間),2,1,1,2,2,0
,105,公立,一般大學,1,國立政治大學,310401,民族學系,學士班(日間),1,0,1,2,2,0
,105,公立,一般大學,1,國立政治大學,310501,心理學系,學士班(日間),10,2,8,3,2,1
,105,公立,一般大學,1,國立政治大學,310501,心理學系,碩士班(日間),4,3,1,3,1,2
,105,公立,一般大學,1,國立政治大學,310506,輔導與諮商碩士學位學程,碩士班(日間),0,0,0,1,1,0
,105,公立,一般大學,1,國立政治大學,310702,東亞研究所,碩士班(日間),0,0,0,3,3,0
,105,公立,一般大學,1,國立政治大學,310709,俄羅斯研究所,碩士班(日間),0,0,0,1,1,0
,105,公立,一般大學,1,國立政治大學,310801,公共行政學系,學士班(日間),7,2,5,4,2,2
,105,公立,一般大學,1,國立政治大學,310811,地政學系,學士班(日間),7,4,3,11,10,1
,105,公立,一般大學,1,國立政治大學,310811,地政學系,碩士班(日間),1,1,0,0,0,0
,105,公立,一般大學,1,國立政治大學,310905,外交學系,學士班(日間),15,4,11,1,0,1
,105,公立,一般大學,1,國立政治大學,310905,外交學系,碩士班(日間),0,0,0,1,1,0
,105,公立,一般大學,1,國立政治大學,310909,國際研究英語碩士學位學程,碩士班(日間),2,2,0,0,0,0
,105,公立,一般大學,1,國立政治大學,311003,勞工研究所,碩士班(日間),0,0,0,1,1,0
,105,公立,一般大學,1,國立政治大學,320102,傳播學院傳播學士學位學程,學士班(日間),6,2,4,0,0,0
,105,公立,一般大學,1,國立政治大學,320102,傳播學院傳播碩士學位學程,碩士班(日間),3,0,3,2,1,1
,105,公立,一般大學,1,國立政治大學,320115,國際傳播英語碩士學位學程,碩士班(日間),0,0,0,2,0,2
,105,公立,一般大學,1,國立政治大學,320201,新聞學系,學士班(日間),7,1,6,2,1,1
,105,公立,一般大學,1,國立政治大學,320201,新聞學系,碩士班(日間),0,0,0,1,0,1
,105,公立,一般大學,1,國立政治大學,320301,廣播電視學系,學士班(日間),12,0,12,3,3,0
,105,公立,一般大學,1,國立政治大學,320301,廣播電視學系,碩士班(日間),1,1,0,1,0,1
,105,公立,一般大學,1,國立政治大學,320603,圖書資訊與檔案學研究所,碩士班(日間),0,0,0,1,0,1
,105,公立,一般大學,1,國立政治大學,320802,廣告學系,學士班(日間),10,0,10,1,0,1
,105,公立,一般大學,1,國立政治大學,329999,傳播學院大一大二不分系,學士班(日間),20,5,15,19,5,14
,105,公立,一般大學,1,國立政治大學,340201,會計學系,學士班(日間),5,0,5,4,3,1
,105,公立,一般大學,1,國立政治大學,340201,會計學系,碩士班(日間),1,0,1,1,0,1
,105,公立,一般大學,1,國立政治大學,340301,企業管理學系,學士班(日間),20,6,14,6,6,0
,105,公立,一般大學,1,國立政治大學,340301,企業管理研究所(MBA學位學程),碩士班(日間),19,8,11,8,3,5
,105,公立,一般大學,1,國立政治大學,340310,國際經營管理英語碩士學位學程,碩士班(日間),0,0,0,1,0,1
,105,公立,一般大學,1,國立政治大學,340408,國際經營與貿易學系,學士班(日間),17,4,13,4,2,2
,105,公立,一般大學,1,國立政治大學,340408,國際經營與貿易學系,碩士班(日間),1,0,1,1,1,0
,105,公立,一般大學,1,國立政治大學,340504,財務管理學系,學士班(日間),11,5,6,1,0,1
,105,公立,一般大學,1,國立政治大學,340504,財務管理學系,碩士班(日間),1,1,0,1,0,1
,105,公立,一般大學,1,國立政治大學,340505,金融學系,學士班(日間),9,3,6,3,2,1
,105,公立,一般大學,1,國立政治大學,340601,風險管理與保險學系,學士班(日間),7,4,3,2,2,0
,105,公立,一般大學,1,國立政治大學,340601,風險管理與保險學系,碩士班(日間),1,0,1,0,0,0
,105,公立,一般大學,1,國立政治大學,340601,風險管理與保險學系,博士班,1,0,1,0,0,0
,105,公立,一般大學,1,國立政治大學,340701,財政學系,學士班(日間),13,4,9,4,2,2
,105,公立,一般大學,1,國立政治大學,340701,財政學系,碩士班(日間),1,1,0,0,0,0
,105,公立,一般大學,1,國立政治大學,349984,科技管理與智慧財產研究所,碩士班(日間),2,1,1,3,1,2
,105,公立,一般大學,1,國立政治大學,380101,法律學系,學士班(日間),13,6,7,1,0,1
,105,公立,一般大學,1,國立政治大學,380101,法律學系,碩士班(日間),5,3,2,4,4,0
,105,公立,一般大學,1,國立政治大學,380204,法律科際整合研究所,碩士班(日間),2,2,0,0,0,0
,105,公立,一般大學,1,國立政治大學,460102,應用數學系,學士班(日間),1,1,0,1,1,0
,105,公立,一般大學,1,國立政治大學,460201,統計學系,學士班(日間),5,2,3,7,5,2
,105,公立,一般大學,1,國立政治大學,460201,統計學系,碩士班(日間),1,0,1,2,2,0
,105,公立,一般大學,1,國立政治大學,460201,統計學系,博士班,1,1,0,0,0,0
,105,公立,一般大學,1,國立政治大學,480109,資訊管理學系,學士班(日間),10,6,4,2,1,1
,105,公立,一般大學,1,國立政治大學,480505,數位內容碩士學位學程,碩士班(日間),1,1,0,0,0,0
,105,公立,一般大學,1,國立政治大學,520116,資訊科學系,學士班(日間),5,3,2,7,6,1
,105,公立,一般大學,1,國立政治大學,760301,社會工作研究所,碩士班(日間),0,0,0,1,1,0
,105,公立,一般大學,2,國立清華大學,220101,台灣文學研究所,博士班,0,0,0,1,0,1
,105,公立,一般大學,2,國立清華大學,220201,中國文學系,學士班(日間),7,2,5,8,2,6
,105,公立,一般大學,2,國立清華大學,220201,中國文學系,碩士班(日間),1,0,1,3,2,1
,105,公立,一般大學,2,國立清華大學,220201,中國文學系,博士班,0,0,0,1,1,0
,105,公立,一般大學,2,國立清華大學,220301,外國語文學系,學士班(日間),5,0,5,5,1,4
,105,公立,一般大學,2,國立清華大學,220301,外國語文學系,碩士班(日間),1,0,1,1,0,1
,105,公立,一般大學,2,國立清華大學,220701,語言學研究所,碩士班(日間),1,0,1,1,1,0
,105,公立,一般大學,2,國立清華大學,220701,語言學研究所,博士班,0,0,0,1,0,1
,105,公立,一般大學,2,國立清華大學,220901,歷史研究所,碩士班(日間),1,1,0,1,1,0
,105,公立,一般大學,2,國立清華大學,221001,人類學研究所,碩士班(日間),2,1,1,0,0,0
,105,公立,一般大學,2,國立清華大學,221001,人類學研究所,博士班,1,0,1,0,0,0
,105,公立,一般大學,2,國立清華大學,229999,人文社會學院學士班,學士班(日間),6,1,5,7,4,3
,105,公立,一般大學,2,國立清華大學,310101,經濟學系,學士班(日間),7,4,3,7,3,4
,105,公立,一般大學,2,國立清華大學,310301,社會學研究所,碩士班(日間),0,0,0,3,3,0
,105,公立,一般大學,2,國立清華大學,340501,計量財務金融學系,學士班(日間),1,1,0,1,1,0
,105,公立,一般大學,2,國立清華大學,349951,服務科學研究所,碩士班(日間),1,1,0,1,1,0
,105,公立,一般大學,2,國立清華大學,349996,科技管理學院學士班,學士班(日間),1,0,1,1,1,0
,105,公立,一般大學,2,國立清華大學,420103,生命科學系,學士班(日間),5,3,2,3,1,2
,105,公立,一般大學,2,國立清華大學,420302,生物科技研究所,碩士班(日間),0,0,0,1,1,0
,105,公立,一般大學,2,國立清華大學,420313,分子與細胞生物研究所,碩士班(日間),0,0,0,1,0,1
,105,公立,一般大學,2,國立清華大學,420313,分子與細胞生物研究所,博士班,0,0,0,1,0,1
,105,公立,一般大學,2,國立清華大學,420327,生技產業博士學位學程,博士班,1,1,0,0,0,0
,105,公立,一般大學,2,國立清華大學,429903,生命科學院學士班,學士班(日間),4,3,1,1,1,0
,105,公立,一般大學,2,國立清華大學,440101,化學系,學士班(日間),13,7,6,8,7,1
,105,公立,一般大學,2,國立清華大學,440101,化學系,碩士班(日間),2,1,1,1,1,0
,105,公立,一般大學,2,國立清華大學,440301,物理學系,學士班(日間),5,4,1,11,10,1
,105,公立,一般大學,2,國立清華大學,440301,物理學系,碩士班(日間),1,1,0,1,1,0
