,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,僑生總計,男,女,港澳生總計,男,女
,101,公立,一般大學,12,國立臺灣海洋大學,621102,環境生物與漁業科學學系,博士班,0,0,0,1,0,1
,101,公立,一般大學,12,國立臺灣海洋大學,621104,水產養殖學系,學士班(日間),14,10,4,9,6,3
,101,公立,一般大學,12,國立臺灣海洋大學,621104,水產養殖學系,碩士班(日間),3,2,1,0,0,0
,101,公立,一般大學,12,國立臺灣海洋大學,840106,航運管理學系,學士班(日間),14,8,6,12,6,6
,101,公立,一般大學,12,國立臺灣海洋大學,840114,運輸科學系,學士班(日間),3,2,1,0,0,0
,101,公立,一般大學,12,國立臺灣海洋大學,840302,商船學系,學士班(日間),6,5,1,4,4,0
,101,公立,一般大學,13,國立中正大學,140501,成人及繼續教育學系,學士班(日間),3,0,3,4,1,3
,101,公立,一般大學,13,國立中正大學,220201,中國文學系,學士班(日間),8,4,4,3,2,1
,101,公立,一般大學,13,國立中正大學,220201,中國文學系碩士班,碩士班(日間),2,2,0,0,0,0
,101,公立,一般大學,13,國立中正大學,220301,外國語文學系,學士班(日間),2,0,2,6,2,4
,101,公立,一般大學,13,國立中正大學,220301,外國語文學系英語教學碩士班,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,13,國立中正大學,220301,外國語文學系碩士班,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,13,國立中正大學,220901,歷史學系,學士班(日間),3,2,1,10,7,3
,101,公立,一般大學,13,國立中正大學,221101,哲學系,學士班(日間),3,1,2,11,9,2
,101,公立,一般大學,13,國立中正大學,221101,哲學系碩士班,碩士班(日間),0,0,0,1,1,0
,101,公立,一般大學,13,國立中正大學,310101,經濟學系,學士班(日間),3,2,1,4,4,0
,101,公立,一般大學,13,國立中正大學,310201,政治學系,學士班(日間),3,3,0,6,4,2
,101,公立,一般大學,13,國立中正大學,310201,政治學系碩士班,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,13,國立中正大學,310501,心理學系,學士班(日間),3,0,3,4,2,2
,101,公立,一般大學,13,國立中正大學,310501,心理學系碩士班,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,13,國立中正大學,310501,心理學系臨床心理學碩士班,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,13,國立中正大學,310903,戰略暨國際事務研究所,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,13,國立中正大學,311003,勞工關係學系,學士班(日間),5,4,1,13,8,5
,101,公立,一般大學,13,國立中正大學,311003,勞工關係學系碩士班,碩士班(日間),0,0,0,1,1,0
,101,公立,一般大學,13,國立中正大學,311007,犯罪防治學系,學士班(日間),4,2,2,4,1,3
,101,公立,一般大學,13,國立中正大學,311007,犯罪防治學系博士班,博士班,0,0,0,1,0,1
,101,公立,一般大學,13,國立中正大學,320102,傳播學系,學士班(日間),10,4,6,2,0,2
,101,公立,一般大學,13,國立中正大學,320102,傳播學系電訊傳播碩士班,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,13,國立中正大學,340201,會計與資訊科技學系,學士班(日間),7,3,4,2,1,1
,101,公立,一般大學,13,國立中正大學,340301,企業管理學系,學士班(日間),10,6,4,8,4,4
,101,公立,一般大學,13,國立中正大學,340501,財務金融學系,學士班(日間),2,2,0,3,2,1
,101,公立,一般大學,13,國立中正大學,340501,財務金融學系碩士班,碩士班(日間),1,1,0,1,0,1
,101,公立,一般大學,13,國立中正大學,380101,法律學系,學士班(日間),4,3,1,4,2,2
,101,公立,一般大學,13,國立中正大學,380101,法律學系碩士班,碩士班(日間),2,1,1,3,3,0
,101,公立,一般大學,13,國立中正大學,380201,財經法律學系,學士班(日間),2,0,2,3,0,3
,101,公立,一般大學,13,國立中正大學,420103,生命科學系,學士班(日間),6,5,1,0,0,0
,101,公立,一般大學,13,國立中正大學,440103,化學暨生物化學系,學士班(日間),3,2,1,5,3,2
,101,公立,一般大學,13,國立中正大學,440208,地球與環境科學系,學士班(日間),1,1,0,6,6,0
,101,公立,一般大學,13,國立中正大學,440301,物理學系,學士班(日間),3,2,1,1,1,0
,101,公立,一般大學,13,國立中正大學,460101,數學系,學士班(日間),2,2,0,2,2,0
,101,公立,一般大學,13,國立中正大學,480109,資訊管理學系,學士班(日間),3,3,0,6,5,1
,101,公立,一般大學,13,國立中正大學,520101,電機工程學系,學士班(日間),4,3,1,4,3,1
,101,公立,一般大學,13,國立中正大學,520114,資訊工程學系,學士班(日間),10,9,1,16,16,0
,101,公立,一般大學,13,國立中正大學,520114,資訊工程學系碩士班,碩士班(日間),0,0,0,1,1,0
,101,公立,一般大學,13,國立中正大學,520126,通訊工程學系,學士班(日間),6,3,3,7,6,1
,101,公立,一般大學,13,國立中正大學,520201,機械工程學系,學士班(日間),15,15,0,6,5,1
,101,公立,一般大學,13,國立中正大學,520201,機械工程學系碩士班,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,13,國立中正大學,520201,機械工程學系博士班,博士班,1,1,0,0,0,0
,101,公立,一般大學,13,國立中正大學,520401,化學工程學系,學士班(日間),5,2,3,6,5,1
,101,公立,一般大學,13,國立中正大學,760304,社會福利學系,學士班(日間),4,1,3,6,3,3
,101,公立,一般大學,14,國立高雄師範大學,140101,教育學系,學士班(日間),6,1,5,1,0,1
,101,公立,一般大學,14,國立高雄師範大學,140302,工業科技教育學系,學士班(日間),3,2,1,0,0,0
,101,公立,一般大學,14,國立高雄師範大學,140315,體育學系,學士班(日間),2,1,1,1,1,0
,101,公立,一般大學,14,國立高雄師範大學,140601,特殊教育學系,學士班(日間),2,0,2,2,0,2
,101,公立,一般大學,14,國立高雄師範大學,210101,美術學系,學士班(日間),1,0,1,3,0,3
,101,公立,一般大學,14,國立高雄師範大學,220201,國文學系應用中文組,學士班(日間),0,0,0,5,3,2
,101,公立,一般大學,14,國立高雄師範大學,220308,英語學系甲班,學士班(日間),1,0,1,1,0,1
,101,公立,一般大學,14,國立高雄師範大學,230201,視覺設計學系,學士班(日間),5,1,4,4,2,2
,101,公立,一般大學,14,國立高雄師範大學,230303,工業設計學系,學士班(日間),1,1,0,0,0,0
,101,公立,一般大學,14,國立高雄師範大學,310520,諮商心理與復健諮商研究所,碩士班(日間),2,0,2,0,0,0
,101,公立,一般大學,14,國立高雄師範大學,310601,地理學系,學士班(日間),1,0,1,2,1,1
,101,公立,一般大學,14,國立高雄師範大學,310722,客家文化研究所,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,14,國立高雄師範大學,340305,事業經營學系,學士班(日間),4,3,1,1,1,0
,101,公立,一般大學,14,國立高雄師範大學,420302,生物科技系,學士班(日間),1,1,0,0,0,0
,101,公立,一般大學,14,國立高雄師範大學,440101,化學系,學士班(日間),0,0,0,2,1,1
,101,公立,一般大學,14,國立高雄師範大學,480306,軟體工程學系,學士班(日間),2,2,0,1,1,0
,101,公立,一般大學,14,國立高雄師範大學,720405,聽力學與語言治療研究所,碩士班(日間),1,1,0,3,0,3
,101,公立,一般大學,15,國立彰化師範大學,140101,教育研究所碩士班,碩士班(日間),2,1,1,0,0,0
,101,公立,一般大學,15,國立彰化師範大學,140221,公共事務與公民教育學系,學士班(日間),0,0,0,3,1,2
,101,公立,一般大學,15,國立彰化師範大學,140303,商業教育學系,學士班(日間),3,2,1,4,1,3
,101,公立,一般大學,15,國立彰化師範大學,140330,運動學系,學士班(日間),0,0,0,2,1,1
,101,公立,一般大學,15,國立彰化師範大學,140601,特殊教育學系,學士班(日間),1,0,1,11,3,8
,101,公立,一般大學,15,國立彰化師範大學,210101,美術學系,學士班(日間),0,0,0,3,0,3
,101,公立,一般大學,15,國立彰化師範大學,220201,國文學系,學士班(日間),4,3,1,5,0,5
,101,公立,一般大學,15,國立彰化師範大學,220201,國文學系碩士班,碩士班(日間),1,0,1,1,0,1
,101,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系,學士班(日間),9,1,8,8,2,6
,101,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系碩士班,碩士班(日間),4,1,3,0,0,0
,101,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系博士班,博士班,1,0,1,0,0,0
,101,公立,一般大學,15,國立彰化師範大學,310514,婚姻與家族治療研究所碩士班,碩士班(日間),2,0,2,1,1,0
,101,公立,一般大學,15,國立彰化師範大學,310601,地理學系,學士班(日間),2,1,1,7,2,5
,101,公立,一般大學,15,國立彰化師範大學,340201,會計學系,學士班(日間),7,3,4,7,2,5
,101,公立,一般大學,15,國立彰化師範大學,340301,企業管理學系,學士班(日間),10,6,4,3,2,1
,101,公立,一般大學,15,國立彰化師範大學,340301,企業管理學系碩士班,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,15,國立彰化師範大學,349919,人力資源管理研究所碩士班,碩士班(日間),0,0,0,1,0,1
,101,公立,一般大學,15,國立彰化師範大學,420101,生物學系,學士班(日間),1,0,1,2,1,1
,101,公立,一般大學,15,國立彰化師範大學,440101,化學系,學士班(日間),1,0,1,3,3,0
,101,公立,一般大學,15,國立彰化師範大學,460101,數學系,學士班(日間),2,1,1,4,2,2
,101,公立,一般大學,15,國立彰化師範大學,480109,資訊管理學系,學士班(日間),6,6,0,0,0,0
,101,公立,一般大學,15,國立彰化師範大學,520101,電機工程學系,學士班(日間),1,1,0,1,1,0
,101,公立,一般大學,15,國立彰化師範大學,520103,電子工程學系,學士班(日間),1,1,0,0,0,0
,101,公立,一般大學,15,國立彰化師範大學,520114,資訊工程學系,學士班(日間),0,0,0,3,3,0
,101,公立,一般大學,16,國立陽明大學,420103,生命科學系暨基因體科學研究所,學士班(日間),7,4,3,4,2,2
,101,公立,一般大學,16,國立陽明大學,420402,微生物及免疫學研究所,碩士班(日間),2,2,0,0,0,0
,101,公立,一般大學,16,國立陽明大學,420606,生物醫學資訊研究所,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,16,國立陽明大學,521108,生物醫學工程學系,學士班(日間),2,0,2,5,1,4
,101,公立,一般大學,16,國立陽明大學,720101,醫學系,學士班(日間),27,14,13,1,0,1
,101,公立,一般大學,16,國立陽明大學,720111,神經科學研究所,碩士班(日間),1,0,1,1,1,0
,101,公立,一般大學,16,國立陽明大學,720111,神經科學研究所,博士班,1,1,0,0,0,0
,101,公立,一般大學,16,國立陽明大學,720120,急重症醫學研究所,碩士班(日間),1,0,1,1,1,0
,101,公立,一般大學,16,國立陽明大學,720122,腦科學研究所,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,16,國立陽明大學,720303,傳統醫藥研究所,碩士班(日間),3,1,2,0,0,0
,101,公立,一般大學,16,國立陽明大學,720411,物理治療暨輔助科技學系,學士班(日間),8,4,4,6,3,3
,101,公立,一般大學,16,國立陽明大學,720601,護理學系,學士班(日間),2,1,1,5,2,3
,101,公立,一般大學,16,國立陽明大學,720705,醫學生物技術暨檢驗學系,學士班(日間),5,0,5,6,2,4
,101,公立,一般大學,16,國立陽明大學,720705,醫學生物技術暨檢驗學系,碩士班(日間),2,0,2,1,0,1
,101,公立,一般大學,16,國立陽明大學,720705,醫學生物技術暨檢驗學系,博士班,1,0,1,0,0,0
,101,公立,一般大學,16,國立陽明大學,720712,生物醫學影像暨放射科學系,學士班(日間),4,1,3,3,2,1
,101,公立,一般大學,16,國立陽明大學,720712,生物醫學影像暨放射科學系,碩士班(日間),1,1,0,1,0,1
,101,公立,一般大學,16,國立陽明大學,720801,牙醫學系,學士班(日間),10,5,5,1,1,0
,101,公立,一般大學,16,國立陽明大學,720806,口腔生物研究所,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,17,國立臺北大學,220201,中國文學系,學士班(日間),11,2,9,7,3,4
,101,公立,一般大學,17,國立臺北大學,220201,中國文學系,碩士班(日間),3,2,1,0,0,0
,101,公立,一般大學,17,國立臺北大學,220303,應用外語系,學士班(日間),2,0,2,4,0,4
,101,公立,一般大學,17,國立臺北大學,220901,歷史學系,學士班(日間),6,4,2,13,7,6
,101,公立,一般大學,17,國立臺北大學,310101,經濟學系,學士班(日間),12,7,5,9,4,5
,101,公立,一般大學,17,國立臺北大學,310101,經濟學系,碩士班(日間),1,0,1,1,1,0
,101,公立,一般大學,17,國立臺北大學,310301,社會學系,學士班(日間),5,4,1,9,3,6
,101,公立,一般大學,17,國立臺北大學,310802,公共行政與政策學系,學士班(日間),9,4,5,12,7,5
,101,公立,一般大學,17,國立臺北大學,310802,公共行政與政策學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,17,國立臺北大學,311007,犯罪學研究所,碩士班(日間),2,0,2,1,1,0
,101,公立,一般大學,17,國立臺北大學,340201,會計學系,學士班(日間),10,4,6,9,6,3
,101,公立,一般大學,17,國立臺北大學,340301,企業管理學系,學士班(日間),9,3,6,4,1,3
,101,公立,一般大學,17,國立臺北大學,340307,國際企業研究所,碩士班(日間),9,5,4,1,0,1
,101,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,學士班(日間),4,4,0,0,0,0
,101,公立,一般大學,17,國立臺北大學,340701,財政學系,學士班(日間),7,4,3,9,6,3
,101,公立,一般大學,17,國立臺北大學,340701,財政學系,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,學士班(日間),12,8,4,11,6,5
,101,公立,一般大學,17,國立臺北大學,380101,法律學系司法組,學士班(日間),5,1,4,4,2,2
,101,公立,一般大學,17,國立臺北大學,380101,法律學系法學組,學士班(日間),2,1,1,5,3,2
,101,公立,一般大學,17,國立臺北大學,380101,法律學系財經法組,學士班(日間),7,5,2,3,1,2
,101,公立,一般大學,17,國立臺北大學,460201,統計學系,學士班(日間),7,7,0,4,3,1
,101,公立,一般大學,17,國立臺北大學,520101,電機工程學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,17,國立臺北大學,520114,資訊工程學系,學士班(日間),8,8,0,4,4,0
,101,公立,一般大學,17,國立臺北大學,760301,社會工作學系,學士班(日間),8,1,7,4,0,4
,101,公立,一般大學,17,國立臺北大學,760301,社會工作學系,碩士班(日間),0,0,0,1,0,1
,101,公立,一般大學,17,國立臺北大學,810504,休閒運動與管理學系,學士班(日間),7,2,5,4,3,1
,101,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),0,0,0,2,0,2
,101,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),7,1,6,2,1,1
,101,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),6,3,3,2,1,1
,101,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),3,2,1,0,0,0
,101,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),4,0,4,9,4,5
,101,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),5,1,4,5,3,2
,101,公立,一般大學,18,國立嘉義大學,220201,中國文學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,18,國立嘉義大學,220706,外國語言學系英語教學組,學士班(日間),5,2,3,4,0,4
,101,公立,一般大學,18,國立嘉義大學,220706,外國語言學系應用外語組,學士班(日間),6,1,5,2,1,1
,101,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,18,國立嘉義大學,220902,史地學系,學士班(日間),2,1,1,9,7,2
,101,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),2,1,1,5,4,1
,101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),7,3,4,7,2,5
,101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),5,3,2,4,4,0
,101,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),6,3,3,3,3,0
,101,公立,一般大學,18,國立嘉義大學,340816,行銷與運籌學系,學士班(日間),3,0,3,0,0,0
,101,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),4,1,3,3,1,2
,101,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),2,2,0,4,4,0
,101,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),0,0,0,3,2,1
,101,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,碩士班(日間),0,0,0,1,0,1
,101,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),7,5,2,1,1,0
,101,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),3,1,2,5,5,0
,101,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,碩士班(日間),0,0,0,1,1,0
,101,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),1,0,1,4,4,0
,101,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),2,2,0,1,1,0
,101,公立,一般大學,18,國立嘉義大學,460102,應用數學系,學士班(日間),2,1,1,0,0,0
,101,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,學士班(日間),3,1,2,3,3,0
,101,公立,一般大學,18,國立嘉義大學,520101,電機工程學系,學士班(日間),2,2,0,0,0,0
,101,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(日間),4,4,0,3,2,1
,101,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(日間),0,0,0,1,1,0
,101,公立,一般大學,18,國立嘉義大學,520255,機械與能源工程學系,學士班(日間),1,1,0,0,0,0
,101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系土木工程組,學士班(日間),0,0,0,1,1,0
,101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系水利工程組,學士班(日間),0,0,0,1,1,0
,101,公立,一般大學,18,國立嘉義大學,580203,景觀學系,學士班(日間),1,1,0,2,2,0
,101,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(日間),12,11,1,3,1,2
,101,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(日間),1,1,0,1,0,1
,101,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(日間),3,3,0,4,1,3
,101,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(日間),4,3,1,4,3,1
,101,公立,一般大學,18,國立嘉義大學,620601,食品科學系食品科技組,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,學士班(日間),6,4,2,2,0,2
,101,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(日間),2,0,2,6,2,4
,101,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(日間),0,0,0,1,0,1
,101,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,學士班(日間),8,4,4,5,2,3
,101,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,18,國立嘉義大學,810201,觀光休閒管理研究所,碩士班(日間),1,1,0,1,1,0
,101,公立,一般大學,19,國立高雄大學,220306,西洋語文學系,學士班(日間),5,1,4,3,0,3
,101,公立,一般大學,19,國立高雄大學,220335,東亞語文學系,學士班(日間),6,2,4,10,0,10
,101,公立,一般大學,19,國立高雄大學,239903,創意設計與建築學系,學士班(日間),1,0,1,2,1,1
,101,公立,一般大學,19,國立高雄大學,310102,應用經濟學系,學士班(日間),8,6,2,4,4,0
,101,公立,一般大學,19,國立高雄大學,340313,亞太工商管理學系,學士班(日間),5,3,2,7,4,3
,101,公立,一般大學,19,國立高雄大學,340508,金融管理學系,學士班(日間),5,4,1,8,5,3
,101,公立,一般大學,19,國立高雄大學,380101,法律學系,學士班(日間),3,2,1,1,1,0
,101,公立,一般大學,19,國立高雄大學,380201,財經法律學系,學士班(日間),3,2,1,4,3,1
,101,公立,一般大學,19,國立高雄大學,420103,生命科學系,學士班(日間),3,1,2,5,2,3
,101,公立,一般大學,19,國立高雄大學,440102,應用化學系,學士班(日間),0,0,0,3,0,3
,101,公立,一般大學,19,國立高雄大學,440302,應用物理學系,學士班(日間),1,1,0,1,1,0
,101,公立,一般大學,19,國立高雄大學,460102,應用數學系,學士班(日間),1,1,0,3,1,2
,101,公立,一般大學,19,國立高雄大學,480109,資訊管理學系,學士班(日間),12,8,4,5,3,2
,101,公立,一般大學,19,國立高雄大學,520101,電機工程學系,學士班(日間),4,3,1,3,3,0
,101,公立,一般大學,19,國立高雄大學,520101,電機工程學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,19,國立高雄大學,520114,資訊工程學系,學士班(日間),3,2,1,2,2,0
,101,公立,一般大學,19,國立高雄大學,520306,土木與環境工程學系,學士班(日間),3,2,1,7,6,1
,101,公立,一般大學,19,國立高雄大學,520403,化學工程及材料工程學系,學士班(日間),1,1,0,0,0,0
,101,公立,一般大學,19,國立高雄大學,810502,運動健康與休閒學系,學士班(日間),2,1,1,3,1,2
,101,公立,一般大學,20,國立東華大學,140120,課程設計與潛能開發學系學士班,學士班(日間),3,2,1,8,5,3
,101,公立,一般大學,20,國立東華大學,140329,體育與運動科學系學士班,學士班(日間),1,0,1,0,0,0
,101,公立,一般大學,20,國立東華大學,140401,幼兒教育學系學士班,學士班(日間),1,0,1,0,0,0
,101,公立,一般大學,20,國立東華大學,140601,特殊教育學系學士班,學士班(日間),2,1,1,1,0,1
,101,公立,一般大學,20,國立東華大學,140710,教育行政與管理學系學士班,學士班(日間),2,1,1,2,0,2
,101,公立,一般大學,20,國立東華大學,210401,音樂學系學士班,學士班(日間),0,0,0,1,0,1
,101,公立,一般大學,20,國立東華大學,210709,藝術與設計學系學士班,學士班(日間),0,0,0,4,1,3
,101,公立,一般大學,20,國立東華大學,210716,藝術創意產業學系學士班,學士班(日間),5,3,2,0,0,0
,101,公立,一般大學,20,國立東華大學,220201,中國語文學系學士班,學士班(日間),1,1,0,4,0,4
,101,公立,一般大學,20,國立東華大學,220201,中國語文學系博士班,博士班,0,0,0,1,0,1
,101,公立,一般大學,20,國立東華大學,220211,華文文學系學士班,學士班(日間),4,2,2,4,3,1
,101,公立,一般大學,20,國立東華大學,220211,華文文學系文學暨文化研究組,碩士班(日間),2,2,0,0,0,0
,101,公立,一般大學,20,國立東華大學,220310,英美語文學系學士班,學士班(日間),10,8,2,5,0,5
,101,公立,一般大學,20,國立東華大學,220708,民族語言與傳播學系學士班,學士班(日間),2,1,1,3,0,3
,101,公立,一般大學,20,國立東華大學,220901,歷史學系學士班,學士班(日間),4,2,2,6,5,1
,101,公立,一般大學,20,國立東華大學,310101,經濟學系學士班,學士班(日間),5,5,0,7,5,2
,101,公立,一般大學,20,國立東華大學,310310,社會暨公共行政學系學士班,學士班(日間),0,0,0,4,4,0
,101,公立,一般大學,20,國立東華大學,310404,族群關係與文化學系學士班,學士班(日間),1,1,0,3,1,2
,101,公立,一般大學,20,國立東華大學,310404,族群關係與文化學系碩士班,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,20,國立東華大學,310518,諮商與臨床心理學系學士班,學士班(日間),5,1,4,5,4,1
,101,公立,一般大學,20,國立東華大學,310518,諮商與臨床心理學系碩士班,碩士班(日間),4,1,3,1,0,1
,101,公立,一般大學,20,國立東華大學,310720,臺灣文化學系學士班,學士班(日間),0,0,0,1,0,1
,101,公立,一般大學,20,國立東華大學,311020,民族發展與社會工作學系學士班,學士班(日間),0,0,0,3,2,1
,101,公立,一般大學,20,國立東華大學,340201,會計學系學士班,學士班(日間),3,2,1,5,2,3
,101,公立,一般大學,20,國立東華大學,340208,會計與財務碩士學位學程碩士班,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,20,國立東華大學,340301,企業管理學系學士班,學士班(日間),5,3,2,4,4,0
,101,公立,一般大學,20,國立東華大學,340307,國際企業學系學士班,學士班(日間),4,3,1,5,3,2
,101,公立,一般大學,20,國立東華大學,340501,財務金融學系學士班,學士班(日間),4,2,2,6,5,1
,101,公立,一般大學,20,國立東華大學,340501,財務金融學系碩士班,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,20,國立東華大學,420103,生命科學系學士班,學士班(日間),4,2,2,6,4,2
,101,公立,一般大學,20,國立東華大學,420103,生命科學系生物技術碩士班,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,20,國立東華大學,440101,化學系學士班,學士班(日間),0,0,0,1,1,0
,101,公立,一般大學,20,國立東華大學,440101,化學系博士班,博士班,1,0,1,0,0,0
,101,公立,一般大學,20,國立東華大學,440301,物理學系奈米與光電科學組,學士班(日間),2,1,1,0,0,0
,101,公立,一般大學,20,國立東華大學,440301,物理學系物理組,學士班(日間),2,1,1,1,1,0
,101,公立,一般大學,20,國立東華大學,460102,應用數學系統計組,學士班(日間),1,1,0,1,1,0
,101,公立,一般大學,20,國立東華大學,460102,應用數學系數學科學組,學士班(日間),0,0,0,2,1,1
,101,公立,一般大學,20,國立東華大學,460102,應用數學系學士班,學士班(日間),0,0,0,1,1,0
,101,公立,一般大學,20,國立東華大學,480109,資訊管理學系學士班,學士班(日間),6,5,1,1,1,0
,101,公立,一般大學,20,國立東華大學,520101,電機工程學系學士班,學士班(日間),2,2,0,3,3,0
,101,公立,一般大學,20,國立東華大學,520114,資訊工程學系學士班,學士班(日間),5,4,1,6,4,2
,101,公立,一般大學,20,國立東華大學,520502,材料科學與工程學系學士班,學士班(日間),1,0,1,1,1,0
,101,公立,一般大學,20,國立東華大學,810201,觀光暨休閒遊憩學系學士班,學士班(日間),6,0,6,2,2,0
,101,公立,一般大學,20,國立東華大學,850104,自然資源與環境學系學士班,學士班(日間),0,0,0,2,2,0
,101,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,學士班(日間),7,2,5,3,1,2
,101,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,博士班,1,0,1,0,0,0
,101,公立,一般大學,21,國立暨南國際大學,140203,華語文教學學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,21,國立暨南國際大學,140704,教育政策與行政學系,學士班(日間),5,3,2,16,4,12
,101,公立,一般大學,21,國立暨南國際大學,220201,中國語文學系,學士班(日間),6,1,5,7,4,3
,101,公立,一般大學,21,國立暨南國際大學,220201,中國語文學系,碩士班(日間),1,0,1,0,0,0
,101,公立,一般大學,21,國立暨南國際大學,220301,外國語文學系,學士班(日間),15,4,11,7,1,6
,101,公立,一般大學,21,國立暨南國際大學,220901,歷史學系,學士班(日間),6,5,1,19,15,4
,101,公立,一般大學,21,國立暨南國際大學,310101,經濟學系,學士班(日間),18,10,8,9,8,1
,101,公立,一般大學,21,國立暨南國際大學,310704,東南亞研究所,碩士班(日間),4,3,1,0,0,0
,101,公立,一般大學,21,國立暨南國際大學,310802,公共行政與政策學系,學士班(日間),3,0,3,12,8,4
,101,公立,一般大學,21,國立暨南國際大學,340307,國際企業學系,學士班(日間),16,7,9,13,5,8
,101,公立,一般大學,21,國立暨南國際大學,340307,國際企業學系,碩士班(日間),2,1,1,0,0,0
,101,公立,一般大學,21,國立暨南國際大學,340501,財務金融學系,學士班(日間),16,10,6,11,9,2
,101,公立,一般大學,21,國立暨南國際大學,440102,應用化學系,學士班(日間),0,0,0,1,1,0
,101,公立,一般大學,21,國立暨南國際大學,480109,資訊管理學系,學士班(日間),17,14,3,17,13,4
,101,公立,一般大學,21,國立暨南國際大學,480109,資訊管理學系,碩士班(日間),1,1,0,0,0,0
,101,公立,一般大學,21,國立暨南國際大學,520101,電機工程學系,學士班(日間),10,10,0,4,4,0
,101,公立,一般大學,21,國立暨南國際大學,520101,電機工程學系,碩士班(日間),1,1,0,0,0,0
