學年度,設立別,學校類別,學校統計處代碼,學校名稱,紙本圖書收藏冊數(冊)-中文紙本圖書-總類,紙本圖書收藏冊數(冊)-中文紙本圖書-哲學類,紙本圖書收藏冊數(冊)-中文紙本圖書-宗教類,紙本圖書收藏冊數(冊)-中文紙本圖書-自然科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-應用科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-社會科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-史地類(含世界史地類),紙本圖書收藏冊數(冊)-中文紙本圖書-語言文學類,紙本圖書收藏冊數(冊)-中文紙本圖書-藝術類,紙本圖書收藏冊數(冊)-外文紙本圖書,期刊合訂本(未以紙本圖書編目)(冊),電子資料可使用量-線上資料庫(種),電子資料可使用量-光碟及其他類型資料庫(種),電子資料可使用量-電子期刊(種),電子資料可使用量-電子書(冊),視聽資料(件),現期書報(種)-報紙(種),現期書報(種)期刊-中日文(種),現期書報(種)期刊-西文(種),圖書館服務(人次)-圖書閱覽座位數,圖書館服務(人次)-借閱人次(僅含紙本圖書及非書資料),圖書館服務(人次)-借閱冊次(僅含紙本圖書及非書資料),圖書館服務(人次)-線上及光碟資料庫(含電子書及電子期刊)檢索人次
107,私立,一般大學,1079,康寧學校財團法人康寧大學,9272,18781,6214,27107,58019,52002,20147,54447,20583,37023,10438,88,0,17264,72642,26150,11,455,34,237,7890,55351,170680
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,5504,7329,3337,24165,52134,37774,9716,29177,10574,28806,14614,98,0,22000,111997,7233,85,515,74,562,18028,35869,63519
107,私立,技專校院,1081,東方學校財團法人東方設計大學,15776,8342,4029,22959,41772,23567,14421,38290,25068,34250,0,60,0,16,93012,20574,11,458,122,450,3240,11248,132171
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,7865,9028,3755,10494,25462,32162,13975,31231,8582,15648,3854,34,0,1,15145,4894,6,724,85,128,7848,23353,43558
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,11805,5836,1985,19679,31237,24074,15934,24389,13938,17535,17715,38,0,22480,26754,8462,11,520,10,262,11913,23423,43666
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,5434,13306,6634,15866,37501,41895,14876,40452,10824,41355,5068,13,0,180,66773,3675,1,0,0,177,1881,4068,3827
107,私立,技專校院,1148,大漢技術學院,5633,7630,2948,17972,38889,36120,13259,23710,7471,14579,5266,83,1,14,15284,5587,2,79,0,100,337,1096,88622
107,私立,技專校院,1159,和春技術學院,4409,12186,5305,24058,38386,31562,13719,57061,11576,17152,5675,86,5,19724,67126,10531,0,437,17,472,2381,6078,19346
107,私立,技專校院,1166,亞東技術學院,19961,9540,2633,21573,46186,21544,13774,27464,10651,22187,25146,52,0,38448,174637,10484,15,366,122,755,5199,8593,111659
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,8733,5393,3356,19130,41364,20851,9511,22098,15223,67438,37271,72,0,37672,17253,7769,32,460,116,811,9961,17997,32079
107,私立,一般大學,1176,稻江科技暨管理學院,3863,17023,5800,13668,35289,37992,14558,45723,22357,28295,0,118,2,10324,130508,2454,8,195,25,272,5427,16694,282791
107,私立,技專校院,1182,蘭陽技術學院,3509,9723,4298,19125,33529,21240,9376,32021,7552,14009,0,21,0,20,68616,3576,5,510,12,683,1178,8252,425
107,私立,技專校院,1183,黎明技術學院,8160,9965,3578,20515,40180,18687,15990,25726,10022,26536,5243,35,0,14735,596501,7891,31,313,13,318,1856,4994,108939
107,私立,技專校院,1185,經國管理暨健康學院,17249,12946,5150,8742,38219,27372,12848,38075,11418,20177,0,154,4,46498,653696,10213,6,399,102,234,6474,27265,90921
107,私立,技專校院,1188,大同技術學院,5351,14196,4414,13517,39922,34663,12923,33524,8162,14294,247,46,0,0,11689,12789,11,342,26,412,4638,21765,63251
107,私立,技專校院,1192,臺灣觀光學院,3852,13628,4640,11481,34036,27533,16350,48367,11547,6716,0,39,0,0,338,5025,8,215,34,72,503,2266,6556
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,469,2765,1091,2094,9020,3085,2709,13110,2112,11341,518,21,56,14124,12212,1230,4,0,0,122,2519,10175,420124
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6835,6069,37382,2119,3447,8384,10476,11960,4541,43166,10794,82,42,24499,111780,10998,1,371,100,313,5555,18452,40744
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2319,9140,4614,10578,35337,21657,9339,29764,7821,24904,0,50,25,14651,88746,11919,7,198,0,672,11716,26185,32703
107,私立,技專校院,1283,仁德醫護管理專科學校,2178,9818,3241,9654,28866,15044,6682,26857,5181,13082,2309,50,0,41690,10744,2755,3,375,97,162,14060,49569,92620
107,私立,技專校院,1284,樹人醫護管理專科學校,2641,8843,3423,10524,23925,14912,9234,48742,8755,27429,0,36,0,70311,25035,6108,10,348,31,326,10985,30175,204823
107,私立,技專校院,1285,慈惠醫護管理專科學校,2394,13212,4117,8543,34205,17710,8157,31751,6808,14654,3197,21,0,38,7163,4982,6,361,22,660,4220,14551,380060
107,私立,技專校院,1286,耕莘健康管理專科學校,4902,8916,3422,9595,27896,14405,7964,24996,6370,19110,2995,31,0,223,81132,10241,3,285,33,765,30260,42350,1357893
107,私立,技專校院,1287,敏惠醫護管理專科學校,4200,7430,2451,7099,20227,15434,8258,20916,4007,6740,1184,40,1,0,12467,5912,8,172,34,238,8257,16972,145915
107,私立,技專校院,1289,育英醫護管理專科學校,1796,6661,1866,5431,18903,9181,5791,16521,3414,10378,292,47,0,8,1778,10914,1,156,0,150,2393,5351,881445
107,私立,技專校院,1291,聖母醫護管理專科學校,3448,7037,2281,8555,25579,12668,6867,19709,6033,1330,1181,19,0,0,33062,2525,3,112,0,159,5607,24427,62851
107,私立,技專校院,1292,新生醫護管理專科學校,2008,7280,1939,5161,19452,13994,7743,21054,5467,11947,239,27,0,0,80082,4027,10,189,16,136,4536,12247,402636
107,私立,技專校院,1293,崇仁醫護管理專科學校,2773,7050,4642,6683,21493,11415,6720,19953,4138,10006,1195,17,0,5481,11270,7710,5,157,21,463,9109,30699,164794
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,478,2354,24629,298,1173,3734,2774,2292,1940,30532,3523,9,0,88,394,10713,6,187,65,180,4150,13576,3123
107,私立,宗教研修學院,1R03,臺北基督學院,2102,2624,8105,1853,1953,8500,4010,9568,2464,21843,8660,13,0,10446,271628,5704,8,72,16,56,1521,3264,32555
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,2911,6669,14110,1988,4055,3804,4171,7455,1215,3466,188,3,1,5454,15,11351,2,168,4,134,1921,5235,4230
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,543,3134,14358,500,1131,4813,3280,2547,1883,39810,7112,24,11,366,944,5380,6,105,61,60,5167,6864,4833
107,私立,宗教研修學院,1R06,一貫道崇德學院,1895,1092,1716,72,165,429,320,1140,81,25,535,2,5262,0,0,210,0,25,0,100,237,454,5888
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,89,7,9,0,0,4,27,40,0,284,0,0,0,0,0,0,8,125,55,60,1868,6443,12
107,公立,一般大學,3002,臺北市立大學,56078,22533,5497,24838,29557,102810,33312,67731,29548,89517,26368,333,0,48059,356236,23307,22,373,26,658,25426,56728,861634
108,公立,一般大學,0001,國立政治大學,329044,50622,37967,31639,75933,303733,215144,202489,18983,621353,233455,298,13,67707,766422,25238,87,1596,965,2909,110609,331828,4325288
108,公立,一般大學,0002,國立清華大學,80340,46337,25289,72091,89680,219201,131163,203606,68096,433892,377494,445,0,176536,3876132,126155,26,2132,775,3479,158888,431533,4447799
108,公立,一般大學,0003,國立臺灣大學,144913,71916,43829,115777,329073,435617,284390,295014,93704,2415547,887673,627,0,54081,3295828,186682,19,1939,965,3827,130031,555700,19439205
108,公立,一般大學,0004,國立臺灣師範大學,137814,71678,24197,58270,77871,255670,162525,218337,72691,519819,131266,364,0,100778,1608080,75247,12,396,1496,1182,75878,184817,7355738
108,公立,一般大學,0005,國立成功大學,194048,35638,22228,43451,109745,126988,103515,128468,41637,591417,444539,576,11,98544,831436,58630,15,1759,130,2451,66972,452729,5756619
108,公立,一般大學,0006,國立中興大學,109939,27179,11812,52322,98174,106462,71057,101400,23594,282820,149659,407,0,42635,1475444,74233,13,890,74,2047,46485,502623,2100696
108,公立,一般大學,0007,國立陽明交通大學,108156,19600,10114,63633,80039,86284,42814,71677,40829,366304,173840,264,0,129929,969791,64455,14,702,135,1473,59085,145792,5330054
108,公立,一般大學,0008,國立中央大學,99816,26273,17678,28467,47791,79204,62518,91814,28760,274159,160312,422,0,57656,666680,62393,12,829,402,1485,54899,191726,1809688
108,公立,一般大學,0009,國立中山大學,47712,28343,13601,37121,65635,90674,61008,102458,25252,340629,134555,207,26,101283,200748,26460,12,367,48,1057,32047,96495,561937
108,公立,一般大學,0012,國立臺灣海洋大學,43139,14241,3821,18390,42733,42516,22718,41067,11367,95367,78252,250,8,61530,467228,11443,6,513,132,524,19633,102819,1943072
108,公立,一般大學,0013,國立中正大學,93911,31203,21100,29836,61289,122905,75899,111023,39077,389379,136625,233,0,134058,446465,29656,16,693,267,1510,39836,102644,1441293
108,公立,一般大學,0014,國立高雄師範大學,81484,19318,6631,15905,21982,69148,39164,69858,23805,128987,88648,56,0,54763,562425,26408,12,460,125,1324,33098,231495,740176
108,公立,一般大學,0015,國立彰化師範大學,50255,18316,7751,21652,40007,78948,30662,55073,15853,103032,50012,77,0,79160,232595,33096,7,367,11,1121,33887,102028,175761
108,公立,一般大學,0016,國立陽明大學,15713,11509,2667,12489,38149,21564,14399,38960,9386,98321,62280,175,0,37540,123109,21785,0,158,44,425,20739,52427,796917
108,公立,一般大學,0017,國立臺北大學,45200,10563,5031,7698,20110,66810,31381,43270,9051,173303,39829,157,19,55309,926410,7449,6,80,120,885,50325,94634,1452841
108,公立,一般大學,0018,國立嘉義大學,41433,24988,10391,52188,85220,142274,54343,99531,32773,150163,54886,293,1,56502,806115,26776,8,921,137,1290,29767,92337,320256
108,公立,一般大學,0019,國立高雄大學,13808,18117,7045,16091,42893,57846,22756,62108,23227,57684,32670,104,19,15097,437688,18341,9,472,101,1038,21941,56733,331424
108,公立,一般大學,0020,國立東華大學,76816,53828,25327,55143,98053,212783,114307,191142,70025,213840,85636,300,33,98427,1126568,96863,12,3201,2628,1053,46743,282628,443730
108,公立,一般大學,0021,國立暨南國際大學,38738,21444,11698,10816,24235,77530,66671,77423,15597,131915,73715,244,1,78631,156864,25342,13,250,52,1450,45397,116579,170886
108,公立,技專校院,0022,國立臺灣科技大學,58779,19032,5037,23435,54005,36463,23121,51257,15350,94874,64099,246,3,55439,847058,22543,9,459,2367,644,77754,139958,1931473
108,公立,技專校院,0023,國立雲林科技大學,41161,18493,9378,24423,62390,58083,32450,60323,34188,91362,49760,114,0,44598,640968,14529,9,1529,1143,1500,70341,132744,1245370
108,公立,技專校院,0024,國立屏東科技大學,12982,13355,7740,32579,91860,53068,24965,37795,17198,54254,69344,121,0,48791,812259,19323,9,131,33,867,54516,59243,1138460
108,公立,技專校院,0025,國立臺北科技大學,48640,13856,4058,39649,76252,37478,21364,36529,19535,90986,10821,171,0,43328,866272,6912,8,252,64,990,86421,99533,511656
108,公立,一般大學,0028,國立臺北藝術大學,16690,5714,5095,3753,3477,16369,24243,48305,47303,69536,42188,151,2,14774,63280,79476,6,141,106,236,11780,33386,15931
108,公立,一般大學,0029,國立臺灣藝術大學,30629,7170,3286,3774,14103,19378,20168,28766,69148,51814,10694,114,0,22401,66593,26635,15,452,100,500,21752,53063,622354
108,公立,一般大學,0030,國立臺東大學,36647,16641,5656,23547,25788,91610,34486,107227,28027,41755,37027,184,16,32689,211621,12324,12,532,34,591,15668,46896,34416
108,公立,一般大學,0031,國立宜蘭大學,22056,9677,5870,25095,66076,39686,22313,36292,14757,61211,0,109,4,27389,535758,13638,12,932,130,852,15069,35008,153858
108,公立,一般大學,0032,國立聯合大學,10420,12421,5562,26524,55141,40383,22043,40963,19848,55409,15517,29,8,87713,297334,8316,13,584,104,374,12241,28167,593225
108,公立,技專校院,0033,國立虎尾科技大學,15537,8536,3233,24364,63281,23603,11155,31208,12068,44828,19724,138,0,56843,356411,6157,12,459,110,638,11041,50794,1596286
108,公立,一般大學,0035,國立臺南藝術大學,6832,5012,4882,1777,4463,14948,24740,17383,38970,90745,23792,124,2,36524,2002692,32285,12,290,124,273,14734,57447,68945
108,公立,一般大學,0036,國立臺南大學,44853,22443,11560,23148,26741,143274,36998,76579,35576,86012,32454,148,0,30593,527170,31805,13,2977,1094,546,16720,185579,148965
108,公立,一般大學,0037,國立臺北教育大學,42710,25390,7910,28476,27461,123503,39720,94040,34459,93254,19435,102,8,22792,883447,23132,10,396,85,705,31228,138620,590514
108,公立,一般大學,0039,國立臺中教育大學,43330,21182,5761,24605,28609,77165,33848,81197,30573,97230,0,92,0,38977,409978,25429,12,513,40,467,44006,111652,493167
108,公立,技專校院,0042,國立澎湖科技大學,3915,13200,4640,26020,41325,34366,13721,36170,12623,26515,5338,69,1,52101,213133,12091,12,1207,245,470,16945,32230,345993
108,公立,技專校院,0043,國立勤益科技大學,10291,14588,4618,22234,63891,34968,25037,46795,13778,41764,0,110,5,85780,392509,15518,10,1393,349,848,33331,55878,506499
108,公立,一般大學,0044,國立體育大學,3334,15724,2764,7049,27435,49558,10247,21662,9534,33868,13261,5,0,100529,15840,13241,7,67,15,240,5266,13073,106317
108,公立,技專校院,0046,國立臺北護理健康大學,33624,11290,3072,15572,43671,29994,12045,34643,11807,90609,0,90,0,44830,110140,42345,15,196,29,340,18595,62085,611385
108,公立,技專校院,0047,國立高雄餐旅大學,5421,12122,4158,5206,42698,26898,20001,42471,12334,24157,0,261,0,65382,314744,11931,13,428,32,608,28647,60030,523258
108,公立,一般大學,0048,國立金門大學,9193,9114,5031,8149,26513,39123,22713,27611,12029,29700,3735,18,3,25539,95987,1362,7,407,18,430,5878,15978,30010
108,公立,一般大學,0049,國立臺灣體育運動大學,7574,10406,3025,9310,26828,45704,13112,31210,17773,27851,11436,43,4,5890,136190,11202,12,151,73,310,3654,10770,109252
108,公立,技專校院,0050,國立臺中科技大學,29532,23008,5942,21930,65154,52569,29049,68372,22837,57605,24893,213,14,90256,777811,18491,21,1167,71,1198,75989,102457,1702981
108,公立,技專校院,0051,國立臺北商業大學,21349,10532,2089,16905,38493,37862,10684,35027,10540,40452,4950,79,1,53930,186122,1864,10,232,8,1081,19258,38115,965564
108,公立,一般大學,0052,國立屏東大學,49198,34709,13681,35889,59006,197128,47789,143290,44372,105375,16112,134,0,90275,364969,24617,18,2549,637,1160,55623,166870,6732752
108,公立,技專校院,0053,國立高雄科技大學,35591,34369,13284,76352,158587,126320,48525,129092,33477,146219,119535,410,16,50830,1269851,39849,42,1923,245,2112,56119,128740,1665323
108,公立,技專校院,0144,國立臺灣戲曲學院,3194,8127,2445,3421,10696,12671,10135,39132,21446,5367,0,73,9,6278,71307,12371,11,126,10,220,1169,10152,11486
108,公立,技專校院,0221,國立臺南護理專科學校,4617,7743,1875,6350,21938,14422,9820,20897,4515,6433,4794,68,6,27557,11405,7985,4,159,18,155,3287,6050,108763
108,公立,技專校院,0222,國立臺東專科學校,4063,6326,1664,8797,26336,10380,6581,18982,7908,3812,82,17,116,14005,7804,1309,5,149,2,320,1978,4911,32087
108,私立,一般大學,1001,東海大學,102695,53728,25676,22709,56171,136157,103001,135498,40307,287004,130524,216,5,76520,870986,52558,11,858,162,1448,61128,150422,2702804
108,私立,一般大學,1002,輔仁大學,76111,44699,30159,27911,88667,148492,79988,132635,32661,407926,149551,512,3,46474,2550240,52571,15,963,431,2270,81185,198520,5322346
108,私立,一般大學,1003,東吳大學,89833,29257,16084,15130,32538,154208,78658,120195,54175,329556,0,328,0,35626,1908944,41873,20,750,161,2324,70471,199412,2585919
108,私立,一般大學,1004,中原大學,15288,34298,26602,55953,100887,110862,34052,100160,41831,241983,0,266,38,77949,2115432,34720,8,979,122,1562,69320,174909,3147451
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,87931,53669,17108,75687,120376,205498,113688,195722,40974,531559,0,536,30,70872,2617346,71106,23,795,375,3168,130919,262260,573049
108,私立,一般大學,1006,中國文化大學,129111,59760,23821,64516,101511,180083,138018,172389,75909,470341,0,363,0,67682,6582223,60254,13,319,253,1823,59839,187812,1518580
108,私立,一般大學,1007,逢甲大學,44255,32978,12922,44910,134250,130373,63545,104015,32976,174345,92938,280,28,54796,2472087,44977,11,955,154,1213,86772,152734,2374170
108,私立,一般大學,1008,靜宜大學,71923,38515,20260,36953,72322,114314,61053,151554,38153,226266,0,349,10,29464,839879,46491,21,3171,1848,2299,49983,125587,1684323
108,私立,一般大學,1009,長庚大學,14961,13679,2383,17068,58055,41089,16308,37167,11976,188310,0,208,4,117491,293116,30870,14,229,53,1348,32399,102861,2267063
108,私立,一般大學,1010,元智大學,39025,20793,9986,28337,48424,57087,32046,99848,29264,97706,32063,131,0,60814,377298,36520,0,519,250,1100,38665,70244,781822
108,私立,一般大學,1011,中華大學學校財團法人中華大學,13924,14044,5248,26385,49172,39828,14957,42093,19267,76315,0,116,0,39469,254141,13686,7,348,0,895,12388,31826,398014
108,私立,一般大學,1012,大葉大學,35747,18907,7415,34503,72428,58400,21806,55524,22136,78502,41733,239,3,81613,488626,27165,12,587,146,1124,13063,38608,444080
108,私立,一般大學,1013,華梵大學,39399,17592,21096,10925,20835,24271,17737,31542,16505,56239,28361,35,19,17271,100727,6889,3,1559,591,574,8142,35285,17370
108,私立,一般大學,1014,義守大學,27186,18460,5809,44751,74536,53114,20401,45934,15315,85140,43098,220,0,73187,708707,12932,6,507,62,3220,74283,123419,3092072
108,私立,一般大學,1015,世新大學,48521,28138,9118,19741,31036,91637,52493,102261,41352,126585,46440,380,118,43928,42114,35059,9,470,33,1040,64092,100007,1016347
108,私立,一般大學,1016,銘傳大學,84446,46502,13397,51828,114426,147199,65640,146486,47520,188288,38608,210,4,67910,1379117,95219,18,1472,175,1833,82643,167702,1990343
108,私立,一般大學,1017,實踐大學,33109,20829,6549,21345,59904,75205,29312,66496,36518,89335,9426,135,20,30140,460449,28589,19,1465,668,711,53352,124514,459245
108,私立,技專校院,1018,朝陽科技大學,9719,26062,13294,41800,81950,94117,28516,86051,32184,116399,0,250,12,74449,1010684,51501,19,600,100,1459,140800,208632,1655368
108,私立,一般大學,1019,高雄醫學大學,9266,9032,2505,7962,28342,18538,8837,28430,9377,40736,0,130,3,25880,90886,14121,6,103,11,737,21508,50855,225853
108,私立,一般大學,1020,南華大學,18328,24516,23153,15462,36620,51689,32792,82157,33214,72617,25173,195,10,19178,1930430,25798,8,364,210,534,18791,56692,122977
108,私立,一般大學,1021,真理大學,44629,22878,18074,25871,59514,69638,34559,66308,27005,89085,0,106,0,19397,380178,3717,11,413,17,570,9145,24198,70204
108,私立,一般大學,1022,大同大學,8806,5966,2544,14391,25611,19822,13152,21745,7552,50542,30168,109,3,25812,187836,6125,9,78,90,405,4420,7701,96558
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,44170,14525,5494,33188,70053,57754,26911,63613,23945,80608,16737,138,0,22537,1006610,28865,18,500,46,939,54921,115609,71435
108,私立,技專校院,1024,崑山科技大學,23828,21796,8504,27929,69799,50121,25263,68856,25225,35923,33485,222,2,22502,3388161,20397,13,848,206,2000,18290,66983,183550
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,37117,23505,8123,30031,76677,48903,24501,56731,21879,53627,5011,180,2,24829,457124,32933,12,667,56,1460,95539,122791,643215
108,私立,技專校院,1026,樹德科技大學,18309,23590,9561,22792,55502,53544,25354,68408,28436,65968,22041,61,0,646,135240,20689,9,322,10,500,26211,72197,123649
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,9539,15939,16470,12721,38730,39212,20290,51763,14523,69133,57386,200,1,65608,161211,21729,13,402,15,646,23127,41294,991242
108,私立,一般大學,1028,臺北醫學大學,1830,4945,2433,6731,23667,10666,6497,19100,3233,53589,21579,123,0,18300,91877,12239,5,483,17,668,40253,204585,980048
108,私立,一般大學,1029,中山醫學大學,11818,9227,3949,12611,42087,22879,11115,27002,6257,65645,82735,125,6,25136,1134496,18744,9,224,19,482,26023,64869,1118073
108,私立,技專校院,1030,龍華科技大學,4766,19857,6818,41748,83092,44139,20328,66348,17709,64454,7341,199,0,36377,207670,7308,12,179,37,880,21004,32936,555239
108,私立,技專校院,1031,輔英科技大學,7197,15530,7112,21997,58841,34466,15333,53210,12944,36336,30087,347,0,51940,132351,9196,7,559,52,640,27104,74939,1788980
108,私立,技專校院,1032,明新學校財團法人明新科技大學,11122,11707,3879,25850,51855,39049,16039,53588,9942,73154,9029,117,0,88224,793969,30054,8,382,9,738,21444,56034,91156
108,私立,一般大學,1033,長榮大學,15101,21782,14262,32329,58799,69392,25851,63993,23873,77481,0,292,0,80920,242084,20348,16,1042,187,760,27790,42492,545483
108,私立,技專校院,1034,弘光科技大學,9003,19725,6090,21670,60098,44936,20237,66646,14611,37419,0,75,0,24462,13971,18523,15,457,75,429,57787,108907,528936
108,私立,一般大學,1035,中國醫藥大學,14698,12014,5004,14593,80338,21666,17615,42578,12559,58255,33141,128,18,37702,482289,23529,5,847,974,1004,43571,88148,461089
108,私立,技專校院,1036,健行學校財團法人健行科技大學,11911,8164,3874,31341,68733,29682,15520,28415,7469,61377,11709,189,0,71866,194613,31429,12,385,30,543,11688,33304,326232
108,私立,技專校院,1037,正修學校財團法人正修科技大學,10356,8452,3696,25240,83225,43709,14539,39537,18403,55888,10680,26,0,86236,117581,26606,10,470,31,1280,17946,44846,220042
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,13100,16275,3160,27527,74575,26070,19597,45101,17858,63729,11056,122,36,43153,45361,16480,11,351,51,479,32262,42199,175612
108,私立,一般大學,1039,玄奘大學,18142,16547,26766,12257,25496,57558,23952,45560,15243,59705,7129,139,0,31043,192497,8463,8,150,2,666,7620,19212,295619
108,私立,技專校院,1040,建國科技大學,19052,18595,7785,28850,77385,37834,23870,62120,26652,50705,0,104,5,14619,267533,18098,15,599,0,529,42554,113993,94773
108,私立,技專校院,1041,明志科技大學,4055,5487,1448,13386,27799,13358,6891,22455,8162,40880,20573,42,13,29687,1132078,3239,7,118,12,373,9334,26548,143971
108,私立,技專校院,1042,高苑科技大學,6587,13853,5796,33590,73850,41827,19771,43777,22388,44455,24742,82,3,29935,69939,25030,12,173,3,806,10815,35401,55113
108,私立,技專校院,1043,大仁科技大學,9653,11950,5671,23801,64279,32779,17153,55547,19578,34087,0,164,7,12140,266222,13618,1,487,11,870,19816,39631,169404
108,私立,技專校院,1044,聖約翰科技大學,7579,14916,11996,42172,42713,30440,19825,36910,17713,37488,0,104,6,13120,53921,12895,7,203,2,580,3448,19117,31609
108,私立,技專校院,1045,嶺東科技大學,18916,19252,5209,28332,57731,63655,22912,67338,21560,49897,0,87,3,30336,398460,6041,13,542,93,787,44661,48363,296922
108,私立,技專校院,1046,中國科技大學,8625,15257,3601,36936,78841,52028,18435,54963,28098,41612,9501,42,0,59,8604,12316,9,355,56,908,17752,52371,86939
108,私立,技專校院,1047,中臺科技大學,11573,15940,7586,27498,69354,42040,15825,54539,23935,58728,0,120,0,43186,60052,16572,9,655,120,1232,33963,64469,658076
108,私立,一般大學,1048,亞洲大學,9602,37418,13310,34700,81863,87275,32736,103974,24906,104408,26753,230,0,47535,1037342,12503,8,690,24,516,63423,132619,399100
108,私立,一般大學,1049,開南大學,11617,17205,7381,21880,55291,85798,22292,47580,15091,78378,0,119,0,7925,124250,6356,10,342,12,1067,4704,10819,76696
108,私立,一般大學,1050,佛光大學,34151,14211,27890,6980,13863,33982,30829,46536,15244,58898,22458,167,22,41240,733773,13987,8,347,40,754,7814,24954,187200
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,14190,15297,4930,14018,56301,54569,20847,56343,41944,80068,19252,79,11,1423,157300,26529,16,474,136,1180,47439,98050,365413
108,私立,技專校院,1052,遠東科技大學,11913,8888,4078,49094,65492,27131,12541,43443,16409,35855,1087,38,0,23417,608648,10772,4,917,139,904,13412,52134,111692
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,6476,14295,7335,25884,56796,31337,14659,45805,13043,40108,18748,117,14,41761,355509,8140,7,212,4,542,12878,27257,344344
108,私立,技專校院,1054,景文科技大學,11804,11903,5496,30176,51139,56743,18188,49042,16048,65681,0,158,0,62652,96305,14117,3,326,9,450,16489,72695,171228
108,私立,技專校院,1055,中華醫事科技大學,4920,13091,5556,18695,58138,30070,12836,43476,10993,18656,18656,96,0,44681,276875,7513,3,162,42,348,15132,30413,828327
108,私立,技專校院,1056,東南科技大學,10525,14242,3756,29900,50647,29498,15475,38873,16270,30925,5690,90,0,17560,40484,7465,8,367,10,600,15370,21227,254419
108,私立,技專校院,1057,德明財經科技大學,19855,14122,3363,24935,45657,64491,20285,43763,14783,31065,40026,232,12,60276,157389,15583,11,848,342,651,21242,27804,250325
108,私立,一般大學,1058,明道學校財團法人明道大學,7590,17017,7962,14398,38663,32913,17853,55518,19633,42805,3544,63,0,387,88271,5164,0,456,21,300,2095,6213,1546
108,私立,技專校院,1060,南開科技大學,8895,11915,3263,17380,39805,28496,18789,43489,16956,23937,23578,124,2,32812,223845,13244,9,451,46,460,8720,28279,193523
108,私立,技專校院,1061,中華學校財團法人中華科技大學,7770,8517,3433,21261,41149,22247,11431,27473,7722,51708,7897,50,0,39391,114482,4364,6,726,62,1194,9710,15862,73064
108,私立,技專校院,1062,僑光科技大學,17012,9943,3067,19464,39354,50180,15806,34163,11043,40249,16332,74,5,44284,125620,11095,10,585,141,676,63926,125406,230750
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,8576,16586,5746,23876,57516,73148,23404,66669,16233,44134,7538,72,0,40393,141283,18149,5,306,10,832,11164,29851,31097
108,私立,技專校院,1064,美和學校財團法人美和科技大學,14825,13588,4747,20429,59828,52338,18026,44469,15843,38058,0,66,0,7479,35257,14021,4,390,49,600,15064,53051,1452550
108,私立,技專校院,1065,吳鳳科技大學,6612,13171,4208,31051,59157,38805,16943,51733,21735,37529,20996,117,0,15074,104342,10707,7,531,53,423,10437,51632,27220
108,私立,技專校院,1066,環球學校財團法人環球科技大學,10513,16300,4889,19206,53930,50085,20111,53413,32965,51450,0,61,0,24637,72738,11847,12,364,49,507,16635,61810,11319
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,13122,45078,18772,44009,136998,96044,53337,154378,50410,36932,0,50,0,3,10,15567,9,408,0,300,1376,6218,3703
108,私立,技專校院,1068,中州學校財團法人中州科技大學,6791,9837,3393,39324,72044,28784,10721,60236,52798,26815,9423,41,0,3821,48861,11083,2,464,12,580,951,2123,44631
108,私立,技專校院,1069,修平學校財團法人修平科技大學,12435,13551,3835,24683,67923,32091,19098,45337,10886,37218,251,202,114,45513,60451,19335,13,576,157,700,10307,25005,40214
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,4366,22688,3187,19077,73829,29501,13603,50690,12260,48671,0,55,0,34946,30637,33186,16,427,173,1019,6547,65478,1902831
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10326,9878,2264,27034,51404,23722,13945,40599,12494,20671,27411,58,0,9812,208760,8370,6,865,99,1124,9712,20715,53742
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,14257,7790,3388,26455,48180,35035,16632,16897,15856,25680,0,136,43,46485,432772,16535,8,70,0,1015,1149,8027,16374
