學年度,設立別,學校類別,學校統計處代碼,學校名稱,紙本圖書收藏冊數(冊)-中文紙本圖書-總類,紙本圖書收藏冊數(冊)-中文紙本圖書-哲學類,紙本圖書收藏冊數(冊)-中文紙本圖書-宗教類,紙本圖書收藏冊數(冊)-中文紙本圖書-自然科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-應用科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-社會科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-史地類(含世界史地類),紙本圖書收藏冊數(冊)-中文紙本圖書-語言文學類,紙本圖書收藏冊數(冊)-中文紙本圖書-藝術類,紙本圖書收藏冊數(冊)-外文紙本圖書,期刊合訂本(未以紙本圖書編目)(冊),電子資料可使用量-線上資料庫(種),電子資料可使用量-光碟及其他類型資料庫(種),電子資料可使用量-電子期刊(種),電子資料可使用量-電子書(冊),視聽資料(件),現期書報(種)-報紙(種),現期書報(種)期刊-中日文(種),現期書報(種)期刊-西文(種),圖書館服務(人次)-圖書閱覽座位數,圖書館服務(人次)-借閱人次(僅含紙本圖書及非書資料),圖書館服務(人次)-借閱冊次(僅含紙本圖書及非書資料),圖書館服務(人次)-線上及光碟資料庫(含電子書及電子期刊)檢索人次
110,私立,技專校院,1064,美和學校財團法人美和科技大學,15204,13833,4744,20847,60939,52814,18246,44989,16156,38189,0,63,0,7590,38380,18574,3,283,0,600,11892,46689,977896
110,私立,技專校院,1065,吳鳳科技大學,6724,13769,4557,32022,62880,40497,17489,54594,24114,37795,24821,119,0,13300,111002,11122,7,484,0,423,5543,28582,22004
110,私立,技專校院,1066,環球學校財團法人環球科技大學,10217,16125,4898,17644,54105,49987,20007,53310,33649,53288,0,57,0,24607,78196,11437,5,351,27,507,7621,36465,45342
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,13227,45415,19001,44230,137610,96652,53857,155032,50654,36953,0,15,0,1,6,15567,6,163,0,300,856,2453,1498
110,私立,技專校院,1068,中州學校財團法人中州科技大學,6706,9965,3500,38669,70566,28687,10768,60300,51619,25559,8795,46,0,3821,48942,11113,1,464,12,580,130,579,12346
110,私立,技專校院,1069,修平學校財團法人修平科技大學,13168,13714,3857,24962,69066,32651,19311,46235,11055,38115,171,204,114,45587,61427,19629,11,435,36,661,9966,26369,43247
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,3133,24109,3306,20150,74289,29846,14227,53022,12798,39381,17443,56,0,33448,31578,34150,16,331,135,1021,4303,43030,1306982
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10419,10153,2353,27563,52695,24295,14227,41363,13536,20810,28148,53,0,16598,220115,8612,4,460,44,885,4352,16203,47630
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,6564,2918,946,17441,48588,13631,7220,16577,15165,25299,0,116,43,15441,43265,5778,2,38,0,289,965,5251,20382
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,8357,12815,4865,14945,36491,37613,20714,42348,12062,22916,11314,50,0,33241,116059,11148,8,227,80,1415,10588,21628,97120
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,11837,12073,6780,9397,17473,29894,22433,58040,17432,180260,0,146,0,84332,703586,65911,20,427,197,901,22710,92781,1131661
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,5221,8122,2583,33909,57897,20475,10099,28162,14954,30321,6656,80,4,39873,186235,7680,0,249,68,340,3642,10266,96091
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,6723,21124,11208,21022,71971,47948,20021,49154,16011,43060,10367,154,0,22346,22891,32288,7,118,4,614,18094,70130,73294
110,私立,技專校院,1078,致理學校財團法人致理科技大學,12614,14639,4554,26987,46911,61174,20230,58464,14291,38883,10889,160,2,36961,143387,15285,7,1140,448,798,12780,35581,164062
110,私立,一般大學,1079,康寧學校財團法人康寧大學,9277,18916,6232,27395,58683,52281,20284,55335,20850,37411,10438,88,0,10182,79304,26642,7,415,32,237,3604,25979,247416
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,5675,7818,3585,25436,54921,38910,10564,31134,11342,29238,17098,115,0,11099,122564,7535,80,505,77,562,14827,38208,118955
110,私立,技專校院,1081,東方學校財團法人東方設計大學,16116,8607,4097,23701,43643,24139,14770,38249,27079,35623,0,60,0,0,96709,21028,3,339,76,450,1491,6450,34891
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,7927,9382,3842,10731,26302,33010,14295,32281,9246,15851,4057,31,0,1,21251,4952,3,575,0,128,950,3433,6058
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,12063,6788,2190,21141,35976,26768,17283,26414,15516,18710,18115,38,0,22480,31994,9095,10,520,10,420,9651,18597,84204
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,20042,10399,2686,22597,48464,22442,14192,28833,11048,22899,26777,87,2,39087,175380,10890,14,328,164,755,6010,23559,234747
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,5446,13393,6665,16094,37734,42483,14915,40637,10894,39596,5068,15,0,198,66773,3714,1,4,0,177,1199,3049,7568
110,私立,技專校院,1148,大漢技術學院,5655,7689,2977,18058,39339,36299,13399,23804,7551,14588,5266,107,0,105,39423,5591,1,86,0,100,180,551,117502
110,私立,技專校院,1159,和春技術學院,4453,12210,5719,24336,39034,31954,13975,57364,11678,17405,5723,87,5,22620,67221,10713,0,177,6,460,773,3123,29710
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,8902,5624,3380,19661,43001,21875,9671,22519,15587,57560,43553,51,0,20493,20372,8041,22,163,2,750,8438,22232,1219
110,私立,技專校院,1182,蘭陽技術學院,3549,9763,4338,19195,33589,21322,9476,32121,7642,14119,0,21,0,20,68783,3576,0,510,12,683,353,3115,132
110,私立,技專校院,1183,黎明技術學院,8270,10902,3753,21287,42261,19771,16865,30016,11606,27028,5243,45,0,17181,602391,9155,12,252,19,318,4827,13964,85893
110,私立,技專校院,1185,經國管理暨健康學院,17931,13051,5033,8571,38194,26935,11393,38104,11813,20927,0,129,0,48674,669364,10583,5,322,72,234,2912,17716,260121
110,私立,技專校院,1188,大同技術學院,4619,14559,4424,13561,40211,34896,13018,34159,8189,12520,247,41,0,0,8567,12920,4,350,17,178,1568,4872,36559
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,489,3105,1184,2444,10617,3577,2854,13709,2214,12478,518,24,56,14479,39481,1288,3,0,0,122,2242,10843,621245
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6696,6377,38919,2243,3788,8815,10854,12548,4654,47884,10428,85,42,27913,112357,10708,1,367,88,313,4910,16082,107274
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2384,9362,4774,10958,36598,22226,9689,30723,8087,25753,0,52,25,9798,88746,12426,7,167,0,630,3534,8831,40549
110,私立,技專校院,1283,仁德醫護管理專科學校,2200,10215,3276,9890,30056,15569,7332,27802,5341,13224,2309,50,0,33775,19111,2850,2,428,97,178,7891,30663,87151
110,私立,技專校院,1284,樹人醫護管理專科學校,2025,9277,3488,11315,25808,15518,9594,50321,9001,28980,0,36,0,72098,29186,6438,4,76,0,368,6933,19751,305401
110,私立,技專校院,1285,慈惠醫護管理專科學校,3345,14005,4318,10132,37644,19021,8341,31412,7603,14899,3197,21,0,38,15810,5096,5,260,5,660,3224,6602,410285
110,私立,技專校院,1286,耕莘健康管理專科學校,4919,9047,3442,9688,28994,14823,8276,25908,6530,19376,3325,24,0,200,124800,10344,1,289,21,780,20646,36668,1383958
110,私立,技專校院,1287,敏惠醫護管理專科學校,4222,7706,2503,7309,21269,15807,8381,22295,4274,7012,1184,53,1,115,17388,5640,8,39,14,238,5554,11306,437749
110,私立,技專校院,1289,育英醫護管理專科學校,1484,5659,1640,4364,16737,7906,5137,16829,3477,10354,292,46,0,8,2066,11000,1,119,0,167,1284,2721,879701
110,私立,技專校院,1291,聖母醫護管理專科學校,3535,7552,2379,9331,30046,13525,7817,22113,7084,1436,1569,19,0,25,33146,2713,3,96,1,202,2451,11500,74715
110,私立,技專校院,1292,新生醫護管理專科學校,2068,7715,2031,5632,21415,15093,8240,23168,5857,12216,239,27,0,0,82952,5158,8,200,16,136,3883,9872,460124
110,私立,技專校院,1293,崇仁醫護管理專科學校,2881,7877,4891,7222,25390,12552,7242,22571,4733,11114,1197,25,0,6397,17032,8256,4,134,12,476,5804,17076,182873
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,505,2557,27454,317,1391,4048,2879,2421,2182,32290,3648,9,0,70,490,11397,6,164,56,180,3841,12685,5390
110,私立,宗教研修學院,1R03,臺北基督學院,2113,2668,8196,1908,2063,8661,4101,9753,2543,22071,8993,13,2,10640,150433,5894,7,74,19,56,361,1834,18573
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,8016,8513,17484,2650,6086,6139,6769,10657,2099,4719,261,1,1,5623,19,13669,2,182,0,134,342,1332,6490
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,558,3473,17261,564,1231,5002,3578,2747,1990,42767,8264,16,9,793,1310,5747,8,108,58,62,4155,10455,14848
110,私立,宗教研修學院,1R06,一貫道崇德學院,2045,1357,3152,98,235,519,750,1589,94,35,685,3,5350,0,4225,233,0,32,2,100,398,603,6503
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,915,256,366,8,30,262,297,168,43,2242,110,2,0,0,0,174,8,123,24,60,1458,6807,8288
110,私立,宗教研修學院,1R08,中華福音神學研究學院,155,0,17958,129,573,2053,1631,1450,545,41687,7785,24,0,124,1267,3560,4,58,45,181,6728,14156,232252
110,私立,宗教研修學院,1R09,唯心聖教學院,233,1214,26332,201,448,752,1172,513,400,769,0,2,0,49320,50,241,0,1,0,20,62,131,0
110,公立,一般大學,3002,臺北市立大學,58918,23061,5687,25064,30146,106403,34185,68773,30228,91494,29121,342,0,46250,463782,23231,15,318,10,1023,18282,38894,879297
