年度,設立別,學校類別,學校統計處代碼,學校名稱,專任教師數,學校承接「產學合作」計畫經費-小計,學校承接「產學合作」計畫經費-政府部門資助,學校承接「產學合作」計畫經費-企業部門資助,學校承接「產學合作」計畫經費-其他單位資助,專任教師每師平均承接「產學合作」計畫經費
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,231,40964329,19448647,17323317,4192365,177334.76
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,266,21783125,10132637,4810325,6840163,81891.45
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,142,6873000,2000000,4513000,360000,48401.41
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,161,11672563,1173900,2757000,7741663,72500.39
108,私立,技專校院,1078,致理學校財團法人致理科技大學,278,40644424,13318141,21163694,6162589,146202.96
108,私立,一般大學,1079,康寧學校財團法人康寧大學,124,3101000,540000,818500,1742500,25008.06
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,186,16984590,0,14456190,2528400,91315
108,私立,技專校院,1081,東方學校財團法人東方設計大學,118,4220896,600000,2852012,768884,35770.31
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,85,7716700,979000,6377800,359900,90784.71
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,138,10679612,5479000,2636800,2563812,77388.49
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,51,7980112,1573000,6094953,312159,156472.78
108,私立,技專校院,1148,大漢技術學院,44,2817575,690000,2127575,0,64035.80
108,私立,技專校院,1159,和春技術學院,49,3195000,840000,2355000,0,65204.08
108,私立,技專校院,1166,亞東技術學院,154,17439508,690000,10609508,6140000,113243.56
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,101,18550346,13673308,4877038,0,183666.79
108,私立,一般大學,1176,稻江科技暨管理學院,46,17281725,15789225,1212500,280000,375689.67
108,私立,技專校院,1182,蘭陽技術學院,51,1500000,0,502000,998000,29411.76
108,私立,技專校院,1183,黎明技術學院,158,10375061,0,9842261,532800,65664.94
108,私立,技專校院,1185,經國管理暨健康學院,145,11637516,8228982,2760234,648300,80258.73
108,私立,技專校院,1188,大同技術學院,60,2619650,330000,1899650,390000,43660.83
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,127,9754823,2150000,2654823,4950000,76809.63
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,143,10932987,0,2305032,8627955,76454.45
108,私立,技專校院,1283,仁德醫護管理專科學校,209,4084535,800000,1779935,1504600,19543.23
108,私立,技專校院,1284,樹人醫護管理專科學校,221,208000,0,200000,8000,941.18
108,私立,技專校院,1285,慈惠醫護管理專科學校,152,360000,0,160000,200000,2368.42
108,私立,技專校院,1286,耕莘健康管理專科學校,169,1106781,144000,773781,189000,6549
108,私立,技專校院,1287,敏惠醫護管理專科學校,120,379500,0,379500,0,3162.50
108,私立,技專校院,1289,育英醫護管理專科學校,69,320000,0,230000,90000,4637.68
108,私立,技專校院,1291,聖母醫護管理專科學校,93,8986603,7392099,530344,1064160,96630.14
108,私立,技專校院,1292,新生醫護管理專科學校,218,1022050,330000,692050,0,4688.30
108,私立,技專校院,1293,崇仁醫護管理專科學校,126,6284987,2873197,3261790,150000,49880.85
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,11,2907000,1500000,0,1407000,264272.73
108,公立,一般大學,3002,臺北市立大學,334,302604624,283512013,17631158,1461453,906001.87
109,公立,一般大學,0001,國立政治大學,731,291192158,227630141,35249543,28312474,398347.69
109,公立,一般大學,0002,國立清華大學,839,703183920,287023432,306022640,110137848,838121.48
109,公立,一般大學,0003,國立臺灣大學,2053,2247660534,1502873779,392154473,352632282,1094817.60
109,公立,一般大學,0004,國立臺灣師範大學,823,1124383405,1010850070,32631519,80901816,1366200.98
109,公立,一般大學,0005,國立成功大學,1336,2492674299,1342946464,787752475,361975360,1865774.18
109,公立,一般大學,0006,國立中興大學,775,513547393,168254579,167143961,178148853,662641.80
109,公立,一般大學,0007,國立陽明交通大學,755,1118740109,465675259,476936768,176128082,1481774.98
109,公立,一般大學,0008,國立中央大學,669,872081388,493602117,172730492,205748779,1303559.62
109,公立,一般大學,0009,國立中山大學,558,516329307,255321753,140925358,120082196,925321.34
109,公立,一般大學,0012,國立臺灣海洋大學,440,647412332,173922830,392429454,81060048,1471391.66
109,公立,一般大學,0013,國立中正大學,533,55866815,37906142,12560713,5399960,104815.79
109,公立,一般大學,0014,國立高雄師範大學,286,42440280,18790456,6838936,16810888,148392.59
109,公立,一般大學,0015,國立彰化師範大學,368,49935784,22232244,19028190,8675350,135695.07
109,公立,一般大學,0016,國立陽明大學,405,167015712,85616713,64460099,16938900,412384.47
109,公立,一般大學,0017,國立臺北大學,384,21780309,3250000,8034221,10496088,56719.55
109,公立,一般大學,0018,國立嘉義大學,513,57109728,3030000,29420439,24659289,111325.01
109,公立,一般大學,0019,國立高雄大學,238,82700310,57063461,20806958,4829891,347480.29
109,公立,一般大學,0020,國立東華大學,457,150574113,116456637,10318830,23798646,329483.84
109,公立,一般大學,0021,國立暨南國際大學,273,302299525,290778405,7179720,4341400,1107324.27
109,公立,技專校院,0022,國立臺灣科技大學,560,429245283,153042674,235029074,41173535,766509.43
109,公立,技專校院,0023,國立雲林科技大學,425,694278465,525689911,134137086,34451468,1633596.39
109,公立,技專校院,0024,國立屏東科技大學,433,278615297,90440610,151104105,37070582,643453.34
109,公立,技專校院,0025,國立臺北科技大學,459,475538875,210943404,196446219,68149252,1036032.41
109,公立,一般大學,0028,國立臺北藝術大學,165,7603522,3700522,1260000,2643000,46081.95
109,公立,一般大學,0029,國立臺灣藝術大學,155,106929443,101280051,2187292,3462100,689867.37
109,公立,一般大學,0030,國立臺東大學,202,37305713,28000455,7446993,1858265,184681.75
109,公立,一般大學,0031,國立宜蘭大學,235,101477145,53485765,35304175,12687205,431817.64
109,公立,一般大學,0032,國立聯合大學,284,233849934,214728473,16957890,2163571,823415.26
109,公立,技專校院,0033,國立虎尾科技大學,347,159924755,55561358,71606370,32757027,460878.26
109,公立,一般大學,0035,國立臺南藝術大學,109,21317400,17156025,2645600,1515775,195572.48
109,公立,一般大學,0036,國立臺南大學,230,51585873,20994998,25563440,5027435,224286.40
109,公立,一般大學,0037,國立臺北教育大學,238,89033116,85740709,2392407,900000,374088.72
109,公立,一般大學,0039,國立臺中教育大學,203,61398715,38242104,11375882,11780729,302456.72
109,公立,技專校院,0042,國立澎湖科技大學,127,46615684,39531834,5156000,1927850,367052.63
109,公立,技專校院,0043,國立勤益科技大學,315,120472964,24867830,75294039,20311095,382453.85
109,公立,一般大學,0044,國立體育大學,102,22528779,4773000,15750979,2004800,220870.38
109,公立,技專校院,0046,國立臺北護理健康大學,207,44418429,34419735,8919016,1079678,214581.78
109,公立,技專校院,0047,國立高雄餐旅大學,164,28874137,17407496,8191988,3274653,176061.81
109,公立,一般大學,0048,國立金門大學,147,27483062,24280062,2960000,243000,186959.61
109,公立,一般大學,0049,國立臺灣體育運動大學,124,43868242,13147564,27222678,3498000,353776.15
109,公立,技專校院,0050,國立臺中科技大學,423,94765625,67515815,19971310,7278500,224032.21
109,公立,技專校院,0051,國立臺北商業大學,221,23930232,5087416,10419550,8423266,108281.59
109,公立,一般大學,0052,國立屏東大學,350,108529584,86740678,9223467,12565439,310084.53
109,公立,技專校院,0053,國立高雄科技大學,864,837227692,413930092,352501623,70795977,969013.53
109,公立,技專校院,0144,國立臺灣戲曲學院,32,10269900,8603600,599000,1067300,320934.38
109,公立,技專校院,0221,國立臺南護理專科學校,92,7125000,6335000,540000,250000,77445.65
109,公立,技專校院,0222,國立臺東專科學校,67,4100000,2850000,300000,950000,61194.03
109,私立,一般大學,1001,東海大學,561,158796068,78766290,62101578,17928200,283058.94
109,私立,一般大學,1002,輔仁大學,728,44241625,6678800,17992240,19570585,60771.46
109,私立,一般大學,1003,東吳大學,431,39111009,19589210,16208274,3313525,90744.80
109,私立,一般大學,1004,中原大學,496,156379370,49914623,82006796,24457951,315280.99
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,722,115565105,86268296,24664374,4632435,160062.47
109,私立,一般大學,1006,中國文化大學,704,96280437,58546805,18183100,19550532,136761.98
109,私立,一般大學,1007,逢甲大學,664,562349829,470153367,69817054,22379408,846912.39
109,私立,一般大學,1008,靜宜大學,383,76049594,43176491,30190051,2683052,198562.91
109,私立,一般大學,1009,長庚大學,571,463173361,45386522,109412910,308373929,811161.75
109,私立,一般大學,1010,元智大學,301,108327837,25339000,29059457,53929380,359893.15
109,私立,一般大學,1011,中華大學學校財團法人中華大學,216,50547718,33027500,11579467,5940751,234017.21
109,私立,一般大學,1012,大葉大學,292,44439497,24109240,16318584,4011673,152190.06
109,私立,一般大學,1013,華梵大學,76,4615544,2751000,1864544,0,60730.84
109,私立,一般大學,1014,義守大學,540,154248576,42020419,38671337,73556820,285645.51
109,私立,一般大學,1015,世新大學,346,88489177,57686653,22734724,8067800,255749.07
109,私立,一般大學,1016,銘傳大學,568,34766886,27646003,6073483,1047400,61209.31
109,私立,一般大學,1017,實踐大學,339,50732587,34994988,12263999,3473600,149653.65
109,私立,技專校院,1018,朝陽科技大學,394,144483056,51605335,78278501,14599220,366708.26
109,私立,一般大學,1019,高雄醫學大學,544,426154299,176559863,224267791,25326645,783371.87
109,私立,一般大學,1020,南華大學,192,69830421,64838432,1427989,3564000,363700.11
109,私立,一般大學,1021,真理大學,233,1480000,1480000,0,0,6351.93
109,私立,一般大學,1022,大同大學,143,26164477,11046160,14622226,496091,182968.37
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,559,140310600,38706400,68164845,33439355,251002.86
109,私立,技專校院,1024,崑山科技大學,313,165013902,121571326,35459957,7982619,527200.96
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,391,80207354,33941491,37199658,9066205,205133.90
109,私立,技專校院,1026,樹德科技大學,267,76703330,56728443,16085385,3889502,287278.39
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,238,342496897,39136100,1012864,302347933,1439062.59
109,私立,一般大學,1028,臺北醫學大學,669,473322000,111854082,280440334,81027584,707506.73
109,私立,一般大學,1029,中山醫學大學,404,202544859,10385500,150522465,41636894,501348.66
109,私立,技專校院,1030,龍華科技大學,265,65589029,10996000,46105145,8487884,247505.77
109,私立,技專校院,1031,輔英科技大學,323,93683686,54042250,35104715,4536721,290042.37
109,私立,技專校院,1032,明新學校財團法人明新科技大學,323,48516329,16575135,25160169,6781025,150205.35
109,私立,一般大學,1033,長榮大學,323,107453931,73989581,25071703,8392647,332674.71
109,私立,技專校院,1034,弘光科技大學,343,132883772,84400874,43381367,5101531,387416.24
109,私立,一般大學,1035,中國醫藥大學,521,724259829,33460460,668209335,22590034,1390134.03
109,私立,技專校院,1036,健行學校財團法人健行科技大學,285,30637239,8275940,16304225,6057074,107499.08
109,私立,技專校院,1037,正修學校財團法人正修科技大學,425,387985749,120750873,213028804,54206072,912907.64
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,251,23228250,1189000,20479250,1560000,92542.83
109,私立,一般大學,1039,玄奘大學,112,1486352,44452,620000,821900,13271
109,私立,技專校院,1040,建國科技大學,223,26713621,13178110,11250511,2285000,119792.02
109,私立,技專校院,1041,明志科技大學,199,127892313,14789607,110917706,2185000,642674.94
109,私立,技專校院,1042,高苑科技大學,187,27066193,13726593,9617600,3722000,144739
109,私立,技專校院,1043,大仁科技大學,180,8026040,5649000,1860000,517040,44589.11
109,私立,技專校院,1044,聖約翰科技大學,133,3899372,1170000,1878160,851212,29318.59
109,私立,技專校院,1045,嶺東科技大學,274,35744581,4871951,27300795,3571835,130454.68
109,私立,技專校院,1046,中國科技大學,248,48423973,29057560,16946413,2420000,195257.96
109,私立,技專校院,1047,中臺科技大學,242,17904564,2640000,7406265,7858299,73985.80
109,私立,一般大學,1048,亞洲大學,394,207285064,169339931,20439184,17505949,526104.22
109,私立,一般大學,1049,開南大學,204,13957134,12091451,0,1865683,68417.32
109,私立,一般大學,1050,佛光大學,165,14622723,5245000,2690323,6687400,88622.56
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,328,31774237,4713708,21470529,5590000,96872.67
109,私立,技專校院,1052,遠東科技大學,183,40641961,15594535,20923011,4124415,222087.22
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,184,28822789,13056015,13433944,2332830,156645.59
109,私立,技專校院,1054,景文科技大學,172,33621906,8826854,22305052,2490000,195476.20
109,私立,技專校院,1055,中華醫事科技大學,279,15044830,0,8980601,6064229,53924.12
109,私立,技專校院,1056,東南科技大學,170,10749750,0,10534750,215000,63233.82
109,私立,技專校院,1057,德明財經科技大學,224,21337508,1728000,16935789,2673719,95256.73
109,私立,一般大學,1058,明道學校財團法人明道大學,116,4429499,162000,110000,4157499,38185.34
109,私立,技專校院,1060,南開科技大學,140,9004917,113225,7255692,1636000,64320.84
109,私立,技專校院,1061,中華學校財團法人中華科技大學,155,27395500,14767500,12148000,480000,176745.16
109,私立,技專校院,1062,僑光科技大學,237,29233329,1533000,23670629,4029700,123347.38
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,96,21621817,15795875,4502526,1323416,225227.26
109,私立,技專校院,1064,美和學校財團法人美和科技大學,212,28385004,20388138,4487816,3509050,133891.53
109,私立,技專校院,1065,吳鳳科技大學,145,14375277,7454000,6350000,571277,99139.84
109,私立,技專校院,1066,環球學校財團法人環球科技大學,137,11046013,5957218,2656000,2432795,80627.83
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,66,633716,386016,220000,27700,9601.76
109,私立,技專校院,1068,中州學校財團法人中州科技大學,88,9026150,6162119,1020200,1843831,102569.89
109,私立,技專校院,1069,修平學校財團法人修平科技大學,177,14638680,1640000,12738680,260000,82704.41
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,328,62163790,9554887,11913780,40695123,189523.75
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,251,19485099,9185000,8572100,1727999,77629.88
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,41,1876000,0,1626000,250000,45756.10
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,218,33914500,19088000,12419500,2407000,155571.10
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,267,23584118,4954480,3780484,14849154,88330.03
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,123,9029860,1000000,7374860,655000,73413.50
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,163,9160248,2065414,1048220,6046614,56197.84
109,私立,技專校院,1078,致理學校財團法人致理科技大學,269,34461226,4497669,24788727,5174830,128108.65
109,私立,一般大學,1079,康寧學校財團法人康寧大學,121,2234189,0,1026500,1207689,18464.37
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,181,17213710,0,15472610,1741100,95103.37
109,私立,技專校院,1081,東方學校財團法人東方設計大學,95,1528848,933836,595012,0,16093.14
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,75,6024200,217000,5253200,554000,80322.67
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,143,16307370,7302870,5618300,3386200,114037.55
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,55,17049490,13368744,2774096,906650,309990.73
109,私立,技專校院,1148,大漢技術學院,42,1611000,171000,1440000,0,38357.14
109,私立,技專校院,1159,和春技術學院,48,3578417,1305825,1989592,283000,74550.35
109,私立,技專校院,1166,亞東技術學院,149,22016359,655500,12642710,8718149,147760.80
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,93,25084079,14403219,10680860,0,269721.28
109,私立,技專校院,1182,蘭陽技術學院,44,290000,0,90000,200000,6590.91
109,私立,技專校院,1183,黎明技術學院,169,13923000,818000,13045000,60000,82384.62
109,私立,技專校院,1185,經國管理暨健康學院,139,16876656,11923956,4043000,909700,121414.79
109,私立,技專校院,1188,大同技術學院,52,2537000,0,2327000,210000,48788.46
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,127,4695125,0,4395125,300000,36969.49
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,145,14957416,0,3487174,11470242,103154.59
109,私立,技專校院,1283,仁德醫護管理專科學校,216,3930358,1040000,2660358,230000,18196.10
109,私立,技專校院,1284,樹人醫護管理專科學校,224,2054300,1540000,143800,370500,9170.98
109,私立,技專校院,1285,慈惠醫護管理專科學校,140,220000,0,220000,0,1571.43
109,私立,技專校院,1286,耕莘健康管理專科學校,164,33253545,210000,2398813,30644732,202765.52
109,私立,技專校院,1287,敏惠醫護管理專科學校,128,731000,0,731000,0,5710.94
109,私立,技專校院,1289,育英醫護管理專科學校,70,547500,0,330000,217500,7821.43
109,私立,技專校院,1291,聖母醫護管理專科學校,89,43154647,40291552,530130,2332965,484883.67
109,私立,技專校院,1292,新生醫護管理專科學校,214,1010000,360000,650000,0,4719.63
109,私立,技專校院,1293,崇仁醫護管理專科學校,124,10907748,5353758,5433397,120593,87965.71
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,12,2530000,2300000,0,230000,210833.33
109,公立,一般大學,3002,臺北市立大學,323,31815708,10461310,13730207,7624191,98500.64
