學年度,設立別,學校類別,學校統計處代碼,學校名稱,學雜費收入金額,學雜費收入(%),推廣及產學收入金額,推廣及產學收入(%),補助收入金額,補助收入(%),受贈收入金額,受贈收入(%),利息收入金額,利息收入(%),投資、基金及附屬機構收益金額,投資、基金及附屬機構收益(%),其他收入金額,其他收入(%),合計金額,合計(%)
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,334372,65.80,39929,7.86,97176,19.12,2720,0.54,561,0.11,26,0.01,33399,6.57,508183,100
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,410773,40.69,41233,4.08,117634,11.65,5739,0.57,25510,2.53,371512,36.80,37010,3.67,1009412,100
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,70483,20.07,26755,7.62,64077,18.24,117306,33.39,152,0.04,0,0,72495,20.64,351268,100
109,私立,技專校院,1148,大漢技術學院,62960,52.96,6992,5.88,41094,34.57,377,0.32,2030,1.71,0,0,5431,4.57,118885,100
109,私立,技專校院,1159,和春技術學院,34137,39.55,5062,5.86,10280,11.91,134,0.15,1352,1.57,17,0.02,35337,40.94,86319,100
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,220702,61.33,28514,7.92,85605,23.79,471,0.13,748,0.21,0,0,23841,6.62,359881,100
109,私立,一般大學,1176,稻江科技暨管理學院,19235,23.82,7075,8.76,8482,10.50,38018,47.07,1201,1.49,0,0,6752,8.36,80762,100
109,私立,技專校院,1182,蘭陽技術學院,39242,31.16,10023,7.96,20055,15.93,51182,40.64,223,0.18,0,0,5202,4.13,125929,100
109,私立,技專校院,1183,黎明技術學院,406352,66.72,22747,3.73,110242,18.10,45399,7.45,660,0.11,2,0,23644,3.88,609047,100
109,私立,技專校院,1185,經國管理暨健康學院,323091,72.75,12714,2.86,84186,18.96,272,0.06,1054,0.24,7069,1.59,15711,3.54,444098,100
109,私立,技專校院,1188,大同技術學院,72134,58.18,3543,2.86,38081,30.71,990,0.80,186,0.15,0,0,9048,7.30,123982,100
109,私立,技專校院,1192,臺灣觀光學院,13284,42.62,543,1.74,10924,35.05,2641,8.47,132,0.42,0,0,3644,11.69,31168,100
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,83565,13.40,244931,39.28,71537,11.47,187148,30.01,9504,1.52,4363,0.70,22475,3.60,623524,100
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,11594,7.51,7512,4.86,8614,5.58,115955,75.07,2508,1.62,0,0,8289,5.37,154471,100
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,264753,47.09,75046,13.35,87077,15.49,67879,12.07,3668,0.65,1917,0.34,61892,11.01,562232,100
109,私立,技專校院,1283,仁德醫護管理專科學校,398578,65.55,17398,2.86,98005,16.12,8701,1.43,3405,0.56,5444,0.90,76542,12.59,608073,100
109,私立,技專校院,1284,樹人醫護管理專科學校,467484,71.17,3484,0.53,124452,18.95,852,0.13,3614,0.55,186,0.03,56805,8.65,656876,100
109,私立,技專校院,1285,慈惠醫護管理專科學校,242501,63.89,27042,7.12,79690,20.99,3819,1.01,931,0.25,0,0,25600,6.74,379584,100
109,私立,技專校院,1286,耕莘健康管理專科學校,296200,52.57,96398,17.11,95191,16.89,6490,1.15,2581,0.46,8256,1.47,58363,10.36,563478,100
109,私立,技專校院,1287,敏惠醫護管理專科學校,257151,50.37,15921,3.12,201945,39.55,2962,0.58,1492,0.29,0,0,31076,6.09,510548,100
109,私立,技專校院,1289,育英醫護管理專科學校,126293,70.46,1143,0.64,45887,25.60,642,0.36,1187,0.66,1,0,4097,2.29,179250,100
109,私立,技專校院,1291,聖母醫護管理專科學校,147908,62.04,19440,8.15,44635,18.72,3185,1.34,2933,1.23,0,0,20308,8.52,238409,100
109,私立,技專校院,1292,新生醫護管理專科學校,381947,71.39,8412,1.57,101470,18.96,374,0.07,1111,0.21,0,0,41723,7.80,535037,100
109,私立,技專校院,1293,崇仁醫護管理專科學校,209047,67.75,13164,4.27,61599,19.96,1669,0.54,1225,0.40,0,0,21840,7.08,308544,100
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2672,10.97,97,0.40,670,2.75,20225,83.06,469,1.93,0,0,217,0.89,24350,100
109,私立,宗教研修學院,1R03,臺北基督學院,9539,21.68,15500,35.22,350,0.80,11986,27.24,244,0.55,0,0,6388,14.51,44007,100
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,8097,25.54,2721,8.58,2717,8.57,17624,55.59,474,1.50,0,0,70,0.22,31703,100
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,9313,15.65,2244,3.77,439,0.74,43167,72.52,394,0.66,0,0,3971,6.67,59527,100
109,私立,宗教研修學院,1R06,一貫道崇德學院,1747,0.94,198,0.11,625,0.33,183201,98.09,974,0.52,0,0,32,0.02,186776,100
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,4383,17.19,115,0.45,309,1.21,19516,76.54,32,0.13,0,0,1143,4.48,25498,100
109,私立,宗教研修學院,1R08,中華福音神學研究學院,0,0,0,0,0,0,34713,99.11,233,0.67,0,0,79,0.23,35026,100
109,私立,宗教研修學院,1R09,唯心聖教學院,0,0,0,0,0,0,7093,99.51,35,0.49,0,0,0,0,7128,100
