學年度,設立別,學校類別,學校統計處代碼,學校名稱,營運能力-學雜費收入變動率燈號,營運能力-學雜費收入變動率(%)數值,營運能力-現金餘絀變動率燈號,營運能力-現金餘絀變動率(%)數值,營運能力-本期餘絀比率燈號,營運能力-本期餘絀比率(%)數值,償債能力-現金流量比率燈號,償債能力-現金流量比率(%)數值,償債能力-速動比率燈號,償債能力-速動比率(%)數值,償債能力-可用資金比率燈號,償債能力-可用資金比率(%)數值,財務結構-負債權益比率燈號,財務結構-負債權益比率(%)數值,其他-舉債指數
108,私立,技專校院,1041,明志科技大學,●,-0.52,●,33.43,●,33.42,●,400.50,●,2294.12,●,1218.16,●,1.56,0
108,私立,技專校院,1042,高苑科技大學,●,-23.08,●,-2.17,●,-42.68,●,-243.23,●,303.82,●,46.15,●,4.36,0
108,私立,技專校院,1043,大仁科技大學,●,-9.80,●,0.52,●,-5.75,●,9.38,●,317.92,●,63.87,●,6.76,0
108,私立,技專校院,1044,聖約翰科技大學,●,-21.15,●,-12.85,●,-46.46,●,-175.29,●,345.17,●,59.10,●,5.31,0
108,私立,技專校院,1045,嶺東科技大學,●,0.37,●,8.69,●,9.32,●,124.27,●,1578.30,●,382.94,●,7.32,0
108,私立,技專校院,1046,中國科技大學,●,-7.26,●,3.12,●,10.48,●,94.34,●,871.35,●,252.76,●,5.51,0
108,私立,技專校院,1047,中臺科技大學,●,-2.31,●,-0.63,●,5.02,●,57.32,●,781.81,●,158.23,●,4.48,0
108,私立,一般大學,1048,亞洲大學,●,-1.01,●,-0.51,●,24.17,●,213.78,●,214.68,●,64.04,●,5.83,0
108,私立,一般大學,1049,開南大學,●,-12.69,●,-8.01,●,-1.56,●,-7.61,●,381.36,●,60.65,●,3.23,0
108,私立,一般大學,1050,佛光大學,●,-2.97,●,14.30,●,-2.98,●,42.69,●,95.06,●,44.26,●,6.38,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,●,-0.82,●,0.93,●,13.54,●,109.53,●,1245.16,●,391.98,●,3.98,0
108,私立,技專校院,1052,遠東科技大學,●,-11.49,●,3.74,●,3.16,●,4.38,●,245.33,●,65.16,●,7.41,0
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,●,-4.83,●,5.84,●,20.78,●,31.96,●,1269.83,●,250.95,●,3.28,0
108,私立,技專校院,1054,景文科技大學,●,-0.69,●,1.43,●,8.22,●,66.79,●,800.81,●,219.77,●,5.17,0
108,私立,技專校院,1055,中華醫事科技大學,●,-1.84,●,4.51,●,9.55,●,118.92,●,565.58,●,108.49,●,4.69,0
108,私立,技專校院,1056,東南科技大學,●,-7.84,●,3.88,●,-0.38,●,48.17,●,640.09,●,178.97,●,6.12,0
108,私立,技專校院,1057,德明財經科技大學,●,-4.70,●,-2.66,●,11.52,●,119.50,●,2677.32,●,576.52,●,2.43,0
108,私立,一般大學,1058,明道學校財團法人明道大學,●,-19.48,●,-11.57,●,-6.05,●,-23.51,●,89.70,●,7.47,●,15.68,0
108,私立,技專校院,1060,南開科技大學,●,-13.22,●,1.32,●,-10.18,●,-30.01,●,556.40,●,156.27,●,7.22,0
108,私立,技專校院,1061,中華學校財團法人中華科技大學,●,-12.11,●,-0.06,●,0.37,●,41.78,●,87.32,●,19.46,●,6.02,0
108,私立,技專校院,1062,僑光科技大學,●,0.18,●,-0.34,●,20.74,●,235.21,●,1879.62,●,465.41,●,2.59,0
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,●,-14.78,●,-3.01,●,-9.88,●,9.16,●,1124.21,●,235.28,●,2.66,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,●,-9.36,●,-0.40,●,-1.51,●,24.63,●,474.42,●,102.02,●,6.36,0
108,私立,技專校院,1065,吳鳳科技大學,●,-4.37,●,1.96,●,0.85,●,62.72,●,602.84,●,116.56,●,2.94,0
108,私立,技專校院,1066,環球學校財團法人環球科技大學,●,-13.51,●,-11.31,●,-28.21,●,-88.88,●,115.41,●,12.21,●,20.18,-0.39
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,●,-29.24,●,-8.66,●,-62.28,●,-96.49,●,234.98,●,29.97,●,1.47,0
108,私立,技專校院,1068,中州學校財團法人中州科技大學,●,-8.91,●,-17.72,●,-21.35,●,-22.07,●,232.98,●,94.69,●,11.26,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,●,-8.79,●,-9.87,●,-13.24,●,-94.27,●,406.67,●,60.17,●,5.51,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,●,-1.04,●,-22.98,●,11.92,●,258.70,●,1536.44,●,378.80,●,1.51,0
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,●,-0.66,●,-0.02,●,16.67,●,207.86,●,1690.85,●,358.88,●,18.83,0
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,●,-44.72,●,27.37,●,20.73,●,-36.52,●,334.91,●,83.06,●,2.42,0
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,●,-6.57,●,-2.14,●,-3.38,●,6.85,●,522.28,●,81.34,●,3.83,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,●,-1.25,●,-0.28,●,5.19,●,49.87,●,711.33,●,156.39,●,6.31,0
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,●,-11.87,●,7.69,●,-11.31,●,9.18,●,207.06,●,72.82,●,10.73,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,●,3.96,●,-11.36,●,-4.46,●,1.32,●,319.02,●,56.56,●,4.02,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,●,-1.15,●,4.65,●,8.23,●,97.98,●,772.61,●,175.27,●,6.97,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,●,-16.83,●,-3.60,●,-22.91,●,-53.63,●,142.98,●,18.88,●,2.37,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,●,-10.02,●,-11.05,●,1.15,●,35.76,●,1839.10,●,495.25,●,2.75,0
108,私立,技專校院,1081,東方學校財團法人東方設計大學,●,-20.53,●,0.14,●,-22.87,●,-34.09,●,163.64,●,32.71,●,8.84,0
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,●,-15.54,●,-3.46,●,-17.01,●,-173.04,●,541.14,●,77.38,●,2.57,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,●,-10.31,●,-17.37,●,0.89,●,8.47,●,287.91,●,45.68,●,7.18,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,●,7.22,●,2.90,●,17.57,●,42.52,●,299.30,●,40.89,●,6.17,0
108,私立,技專校院,1148,大漢技術學院,●,-7.10,●,-4.52,●,-46.43,●,-102.21,●,798.55,●,176.67,●,2.16,0
108,私立,技專校院,1159,和春技術學院,●,-34.82,●,37.04,●,-67.36,●,-110.76,●,731.18,●,198.65,●,1.85,0
108,私立,技專校院,1166,亞東技術學院,●,-0.99,●,9.86,●,29.63,●,402.97,●,5786.14,●,1576.71,●,1.14,0
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,●,-8.36,●,11.14,●,-11.95,●,57.13,●,197.52,●,43.58,●,4.14,0
108,私立,一般大學,1176,稻江科技暨管理學院,●,-20.79,●,-4.33,●,-10.02,●,-34.31,●,485.78,●,83.41,●,2.44,0
108,私立,技專校院,1182,蘭陽技術學院,●,-28.09,●,-2.65,●,-20.94,●,42.97,●,277.60,●,70.61,●,3.56,0
108,私立,技專校院,1183,黎明技術學院,●,3.04,●,9.55,●,-1.74,●,67.55,●,239.32,●,47.34,●,9.28,0
108,私立,技專校院,1185,經國管理暨健康學院,●,-1.69,●,-3.33,●,-14,●,-16.34,●,298.34,●,64.40,●,9.94,0
108,私立,技專校院,1188,大同技術學院,●,-25.59,●,-32.05,●,-22.51,●,-126.26,●,264.76,●,58.53,●,3.99,0
108,私立,技專校院,1192,臺灣觀光學院,●,-24.82,●,-2.90,●,-93.32,●,-140.71,●,28.13,●,-35.95,●,3.27,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,●,-3.99,●,-51.94,●,0.66,●,32.66,●,1346.07,●,513.30,●,2.37,0
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,●,0.69,●,-10.89,●,-10.07,●,23.17,●,723.06,●,198.50,●,3.83,0
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,●,-2.96,●,-32.48,●,4.17,●,76.72,●,438.21,●,147.58,●,11.25,0
108,私立,技專校院,1283,仁德醫護管理專科學校,●,0.21,●,1.72,●,9.14,●,139.74,●,661.39,●,144.55,●,4.58,0
108,私立,技專校院,1284,樹人醫護管理專科學校,●,1.57,●,9.10,●,13.88,●,134.49,●,836.45,●,266.40,●,5.75,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,●,-10.09,●,-3.68,●,4.85,●,72.54,●,859.49,●,204.21,●,4.37,0
108,私立,技專校院,1286,耕莘健康管理專科學校,●,-4.04,●,-1.99,●,15.73,●,69.71,●,485.85,●,178.60,●,21.80,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,●,0.28,●,7.76,●,9.40,●,71.41,●,369.21,●,149.05,●,12.50,0
108,私立,技專校院,1289,育英醫護管理專科學校,●,-1.42,●,-2.68,●,14.70,●,85.89,●,685.07,●,226.58,●,5.80,0
108,私立,技專校院,1291,聖母醫護管理專科學校,●,-6.53,●,-0.35,●,1.42,●,48.74,●,679.98,●,196.27,●,7.31,0
108,私立,技專校院,1292,新生醫護管理專科學校,●,0.09,●,8.28,●,14.36,●,88.06,●,297.01,●,92.59,●,8.80,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,●,-2.07,●,-9.84,●,12.28,●,92.71,●,1365.49,●,243.62,●,2.45,0
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,●,31.05,●,-1.73,●,6.38,●,59.34,●,955.37,●,62.10,●,0.07,0
108,私立,宗教研修學院,1R03,臺北基督學院,●,-10.75,●,-6.97,●,-0.31,●,-28.79,●,920.42,●,93.01,●,9.47,0
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,●,49.05,●,3.35,●,13.68,●,124.63,●,518.66,●,51.19,●,15.82,0
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,●,5.01,●,1.23,●,2.87,●,-32.66,●,51.83,●,-2.88,●,2.38,0
108,私立,宗教研修學院,1R06,一貫道崇德學院,●,4.44,●,23.55,●,85.21,●,645.16,●,977.17,●,1315.67,●,6.17,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,●,27.50,●,0.48,●,1.95,●,100.65,●,243.23,●,4.93,●,31.64,0
109,私立,一般大學,1001,東海大學,●,0.62,●,11.57,●,9.84,●,92.59,●,624.40,●,122.65,●,7.73,0
109,私立,一般大學,1002,輔仁大學,●,-0.15,●,-2.52,●,0.03,●,4.10,●,849.50,●,188.07,●,51.88,19.38
109,私立,一般大學,1003,東吳大學,●,0.77,●,2.66,●,0.02,●,6.37,●,281.61,●,83.17,●,9.53,0
109,私立,一般大學,1004,中原大學,●,1.51,●,5.81,●,0.49,●,27.45,●,304.89,●,49.05,●,6.25,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,●,0.28,●,7.42,●,5.89,●,36.90,●,129.45,●,24.57,●,26.81,0
109,私立,一般大學,1006,中國文化大學,●,-1.74,●,1.91,●,0.95,●,31.55,●,650.49,●,146.22,●,5.49,0
109,私立,一般大學,1007,逢甲大學,●,2.31,●,1.68,●,21.41,●,48.58,●,387.13,●,122.05,●,39.46,0
109,私立,一般大學,1008,靜宜大學,●,-0.50,●,3.03,●,0.31,●,10.37,●,1019.38,●,195.90,●,5.47,0
109,私立,一般大學,1009,長庚大學,●,2.26,●,-29.68,●,-12.30,●,-23.16,●,1082.41,●,247.31,●,2.76,0
109,私立,一般大學,1010,元智大學,●,-1.43,●,-3.60,●,16.51,●,119.45,●,282.42,●,91.31,●,5.01,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,●,-6.57,●,5.15,●,-3.29,●,18.86,●,259.73,●,93.42,●,8.20,0
109,私立,一般大學,1012,大葉大學,●,-14.43,●,-2.19,●,-0.84,●,25.43,●,823.20,●,225.09,●,5.87,0
109,私立,一般大學,1013,華梵大學,●,-14.06,●,7.90,●,-40.28,●,-56.45,●,262.18,●,103.43,●,4.47,0
109,私立,一般大學,1014,義守大學,●,-1.81,●,-0.48,●,3.06,●,21.27,●,281.03,●,87.59,●,7.33,0
109,私立,一般大學,1015,世新大學,●,-0.33,●,1.60,●,15.19,●,131.09,●,475.78,●,109.38,●,3.58,0
109,私立,一般大學,1016,銘傳大學,●,-0.54,●,5.86,●,2.62,●,67.87,●,741.15,●,122.83,●,4.52,0
109,私立,一般大學,1017,實踐大學,●,-2.53,●,3.01,●,8.63,●,62.83,●,315.73,●,112.27,●,8.18,0
109,私立,技專校院,1018,朝陽科技大學,●,-2.27,●,1.95,●,10.85,●,46.15,●,388.48,●,163.53,●,8.20,0
109,私立,一般大學,1019,高雄醫學大學,●,0.05,●,-2.69,●,32.55,●,-70.74,●,282.39,●,55.23,●,2.13,0
109,私立,一般大學,1020,南華大學,●,-0.77,●,6.55,●,0.26,●,96.65,●,456.51,●,76.94,●,3.28,0
109,私立,一般大學,1021,真理大學,●,-4.70,●,3.21,●,-4.35,●,38.63,●,112.89,●,5.72,●,12.63,5.85
109,私立,一般大學,1022,大同大學,●,-2.58,●,7.67,●,9.44,●,146.34,●,730.44,●,148.61,●,1.75,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,●,-2.71,●,5.67,●,6.38,●,131.96,●,606.27,●,144.20,●,5.05,0
109,私立,技專校院,1024,崑山科技大學,●,-7.53,●,6.85,●,-1.94,●,79.86,●,308.62,●,118.42,●,18.91,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,●,-7.25,●,8.81,●,8.23,●,151.10,●,287.03,●,61.08,●,7.89,0
109,私立,技專校院,1026,樹德科技大學,●,-5.74,●,-4.80,●,2.77,●,26.98,●,774.17,●,172.40,●,8.22,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,●,1,●,-4.92,●,10.81,●,57.84,●,3361.85,●,639.67,●,1.24,0
109,私立,一般大學,1028,臺北醫學大學,●,-0.32,●,9.19,●,13.76,●,97.49,●,77.09,●,-1.76,●,61.70,-7.70
109,私立,一般大學,1029,中山醫學大學,●,-1.07,●,0.08,●,22.13,●,68.43,●,44.04,●,-22.34,●,48.83,36.96
109,私立,技專校院,1030,龍華科技大學,●,3.64,●,5.75,●,12.20,●,138.30,●,1559.66,●,507.91,●,6.04,0
109,私立,技專校院,1031,輔英科技大學,●,1.45,●,1.91,●,11.78,●,70.43,●,791.73,●,219.82,●,4.73,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,●,-3.32,●,3.76,●,0.27,●,53.01,●,319.67,●,77.12,●,12.38,0
109,私立,一般大學,1033,長榮大學,●,-3.20,●,1.65,●,-2.26,●,-24.14,●,710.23,●,86.42,●,3.99,0
109,私立,技專校院,1034,弘光科技大學,●,-1.80,●,-1.93,●,3.13,●,48.55,●,215.57,●,73.90,●,13.69,0
109,私立,一般大學,1035,中國醫藥大學,●,-0.30,●,-7.79,●,52.03,●,121.58,●,107.63,●,8.81,●,5.17,-0.13
109,私立,技專校院,1036,健行學校財團法人健行科技大學,●,-0.40,●,-1.31,●,-0.50,●,108.97,●,680.05,●,140.70,●,3.31,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,●,-3.67,●,3.67,●,3.16,●,74.03,●,429.53,●,84.84,●,5.41,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,●,-4.81,●,-0.01,●,8.87,●,109.46,●,1044.39,●,221.69,●,6.09,0
109,私立,一般大學,1039,玄奘大學,●,-15.41,●,0.15,●,-10.64,●,1.01,●,792.98,●,274.36,●,3.52,0
109,私立,技專校院,1040,建國科技大學,●,-13.38,●,1.26,●,-12.53,●,19.24,●,233.79,●,59.99,●,17.21,0
109,私立,技專校院,1041,明志科技大學,●,-1.14,●,-79.35,●,9.01,●,-3.85,●,1774.57,●,1172.69,●,2.01,0
109,私立,技專校院,1042,高苑科技大學,●,-17.29,●,14.64,●,-39.42,●,-154.04,●,129.61,●,20.17,●,4.81,0
109,私立,技專校院,1043,大仁科技大學,●,-7.11,●,5.42,●,-4.68,●,43.18,●,347.63,●,82.92,●,7.21,0
109,私立,技專校院,1044,聖約翰科技大學,●,-30.33,●,11.80,●,-56.06,●,-200.10,●,308.59,●,52.10,●,4.04,0
109,私立,技專校院,1045,嶺東科技大學,●,0.14,●,-0.03,●,10.48,●,128.37,●,1780.64,●,411.02,●,8.01,0
109,私立,技專校院,1046,中國科技大學,●,-10.83,●,-3.46,●,8.34,●,68.97,●,862.45,●,290.85,●,5.62,0
109,私立,技專校院,1047,中臺科技大學,●,-4.13,●,0.44,●,5.38,●,70.69,●,971.37,●,169.33,●,3.89,0
109,私立,一般大學,1048,亞洲大學,●,-1.75,●,0.33,●,27.44,●,89.30,●,286.03,●,102.43,●,5.89,0
109,私立,一般大學,1049,開南大學,●,-5.55,●,6.28,●,0.46,●,42.86,●,398.43,●,73.13,●,3.51,0
109,私立,一般大學,1050,佛光大學,●,-3.61,●,-7.34,●,-4.10,●,16.62,●,102.43,●,54.62,●,7.54,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,●,-2.65,●,-0.91,●,12.81,●,112.06,●,1373.52,●,406.60,●,3.63,0
109,私立,技專校院,1052,遠東科技大學,●,-15.91,●,-0.06,●,-3.97,●,4.29,●,257.58,●,67.95,●,7.12,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,●,-5.54,●,6.91,●,-1.37,●,70.90,●,1117.02,●,297.78,●,3.98,0
109,私立,技專校院,1054,景文科技大學,●,-4.91,●,7.96,●,8.91,●,97.17,●,762.90,●,275.70,●,5.90,0
109,私立,技專校院,1055,中華醫事科技大學,●,-2.48,●,9.34,●,11.16,●,144.91,●,587.82,●,145.56,●,5.47,0
109,私立,技專校院,1056,東南科技大學,●,-6.82,●,-7.89,●,-5.10,●,1.66,●,716.01,●,175.81,●,5.57,0
109,私立,技專校院,1057,德明財經科技大學,●,-6.28,●,-0.61,●,12.35,●,103.59,●,2605.54,●,624.78,●,2.58,0
109,私立,一般大學,1058,明道學校財團法人明道大學,●,-18.93,●,-3.80,●,-10.29,●,-39.81,●,110.17,●,14.63,●,18.65,-0.60
109,私立,技專校院,1060,南開科技大學,●,-14.68,●,1.47,●,-15,●,-34.34,●,716.39,●,165.85,●,5.33,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,●,-10.33,●,-8.35,●,0.08,●,8.36,●,144.31,●,34.87,●,4.88,0
109,私立,技專校院,1062,僑光科技大學,●,-5.09,●,-9.83,●,14.28,●,168.77,●,2242.66,●,490.63,●,2.30,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,●,-10.78,●,-0.48,●,-11.16,●,6.41,●,1085.27,●,249.62,●,2.76,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,●,-12.09,●,-0.55,●,-2.03,●,22.56,●,530.73,●,114.88,●,6.02,0
109,私立,技專校院,1065,吳鳳科技大學,●,-4.05,●,2.62,●,2.58,●,90.78,●,718.75,●,133.03,●,4.01,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,●,-18.73,●,19.79,●,-21.74,●,-40.01,●,161.27,●,20.67,●,17.94,-2.22
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,●,-26.13,●,3.53,●,-89.35,●,-166.30,●,121.36,●,3.48,●,1.32,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,●,-20.41,●,-29.65,●,-41.30,●,-205.21,●,212.13,●,41.77,●,8.60,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,●,-3.81,●,10.54,●,-9.29,●,-4.64,●,281.49,●,54.30,●,7.51,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,●,-2.04,●,-35.27,●,-15.16,●,11.53,●,1295.10,●,371.91,●,1.81,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,●,-6.07,●,-1.15,●,14.52,●,187.53,●,1789.35,●,403.44,●,18.27,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,●,-29.77,●,-77.34,●,-33.46,●,65.39,●,445.75,●,104.76,●,2.02,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,●,-3.60,●,11.34,●,4.39,●,138.32,●,491.93,●,91.66,●,4.02,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,●,-3.83,●,7.24,●,9.30,●,86.94,●,597.02,●,160.88,●,7.26,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,●,-4.49,●,-2.45,●,-9.58,●,1.88,●,208.13,●,80.89,●,10.70,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,●,0.53,●,19.50,●,7.35,●,157.52,●,345.54,●,84.52,●,5.07,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,●,0.45,●,5.80,●,11.74,●,123.89,●,747.84,●,196.73,●,7.64,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,●,-5.25,●,-6.22,●,-38.48,●,-147.35,●,227.55,●,29.98,●,1.40,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,●,-8.03,●,-9.60,●,-6.46,●,-15.67,●,1443.82,●,393.32,●,2.75,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,●,-26.20,●,20.27,●,-3.81,●,39.79,●,211.86,●,64.38,●,8.42,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,●,-5.75,●,22.76,●,-101.91,●,81.44,●,613.35,●,107.18,●,3.43,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,●,-9.14,●,-5.68,●,-10.49,●,-41.26,●,182.01,●,15.09,●,7.14,-1.78
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,●,-2.50,●,-3.52,●,24.63,●,343.24,●,5556.75,●,1588.31,●,1.10,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,●,14.40,●,4.25,●,5.73,●,59.56,●,195.51,●,40.13,●,4.90,0
109,私立,技專校院,1148,大漢技術學院,●,-8.16,●,15.04,●,-28.82,●,-8.57,●,691.61,●,185.55,●,2.21,0
109,私立,技專校院,1159,和春技術學院,●,-31.47,●,5.29,●,-70.49,●,-110.57,●,787.53,●,218.86,●,1.60,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,●,-8.98,●,-3.21,●,-4.96,●,24.38,●,278.41,●,58.87,●,3.30,0
109,私立,一般大學,1176,稻江科技暨管理學院,●,-87.20,●,-46.62,●,-71.92,●,-138.38,●,109.63,●,7.55,●,4.47,0
109,私立,技專校院,1182,蘭陽技術學院,●,-38.58,●,-7.65,●,-25.45,●,16.60,●,424.54,●,103.38,●,2.50,0
109,私立,技專校院,1183,黎明技術學院,●,1.53,●,-0.18,●,0.59,●,79.27,●,366.88,●,63.16,●,7.71,0
109,私立,技專校院,1185,經國管理暨健康學院,●,-6.22,●,5.45,●,-12.40,●,14.85,●,238.86,●,53.02,●,10.47,0
109,私立,技專校院,1188,大同技術學院,●,-24.10,●,4.64,●,-31.15,●,-170.34,●,259.69,●,30.52,●,2.93,0
109,私立,技專校院,1192,臺灣觀光學院,●,-59.30,●,40.65,●,-112.29,●,-256.70,●,105.70,●,8.92,●,0.89,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,●,19.85,●,15.98,●,12.79,●,137.62,●,1621.17,●,551.50,●,2.10,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,●,-6.31,●,5.18,●,-11.81,●,50.56,●,720.99,●,216.35,●,4.03,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,●,-2.80,●,5.02,●,0.27,●,108.43,●,501.11,●,170.66,●,10.75,0
109,私立,技專校院,1283,仁德醫護管理專科學校,●,-0.43,●,-13.15,●,8.04,●,32.97,●,895.22,●,176.42,●,4.07,0
109,私立,技專校院,1284,樹人醫護管理專科學校,●,-0.28,●,-4.04,●,15.37,●,102.19,●,897.99,●,305.31,●,5.68,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,●,-12.93,●,-1.24,●,1.85,●,62.34,●,923.79,●,238.29,●,4.34,0
109,私立,技專校院,1286,耕莘健康管理專科學校,●,-4.56,●,0.24,●,5.88,●,66.28,●,453.96,●,188.91,●,21.08,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,●,0.40,●,-6.02,●,7.12,●,44.26,●,456.81,●,160.58,●,10.56,0
109,私立,技專校院,1289,育英醫護管理專科學校,●,-0.35,●,-8.91,●,6.05,●,36.98,●,694.47,●,229.13,●,5.84,0
109,私立,技專校院,1291,聖母醫護管理專科學校,●,-12.49,●,-4.93,●,-4.06,●,30.37,●,778.65,●,206.50,●,5.63,0
109,私立,技專校院,1292,新生醫護管理專科學校,●,0.66,●,4.76,●,-10.99,●,97.98,●,346.78,●,129.70,●,9.06,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,●,-1.19,●,11.91,●,4.98,●,161.38,●,1098.75,●,254.64,●,3.15,0
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,●,11.10,●,1.20,●,6.95,●,88.32,●,1090.24,●,68.03,●,0.07,0
109,私立,宗教研修學院,1R03,臺北基督學院,●,-17.62,●,-19.05,●,-22.19,●,-179.08,●,588.46,●,71.82,●,14.76,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,●,-8.50,●,-21.24,●,-13.78,●,-58.15,●,242.62,●,33.20,●,32.62,0
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,●,0.99,●,1.39,●,2.84,●,-5.28,●,45.08,●,-3.49,●,2.31,0
109,私立,宗教研修學院,1R06,一貫道崇德學院,●,-0.14,●,27.52,●,90.38,●,18454.90,●,21919.09,●,1508.85,●,0.20,0
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,●,-16.70,●,4.48,●,5.43,●,259.19,●,435.73,●,10.58,●,25.31,0
109,私立,宗教研修學院,1R08,中華福音神學研究學院,●,0,●,-440.62,●,-6.01,●,2673.61,●,543.37,●,0,●,0.12,0
109,私立,宗教研修學院,1R09,唯心聖教學院,●,0,●,3.16,●,-21.16,●,48.50,●,52.05,●,-4.29,●,1.64,0
