學年度,設立別,學校類別,學校統計處代碼,學校名稱,人事費支出(含退休撫卹+超額年金)金額,人事費支出(含退休撫卹+超額年金)(%),業務費(不含折舊及攤銷)金額,業務費(不含折舊及攤銷)(%),折舊及攤銷金額,折舊及攤銷(%),獎學金支出金額,獎學金支出(%),補助弱勢清寒學生之助學性支出金額,補助弱勢清寒學生之助學性支出(%),建築物及設備之維護費用金額,建築物及設備之維護費用(%),利息費用金額,利息費用(%),各項投資、基金及附屬機構損失金額,各項投資、基金及附屬機構損失(%),其他校務支出金額,其他校務支出(%),合計金額,合計(%)
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,722318,48.31,378455,25.31,221773,14.83,2669,0.18,30149,2.02,132527,8.86,0,0,624,0.04,6644,0.44,1495160,100
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,524599,61.53,123442,14.48,142600,16.73,13170,1.54,20074,2.35,19493,2.29,0,0,0,0,9163,1.07,852541,100
107,私立,技專校院,1072,大華學校財團法人敏實科技大學,168658,51.40,76467,23.31,62279,18.98,6768,2.06,2381,0.73,5378,1.64,3261,0.99,0,0,2915,0.89,328107,100
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,456041,47.12,312591,32.29,89214,9.22,2888,0.30,69831,7.21,34251,3.54,0,0,0,0,3112,0.32,967928,100
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,650315,59.23,218237,19.88,78229,7.12,15801,1.44,90797,8.27,27295,2.49,0,0,0,0,17311,1.58,1097985,100
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,297355,60.56,101845,20.74,51276,10.44,1920,0.39,22682,4.62,8291,1.69,0,0,0,0,7678,1.56,491046,100
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,331847,46.45,176160,24.66,92458,12.94,19889,2.78,76837,10.76,9580,1.34,0,0,0,0,7613,1.07,714382,100
107,私立,技專校院,1078,致理學校財團法人致理科技大學,613459,55.44,281391,25.43,116689,10.55,9810,0.89,41250,3.73,27790,2.51,0,0,0,0,16103,1.46,1106491,100
107,私立,一般大學,1079,康寧學校財團法人康寧大學,224404,46.46,123056,25.48,77654,16.08,3397,0.70,10645,2.20,7118,1.47,119,0.02,0,0,36581,7.57,482975,100
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,347721,64.77,94814,17.66,64185,11.96,2955,0.55,15296,2.85,10670,1.99,0,0,0,0,1220,0.23,536860,100
107,私立,技專校院,1081,東方學校財團法人東方設計大學,251097,55.95,112377,25.04,58352,13,6701,1.49,5642,1.26,7810,1.74,0,0,0,0,6849,1.53,448828,100
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,182687,46.59,111393,28.41,46220,11.79,9284,2.37,35028,8.93,5494,1.40,317,0.08,0,0,1669,0.43,392092,100
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,264972,47.20,149238,26.58,89539,15.95,5951,1.06,16267,2.90,16602,2.96,3080,0.55,0,0,15759,2.81,561409,100
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,120175,38.93,96422,31.24,29978,9.71,35726,11.57,18818,6.10,5186,1.68,0,0,0,0,2373,0.77,308677,100
107,私立,技專校院,1148,大漢技術學院,88641,51.76,30990,18.10,33116,19.34,2006,1.17,8170,4.77,4652,2.72,0,0,0,0,3673,2.14,171246,100
107,私立,技專校院,1159,和春技術學院,114930,50.06,45252,19.71,61789,26.91,378,0.16,4712,2.05,2289,1,0,0,0,0,253,0.11,229603,100
107,私立,技專校院,1166,亞東技術學院,354630,48.34,173978,23.71,126940,17.30,12012,1.64,13657,1.86,35824,4.88,0,0,0,0,16588,2.26,733630,100
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,238672,52.14,68560,14.98,61115,13.35,19481,4.26,10555,2.31,19705,4.30,490,0.11,0,0,39189,8.56,457766,100
107,私立,一般大學,1176,稻江科技暨管理學院,109041,42.22,58653,22.71,31042,12.02,35514,13.75,17072,6.61,4461,1.73,0,0,0,0,2512,0.97,258295,100
107,私立,技專校院,1182,蘭陽技術學院,121306,52.23,29793,12.83,50090,21.57,2299,0.99,14156,6.10,4965,2.14,14,0.01,0,0,9615,4.14,232237,100
107,私立,技專校院,1183,黎明技術學院,315050,55.25,91132,15.98,84687,14.85,34910,6.12,32971,5.78,3851,0.68,75,0.01,0,0,7539,1.32,570216,100
107,私立,技專校院,1185,經國管理暨健康學院,285972,53.47,113138,21.15,88938,16.63,3249,0.61,20780,3.89,16849,3.15,1092,0.20,0,0,4804,0.90,534823,100
107,私立,技專校院,1188,大同技術學院,121014,48.91,53207,21.50,34008,13.74,17953,7.26,12376,5,3526,1.43,0,0,0,0,5351,2.16,247436,100
107,私立,技專校院,1192,臺灣觀光學院,41105,38.42,30785,28.77,25294,23.64,3410,3.19,1726,1.61,4100,3.83,35,0.03,0,0,544,0.51,106999,100
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,273152,51.45,131255,24.72,101153,19.05,3012,0.57,3236,0.61,16388,3.09,0,0,0,0,2704,0.51,530901,100
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,84758,45.94,37334,20.24,45408,24.61,366,0.20,9159,4.96,7373,4,0,0,0,0,89,0.05,184487,100
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,247276,49.14,113594,22.57,79678,15.83,1177,0.23,26137,5.19,31506,6.26,2729,0.54,0,0,1114,0.22,503211,100
107,私立,技專校院,1283,仁德醫護管理專科學校,298139,59.02,67974,13.46,70097,13.88,6426,1.27,31545,6.24,10666,2.11,306,0.06,80,0.02,19897,3.94,505129,100
107,私立,技專校院,1284,樹人醫護管理專科學校,324329,59.15,114627,20.90,65652,11.97,5831,1.06,19535,3.56,12777,2.33,0,0,0,0,5584,1.02,548335,100
107,私立,技專校院,1285,慈惠醫護管理專科學校,217288,51.29,105622,24.93,69207,16.34,2189,0.52,14179,3.35,13638,3.22,0,0,0,0,1523,0.36,423646,100
107,私立,技專校院,1286,耕莘健康管理專科學校,253324,49.91,154868,30.51,62449,12.30,1914,0.38,12893,2.54,9858,1.94,639,0.13,0,0,11653,2.30,507598,100
107,私立,技專校院,1287,敏惠醫護管理專科學校,186969,41.62,45791,10.19,58016,12.91,26800,5.97,114079,25.39,16427,3.66,171,0.04,0,0,985,0.22,449239,100
107,私立,技專校院,1289,育英醫護管理專科學校,96349,59.25,34759,21.37,22528,13.85,353,0.22,3417,2.10,3881,2.39,0,0,0,0,1329,0.82,162615,100
107,私立,技專校院,1291,聖母醫護管理專科學校,163796,60.62,42630,15.78,42090,15.58,1923,0.71,10160,3.76,3142,1.16,1011,0.37,0,0,5459,2.02,270212,100
107,私立,技專校院,1292,新生醫護管理專科學校,293065,60.42,108477,22.36,60296,12.43,4917,1.01,6574,1.36,6951,1.43,1217,0.25,0,0,3587,0.74,485084,100
107,私立,技專校院,1293,崇仁醫護管理專科學校,168212,57.89,50534,17.39,55144,18.98,914,0.31,8638,2.97,3348,1.15,0,0,0,0,3770,1.30,290560,100
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,15792,70.42,3130,13.96,1028,4.58,956,4.26,20,0.09,1182,5.27,24,0.11,0,0,294,1.31,22426,100
107,私立,宗教研修學院,1R03,臺北基督學院,36965,65.25,12892,22.76,2606,4.60,1752,3.09,978,1.73,1332,2.35,0,0,0,0,127,0.22,56653,100
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,21389,68.06,6721,21.38,1345,4.28,333,1.06,825,2.62,713,2.27,0,0,0,0,102,0.32,31428,100
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,41246,72.30,8427,14.77,982,1.72,135,0.24,652,1.14,5186,9.09,0,0,0,0,423,0.74,57052,100
107,私立,宗教研修學院,1R06,一貫道崇德學院,11021,61.79,3172,17.78,2018,11.31,1121,6.29,0,0,505,2.83,0,0,0,0,0,0,17838,100
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,19227,94.12,432,2.12,85,0.42,0,0,475,2.33,79,0.39,0,0,0,0,129,0.63,20428,100
108,私立,一般大學,1001,東海大學,1625713,59.44,509993,18.65,263193,9.62,47583,1.74,117658,4.30,110546,4.04,0,0,0,0,60150,2.20,2734835,100
108,私立,一般大學,1002,輔仁大學,2065716,53.59,722257,18.74,301152,7.81,67917,1.76,246376,6.39,124350,3.23,0,0,263780,6.84,63141,1.64,3854689,100
108,私立,一般大學,1003,東吳大學,1404134,60.87,403611,17.50,204754,8.88,43769,1.90,135977,5.89,94943,4.12,0,0,91,0,19622,0.85,2306901,100
108,私立,一般大學,1004,中原大學,1563975,51.25,827423,27.12,324500,10.63,35829,1.17,158194,5.18,79833,2.62,1389,0.05,2442,0.08,57829,1.90,3051414,100
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,2162350,61.54,685619,19.51,295980,8.42,102745,2.92,100857,2.87,115807,3.30,0,0,0,0,50217,1.43,3513575,100
108,私立,一般大學,1006,中國文化大學,2122166,61.06,535667,15.41,359483,10.34,50473,1.45,241257,6.94,152978,4.40,0,0,999,0.03,12726,0.37,3475750,100
108,私立,一般大學,1007,逢甲大學,2035354,55.22,772547,20.96,291471,7.91,52424,1.42,230239,6.25,201066,5.45,27344,0.74,0,0,75670,2.05,3686116,100
108,私立,一般大學,1008,靜宜大學,1008228,56.89,321688,18.15,148713,8.39,21000,1.18,167572,9.46,68878,3.89,810,0.05,3855,0.22,31546,1.78,1772291,100
108,私立,一般大學,1009,長庚大學,2258283,58.31,769114,19.86,541210,13.97,20181,0.52,73999,1.91,175717,4.54,0,0,0,0,34429,0.89,3872934,100
108,私立,一般大學,1010,元智大學,976106,56.32,370758,21.39,132019,7.62,48064,2.77,68247,3.94,45877,2.65,0,0,0,0,92017,5.31,1733087,100
108,私立,一般大學,1011,中華大學學校財團法人中華大學,570779,59.48,200088,20.85,94544,9.85,14846,1.55,47047,4.90,22087,2.30,772,0.08,0,0,9418,0.98,959582,100
108,私立,一般大學,1012,大葉大學,752979,54.54,278578,20.18,146464,10.61,24569,1.78,96261,6.97,36380,2.63,1175,0.09,500,0.04,43811,3.17,1380716,100
108,私立,一般大學,1013,華梵大學,175430,46.16,81335,21.40,84285,22.18,8624,2.27,22225,5.85,7904,2.08,0,0,0,0,269,0.07,380074,100
108,私立,一般大學,1014,義守大學,1244063,51.43,726888,30.05,203159,8.40,35852,1.48,109978,4.55,37113,1.53,0,0,0,0,61856,2.56,2418908,100
108,私立,一般大學,1015,世新大學,824382,51.53,350491,21.91,193990,12.13,24608,1.54,66776,4.17,18325,1.15,0,0,93228,5.83,27867,1.74,1599667,100
108,私立,一般大學,1016,銘傳大學,1562334,62.47,450665,18.02,172733,6.91,85627,3.42,81404,3.26,41713,1.67,1,0,0,0,106291,4.25,2500768,100
108,私立,一般大學,1017,實踐大學,922081,55.43,337168,20.27,180321,10.84,22929,1.38,103341,6.21,73254,4.40,578,0.03,216,0.01,23677,1.42,1663565,100
108,私立,技專校院,1018,朝陽科技大學,1047005,50.84,500969,24.33,154312,7.49,37961,1.84,89683,4.35,113985,5.53,0,0,98346,4.78,17095,0.83,2059356,100
108,私立,一般大學,1019,高雄醫學大學,1510810,57.15,637637,24.12,165481,6.26,38147,1.44,45096,1.71,83709,3.17,227,0.01,38422,1.45,123842,4.68,2643370,100
108,私立,一般大學,1020,南華大學,589356,50.10,141231,12,153786,13.07,65398,5.56,184873,15.71,32966,2.80,0,0,0,0,8841,0.75,1176450,100
108,私立,一般大學,1021,真理大學,500124,68.73,75080,10.32,99539,13.68,11762,1.62,23919,3.29,8935,1.23,4135,0.57,0,0,4194,0.58,727688,100
108,私立,一般大學,1022,大同大學,367141,50.67,200552,27.68,90240,12.45,7063,0.97,23636,3.26,29638,4.09,0,0,0,0,6323,0.87,724593,100
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1237791,51.34,651681,27.03,293103,12.16,123695,5.13,60265,2.50,31241,1.30,0,0,6754,0.28,6266,0.26,2410797,100
108,私立,技專校院,1024,崑山科技大學,718627,42.27,510971,30.06,286785,16.87,24180,1.42,93463,5.50,60404,3.55,0,0,0,0,5503,0.32,1699933,100
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,916703,49.71,510846,27.70,256264,13.90,2785,0.15,71240,3.86,60941,3.30,14867,0.81,0,0,10421,0.57,1844067,100
108,私立,技專校院,1026,樹德科技大學,631561,45.67,387698,28.04,152663,11.04,21814,1.58,98533,7.13,73541,5.32,0,0,0,0,16951,1.23,1382761,100
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,728496,55.29,237365,18.01,187478,14.23,42461,3.22,74040,5.62,29913,2.27,0,0,5160,0.39,12770,0.97,1317684,100
108,私立,一般大學,1028,臺北醫學大學,1924851,45.74,1570016,37.31,374721,8.90,123354,2.93,58349,1.39,79416,1.89,2320,0.06,33625,0.80,41855,0.99,4208507,100
108,私立,一般大學,1029,中山醫學大學,844617,53.68,415732,26.42,177887,11.31,6535,0.42,69408,4.41,30598,1.94,10864,0.69,0,0,17810,1.13,1573451,100
108,私立,技專校院,1030,龍華科技大學,611329,50.20,284211,23.34,195502,16.05,8607,0.71,38418,3.15,70105,5.76,1671,0.14,67,0.01,7943,0.65,1217854,100
108,私立,技專校院,1031,輔英科技大學,642274,57.15,305657,27.20,103611,9.22,11556,1.03,21112,1.88,21578,1.92,0,0,0,0,18105,1.61,1123893,100
108,私立,技專校院,1032,明新學校財團法人明新科技大學,820686,59.59,250902,18.22,173748,12.62,14000,1.02,68451,4.97,38304,2.78,2956,0.21,0,0,8093,0.59,1377140,100
108,私立,一般大學,1033,長榮大學,854871,67.64,213847,16.92,85987,6.80,11914,0.94,60208,4.76,30104,2.38,145,0.01,21,0,6816,0.54,1263913,100
108,私立,技專校院,1034,弘光科技大學,866413,55.72,380243,24.45,150927,9.71,14516,0.93,72241,4.65,25382,1.63,0,0,0,0,45290,2.91,1555013,100
108,私立,一般大學,1035,中國醫藥大學,1250863,51.62,738624,30.48,160978,6.64,29277,1.21,52159,2.15,19351,0.80,5140,0.21,41181,1.70,125536,5.18,2423110,100
108,私立,技專校院,1036,健行學校財團法人健行科技大學,609895,47.91,296788,23.31,245738,19.30,11306,0.89,28605,2.25,25952,2.04,0,0,0,0,54780,4.30,1273065,100
108,私立,技專校院,1037,正修學校財團法人正修科技大學,1183125,56.12,489761,23.23,265468,12.59,23706,1.12,99706,4.73,40248,1.91,0,0,0,0,6322,0.30,2108335,100
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,531043,50.70,216137,20.63,125773,12.01,7287,0.70,105707,10.09,32375,3.09,1763,0.17,0,0,27355,2.61,1047440,100
108,私立,一般大學,1039,玄奘大學,239352,51.44,95902,20.61,79047,16.99,2492,0.54,32076,6.89,15767,3.39,0,0,0,0,666,0.14,465301,100
108,私立,技專校院,1040,建國科技大學,512915,60.90,145924,17.33,111283,13.21,8444,1,34650,4.11,13859,1.65,275,0.03,0,0,14845,1.76,842195,100
108,私立,技專校院,1041,明志科技大學,590140,41.28,270476,18.92,385415,26.96,13777,0.96,60753,4.25,97107,6.79,0,0,0,0,12052,0.84,1429719,100
108,私立,技專校院,1042,高苑科技大學,412205,63.10,98542,15.08,57750,8.84,3412,0.52,42386,6.49,12745,1.95,10,0,0,0,26212,4.01,653263,100
108,私立,技專校院,1043,大仁科技大學,426700,58.67,145753,20.04,89382,12.29,23920,3.29,10530,1.45,20630,2.84,0,0,0,0,10358,1.42,727272,100
108,私立,技專校院,1044,聖約翰科技大學,342883,60.38,84752,14.92,81241,14.31,26777,4.72,16638,2.93,8068,1.42,0,0,0,0,7500,1.32,567858,100
108,私立,技專校院,1045,嶺東科技大學,608758,57.09,188424,17.67,158836,14.90,5547,0.52,34348,3.22,48435,4.54,3714,0.35,0,0,18242,1.71,1066305,100
108,私立,技專校院,1046,中國科技大學,591903,57.82,171376,16.74,135989,13.29,10136,0.99,74199,7.25,25030,2.45,0,0,0,0,14995,1.46,1023628,100
108,私立,技專校院,1047,中臺科技大學,600696,65.83,137031,15.02,95154,10.43,20768,2.28,26821,2.94,28100,3.08,364,0.04,0,0,3590,0.39,912523,100
108,私立,一般大學,1048,亞洲大學,950981,56.19,461714,27.28,129971,7.68,22627,1.34,71272,4.21,42440,2.51,1032,0.06,0,0,12549,0.74,1692587,100
108,私立,一般大學,1049,開南大學,429471,59.17,132540,18.26,53212,7.33,53180,7.33,23050,3.18,20859,2.87,0,0,0,0,13573,1.87,725884,100
108,私立,一般大學,1050,佛光大學,403496,50.64,146701,18.41,93939,11.79,18676,2.34,101159,12.70,29675,3.72,0,0,0,0,3180,0.40,796826,100
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,723174,59.21,235465,19.28,148077,12.12,7924,0.65,44571,3.65,30457,2.49,0,0,528,0.04,31273,2.56,1221470,100
108,私立,技專校院,1052,遠東科技大學,415661,57.45,163849,22.65,70187,9.70,2423,0.33,59594,8.24,7615,1.05,0,0,0,0,4128,0.57,723458,100
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,431917,55.53,174858,22.48,101013,12.99,4809,0.62,35468,4.56,24505,3.15,0,0,0,0,5248,0.67,777819,100
108,私立,技專校院,1054,景文科技大學,397449,56.10,156590,22.10,77291,10.91,6397,0.90,26854,3.79,23347,3.30,0,0,0,0,20510,2.90,708438,100
108,私立,技專校院,1055,中華醫事科技大學,517505,57.58,188842,21.01,111953,12.46,5410,0.60,39646,4.41,29489,3.28,0,0,0,0,5984,0.67,898829,100
108,私立,技專校院,1056,東南科技大學,367675,53.22,157346,22.77,94873,13.73,35204,5.10,13011,1.88,21954,3.18,0,0,0,0,821,0.12,690884,100
108,私立,技專校院,1057,德明財經科技大學,489226,59.30,138456,16.78,76358,9.26,7638,0.93,89063,10.80,18079,2.19,0,0,0,0,6116,0.74,824938,100
108,私立,一般大學,1058,明道學校財團法人明道大學,246991,42.91,197570,34.32,60186,10.46,18255,3.17,35480,6.16,9689,1.68,2850,0.50,1061,0.18,3570,0.62,575651,100
108,私立,技專校院,1060,南開科技大學,351176,59.88,91036,15.52,64706,11.03,14595,2.49,40188,6.85,15539,2.65,0,0,0,0,9214,1.57,586454,100
108,私立,技專校院,1061,中華學校財團法人中華科技大學,361526,54.43,143514,21.61,100998,15.20,5150,0.78,29209,4.40,15522,2.34,739,0.11,6059,0.91,1535,0.23,664254,100
108,私立,技專校院,1062,僑光科技大學,470558,57.98,107715,13.27,121093,14.92,5294,0.65,30092,3.71,69962,8.62,0,0,0,0,6814,0.84,811528,100
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,256092,52.39,97995,20.05,67458,13.80,16633,3.40,5679,1.16,19261,3.94,0,0,1996,0.41,23739,4.86,488854,100
108,私立,技專校院,1064,美和學校財團法人美和科技大學,406524,53.55,174159,22.94,81708,10.76,47069,6.20,23612,3.11,15493,2.04,0,0,0,0,10525,1.39,759091,100
108,私立,技專校院,1065,吳鳳科技大學,319529,54.94,105807,18.19,84642,14.55,37037,6.37,18506,3.18,8552,1.47,0,0,0,0,7532,1.30,581605,100
108,私立,技專校院,1066,環球學校財團法人環球科技大學,299701,49.99,113514,18.93,88650,14.79,52965,8.83,26829,4.48,8439,1.41,1306,0.22,0,0,8117,1.35,599523,100
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,145493,50.62,35140,12.22,46250,16.09,1992,0.69,22889,7.96,6369,2.22,0,0,28571,9.94,742,0.26,287446,100
108,私立,技專校院,1068,中州學校財團法人中州科技大學,166214,43.67,128110,33.66,67211,17.66,3506,0.92,8890,2.34,3142,0.83,859,0.23,0,0,2700,0.71,380631,100
108,私立,技專校院,1069,修平學校財團法人修平科技大學,417567,62.56,118040,17.69,79454,11.90,2989,0.45,31493,4.72,8656,1.30,2,0,0,0,9219,1.38,667420,100
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,742454,49.13,327900,21.70,236428,15.64,2591,0.17,28940,1.91,166730,11.03,0,0,90,0.01,6207,0.41,1511341,100
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,524011,60.05,131653,15.09,146995,16.85,13909,1.59,27371,3.14,18201,2.09,0,0,0,0,10446,1.20,872585,100
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,107504,46.92,43382,18.93,61364,26.78,4436,1.94,1321,0.58,9021,3.94,586,0.26,0,0,1502,0.66,229116,100
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,438671,47.48,286197,30.97,100094,10.83,2369,0.26,60043,6.50,34987,3.79,0,0,0,0,1610,0.17,923970,100
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,643108,60.63,190594,17.97,89316,8.42,17485,1.65,78110,7.36,25597,2.41,0,0,0,0,16538,1.56,1060749,100
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,296097,58.33,118304,23.31,47839,9.42,3769,0.74,24399,4.81,6839,1.35,0,0,0,0,10376,2.04,507623,100
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,342676,45.79,172435,23.04,110006,14.70,17783,2.38,89222,11.92,10344,1.38,0,0,0,0,5864,0.78,748330,100
108,私立,技專校院,1078,致理學校財團法人致理科技大學,602086,56.98,256950,24.32,119940,11.35,8559,0.81,38802,3.67,23239,2.20,0,0,0,0,7096,0.67,1056673,100
108,私立,一般大學,1079,康寧學校財團法人康寧大學,247468,59.86,73576,17.80,71848,17.38,2455,0.59,10239,2.48,6459,1.56,447,0.11,0,0,925,0.22,413417,100
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,347916,64.28,92178,17.03,65386,12.08,6453,1.19,13545,2.50,14495,2.68,0,0,0,0,1255,0.23,541229,100
108,私立,技專校院,1081,東方學校財團法人東方設計大學,213911,54.96,93266,23.96,61271,15.74,4344,1.12,5017,1.29,6583,1.69,0,0,0,0,4841,1.24,389234,100
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,161242,45.94,98274,28,43595,12.42,11575,3.30,30506,8.69,5002,1.43,19,0.01,0,0,799,0.23,351013,100
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,269709,48.99,137781,25.03,89348,16.23,4153,0.75,15586,2.83,20283,3.68,1608,0.29,0,0,12016,2.18,550484,100
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,133956,43.67,84612,27.59,37147,12.11,23087,7.53,20418,6.66,5956,1.94,0,0,0,0,1544,0.50,306720,100
108,私立,技專校院,1148,大漢技術學院,82212,49.58,31590,19.05,34196,20.62,1865,1.12,7346,4.43,3009,1.81,0,0,0,0,5592,3.37,165808,100
108,私立,技專校院,1159,和春技術學院,76540,44.03,37579,21.62,52780,30.36,30,0.02,2262,1.30,2808,1.62,0,0,0,0,1837,1.06,173836,100
108,私立,技專校院,1166,亞東技術學院,353194,46.95,180820,24.04,128725,17.11,13337,1.77,15658,2.08,40371,5.37,0,0,0,0,20143,2.68,752248,100
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,219846,53.59,84407,20.58,56388,13.75,10377,2.53,14460,3.52,14482,3.53,327,0.08,0,0,9925,2.42,410212,100
108,私立,一般大學,1176,稻江科技暨管理學院,92152,41.97,54445,24.80,28649,13.05,24410,11.12,14614,6.66,4424,2.01,0,0,0,0,877,0.40,219571,100
108,私立,技專校院,1182,蘭陽技術學院,95608,50.59,22837,12.08,46102,24.39,1803,0.95,9858,5.22,4499,2.38,0,0,0,0,8291,4.39,188999,100
108,私立,技專校院,1183,黎明技術學院,325277,56.15,86528,14.94,87838,15.16,36315,6.27,33151,5.72,4033,0.70,0,0,0,0,6199,1.07,579341,100
108,私立,技專校院,1185,經國管理暨健康學院,299399,54.94,93283,17.12,96511,17.71,2184,0.40,24589,4.51,12929,2.37,911,0.17,11428,2.10,3764,0.69,544999,100
108,私立,技專校院,1188,大同技術學院,78037,41.28,50454,26.69,31795,16.82,11573,6.12,8257,4.37,1577,0.83,0,0,0,0,7370,3.90,189063,100
108,私立,技專校院,1192,臺灣觀光學院,38927,40.35,19116,19.82,23115,23.96,5205,5.39,3768,3.91,2612,2.71,22,0.02,0,0,3708,3.84,96472,100
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,282558,52.95,131222,24.59,94523,17.71,3328,0.62,3311,0.62,17039,3.19,0,0,0,0,1697,0.32,533679,100
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,90351,48.60,36116,19.43,40458,21.76,288,0.15,9371,5.04,9202,4.95,0,0,0,0,106,0.06,185892,100
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,253533,50.90,111830,22.45,80139,16.09,1040,0.21,24068,4.83,23832,4.78,2313,0.46,0,0,1362,0.27,498116,100
108,私立,技專校院,1283,仁德醫護管理專科學校,303433,55.77,73833,13.57,74340,13.66,5095,0.94,34163,6.28,15300,2.81,103,0.02,0,0,37777,6.94,544044,100
108,私立,技專校院,1284,樹人醫護管理專科學校,323215,57.84,116226,20.80,70761,12.66,6462,1.16,21311,3.81,14460,2.59,0,0,0,0,6356,1.14,558792,100
108,私立,技專校院,1285,慈惠醫護管理專科學校,203479,51.85,102746,26.18,58498,14.90,2007,0.51,13818,3.52,9717,2.48,0,0,0,0,2209,0.56,392474,100
108,私立,技專校院,1286,耕莘健康管理專科學校,247207,49.48,153253,30.67,66053,13.22,1975,0.40,12555,2.51,7270,1.45,398,0.08,0,0,10947,2.19,499658,100
108,私立,技專校院,1287,敏惠醫護管理專科學校,185439,41.10,50959,11.29,53914,11.95,27226,6.03,116827,25.89,15763,3.49,49,0.01,0,0,1057,0.23,451234,100
108,私立,技專校院,1289,育英醫護管理專科學校,94971,58.09,36152,22.11,21685,13.26,442,0.27,4482,2.74,3000,1.84,0,0,0,0,2758,1.69,163490,100
108,私立,技專校院,1291,聖母醫護管理專科學校,164372,62.98,38336,14.69,38190,14.63,1664,0.64,10207,3.91,3538,1.36,686,0.26,0,0,3990,1.53,260982,100
108,私立,技專校院,1292,新生醫護管理專科學校,283423,61.78,89606,19.53,62159,13.55,5441,1.19,6664,1.45,5542,1.21,914,0.20,0,0,5041,1.10,458789,100
108,私立,技專校院,1293,崇仁醫護管理專科學校,166881,57.99,45179,15.70,56239,19.54,1001,0.35,8964,3.11,5571,1.94,0,0,0,0,3952,1.37,287787,100
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,16208,71.18,2834,12.44,1004,4.41,1042,4.58,154,0.68,1392,6.11,24,0.11,0,0,113,0.50,22771,100
108,私立,宗教研修學院,1R03,臺北基督學院,38371,65.23,11427,19.43,2588,4.40,2401,4.08,1000,1.70,2078,3.53,0,0,0,0,956,1.63,58821,100
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,26345,72.41,6000,16.49,1587,4.36,659,1.81,818,2.25,908,2.50,0,0,0,0,67,0.18,36384,100
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,42271,72.26,7500,12.82,1138,1.94,621,1.06,1751,2.99,5142,8.79,0,0,0,0,74,0.13,58496,100
108,私立,宗教研修學院,1R06,一貫道崇德學院,11788,67.24,1563,8.92,2799,15.97,975,5.56,0,0,404,2.31,0,0,0,0,0,0,17529,100
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,19019,89.02,1121,5.25,103,0.48,204,0.95,584,2.74,203,0.95,0,0,0,0,130,0.61,21364,100
109,私立,一般大學,1001,東海大學,1660006,59.99,513989,18.58,316034,11.42,46517,1.68,109101,3.94,77361,2.80,0,0,0,0,44055,1.59,2767064,100
109,私立,一般大學,1002,輔仁大學,2024676,53.12,749754,19.67,318841,8.37,56481,1.48,262653,6.89,153210,4.02,4250,0.11,188126,4.94,53298,1.40,3811288,100
