學年度,設立別,學校類別,學校統計處代碼,學校名稱,在學學生數-小計,在學學生數-男,在學學生數-女,獲弱勢學生助學計畫補助之受惠學生人數-小計,獲弱勢學生助學計畫補助之受惠學生人數-男,獲弱勢學生助學計畫補助之受惠學生人數-女,每千名學生獲弱勢學生助學計畫補助之受惠學生人數比率(‰)
105,公立,一般大學,0001,國立政治大學,16372,7207,9165,243,85,158,14.84
105,公立,一般大學,0002,國立清華大學,12466,8348,4118,240,144,96,19.25
105,公立,一般大學,0003,國立臺灣大學,31783,19084,12699,403,229,174,12.68
105,公立,一般大學,0004,國立臺灣師範大學,15307,6444,8863,218,99,119,14.24
105,公立,一般大學,0005,國立成功大學,21119,13536,7583,536,328,208,25.38
105,公立,一般大學,0006,國立中興大學,15047,9015,6032,426,200,226,28.31
105,公立,一般大學,0007,國立陽明交通大學,14083,10055,4028,250,167,83,17.75
105,公立,一般大學,0008,國立中央大學,11943,7871,4072,253,145,108,21.18
105,公立,一般大學,0009,國立中山大學,9417,5851,3566,234,141,93,24.85
105,公立,一般大學,0012,國立臺灣海洋大學,8707,5980,2727,186,110,76,21.36
105,公立,一般大學,0013,國立中正大學,11535,6542,4993,290,141,149,25.14
105,公立,一般大學,0014,國立高雄師範大學,6608,2865,3743,109,46,63,16.50
105,公立,一般大學,0015,國立彰化師範大學,8192,4147,4045,240,106,134,29.30
105,公立,一般大學,0016,國立陽明大學,4335,2254,2081,57,24,33,13.15
105,公立,一般大學,0017,國立臺北大學,9767,4416,5351,235,87,148,24.06
105,公立,一般大學,0018,國立嘉義大學,12545,6477,6068,494,184,310,39.38
105,公立,一般大學,0019,國立高雄大學,5511,3293,2218,154,76,78,27.94
105,公立,一般大學,0020,國立東華大學,10245,5125,5120,239,95,144,23.33
105,公立,一般大學,0021,國立暨南國際大學,6353,3109,3244,230,84,146,36.20
105,公立,技專校院,0022,國立臺灣科技大學,10729,7518,3211,380,251,129,35.42
105,公立,技專校院,0023,國立雲林科技大學,9752,5868,3884,606,315,291,62.14
105,公立,技專校院,0024,國立屏東科技大學,11350,6092,5258,548,230,318,48.28
105,公立,技專校院,0025,國立臺北科技大學,12568,9205,3363,469,307,162,37.32
105,公立,技專校院,0026,國立高雄第一科技大學,7730,4194,3536,511,190,321,66.11
105,公立,技專校院,0027,國立高雄應用科技大學,12019,7859,4160,850,448,402,70.72
105,公立,一般大學,0028,國立臺北藝術大學,3116,1055,2061,33,10,23,10.59
105,公立,一般大學,0029,國立臺灣藝術大學,5682,1809,3873,105,27,78,18.48
105,公立,一般大學,0030,國立臺東大學,4647,2128,2519,195,87,108,41.96
105,公立,一般大學,0031,國立宜蘭大學,5487,3581,1906,330,174,156,60.14
105,公立,一般大學,0032,國立聯合大學,7875,5361,2514,285,165,120,36.19
105,公立,技專校院,0033,國立虎尾科技大學,10091,7656,2435,915,591,324,90.67
105,公立,技專校院,0034,國立高雄海洋科技大學,7738,5149,2589,604,282,322,78.06
105,公立,一般大學,0035,國立臺南藝術大學,1529,504,1025,39,13,26,25.51
105,公立,一般大學,0036,國立臺南大學,5879,2634,3245,185,86,99,31.47
105,公立,一般大學,0037,國立臺北教育大學,5657,1865,3792,52,15,37,9.19
105,公立,一般大學,0038,國立新竹教育大學,4081,1159,2922,98,23,75,24.01
105,公立,一般大學,0039,國立臺中教育大學,5021,1702,3319,118,40,78,23.50
105,公立,技專校院,0042,國立澎湖科技大學,3018,1695,1323,122,48,74,40.42
105,公立,技專校院,0043,國立勤益科技大學,11218,8306,2912,958,578,380,85.40
105,公立,一般大學,0044,國立體育大學,2437,1473,964,101,38,63,41.44
105,公立,技專校院,0046,國立臺北護理健康大學,4829,783,4046,407,60,347,84.28
105,公立,技專校院,0047,國立高雄餐旅大學,5331,1498,3833,283,51,232,53.09
105,公立,一般大學,0048,國立金門大學,4515,2373,2142,142,55,87,31.45
105,公立,一般大學,0049,國立臺灣體育運動大學,3123,1900,1223,178,88,90,57
105,公立,技專校院,0050,國立臺中科技大學,13757,3627,10130,1186,242,944,86.21
105,公立,技專校院,0051,國立臺北商業大學,6814,1829,4985,355,55,300,52.10
105,公立,一般大學,0052,國立屏東大學,8870,3478,5392,373,116,257,42.05
105,公立,技專校院,0144,國立臺灣戲曲學院,627,231,396,27,6,21,43.06
105,公立,技專校院,0221,國立臺南護理專科學校,1944,127,1817,44,2,42,22.63
105,公立,技專校院,0222,國立臺東專科學校,1263,734,529,19,6,13,15.04
105,私立,一般大學,1001,東海大學,16652,7759,8893,625,229,396,37.53
105,私立,一般大學,1002,輔仁大學,27546,11428,16118,796,266,530,28.90
105,私立,一般大學,1003,東吳大學,15917,6426,9491,439,118,321,27.58
105,私立,一般大學,1004,中原大學,16431,9394,7037,594,272,322,36.15
105,私立,一般大學,1005,淡江大學學校財團法人淡江大學,26619,13779,12840,773,320,453,29.04
105,私立,一般大學,1006,中國文化大學,26304,12436,13868,883,314,569,33.57
105,私立,一般大學,1007,逢甲大學,21238,13353,7885,834,419,415,39.27
105,私立,一般大學,1008,靜宜大學,12350,4747,7603,836,224,612,67.69
105,私立,一般大學,1009,長庚大學,7406,4035,3371,133,64,69,17.96
105,私立,一般大學,1010,元智大學,9364,5543,3821,242,107,135,25.84
105,私立,一般大學,1011,中華大學學校財團法人中華大學,7753,4753,3000,322,152,170,41.53
105,私立,一般大學,1012,大葉大學,11768,6328,5440,794,329,465,67.47
105,私立,一般大學,1013,華梵大學,2746,1420,1326,129,45,84,46.98
105,私立,一般大學,1014,義守大學,16373,8749,7624,814,340,474,49.72
105,私立,一般大學,1015,世新大學,11812,4582,7230,411,109,302,34.80
105,私立,一般大學,1016,銘傳大學,19349,7806,11543,756,210,546,39.07
105,私立,一般大學,1017,實踐大學,15460,5279,10181,686,157,529,44.37
105,私立,技專校院,1018,朝陽科技大學,16141,7174,8967,1926,671,1255,119.32
105,私立,一般大學,1019,高雄醫學大學,6896,3052,3844,166,50,116,24.07
105,私立,一般大學,1020,南華大學,5593,2684,2909,265,110,155,47.38
105,私立,一般大學,1021,真理大學,7722,3672,4050,390,130,260,50.51
105,私立,一般大學,1022,大同大學,4667,3055,1612,136,80,56,29.14
105,私立,技專校院,1023,南臺學校財團法人南臺科技大學,19135,10605,8530,2381,1035,1346,124.43
105,私立,技專校院,1024,崑山科技大學,12479,7711,4768,1948,953,995,156.10
105,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,16286,6838,9448,2174,777,1397,133.49
105,私立,技專校院,1026,樹德科技大學,10957,4847,6110,1301,399,902,118.74
105,私立,一般大學,1027,慈濟學校財團法人慈濟大學,3460,1361,2099,156,51,105,45.09
105,私立,一般大學,1028,臺北醫學大學,5973,2557,3416,126,39,87,21.09
105,私立,一般大學,1029,中山醫學大學,7385,3079,4306,256,69,187,34.66
105,私立,技專校院,1030,龍華科技大學,11105,7388,3717,1004,516,488,90.41
105,私立,技專校院,1031,輔英科技大學,9354,2547,6807,915,175,740,97.82
105,私立,技專校院,1032,明新學校財團法人明新科技大學,12804,7686,5118,870,372,498,67.95
105,私立,一般大學,1033,長榮大學,10284,4787,5497,755,256,499,73.42
105,私立,技專校院,1034,弘光科技大學,13100,4430,8670,1518,362,1156,115.88
105,私立,一般大學,1035,中國醫藥大學,7410,3378,4032,334,129,205,45.07
105,私立,技專校院,1036,健行學校財團法人健行科技大學,10984,7054,3930,1017,510,507,92.59
105,私立,技專校院,1037,正修學校財團法人正修科技大學,17227,10061,7166,1670,791,879,96.94
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10876,5729,5147,530,179,351,48.73
105,私立,一般大學,1039,玄奘大學,5158,2257,2901,185,56,129,35.87
105,私立,技專校院,1040,建國科技大學,8572,5586,2986,907,489,418,105.81
105,私立,技專校院,1041,明志科技大學,4586,3213,1373,371,241,130,80.90
105,私立,技專校院,1042,高苑科技大學,6809,4812,1997,406,236,170,59.63
105,私立,技專校院,1043,大仁科技大學,6909,3102,3807,761,237,524,110.15
105,私立,技專校院,1044,聖約翰科技大學,4676,3327,1349,390,235,155,83.40
105,私立,技專校院,1045,嶺東科技大學,10389,4390,5999,1284,371,913,123.59
105,私立,技專校院,1046,中國科技大學,11888,5123,6765,985,292,693,82.86
105,私立,技專校院,1047,中臺科技大學,9439,3203,6236,941,244,697,99.69
105,私立,一般大學,1048,亞洲大學,12288,5194,7094,877,246,631,71.37
105,私立,一般大學,1049,開南大學,8265,4193,4072,338,117,221,40.90
105,私立,一般大學,1050,佛光大學,3983,1850,2133,75,31,44,18.83
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,12911,3609,9302,1668,332,1336,129.19
105,私立,技專校院,1052,遠東科技大學,7345,4642,2703,1013,553,460,137.92
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,6774,3043,3731,429,130,299,63.33
105,私立,技專校院,1054,景文科技大學,7697,3519,4178,496,151,345,64.44
105,私立,技專校院,1055,中華醫事科技大學,9526,3310,6216,1126,324,802,118.20
105,私立,技專校院,1056,東南科技大學,6911,4601,2310,512,283,229,74.08
105,私立,技專校院,1057,德明財經科技大學,8954,3506,5448,873,237,636,97.50
105,私立,一般大學,1058,明道學校財團法人明道大學,4968,2849,2119,465,230,235,93.60
105,私立,技專校院,1060,南開科技大學,5838,3950,1888,562,303,259,96.27
105,私立,技專校院,1061,中華學校財團法人中華科技大學,7426,4970,2456,442,249,193,59.52
105,私立,技專校院,1062,僑光科技大學,10657,4561,6096,1364,426,938,127.99
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,4917,2443,2474,489,169,320,99.45
105,私立,技專校院,1064,美和學校財團法人美和科技大學,7842,2451,5391,842,250,592,107.37
105,私立,技專校院,1065,吳鳳科技大學,5134,3527,1607,1132,660,472,220.49
105,私立,技專校院,1066,環球學校財團法人環球科技大學,5886,2789,3097,622,231,391,105.67
105,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,3305,1734,1571,311,133,178,94.10
105,私立,技專校院,1068,中州學校財團法人中州科技大學,3922,2229,1693,401,159,242,102.24
105,私立,技專校院,1069,修平學校財團法人修平科技大學,5992,3977,2015,677,351,326,112.98
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,7070,533,6537,867,37,830,122.63
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,9933,6282,3651,887,466,421,89.30
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,3591,2398,1193,148,76,72,41.21
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,8284,3424,4860,721,205,516,87.04
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,2904,1799,1105,226,116,110,77.82
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,9448,2063,7385,802,138,664,84.89
105,私立,技專校院,1076,華夏學校財團法人華夏科技大學,4926,3259,1667,363,183,180,73.69
105,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,2924,798,2126,145,36,109,49.59
105,私立,技專校院,1078,致理學校財團法人致理科技大學,11804,3547,8257,983,213,770,83.28
105,私立,一般大學,1079,康寧學校財團法人康寧大學,5262,1745,3517,168,47,121,31.93
105,私立,一般大學,1125,中信學校財團法人中信金融管理學院,331,152,179,5,4,1,15.11
105,私立,技專校院,1148,大漢技術學院,1497,930,567,24,12,12,16.03
105,私立,技專校院,1159,和春技術學院,3387,2288,1099,115,68,47,33.95
105,私立,技專校院,1166,亞東技術學院,4685,3174,1511,393,227,166,83.88
105,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,4440,2571,1869,337,145,192,75.90
105,私立,一般大學,1176,稻江科技暨管理學院,2186,1010,1176,218,60,158,99.73
105,私立,技專校院,1179,德霖技術學院,7257,4453,2804,323,169,154,44.51
105,私立,技專校院,1182,蘭陽技術學院,1463,871,592,33,17,16,22.56
105,私立,技專校院,1183,黎明技術學院,4709,2832,1877,427,201,226,90.68
105,私立,技專校院,1184,東方設計學院,3596,1642,1954,179,63,116,49.78
105,私立,技專校院,1185,經國管理暨健康學院,4122,1235,2887,210,42,168,50.95
105,私立,技專校院,1187,崇右技術學院,2912,1345,1567,294,90,204,100.96
105,私立,技專校院,1188,大同技術學院,2434,1057,1377,365,105,260,149.96
105,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,1410,442,968,102,30,72,72.34
105,私立,技專校院,1192,臺灣觀光學院,1300,589,711,68,16,52,52.31
105,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,648,262,386,13,2,11,20.06
105,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,238,73,165,2,0,2,8.40
105,私立,技專校院,1197,台北海洋技術學院,5914,3350,2564,334,132,202,56.48
105,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,4330,598,3732,205,11,194,47.34
105,私立,技專校院,1283,仁德醫護管理專科學校,6630,1567,5063,246,40,206,37.10
105,私立,技專校院,1284,樹人醫護管理專科學校,7110,1928,5182,245,41,204,34.46
105,私立,技專校院,1285,慈惠醫護管理專科學校,6203,1557,4646,542,119,423,87.38
105,私立,技專校院,1286,耕莘健康管理專科學校,5257,536,4721,126,7,119,23.97
105,私立,技專校院,1287,敏惠醫護管理專科學校,3897,475,3422,492,51,441,126.25
105,私立,技專校院,1288,高美醫護管理專科學校,771,246,525,102,31,71,132.30
105,私立,技專校院,1289,育英醫護管理專科學校,1962,170,1792,184,11,173,93.78
105,私立,技專校院,1290,崇仁醫護管理專科學校,3478,426,3052,254,26,228,73.03
105,私立,技專校院,1291,聖母醫護管理專科學校,3525,835,2690,164,27,137,46.52
105,私立,技專校院,1292,新生醫護管理專科學校,6022,740,5282,446,26,420,74.06
105,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,27,7,20,3,1,2,111.11
105,公立,一般大學,3002,臺北市立大學,7631,3165,4466,135,61,74,17.69
106,公立,一般大學,0001,國立政治大學,16353,7216,9137,232,94,138,14.19
106,公立,一般大學,0002,國立清華大學,16664,9534,7130,200,95,105,12
106,公立,一般大學,0003,國立臺灣大學,31802,19054,12748,330,189,141,10.38
106,公立,一般大學,0004,國立臺灣師範大學,15426,6514,8912,208,91,117,13.48
106,公立,一般大學,0005,國立成功大學,21252,13490,7762,432,250,182,20.33
106,公立,一般大學,0006,國立中興大學,14877,8859,6018,312,155,157,20.97
106,公立,一般大學,0007,國立陽明交通大學,14169,10018,4151,205,120,85,14.47
106,公立,一般大學,0008,國立中央大學,11924,7797,4127,234,134,100,19.62
106,公立,一般大學,0009,國立中山大學,9466,5837,3629,215,130,85,22.71
106,公立,一般大學,0012,國立臺灣海洋大學,8652,5889,2763,190,116,74,21.96
106,公立,一般大學,0013,國立中正大學,11512,6492,5020,263,109,154,22.85
106,公立,一般大學,0014,國立高雄師範大學,6654,2850,3804,111,44,67,16.68
106,公立,一般大學,0015,國立彰化師範大學,8235,4182,4053,203,92,111,24.65
106,公立,一般大學,0016,國立陽明大學,4332,2199,2133,67,35,32,15.47
106,公立,一般大學,0017,國立臺北大學,9853,4440,5413,224,77,147,22.73
106,公立,一般大學,0018,國立嘉義大學,12399,6405,5994,435,183,252,35.08
106,公立,一般大學,0019,國立高雄大學,5506,3230,2276,144,64,80,26.15
106,公立,一般大學,0020,國立東華大學,10154,5058,5096,199,76,123,19.60
106,公立,一般大學,0021,國立暨南國際大學,6361,3054,3307,184,59,125,28.93
106,公立,技專校院,0022,國立臺灣科技大學,11019,7745,3274,285,187,98,25.86
106,公立,技專校院,0023,國立雲林科技大學,9715,5869,3846,499,267,232,51.36
106,公立,技專校院,0024,國立屏東科技大學,11187,6044,5143,476,207,269,42.55
106,公立,技專校院,0025,國立臺北科技大學,12973,9490,3483,407,261,146,31.37
106,公立,技專校院,0026,國立高雄第一科技大學,7804,4264,3540,450,183,267,57.66
106,公立,技專校院,0027,國立高雄應用科技大學,11822,7720,4102,509,285,224,43.06
106,公立,一般大學,0028,國立臺北藝術大學,3131,1119,2012,40,15,25,12.78
106,公立,一般大學,0029,國立臺灣藝術大學,5683,1793,3890,104,33,71,18.30
106,公立,一般大學,0030,國立臺東大學,4616,2118,2498,163,65,98,35.31
106,公立,一般大學,0031,國立宜蘭大學,5511,3621,1890,283,166,117,51.35
106,公立,一般大學,0032,國立聯合大學,7729,5217,2512,235,123,112,30.40
106,公立,技專校院,0033,國立虎尾科技大學,10188,7768,2420,605,371,234,59.38
106,公立,技專校院,0034,國立高雄海洋科技大學,7694,5225,2469,492,258,234,63.95
106,公立,一般大學,0035,國立臺南藝術大學,1580,533,1047,32,10,22,20.25
106,公立,一般大學,0036,國立臺南大學,5745,2546,3199,193,90,103,33.59
106,公立,一般大學,0037,國立臺北教育大學,5808,1904,3904,58,18,40,9.99
106,公立,一般大學,0039,國立臺中教育大學,5006,1708,3298,100,42,58,19.98
106,公立,技專校院,0042,國立澎湖科技大學,3008,1718,1290,121,54,67,40.23
106,公立,技專校院,0043,國立勤益科技大學,11176,8237,2939,439,264,175,39.28
106,公立,一般大學,0044,國立體育大學,2464,1490,974,67,28,39,27.19
106,公立,技專校院,0046,國立臺北護理健康大學,5077,839,4238,360,47,313,70.91
106,公立,技專校院,0047,國立高雄餐旅大學,5267,1510,3757,258,52,206,48.98
106,公立,一般大學,0048,國立金門大學,4501,2427,2074,160,61,99,35.55
106,公立,一般大學,0049,國立臺灣體育運動大學,3154,1921,1233,189,88,101,59.92
106,公立,技專校院,0050,國立臺中科技大學,13599,3632,9967,873,156,717,64.20
106,公立,技專校院,0051,國立臺北商業大學,6730,1856,4874,263,38,225,39.08
106,公立,一般大學,0052,國立屏東大學,8963,3578,5385,360,133,227,40.17
106,公立,技專校院,0144,國立臺灣戲曲學院,614,218,396,29,6,23,47.23
106,公立,技專校院,0221,國立臺南護理專科學校,1955,140,1815,39,3,36,19.95
106,公立,技專校院,0222,國立臺東專科學校,1244,747,497,18,9,9,14.47
106,私立,一般大學,1001,東海大學,16429,7662,8767,562,197,365,34.21
106,私立,一般大學,1002,輔仁大學,27017,11287,15730,659,224,435,24.39
106,私立,一般大學,1003,東吳大學,15850,6369,9481,372,92,280,23.47
106,私立,一般大學,1004,中原大學,16342,9261,7081,463,200,263,28.33
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,26032,13476,12556,641,252,389,24.62
106,私立,一般大學,1006,中國文化大學,25885,12331,13554,774,256,518,29.90
106,私立,一般大學,1007,逢甲大學,21146,13248,7898,762,381,381,36.04
106,私立,一般大學,1008,靜宜大學,12289,4745,7544,798,211,587,64.94
106,私立,一般大學,1009,長庚大學,7187,3807,3380,118,52,66,16.42
106,私立,一般大學,1010,元智大學,9135,5379,3756,214,104,110,23.43
106,私立,一般大學,1011,中華大學學校財團法人中華大學,6722,4173,2549,229,112,117,34.07
106,私立,一般大學,1012,大葉大學,11147,5887,5260,629,264,365,56.43
106,私立,一般大學,1013,華梵大學,2320,1229,1091,82,26,56,35.34
106,私立,一般大學,1014,義守大學,16209,8738,7471,675,293,382,41.64
106,私立,一般大學,1015,世新大學,11723,4447,7276,376,95,281,32.07
106,私立,一般大學,1016,銘傳大學,19129,7634,11495,716,200,516,37.43
106,私立,一般大學,1017,實踐大學,14579,4894,9685,606,131,475,41.57
106,私立,技專校院,1018,朝陽科技大學,15792,7070,8722,1584,520,1064,100.30
106,私立,一般大學,1019,高雄醫學大學,6881,3033,3848,162,54,108,23.54
106,私立,一般大學,1020,南華大學,5600,2644,2956,237,74,163,42.32
106,私立,一般大學,1021,真理大學,6773,3320,3453,327,132,195,48.28
106,私立,一般大學,1022,大同大學,4497,2872,1625,129,72,57,28.69
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,18855,10634,8221,1954,872,1082,103.63
106,私立,技專校院,1024,崑山科技大學,12174,7504,4670,1549,781,768,127.24
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,15702,6684,9018,1780,583,1197,113.36
106,私立,技專校院,1026,樹德科技大學,10699,4747,5952,1078,347,731,100.76
