學年度,設立別,學校類別,學校統計處代碼,學校名稱,私立學校可用資金,私立學校本學年現金增減情形-營運活動淨現金流入(出),私立學校本學年現金增減情形-投資活動淨現金流入(出),私立學校本學年現金增減情形-籌資活動淨現金流入(出),私立學校本學年現金增減情形-匯率變動影響數(107新增),私立學校本學年現金增減情形-小計
105,私立,技專校院,1062,僑光科技大學,1371098,284385,-103923,-2508,...,177954
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,606763,6612,-52317,907,...,-44798
105,私立,技專校院,1064,美和學校財團法人美和科技大學,303252,122958,81553,-94586,...,109925
105,私立,技專校院,1065,吳鳳科技大學,274924,97613,-40969,-70031,...,-13388
105,私立,技專校院,1066,環球學校財團法人環球科技大學,220828,63907,-207905,-84951,...,-228949
105,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,110702,21713,-3855,372,...,18229
105,私立,技專校院,1068,中州學校財團法人中州科技大學,158934,30302,-43000,-23244,...,-35942
105,私立,技專校院,1069,修平學校財團法人修平科技大學,356514,132158,-62340,-21471,...,48347
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,2251226,482145,-231077,435,...,251503
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1205149,326486,-180489,2047,...,148044
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,8646,19023,-34292,-13453,...,-28722
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,452115,162501,-275174,-14,...,-112687
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,67821,-26153,-33749,-7133,...,-67035
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,991185,180246,-52991,-6409,...,120846
105,私立,技專校院,1076,華夏學校財團法人華夏科技大學,221786,60743,-47648,545,...,13640
105,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,136851,117975,-104736,-2670,...,10569
105,私立,技專校院,1078,致理學校財團法人致理科技大學,1127680,245809,-110831,-4460,...,130518
105,私立,一般大學,1079,康寧學校財團法人康寧大學,83655,55655,-45198,-28580,...,-18123
105,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,1617414,216195,-137146,115,...,79164
105,私立,技專校院,1081,東方學校財團法人東方設計大學,179540,16777,-49668,-932,...,-33824
105,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,231104,37462,-37326,-18599,...,-18462
105,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,133241,217581,-67303,-120915,...,29364
105,私立,一般大學,1125,中信學校財團法人中信金融管理學院,62154,76036,-46243,-907,...,28886
105,私立,技專校院,1148,大漢技術學院,216019,-1815,-17552,-1632,...,-20999
105,私立,技專校院,1159,和春技術學院,279941,57437,-29042,-1160,...,27235
105,私立,技專校院,1166,亞東技術學院,4582839,361421,-105784,-683,...,254954
105,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,227815,30460,14146,-49468,...,-4862
105,私立,一般大學,1176,稻江科技暨管理學院,62862,446,-12989,-662,...,-13205
105,私立,技專校院,1182,蘭陽技術學院,61895,39621,-23391,-5776,...,10454
105,私立,技專校院,1183,黎明技術學院,101008,59875,-38871,-19474,...,1530
105,私立,技專校院,1185,經國管理暨健康學院,259788,50672,-72597,-7188,...,-29113
105,私立,技專校院,1188,大同技術學院,90822,2083,-18684,270,...,-16332
105,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,-5129,148636,-21598,-82471,...,44567
105,私立,技專校院,1192,臺灣觀光學院,44998,5444,-27324,-106,...,-21986
105,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,952472,146202,-25864,-1675,...,118663
105,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,112253,58842,-13376,491,...,45956
105,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,366982,165198,-76806,-29280,...,59112
105,私立,技專校院,1283,仁德醫護管理專科學校,160017,167378,-205129,-22104,...,-59855
105,私立,技專校院,1284,樹人醫護管理專科學校,621619,221054,-149364,-312,...,71379
105,私立,技專校院,1285,慈惠醫護管理專科學校,274527,143436,-153493,-1516,...,-11572
105,私立,技專校院,1286,耕莘健康管理專科學校,355682,171227,-66339,-33824,...,71065
105,私立,技專校院,1287,敏惠醫護管理專科學校,166494,112319,-56216,-7459,...,48644
105,私立,技專校院,1288,高美醫護管理專科學校,-541,23435,-17374,-3789,...,2272
105,私立,技專校院,1289,育英醫護管理專科學校,157228,48905,-28397,-160,...,20349
105,私立,技專校院,1290,崇仁醫護管理專科學校,260862,113917,-45004,1003,...,69916
105,私立,技專校院,1291,聖母醫護管理專科學校,322086,108961,-64549,-16420,...,27991
105,私立,技專校院,1292,新生醫護管理專科學校,71447,131657,-92506,-39012,...,140
105,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,6939,1741,-1849,-3,...,-110
105,私立,宗教研修學院,1R03,臺北基督學院,29239,-2409,-3047,-80,...,-5536
105,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,1761,610,-727,63,...,-54
105,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,-670,5944,-4657,525,...,1812
105,私立,宗教研修學院,1R06,一貫道崇德學院,61366,36017,-4763,43,...,31297
106,私立,一般大學,1001,東海大學,1822619,427196,-283177,1254,0,145273
106,私立,一般大學,1002,輔仁大學,3522031,857956,-2662290,664106,0,-1140228
106,私立,一般大學,1003,東吳大學,1521850,222696,-89907,4867,0,137656
106,私立,一般大學,1004,中原大學,1058461,595422,-544855,1166,0,51733
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,-30371,788521,-741381,10346,0,57486
106,私立,一般大學,1006,中國文化大學,2991656,367629,-378204,54199,0,43624
106,私立,一般大學,1007,逢甲大學,1166861,624624,-2388137,-120615,0,-1884128
106,私立,一般大學,1008,靜宜大學,2341333,201233,-135040,-8194,0,57999
106,私立,一般大學,1009,長庚大學,6207804,1292018,-643453,11162,0,659727
106,私立,一般大學,1010,元智大學,728786,228483,-184004,950,0,45429
106,私立,一般大學,1011,中華大學學校財團法人中華大學,363068,62369,-119316,-509,0,-57456
106,私立,一般大學,1012,大葉大學,1381393,207183,-103766,534,0,103951
106,私立,一般大學,1013,華梵大學,251820,-8350,-42415,-1718,0,-52483
106,私立,一般大學,1014,義守大學,580100,498178,-170116,-177989,0,150073
106,私立,一般大學,1015,世新大學,844527,429670,-428678,-6081,0,-5089
106,私立,一般大學,1016,銘傳大學,1488782,328004,-192647,-12891,350,122816
106,私立,一般大學,1017,實踐大學,855828,354403,-176781,35652,0,213274
106,私立,技專校院,1018,朝陽科技大學,1427087,358271,-61080,-12796,0,284395
106,私立,一般大學,1019,高雄醫學大學,1229250,-487471,1316415,-6040,0,822904
106,私立,一般大學,1020,南華大學,244110,111881,-75680,2213,0,38414
106,私立,一般大學,1021,真理大學,-34036,95636,-38244,-65392,0,-8000
106,私立,一般大學,1022,大同大學,243805,154579,-57131,3366,0,100814
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1308295,559107,-631934,-3158,0,-75985
106,私立,技專校院,1024,崑山科技大學,546761,429614,-256535,-121834,0,51245
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,239605,469574,-785471,213772,0,-102125
106,私立,技專校院,1026,樹德科技大學,854869,133794,-107303,1650,0,28141
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,3966227,131704,-106021,-301,0,25382
106,私立,一般大學,1028,臺北醫學大學,273332,-265276,1217956,-502219,0,450461
106,私立,一般大學,1029,中山醫學大學,-250901,169878,176000,-333260,0,12618
106,私立,技專校院,1030,龍華科技大學,2631556,330294,-276264,1966,0,55996
106,私立,技專校院,1031,輔英科技大學,1110297,163261,-101101,-1405,0,60755
106,私立,技專校院,1032,明新學校財團法人明新科技大學,519671,173647,-144656,-33279,0,-4288
106,私立,一般大學,1033,長榮大學,900404,129038,-96118,-761,0,32159
106,私立,技專校院,1034,弘光科技大學,1105385,305001,-201235,793,0,104559
106,私立,一般大學,1035,中國醫藥大學,90951,-208049,417792,-69549,0,140194
106,私立,技專校院,1036,健行學校財團法人健行科技大學,514442,244250,-365853,2269,0,-119334
106,私立,技專校院,1037,正修學校財團法人正修科技大學,721359,376197,-290416,-54146,0,31635
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,892637,259020,-415232,103615,0,-52597
106,私立,一般大學,1039,玄奘大學,602907,86112,-37267,-1413,0,47432
106,私立,技專校院,1040,建國科技大學,75243,59144,-85550,-15338,0,-41744
106,私立,技專校院,1041,明志科技大學,6736162,1070545,-216857,-403,0,853285
106,私立,技專校院,1042,高苑科技大學,506168,-38735,-45143,-1161,0,-85039
106,私立,技專校院,1043,大仁科技大學,278208,61233,-38490,-1955,0,20788
106,私立,技專校院,1044,聖約翰科技大學,443906,-35877,-48986,-3030,0,-87893
106,私立,技專校院,1045,嶺東科技大學,2138560,287498,-382389,94965,0,74
106,私立,技專校院,1046,中國科技大學,1204996,243848,-112983,3797,0,134662
106,私立,技專校院,1047,中臺科技大學,883269,176255,-25534,-11734,0,138987
106,私立,一般大學,1048,亞洲大學,87612,466223,-340517,-135498,0,-9792
106,私立,一般大學,1049,開南大學,177008,109911,-16591,-19590,0,73730
106,私立,一般大學,1050,佛光大學,83007,69287,-49237,-897,0,19153
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2453238,392590,-111741,-592,0,280257
106,私立,技專校院,1052,遠東科技大學,268099,97133,-73257,-4470,0,19406
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1076596,136476,-129526,3820,0,10770
106,私立,技專校院,1054,景文科技大學,730153,123471,-75903,1436,0,49004
106,私立,技專校院,1055,中華醫事科技大學,314823,182326,-80478,-3796,0,98052
