學年度,設立別,學校類別,學校統計處代碼,學校名稱,學院名稱,系所代碼,系所名稱,學制班別,學籍分組,畢業總人數,畢業生修讀學術倫理教育課程人數,學位論文不公開件數,學位論文考試委員人次-符合各學位考試委員職級之教師或院士,學位論文考試委員人次-有博士學位且學術有成就,學位論文考試委員人次-屬稀少或特殊性考試委員
109,公立,一般大學,0029,國立臺灣藝術大學,美術學院,02191017,古蹟藝術修護學系,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,設計學院,02112023,多媒體動畫藝術學系動畫藝術碩士班,碩士班(日間),-,8,8,0,24,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,設計學院,02112023,多媒體動畫藝術學系新媒體藝術碩士班,碩士班(日間),-,10,10,0,30,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,設計學院,02112028,視覺傳達設計學系,碩士班(日間),-,9,9,0,28,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,設計學院,02112028,視覺傳達設計學系,碩士在職專班,-,5,5,0,15,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,設計學院,02122027,創意產業設計研究所,博士班,-,3,3,0,15,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,設計學院,02141007,工藝設計學系,碩士班(日間),-,8,8,0,24,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,設計學院,02141007,工藝設計學系,碩士在職專班,-,5,5,0,15,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,傳播學院,02111015,電影學系,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,傳播學院,02111015,電影學系,碩士在職專班,-,5,5,0,15,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,傳播學院,02199030,圖文傳播藝術學系,碩士班(日間),-,3,3,0,10,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,傳播學院,02199030,圖文傳播藝術學系,碩士在職專班,-,4,4,0,13,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,傳播學院,03213029,廣播電視學系,碩士班(日間),-,15,15,0,42,0,4
109,公立,一般大學,0029,國立臺灣藝術大學,傳播學院,03213029,廣播電視學系,碩士在職專班,廣播電視組,5,5,0,15,0,0
109,公立,一般大學,0029,國立臺灣藝術大學,傳播學院,03213029,廣播電視學系,碩士在職專班,影音藝術創作組,6,6,0,19,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,02131009,美術產業學系,碩士在職專班,-,2,2,0,6,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,02151011,音樂學系,碩士班(日間),-,10,10,0,30,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,02323013,華語文學系,碩士班(日間),-,4,4,0,12,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,02399016,兒童文學研究所,碩士班(日間),-,8,8,0,24,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,02399016,兒童文學研究所,碩士在職專班,-,18,16,0,54,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,02399016,兒童文學研究所,博士班,-,4,0,0,20,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,03199017,公共與文化事務學系,碩士在職專班,-,23,23,0,69,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,03199017,公共與文化事務學系公共事務研究碩士班,碩士班(日間),-,1,1,0,3,0,0
109,公立,一般大學,0030,國立臺東大學,人文學院,03199017,公共與文化事務學系南島文化研究碩士班,碩士班(日間),-,6,6,0,18,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01111001,教育學系教育行政碩士在職專班(夜間班),碩士在職專班,-,11,11,0,33,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01111001,教育學系教育研究博士班,博士班,-,3,3,0,15,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01111001,教育學系教育研究碩士班,碩士班(日間),-,7,7,0,21,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01111001,教育學系課程與教學碩士在職專班,碩士在職專班,-,9,8,0,26,1,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01111001,教育學系課程與教學碩士班,碩士班(日間),-,4,4,0,12,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01111001,教育學系學校行政碩士在職專班(暑期班),碩士在職專班,-,4,3,0,12,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01113008,特殊教育學系,碩士班(日間),-,4,3,0,12,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01113008,特殊教育學系,碩士在職專班,-,25,25,0,75,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01121007,幼兒教育學系,碩士班(日間),-,3,2,0,9,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01121007,幼兒教育學系碩士在職專班(暑期班),碩士在職專班,-,4,4,0,12,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01131004,國語文補救教學碩士在職專班,碩士在職專班,-,15,14,0,44,1,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01141006,體育學系,碩士班(日間),-,5,5,0,15,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,01141006,體育學系,碩士在職專班,-,3,2,0,9,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,10151031,文化資源與休閒產業學系,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,10151031,文化資源與休閒產業學系,碩士在職專班,-,18,18,0,54,0,0
109,公立,一般大學,0030,國立臺東大學,師範學院,10151032,師範學院休閒事業管理碩士在職專班,碩士在職專班,-,23,23,0,69,0,0
109,公立,一般大學,0030,國立臺東大學,理工學院,04131038,綠色產業高階管理碩士在職專班,碩士在職專班,-,1,1,0,3,0,0
109,公立,一般大學,0030,國立臺東大學,理工學院,05111020,生命科學系,碩士班(日間),-,4,4,0,12,0,0
109,公立,一般大學,0030,國立臺東大學,理工學院,05399021,應用科學系,碩士班(日間),-,8,8,0,24,0,0
109,公立,一般大學,0030,國立臺東大學,理工學院,06131028,資訊管理學系,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0030,國立臺東大學,理工學院,06131028,資訊管理學系環境經濟資訊管理碩士在職專班(暑期班),碩士在職專班,-,10,10,0,30,0,0
109,公立,一般大學,0030,國立臺東大學,理工學院,09121041,生物醫學碩士學位學程,碩士班(日間),-,8,8,0,24,0,0
109,公立,一般大學,0031,國立宜蘭大學,人文及管理學院,03111007,應用經濟與管理學系經營管理碩士班,碩士班(日間),-,9,9,0,29,0,0
109,公立,一般大學,0031,國立宜蘭大學,人文及管理學院,03111007,應用經濟與管理學系應用經濟學碩士班,碩士班(日間),-,4,4,0,11,1,0
109,公立,一般大學,0031,國立宜蘭大學,人文及管理學院,04191001,外國語文學系國際商務溝通碩士班,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0031,國立宜蘭大學,人文及管理學院,04199006,人文及管理學院高階經營管理碩士在職專班,碩士在職專班,-,22,22,0,67,0,2
109,公立,一般大學,0031,國立宜蘭大學,工學院,07111023,化學工程與材料工程學系,碩士班(日間),-,19,19,0,68,2,0
109,公立,一般大學,0031,國立宜蘭大學,工學院,07121024,環境工程學系,碩士班(日間),-,11,11,0,47,2,0
109,公立,一般大學,0031,國立宜蘭大學,工學院,07151017,機械與機電工程學系,碩士班(日間),-,6,6,0,22,0,0
109,公立,一般大學,0031,國立宜蘭大學,工學院,07194025,綠色科技學程碩士在職專班,碩士在職專班,-,11,11,0,36,6,0
109,公立,一般大學,0031,國立宜蘭大學,工學院,07311027,建築與永續規劃研究所,碩士班(日間),-,5,5,0,15,1,2
109,公立,一般大學,0031,國立宜蘭大學,工學院,07321021,土木工程學系,碩士班(日間),-,8,8,0,24,5,4
109,公立,一般大學,0031,國立宜蘭大學,生物資源學院,07151019,生物機電工程學系,碩士班(日間),-,3,3,0,9,1,0
109,公立,一般大學,0031,國立宜蘭大學,生物資源學院,07211033,食品科學系,碩士班(日間),-,18,18,0,70,5,0
109,公立,一般大學,0031,國立宜蘭大學,生物資源學院,08112030,生物技術與動物科學系,博士班,-,2,2,0,9,3,0
109,公立,一般大學,0031,國立宜蘭大學,生物資源學院,08112030,生物技術與動物科學系生物技術碩士班,碩士班(日間),-,5,5,0,18,1,0
109,公立,一般大學,0031,國立宜蘭大學,生物資源學院,08112030,生物技術與動物科學系動物科學碩士班,碩士班(日間),-,11,11,0,37,3,0
109,公立,一般大學,0031,國立宜蘭大學,生物資源學院,08121031,園藝學系,碩士班(日間),-,4,4,0,14,0,0
109,公立,一般大學,0031,國立宜蘭大學,生物資源學院,08199037,生物資源學院碩士在職專班,碩士在職專班,-,10,10,0,35,1,0
109,公立,一般大學,0031,國立宜蘭大學,電機資訊學院,06121010,多媒體網路通訊數位學習碩士在職專班,碩士在職專班,-,18,18,0,71,0,0
109,公立,一般大學,0031,國立宜蘭大學,電機資訊學院,07141011,電機工程學系,碩士班(日間),-,10,10,0,46,0,0
109,公立,一般大學,0031,國立宜蘭大學,電機資訊學院,07141012,電子工程學系,碩士班(日間),-,10,10,0,31,0,0
109,公立,一般大學,0031,國立宜蘭大學,電機資訊學院,07141013,資訊工程學系,碩士班(日間),-,17,17,0,65,2,0
109,公立,一般大學,0031,國立宜蘭大學,電機資訊學院,07141014,電機資訊學院碩士在職專班,碩士在職專班,-,7,7,0,32,0,0
109,公立,一般大學,0032,國立聯合大學,人文與社會學院,02321001,臺灣語文與傳播學系,碩士班(日間),-,4,4,0,16,0,0
109,公立,一般大學,0032,國立聯合大學,客家研究學院,02321004,客家語言與傳播研究所,碩士班(日間),-,11,11,0,33,0,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07111028,化學工程學系,碩士班(日間),-,13,13,0,41,12,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07111043,工程科技轉譯醫學國際碩士學位學程,碩士班(日間),-,3,3,0,7,3,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07112029,材料科學工程學系,碩士班(日間),-,7,7,0,23,0,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07112030,材料與化學工程博士學位學程,博士班,-,2,2,0,12,0,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07121034,環境與安全衛生工程學系,碩士班(日間),-,13,13,0,43,0,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07132035,能源工程學系,碩士班(日間),-,11,11,0,37,0,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07151025,機械工程學系,碩士班(日間),-,15,15,0,38,12,0
109,公立,一般大學,0032,國立聯合大學,理工學院,07321027,土木與防災工程學系,碩士班(日間),-,2,2,0,8,0,0
109,公立,一般大學,0032,國立聯合大學,設計學院,02123006,工業設計學系,碩士班(日間),-,1,1,0,3,0,0
109,公立,一般大學,0032,國立聯合大學,設計學院,07311040,建築學系,碩士班(日間),-,4,4,0,12,0,0
109,公立,一般大學,0032,國立聯合大學,電機資訊學院,06131020,資訊工程學系,碩士班(日間),-,5,5,0,15,0,1
109,公立,一般大學,0032,國立聯合大學,電機資訊學院,06131045,物聯網產業碩士專班,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0032,國立聯合大學,電機資訊學院,07141017,電機工程學系,碩士班(日間),-,18,18,0,60,3,3
109,公立,一般大學,0032,國立聯合大學,電機資訊學院,07141018,電子工程學系,碩士班(日間),-,16,16,0,54,0,0
109,公立,一般大學,0032,國立聯合大學,電機資訊學院,07141019,光電工程學系,碩士班(日間),-,15,15,0,46,2,0
109,公立,一般大學,0032,國立聯合大學,電機資訊學院,07141C03,LED光電半導體產業碩士專班,碩士班(日間),-,1,1,0,3,0,0
109,公立,一般大學,0032,國立聯合大學,管理學院,04131011,經營管理學系,碩士班(日間),-,11,11,0,33,2,0
109,公立,一般大學,0032,國立聯合大學,管理學院,04131012,管理碩士在職學位學程,碩士在職專班,-,16,16,0,48,0,0
109,公立,一般大學,0032,國立聯合大學,管理學院,06131016,資訊管理學系,碩士班(日間),-,7,7,0,0,21,0
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07112025,材料科學與工程系材料科學與綠色能源工程碩士在職專班,碩士在職專班,-,1,1,0,3,0,0
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07112025,材料科學與工程系材料科學與綠色能源工程碩士班,碩士班(日間),-,24,24,0,76,0,0
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07151014,自動化工程系碩士班,碩士班(日間),-,16,16,0,46,0,2
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07151016,動力機械工程系機械與機電工程碩士在職專班,碩士在職專班,-,9,8,0,24,3,3
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07151016,動力機械工程系機械與機電工程碩士班,碩士班(日間),-,22,22,0,59,2,5
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07151019,機械設計工程系碩士班,碩士班(日間),-,21,21,0,61,0,10
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07151020,機械與電腦輔助工程系碩士在職專班,碩士在職專班,-,5,5,0,15,0,1
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07151020,機械與電腦輔助工程系碩士班,碩士班(日間),-,39,39,0,103,5,10
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07161017,車輛工程系碩士班,碩士班(日間),-,7,7,0,22,8,0
109,公立,技專校院,0033,國立虎尾科技大學,工程學院,07162018,飛機工程系航空與電子科技碩士班,碩士班(日間),-,15,15,0,51,0,0
109,公立,技專校院,0033,國立虎尾科技大學,文理學院,02112002,多媒體設計系數位內容創意產業碩士班,碩士班(日間),-,4,4,0,12,0,0
109,公立,技專校院,0033,國立虎尾科技大學,文理學院,05121007,生物科技系碩士在職專班,碩士在職專班,-,4,4,0,13,0,0
109,公立,技專校院,0033,國立虎尾科技大學,文理學院,05121007,生物科技系碩士班,碩士班(日間),-,9,9,0,27,0,2
109,公立,技專校院,0033,國立虎尾科技大學,文理學院,07312030,休閒遊憩系碩士在職專班,碩士在職專班,-,12,12,0,40,0,0
109,公立,技專校院,0033,國立虎尾科技大學,文理學院,07312030,休閒遊憩系碩士班,碩士班(日間),-,9,9,0,27,1,0
109,公立,技專校院,0033,國立虎尾科技大學,電機資訊學院,06131013,資訊工程系碩士班,碩士班(日間),-,20,20,0,68,1,0
109,公立,技專校院,0033,國立虎尾科技大學,電機資訊學院,07141009,電機工程系碩士在職專班,碩士在職專班,-,4,4,0,14,0,0
109,公立,技專校院,0033,國立虎尾科技大學,電機資訊學院,07141009,電機工程系碩士班,碩士班(日間),-,34,34,0,108,7,0
109,公立,技專校院,0033,國立虎尾科技大學,電機資訊學院,07141010,電子工程系碩士班,碩士班(日間),-,30,30,0,100,0,0
109,公立,技專校院,0033,國立虎尾科技大學,電機資訊學院,07141011,光電工程系_光電子系統封裝與維護產業碩士專班,碩士班(日間),-,4,4,0,15,0,0
109,公立,技專校院,0033,國立虎尾科技大學,電機資訊學院,07141011,光電工程系光電與材料科技博士班,博士班,-,4,4,0,26,0,0
109,公立,技專校院,0033,國立虎尾科技大學,電機資訊學院,07141011,光電工程系光電與材料科技碩士班,碩士班(日間),-,37,37,0,119,10,0
109,公立,技專校院,0033,國立虎尾科技大學,管理學院,04121005,財務金融系碩士班,碩士班(日間),-,10,10,0,30,0,0
109,公立,技專校院,0033,國立虎尾科技大學,管理學院,04131003,企業管理系經營管理碩士在職專班,碩士在職專班,-,9,8,0,28,0,0
109,公立,技專校院,0033,國立虎尾科技大學,管理學院,04131003,企業管理系經營管理碩士班,碩士班(日間),-,11,11,0,35,0,0
109,公立,技專校院,0033,國立虎尾科技大學,管理學院,06131008,資訊管理系碩士在職專班,碩士在職專班,-,4,4,0,14,0,0
109,公立,技專校院,0033,國立虎尾科技大學,管理學院,06131008,資訊管理系碩士班,碩士班(日間),-,16,16,0,50,0,0
109,公立,技專校院,0033,國立虎尾科技大學,管理學院,07191006,工業管理系工業工程與管理碩士在職專班,碩士在職專班,-,7,7,0,22,0,0
109,公立,技專校院,0033,國立虎尾科技大學,管理學院,07191006,工業管理系工業工程與管理碩士班,碩士班(日間),-,27,27,0,91,0,0
109,公立,一般大學,0035,國立臺南藝術大學,文博學院,02191014,藝術史學系藝術史評與古物研究碩士班,碩士班(日間),-,5,5,0,14,1,0
109,公立,一般大學,0035,國立臺南藝術大學,文博學院,02192022,博物館學與古物維護研究所,碩士班(日間),古物維護組,12,12,0,23,5,10
109,公立,一般大學,0035,國立臺南藝術大學,文博學院,02192022,博物館學與古物維護研究所,碩士班(日間),博物館學組,13,13,0,22,18,1
109,公立,一般大學,0035,國立臺南藝術大學,音像藝術學院,02111009,音像紀錄研究所,碩士班(日間),紀錄片製作組,1,0,0,3,0,0
109,公立,一般大學,0035,國立臺南藝術大學,音像藝術學院,02111009,音像紀錄研究所,碩士班(日間),電影資料館組,2,0,0,8,1,0
109,公立,一般大學,0035,國立臺南藝術大學,音像藝術學院,02111013,動畫藝術與影像美學研究所,碩士班(日間),動畫藝術組,12,0,0,35,0,4
109,公立,一般大學,0035,國立臺南藝術大學,音像藝術學院,02111013,動畫藝術與影像美學研究所,碩士班(日間),影像美學組,6,0,0,19,0,0
109,公立,一般大學,0035,國立臺南藝術大學,音樂學院,02151001,音樂學系,碩士班(日間),-,14,0,0,43,0,0
109,公立,一般大學,0035,國立臺南藝術大學,音樂學院,02151002,中國音樂學系,碩士班(日間),-,5,0,0,15,0,0
109,公立,一般大學,0035,國立臺南藝術大學,音樂學院,02151004,民族音樂學研究所,碩士班(日間),-,2,0,0,6,0,0
109,公立,一般大學,0035,國立臺南藝術大學,音樂學院,02151004,民族音樂學研究所,碩士在職專班,-,3,0,0,9,0,0
109,公立,一般大學,0035,國立臺南藝術大學,音樂學院,02151006,鋼琴合作藝術研究所,碩士班(日間),-,11,0,0,37,0,0
109,公立,一般大學,0035,國立臺南藝術大學,視覺藝術學院,02131012,造形藝術研究所,碩士班(日間),-,14,0,0,42,0,0
109,公立,一般大學,0035,國立臺南藝術大學,視覺藝術學院,02131016,藝術創作理論研究所,博士班,-,3,0,0,21,0,0
109,公立,一般大學,0035,國立臺南藝術大學,視覺藝術學院,02141017,應用藝術研究所,碩士班(日間),-,20,0,0,60,0,0
109,公立,一般大學,0035,國立臺南藝術大學,視覺藝術學院,02199023,建築藝術研究所,碩士班(日間),-,6,0,0,25,1,0
109,公立,一般大學,0036,國立臺南大學,人文學院,02322031,國語文學系,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0036,國立臺南大學,人文學院,02322031,國語文學系中國文學碩士在職專班,碩士在職專班,-,5,5,0,15,0,0
109,公立,一般大學,0036,國立臺南大學,人文學院,03143037,文化與自然資源學系文化觀光資源碩士班,碩士班(日間),-,5,5,0,12,3,0
109,公立,一般大學,0036,國立臺南大學,人文學院,03143037,文化與自然資源學系臺灣文化碩士在職專班,碩士在職專班,-,3,3,0,9,0,0
109,公立,一般大學,0036,國立臺南大學,人文學院,03143037,文化與自然資源學系臺灣文化碩士班,碩士班(日間),-,8,8,0,24,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系教育行政碩士在職專班,碩士在職專班,-,8,8,0,24,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系教育經營與管理博士班,博士班,-,8,8,0,40,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系教育經營與管理碩士班,碩士班(日間),-,11,11,0,33,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系教學科技碩士班,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系測驗統計博士班,博士班,-,1,1,0,5,1,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系測驗統計碩士班,碩士班(日間),-,3,3,0,9,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系課程與教學教學碩士班,碩士在職專班,-,13,13,0,39,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系課程與教學博士班,博士班,-,4,4,0,20,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系課程與教學碩士在職專班(澎湖班),碩士在職專班,-,2,2,0,6,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01111001,教育學系課程與教學碩士班,碩士班(日間),-,9,9,0,27,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01113019,特殊教育學系,碩士班(日間),-,4,4,0,12,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01113019,特殊教育學系,博士班,-,3,3,0,15,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01113019,特殊教育學系輔助科技碩士班,碩士班(日間),-,7,7,0,21,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01121018,幼兒教育學系,碩士班(日間),-,7,7,0,21,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01121018,幼兒教育學系,碩士在職專班,-,9,9,0,27,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01141017,體育學系,碩士班(日間),-,4,4,0,12,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,01141017,體育學系,碩士在職專班,-,12,12,0,36,0,0
109,公立,一般大學,0036,國立臺南大學,教育學院,03131036,諮商與輔導學系,碩士班(日間),-,11,11,0,32,3,0
109,公立,一般大學,0036,國立臺南大學,教育學院,03131036,諮商與輔導學系,碩士在職專班,-,6,6,0,18,0,0
109,公立,一般大學,0036,國立臺南大學,理工學院,05411047,應用數學系,碩士班(日間),-,5,5,0,15,0,0
109,公立,一般大學,0036,國立臺南大學,理工學院,05411047,應用數學系,碩士在職專班,-,14,14,0,42,0,0
109,公立,一般大學,0036,國立臺南大學,理工學院,06131052,資訊工程學系,碩士班(日間),-,12,12,0,36,0,0
109,公立,一般大學,0036,國立臺南大學,理工學院,06134024,數位學習科技學系,碩士班(日間),-,9,9,0,28,0,0
109,公立,一般大學,0036,國立臺南大學,理工學院,06134024,數位學習科技學系,碩士在職專班,-,11,11,0,32,1,0
109,公立,一般大學,0036,國立臺南大學,理工學院,06134024,數位學習科技學系,博士班,-,3,3,0,15,0,0
109,公立,一般大學,0036,國立臺南大學,理工學院,07112055,材料科學系,碩士班(日間),-,15,15,0,45,3,0
109,公立,一般大學,0036,國立臺南大學,理工學院,07141049,電機工程學系,碩士班(日間),-,21,21,0,62,2,0
109,公立,一般大學,0036,國立臺南大學,理工學院,07151054,機電系統工程研究所,碩士班(日間),-,4,4,0,13,0,0
109,公立,一般大學,0036,國立臺南大學,管理學院,04134040,行政管理學系,碩士班(日間),-,6,6,0,18,0,0
109,公立,一般大學,0036,國立臺南大學,管理學院,04134040,行政管理學系,碩士在職專班,-,16,16,0,50,0,0
109,公立,一般大學,0036,國立臺南大學,管理學院,04199041,經營與管理學系科技管理碩士在職專班,碩士在職專班,-,18,18,0,57,0,0
109,公立,一般大學,0036,國立臺南大學,管理學院,04199041,經營與管理學系科技管理碩士班,碩士班(日間),-,15,15,0,47,0,0
109,公立,一般大學,0036,國立臺南大學,管理學院,04199041,經營與管理學系高階管理碩士在職專班,碩士在職專班,-,20,20,0,60,0,0
109,公立,一般大學,0036,國立臺南大學,環境與生態學院,01141012,環境教育碩士在職學位學程,碩士在職專班,-,4,4,0,12,0,0
109,公立,一般大學,0036,國立臺南大學,環境與生態學院,05121044,生物科技學系,碩士班(日間),-,5,5,0,19,0,0
109,公立,一般大學,0036,國立臺南大學,環境與生態學院,05212063,生態暨環境資源學系,碩士班(日間),-,10,10,0,30,0,0
109,公立,一般大學,0036,國立臺南大學,環境與生態學院,07132058,綠色能源科技學系,碩士班(日間),-,5,5,0,15,0,0
109,公立,一般大學,0036,國立臺南大學,環境與生態學院,07132058,綠色能源科技學系,碩士在職專班,-,7,7,0,20,1,0
109,公立,一般大學,0036,國立臺南大學,藝術學院,02111030,視覺藝術與設計學系,碩士班(日間),-,5,5,0,16,0,0
109,公立,一般大學,0036,國立臺南大學,藝術學院,02111030,視覺藝術與設計學系,碩士在職專班,-,5,5,0,15,0,0
109,公立,一般大學,0036,國立臺南大學,藝術學院,02111030,視覺藝術與設計學系動畫媒體設計碩士班,碩士班(日間),-,2,2,0,6,0,0
109,公立,一般大學,0036,國立臺南大學,藝術學院,02151027,音樂學系,碩士班(日間),-,7,7,0,23,0,0
109,公立,一般大學,0036,國立臺南大學,藝術學院,02151027,音樂學系,碩士在職專班,-,9,9,0,29,0,0
109,公立,一般大學,0036,國立臺南大學,藝術學院,02152029,戲劇創作與應用學系,碩士班(日間),-,7,7,0,21,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,01115018,語文與創作學系國際華語文教育博士班,博士班,-,0,0,0,0,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02121014,藝術與造形設計學系,碩士班(日間),-,27,10,0,85,1,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02121014,藝術與造形設計學系,碩士在職專班,-,7,5,0,21,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02121014,藝術與造形設計學系藝術跨域整合博士班,博士班,-,0,0,0,0,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02121028,文化創意產業經營學系,碩士班(日間),-,12,10,0,37,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02121028,文化創意產業經營學系碩士學位EMBA在職進修專班,碩士在職專班,-,18,17,0,55,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02151031,音樂學系,碩士班(日間),-,30,22,0,90,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02151031,音樂學系音樂碩士在職專班,碩士在職專班,-,15,0,0,45,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02299025,臺灣文化研究所,碩士班(日間),-,12,3,0,36,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02299025,臺灣文化研究所,碩士在職專班,-,6,2,0,18,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02311023,兒童英語教育學系英語教育碩士在職專班,碩士在職專班,-,15,14,0,45,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02311023,兒童英語教育學系英語教育碩士班,碩士班(日間),-,8,3,0,24,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02322018,語文與創作學系,碩士班(日間),-,7,1,0,21,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02322018,語文與創作學系華語文教學碩士班,碩士班(日間),-,3,1,0,9,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,02322018,語文與創作學系語文教學碩士在職專班,碩士在職專班,-,15,15,0,45,0,0
109,公立,一般大學,0037,國立臺北教育大學,人文藝術學院,03221049,博物館管理與科技應用碩士在職學位學程,碩士在職專班,-,6,6,0,18,0,0
109,公立,一般大學,0037,國立臺北教育大學,不分學院學位學程,01115047,學習與教學國際碩士學位學程,碩士班(日間),-,3,3,0,9,0,0
109,公立,一般大學,0037,國立臺北教育大學,不分學院學位學程,02192027,當代藝術評論與策展研究全英語碩士學位學程,碩士班(日間),-,8,3,0,25,0,0
109,公立,一般大學,0037,國立臺北教育大學,不分學院學位學程,04131048,東南亞區域管理碩士學位學程,碩士班(日間),-,7,7,0,21,0,0
109,公立,一般大學,0037,國立臺北教育大學,教育學院,01111001,教育學系生命教育碩士在職專班,碩士在職專班,-,22,17,0,66,0,0
109,公立,一般大學,0037,國立臺北教育大學,教育學院,01111001,教育學系生命教育碩士班,碩士班(日間),-,4,3,0,12,0,0
109,公立,一般大學,0037,國立臺北教育大學,教育學院,01111001,教育學系教育創新與評鑑碩士在職專班,碩士在職專班,-,19,19,0,57,0,0
109,公立,一般大學,0037,國立臺北教育大學,教育學院,01111001,教育學系教育創新與評鑑碩士班,碩士班(日間),-,11,3,0,33,0,0
