學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學雜費減免人數-小計,學雜費減免人數-低收入戶學生,學雜費減免人數-中低收入戶學生,學雜費減免人數-身心障礙學生及身心障礙人士子女,學雜費減免人數-特殊境遇家庭之子女,學雜費減免人數-原住民學生
107,2,公立,一般大學,0048,國立金門大學,304,52,43,162,15,32
107,1,公立,一般大學,0049,國立臺灣體育運動大學,458,76,58,99,8,217
107,2,公立,一般大學,0049,國立臺灣體育運動大學,436,52,63,99,10,212
107,1,公立,技專校院,0050,國立臺中科技大學,1721,402,389,615,62,253
107,2,公立,技專校院,0050,國立臺中科技大學,1584,332,341,602,62,247
107,1,公立,技專校院,0051,國立臺北商業大學,874,166,112,338,15,243
107,2,公立,技專校院,0051,國立臺北商業大學,839,152,89,340,17,241
107,1,公立,一般大學,0052,國立屏東大學,1049,158,209,338,29,315
107,2,公立,一般大學,0052,國立屏東大學,982,136,189,344,25,288
107,1,公立,技專校院,0053,國立高雄科技大學,2555,497,633,1065,102,258
107,2,公立,技專校院,0053,國立高雄科技大學,2328,420,542,1023,98,245
107,1,公立,技專校院,0144,國立臺灣戲曲學院,67,22,9,20,1,15
107,2,公立,技專校院,0144,國立臺灣戲曲學院,72,22,12,21,0,17
107,1,公立,技專校院,0221,國立臺南護理專科學校,329,77,116,78,13,45
107,2,公立,技專校院,0221,國立臺南護理專科學校,326,76,107,84,14,45
107,1,公立,技專校院,0222,國立臺東專科學校,303,58,41,70,6,128
107,2,公立,技專校院,0222,國立臺東專科學校,276,52,31,74,8,111
107,1,私立,一般大學,1001,東海大學,829,155,146,437,39,52
107,2,私立,一般大學,1001,東海大學,804,139,156,425,37,47
107,1,私立,一般大學,1002,輔仁大學,1493,234,156,759,34,310
107,2,私立,一般大學,1002,輔仁大學,1426,200,148,744,34,300
107,1,私立,一般大學,1003,東吳大學,782,146,83,420,17,116
107,2,私立,一般大學,1003,東吳大學,756,124,86,415,18,113
107,1,私立,一般大學,1004,中原大學,873,130,102,461,44,136
107,2,私立,一般大學,1004,中原大學,853,119,104,451,41,138
107,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1271,217,142,709,54,149
107,2,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1238,208,139,690,55,146
107,1,私立,一般大學,1006,中國文化大學,1757,421,227,762,41,306
107,2,私立,一般大學,1006,中國文化大學,1687,365,226,757,40,299
107,1,私立,一般大學,1007,逢甲大學,1076,189,214,565,56,52
107,2,私立,一般大學,1007,逢甲大學,1032,166,192,569,54,51
107,1,私立,一般大學,1008,靜宜大學,863,174,188,392,39,70
107,2,私立,一般大學,1008,靜宜大學,835,157,167,395,41,75
107,1,私立,一般大學,1009,長庚大學,266,36,20,176,5,29
107,2,私立,一般大學,1009,長庚大學,256,30,21,172,5,28
107,1,私立,一般大學,1010,元智大學,397,77,37,238,16,29
107,2,私立,一般大學,1010,元智大學,392,62,41,243,18,28
107,1,私立,一般大學,1011,中華大學學校財團法人中華大學,427,80,58,228,15,46
107,2,私立,一般大學,1011,中華大學學校財團法人中華大學,410,69,55,225,19,42
107,1,私立,一般大學,1012,大葉大學,975,171,214,428,47,115
107,2,私立,一般大學,1012,大葉大學,906,139,207,410,46,104
107,1,私立,一般大學,1013,華梵大學,142,29,16,85,1,11
107,2,私立,一般大學,1013,華梵大學,127,26,15,75,0,11
107,1,私立,一般大學,1014,義守大學,1450,244,244,485,40,437
107,2,私立,一般大學,1014,義守大學,1377,207,216,473,39,442
107,1,私立,一般大學,1015,世新大學,930,187,147,354,21,221
107,2,私立,一般大學,1015,世新大學,889,169,137,340,22,221
107,1,私立,一般大學,1016,銘傳大學,1048,195,136,547,34,136
107,2,私立,一般大學,1016,銘傳大學,1002,173,121,548,31,129
107,1,私立,一般大學,1017,實踐大學,1069,212,185,430,34,208
107,2,私立,一般大學,1017,實踐大學,1031,189,179,433,33,197
107,1,私立,技專校院,1018,朝陽科技大學,1709,337,389,721,113,149
107,2,私立,技專校院,1018,朝陽科技大學,1610,282,341,727,109,151
107,1,私立,一般大學,1019,高雄醫學大學,370,51,61,189,17,52
107,2,私立,一般大學,1019,高雄醫學大學,369,45,57,195,18,54
107,1,私立,一般大學,1020,南華大學,510,130,125,185,21,49
107,2,私立,一般大學,1020,南華大學,476,117,107,187,21,44
107,1,私立,一般大學,1021,真理大學,540,142,80,232,12,74
107,2,私立,一般大學,1021,真理大學,513,130,78,221,12,72
107,1,私立,一般大學,1022,大同大學,224,42,23,148,5,6
107,2,私立,一般大學,1022,大同大學,209,35,24,137,5,8
107,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1847,341,510,807,100,89
107,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1692,281,438,791,97,85
107,1,私立,技專校院,1024,崑山科技大學,1314,305,294,569,61,85
107,2,私立,技專校院,1024,崑山科技大學,1245,258,267,564,65,91
107,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1894,398,484,743,92,177
107,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1793,345,447,733,89,179
107,1,私立,技專校院,1026,樹德科技大學,1492,374,445,471,45,157
107,2,私立,技專校院,1026,樹德科技大學,1392,323,396,474,44,155
107,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,265,38,32,121,6,68
107,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,248,33,31,115,6,63
107,1,私立,一般大學,1028,臺北醫學大學,219,19,13,152,4,31
107,2,私立,一般大學,1028,臺北醫學大學,216,16,16,153,3,28
107,1,私立,一般大學,1029,中山醫學大學,419,65,54,199,9,92
107,2,私立,一般大學,1029,中山醫學大學,415,58,58,198,8,93
107,1,私立,技專校院,1030,龍華科技大學,1003,232,149,457,33,132
107,2,私立,技專校院,1030,龍華科技大學,925,184,131,444,31,135
107,1,私立,技專校院,1031,輔英科技大學,1645,521,454,450,45,175
107,2,私立,技專校院,1031,輔英科技大學,1522,458,414,437,41,172
107,1,私立,技專校院,1032,明新學校財團法人明新科技大學,1075,161,128,578,55,153
107,2,私立,技專校院,1032,明新學校財團法人明新科技大學,1026,133,106,578,59,150
107,1,私立,一般大學,1033,長榮大學,1023,193,241,407,51,131
107,2,私立,一般大學,1033,長榮大學,996,184,219,412,48,133
107,1,私立,技專校院,1034,弘光科技大學,1529,323,335,645,78,148
107,2,私立,技專校院,1034,弘光科技大學,1409,282,284,624,81,138
107,1,私立,一般大學,1035,中國醫藥大學,397,41,30,236,9,81
107,2,私立,一般大學,1035,中國醫藥大學,392,39,25,235,9,84
107,1,私立,技專校院,1036,健行學校財團法人健行科技大學,1145,230,100,519,49,247
107,2,私立,技專校院,1036,健行學校財團法人健行科技大學,1121,191,105,524,44,257
107,1,私立,技專校院,1037,正修學校財團法人正修科技大學,2472,569,724,882,59,238
107,2,私立,技專校院,1037,正修學校財團法人正修科技大學,2172,436,585,872,52,227
107,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1274,239,127,529,52,327
107,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1188,200,124,506,54,304
107,1,私立,一般大學,1039,玄奘大學,370,101,44,147,4,74
107,2,私立,一般大學,1039,玄奘大學,364,93,43,155,7,66
107,1,私立,技專校院,1040,建國科技大學,1121,216,323,491,51,40
107,2,私立,技專校院,1040,建國科技大學,1058,190,290,481,58,39
107,1,私立,技專校院,1041,明志科技大學,316,68,51,161,7,29
107,2,私立,技專校院,1041,明志科技大學,294,49,49,159,7,30
107,1,私立,技專校院,1042,高苑科技大學,773,159,208,289,23,94
107,2,私立,技專校院,1042,高苑科技大學,683,134,146,293,20,90
107,1,私立,技專校院,1043,大仁科技大學,1288,263,242,325,22,436
107,2,私立,技專校院,1043,大仁科技大學,1191,213,232,324,18,404
107,1,私立,技專校院,1044,聖約翰科技大學,478,139,59,186,7,87
107,2,私立,技專校院,1044,聖約翰科技大學,440,108,62,177,8,85
107,1,私立,技專校院,1045,嶺東科技大學,1199,306,291,441,42,119
107,2,私立,技專校院,1045,嶺東科技大學,1116,258,263,436,46,113
107,1,私立,技專校院,1046,中國科技大學,1167,373,168,476,23,127
107,2,私立,技專校院,1046,中國科技大學,1103,308,178,467,22,128
107,1,私立,技專校院,1047,中臺科技大學,1067,275,213,414,46,119
107,2,私立,技專校院,1047,中臺科技大學,951,218,210,375,42,106
107,1,私立,一般大學,1048,亞洲大學,872,160,136,399,53,124
107,2,私立,一般大學,1048,亞洲大學,847,144,124,409,49,121
107,1,私立,一般大學,1049,開南大學,620,118,71,254,18,159
107,2,私立,一般大學,1049,開南大學,580,100,66,255,18,141
107,1,私立,一般大學,1050,佛光大學,262,60,36,112,9,45
107,2,私立,一般大學,1050,佛光大學,255,52,36,113,8,46
107,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1405,321,330,566,58,130
107,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1298,266,296,548,60,128
107,1,私立,技專校院,1052,遠東科技大學,959,251,234,348,32,94
107,2,私立,技專校院,1052,遠東科技大學,907,216,216,347,35,93
107,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,689,128,82,357,32,90
107,2,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,637,106,63,345,30,93
107,1,私立,技專校院,1054,景文科技大學,746,190,132,324,19,81
107,2,私立,技專校院,1054,景文科技大學,694,157,117,328,15,77
107,1,私立,技專校院,1055,中華醫事科技大學,1383,351,344,522,69,97
107,2,私立,技專校院,1055,中華醫事科技大學,1319,315,300,540,70,94
107,1,私立,技專校院,1056,東南科技大學,896,325,117,348,11,95
107,2,私立,技專校院,1056,東南科技大學,829,262,130,336,9,92
107,1,私立,技專校院,1057,德明財經科技大學,788,234,109,358,13,74
107,2,私立,技專校院,1057,德明財經科技大學,756,201,106,359,14,76
107,1,私立,一般大學,1058,明道學校財團法人明道大學,489,94,130,216,27,22
107,2,私立,一般大學,1058,明道學校財團法人明道大學,443,73,123,199,24,24
107,1,私立,技專校院,1060,南開科技大學,784,145,173,369,44,53
107,2,私立,技專校院,1060,南開科技大學,708,116,151,352,43,46
107,1,私立,技專校院,1061,中華學校財團法人中華科技大學,699,203,116,279,20,81
107,2,私立,技專校院,1061,中華學校財團法人中華科技大學,669,168,115,287,22,77
107,1,私立,技專校院,1062,僑光科技大學,1073,291,226,397,54,105
107,2,私立,技專校院,1062,僑光科技大學,1030,228,238,412,50,102
107,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,709,124,66,375,42,102
107,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,684,110,66,365,41,102
107,1,私立,技專校院,1064,美和學校財團法人美和科技大學,1962,376,449,407,32,698
107,2,私立,技專校院,1064,美和學校財團法人美和科技大學,1875,344,420,416,34,661
107,1,私立,技專校院,1065,吳鳳科技大學,882,208,167,409,48,50
107,2,私立,技專校院,1065,吳鳳科技大學,843,174,158,407,49,55
107,1,私立,技專校院,1066,環球學校財團法人環球科技大學,1160,205,123,371,29,432
107,2,私立,技專校院,1066,環球學校財團法人環球科技大學,1060,169,96,351,30,414
107,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,395,115,92,137,9,42
107,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,353,92,80,132,10,39
107,1,私立,技專校院,1068,中州學校財團法人中州科技大學,452,103,114,194,13,28
107,2,私立,技專校院,1068,中州學校財團法人中州科技大學,445,90,113,205,12,25
107,1,私立,技專校院,1069,修平學校財團法人修平科技大學,778,216,158,313,41,50
107,2,私立,技專校院,1069,修平學校財團法人修平科技大學,726,176,139,320,41,50
107,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,745,133,112,317,43,140
107,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,715,117,103,318,38,139
107,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1337,463,195,458,22,199
107,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1218,353,212,453,20,180
107,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,295,47,29,140,9,70
107,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,278,42,21,136,10,69
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1379,272,153,457,23,474
107,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1291,228,134,443,27,459
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,809,157,193,334,35,90
107,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,768,145,170,327,37,89
107,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,600,189,94,260,10,47
107,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,561,161,97,253,12,38
107,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,972,156,52,119,10,635
107,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,932,118,46,115,11,642
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,991,234,148,475,26,108
107,2,私立,技專校院,1078,致理學校財團法人致理科技大學,955,201,139,484,22,109
107,1,私立,一般大學,1079,康寧學校財團法人康寧大學,525,214,75,148,9,79
107,2,私立,一般大學,1079,康寧學校財團法人康寧大學,475,199,73,136,6,61
107,1,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,764,212,104,333,13,102
107,2,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,711,154,113,334,12,98
107,1,私立,技專校院,1081,東方學校財團法人東方設計大學,615,162,146,213,10,84
107,2,私立,技專校院,1081,東方學校財團法人東方設計大學,551,132,137,211,8,63
107,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,632,152,54,222,3,201
107,2,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,587,126,51,218,4,188
107,1,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,920,276,102,428,15,99
107,2,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,860,240,100,413,15,92
107,1,私立,一般大學,1125,中信學校財團法人中信金融管理學院,44,10,3,16,1,14
107,2,私立,一般大學,1125,中信學校財團法人中信金融管理學院,45,14,3,11,1,16
107,1,私立,技專校院,1148,大漢技術學院,522,49,7,105,0,361
107,2,私立,技專校院,1148,大漢技術學院,477,33,7,106,0,331
107,1,私立,技專校院,1159,和春技術學院,360,99,49,121,4,87
107,2,私立,技專校院,1159,和春技術學院,342,82,47,125,5,83
107,1,私立,技專校院,1166,亞東技術學院,412,124,59,176,17,36
107,2,私立,技專校院,1166,亞東技術學院,390,104,60,178,15,33
107,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,573,100,39,261,17,156
107,2,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,548,87,33,261,20,147
107,1,私立,一般大學,1176,稻江科技暨管理學院,617,235,84,197,12,89
107,2,私立,一般大學,1176,稻江科技暨管理學院,576,201,81,193,11,90
107,1,私立,技專校院,1182,蘭陽技術學院,281,49,26,106,1,99
107,2,私立,技專校院,1182,蘭陽技術學院,275,41,27,112,2,93
107,1,私立,技專校院,1183,黎明技術學院,741,201,101,309,9,121
107,2,私立,技專校院,1183,黎明技術學院,688,167,90,310,7,114
107,1,私立,技專校院,1185,經國管理暨健康學院,702,219,96,267,8,112
107,2,私立,技專校院,1185,經國管理暨健康學院,657,171,96,272,7,111
107,1,私立,技專校院,1188,大同技術學院,442,84,63,178,10,107
107,2,私立,技專校院,1188,大同技術學院,404,71,62,164,10,97
107,1,私立,技專校院,1192,臺灣觀光學院,233,39,12,43,1,138
107,2,私立,技專校院,1192,臺灣觀光學院,221,32,14,45,2,128
107,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,44,4,1,21,2,16
107,2,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,43,4,1,21,2,15
107,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,4,1,0,3,0,0
107,2,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,4,1,0,3,0,0
107,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,881,257,113,200,21,290
107,2,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,849,230,104,197,19,299
107,1,私立,技專校院,1283,仁德醫護管理專科學校,970,234,217,315,50,154
107,2,私立,技專校院,1283,仁德醫護管理專科學校,921,210,215,303,53,140
107,1,私立,技專校院,1284,樹人醫護管理專科學校,1346,362,436,351,33,164
107,2,私立,技專校院,1284,樹人醫護管理專科學校,1164,316,362,316,24,146
107,1,私立,技專校院,1285,慈惠醫護管理專科學校,1587,404,500,232,37,414
107,2,私立,技專校院,1285,慈惠醫護管理專科學校,1530,379,469,231,34,417
107,1,私立,技專校院,1286,耕莘健康管理專科學校,782,249,114,245,15,159
107,2,私立,技專校院,1286,耕莘健康管理專科學校,755,233,110,243,13,156
107,1,私立,技專校院,1287,敏惠醫護管理專科學校,690,143,269,184,38,56
107,2,私立,技專校院,1287,敏惠醫護管理專科學校,633,125,239,177,36,56
107,1,私立,技專校院,1289,育英醫護管理專科學校,373,115,139,80,7,32
107,2,私立,技專校院,1289,育英醫護管理專科學校,350,105,124,79,9,33
107,1,私立,技專校院,1291,聖母醫護管理專科學校,624,136,69,168,20,231
107,2,私立,技專校院,1291,聖母醫護管理專科學校,599,123,70,164,15,227
107,1,私立,技專校院,1292,新生醫護管理專科學校,1067,285,108,226,47,401
107,2,私立,技專校院,1292,新生醫護管理專科學校,1035,274,99,226,45,391
107,1,私立,技專校院,1293,崇仁醫護管理專科學校,498,127,146,170,28,27
107,2,私立,技專校院,1293,崇仁醫護管理專科學校,488,124,133,176,29,26
107,1,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,4,0,0,0,0,4
107,2,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,3,0,0,0,0,3
107,1,私立,宗教研修學院,1R03,臺北基督學院,11,1,3,2,0,5
107,2,私立,宗教研修學院,1R03,臺北基督學院,10,1,3,2,0,4
107,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,6,1,0,4,1,0
107,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,7,1,0,5,1,0
107,1,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,14,0,0,6,0,8
107,2,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,15,0,0,7,0,8
107,2,私立,宗教研修學院,1R06,一貫道崇德學院,1,0,0,1,0,0
107,1,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,5,0,1,0,0,4
107,2,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,7,0,1,2,0,4
107,1,公立,一般大學,3002,臺北市立大學,638,105,60,209,16,248
107,2,公立,一般大學,3002,臺北市立大學,603,90,58,200,16,239
108,1,公立,一般大學,0001,國立政治大學,752,125,103,356,16,152
108,2,公立,一般大學,0001,國立政治大學,715,110,92,358,12,143
108,1,公立,一般大學,0002,國立清華大學,723,111,89,371,27,125
108,2,公立,一般大學,0002,國立清華大學,606,96,74,312,16,108
108,1,公立,一般大學,0003,國立臺灣大學,1303,171,128,705,35,264
108,2,公立,一般大學,0003,國立臺灣大學,1227,154,106,669,29,269
108,1,公立,一般大學,0004,國立臺灣師範大學,854,93,83,421,15,242
108,2,公立,一般大學,0004,國立臺灣師範大學,815,80,76,404,19,236
108,1,公立,一般大學,0005,國立成功大學,892,122,124,508,36,102
108,2,公立,一般大學,0005,國立成功大學,836,104,110,491,30,101
108,1,公立,一般大學,0006,國立中興大學,707,69,98,388,38,114
108,2,公立,一般大學,0006,國立中興大學,664,59,75,384,35,111
108,1,公立,一般大學,0007,國立陽明交通大學,533,91,69,295,31,47
108,2,公立,一般大學,0007,國立陽明交通大學,490,82,55,280,25,48
108,1,公立,一般大學,0008,國立中央大學,501,72,80,282,20,47
108,2,公立,一般大學,0008,國立中央大學,473,57,79,270,20,47
108,1,公立,一般大學,0009,國立中山大學,471,56,74,267,10,64
108,2,公立,一般大學,0009,國立中山大學,438,46,64,255,11,62
108,1,公立,一般大學,0012,國立臺灣海洋大學,472,52,70,246,21,83
108,2,公立,一般大學,0012,國立臺灣海洋大學,444,45,60,239,18,82
108,1,公立,一般大學,0013,國立中正大學,565,68,90,303,19,85
108,2,公立,一般大學,0013,國立中正大學,529,60,77,288,21,83
108,1,公立,一般大學,0014,國立高雄師範大學,541,51,53,182,9,246
108,2,公立,一般大學,0014,國立高雄師範大學,508,43,43,173,10,239
108,1,公立,一般大學,0015,國立彰化師範大學,488,49,76,235,22,106
108,2,公立,一般大學,0015,國立彰化師範大學,468,41,68,233,20,106
108,1,公立,一般大學,0016,國立陽明大學,146,18,14,89,4,21
108,2,公立,一般大學,0016,國立陽明大學,140,17,11,86,4,22
108,1,公立,一般大學,0017,國立臺北大學,472,68,49,250,10,95
108,2,公立,一般大學,0017,國立臺北大學,470,64,44,256,10,96
108,1,公立,一般大學,0018,國立嘉義大學,790,91,153,362,42,142
108,2,公立,一般大學,0018,國立嘉義大學,749,85,119,365,40,140
108,1,公立,一般大學,0019,國立高雄大學,370,50,51,151,12,106
108,2,公立,一般大學,0019,國立高雄大學,355,47,49,150,8,101
108,1,公立,一般大學,0020,國立東華大學,1152,158,104,299,14,577
108,2,公立,一般大學,0020,國立東華大學,1136,137,98,308,15,578
108,1,公立,一般大學,0021,國立暨南國際大學,556,50,81,150,16,259
108,2,公立,一般大學,0021,國立暨南國際大學,552,46,73,152,18,263
108,1,公立,技專校院,0022,國立臺灣科技大學,566,81,93,284,18,90
108,2,公立,技專校院,0022,國立臺灣科技大學,518,74,69,273,18,84
108,1,公立,技專校院,0023,國立雲林科技大學,667,108,128,318,39,74
108,2,公立,技專校院,0023,國立雲林科技大學,651,94,120,324,41,72
108,1,公立,技專校院,0024,國立屏東科技大學,1062,205,281,392,36,148
108,2,公立,技專校院,0024,國立屏東科技大學,1001,181,260,387,30,143
108,1,公立,技專校院,0025,國立臺北科技大學,783,135,130,384,25,109
108,2,公立,技專校院,0025,國立臺北科技大學,751,110,127,383,26,105
108,1,公立,一般大學,0028,國立臺北藝術大學,154,13,17,82,2,40
108,2,公立,一般大學,0028,國立臺北藝術大學,150,13,16,76,1,44
108,1,公立,一般大學,0029,國立臺灣藝術大學,294,20,30,154,9,81
108,2,公立,一般大學,0029,國立臺灣藝術大學,275,21,22,148,9,75
108,1,公立,一般大學,0030,國立臺東大學,686,97,61,129,7,392
108,2,公立,一般大學,0030,國立臺東大學,642,74,53,131,8,376
108,1,公立,一般大學,0031,國立宜蘭大學,463,57,51,209,6,140
108,2,公立,一般大學,0031,國立宜蘭大學,464,50,53,212,8,141
108,1,公立,一般大學,0032,國立聯合大學,580,94,95,286,31,74
108,2,公立,一般大學,0032,國立聯合大學,550,84,84,277,32,73
108,1,公立,技專校院,0033,國立虎尾科技大學,953,195,198,439,48,73
108,2,公立,技專校院,0033,國立虎尾科技大學,918,149,179,458,53,79
108,1,公立,一般大學,0035,國立臺南藝術大學,122,14,14,52,2,40
108,2,公立,一般大學,0035,國立臺南藝術大學,108,12,9,48,0,39
108,1,公立,一般大學,0036,國立臺南大學,408,61,78,181,20,68
108,2,公立,一般大學,0036,國立臺南大學,394,55,76,176,19,68
108,1,公立,一般大學,0037,國立臺北教育大學,319,38,19,143,5,114
108,2,公立,一般大學,0037,國立臺北教育大學,322,34,19,146,6,117
108,1,公立,一般大學,0039,國立臺中教育大學,294,43,32,121,13,85
108,2,公立,一般大學,0039,國立臺中教育大學,276,39,27,119,11,80
108,1,公立,技專校院,0042,國立澎湖科技大學,276,69,51,122,13,21
108,2,公立,技專校院,0042,國立澎湖科技大學,257,57,42,125,13,20
108,1,公立,技專校院,0043,國立勤益科技大學,1043,199,218,448,63,115
108,2,公立,技專校院,0043,國立勤益科技大學,979,163,192,452,59,113
108,1,公立,一般大學,0044,國立體育大學,336,43,22,85,4,182
108,2,公立,一般大學,0044,國立體育大學,318,39,17,78,4,180
108,1,公立,技專校院,0046,國立臺北護理健康大學,465,89,82,193,19,82
108,2,公立,技專校院,0046,國立臺北護理健康大學,438,86,73,181,18,80
108,1,公立,技專校院,0047,國立高雄餐旅大學,432,70,101,144,19,98
108,2,公立,技專校院,0047,國立高雄餐旅大學,406,59,84,148,20,95
108,1,公立,一般大學,0048,國立金門大學,334,63,48,162,18,43
108,2,公立,一般大學,0048,國立金門大學,316,58,45,154,14,45
108,1,公立,一般大學,0049,國立臺灣體育運動大學,462,65,73,96,14,214
108,2,公立,一般大學,0049,國立臺灣體育運動大學,421,61,54,94,16,196
108,1,公立,技專校院,0050,國立臺中科技大學,1783,419,430,610,54,270
108,2,公立,技專校院,0050,國立臺中科技大學,1664,354,394,606,54,256
108,1,公立,技專校院,0051,國立臺北商業大學,889,180,96,348,18,247
108,2,公立,技專校院,0051,國立臺北商業大學,850,159,90,345,21,235
108,1,公立,一般大學,0052,國立屏東大學,1071,145,229,340,25,332
108,2,公立,一般大學,0052,國立屏東大學,1000,127,189,344,29,311
108,1,公立,技專校院,0053,國立高雄科技大學,2456,463,642,1000,94,257
108,2,公立,技專校院,0053,國立高雄科技大學,2282,401,557,985,90,249
108,1,公立,技專校院,0144,國立臺灣戲曲學院,84,29,15,22,0,18
108,2,公立,技專校院,0144,國立臺灣戲曲學院,71,25,9,18,2,17
108,1,公立,技專校院,0221,國立臺南護理專科學校,341,99,103,86,11,42
108,2,公立,技專校院,0221,國立臺南護理專科學校,318,89,88,90,10,41
108,1,公立,技專校院,0222,國立臺東專科學校,264,54,35,67,5,103
108,2,公立,技專校院,0222,國立臺東專科學校,233,41,33,65,3,91
108,1,私立,一般大學,1001,東海大學,861,163,167,442,38,51
108,2,私立,一般大學,1001,東海大學,831,148,155,443,33,52
108,1,私立,一般大學,1002,輔仁大學,1442,235,161,713,28,305
108,2,私立,一般大學,1002,輔仁大學,1381,206,145,702,26,302
108,1,私立,一般大學,1003,東吳大學,809,148,108,412,20,121
108,2,私立,一般大學,1003,東吳大學,772,141,97,401,19,114
108,1,私立,一般大學,1004,中原大學,842,132,105,434,35,136
108,2,私立,一般大學,1004,中原大學,830,124,109,432,31,134
108,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1298,249,148,672,56,173
108,2,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1269,224,150,668,56,171
108,1,私立,一般大學,1006,中國文化大學,1780,423,235,780,40,302
108,2,私立,一般大學,1006,中國文化大學,1690,361,239,763,40,287
108,1,私立,一般大學,1007,逢甲大學,1058,173,220,564,48,53
108,2,私立,一般大學,1007,逢甲大學,1035,148,220,568,45,54
108,1,私立,一般大學,1008,靜宜大學,884,177,190,385,38,94
108,2,私立,一般大學,1008,靜宜大學,881,158,186,396,40,101
108,1,私立,一般大學,1009,長庚大學,251,27,35,156,6,27
108,2,私立,一般大學,1009,長庚大學,236,24,24,157,4,27
108,1,私立,一般大學,1010,元智大學,352,60,46,209,15,22
108,2,私立,一般大學,1010,元智大學,349,58,39,213,17,22
108,1,私立,一般大學,1011,中華大學學校財團法人中華大學,385,69,55,200,21,40
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,366,61,50,196,20,39
108,1,私立,一般大學,1012,大葉大學,843,144,233,331,35,100
108,2,私立,一般大學,1012,大葉大學,778,132,202,323,30,91
108,1,私立,一般大學,1013,華梵大學,107,27,14,60,0,6
108,2,私立,一般大學,1013,華梵大學,99,21,12,60,0,6
108,1,私立,一般大學,1014,義守大學,1385,221,246,445,42,431
108,2,私立,一般大學,1014,義守大學,1306,193,217,449,37,410
108,1,私立,一般大學,1015,世新大學,931,201,134,327,23,246
108,2,私立,一般大學,1015,世新大學,900,186,120,332,26,236
108,1,私立,一般大學,1016,銘傳大學,1048,196,140,533,42,137
108,2,私立,一般大學,1016,銘傳大學,1013,190,124,530,41,128
