學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學雜費減免人數-小計,學雜費減免人數-低收入戶學生,學雜費減免人數-中低收入戶學生,學雜費減免人數-身心障礙學生及身心障礙人士子女,學雜費減免人數-特殊境遇家庭之子女,學雜費減免人數-原住民學生
109,2,私立,技專校院,1040,建國科技大學,908,152,283,387,47,39
109,1,私立,技專校院,1041,明志科技大學,331,63,46,182,7,33
109,2,私立,技專校院,1041,明志科技大學,321,57,42,181,7,34
109,1,私立,技專校院,1042,高苑科技大學,370,65,83,156,7,59
109,2,私立,技專校院,1042,高苑科技大學,345,52,69,157,8,59
109,1,私立,技專校院,1043,大仁科技大學,1106,200,188,277,7,434
109,2,私立,技專校院,1043,大仁科技大學,1015,170,170,266,9,400
109,1,私立,技專校院,1044,聖約翰科技大學,303,77,33,127,6,60
109,2,私立,技專校院,1044,聖約翰科技大學,281,68,27,123,7,56
109,1,私立,技專校院,1045,嶺東科技大學,1305,341,342,443,66,113
109,2,私立,技專校院,1045,嶺東科技大學,1209,281,313,435,72,108
109,1,私立,技專校院,1046,中國科技大學,991,336,139,372,22,122
109,2,私立,技專校院,1046,中國科技大學,937,295,125,374,25,118
109,1,私立,技專校院,1047,中臺科技大學,1067,277,231,390,54,115
109,2,私立,技專校院,1047,中臺科技大學,950,229,220,363,42,96
109,1,私立,一般大學,1048,亞洲大學,931,184,170,402,56,119
109,2,私立,一般大學,1048,亞洲大學,906,173,168,398,53,114
109,1,私立,一般大學,1049,開南大學,586,100,64,211,15,196
109,2,私立,一般大學,1049,開南大學,551,94,60,204,16,177
109,1,私立,一般大學,1050,佛光大學,282,73,44,115,7,43
109,2,私立,一般大學,1050,佛光大學,265,65,39,115,6,40
109,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1524,318,387,586,61,172
109,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1417,287,336,571,60,163
109,1,私立,技專校院,1052,遠東科技大學,756,162,189,272,16,117
109,2,私立,技專校院,1052,遠東科技大學,672,137,146,271,15,103
109,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,686,137,102,317,32,98
109,2,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,653,113,100,320,26,94
109,1,私立,技專校院,1054,景文科技大學,750,206,122,313,12,97
109,2,私立,技專校院,1054,景文科技大學,687,174,100,308,11,94
109,1,私立,技專校院,1055,中華醫事科技大學,1347,293,374,508,61,111
109,2,私立,技專校院,1055,中華醫事科技大學,1267,260,327,510,59,111
109,1,私立,技專校院,1056,東南科技大學,817,285,106,306,6,114
109,2,私立,技專校院,1056,東南科技大學,749,239,106,289,4,111
109,1,私立,技專校院,1057,德明財經科技大學,720,239,118,305,22,36
109,2,私立,技專校院,1057,德明財經科技大學,685,193,124,306,22,40
109,1,私立,一般大學,1058,明道學校財團法人明道大學,354,70,105,149,12,18
109,2,私立,一般大學,1058,明道學校財團法人明道大學,332,56,96,146,15,19
109,1,私立,技專校院,1060,南開科技大學,577,84,136,290,16,51
109,2,私立,技專校院,1060,南開科技大學,546,72,116,291,17,50
109,1,私立,技專校院,1061,中華學校財團法人中華科技大學,546,134,84,218,12,98
109,2,私立,技專校院,1061,中華學校財團法人中華科技大學,528,123,79,225,11,90
109,1,私立,技專校院,1062,僑光科技大學,1152,306,297,409,49,91
109,2,私立,技專校院,1062,僑光科技大學,1044,241,255,407,51,90
109,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,602,101,64,313,25,99
109,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,551,83,58,294,21,95
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,1687,328,416,338,22,583
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,1591,282,387,339,20,563
109,1,私立,技專校院,1065,吳鳳科技大學,782,164,152,368,35,63
109,2,私立,技專校院,1065,吳鳳科技大學,744,140,139,370,33,62
109,1,私立,技專校院,1066,環球學校財團法人環球科技大學,693,144,90,255,17,187
109,2,私立,技專校院,1066,環球學校財團法人環球科技大學,626,118,74,246,12,176
109,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,215,55,48,87,7,18
109,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,198,48,40,88,5,17
109,1,私立,技專校院,1068,中州學校財團法人中州科技大學,438,82,117,190,9,40
109,2,私立,技專校院,1068,中州學校財團法人中州科技大學,398,67,100,183,11,37
109,1,私立,技專校院,1069,修平學校財團法人修平科技大學,793,187,156,346,42,62
109,2,私立,技專校院,1069,修平學校財團法人修平科技大學,722,147,143,340,35,57
109,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,712,144,129,281,48,110
109,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,686,114,121,289,49,113
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1331,471,196,441,21,202
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1236,390,201,433,22,190
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,123,16,7,65,5,30
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,114,11,10,60,4,29
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1155,245,135,413,18,344
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1089,211,122,398,18,340
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,759,139,204,295,40,81
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,702,122,176,291,36,77
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,510,162,58,230,4,56
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,481,133,59,230,7,52
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,978,117,46,109,10,696
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,942,90,44,109,11,688
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,1010,242,161,450,17,140
109,2,私立,技專校院,1078,致理學校財團法人致理科技大學,981,201,158,460,20,142
109,1,私立,一般大學,1079,康寧學校財團法人康寧大學,384,177,66,107,1,33
109,2,私立,一般大學,1079,康寧學校財團法人康寧大學,379,181,53,107,3,35
109,1,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,674,167,90,303,13,101
109,2,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,629,141,83,300,14,91
109,1,私立,技專校院,1081,東方學校財團法人東方設計大學,343,74,74,143,5,47
109,2,私立,技專校院,1081,東方學校財團法人東方設計大學,314,65,69,133,6,41
109,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,644,107,46,196,4,291
109,2,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,605,97,37,190,3,278
109,1,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,831,223,74,415,15,104
109,2,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,780,205,75,390,17,93
109,1,私立,技專校院,1084,亞東學校財團法人亞東科技大學,449,121,64,218,12,34
109,2,私立,技專校院,1084,亞東學校財團法人亞東科技大學,424,109,65,207,10,33
109,1,私立,一般大學,1125,中信學校財團法人中信金融管理學院,98,16,16,30,3,33
109,2,私立,一般大學,1125,中信學校財團法人中信金融管理學院,88,14,13,30,2,29
109,1,私立,技專校院,1148,大漢技術學院,474,34,4,91,0,345
109,2,私立,技專校院,1148,大漢技術學院,445,36,4,90,0,315
109,1,私立,技專校院,1159,和春技術學院,139,33,14,57,1,34
109,2,私立,技專校院,1159,和春技術學院,132,25,13,58,0,36
109,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,456,85,32,178,10,151
109,2,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,411,67,25,177,7,135
109,1,私立,技專校院,1182,蘭陽技術學院,148,22,19,53,1,53
109,2,私立,技專校院,1182,蘭陽技術學院,111,16,14,50,0,31
109,1,私立,技專校院,1183,黎明技術學院,827,222,118,333,3,151
109,2,私立,技專校院,1183,黎明技術學院,759,189,103,327,3,137
109,1,私立,技專校院,1185,經國管理暨健康學院,633,186,87,248,5,107
109,2,私立,技專校院,1185,經國管理暨健康學院,602,172,81,243,5,101
109,1,私立,技專校院,1188,大同技術學院,261,52,46,119,8,36
109,2,私立,技專校院,1188,大同技術學院,239,51,38,112,7,31
109,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,50,7,4,21,4,14
109,2,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,49,8,2,21,4,14
109,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6,1,0,5,0,0
109,2,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6,1,0,5,0,0
109,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,800,267,106,185,18,224
109,2,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,765,241,101,190,15,218
109,1,私立,技專校院,1283,仁德醫護管理專科學校,995,268,224,291,54,158
109,2,私立,技專校院,1283,仁德醫護管理專科學校,945,232,211,294,50,158
109,1,私立,技專校院,1284,樹人醫護管理專科學校,1392,351,482,316,34,209
109,2,私立,技專校院,1284,樹人醫護管理專科學校,1313,324,441,308,34,206
109,1,私立,技專校院,1285,慈惠醫護管理專科學校,1269,294,383,213,21,358
109,2,私立,技專校院,1285,慈惠醫護管理專科學校,1199,271,349,214,20,345
109,1,私立,技專校院,1286,耕莘健康管理專科學校,737,224,122,212,21,158
109,2,私立,技專校院,1286,耕莘健康管理專科學校,700,201,120,211,19,149
109,1,私立,技專校院,1287,敏惠醫護管理專科學校,707,150,275,184,41,57
109,2,私立,技專校院,1287,敏惠醫護管理專科學校,673,146,243,180,40,64
109,1,私立,技專校院,1289,育英醫護管理專科學校,384,118,132,77,10,47
109,2,私立,技專校院,1289,育英醫護管理專科學校,357,108,120,78,8,43
109,1,私立,技專校院,1291,聖母醫護管理專科學校,501,103,77,123,13,185
109,2,私立,技專校院,1291,聖母醫護管理專科學校,459,92,69,119,10,169
109,1,私立,技專校院,1292,新生醫護管理專科學校,1154,327,116,244,34,433
109,2,私立,技專校院,1292,新生醫護管理專科學校,1119,310,105,237,36,431
109,1,私立,技專校院,1293,崇仁醫護管理專科學校,540,140,170,161,33,36
109,2,私立,技專校院,1293,崇仁醫護管理專科學校,512,143,142,161,30,36
109,1,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,4,0,0,1,0,3
109,2,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,5,0,0,2,0,3
109,1,私立,宗教研修學院,1R03,臺北基督學院,18,1,3,3,0,11
109,2,私立,宗教研修學院,1R03,臺北基督學院,18,1,3,4,0,10
109,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,14,4,1,8,1,0
109,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,12,4,1,6,1,0
109,1,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,16,1,0,5,0,10
109,2,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,15,1,0,4,0,10
109,1,私立,宗教研修學院,1R06,一貫道崇德學院,0,0,0,0,0,0
109,2,私立,宗教研修學院,1R06,一貫道崇德學院,0,0,0,0,0,0
109,1,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,13,0,0,5,0,8
109,2,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,13,0,0,5,0,8
109,1,私立,宗教研修學院,1R08,中華福音神學研究學院,0,0,0,0,0,0
109,2,私立,宗教研修學院,1R08,中華福音神學研究學院,0,0,0,0,0,0
109,1,私立,宗教研修學院,1R09,唯心聖教學院,0,0,0,0,0,0
109,2,私立,宗教研修學院,1R09,唯心聖教學院,0,0,0,0,0,0
109,1,公立,一般大學,3002,臺北市立大學,683,89,66,204,16,308
109,2,公立,一般大學,3002,臺北市立大學,670,80,68,204,16,302
