學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,專任教師數-教師總數,專任教師數-教師總數男,專任教師數-教師總數女,專任教師數-教授男,專任教師數-教授女,專任教師數-副教授男,專任教師數-副教授女,專任教師數-助理教授男,專任教師數-助理教授女,專任教師數-講師男,專任教師數-講師女,專任教師數-其他教師男,專任教師數-其他教師女,專任助理教授以上總人數,專任助理教授以上總人數男,專任助理教授以上總人數女,專任講師以上總人數,專任講師以上總人數男,專任講師以上總人數女
106,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,22,19,3,9,1,7,1,3,1,0,0,0,0,22,19,3,22,19,3
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,22,21,1,17,1,2,0,2,0,0,0,0,0,22,21,1,22,21,1
106,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,6,6,0,2,0,4,0,0,0,0,0,0,0,6,6,0,6,6,0
106,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,8,7,1,6,1,1,0,0,0,0,0,0,0,8,7,1,8,7,1
106,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,26,25,1,20,1,1,0,4,0,0,0,0,0,26,25,1,26,25,1
106,公立,一般大學,0003,國立臺灣大學,07194083,醫學工程學研究所,12,11,1,10,0,1,1,0,0,0,0,0,0,12,11,1,12,11,1
106,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,12,9,3,7,0,1,2,1,1,0,0,0,0,12,9,3,12,9,3
106,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,7,4,3,1,1,2,1,1,1,0,0,0,0,7,4,3,7,4,3
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,56,49,7,31,3,9,0,8,2,0,0,1,2,53,48,5,53,48,5
106,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,23,21,2,15,1,5,1,1,0,0,0,0,0,23,21,2,23,21,2
106,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,21,14,7,4,3,5,0,5,4,0,0,0,0,21,14,7,21,14,7
106,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,19,16,3,10,2,5,1,1,0,0,0,0,0,19,16,3,19,16,3
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,19,11,8,7,2,2,4,2,2,0,0,0,0,19,11,8,19,11,8
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,15,9,6,9,2,0,4,0,0,0,0,0,0,15,9,6,15,9,6
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,12,7,5,5,4,2,1,0,0,0,0,0,0,12,7,5,12,7,5
106,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,14,7,7,2,1,2,5,3,1,0,0,0,0,14,7,7,14,7,7
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,12,7,5,5,3,0,1,2,1,0,0,0,0,12,7,5,12,7,5
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,23,19,4,5,3,9,0,5,1,0,0,0,0,23,19,4,23,19,4
106,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,7,6,1,3,0,2,0,1,1,0,0,0,0,7,6,1,7,6,1
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,16,13,3,6,0,5,2,2,1,0,0,0,0,16,13,3,16,13,3
106,公立,一般大學,0003,國立臺灣大學,08411105,臨床動物醫學研究所,11,5,6,2,1,0,3,3,2,0,0,0,0,11,5,6,11,5,6
106,公立,一般大學,0003,國立臺灣大學,08411106,分子暨比較病理生物學研究所,7,5,2,4,0,0,1,1,1,0,0,0,0,7,5,2,7,5,2
106,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,18,13,5,3,0,4,2,5,3,1,0,0,0,17,12,5,18,13,5
106,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,8,3,5,2,1,1,2,0,2,0,0,0,0,8,3,5,8,3,5
106,公立,一般大學,0003,國立臺灣大學,09111139,口腔生物科學研究所,7,5,2,2,1,1,1,2,0,0,0,0,0,7,5,2,7,5,2
106,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,12,5,7,3,5,2,1,0,1,0,0,0,0,12,5,7,12,5,7
106,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,157,136,21,87,13,35,6,12,1,2,1,0,0,154,134,20,157,136,21
106,公立,一般大學,0003,國立臺灣大學,09121108,臨床醫學研究所,8,7,1,6,0,1,1,0,0,0,0,0,0,8,7,1,8,7,1
106,公立,一般大學,0003,國立臺灣大學,09121109,分子醫學研究所,7,2,5,1,1,1,1,0,3,0,0,0,0,7,2,5,7,2,5
106,公立,一般大學,0003,國立臺灣大學,09121110,免疫學研究所,6,5,1,3,0,2,1,0,0,0,0,0,0,6,5,1,6,5,1
106,公立,一般大學,0003,國立臺灣大學,09121111,生理學研究所,10,7,3,5,1,1,2,1,0,0,0,0,0,10,7,3,10,7,3
106,公立,一般大學,0003,國立臺灣大學,09121112,病理學研究所,11,8,3,2,1,2,2,3,0,1,0,0,0,10,7,3,11,8,3
106,公立,一般大學,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,11,8,3,5,1,1,1,2,1,0,0,0,0,11,8,3,11,8,3
106,公立,一般大學,0003,國立臺灣大學,09121118,腫瘤醫學研究所,14,11,3,7,0,2,0,2,3,0,0,0,0,14,11,3,14,11,3
106,公立,一般大學,0003,國立臺灣大學,09121120,基因體暨蛋白體醫學研究所,6,5,1,1,0,2,0,2,1,0,0,0,0,6,5,1,6,5,1
106,公立,一般大學,0003,國立臺灣大學,09121121,醫學教育暨生醫倫理研究所,10,8,2,4,2,2,0,1,0,1,0,0,0,9,7,2,10,8,2
106,公立,一般大學,0003,國立臺灣大學,09121140,法醫學研究所,6,3,3,2,0,0,3,0,0,1,0,0,0,5,2,3,6,3,3
106,公立,一般大學,0003,國立臺灣大學,09121142,腦與心智科學研究所,5,5,0,0,0,1,0,4,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,22,0,22,0,8,0,5,0,9,0,0,0,0,22,0,22,22,0,22
106,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,15,4,11,1,7,2,0,1,3,0,0,0,1,14,4,10,14,4,10
106,公立,一般大學,0003,國立臺灣大學,09141143,醫療器材與醫學影像研究所,6,6,0,3,0,2,0,1,0,0,0,0,0,6,6,0,6,6,0
106,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,16,5,11,2,3,0,3,3,4,0,1,0,0,15,5,10,16,5,11
106,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,11,3,8,2,2,0,4,1,2,0,0,0,0,11,3,8,11,3,8
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,18,8,10,5,3,3,3,0,3,0,1,0,0,17,8,9,18,8,10
106,公立,一般大學,0003,國立臺灣大學,09161130,藥理學研究所,9,6,3,0,3,2,0,4,0,0,0,0,0,9,6,3,9,6,3
106,公立,一般大學,0003,國立臺灣大學,09161131,臨床藥學研究所,7,0,7,0,1,0,4,0,2,0,0,0,0,7,0,7,7,0,7
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,8,1,7,1,6,0,1,0,0,0,0,0,0,8,1,7,8,1,7
106,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,10,10,0,4,0,0,0,6,0,0,0,0,0,10,10,0,10,10,0
106,公立,一般大學,0003,國立臺灣大學,09191125,環境衛生研究所,7,3,4,2,1,1,1,0,2,0,0,0,0,7,3,4,7,3,4
106,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,12,11,1,6,0,3,1,2,0,0,0,0,0,12,11,1,12,11,1
106,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,9,6,3,5,1,0,1,1,1,0,0,0,0,9,6,3,9,6,3
106,公立,一般大學,0003,國立臺灣大學,09191128,健康行為與社區科學研究所,6,2,4,0,1,2,0,0,3,0,0,0,0,6,2,4,6,2,4
106,公立,一般大學,0003,國立臺灣大學,09191157,食品安全與健康研究所,5,5,0,3,0,0,0,2,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0003,國立臺灣大學,09199141,毒理學研究所,6,4,2,2,1,1,0,1,1,0,0,0,0,6,4,2,6,4,2
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,17,4,13,2,8,1,3,1,2,0,0,0,0,17,4,13,17,4,13
106,公立,一般大學,0003,國立臺灣大學,10152145,運動設施與健康管理碩士學位學程,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
106,公立,一般大學,0003,國立臺灣大學,99999999,凝態科學研究中心,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,99999Z01,共同教育中心,40,20,20,5,4,7,5,4,8,4,3,0,0,33,16,17,40,20,20
106,公立,一般大學,0003,國立臺灣大學,99999Z03,學生事務處,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,17,10,7,6,1,3,2,1,4,0,0,0,0,17,10,7,17,10,7
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,15,2,13,1,7,1,2,0,3,0,0,0,1,14,2,12,14,2,12
106,公立,一般大學,0004,國立臺灣師範大學,01114019,教育政策與行政研究所,5,2,3,1,1,1,2,0,0,0,0,0,0,5,2,3,5,2,3
106,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,7,1,6,0,6,1,0,0,0,0,0,0,0,7,1,6,7,1,6
106,公立,一般大學,0004,國立臺灣師範大學,01116014,資訊教育研究所,7,5,2,3,1,1,1,1,0,0,0,0,0,7,5,2,7,5,2
106,公立,一般大學,0004,國立臺灣師範大學,01116079,學習科學學士學位學程,5,5,0,2,0,2,0,1,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,18,12,6,3,1,7,5,1,0,1,0,0,0,17,11,6,18,12,6
106,公立,一般大學,0004,國立臺灣師範大學,01131006,科學教育研究所,12,4,8,3,6,1,0,0,2,0,0,0,0,12,4,8,12,4,8
106,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,12,6,6,3,2,3,0,0,4,0,0,0,0,12,6,6,12,6,6
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,20,3,17,1,7,1,6,1,4,0,0,0,0,20,3,17,20,3,17
106,公立,一般大學,0004,國立臺灣師範大學,01141010,工業教育學系,17,13,4,11,1,2,2,0,1,0,0,0,0,17,13,4,17,13,4
106,公立,一般大學,0004,國立臺灣師範大學,01141013,環境教育研究所,7,5,2,4,0,1,2,0,0,0,0,0,0,7,5,2,7,5,2
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,35,29,6,13,2,7,2,6,0,3,2,0,0,30,26,4,35,29,6
106,公立,一般大學,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,14,8,6,5,3,2,2,1,1,0,0,0,0,14,8,6,14,8,6
106,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,14,11,3,7,0,2,3,2,0,0,0,0,0,14,11,3,14,11,3
106,公立,一般大學,0004,國立臺灣師範大學,02122037,設計學系,13,11,2,10,2,1,0,0,0,0,0,0,0,13,11,2,13,11,2
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,20,13,7,11,6,1,1,1,0,0,0,0,0,20,13,7,20,13,7
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,36,10,26,7,11,2,12,1,0,0,3,0,0,33,10,23,36,10,26
106,公立,一般大學,0004,國立臺灣師範大學,02151025,民族音樂研究所,4,2,2,1,1,1,0,0,1,0,0,0,0,4,2,2,4,2,2
106,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術研究所,8,6,2,4,0,1,2,1,0,0,0,0,0,8,6,2,8,6,2
106,公立,一般大學,0004,國立臺灣師範大學,02191026,藝術史研究所,5,3,2,1,2,1,0,1,0,0,0,0,0,5,3,2,5,3,2
106,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,18,9,9,4,2,5,2,0,3,0,0,0,2,16,9,7,16,9,7
106,公立,一般大學,0004,國立臺灣師範大學,02221036,臺灣史研究所,5,2,3,0,3,1,0,1,0,0,0,0,0,5,2,3,5,2,3
106,公立,一般大學,0004,國立臺灣師範大學,02299Y15,文學院,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
106,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,51,16,35,5,11,5,15,5,6,1,3,0,0,47,15,32,51,16,35
106,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,8,4,4,1,2,1,1,2,0,0,0,0,1,7,4,3,7,4,3
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,26,8,18,2,7,4,3,1,4,1,4,0,0,21,7,14,26,8,18
106,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,11,2,9,1,3,0,4,1,2,0,0,0,0,11,2,9,11,2,9
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,45,19,26,14,15,3,7,1,0,0,2,1,2,40,18,22,42,18,24
106,公立,一般大學,0004,國立臺灣師範大學,03121039,政治學研究所,6,5,1,5,0,0,0,0,1,0,0,0,0,6,5,1,6,5,1
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,24,8,16,5,8,1,6,2,2,0,0,0,0,24,8,16,24,8,16
106,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,23,19,4,9,2,7,1,3,0,0,0,0,1,22,19,3,22,19,3
106,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,13,9,4,3,1,4,3,2,0,0,0,0,0,13,9,4,13,9,4
106,公立,一般大學,0004,國立臺灣師範大學,03143045,歐洲文化與觀光研究所,5,4,1,2,0,2,1,0,0,0,0,0,0,5,4,1,5,4,1
106,公立,一般大學,0004,國立臺灣師範大學,03199070,復健諮商研究所,5,2,3,1,0,0,2,1,1,0,0,0,0,5,2,3,5,2,3
106,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,6,2,4,1,0,0,4,1,0,0,0,0,0,6,2,4,6,2,4
106,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,8,7,1,4,1,1,0,1,0,1,0,0,0,7,6,1,8,7,1
106,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,7,3,4,3,3,0,1,0,0,0,0,0,0,7,3,4,7,3,4
106,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,7,4,3,2,1,0,2,2,0,0,0,0,0,7,4,3,7,4,3
106,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,7,5,2,3,1,1,0,1,1,0,0,0,0,7,5,2,7,5,2
106,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,8,4,4,3,2,1,1,0,1,0,0,0,0,8,4,4,8,4,4
106,公立,一般大學,0004,國立臺灣師範大學,04199054,國際人力資源發展研究所,6,3,3,0,1,2,1,1,1,0,0,0,0,6,3,3,6,3,3
106,公立,一般大學,0004,國立臺灣師範大學,04199Y31,管理學院,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,29,22,7,15,3,5,3,1,1,1,0,0,0,28,21,7,29,22,7
106,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,29,21,8,16,1,2,3,2,1,0,0,1,3,25,20,5,25,20,5
106,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,16,10,6,6,3,2,1,2,2,0,0,0,0,16,10,6,16,10,6
106,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,30,24,6,13,2,9,3,2,0,0,0,0,1,29,24,5,29,24,5
106,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,32,23,9,15,4,4,2,3,3,1,0,0,0,31,22,9,32,23,9
106,公立,一般大學,0004,國立臺灣師範大學,07121069,海洋環境科技研究所,5,5,0,3,0,2,0,0,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,16,16,0,7,0,8,0,1,0,0,0,0,0,16,16,0,16,16,0
106,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,7,6,1,4,1,2,0,0,0,0,0,0,0,7,6,1,7,6,1
106,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,14,10,4,7,0,1,3,2,1,0,0,0,0,14,10,4,14,10,4
106,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,14,14,0,10,0,3,0,1,0,0,0,0,0,14,14,0,14,14,0
106,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,6,1,5,0,3,1,1,0,1,0,0,0,0,6,1,5,6,1,5
106,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,20,15,5,7,1,3,0,1,2,4,2,0,0,14,11,3,20,15,5
106,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,10,5,5,3,3,2,2,0,0,0,0,0,0,10,5,5,10,5,5
106,公立,一般大學,0004,國立臺灣師範大學,99999999,教務處,7,2,5,1,0,0,2,0,1,1,2,0,0,4,1,3,7,2,5
106,公立,一般大學,0004,國立臺灣師範大學,99999Y43,師資培育學院,8,2,6,1,1,0,2,1,3,0,0,0,0,8,2,6,8,2,6
106,公立,一般大學,0004,國立臺灣師範大學,99999Z03,學生事務處,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,公立,一般大學,0005,國立成功大學,01111103,教育研究所,8,4,4,4,3,0,1,0,0,0,0,0,0,8,4,4,8,4,4
106,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,7,3,4,1,0,0,2,2,2,0,0,0,0,7,3,4,7,3,4
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,13,12,1,6,0,5,0,1,0,0,1,0,0,12,12,0,13,12,1
106,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,7,2,5,0,2,1,2,1,1,0,0,0,0,7,2,5,7,2,5
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,22,13,9,4,1,7,6,2,2,0,0,0,0,22,13,9,22,13,9
106,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,5,5,0,1,0,0,0,4,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0005,國立成功大學,02299Y15,文學院,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,34,11,23,4,10,3,4,2,3,2,6,0,0,26,9,17,34,11,23
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,15,6,9,3,1,3,8,0,0,0,0,0,0,15,6,9,15,6,9
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,30,12,18,5,6,4,6,2,6,0,0,1,0,29,11,18,29,11,18
106,公立,一般大學,0005,國立成功大學,03111114,經濟學系,14,9,5,3,3,3,1,3,1,0,0,0,0,14,9,5,14,9,5
106,公立,一般大學,0005,國立成功大學,03121115,政治學系,9,6,3,3,0,1,1,2,2,0,0,0,0,9,6,3,9,6,3
106,公立,一般大學,0005,國立成功大學,03121116,政治經濟研究所,7,6,1,5,1,1,0,0,0,0,0,0,0,7,6,1,7,6,1
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,12,7,5,2,1,1,2,4,2,0,0,0,0,12,7,5,12,7,5
106,公立,一般大學,0005,國立成功大學,03131118,行為醫學研究所,3,0,3,0,1,0,1,0,1,0,0,0,0,3,0,3,3,0,3
106,公立,一般大學,0005,國立成功大學,04111120,會計學系,8,6,2,3,0,2,0,1,2,0,0,0,0,8,6,2,8,6,2
106,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,8,6,2,2,0,4,0,0,2,0,0,0,0,8,6,2,8,6,2
106,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,13,6,7,2,2,2,3,2,2,0,0,0,0,13,6,7,13,6,7
106,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,6,3,3,3,1,0,1,0,1,0,0,0,0,6,3,3,6,3,3
106,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),6,3,3,1,0,0,1,2,2,0,0,0,0,6,3,3,6,3,3
106,公立,一般大學,0005,國立成功大學,04199024,海洋科技與事務研究所,7,5,2,2,1,2,0,1,1,0,0,0,0,7,5,2,7,5,2
106,公立,一般大學,0005,國立成功大學,04199056,電信管理研究所,5,4,1,3,0,1,0,0,1,0,0,0,0,5,4,1,5,4,1
106,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,15,13,2,9,0,2,1,2,1,0,0,0,0,15,13,2,15,13,2
106,公立,一般大學,0005,國立成功大學,04211001,法律學系,22,13,9,7,4,6,2,0,3,0,0,0,0,22,13,9,22,13,9
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,20,11,9,3,3,6,1,2,4,0,0,0,1,19,11,8,19,11,8
106,公立,一般大學,0005,國立成功大學,05111005,熱帶植物科學研究所,5,3,2,0,0,1,1,2,1,0,0,0,0,5,3,2,5,3,2
106,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,19,12,7,5,4,5,1,2,2,0,0,0,0,19,12,7,19,12,7
106,公立,一般大學,0005,國立成功大學,05122009,微生物及免疫學研究所,10,6,4,2,3,1,1,3,0,0,0,0,0,10,6,4,10,6,4
106,公立,一般大學,0005,國立成功大學,05123010,生物化學暨分子生物學研究所,10,9,1,4,1,3,0,2,0,0,0,0,0,10,9,1,10,9,1
106,公立,一般大學,0005,國立成功大學,05311017,化學系,26,18,8,9,3,4,1,3,2,1,0,1,2,22,16,6,23,17,6
106,公立,一般大學,0005,國立成功大學,05321019,地球科學系,18,15,3,9,0,3,2,3,1,0,0,0,0,18,15,3,18,15,3
106,公立,一般大學,0005,國立成功大學,05331021,物理學系,35,32,3,21,2,5,1,6,0,0,0,0,0,35,32,3,35,32,3
106,公立,一般大學,0005,國立成功大學,05331023,太空與電漿科學研究所,6,6,0,3,0,2,0,1,0,0,0,0,0,6,6,0,6,6,0
106,公立,一般大學,0005,國立成功大學,05411027,數學系,36,30,6,10,2,12,3,8,1,0,0,0,0,36,30,6,36,30,6
106,公立,一般大學,0005,國立成功大學,05421029,統計學系,18,12,6,3,2,4,2,5,2,0,0,0,0,18,12,6,18,12,6
106,公立,一般大學,0005,國立成功大學,06131030,資訊管理研究所,7,6,1,5,0,0,1,1,0,0,0,0,0,7,6,1,7,6,1
106,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,27,24,3,18,1,4,1,2,1,0,0,0,0,27,24,3,27,24,3
106,公立,一般大學,0005,國立成功大學,06131095,醫學資訊研究所,5,5,0,2,0,3,0,0,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,38,32,6,26,3,2,1,3,2,1,0,0,0,37,31,6,38,32,6
106,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,28,26,2,16,2,8,0,2,0,0,0,0,0,28,26,2,28,26,2
106,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,15,13,2,8,0,4,1,1,1,0,0,0,0,15,13,2,15,13,2
106,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,16,15,1,10,0,3,1,2,0,0,0,0,0,16,15,1,16,15,1
106,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,53,49,4,33,2,10,1,5,1,0,0,1,0,52,48,4,52,48,4
106,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,10,10,0,10,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0
106,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,21,19,2,14,1,4,1,1,0,0,0,0,0,21,19,2,21,19,2
106,公立,一般大學,0005,國立成功大學,07141037,電腦與通信工程研究所,17,16,1,13,1,2,0,1,0,0,0,0,0,17,16,1,17,16,1
106,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,7,6,1,4,0,2,0,0,1,0,0,0,0,7,6,1,7,6,1
106,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,51,49,2,32,2,10,0,7,0,0,0,0,0,51,49,2,51,49,2
106,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,31,30,1,21,0,5,0,4,1,0,0,0,0,31,30,1,31,30,1
106,公立,一般大學,0005,國立成功大學,07162100,民航研究所,5,5,0,2,0,3,0,0,0,0,0,0,0,5,5,0,5,5,0
106,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,18,18,0,11,0,4,0,2,0,0,0,1,0,17,17,0,17,17,0
106,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,18,17,1,6,0,6,1,5,0,0,0,0,0,18,17,1,18,17,1
106,公立,一般大學,0005,國立成功大學,07194071,工程科學系,23,22,1,13,0,7,1,2,0,0,0,0,0,23,22,1,23,22,1
106,公立,一般大學,0005,國立成功大學,07211127,食品安全衛生暨風險管理研究所,3,0,3,0,1,0,0,0,2,0,0,0,0,3,0,3,3,0,3
106,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,15,14,1,9,0,3,1,2,0,0,0,0,0,15,14,1,15,14,1
106,公立,一般大學,0005,國立成功大學,07311075,建築學系,27,22,5,8,1,8,2,6,1,0,1,0,0,26,22,4,27,22,5
106,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,16,10,6,4,0,4,2,2,3,0,0,0,1,15,10,5,15,10,5
106,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,35,34,1,21,0,10,1,3,0,0,0,0,0,35,34,1,35,34,1
106,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,16,14,2,7,0,5,0,1,2,1,0,0,0,15,13,2,16,14,2
106,公立,一般大學,0005,國立成功大學,09111096,口腔醫學研究所,9,5,4,2,3,1,0,2,1,0,0,0,0,9,5,4,9,5,4
106,公立,一般大學,0005,國立成功大學,09121053,基礎醫學研究所,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0
106,公立,一般大學,0005,國立成功大學,09121054,分子醫學研究所,8,6,2,1,2,3,0,2,0,0,0,0,0,8,6,2,8,6,2
106,公立,一般大學,0005,國立成功大學,09121077,醫學系,131,114,17,54,4,44,8,15,3,1,2,0,0,128,113,15,131,114,17
