學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別[日間],專業必修實際開設學分數,專業選修實際開設學分數
109,2,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),26,19
109,2,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),17,31
109,2,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),18,10
109,2,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),19,67
109,2,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),30,9
109,2,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),30,9
109,2,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),15,21
109,2,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),57,6
109,2,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),46,57
109,2,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),52,46
109,2,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),53,29
109,2,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),12,8
109,2,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),38,19
109,2,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),19,20
109,2,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),18,16
109,2,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),32,31
109,2,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),38,14
109,2,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),17,6
109,2,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),16,33
109,2,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),31,14
109,2,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,學士班(日間),19,4
109,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,學士班(日間),46,89
109,2,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,學士班(日間),23,12
109,2,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),17,3
109,2,公立,一般大學,0003,國立臺灣大學,07151161,生物機電工程學系,學士班(日間),30,6
109,2,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學系,學士班(日間),42,30
109,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),43,14
109,2,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),21,5
109,2,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),23,18
109,2,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),33,25
109,2,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),36,14
109,2,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),15,6
109,2,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),23,15
109,2,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),24,29
109,2,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),16,3
109,2,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),99,26
109,2,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),55,15
109,2,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,學士班(日間),104,0
109,2,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,學士班(日間),138,116
109,2,公立,一般大學,0003,國立臺灣大學,09131134,學士後護理學系,學士班(日間),26,0
109,2,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),45,2
109,2,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,學士班(日間),17,8
109,2,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),99,30
109,2,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,學士班(日間),58,18
109,2,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,學士班(日間),32,14
109,2,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),23,39
109,2,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),28,14
109,2,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),32,26
109,2,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),40,39
109,2,公立,一般大學,0004,國立臺灣師範大學,01116079,學習科學學士學位學程,學士班(日間),8,18
109,2,公立,一般大學,0004,國立臺灣師範大學,01121086,學士後學位學程教保員專班,學士班(日間),8,5
109,2,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,學士班(日間),48,54
109,2,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,學士班(日間),7,45
109,2,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,學士班(日間),28,34
109,2,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),0,18
109,2,公立,一般大學,0004,國立臺灣師範大學,01141010,工業教育學系,學士班(日間),22,43
109,2,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),57,82
109,2,公立,一般大學,0004,國立臺灣師範大學,01199021,教育學院學士班,學士班(日間),0,2
109,2,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,學士班(日間),53,44
109,2,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,學士班(日間),46,59
109,2,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),22,51
109,2,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),232,94.50
109,2,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術學士學位學程,學士班(日間),18,32
109,2,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,學士班(日間),30,76
109,2,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),126,75
109,2,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,學士班(日間),46,22
109,2,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,學士班(日間),11,40
109,2,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,學士班(日間),66,83
109,2,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),41,44
109,2,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,學士班(日間),27,56
109,2,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),12,68
109,2,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,學士班(日間),19,60
109,2,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),36,24
109,2,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),25,91
109,2,公立,一般大學,0004,國立臺灣師範大學,05191083,營養科學學士學位學程,學士班(日間),21,19
109,2,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,學士班(日間),33,26
109,2,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,學士班(日間),9,69
109,2,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),39,48
109,2,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,學士班(日間),59,74
109,2,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,學士班(日間),18,60
109,2,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,學士班(日間),28,27
109,2,公立,一般大學,0004,國立臺灣師範大學,07141080,光電工程學士學位學程,學士班(日間),17,15
109,2,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,學士班(日間),33,42
109,2,公立,一般大學,0004,國立臺灣師範大學,07161081,車輛與能源工程學士學位學程,學士班(日間),18,19
109,2,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),246,46
109,2,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),56,31
109,2,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),12,76
109,2,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),92,60
109,2,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),22,60
109,2,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),35,46
109,2,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),36,36
109,2,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),27,34
109,2,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),33,33
109,2,公立,一般大學,0005,國立成功大學,04111120,會計學系,學士班(日間),28,34
109,2,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),30,32
109,2,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,學士班(日間),36,44
109,2,公立,一般大學,0005,國立成功大學,04212001,法律學系,學士班(日間),37,41
109,2,公立,一般大學,0005,國立成功大學,05111003,生命科學系,學士班(日間),24,50
109,2,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,學士班(日間),24,31
109,2,公立,一般大學,0005,國立成功大學,05311017,化學系,學士班(日間),40,16
109,2,公立,一般大學,0005,國立成功大學,05321019,地球科學系,學士班(日間),25,52
109,2,公立,一般大學,0005,國立成功大學,05331021,物理學系,學士班(日間),32,30
109,2,公立,一般大學,0005,國立成功大學,05411027,數學系,學士班(日間),26,24
109,2,公立,一般大學,0005,國立成功大學,05421029,統計學系,學士班(日間),31,36
109,2,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),26,45
109,2,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,學士班(日間),117,25
109,2,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,學士班(日間),47,31
109,2,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,學士班(日間),36,26
109,2,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,學士班(日間),43,17
109,2,公立,一般大學,0005,國立成功大學,07132052,能源工程國際學士學位學程,學士班(日間),31,28
109,2,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),91,82
109,2,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,學士班(日間),35,7
109,2,公立,一般大學,0005,國立成功大學,07141071,工程科學系,學士班(日間),32,36
109,2,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),114,58
109,2,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,學士班(日間),46,40
109,2,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,學士班(日間),36,44
109,2,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,學士班(日間),34,20
109,2,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,學士班(日間),30,51
109,2,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),42,33
109,2,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),37,31
109,2,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),45,60
109,2,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,學士班(日間),34,33
109,2,公立,一般大學,0005,國立成功大學,09111130,牙醫學系,學士班(日間),28,2
109,2,公立,一般大學,0005,國立成功大學,09121077,醫學系,學士班(日間),121,76
109,2,公立,一般大學,0005,國立成功大學,09131090,護理學系,學士班(日間),41,15
109,2,公立,一般大學,0005,國立成功大學,09141094,醫學檢驗生物技術學系,學士班(日間),33,24
109,2,公立,一般大學,0005,國立成功大學,09151082,物理治療學系,學士班(日間),53,23
109,2,公立,一般大學,0005,國立成功大學,09152089,職能治療學系,學士班(日間),67,23
109,2,公立,一般大學,0005,國立成功大學,09161086,藥學系,學士班(日間),63,48
109,2,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,學士班(日間),39,35
109,2,公立,一般大學,0005,國立成功大學,99999102,全校不分系學士學位學程,學士班(日間),10,83
109,2,公立,一般大學,0006,國立中興大學,02221007,歷史學系,學士班(日間),13,55
109,2,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,學士班(日間),47,48
109,2,公立,一般大學,0006,國立中興大學,02321103,台灣人文創新學士學位學程,學士班(日間),2,19
109,2,公立,一般大學,0006,國立中興大學,02322005,中國文學系,學士班(日間),30,38
109,2,公立,一般大學,0006,國立中興大學,03111009,應用經濟學系,學士班(日間),36,8
109,2,公立,一般大學,0006,國立中興大學,04111015,會計學系,學士班(日間),21,17
109,2,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,學士班(日間),12,20
109,2,公立,一般大學,0006,國立中興大學,04131016,企業管理學系,學士班(日間),12,42
109,2,公立,一般大學,0006,國立中興大學,04143020,行銷學系,學士班(日間),6,45
109,2,公立,一般大學,0006,國立中興大學,04211023,法律學系,學士班(日間),39,58
109,2,公立,一般大學,0006,國立中興大學,05111026,生命科學系,學士班(日間),35,75
109,2,公立,一般大學,0006,國立中興大學,05111029,昆蟲學系,學士班(日間),17,39
109,2,公立,一般大學,0006,國立中興大學,05121031,生物科技學士學位學程,學士班(日間),3,14
109,2,公立,一般大學,0006,國立中興大學,05292082,水土保持學系,學士班(日間),21,38
109,2,公立,一般大學,0006,國立中興大學,05311039,化學系,學士班(日間),33,28
109,2,公立,一般大學,0006,國立中興大學,05331040,物理學系,學士班(日間),46,65
109,2,公立,一般大學,0006,國立中興大學,05411041,應用數學系,學士班(日間),98,46
109,2,公立,一般大學,0006,國立中興大學,06131043,資訊管理學系,學士班(日間),33,21
109,2,公立,一般大學,0006,國立中興大學,06131048,資訊科學與工程學系,學士班(日間),31,15
109,2,公立,一般大學,0006,國立中興大學,07111055,化學工程學系,學士班(日間),26,21
109,2,公立,一般大學,0006,國立中興大學,07112057,材料科學與工程學系,學士班(日間),33,21
109,2,公立,一般大學,0006,國立中興大學,07121059,環境工程學系,學士班(日間),35,8
109,2,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,學士班(日間),34,168
109,2,公立,一般大學,0006,國立中興大學,07141102,電機資訊學院學士班,學士班(日間),15,6
109,2,公立,一般大學,0006,國立中興大學,07151050,機械工程學系,學士班(日間),57,110
109,2,公立,一般大學,0006,國立中興大學,07151052,生物產業機電工程學系,學士班(日間),27,35
109,2,公立,一般大學,0006,國立中興大學,07211081,食品暨應用生物科技學系,學士班(日間),33,29
109,2,公立,一般大學,0006,國立中興大學,07312061,景觀與遊憩學士學位學程,學士班(日間),24,10
109,2,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,學士班(日間),66,86
109,2,公立,一般大學,0006,國立中興大學,08111063,農藝學系,學士班(日間),24,25
109,2,公立,一般大學,0006,國立中興大學,08112066,動物科學系,學士班(日間),26,28
109,2,公立,一般大學,0006,國立中興大學,08121067,園藝學系,學士班(日間),17,38
109,2,公立,一般大學,0006,國立中興大學,08191083,土壤環境科學系,學士班(日間),26,28
109,2,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),13,23
109,2,公立,一般大學,0006,國立中興大學,08194068,植物病理學系,學士班(日間),16,25
109,2,公立,一般大學,0006,國立中興大學,08211086,森林學系,學士班(日間),36,52
109,2,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,學士班(日間),125,22
109,2,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系,學士班(日間),25,39
109,2,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系,學士班(日間),57,12
109,2,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,學士班(日間),23,34
109,2,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,學士班(日間),27,9
109,2,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,學士班(日間),11,6
109,2,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,學士班(日間),38,31
109,2,公立,一般大學,0007,國立陽明交通大學,05121112,生命科學系暨基因體科學研究所,學士班(日間),27,83
109,2,公立,一般大學,0007,國立陽明交通大學,05199163,學士班大一大二不分系,學士班(日間),15,2
109,2,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,學士班(日間),36,17
109,2,公立,一般大學,0007,國立陽明交通大學,05331041,電子物理學系,學士班(日間),39,28
109,2,公立,一般大學,0007,國立陽明交通大學,05399044,理學院科學學士學位學程,學士班(日間),12,9
109,2,公立,一般大學,0007,國立陽明交通大學,05411045,應用數學系,學士班(日間),31,12
109,2,公立,一般大學,0007,國立陽明交通大學,06131058,資訊工程學系,學士班(日間),40,72
109,2,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,學士班(日間),28,13
109,2,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,學士班(日間),41,111
109,2,公立,一般大學,0007,國立陽明交通大學,07141051,電子工程學系,學士班(日間),1,28
109,2,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,學士班(日間),22,17
109,2,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊學士班,學士班(日間),0,1
109,2,公立,一般大學,0007,國立陽明交通大學,07141074,奈米科學及工程學士學位學程,學士班(日間),13,4
109,2,公立,一般大學,0007,國立陽明交通大學,07151070,機械工程學系,學士班(日間),53,25
109,2,公立,一般大學,0007,國立陽明交通大學,07191075,工業工程與管理學系,學士班(日間),10,12
109,2,公立,一般大學,0007,國立陽明交通大學,07193122,生物醫學工程學系,學士班(日間),30,56
109,2,公立,一般大學,0007,國立陽明交通大學,07193123,生醫光電暨奈米科學學士學位學程,學士班(日間),12,38
109,2,公立,一般大學,0007,國立陽明交通大學,07199102,系統工程與科技學士學位學程,學士班(日間),424,89
109,2,公立,一般大學,0007,國立陽明交通大學,07321071,土木工程學系,學士班(日間),53,36
109,2,公立,一般大學,0007,國立陽明交通大學,09111160,牙醫學系,學士班(日間),68.80,14
109,2,公立,一般大學,0007,國立陽明交通大學,09121125,醫學系,學士班(日間),115.40,163
109,2,公立,一般大學,0007,國立陽明交通大學,09121125,醫學系七年制,學士班(日間),63.70,61.50
109,2,公立,一般大學,0007,國立陽明交通大學,09131149,護理學系,學士班(日間),35,12
109,2,公立,一般大學,0007,國立陽明交通大學,09141158,醫學生物技術暨檢驗學系,學士班(日間),40,29
109,2,公立,一般大學,0007,國立陽明交通大學,09141159,生物醫學影像暨放射科學系,學士班(日間),52,18
109,2,公立,一般大學,0007,國立陽明交通大學,09151148,物理治療暨輔助科技學系,學士班(日間),63,31
109,2,公立,一般大學,0007,國立陽明交通大學,09151148,物理治療暨輔助科技學系四年制,學士班(日間),0,0
109,2,公立,一般大學,0007,國立陽明交通大學,09161142,藥學系,學士班(日間),44.20,5
109,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系,學士班(日間),10,15
109,2,公立,一般大學,0007,國立陽明交通大學,99999096,百川學士學位學程,學士班(日間),15,12
109,2,公立,一般大學,0008,國立中央大學,02299080,文學院學士班,學士班(日間),3,3
109,2,公立,一般大學,0008,國立中央大學,02311007,英美語文學系,學士班(日間),0,81
109,2,公立,一般大學,0008,國立中央大學,02311008,法國語文學系,學士班(日間),58,43
109,2,公立,一般大學,0008,國立中央大學,02322006,中國文學系,學士班(日間),31,67
109,2,公立,一般大學,0008,國立中央大學,03111013,經濟學系,學士班(日間),21,28
109,2,公立,一般大學,0008,國立中央大學,03199020,客家語文暨社會科學學系,學士班(日間),27,34
109,2,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,學士班(日間),15,41
109,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),39,9
109,2,公立,一般大學,0008,國立中央大學,05121031,生命科學系,學士班(日間),32,19
109,2,公立,一般大學,0008,國立中央大學,05311035,化學學系,學士班(日間),40,30
109,2,公立,一般大學,0008,國立中央大學,05321036,地球科學學系,學士班(日間),24,62
109,2,公立,一般大學,0008,國立中央大學,05321078,地球科學學院學士班,學士班(日間),1,2
109,2,公立,一般大學,0008,國立中央大學,05322044,大氣科學學系,學士班(日間),35,33
109,2,公立,一般大學,0008,國立中央大學,05322079,太空科學與工程學系,學士班(日間),2,28
109,2,公立,一般大學,0008,國立中央大學,05331042,物理學系,學士班(日間),74,36
109,2,公立,一般大學,0008,國立中央大學,05399050,理學院學士班,學士班(日間),4,0
109,2,公立,一般大學,0008,國立中央大學,05411051,數學系,學士班(日間),35,31
109,2,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,學士班(日間),51,30
109,2,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,學士班(日間),51,17
109,2,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,學士班(日間),46,9
109,2,公立,一般大學,0008,國立中央大學,07141055,電機工程學系,學士班(日間),40,66
109,2,公立,一般大學,0008,國立中央大學,07141057,光電科學與工程學系,學士班(日間),26,6
109,2,公立,一般大學,0008,國立中央大學,07141060,通訊工程學系,學士班(日間),24,15
109,2,公立,一般大學,0008,國立中央大學,07141077,資訊電機學院學士班,學士班(日間),3,0
109,2,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,學士班(日間),69,41
109,2,公立,一般大學,0008,國立中央大學,07193074,生醫科學與工程學系,學士班(日間),25,8
109,2,公立,一般大學,0008,國立中央大學,07194076,工學院學士班,學士班(日間),2,0
109,2,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,學士班(日間),55,36
109,2,公立,一般大學,0009,國立中山大學,02151002,音樂學系,學士班(日間),55,37
109,2,公立,一般大學,0009,國立中山大學,02152003,劇場藝術學系,學士班(日間),22,80
109,2,公立,一般大學,0009,國立中山大學,02311006,外國語文學系,學士班(日間),110,46
109,2,公立,一般大學,0009,國立中山大學,02322005,中國文學系,學士班(日間),38,44
109,2,公立,一般大學,0009,國立中山大學,03141013,社會學系,學士班(日間),29,21
109,2,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,學士班(日間),33,21
109,2,公立,一般大學,0009,國立中山大學,04131021,企業管理學系,學士班(日間),74,36
109,2,公立,一般大學,0009,國立中山大學,04134010,政治經濟學系,學士班(日間),48,29
109,2,公立,一般大學,0009,國立中山大學,05111033,生物科學系,學士班(日間),24,67
109,2,公立,一般大學,0009,國立中山大學,05311037,化學系,學士班(日間),41,34
109,2,公立,一般大學,0009,國立中山大學,05323044,海洋生物科技暨資源學系,學士班(日間),15,51
109,2,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,學士班(日間),19,47
109,2,公立,一般大學,0009,國立中山大學,05331038,物理學系,學士班(日間),29,58
109,2,公立,一般大學,0009,國立中山大學,05411051,應用數學系,學士班(日間),20,33
109,2,公立,一般大學,0009,國立中山大學,06111055,資訊工程學系,學士班(日間),29,33
109,2,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,學士班(日間),54,5
109,2,公立,一般大學,0009,國立中山大學,07112063,材料與光電科學學系,學士班(日間),40,20
109,2,公立,一般大學,0009,國立中山大學,07122065,海洋環境及工程學系,學士班(日間),29,26
109,2,公立,一般大學,0009,國立中山大學,07141053,電機工程學系,學士班(日間),64,65
109,2,公立,一般大學,0009,國立中山大學,07141054,光電工程學系,學士班(日間),29,30
109,2,公立,一般大學,0009,國立中山大學,07151061,機械與機電工程學系,學士班(日間),59,41
109,2,公立,一般大學,0009,國立中山大學,99999071,人文暨科技跨領域學士學位學程,學士班(日間),17,28
109,2,公立,一般大學,0012,國立臺灣海洋大學,02122005,海洋文創設計產業學士學位學程,學士班(日間),32,20
109,2,公立,一般大學,0012,國立臺灣海洋大學,04199055,海洋觀光管理學士學位學程,學士班(日間),27,50
109,2,公立,一般大學,0012,國立臺灣海洋大學,04199056,海洋經營管理學士學位學程,學士班(日間),33,16
109,2,公立,一般大學,0012,國立臺灣海洋大學,04212010,海洋法政學士學位學程,學士班(日間),37,40
109,2,公立,一般大學,0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,學士班(日間),34,29
109,2,公立,一般大學,0012,國立臺灣海洋大學,05121018,海洋生物科技學士學位學程,學士班(日間),22,19
109,2,公立,一般大學,0012,國立臺灣海洋大學,05323020,海洋環境資訊系,學士班(日間),30,45
109,2,公立,一般大學,0012,國立臺灣海洋大學,06131028,資訊工程學系,學士班(日間),39,131
109,2,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,學士班(日間),68,71
109,2,公立,一般大學,0012,國立臺灣海洋大學,07122041,海洋工程科技學士學位學程,學士班(日間),29,27
109,2,公立,一般大學,0012,國立臺灣海洋大學,07141025,電機工程學系,學士班(日間),77,59
109,2,公立,一般大學,0012,國立臺灣海洋大學,07141027,光電與材料科技學系,學士班(日間),29,11
109,2,公立,一般大學,0012,國立臺灣海洋大學,07141030,通訊與導航工程學系,學士班(日間),37,24
109,2,公立,一般大學,0012,國立臺灣海洋大學,07151036,機械與機電工程學系,學士班(日間),104,61
109,2,公立,一般大學,0012,國立臺灣海洋大學,07163033,系統工程暨造船學系,學士班(日間),36,66
109,2,公立,一般大學,0012,國立臺灣海洋大學,07163035,輪機工程學系,學士班(日間),73,71
109,2,公立,一般大學,0012,國立臺灣海洋大學,07211042,食品科學系,學士班(日間),67,59
109,2,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,學士班(日間),26,46
109,2,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,學士班(日間),39,50
109,2,公立,一般大學,0012,國立臺灣海洋大學,10411050,運輸科學系,學士班(日間),72,68
109,2,公立,一般大學,0012,國立臺灣海洋大學,10412048,航運管理學系,學士班(日間),46,75
109,2,公立,一般大學,0012,國立臺灣海洋大學,10414052,商船學系,學士班(日間),72,91
109,2,公立,一般大學,0013,國立中正大學,01112005,成人及繼續教育學系,學士班(日間),24,18
109,2,公立,一般大學,0013,國立中正大學,02221015,歷史學系,學士班(日間),17,71
109,2,公立,一般大學,0013,國立中正大學,02231016,哲學系,學士班(日間),13,43
109,2,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,學士班(日間),69,39
109,2,公立,一般大學,0013,國立中正大學,02322011,中國文學系,學士班(日間),22,64
109,2,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),33,42
109,2,公立,一般大學,0013,國立中正大學,03121018,政治學系,學士班(日間),35,40
109,2,公立,一般大學,0013,國立中正大學,03131019,心理學系,學士班(日間),18,28
109,2,公立,一般大學,0013,國立中正大學,03191025,勞工關係學系,學士班(日間),21,36
109,2,公立,一般大學,0013,國立中正大學,03199026,犯罪防治學系,學士班(日間),22,40
109,2,公立,一般大學,0013,國立中正大學,03211028,傳播學系,學士班(日間),32,30
109,2,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,學士班(日間),37,24
109,2,公立,一般大學,0013,國立中正大學,04121034,財務金融學系,學士班(日間),21,33
109,2,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,學士班(日間),32,40
109,2,公立,一般大學,0013,國立中正大學,04211039,法律學系,學士班(日間),59,41
109,2,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,學士班(日間),32,21
109,2,公立,一般大學,0013,國立中正大學,05121075,生物醫學科學系,學士班(日間),30,20
109,2,公立,一般大學,0013,國立中正大學,05311045,化學暨生物化學系,學士班(日間),49,10
109,2,公立,一般大學,0013,國立中正大學,05321047,地球與環境科學系,學士班(日間),11,41
109,2,公立,一般大學,0013,國立中正大學,05331067,物理學系,學士班(日間),71,21
109,2,公立,一般大學,0013,國立中正大學,05411049,數學系,學士班(日間),68,22
109,2,公立,一般大學,0013,國立中正大學,06131053,資訊管理學系,學士班(日間),16,18
