學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
108,私立,一般大學,1007,逢甲大學,02122006,創新設計學士學位學程,學士班(日間),1,0,1,3.70
108,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),51,23,28,11.62
108,私立,一般大學,1007,逢甲大學,02311002,外國語文學系英語文研究碩士班,碩士班(日間),9,3,6,34.62
108,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),41,25,16,16.21
108,私立,一般大學,1007,逢甲大學,02322001,中國文學系,碩士班(日間),7,2,5,38.89
108,私立,一般大學,1007,逢甲大學,02322001,中國文學系,博士班,1,0,1,3.13
108,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),22,18,4,5.03
108,私立,一般大學,1007,逢甲大學,03111009,經濟學系,碩士班(日間),3,2,1,17.65
108,私立,一般大學,1007,逢甲大學,03111009,經濟學系,博士班,4,4,0,80.00
108,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),11,5,6,4.49
108,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),38,21,17,5.09
108,私立,一般大學,1007,逢甲大學,04111017,會計學系,碩士班(日間),3,1,2,6.38
108,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),47,25,22,6.62
108,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,碩士班(日間),3,2,1,8.33
108,私立,一般大學,1007,逢甲大學,04121026,金融博士學位學程,博士班,7,4,3,15.22
108,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),30,13,17,14.02
108,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),6,1,5,1.32
108,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),13,9,4,3.04
108,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,碩士班(日間),4,3,1,8.89
108,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),135,87,48,23.73
108,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,碩士班(日間),4,2,2,12.50
108,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),4,1,3,100.00
108,私立,一般大學,1007,逢甲大學,04131022,國際經營管理碩士學位學程,碩士班(日間),1,0,1,50.00
108,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),9,6,3,2.05
108,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),76,34,42,10.09
108,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,碩士班(日間),39,14,25,73.58
108,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),115,46,69,46.18
108,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),85,44,41,14.99
108,私立,一般大學,1007,逢甲大學,04191014,商學博士學位學程,博士班,22,11,11,17.60
108,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),23,15,8,18.11
108,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),19,7,12,14.62
108,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),11,9,2,2.93
108,私立,一般大學,1007,逢甲大學,05411039,應用數學系,碩士班(日間),1,1,0,8.33
108,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),8,6,2,1.99
108,私立,一般大學,1007,逢甲大學,05421040,統計學系統計與精算碩士班,碩士班(日間),1,1,0,2.63
108,私立,一般大學,1007,逢甲大學,05421040,統計學系應用統計博士班,博士班,4,4,0,100.00
108,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),139,122,17,14.05
108,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,碩士班(日間),8,5,3,7.69
108,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,博士班,13,10,3,50.00
108,私立,一般大學,1007,逢甲大學,06131055,智慧聯網產業博士學位學程,博士班,1,1,0,20.00
108,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),14,9,5,3.16
108,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,博士班,2,2,0,25.00
108,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),5,4,1,1.17
108,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),17,11,6,4.26
108,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,博士班,4,4,0,36.36
108,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,學士班(日間),2,2,0,0.58
108,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,碩士班(日間),1,1,0,2.27
108,私立,一般大學,1007,逢甲大學,07132079,綠色能源科技碩士學位學程,碩士班(日間),3,2,1,15.79
108,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),11,10,1,1.91
108,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,碩士班(日間),1,0,1,2.22
108,私立,一般大學,1007,逢甲大學,07141045,電機與通訊工程博士學位學程,博士班,7,6,1,21.88
108,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),20,18,2,4.44
108,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,碩士班(日間),8,8,0,13.56
108,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),9,8,1,2.12
108,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,碩士班(日間),1,1,0,2.04
108,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),5,5,0,1.08
108,私立,一般大學,1007,逢甲大學,07141056,資訊電機學院學士班,學士班(日間),2,2,0,1.90
108,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),6,4,2,9.52
108,私立,一般大學,1007,逢甲大學,07141101,光電科學與工程學系,學士班(日間),6,5,1,1.47
108,私立,一般大學,1007,逢甲大學,07151060,機械與航空工程博士學位學程,博士班,4,3,1,14.29
108,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),33,32,1,5.08
108,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系機械工程碩士班,碩士班(日間),3,2,1,5.88
108,私立,一般大學,1007,逢甲大學,07151062,精密系統設計學士學位學程,學士班(日間),1,1,0,0.51
108,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),24,24,0,4.87
108,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),11,7,4,2.78
108,私立,一般大學,1007,逢甲大學,07192074,纖維與複合材料學系,學士班(日間),3,2,1,0.75
108,私立,一般大學,1007,逢甲大學,07311007,室內設計學士學位學程,學士班(日間),5,0,5,13.16
108,私立,一般大學,1007,逢甲大學,07311081,建築碩士學位學程,碩士班(日間),4,2,2,7.41
108,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),24,13,11,7.21
108,私立,一般大學,1007,逢甲大學,07311083,建築專業學院學士班,學士班(日間),21,14,7,8.75
108,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),27,22,5,6.63
108,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,碩士班(日間),4,4,0,14.81
108,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),22,20,2,5.18
108,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,碩士班(日間),6,5,1,14.63
108,私立,一般大學,1007,逢甲大學,07321100,土木水利工程與建設規劃博士學位學程,博士班,12,10,2,22.22
108,私立,一般大學,1007,逢甲大學,07399102,智慧城市國際碩士學位學程,碩士班(日間),3,2,1,100.00
108,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),31,27,4,6.71
108,私立,一般大學,1007,逢甲大學,99999094,全校國際生大一不分系學士班,學士班(日間),43,14,29,100.00
108,私立,一般大學,1008,靜宜大學,01111001,教育研究所,碩士班(日間),2,0,2,4.65
108,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),29,8,21,4.92
108,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,碩士班(日間),3,1,2,16.67
108,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),15,5,10,3.25
108,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),36,15,21,5.69
108,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,碩士班(日間),3,0,3,15.00
108,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),14,4,10,8.92
108,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,學士班(日間),1,1,0,0.48
108,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,碩士班(日間),1,0,1,5.26
108,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),16,6,10,3.56
108,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),54,16,38,17.94
108,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,碩士班(日間),1,0,1,33.33
108,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),19,9,10,2.85
108,私立,一般大學,1008,靜宜大學,04111011,會計學系,碩士班(日間),2,1,1,8.33
108,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),36,23,13,5.23
108,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,碩士班(日間),4,1,3,23.53
108,私立,一般大學,1008,靜宜大學,04131010,寰宇管理碩士學位學程,碩士班(日間),56,25,31,84.85
108,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),32,19,13,4.56
108,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,碩士班(日間),1,1,0,8.33
108,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),28,15,13,3.96
108,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,碩士班(日間),4,2,2,26.67
108,私立,一般大學,1008,靜宜大學,04131018,創新與創業管理碩士學位學程,碩士班(日間),2,1,1,16.67
108,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),31,8,23,17.13
108,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),3,1,2,0.59
108,私立,一般大學,1008,靜宜大學,04211020,法律學系,碩士班(日間),1,1,0,2.38
108,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),15,7,8,3.21
108,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,碩士班(日間),5,2,3,13.51
108,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,博士班,3,1,2,10.71
108,私立,一般大學,1008,靜宜大學,05311023,應用化學系,學士班(日間),3,2,1,0.78
108,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,學士班(日間),9,8,1,3.27
108,私立,一般大學,1008,靜宜大學,05499037,資料科學暨大數據分析與應用學系,學士班(日間),5,5,0,1.92
108,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),7,5,2,1.56
108,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),22,15,7,4.60
108,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),11,9,2,2.40
108,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),40,5,35,7.91
108,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,碩士班(日間),1,0,1,5.00
108,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,博士班,1,0,1,12.50
108,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),20,9,11,3.61
108,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,碩士班(日間),1,0,1,2.50
108,私立,一般大學,1008,靜宜大學,09299039,社會企業與文化創意碩士學位學程,碩士班(日間),1,1,0,3.33
108,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),105,47,58,13.62
108,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,碩士班(日間),4,1,3,18.18
108,私立,一般大學,1009,長庚大學,02122001,工業設計學系,學士班(日間),7,1,6,3.98
108,私立,一般大學,1009,長庚大學,04131004,企業管理研究所,博士班,10,7,3,29.41
108,私立,一般大學,1009,長庚大學,04131005,工商管理學系,學士班(日間),11,5,6,5.88
108,私立,一般大學,1009,長庚大學,04131005,工商管理學系,碩士班(日間),6,4,2,12.77
108,私立,一般大學,1009,長庚大學,04131008,商管專業學院碩士學位學程,碩士班(日間),21,10,11,50.00
108,私立,一般大學,1009,長庚大學,04133007,醫務管理學系,學士班(日間),5,4,1,2.46
108,私立,一般大學,1009,長庚大學,04133053,國際健康管理學士學位學程,學士班(日間),2,1,1,14.29
108,私立,一般大學,1009,長庚大學,05121011,生物科技產業碩士學位學程,碩士班(日間),1,0,1,20.00
108,私立,一般大學,1009,長庚大學,05123012,生物醫學系,學士班(日間),8,3,5,2.38
108,私立,一般大學,1009,長庚大學,05123012,生物醫學研究所,碩士班(日間),2,2,0,2.04
108,私立,一般大學,1009,長庚大學,05123012,生物醫學研究所,博士班,12,7,5,13.95
108,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,學士班(日間),5,4,1,1.41
108,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,碩士班(日間),1,1,0,2.22
108,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,學士班(日間),9,7,2,4.02
108,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,碩士班(日間),3,1,2,6.98
108,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,博士班,4,3,1,66.67
108,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,學士班(日間),6,5,1,2.78
108,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,碩士班(日間),1,0,1,1.27
108,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,博士班,11,7,4,52.38
108,私立,一般大學,1009,長庚大學,07141014,電機工程學系,學士班(日間),6,5,1,1.55
108,私立,一般大學,1009,長庚大學,07141014,電機工程學系,碩士班(日間),3,3,0,4.55
108,私立,一般大學,1009,長庚大學,07141014,電機工程學系,博士班,10,7,3,43.48
108,私立,一般大學,1009,長庚大學,07141016,電子工程學系,學士班(日間),10,9,1,2.67
108,私立,一般大學,1009,長庚大學,07141016,電子工程學系,碩士班(日間),2,2,0,2.63
108,私立,一般大學,1009,長庚大學,07141016,電子工程學系,博士班,20,13,7,40.82
108,私立,一般大學,1009,長庚大學,07141052,奈米工程及設計碩士學位學程,碩士班(日間),14,13,1,70.00
108,私立,一般大學,1009,長庚大學,07151022,機械工程學系,學士班(日間),9,9,0,5.14
108,私立,一般大學,1009,長庚大學,07151022,機械工程學系,碩士班(日間),1,1,0,2.78
108,私立,一般大學,1009,長庚大學,07193027,生物醫學工程研究所,博士班,1,1,0,33.33
108,私立,一般大學,1009,長庚大學,09111049,顱顏口腔醫學研究所,碩士班(日間),14,4,10,33.33
108,私立,一般大學,1009,長庚大學,09121028,醫學系,學士班(日間),36,19,17,5.51
108,私立,一般大學,1009,長庚大學,09121029,臨床醫學研究所,博士班,8,4,4,4.26
108,私立,一般大學,1009,長庚大學,09121034,顯微手術國際碩士學位學程,碩士班(日間),17,13,4,100.00
108,私立,一般大學,1009,長庚大學,09131040,學士後護理學系,學士班(日間),1,0,1,0.74
108,私立,一般大學,1009,長庚大學,09131040,護理學系,學士班(日間),14,5,9,3.59
108,私立,一般大學,1009,長庚大學,09131040,護理學系,博士班,2,1,1,20.00
108,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,學士班(日間),21,5,16,8.71
108,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,碩士班(日間),4,3,1,12.90
108,私立,一般大學,1009,長庚大學,09141048,醫學影像暨放射科學系,學士班(日間),10,2,8,7.63
108,私立,一般大學,1009,長庚大學,09141048,醫學影像暨放射科學系,碩士班(日間),1,1,0,5.88
108,私立,一般大學,1009,長庚大學,09141048,醫學影像暨放射科學系,博士班,3,1,2,37.50
108,私立,一般大學,1009,長庚大學,09151037,物理治療學系,學士班(日間),11,6,5,6.40
108,私立,一般大學,1009,長庚大學,09151037,物理治療學系,博士班,1,0,1,5.56
108,私立,一般大學,1009,長庚大學,09152038,職能治療學系,學士班(日間),7,1,6,4.19
108,私立,一般大學,1009,長庚大學,09159041,早期療育研究所,碩士班(日間),1,1,0,3.85
108,私立,一般大學,1009,長庚大學,09171031,中醫學系,學士班(日間),13,6,7,3.17
108,私立,一般大學,1009,長庚大學,09171031,中醫學系天然藥物碩士班,碩士班(日間),1,0,1,4.35
108,私立,一般大學,1009,長庚大學,09199042,呼吸治療學系,學士班(日間),5,1,4,3.38
108,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,學士班(日間),53,21,32,26.11
108,私立,一般大學,1010,元智大學,02299047,文化產業與文化政策博士學位學程,博士班,5,3,2,23.81
108,私立,一般大學,1010,元智大學,02299049,人文社會學院英語學士班,學士班(日間),21,4,17,21.00
108,私立,一般大學,1010,元智大學,02311007,應用外語學系,學士班(日間),23,8,15,10.22
108,私立,一般大學,1010,元智大學,02311007,應用外語學系,碩士班(日間),16,4,12,64.00
108,私立,一般大學,1010,元智大學,02322004,中國語文學系,學士班(日間),18,6,12,8.07
108,私立,一般大學,1010,元智大學,02322004,中國語文學系,碩士班(日間),13,4,9,68.42
108,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,學士班(日間),11,6,5,4.87
108,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,碩士班(日間),9,6,3,42.86
108,私立,一般大學,1010,元智大學,04121014,管理學院財務金融暨會計碩士班,碩士班(日間),12,5,7,17.65
108,私立,一般大學,1010,元智大學,04131019,管理學院經營管理碩士班,碩士班(日間),41,15,26,37.61
108,私立,一般大學,1010,元智大學,04199018,管理學院博士班,博士班,33,12,21,34.74
108,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),98,36,62,5.57
108,私立,一般大學,1010,元智大學,05121025,生物科技與工程研究所,碩士班(日間),2,0,2,20.00
108,私立,一般大學,1010,元智大學,05124027,生物與醫學資訊碩士學位學程,碩士班(日間),1,1,0,50.00
108,私立,一般大學,1010,元智大學,06131011,資訊管理學系,學士班(日間),15,12,3,3.35
108,私立,一般大學,1010,元智大學,06131011,資訊管理學系,碩士班(日間),3,3,0,6.67
108,私立,一般大學,1010,元智大學,06131011,資訊管理學系,博士班,7,3,4,35.00
108,私立,一般大學,1010,元智大學,06131028,資訊工程學系,學士班(日間),18,17,1,2.87
108,私立,一般大學,1010,元智大學,06131028,資訊工程學系,碩士班(日間),5,4,1,4.85
108,私立,一般大學,1010,元智大學,06131028,資訊工程學系,博士班,13,11,2,44.83
108,私立,一般大學,1010,元智大學,06131051,資訊學院英語學士班,學士班(日間),11,8,3,14.10
108,私立,一般大學,1010,元智大學,06133013,資訊傳播學系,學士班(日間),28,9,19,5.60
108,私立,一般大學,1010,元智大學,06133013,資訊傳播學系,碩士班(日間),2,2,0,7.69
108,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,學士班(日間),10,7,3,2.16
108,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,碩士班(日間),14,5,9,22.58
108,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,博士班,11,7,4,64.71
108,私立,一般大學,1010,元智大學,07141032,電機通訊學院英語學士班,學士班(日間),8,4,4,7.21
108,私立,一般大學,1010,元智大學,07141033,電機工程學系,學士班(日間),21,18,3,1.96
108,私立,一般大學,1010,元智大學,07141033,電機工程學系,碩士班(日間),20,18,2,11.76
108,私立,一般大學,1010,元智大學,07141033,電機工程學系,博士班,12,11,1,28.57
108,私立,一般大學,1010,元智大學,07151037,機械工程學系,學士班(日間),14,14,0,3.15
108,私立,一般大學,1010,元智大學,07151037,機械工程學系,碩士班(日間),6,6,0,14.29
108,私立,一般大學,1010,元智大學,07151037,機械工程學系,博士班,6,6,0,27.27
108,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,學士班(日間),5,4,1,1.14
108,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,碩士班(日間),29,22,7,32.95
108,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,博士班,9,6,3,36.00
108,私立,一般大學,1010,元智大學,07194050,工程學院英語學士班,學士班(日間),15,12,3,18.07
108,私立,一般大學,1011,中華大學學校財團法人中華大學,02123004,工業產品設計學系,學士班(日間),3,2,1,2.21
108,私立,一般大學,1011,中華大學學校財團法人中華大學,02311001,外國語文學系,學士班(日間),7,2,5,8.05
108,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,學士班(日間),5,3,2,1.52
108,私立,一般大學,1011,中華大學學校財團法人中華大學,04121012,財務管理學系,學士班(日間),1,1,0,0.50
108,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,學士班(日間),19,10,9,9.50
108,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,碩士班(日間),23,6,17,28.40
108,私立,一般大學,1011,中華大學學校財團法人中華大學,04131009,國際企業學系,學士班(日間),10,5,5,13.51
108,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理博士學位學程,博士班,10,5,5,19.61
108,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理學系,碩士班(日間),2,0,2,4.65
108,私立,一般大學,1011,中華大學學校財團法人中華大學,06131021,資訊管理學系,學士班(日間),7,4,3,2.45
108,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,學士班(日間),11,11,0,2.97
108,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,碩士班(日間),3,2,1,6.12
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07141022,電機工程學系,學士班(日間),4,4,0,1.27
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07141024,電子工程學系,學士班(日間),2,2,0,1.94
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07151028,機械工程學系,學士班(日間),3,2,1,1.61
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系,學士班(日間),1,1,0,0.84
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系,碩士班(日間),7,2,5,10.94
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07194037,工程科學博士學位學程,博士班,7,4,3,50.00
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07199053,光電與材料工程學系,學士班(日間),68,33,35,53.13
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,學士班(日間),14,9,5,3.92
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,碩士班(日間),5,3,2,14.29
108,私立,一般大學,1011,中華大學學校財團法人中華大學,07321032,土木工程學系,學士班(日間),3,3,0,2.38
108,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(日間),68,39,29,20.30
108,私立,一般大學,1011,中華大學學校財團法人中華大學,10151052,旅遊與休閒學系,學士班(日間),6,2,4,3.85
108,私立,一般大學,1011,中華大學學校財團法人中華大學,10151052,旅遊與休閒學系,碩士班(日間),7,4,3,41.18
108,私立,一般大學,1011,中華大學學校財團法人中華大學,10151055,觀光與會展活動學系,學士班(日間),10,3,7,6.10
108,私立,一般大學,1011,中華大學學校財團法人中華大學,10411047,運輸科技與物流管理學系,學士班(日間),5,4,1,3.57
108,私立,一般大學,1012,大葉大學,01111001,教育專業發展研究所,碩士班(日間),3,1,2,4.55
108,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),27,10,17,7.12
108,私立,一般大學,1012,大葉大學,02112037,多媒體數位內容學士學位學程,學士班(日間),51,27,24,11.81
108,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),36,9,27,11.01
108,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,碩士班(日間),4,2,2,12.12
108,私立,一般大學,1012,大葉大學,02122015,設計暨藝術學院碩士班,碩士班(日間),4,3,1,11.76
108,私立,一般大學,1012,大葉大學,02123012,工業設計學系,學士班(日間),19,11,8,6.91
108,私立,一般大學,1012,大葉大學,02124014,空間設計學系,學士班(日間),20,7,13,5.76
108,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),19,10,9,12.10
108,私立,一般大學,1012,大葉大學,02311004,英語學系,碩士班(日間),8,2,6,57.14
108,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),18,10,8,5.13
108,私立,一般大學,1012,大葉大學,02311008,文創產業國際人才學士學位學程,學士班(日間),1,0,1,5.56
108,私立,一般大學,1012,大葉大學,02311016,歐洲文化與旅遊學士學位學程,學士班(日間),13,7,6,15.12
108,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),20,11,9,13.42
108,私立,一般大學,1012,大葉大學,04111020,會計資訊學系,學士班(日間),2,2,0,1.43
108,私立,一般大學,1012,大葉大學,04121025,財務金融學系,學士班(日間),19,8,11,8.33
108,私立,一般大學,1012,大葉大學,04131021,企業管理學系,學士班(日間),21,10,11,8.54
108,私立,一般大學,1012,大葉大學,04131021,企業管理學系,碩士班(日間),33,9,24,49.25
108,私立,一般大學,1012,大葉大學,04131024,國際企業管理學系,學士班(日間),18,8,10,13.53
108,私立,一般大學,1012,大葉大學,04131024,國際企業管理學系,碩士班(日間),26,6,20,54.17
108,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系,學士班(日間),9,3,6,11.84
108,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系,碩士班(日間),12,2,10,48.00
108,私立,一般大學,1012,大葉大學,04199029,管理學院博士班,博士班,8,3,5,13.56
108,私立,一般大學,1012,大葉大學,05121033,生物資源學系,學士班(日間),5,5,0,3.94
108,私立,一般大學,1012,大葉大學,05121035,生物科技與產業博士學位學程,博士班,5,1,4,22.73
108,私立,一般大學,1012,大葉大學,05121080,生物醫學系,學士班(日間),3,2,1,2.00
108,私立,一般大學,1012,大葉大學,05121080,生物醫學系,碩士班(日間),2,0,2,16.67
108,私立,一般大學,1012,大葉大學,06131036,資訊管理學系,學士班(日間),8,8,0,5.63
108,私立,一般大學,1012,大葉大學,06131036,資訊管理學系,碩士班(日間),4,1,3,13.33
108,私立,一般大學,1012,大葉大學,06131039,資訊工程學系,學士班(日間),8,7,1,5.48
108,私立,一般大學,1012,大葉大學,06131039,資訊工程學系,碩士班(日間),1,0,1,6.67
108,私立,一般大學,1012,大葉大學,07112050,材料科學與工程學系,學士班(日間),2,2,0,2.99
108,私立,一般大學,1012,大葉大學,07121054,環境工程學系,學士班(日間),3,2,1,3.41
108,私立,一般大學,1012,大葉大學,07121054,環境工程學系,碩士班(日間),7,5,2,16.28
108,私立,一般大學,1012,大葉大學,07121054,環境工程學系,博士班,8,5,3,32.00
108,私立,一般大學,1012,大葉大學,07141038,電機工程學系,學士班(日間),5,4,1,2.69
108,私立,一般大學,1012,大葉大學,07141038,電機工程學系,博士班,1,1,0,8.33
108,私立,一般大學,1012,大葉大學,07151046,機械與自動化工程學系,學士班(日間),9,9,0,2.74
108,私立,一般大學,1012,大葉大學,07151046,機械與自動化工程學系,博士班,1,1,0,25.00
108,私立,一般大學,1012,大葉大學,07191053,工業工程與管理學系,學士班(日間),2,2,0,3.70
108,私立,一般大學,1012,大葉大學,07191053,工業工程與管理學系,碩士班(日間),1,0,1,12.50
