學年度,設立別,學校類別,學校統計處代碼,學校名稱,專任教師數-教師總數,專任教師數-教師總數男,專任教師數-教師總數女,專任教師數-教授男,專任教師數-教授女,專任教師數-副教授男,專任教師數-副教授女,專任教師數-助理教授男,專任教師數-助理教授女,專任教師數-講師男,專任教師數-講師女,專任教師數-其他教師男,專任教師數-其他教師女,專任助理教授以上總人數,專任助理教授以上總人數男,專任助理教授以上總人數女,專任講師以上總人數,專任講師以上總人數男,專任講師以上總人數女
110,私立,技專校院,1040,建國科技大學,195,130,65,21,3,51,17,41,27,15,15,2,3,160,113,47,190,128,62
110,私立,技專校院,1041,明志科技大學,199,166,33,50,5,44,10,54,13,15,4,3,1,176,148,28,195,163,32
110,私立,技專校院,1042,高苑科技大學,171,132,39,21,0,49,17,42,10,17,12,3,0,139,112,27,168,129,39
110,私立,技專校院,1043,大仁科技大學,164,93,71,16,2,43,27,16,28,18,13,0,1,132,75,57,163,93,70
110,私立,技專校院,1044,聖約翰科技大學,122,92,30,13,0,32,8,23,12,24,9,0,1,88,68,20,121,92,29
110,私立,技專校院,1045,嶺東科技大學,269,161,108,19,3,60,44,65,45,14,15,3,1,236,144,92,265,158,107
110,私立,技專校院,1046,中國科技大學,230,163,67,8,4,42,21,85,28,26,13,2,1,188,135,53,227,161,66
110,私立,技專校院,1047,中臺科技大學,232,115,117,20,15,45,34,38,47,8,20,4,1,199,103,96,227,111,116
110,私立,一般大學,1048,亞洲大學,387,225,162,77,23,70,40,65,80,12,18,1,1,355,212,143,385,224,161
110,私立,一般大學,1049,開南大學,186,108,78,18,10,44,29,42,33,3,6,1,0,176,104,72,185,107,78
110,私立,一般大學,1050,佛光大學,162,104,58,26,11,41,21,33,23,3,3,1,0,155,100,55,161,103,58
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,329,159,170,17,9,49,58,74,75,16,28,3,0,282,140,142,326,156,170
110,私立,技專校院,1052,遠東科技大學,166,123,43,28,2,39,15,44,15,11,9,1,2,143,111,32,163,122,41
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,169,93,76,12,6,32,18,37,37,10,11,2,4,142,81,61,163,91,72
110,私立,技專校院,1054,景文科技大學,166,96,70,15,3,24,27,39,21,15,18,3,1,129,78,51,162,93,69
110,私立,技專校院,1055,中華醫事科技大學,261,96,165,14,6,32,55,36,38,12,31,2,35,181,82,99,224,94,130
110,私立,技專校院,1056,東南科技大學,154,112,42,14,1,39,13,36,15,23,12,0,1,118,89,29,153,112,41
110,私立,技專校院,1057,德明財經科技大學,221,106,115,9,6,41,31,41,48,15,30,0,0,176,91,85,221,106,115
110,私立,一般大學,1058,明道學校財團法人明道大學,109,69,40,12,1,18,5,35,32,3,2,1,0,103,65,38,108,68,40
110,私立,技專校院,1060,南開科技大學,113,86,27,15,1,41,12,20,11,9,3,1,0,100,76,24,112,85,27
110,私立,技專校院,1061,中華學校財團法人中華科技大學,144,99,45,9,0,33,9,32,22,23,13,2,1,105,74,31,141,97,44
110,私立,技專校院,1062,僑光科技大學,227,141,86,12,2,56,34,54,26,16,23,3,1,184,122,62,223,138,85
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,90,49,41,5,0,14,12,21,20,8,7,1,2,72,40,32,87,48,39
110,私立,技專校院,1064,美和學校財團法人美和科技大學,196,76,120,7,4,28,12,26,36,10,28,5,40,113,61,52,151,71,80
110,私立,技專校院,1065,吳鳳科技大學,139,94,45,10,0,40,9,27,16,15,19,2,1,102,77,25,136,92,44
110,私立,技專校院,1066,環球學校財團法人環球科技大學,122,75,47,9,1,23,12,31,17,11,14,1,3,93,63,30,118,74,44
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,59,36,23,1,0,11,2,18,18,5,2,1,1,50,30,20,57,35,22
110,私立,技專校院,1068,中州學校財團法人中州科技大學,82,51,31,5,1,24,7,16,12,6,11,0,0,65,45,20,82,51,31
110,私立,技專校院,1069,修平學校財團法人修平科技大學,161,120,41,20,1,42,10,39,21,16,7,3,2,133,101,32,156,117,39
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,332,60,272,15,23,22,70,14,74,6,30,3,75,218,51,167,254,57,197
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,243,165,78,7,2,62,17,64,31,24,23,8,5,183,133,50,230,157,73
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,34,22,12,1,0,9,5,8,5,4,2,0,0,28,18,10,34,22,12
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,209,107,102,15,4,31,30,40,27,21,41,0,0,147,86,61,209,107,102
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,271,118,153,16,12,40,54,49,56,11,30,2,1,227,105,122,268,116,152
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,120,87,33,11,0,35,10,22,11,17,9,2,3,89,68,21,115,85,30
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,167,46,121,5,1,16,20,22,47,3,22,0,31,111,43,68,136,46,90
110,私立,技專校院,1078,致理學校財團法人致理科技大學,274,132,142,18,7,45,62,49,50,20,20,0,3,231,112,119,271,132,139
110,私立,一般大學,1079,康寧學校財團法人康寧大學,112,42,70,2,2,4,12,18,29,18,26,0,1,67,24,43,111,42,69
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,171,115,56,7,1,36,13,40,24,30,18,2,0,121,83,38,169,113,56
110,私立,技專校院,1081,東方學校財團法人東方設計大學,75,50,25,5,0,21,9,16,6,6,6,2,4,57,42,15,69,48,21
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,62,40,22,4,0,13,10,18,2,5,10,0,0,47,35,12,62,40,22
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,136,75,61,5,1,16,22,40,26,11,9,3,3,110,61,49,130,72,58
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,143,101,42,18,2,44,14,26,19,11,4,2,3,123,88,35,138,99,39
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,66,45,21,16,3,7,2,15,10,7,5,0,1,53,38,15,65,45,20
110,私立,技專校院,1148,大漢技術學院,38,28,10,4,0,10,3,10,1,3,6,1,0,28,24,4,37,27,10
110,私立,技專校院,1159,和春技術學院,36,26,10,2,1,8,1,9,2,6,6,1,0,23,19,4,35,25,10
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,81,51,30,5,0,13,6,15,10,15,14,3,0,49,33,16,78,48,30
110,私立,技專校院,1182,蘭陽技術學院,27,19,8,0,0,5,0,9,1,5,7,0,0,15,14,1,27,19,8
110,私立,技專校院,1183,黎明技術學院,156,107,49,7,0,34,10,36,20,27,19,3,0,107,77,30,153,104,49
110,私立,技專校院,1185,經國管理暨健康學院,138,46,92,2,4,17,17,19,32,7,18,1,21,91,38,53,116,45,71
110,私立,技專校院,1188,大同技術學院,46,21,25,2,0,4,8,11,10,2,5,2,2,35,17,18,42,19,23
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,130,85,45,19,2,37,18,28,20,1,5,0,0,124,84,40,130,85,45
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,25,15,10,3,1,6,4,6,5,0,0,0,0,25,15,10,25,15,10
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,147,49,98,6,0,4,6,25,21,10,49,4,22,62,35,27,121,45,76
110,私立,技專校院,1283,仁德醫護管理專科學校,217,75,142,2,0,2,0,20,23,44,77,7,42,47,24,23,168,68,100
110,私立,技專校院,1284,樹人醫護管理專科學校,221,57,164,2,0,3,2,23,32,20,96,9,34,62,28,34,178,48,130
110,私立,技專校院,1285,慈惠醫護管理專科學校,128,36,92,1,0,1,0,10,16,16,41,8,35,28,12,16,85,28,57
110,私立,技專校院,1286,耕莘健康管理專科學校,166,40,126,0,0,7,4,13,22,10,75,10,25,46,20,26,131,30,101
110,私立,技專校院,1287,敏惠醫護管理專科學校,121,28,93,1,0,4,0,5,11,14,66,4,16,21,10,11,101,24,77
110,私立,技專校院,1289,育英醫護管理專科學校,68,14,54,0,0,1,1,6,4,3,27,4,22,12,7,5,42,10,32
110,私立,技專校院,1291,聖母醫護管理專科學校,85,25,60,3,0,6,0,4,10,9,40,3,10,23,13,10,72,22,50
110,私立,技專校院,1292,新生醫護管理專科學校,208,41,167,0,0,3,1,11,28,18,104,9,34,43,14,29,165,32,133
110,私立,技專校院,1293,崇仁醫護管理專科學校,120,26,94,1,0,4,1,4,15,14,54,3,24,25,9,16,93,23,70
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,11,5,6,1,0,2,1,2,5,0,0,0,0,11,5,6,11,5,6
110,私立,宗教研修學院,1R03,臺北基督學院,8,4,4,0,0,0,0,3,3,1,1,0,0,6,3,3,8,4,4
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,10,7,3,1,0,1,2,5,1,0,0,0,0,10,7,3,10,7,3
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,20,12,8,2,1,2,3,8,4,0,0,0,0,20,12,8,20,12,8
110,私立,宗教研修學院,1R06,一貫道崇德學院,6,3,3,1,0,2,1,0,2,0,0,0,0,6,3,3,6,3,3
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,10,5,5,2,0,3,2,0,3,0,0,0,0,10,5,5,10,5,5
110,私立,宗教研修學院,1R08,中華福音神學研究學院,15,11,4,2,0,0,0,9,4,0,0,0,0,15,11,4,15,11,4
110,私立,宗教研修學院,1R09,唯心聖教學院,6,4,2,0,0,4,0,0,2,0,0,0,0,6,4,2,6,4,2
110,公立,一般大學,3002,臺北市立大學,322,172,150,66,56,63,45,34,42,7,3,2,4,306,163,143,316,170,146
