學年度,設立別,學校類別,學校統計處代碼,學校名稱,工作月數,"獎助生月支領金額人數-月領3,000元以下","獎助生月支領金額人數-月領3,001~6,000元以下","獎助生月支領金額人數-月領6,001~9,000元以下","獎助生月支領金額人數-月領9,001~基本工資一半以下",獎助生月支領金額人數-月領基本工資一半以上~未達基本工資以下,獎助生月支領金額人數-月領基本工資以上,"勞僱型學生兼任助理月支領金額人數-月領3,000元以下","勞僱型學生兼任助理月支領金額人數-月領3,001~6,000元以下","勞僱型學生兼任助理月支領金額人數-月領6,001~9,000元以下","勞僱型學生兼任助理月支領金額人數-月領9,001~基本工資一半以下",勞僱型學生兼任助理月支領金額人數-月領基本工資一半以上~未達基本工資以下,勞僱型學生兼任助理月支領金額人數-月領基本工資以上
109,私立,技專校院,1042,高苑科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,1個月,16,12,0,0,0,0,56,29,8,23,10,0
109,私立,技專校院,1042,高苑科技大學,2個月,0,10,0,0,0,0,12,12,1,1,7,0
109,私立,技專校院,1042,高苑科技大學,3個月,0,7,0,0,0,0,10,16,2,2,0,0
109,私立,技專校院,1042,高苑科技大學,4個月,0,11,0,0,0,0,19,14,9,1,0,0
109,私立,技專校院,1042,高苑科技大學,5個月,0,4,0,0,0,0,6,4,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,6個月,0,7,0,0,0,0,10,16,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,7個月,0,4,0,0,0,0,1,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,8個月,0,8,0,0,0,0,0,3,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,10個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,1個月,0,4,0,0,0,0,200,30,5,0,3,0
109,私立,技專校院,1043,大仁科技大學,2個月,0,16,0,0,0,0,67,11,3,1,3,0
109,私立,技專校院,1043,大仁科技大學,3個月,0,5,0,0,0,0,27,4,3,0,0,0
109,私立,技專校院,1043,大仁科技大學,4個月,0,23,0,0,0,0,0,0,0,0,2,0
109,私立,技專校院,1043,大仁科技大學,5個月,0,2,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,6個月,0,21,0,0,0,0,0,0,1,0,0,0
109,私立,技專校院,1043,大仁科技大學,7個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,8個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,11個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,12個月,0,2,0,0,0,0,1,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,1個月,0,7,0,0,0,0,1,0,3,3,7,10
109,私立,技專校院,1044,聖約翰科技大學,2個月,0,7,3,0,1,0,7,0,2,2,2,1
109,私立,技專校院,1044,聖約翰科技大學,3個月,0,5,1,0,0,0,0,0,2,1,0,0
109,私立,技專校院,1044,聖約翰科技大學,4個月,0,13,0,0,0,0,3,3,1,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,5個月,0,10,0,0,0,0,0,5,0,2,0,1
109,私立,技專校院,1044,聖約翰科技大學,6個月,0,4,0,0,0,0,0,8,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,7個月,0,8,0,0,0,0,0,5,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,8個月,0,1,0,0,0,0,0,0,2,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,9個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,10個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,11個月,0,1,0,0,0,0,0,0,2,0,0,0
109,私立,技專校院,1045,嶺東科技大學,12個月,0,23,0,0,0,0,0,0,0,0,0,11
109,私立,技專校院,1045,嶺東科技大學,1個月,0,0,0,0,0,0,112,38,25,0,5,0
109,私立,技專校院,1045,嶺東科技大學,2個月,0,2,0,0,0,0,14,10,7,35,59,6
109,私立,技專校院,1045,嶺東科技大學,3個月,0,0,0,0,0,0,0,0,1,1,101,7
109,私立,技專校院,1045,嶺東科技大學,4個月,0,0,0,0,0,0,0,0,0,1,18,16
109,私立,技專校院,1045,嶺東科技大學,5個月,0,0,0,0,0,0,0,0,0,0,9,36
109,私立,技專校院,1045,嶺東科技大學,6個月,0,30,0,0,0,0,0,0,0,0,0,63
109,私立,技專校院,1045,嶺東科技大學,7個月,0,1,0,0,0,0,0,0,0,0,0,12
109,私立,技專校院,1045,嶺東科技大學,8個月,0,0,0,0,0,0,0,0,0,0,0,6
109,私立,技專校院,1045,嶺東科技大學,9個月,0,0,0,0,0,0,0,0,0,0,0,7
109,私立,技專校院,1045,嶺東科技大學,10個月,0,0,0,0,0,0,0,0,0,0,0,22
109,私立,技專校院,1045,嶺東科技大學,11個月,0,0,0,0,0,0,0,0,0,0,0,4
109,私立,技專校院,1046,中國科技大學,12個月,0,0,0,0,0,0,0,0,0,0,3,0
109,私立,技專校院,1046,中國科技大學,1個月,0,0,0,0,0,0,85,12,17,4,7,0
109,私立,技專校院,1046,中國科技大學,2個月,0,0,0,0,0,0,33,8,12,6,5,0
109,私立,技專校院,1046,中國科技大學,3個月,0,25,0,0,0,0,57,31,14,5,6,2
109,私立,技專校院,1046,中國科技大學,4個月,0,7,0,0,0,0,16,16,10,6,6,0
109,私立,技專校院,1046,中國科技大學,5個月,0,0,0,0,0,0,3,7,17,4,5,0
109,私立,技專校院,1046,中國科技大學,6個月,0,0,0,0,0,0,56,22,19,5,5,0
109,私立,技專校院,1046,中國科技大學,7個月,0,13,0,0,0,0,2,7,4,2,9,0
109,私立,技專校院,1046,中國科技大學,8個月,0,18,0,0,0,0,1,7,3,3,6,0
109,私立,技專校院,1046,中國科技大學,9個月,0,0,0,0,0,0,1,6,12,2,5,0
109,私立,技專校院,1046,中國科技大學,10個月,0,0,0,0,0,0,1,7,3,4,10,0
109,私立,技專校院,1046,中國科技大學,11個月,0,0,0,0,0,0,0,0,0,0,7,0
109,私立,技專校院,1047,中臺科技大學,12個月,0,0,0,0,0,0,0,0,1,1,11,0
109,私立,技專校院,1047,中臺科技大學,1個月,10,7,0,0,0,0,129,66,34,3,11,0
109,私立,技專校院,1047,中臺科技大學,2個月,5,10,1,0,0,0,77,76,14,9,12,0
109,私立,技專校院,1047,中臺科技大學,3個月,3,24,0,0,0,0,19,38,13,5,8,0
109,私立,技專校院,1047,中臺科技大學,4個月,2,21,0,0,0,0,12,21,5,4,13,0
109,私立,技專校院,1047,中臺科技大學,5個月,2,13,0,1,0,0,6,13,4,1,11,0
109,私立,技專校院,1047,中臺科技大學,6個月,1,4,0,0,0,0,4,4,0,4,9,0
109,私立,技專校院,1047,中臺科技大學,7個月,0,13,0,1,1,0,1,1,1,4,6,0
109,私立,技專校院,1047,中臺科技大學,8個月,0,9,0,0,0,0,1,3,1,1,4,0
109,私立,技專校院,1047,中臺科技大學,9個月,0,3,3,1,0,0,0,0,1,1,7,0
109,私立,技專校院,1047,中臺科技大學,10個月,18,2,0,0,0,0,0,0,0,4,12,0
109,私立,技專校院,1047,中臺科技大學,11個月,0,3,0,0,0,0,0,0,1,1,11,0
109,私立,一般大學,1048,亞洲大學,12個月,4,25,11,4,4,0,1,3,7,4,5,0
109,私立,一般大學,1048,亞洲大學,1個月,3,21,2,0,1,1,469,52,11,17,16,2
109,私立,一般大學,1048,亞洲大學,2個月,4,19,2,1,0,1,159,48,15,7,9,0
109,私立,一般大學,1048,亞洲大學,3個月,7,21,2,4,1,0,80,22,4,3,2,0
109,私立,一般大學,1048,亞洲大學,4個月,13,15,1,2,0,0,144,74,8,2,3,0
109,私立,一般大學,1048,亞洲大學,5個月,1,16,1,0,0,1,97,33,6,3,6,0
109,私立,一般大學,1048,亞洲大學,6個月,6,13,2,1,1,0,28,26,4,1,1,0
109,私立,一般大學,1048,亞洲大學,7個月,3,13,0,3,0,0,27,23,3,2,3,0
109,私立,一般大學,1048,亞洲大學,8個月,3,11,3,0,0,1,36,45,7,1,1,1
109,私立,一般大學,1048,亞洲大學,9個月,0,22,1,4,0,1,73,36,4,3,3,0
109,私立,一般大學,1048,亞洲大學,10個月,6,116,8,1,1,0,11,36,10,2,0,0
109,私立,一般大學,1048,亞洲大學,11個月,1,8,1,4,4,0,0,17,7,1,4,0
109,私立,一般大學,1049,開南大學,12個月,0,96,12,0,0,0,0,24,0,36,12,0
109,私立,一般大學,1049,開南大學,1個月,0,5,0,2,0,1,101,66,32,14,18,16
109,私立,一般大學,1049,開南大學,2個月,4,20,0,0,0,0,44,36,34,22,24,16
109,私立,一般大學,1049,開南大學,3個月,0,12,9,0,0,0,21,51,15,9,21,12
109,私立,一般大學,1049,開南大學,4個月,8,12,8,0,0,0,80,48,20,12,8,0
109,私立,一般大學,1049,開南大學,5個月,0,15,0,0,0,0,20,40,15,0,20,0
109,私立,一般大學,1049,開南大學,6個月,0,48,12,6,24,0,36,36,54,0,12,0
109,私立,一般大學,1049,開南大學,7個月,0,63,7,14,0,0,21,35,28,21,28,0
109,私立,一般大學,1049,開南大學,8個月,0,256,8,16,24,0,16,56,32,16,32,0
109,私立,一般大學,1049,開南大學,9個月,0,36,18,0,0,0,9,108,54,18,27,0
109,私立,一般大學,1049,開南大學,10個月,0,160,0,20,0,0,0,10,20,10,10,0
109,私立,一般大學,1049,開南大學,11個月,0,55,11,0,0,0,0,11,11,0,0,0
109,私立,一般大學,1050,佛光大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,1個月,1,7,0,0,0,0,191,47,24,18,24,2
109,私立,一般大學,1050,佛光大學,2個月,4,9,1,1,1,0,38,37,19,10,15,3
109,私立,一般大學,1050,佛光大學,3個月,4,3,1,0,0,0,30,40,19,9,9,2
109,私立,一般大學,1050,佛光大學,4個月,1,2,2,1,1,0,27,35,18,10,12,2
109,私立,一般大學,1050,佛光大學,5個月,2,6,4,0,4,0,36,44,40,19,53,7
109,私立,一般大學,1050,佛光大學,6個月,0,0,5,10,8,1,0,2,3,6,13,8
109,私立,一般大學,1050,佛光大學,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,12個月,0,1,1,0,0,0,0,2,0,0,17,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1個月,2,11,0,0,0,0,299,176,40,13,33,1
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2個月,0,5,0,0,0,0,56,50,37,12,9,1
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,3個月,0,1,0,0,0,0,22,134,21,15,6,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,4個月,0,10,0,0,0,0,9,25,21,5,5,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,5個月,0,3,0,0,0,1,2,44,15,10,11,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,6個月,0,3,1,0,0,0,1,110,12,4,4,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,7個月,0,4,0,0,0,0,3,14,3,1,7,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,8個月,0,1,0,0,0,0,0,4,1,2,5,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,9個月,0,19,5,0,0,0,1,25,8,3,8,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10個月,0,10,1,0,0,0,0,39,9,3,27,1
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,11個月,0,4,3,1,0,0,0,2,16,1,18,1
109,私立,技專校院,1052,遠東科技大學,12個月,0,2,0,1,0,0,0,0,2,0,0,0
109,私立,技專校院,1052,遠東科技大學,1個月,0,47,0,0,0,0,124,26,2,0,1,0
109,私立,技專校院,1052,遠東科技大學,2個月,0,13,0,0,0,0,41,18,8,0,2,0
109,私立,技專校院,1052,遠東科技大學,3個月,2,13,1,1,1,0,16,15,4,1,1,0
109,私立,技專校院,1052,遠東科技大學,4個月,0,20,1,0,0,0,5,13,4,1,2,0
109,私立,技專校院,1052,遠東科技大學,5個月,0,5,0,0,0,0,0,9,2,1,0,0
109,私立,技專校院,1052,遠東科技大學,6個月,6,1,0,2,0,0,1,5,3,0,0,0
109,私立,技專校院,1052,遠東科技大學,7個月,0,0,0,1,0,0,0,9,0,1,0,0
109,私立,技專校院,1052,遠東科技大學,8個月,1,1,0,0,0,0,1,1,5,1,0,0
109,私立,技專校院,1052,遠東科技大學,9個月,0,0,0,1,0,0,1,4,1,2,1,0
109,私立,技專校院,1052,遠東科技大學,10個月,0,0,2,0,3,0,0,4,5,0,1,0
109,私立,技專校院,1052,遠東科技大學,11個月,1,1,0,0,1,0,0,1,0,1,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,12個月,0,1,0,0,0,0,0,2,14,2,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1個月,0,2,0,0,0,0,158,22,64,5,3,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,2個月,1,3,0,0,0,0,58,22,9,3,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,3個月,1,36,0,0,0,0,53,21,26,1,4,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,4個月,0,6,0,0,0,0,7,12,7,0,2,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,5個月,0,4,0,0,0,0,0,6,9,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,6個月,0,23,0,0,0,0,4,5,24,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,7個月,0,7,0,0,0,0,3,6,7,1,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,8個月,0,3,0,0,0,0,0,7,4,0,2,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,9個月,0,1,0,0,0,0,0,2,6,1,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,10個月,0,1,1,0,0,0,0,0,11,2,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,11個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1054,景文科技大學,12個月,0,4,0,0,0,0,0,0,1,0,5,0
109,私立,技專校院,1054,景文科技大學,1個月,0,0,1,0,1,0,64,78,23,20,14,0
109,私立,技專校院,1054,景文科技大學,2個月,0,0,0,0,0,0,60,32,78,21,20,1
109,私立,技專校院,1054,景文科技大學,3個月,0,0,0,0,2,0,8,22,15,10,14,0
109,私立,技專校院,1054,景文科技大學,4個月,0,0,0,0,0,0,6,11,16,11,7,0
109,私立,技專校院,1054,景文科技大學,5個月,0,0,0,0,0,0,2,14,3,7,11,0
109,私立,技專校院,1054,景文科技大學,6個月,0,1,0,0,0,0,4,23,4,5,13,1
109,私立,技專校院,1054,景文科技大學,7個月,0,0,0,0,0,0,0,4,6,2,1,0
109,私立,技專校院,1054,景文科技大學,8個月,0,0,0,0,1,0,0,5,3,3,8,0
109,私立,技專校院,1054,景文科技大學,9個月,0,0,0,0,0,0,1,2,2,5,5,0
109,私立,技專校院,1054,景文科技大學,10個月,0,0,0,0,0,0,0,7,2,6,3,0
109,私立,技專校院,1054,景文科技大學,11個月,0,0,0,0,0,0,1,2,4,4,9,1
109,私立,技專校院,1055,中華醫事科技大學,12個月,0,10,0,0,0,0,0,0,0,1,6,0
109,私立,技專校院,1055,中華醫事科技大學,1個月,15,1,0,0,2,0,25,28,2,3,5,1
109,私立,技專校院,1055,中華醫事科技大學,2個月,4,0,0,0,0,0,0,5,5,2,20,0
109,私立,技專校院,1055,中華醫事科技大學,3個月,5,4,0,2,0,0,27,1,3,3,5,1
109,私立,技專校院,1055,中華醫事科技大學,4個月,5,9,3,0,0,0,61,2,0,0,10,0
109,私立,技專校院,1055,中華醫事科技大學,5個月,4,5,4,0,0,0,0,0,0,1,6,0
109,私立,技專校院,1055,中華醫事科技大學,6個月,3,0,2,0,0,0,0,2,0,0,3,0
109,私立,技專校院,1055,中華醫事科技大學,7個月,3,5,0,0,0,0,0,0,1,0,7,0
109,私立,技專校院,1055,中華醫事科技大學,8個月,1,3,1,0,0,0,0,0,1,0,4,0
109,私立,技專校院,1055,中華醫事科技大學,9個月,3,2,1,0,0,0,0,0,0,0,2,0
109,私立,技專校院,1055,中華醫事科技大學,10個月,0,1,0,0,0,0,0,1,2,0,8,0
109,私立,技專校院,1055,中華醫事科技大學,11個月,0,0,0,0,0,0,0,0,0,1,7,0
109,私立,技專校院,1056,東南科技大學,12個月,0,0,0,0,0,0,3,0,2,0,0,0
109,私立,技專校院,1056,東南科技大學,1個月,0,3,0,0,0,0,114,15,5,2,1,0
109,私立,技專校院,1056,東南科技大學,2個月,0,1,0,0,0,0,6,12,8,1,3,0
109,私立,技專校院,1056,東南科技大學,3個月,0,8,0,0,0,0,90,10,2,4,3,0
109,私立,技專校院,1056,東南科技大學,4個月,0,5,0,0,0,0,12,13,1,8,2,0
109,私立,技專校院,1056,東南科技大學,5個月,0,9,0,0,0,0,3,7,0,0,2,0
109,私立,技專校院,1056,東南科技大學,6個月,0,0,0,0,0,0,33,15,2,1,0,0
109,私立,技專校院,1056,東南科技大學,7個月,0,0,0,0,0,0,4,5,0,0,0,0
109,私立,技專校院,1056,東南科技大學,8個月,0,5,0,0,0,0,1,11,2,0,0,0
109,私立,技專校院,1056,東南科技大學,9個月,0,5,0,0,0,0,1,1,2,0,0,0
109,私立,技專校院,1056,東南科技大學,10個月,0,0,0,0,0,0,0,2,2,1,1,0
109,私立,技專校院,1056,東南科技大學,11個月,0,0,0,0,0,0,2,4,0,0,0,0
109,私立,技專校院,1057,德明財經科技大學,12個月,0,0,0,0,0,0,0,3,5,9,19,0
109,私立,技專校院,1057,德明財經科技大學,1個月,0,0,0,0,0,0,95,15,6,1,18,1
109,私立,技專校院,1057,德明財經科技大學,2個月,0,0,0,0,0,0,14,21,7,2,4,0
109,私立,技專校院,1057,德明財經科技大學,3個月,0,0,0,0,0,0,24,26,6,4,0,0
109,私立,技專校院,1057,德明財經科技大學,4個月,0,0,0,0,0,0,10,46,8,3,4,0
109,私立,技專校院,1057,德明財經科技大學,5個月,0,0,0,0,0,0,4,19,8,2,4,0
109,私立,技專校院,1057,德明財經科技大學,6個月,0,0,0,0,0,0,4,7,7,1,1,0
109,私立,技專校院,1057,德明財經科技大學,7個月,0,0,0,0,0,0,4,7,3,1,1,0
109,私立,技專校院,1057,德明財經科技大學,8個月,0,0,0,0,0,0,0,64,10,4,2,0
109,私立,技專校院,1057,德明財經科技大學,9個月,0,0,0,0,0,0,2,11,10,4,3,0
109,私立,技專校院,1057,德明財經科技大學,10個月,0,0,0,0,0,0,0,7,14,7,4,0
109,私立,技專校院,1057,德明財經科技大學,11個月,0,0,0,0,0,0,0,5,14,10,14,0
109,私立,一般大學,1058,明道學校財團法人明道大學,12個月,0,11,0,0,0,0,0,2,0,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,1個月,11,28,7,4,6,0,8,2,4,5,15,0
109,私立,一般大學,1058,明道學校財團法人明道大學,2個月,4,12,0,0,0,0,0,1,6,2,1,1
109,私立,一般大學,1058,明道學校財團法人明道大學,3個月,1,14,0,0,0,0,0,2,1,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,4個月,0,3,0,0,0,0,0,1,1,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,5個月,0,2,0,0,0,0,0,1,0,1,1,0
109,私立,一般大學,1058,明道學校財團法人明道大學,6個月,1,2,0,0,0,0,0,0,2,1,1,0
109,私立,一般大學,1058,明道學校財團法人明道大學,7個月,2,0,0,0,0,0,0,0,0,2,0,3
109,私立,一般大學,1058,明道學校財團法人明道大學,8個月,0,0,0,0,0,0,0,0,1,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,9個月,0,0,0,0,0,0,0,0,1,0,0,3
109,私立,一般大學,1058,明道學校財團法人明道大學,10個月,6,16,0,0,4,0,1,2,4,8,8,0
109,私立,一般大學,1058,明道學校財團法人明道大學,11個月,5,13,0,0,0,0,0,1,7,3,1,3
109,私立,技專校院,1060,南開科技大學,12個月,0,0,0,0,0,0,0,2,0,0,5,0
109,私立,技專校院,1060,南開科技大學,1個月,0,0,0,0,0,0,7,34,5,11,11,0
109,私立,技專校院,1060,南開科技大學,2個月,0,2,0,0,0,0,1,11,12,1,5,0
109,私立,技專校院,1060,南開科技大學,3個月,0,0,0,0,0,0,0,17,5,6,5,0
109,私立,技專校院,1060,南開科技大學,4個月,0,47,0,0,0,0,0,9,7,4,1,0
109,私立,技專校院,1060,南開科技大學,5個月,0,0,0,0,0,0,1,1,2,6,6,0
109,私立,技專校院,1060,南開科技大學,6個月,0,0,0,0,0,0,0,5,5,2,0,0
109,私立,技專校院,1060,南開科技大學,7個月,0,0,0,0,0,0,0,11,1,3,2,1
109,私立,技專校院,1060,南開科技大學,8個月,0,0,0,0,0,0,0,0,0,0,2,0
109,私立,技專校院,1060,南開科技大學,9個月,0,0,1,0,0,0,0,3,2,1,1,0
109,私立,技專校院,1060,南開科技大學,10個月,0,0,0,0,0,0,1,0,0,4,0,0
109,私立,技專校院,1060,南開科技大學,11個月,0,0,0,0,0,0,0,1,4,3,3,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,1個月,0,6,0,0,0,0,44,33,11,13,18,1
109,私立,技專校院,1061,中華學校財團法人中華科技大學,2個月,0,21,0,0,0,0,6,23,7,1,16,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,3個月,0,16,0,0,0,0,0,3,6,0,5,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,4個月,0,8,0,0,0,0,0,3,1,2,1,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,5個月,0,2,0,0,0,0,0,1,1,2,2,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,6個月,0,4,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,7個月,0,1,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,8個月,0,2,0,0,0,0,0,2,0,0,0,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,9個月,0,0,0,0,0,0,0,1,1,0,0,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,10個月,0,0,0,0,0,0,0,3,1,0,0,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,11個月,0,0,0,0,0,0,0,2,0,0,0,0
109,私立,技專校院,1062,僑光科技大學,12個月,0,0,0,0,0,0,0,1,0,0,4,5
109,私立,技專校院,1062,僑光科技大學,1個月,0,1,10,0,0,0,18,85,108,18,19,1
109,私立,技專校院,1062,僑光科技大學,2個月,0,3,4,0,0,0,2,6,73,4,25,0
109,私立,技專校院,1062,僑光科技大學,3個月,4,6,5,0,0,0,6,13,12,5,18,1
109,私立,技專校院,1062,僑光科技大學,4個月,10,6,23,0,0,0,0,7,7,5,15,0
109,私立,技專校院,1062,僑光科技大學,5個月,0,4,17,0,0,0,0,3,6,3,8,1
109,私立,技專校院,1062,僑光科技大學,6個月,0,0,3,0,0,0,0,0,1,1,9,0
109,私立,技專校院,1062,僑光科技大學,7個月,0,9,0,0,0,0,0,1,0,4,6,2
109,私立,技專校院,1062,僑光科技大學,8個月,0,0,1,0,0,0,0,0,2,1,16,0
109,私立,技專校院,1062,僑光科技大學,9個月,0,0,3,0,0,0,0,5,3,1,9,1
109,私立,技專校院,1062,僑光科技大學,10個月,0,4,3,0,0,0,0,3,1,4,0,1
109,私立,技專校院,1062,僑光科技大學,11個月,2,0,0,0,0,0,0,0,1,1,5,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,1個月,1,19,0,1,0,0,110,37,25,5,3,1
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,2個月,0,18,0,0,0,0,32,27,9,2,4,1
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,3個月,0,8,0,0,0,0,17,19,8,5,3,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,4個月,0,6,0,0,0,0,6,11,3,3,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,5個月,0,0,0,0,0,0,11,8,7,1,2,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,6個月,0,0,0,0,0,0,11,5,4,2,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,7個月,0,0,0,0,0,0,11,11,2,1,1,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,8個月,0,0,0,0,0,0,2,6,0,1,1,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,9個月,0,0,0,0,0,0,1,0,2,1,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10個月,0,1,0,0,0,0,1,3,2,0,1,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,11個月,0,0,0,0,0,0,0,1,2,0,1,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,12個月,0,0,0,0,0,0,1,0,1,0,0,1
109,私立,技專校院,1064,美和學校財團法人美和科技大學,1個月,0,0,0,0,0,0,158,41,68,18,7,2
109,私立,技專校院,1064,美和學校財團法人美和科技大學,2個月,0,154,4,1,0,152,82,40,33,12,5,1
109,私立,技專校院,1064,美和學校財團法人美和科技大學,3個月,0,0,0,0,0,0,66,51,35,11,19,6
109,私立,技專校院,1064,美和學校財團法人美和科技大學,4個月,5,78,15,3,0,0,44,34,18,10,9,2
109,私立,技專校院,1064,美和學校財團法人美和科技大學,5個月,0,0,0,0,0,0,42,41,15,16,11,5
109,私立,技專校院,1064,美和學校財團法人美和科技大學,6個月,0,0,0,0,0,0,36,19,18,6,9,2
109,私立,技專校院,1064,美和學校財團法人美和科技大學,7個月,0,0,0,0,0,0,16,19,4,5,1,3
109,私立,技專校院,1064,美和學校財團法人美和科技大學,8個月,0,0,0,0,0,0,10,10,10,5,7,6
109,私立,技專校院,1064,美和學校財團法人美和科技大學,9個月,0,0,0,0,0,0,2,1,3,2,3,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,10個月,0,0,0,0,0,0,6,3,3,3,10,3
109,私立,技專校院,1064,美和學校財團法人美和科技大學,11個月,0,0,0,0,0,0,0,1,1,0,0,0
109,私立,技專校院,1065,吳鳳科技大學,12個月,0,2,0,0,0,0,2,2,2,0,0,0
109,私立,技專校院,1065,吳鳳科技大學,1個月,0,10,0,0,0,0,93,197,46,6,18,2
