學年度,設立別,學校類別,學校統計處代碼,學校名稱,工作月數,"獎助生月支領金額人數-月領3,000元以下","獎助生月支領金額人數-月領3,001~6,000元以下","獎助生月支領金額人數-月領6,001~9,000元以下","獎助生月支領金額人數-月領9,001~基本工資一半以下",獎助生月支領金額人數-月領基本工資一半以上~未達基本工資以下,獎助生月支領金額人數-月領基本工資以上,"勞僱型學生兼任助理月支領金額人數-月領3,000元以下","勞僱型學生兼任助理月支領金額人數-月領3,001~6,000元以下","勞僱型學生兼任助理月支領金額人數-月領6,001~9,000元以下","勞僱型學生兼任助理月支領金額人數-月領9,001~基本工資一半以下",勞僱型學生兼任助理月支領金額人數-月領基本工資一半以上~未達基本工資以下,勞僱型學生兼任助理月支領金額人數-月領基本工資以上
109,公立,一般大學,0052,國立屏東大學,10個月,35,12,4,0,0,0,2,26,14,7,12,2
109,公立,一般大學,0052,國立屏東大學,11個月,3,11,2,2,0,0,1,26,19,13,13,0
109,公立,技專校院,0053,國立高雄科技大學,12個月,73,81,73,66,47,11,0,6,26,11,54,27
109,公立,技專校院,0053,國立高雄科技大學,1個月,16,127,15,24,11,0,458,393,223,119,125,20
109,公立,技專校院,0053,國立高雄科技大學,2個月,3,155,11,8,4,0,135,235,169,104,113,6
109,公立,技專校院,0053,國立高雄科技大學,3個月,10,229,26,12,0,1,51,182,128,65,70,9
109,公立,技專校院,0053,國立高雄科技大學,4個月,10,120,11,8,7,1,50,128,130,56,48,5
109,公立,技專校院,0053,國立高雄科技大學,5個月,88,113,20,12,3,2,18,64,75,44,52,9
109,公立,技專校院,0053,國立高雄科技大學,6個月,17,75,16,14,7,1,9,60,73,39,29,1
109,公立,技專校院,0053,國立高雄科技大學,7個月,69,40,17,14,7,0,3,44,49,29,34,7
109,公立,技專校院,0053,國立高雄科技大學,8個月,5,56,13,9,6,1,3,26,54,22,33,3
109,公立,技專校院,0053,國立高雄科技大學,9個月,13,53,30,12,6,0,0,14,34,20,30,3
109,公立,技專校院,0053,國立高雄科技大學,10個月,18,54,27,31,15,1,1,17,37,17,31,4
109,公立,技專校院,0053,國立高雄科技大學,11個月,15,65,35,25,20,2,0,5,11,16,26,2
109,公立,技專校院,0144,國立臺灣戲曲學院,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,1個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,2個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,3個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,4個月,0,0,0,0,0,0,3,1,9,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,5個月,0,0,0,0,0,0,0,6,1,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,6個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,8個月,0,0,0,0,0,0,0,1,2,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,9個月,0,0,0,0,0,0,0,3,10,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,12個月,0,13,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,1個月,0,0,0,0,0,0,52,61,43,17,13,0
109,公立,技專校院,0221,國立臺南護理專科學校,2個月,0,0,0,0,0,0,18,43,29,12,7,0
109,公立,技專校院,0221,國立臺南護理專科學校,3個月,0,0,0,0,0,0,5,13,14,3,4,1
109,公立,技專校院,0221,國立臺南護理專科學校,4個月,0,0,0,0,0,0,4,14,7,5,3,0
109,公立,技專校院,0221,國立臺南護理專科學校,5個月,0,0,0,0,0,0,3,18,2,1,1,0
109,公立,技專校院,0221,國立臺南護理專科學校,6個月,0,0,0,0,0,0,0,6,3,2,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,7個月,0,0,0,0,0,0,0,4,2,1,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,8個月,0,0,0,0,0,0,0,0,3,1,0,1
109,公立,技專校院,0221,國立臺南護理專科學校,9個月,0,0,0,0,0,0,0,1,1,0,0,1
109,公立,技專校院,0221,國立臺南護理專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,1個月,0,0,0,0,0,0,86,35,11,0,3,0
109,公立,技專校院,0222,國立臺東專科學校,2個月,0,0,0,0,0,0,40,25,1,0,2,0
109,公立,技專校院,0222,國立臺東專科學校,3個月,0,0,0,0,0,0,23,18,1,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,4個月,0,0,0,0,0,0,14,9,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,5個月,0,0,0,0,0,0,8,3,1,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,6個月,1,0,0,0,0,0,2,8,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,7個月,0,0,0,0,0,0,5,1,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,8個月,0,0,0,0,0,0,7,0,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1001,東海大學,12個月,7,57,30,8,22,5,1,16,17,11,15,14
109,私立,一般大學,1001,東海大學,1個月,67,42,4,6,1,2,565,93,38,15,21,8
109,私立,一般大學,1001,東海大學,2個月,23,50,4,5,4,0,191,59,37,21,20,12
109,私立,一般大學,1001,東海大學,3個月,14,44,9,2,2,1,145,70,28,12,9,9
109,私立,一般大學,1001,東海大學,4個月,22,101,5,4,0,1,168,68,30,16,12,0
109,私立,一般大學,1001,東海大學,5個月,16,49,8,8,4,0,103,61,18,10,9,2
109,私立,一般大學,1001,東海大學,6個月,23,39,8,4,1,0,44,40,18,8,12,1
109,私立,一般大學,1001,東海大學,7個月,3,29,8,2,1,0,75,49,14,14,5,2
109,私立,一般大學,1001,東海大學,8個月,4,121,8,5,0,1,28,50,15,7,7,1
109,私立,一般大學,1001,東海大學,9個月,1,26,14,2,2,0,46,68,24,16,6,2
109,私立,一般大學,1001,東海大學,10個月,15,61,9,14,1,0,31,98,54,20,14,1
109,私立,一般大學,1001,東海大學,11個月,17,54,25,22,6,2,18,42,38,22,14,2
109,私立,一般大學,1002,輔仁大學,12個月,3,5,3,5,7,3,1,3,13,20,67,1
109,私立,一般大學,1002,輔仁大學,1個月,2,11,6,11,3,2,132,34,32,25,26,4
109,私立,一般大學,1002,輔仁大學,2個月,1,17,4,4,4,2,22,26,17,9,14,1
109,私立,一般大學,1002,輔仁大學,3個月,4,123,4,6,4,1,11,22,19,14,11,3
109,私立,一般大學,1002,輔仁大學,4個月,3,14,16,6,4,1,56,112,40,25,24,0
109,私立,一般大學,1002,輔仁大學,5個月,1,16,3,8,1,2,8,32,23,23,14,0
109,私立,一般大學,1002,輔仁大學,6個月,2,204,8,5,1,0,41,32,13,17,13,3
109,私立,一般大學,1002,輔仁大學,7個月,2,6,2,3,1,0,3,24,10,14,10,0
109,私立,一般大學,1002,輔仁大學,8個月,12,5,5,4,2,0,38,168,105,78,71,1
109,私立,一般大學,1002,輔仁大學,9個月,4,16,16,2,7,1,3,28,33,12,11,1
109,私立,一般大學,1002,輔仁大學,10個月,3,13,17,11,9,2,1,26,24,21,23,0
109,私立,一般大學,1002,輔仁大學,11個月,6,15,15,8,8,2,2,5,18,17,24,0
109,私立,一般大學,1003,東吳大學,12個月,0,4,9,17,3,0,0,13,14,16,8,1
109,私立,一般大學,1003,東吳大學,1個月,7,77,1,2,5,0,112,266,46,50,39,9
109,私立,一般大學,1003,東吳大學,2個月,5,26,6,0,6,0,37,96,37,15,13,1
109,私立,一般大學,1003,東吳大學,3個月,0,16,3,1,2,0,34,106,14,14,15,0
109,私立,一般大學,1003,東吳大學,4個月,4,28,7,3,2,0,85,231,22,11,7,1
109,私立,一般大學,1003,東吳大學,5個月,1,21,3,4,4,0,24,70,18,6,7,0
109,私立,一般大學,1003,東吳大學,6個月,0,14,7,5,1,0,27,61,19,13,6,0
109,私立,一般大學,1003,東吳大學,7個月,1,84,5,0,1,0,32,61,28,7,1,1
109,私立,一般大學,1003,東吳大學,8個月,1,45,6,1,5,0,87,196,27,9,11,0
109,私立,一般大學,1003,東吳大學,9個月,5,100,1,1,0,0,59,72,40,7,15,0
109,私立,一般大學,1003,東吳大學,10個月,0,28,6,2,6,0,20,44,51,20,21,1
109,私立,一般大學,1003,東吳大學,11個月,0,12,4,5,0,0,3,37,11,10,10,0
109,私立,一般大學,1004,中原大學,12個月,19,55,47,32,40,14,1,14,16,10,13,1
109,私立,一般大學,1004,中原大學,1個月,8,65,5,19,10,1,408,73,23,28,14,6
109,私立,一般大學,1004,中原大學,2個月,13,24,11,5,4,2,84,41,16,9,1,0
109,私立,一般大學,1004,中原大學,3個月,10,11,9,9,8,2,94,54,9,3,2,0
109,私立,一般大學,1004,中原大學,4個月,21,37,12,10,7,1,220,121,43,11,3,0
109,私立,一般大學,1004,中原大學,5個月,14,26,14,9,3,1,44,45,18,9,2,0
109,私立,一般大學,1004,中原大學,6個月,3,22,12,6,7,7,26,45,4,6,1,0
109,私立,一般大學,1004,中原大學,7個月,2,67,8,6,9,0,19,33,7,5,0,0
109,私立,一般大學,1004,中原大學,8個月,3,85,7,1,2,1,189,241,128,51,12,0
109,私立,一般大學,1004,中原大學,9個月,9,11,5,3,7,0,59,81,52,24,9,0
109,私立,一般大學,1004,中原大學,10個月,10,36,14,4,4,0,22,61,37,28,6,1
109,私立,一般大學,1004,中原大學,11個月,23,79,43,11,21,7,9,26,27,17,4,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,12個月,12,35,18,18,5,1,1,1,0,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1個月,8,22,10,8,16,5,1579,979,702,412,635,166
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,2個月,10,19,15,12,24,10,133,252,183,74,125,32
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,3個月,10,18,25,5,13,3,88,347,158,68,69,21
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,4個月,18,34,18,11,20,4,64,158,105,32,29,6
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,5個月,17,86,15,7,10,3,48,88,41,9,9,5
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,6個月,8,42,20,6,10,3,14,18,8,2,8,1
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,7個月,16,25,6,3,10,1,7,11,7,4,3,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,8個月,4,19,3,3,1,0,7,26,9,4,4,1
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,9個月,6,18,6,3,7,3,4,17,5,2,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10個月,6,149,11,11,11,3,9,29,8,0,1,1
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,11個月,12,22,22,12,10,4,1,1,0,1,0,0
109,私立,一般大學,1006,中國文化大學,12個月,0,58,15,12,3,3,135,531,233,149,187,8
109,私立,一般大學,1006,中國文化大學,1個月,5,64,0,8,0,0,0,0,0,0,0,0
109,私立,一般大學,1006,中國文化大學,2個月,3,50,1,3,0,0,1,2,0,1,1,0
109,私立,一般大學,1006,中國文化大學,3個月,5,80,3,5,0,0,6,7,3,12,2,1
109,私立,一般大學,1006,中國文化大學,4個月,4,101,1,6,0,1,149,185,109,34,20,1
109,私立,一般大學,1006,中國文化大學,5個月,5,44,1,7,0,1,0,1,0,4,0,0
109,私立,一般大學,1006,中國文化大學,6個月,6,25,6,5,0,0,3,4,3,8,12,0
109,私立,一般大學,1006,中國文化大學,7個月,2,22,1,0,0,0,1,3,1,0,0,0
109,私立,一般大學,1006,中國文化大學,8個月,3,14,3,3,0,0,71,71,42,17,23,1
109,私立,一般大學,1006,中國文化大學,9個月,1,9,0,4,0,0,0,3,1,2,2,0
109,私立,一般大學,1006,中國文化大學,10個月,1,35,1,4,0,0,1,1,0,2,0,0
109,私立,一般大學,1006,中國文化大學,11個月,1,11,5,5,1,0,0,0,0,1,0,0
109,私立,一般大學,1007,逢甲大學,12個月,82,149,90,45,43,6,0,1,15,4,6,1
109,私立,一般大學,1007,逢甲大學,1個月,258,89,26,18,11,3,0,103,329,44,71,7
109,私立,一般大學,1007,逢甲大學,2個月,19,39,22,14,6,3,0,44,158,29,44,4
109,私立,一般大學,1007,逢甲大學,3個月,12,86,17,18,7,3,0,31,111,24,15,3
109,私立,一般大學,1007,逢甲大學,4個月,12,95,15,23,0,0,0,36,84,15,5,5
109,私立,一般大學,1007,逢甲大學,5個月,29,71,27,18,9,0,0,135,108,22,16,0
109,私立,一般大學,1007,逢甲大學,6個月,47,61,22,15,8,1,0,25,48,14,9,0
109,私立,一般大學,1007,逢甲大學,7個月,12,187,19,10,2,1,0,17,31,9,7,4
109,私立,一般大學,1007,逢甲大學,8個月,4,24,9,5,9,0,0,11,29,4,6,0
109,私立,一般大學,1007,逢甲大學,9個月,5,27,19,15,4,1,0,11,20,7,7,0
109,私立,一般大學,1007,逢甲大學,10個月,13,43,27,6,8,3,0,55,76,28,16,6
109,私立,一般大學,1007,逢甲大學,11個月,7,40,26,14,10,2,0,7,9,13,4,1
109,私立,一般大學,1008,靜宜大學,12個月,2,14,1,3,2,1,0,14,11,7,4,0
109,私立,一般大學,1008,靜宜大學,1個月,0,5,0,0,0,0,353,75,40,17,19,1
109,私立,一般大學,1008,靜宜大學,2個月,0,0,0,0,0,0,125,49,22,7,5,3
109,私立,一般大學,1008,靜宜大學,3個月,0,0,0,0,0,0,72,44,20,7,8,0
109,私立,一般大學,1008,靜宜大學,4個月,0,77,0,0,0,0,92,45,10,7,1,1
109,私立,一般大學,1008,靜宜大學,5個月,0,30,0,0,0,0,102,52,15,9,3,0
109,私立,一般大學,1008,靜宜大學,6個月,1,0,0,0,0,0,52,36,11,5,5,0
109,私立,一般大學,1008,靜宜大學,7個月,0,1,0,0,0,0,29,22,4,6,2,3
109,私立,一般大學,1008,靜宜大學,8個月,0,94,0,0,0,0,30,19,6,1,4,1
109,私立,一般大學,1008,靜宜大學,9個月,3,7,0,0,0,0,104,73,30,11,1,0
109,私立,一般大學,1008,靜宜大學,10個月,0,1,0,0,0,0,28,42,31,17,10,0
109,私立,一般大學,1008,靜宜大學,11個月,0,1,0,1,0,0,5,19,15,12,4,1
109,私立,一般大學,1009,長庚大學,12個月,19,61,78,62,60,46,0,11,7,11,18,3
109,私立,一般大學,1009,長庚大學,1個月,5,28,7,2,4,0,6,12,1,0,2,1
109,私立,一般大學,1009,長庚大學,2個月,14,30,8,3,2,1,1,18,8,2,10,0
109,私立,一般大學,1009,長庚大學,3個月,9,22,17,3,6,0,2,20,35,1,6,0
109,私立,一般大學,1009,長庚大學,4個月,9,31,4,4,12,0,0,14,28,10,2,0
109,私立,一般大學,1009,長庚大學,5個月,3,36,10,3,7,0,1,73,136,22,2,1
109,私立,一般大學,1009,長庚大學,6個月,15,27,22,4,5,4,0,12,15,10,6,1
109,私立,一般大學,1009,長庚大學,7個月,9,19,28,5,4,2,0,17,27,4,2,1
109,私立,一般大學,1009,長庚大學,8個月,4,12,10,1,4,5,0,62,45,5,4,0
109,私立,一般大學,1009,長庚大學,9個月,6,14,8,2,7,5,0,46,276,67,8,0
109,私立,一般大學,1009,長庚大學,10個月,13,38,10,13,11,1,0,5,21,16,12,0
109,私立,一般大學,1009,長庚大學,11個月,15,58,44,35,16,7,0,1,7,13,13,0
109,私立,一般大學,1010,元智大學,12個月,4,44,11,13,7,1,0,0,1,0,3,0
109,私立,一般大學,1010,元智大學,1個月,34,63,28,32,49,5,558,458,353,220,195,35
109,私立,一般大學,1010,元智大學,2個月,35,42,28,29,34,7,265,286,147,67,82,5
109,私立,一般大學,1010,元智大學,3個月,11,32,39,23,16,4,198,169,68,31,40,6
109,私立,一般大學,1010,元智大學,4個月,35,54,26,18,27,6,188,111,55,11,26,3
109,私立,一般大學,1010,元智大學,5個月,24,33,26,22,19,4,117,57,29,8,20,0
109,私立,一般大學,1010,元智大學,6個月,9,64,23,21,17,3,55,47,16,1,11,1
109,私立,一般大學,1010,元智大學,7個月,3,30,9,2,14,2,46,32,2,1,12,0
109,私立,一般大學,1010,元智大學,8個月,8,4,8,5,3,1,23,7,4,0,7,0
109,私立,一般大學,1010,元智大學,9個月,11,12,5,3,8,1,27,1,0,0,4,0
109,私立,一般大學,1010,元智大學,10個月,8,31,11,7,12,1,1,1,2,0,1,0
109,私立,一般大學,1010,元智大學,11個月,6,8,4,2,3,0,0,1,0,1,3,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,12個月,0,0,1,1,0,0,0,0,5,2,1,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,1個月,9,3,2,5,1,0,173,53,13,5,6,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,2個月,3,2,2,1,0,0,112,28,5,2,3,1
109,私立,一般大學,1011,中華大學學校財團法人中華大學,3個月,1,4,0,0,0,0,27,24,15,9,3,1
109,私立,一般大學,1011,中華大學學校財團法人中華大學,4個月,0,8,1,1,0,0,26,37,13,4,5,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,5個月,0,3,3,1,2,0,10,24,12,11,9,1
109,私立,一般大學,1011,中華大學學校財團法人中華大學,6個月,0,3,3,0,0,0,6,24,7,4,0,1
109,私立,一般大學,1011,中華大學學校財團法人中華大學,7個月,0,5,0,0,1,0,6,18,11,1,1,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,8個月,0,11,0,0,0,0,2,13,15,3,0,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,9個月,0,1,0,0,0,0,2,9,11,5,4,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,10個月,0,0,0,0,0,0,0,9,11,8,6,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,11個月,0,0,0,0,0,0,1,7,9,8,2,0
109,私立,一般大學,1012,大葉大學,12個月,0,0,2,0,0,0,0,0,3,0,0,0
109,私立,一般大學,1012,大葉大學,1個月,18,40,7,4,6,2,167,52,22,4,5,0
109,私立,一般大學,1012,大葉大學,2個月,5,21,4,8,7,0,37,40,10,9,1,0
109,私立,一般大學,1012,大葉大學,3個月,8,23,2,11,2,0,36,23,9,2,1,0
109,私立,一般大學,1012,大葉大學,4個月,4,42,6,8,2,0,56,30,7,9,2,0
109,私立,一般大學,1012,大葉大學,5個月,0,17,4,8,3,0,13,15,8,2,1,0
109,私立,一般大學,1012,大葉大學,6個月,1,7,6,5,4,0,13,12,5,1,1,0
109,私立,一般大學,1012,大葉大學,7個月,4,37,4,10,5,0,7,8,2,3,0,0
109,私立,一般大學,1012,大葉大學,8個月,0,24,3,0,4,1,18,34,25,20,14,0
109,私立,一般大學,1012,大葉大學,9個月,0,2,3,1,0,0,8,5,3,2,3,0
109,私立,一般大學,1012,大葉大學,10個月,0,1,1,0,0,0,6,19,5,2,3,0
109,私立,一般大學,1012,大葉大學,11個月,0,0,1,2,0,0,2,2,0,1,0,0
109,私立,一般大學,1013,華梵大學,12個月,3,5,1,2,0,0,0,0,0,0,0,0
109,私立,一般大學,1013,華梵大學,1個月,0,2,0,0,0,0,0,6,5,0,0,0
109,私立,一般大學,1013,華梵大學,2個月,0,0,1,0,0,0,0,3,1,0,0,0
109,私立,一般大學,1013,華梵大學,3個月,3,3,0,3,0,0,0,37,3,0,0,0
109,私立,一般大學,1013,華梵大學,4個月,1,0,0,0,0,0,0,13,4,1,0,0
109,私立,一般大學,1013,華梵大學,5個月,1,0,0,1,0,0,2,9,1,0,0,0
109,私立,一般大學,1013,華梵大學,6個月,0,7,0,0,1,0,0,17,2,0,0,0
109,私立,一般大學,1013,華梵大學,7個月,0,1,0,0,0,0,0,5,8,0,0,0
109,私立,一般大學,1013,華梵大學,8個月,0,0,0,0,0,0,0,8,12,8,0,0
109,私立,一般大學,1013,華梵大學,9個月,0,3,1,1,0,0,0,1,0,0,0,0
109,私立,一般大學,1013,華梵大學,10個月,2,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1013,華梵大學,11個月,0,0,0,1,0,0,0,0,0,0,0,0
109,私立,一般大學,1014,義守大學,12個月,10,21,9,9,2,2,2,6,6,7,6,0
109,私立,一般大學,1014,義守大學,1個月,6,7,2,0,1,2,241,104,31,8,9,0
109,私立,一般大學,1014,義守大學,2個月,11,10,1,0,2,0,137,59,15,11,0,0
109,私立,一般大學,1014,義守大學,3個月,5,12,0,1,1,0,148,77,12,8,4,0
109,私立,一般大學,1014,義守大學,4個月,8,8,1,0,0,0,93,42,9,3,4,0
109,私立,一般大學,1014,義守大學,5個月,37,35,0,0,0,0,42,30,6,4,1,0
109,私立,一般大學,1014,義守大學,6個月,4,8,3,0,1,0,41,28,9,7,2,1
109,私立,一般大學,1014,義守大學,7個月,5,14,2,2,0,0,13,17,9,3,1,0
109,私立,一般大學,1014,義守大學,8個月,2,29,5,0,0,0,6,13,11,3,2,0
109,私立,一般大學,1014,義守大學,9個月,1,5,3,2,0,1,5,12,8,11,10,0
109,私立,一般大學,1014,義守大學,10個月,82,120,6,1,1,0,0,9,9,19,6,0
109,私立,一般大學,1014,義守大學,11個月,6,13,5,2,1,0,0,4,6,12,18,0
109,私立,一般大學,1015,世新大學,12個月,0,0,0,0,0,0,0,9,7,4,6,0
109,私立,一般大學,1015,世新大學,1個月,0,0,0,0,0,0,135,25,8,2,36,0
109,私立,一般大學,1015,世新大學,2個月,0,0,0,0,0,0,20,15,10,8,6,0
109,私立,一般大學,1015,世新大學,3個月,0,0,10,0,0,0,17,25,19,5,8,0
109,私立,一般大學,1015,世新大學,4個月,0,0,21,0,0,0,4,22,5,25,7,0
109,私立,一般大學,1015,世新大學,5個月,0,0,7,0,0,0,2,17,30,8,6,0
109,私立,一般大學,1015,世新大學,6個月,0,0,41,0,0,0,6,12,2,5,12,1
109,私立,一般大學,1015,世新大學,7個月,0,0,3,0,0,0,4,6,10,5,0,0
109,私立,一般大學,1015,世新大學,8個月,0,0,2,0,0,0,0,8,6,2,3,0
109,私立,一般大學,1015,世新大學,9個月,0,0,1,0,0,0,0,11,32,11,4,0
109,私立,一般大學,1015,世新大學,10個月,0,0,0,0,0,0,0,10,8,5,5,1
109,私立,一般大學,1015,世新大學,11個月,0,0,104,0,0,0,3,3,7,6,3,1
109,私立,一般大學,1016,銘傳大學,12個月,0,22,1,0,0,0,2,27,21,14,11,2
109,私立,一般大學,1016,銘傳大學,1個月,0,8,0,0,0,0,68,166,43,29,55,5
109,私立,一般大學,1016,銘傳大學,2個月,0,9,0,0,0,0,9,209,39,16,10,2
109,私立,一般大學,1016,銘傳大學,3個月,0,6,0,0,0,0,7,216,43,12,7,1
109,私立,一般大學,1016,銘傳大學,4個月,0,30,0,0,0,0,5,87,23,11,7,0
109,私立,一般大學,1016,銘傳大學,5個月,93,44,4,4,2,0,1,151,67,9,10,0
109,私立,一般大學,1016,銘傳大學,6個月,0,6,0,0,0,0,0,47,23,12,4,0
109,私立,一般大學,1016,銘傳大學,7個月,0,6,0,0,0,0,0,22,20,8,6,0
109,私立,一般大學,1016,銘傳大學,8個月,0,25,0,0,0,0,1,58,18,8,1,0
109,私立,一般大學,1016,銘傳大學,9個月,0,6,0,0,0,0,1,32,22,4,8,1
109,私立,一般大學,1016,銘傳大學,10個月,259,65,12,2,2,0,3,16,27,6,8,0
109,私立,一般大學,1016,銘傳大學,11個月,0,8,0,0,0,0,0,22,19,12,12,0
109,私立,一般大學,1017,實踐大學,12個月,0,0,0,0,0,0,0,7,7,12,8,1
109,私立,一般大學,1017,實踐大學,1個月,0,8,0,0,0,0,271,93,34,20,24,1
109,私立,一般大學,1017,實踐大學,2個月,0,1,0,0,0,0,134,49,25,15,14,0
109,私立,一般大學,1017,實踐大學,3個月,0,0,0,0,0,0,132,76,33,11,10,2
109,私立,一般大學,1017,實踐大學,4個月,0,4,0,0,0,0,43,51,20,10,4,0
109,私立,一般大學,1017,實踐大學,5個月,0,44,0,0,0,0,31,38,14,5,8,0
109,私立,一般大學,1017,實踐大學,6個月,0,2,0,0,0,0,48,41,14,5,7,0
109,私立,一般大學,1017,實踐大學,7個月,0,4,0,0,0,0,14,26,9,7,3,0
109,私立,一般大學,1017,實踐大學,8個月,0,15,0,0,0,0,12,41,25,12,8,0
109,私立,一般大學,1017,實踐大學,9個月,0,37,0,0,0,0,12,26,17,7,9,0
109,私立,一般大學,1017,實踐大學,10個月,0,24,0,0,0,0,5,17,7,13,10,0
109,私立,一般大學,1017,實踐大學,11個月,0,0,0,0,0,0,1,8,5,4,5,1
109,私立,技專校院,1018,朝陽科技大學,12個月,0,0,0,0,0,0,4,17,15,15,52,0
109,私立,技專校院,1018,朝陽科技大學,1個月,0,0,0,0,0,0,264,153,45,28,102,6
109,私立,技專校院,1018,朝陽科技大學,2個月,0,0,0,0,0,0,74,62,39,20,30,0
109,私立,技專校院,1018,朝陽科技大學,3個月,0,0,0,0,0,0,36,57,15,12,19,0
109,私立,技專校院,1018,朝陽科技大學,4個月,0,0,0,0,0,0,20,54,28,14,15,0
109,私立,技專校院,1018,朝陽科技大學,5個月,0,0,0,0,0,0,16,42,26,9,13,0
109,私立,技專校院,1018,朝陽科技大學,6個月,0,0,0,0,0,0,16,22,16,13,19,0
109,私立,技專校院,1018,朝陽科技大學,7個月,0,0,0,0,0,0,4,16,16,7,16,0
109,私立,技專校院,1018,朝陽科技大學,8個月,0,0,0,0,0,0,10,51,22,12,7,0
109,私立,技專校院,1018,朝陽科技大學,9個月,0,0,0,0,0,0,11,80,38,18,19,0
109,私立,技專校院,1018,朝陽科技大學,10個月,0,0,0,0,0,0,0,30,25,30,35,0
109,私立,技專校院,1018,朝陽科技大學,11個月,0,0,0,0,0,0,0,17,26,38,41,2
109,私立,一般大學,1019,高雄醫學大學,12個月,3,32,20,20,15,7,0,11,8,1,4,4
109,私立,一般大學,1019,高雄醫學大學,1個月,2,18,4,4,2,0,259,81,64,27,16,6
109,私立,一般大學,1019,高雄醫學大學,2個月,3,15,2,2,2,0,45,61,52,13,14,0
109,私立,一般大學,1019,高雄醫學大學,3個月,7,13,5,1,0,1,16,88,72,19,13,3
109,私立,一般大學,1019,高雄醫學大學,4個月,5,14,2,12,2,8,14,58,59,12,6,1
109,私立,一般大學,1019,高雄醫學大學,5個月,2,20,6,1,2,2,6,38,34,5,5,3
109,私立,一般大學,1019,高雄醫學大學,6個月,5,11,3,5,1,0,0,35,61,14,8,1
109,私立,一般大學,1019,高雄醫學大學,7個月,7,18,4,1,4,1,0,34,28,12,7,2
109,私立,一般大學,1019,高雄醫學大學,8個月,2,1,5,1,1,0,1,17,40,8,4,0
109,私立,一般大學,1019,高雄醫學大學,9個月,2,20,6,1,0,1,0,16,17,6,5,1
109,私立,一般大學,1019,高雄醫學大學,10個月,5,16,5,1,6,0,1,31,18,7,5,2
