,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,小計,低收入戶學生,中低收入戶學生,身心障礙學生及身心障礙人士子女,特殊境遇家庭之子女,原住民學生
,102,1,公立,技專校院,46,國立臺北護理健康大學,414,91,36,200,5,82
,102,1,公立,技專校院,47,國立高雄餐旅大學,522,131,75,217,19,80
,102,1,公立,技專校院,50,國立臺中科技大學,1607,309,167,807,44,280
,102,1,公立,技專校院,136,國立屏東商業技術學院,502,124,97,195,22,64
,102,1,公立,技專校院,142,國立臺北商業技術學院,1066,193,47,432,21,373
,102,1,公立,技專校院,144,國立臺灣戲曲學院,63,17,7,23,0,16
,102,1,公立,技專校院,221,國立臺南護理專科學校,213,74,10,68,7,54
,102,1,公立,技專校院,222,國立臺東專科學校,277,79,16,55,1,126
,102,1,私立,一般大學,1001,東海大學,937,174,115,547,48,53
,102,1,私立,一般大學,1002,輔仁大學,1460,294,102,825,31,208
,102,1,私立,一般大學,1003,東吳大學,832,192,70,437,16,117
,102,1,私立,一般大學,1004,中原大學,848,159,75,496,40,78
,102,1,私立,一般大學,1005,淡江大學,1495,315,125,861,55,139
,102,1,私立,一般大學,1006,中國文化大學,1807,446,154,858,54,295
,102,1,私立,一般大學,1007,逢甲大學,1192,204,136,706,82,64
,102,1,私立,一般大學,1008,靜宜大學,954,206,129,492,50,77
,102,1,私立,一般大學,1009,長庚大學,337,46,19,238,8,26
,102,1,私立,一般大學,1010,元智大學,365,49,17,248,24,27
,102,1,私立,一般大學,1011,中華大學,590,105,36,341,25,83
,102,1,私立,一般大學,1012,大葉大學,861,175,127,447,37,75
,102,1,私立,一般大學,1013,華梵大學,249,74,16,134,6,19
,102,1,私立,一般大學,1014,義守大學,1480,306,197,623,61,293
,102,1,私立,一般大學,1015,世新大學,796,188,64,345,21,178
,102,1,私立,一般大學,1016,銘傳大學,1103,249,99,571,54,130
,102,1,私立,一般大學,1017,實踐大學,1233,267,94,586,40,246
,102,1,私立,一般大學,1019,高雄醫學大學,357,52,33,207,22,43
,102,1,私立,一般大學,1020,南華大學,480,120,24,250,24,62
,102,1,私立,一般大學,1021,真理大學,729,190,70,316,24,129
,102,1,私立,一般大學,1022,大同大學,202,55,18,118,5,6
,102,1,私立,一般大學,1027,慈濟大學,279,39,27,141,11,61
,102,1,私立,一般大學,1028,臺北醫學大學,262,31,10,181,6,34
,102,1,私立,一般大學,1029,中山醫學大學,475,97,41,252,17,68
,102,1,私立,一般大學,1033,長榮大學,1072,234,145,420,60,213
,102,1,私立,一般大學,1035,中國醫藥大學,420,57,25,265,10,63
,102,1,私立,一般大學,1039,玄奘大學,681,160,44,291,14,172
,102,1,私立,一般大學,1048,亞洲大學,1003,218,98,483,50,154
,102,1,私立,一般大學,1049,開南大學,828,164,47,398,24,195
,102,1,私立,一般大學,1050,佛光大學,298,74,19,124,5,76
,102,1,私立,一般大學,1058,明道大學,739,136,92,374,27,110
,102,1,私立,一般大學,1059,康寧大學,327,129,18,125,5,50
,102,1,私立,一般大學,1067,台灣首府大學,912,308,99,350,27,128
,102,1,私立,一般大學,1125,興國管理學院,576,101,13,113,1,348
,102,1,私立,一般大學,1176,稻江科技暨管理學院,637,191,32,229,20,165
,102,1,私立,一般大學,1195,馬偕醫學院,21,3,1,10,1,6
,102,1,私立,一般大學,1R02,基督教台灣浸會神學院,3,0,0,1,0,2
,102,1,私立,一般大學,1R03,臺北基督學院,11,3,0,4,0,4
,102,1,私立,技專校院,1018,朝陽科技大學,1690,391,229,833,76,161
,102,1,私立,技專校院,1023,南臺科技大學,1755,415,276,864,111,89
,102,1,私立,技專校院,1024,崑山科技大學,1282,332,154,637,65,94
,102,1,私立,技專校院,1025,嘉南藥理大學,1363,625,363,1003,120,255
,102,1,私立,技專校院,1026,樹德科技大學,1569,472,231,657,60,149
,102,1,私立,技專校院,1030,龍華科技大學,985,224,65,566,20,110
,102,1,私立,技專校院,1031,輔英科技大學,1278,445,173,463,62,135
,102,1,私立,技專校院,1032,明新科技大學,1198,191,80,717,40,170
,102,1,私立,技專校院,1034,弘光科技大學,1356,274,141,699,56,186
,102,1,私立,技專校院,1036,健行科技大學,1221,207,62,672,52,228
,102,1,私立,技專校院,1037,正修科技大學,1265,594,386,1076,98,187
,102,1,私立,技專校院,1038,萬能科技大學,1223,210,56,617,47,293
,102,1,私立,技專校院,1040,建國科技大學,1258,250,172,694,73,69
,102,1,私立,技專校院,1041,明志科技大學,373,90,32,196,15,40
,102,1,私立,技專校院,1042,高苑科技大學,1303,419,191,503,49,141
,102,1,私立,技專校院,1043,大仁科技大學,1490,411,163,538,50,328
,102,1,私立,技專校院,1044,聖約翰科技大學,636,200,35,329,11,61
,102,1,私立,技專校院,1045,嶺東科技大學,1094,263,122,579,44,86
,102,1,私立,技專校院,1046,中國科技大學,1293,393,84,618,29,169
,102,1,私立,技專校院,1047,中臺科技大學,1058,261,102,529,33,133
,102,1,私立,技專校院,1051,台南應用科技大學,1382,369,193,628,72,120
,102,1,私立,技專校院,1052,遠東科技大學,1400,433,181,605,73,108
,102,1,私立,技專校院,1053,元培醫事科技大學,802,169,65,406,35,127
,102,1,私立,技專校院,1054,景文科技大學,974,278,80,447,27,142
,102,1,私立,技專校院,1055,中華醫事科技大學,1196,356,119,582,57,82
,102,1,私立,技專校院,1056,東南科技大學,1029,409,67,418,14,121
,102,1,私立,技專校院,1057,德明財經科技大學,1014,302,66,546,23,77
,102,1,私立,技專校院,1060,南開科技大學,866,191,85,466,47,77
,102,1,私立,技專校院,1061,中華科技大學,1087,353,77,489,15,153
,102,1,私立,技專校院,1062,僑光科技大學,964,231,121,493,36,83
,102,1,私立,技專校院,1063,育達科技大學,952,237,52,472,48,143
,102,1,私立,技專校院,1064,美和科技大學,1868,504,182,528,47,607
,102,1,私立,技專校院,1065,吳鳳科技大學,989,236,105,528,37,83
,102,1,私立,技專校院,1066,環球科技大學,1341,279,76,553,36,397
,102,1,私立,技專校院,1068,中州科技大學,864,220,137,405,30,72
,102,1,私立,技專校院,1069,修平科技大學,769,202,76,395,30,66
,102,1,私立,技專校院,1070,長庚科技大學,873,194,43,418,34,184
,102,1,私立,技專校院,1071,臺北城市科技大學,1329,522,86,561,17,143
,102,1,私立,技專校院,1072,大華科技大學,522,102,15,240,18,147
,102,1,私立,技專校院,1073,醒吾科技大學,992,276,53,460,15,188
,102,1,私立,技專校院,1074,南榮技術學院,480,138,45,227,23,47
,102,1,私立,技專校院,1075,文藻外語學院,676,170,87,307,36,76
,102,1,私立,技專校院,1148,大漢技術學院,875,97,7,209,3,559
,102,1,私立,技專校院,1150,慈濟技術學院,824,155,11,122,4,532
,102,1,私立,技專校院,1154,永達技術學院,218,46,11,89,2,70
,102,1,私立,技專校院,1159,和春技術學院,844,330,70,332,8,104
,102,1,私立,技專校院,1164,致理技術學院,1088,342,67,552,23,104
,102,1,私立,技專校院,1166,亞東技術學院,535,154,35,280,16,50
,102,1,私立,技專校院,1168,桃園創新技術學院,954,176,26,493,33,226
,102,1,私立,技專校院,1179,德霖技術學院,940,308,48,436,9,139
,102,1,私立,技專校院,1182,蘭陽技術學院,527,153,27,241,10,96
,102,1,私立,技專校院,1183,黎明技術學院,595,212,37,276,4,66
,102,1,私立,技專校院,1184,東方設計學院,744,291,103,252,19,79
,102,1,私立,技專校院,1185,經國管理暨健康學院,750,271,56,272,14,137
,102,1,私立,技專校院,1187,崇右技術學院,564,209,35,226,5,89
,102,1,私立,技專校院,1188,大同技術學院,614,150,34,282,16,132
,102,1,私立,技專校院,1189,亞太創意技術學院,501,115,23,260,8,95
,102,1,私立,技專校院,1190,高鳳數位內容學院,157,53,10,54,2,38
,102,1,私立,技專校院,1191,華夏技術學院,638,230,37,305,13,53
,102,1,私立,技專校院,1192,臺灣觀光學院,588,100,23,144,4,317
,102,1,私立,技專校院,1197,台北海洋技術學院,877,378,56,338,10,95
,102,1,私立,技專校院,1281,康寧醫護暨管理專科學校,309,152,9,92,4,52
,102,1,私立,技專校院,1282,馬偕醫護管理專科學校,691,194,9,104,8,376
,102,1,私立,技專校院,1283,仁德醫護管理專科學校,764,253,25,273,23,190
,102,1,私立,技專校院,1284,樹人醫護管理專科學校,766,354,28,198,20,166
,102,1,私立,技專校院,1285,慈惠醫護管理專科學校,1380,611,57,193,24,495
,102,1,私立,技專校院,1286,耕莘健康管理專科學校,556,244,22,151,19,120
,102,1,私立,技專校院,1287,敏惠醫護管理專科學校,385,175,14,111,12,73
,102,1,私立,技專校院,1288,高美醫護管理專科學校,181,78,6,39,1,57
,102,1,私立,技專校院,1289,育英醫護管理專科學校,213,129,12,43,3,26
,102,1,私立,技專校院,1290,崇仁醫護管理專科學校,267,112,9,109,6,31
,102,1,私立,技專校院,1291,聖母醫護管理專科學校,619,231,13,138,7,230
,102,1,私立,技專校院,1292,新生醫護管理專科學校,764,267,13,135,7,342
,102,2,公立,一般大學,1,國立政治大學,700,80,33,400,16,171
,102,2,公立,一般大學,2,國立清華大學,506,64,27,360,14,41
,102,2,公立,一般大學,3,國立臺灣大學,1324,136,63,846,23,256
,102,2,公立,一般大學,4,國立臺灣師範大學,826,91,53,436,20,226
,102,2,公立,一般大學,5,國立成功大學,956,107,65,666,28,90
,102,2,公立,一般大學,6,國立中興大學,686,83,39,461,19,84
,102,2,公立,一般大學,7,國立交通大學,437,49,34,308,11,35
,102,2,公立,一般大學,8,國立中央大學,526,62,26,385,19,34
,102,2,公立,一般大學,9,國立中山大學,473,82,43,295,17,36
,102,2,公立,一般大學,12,國立臺灣海洋大學,464,71,47,285,18,43
,102,2,公立,一般大學,13,國立中正大學,627,76,51,417,23,60
,102,2,公立,一般大學,14,國立高雄師範大學,363,49,41,197,13,63
,102,2,公立,一般大學,15,國立彰化師範大學,445,52,58,263,21,51
,102,2,公立,一般大學,16,國立陽明大學,151,13,8,104,7,19
,102,2,公立,一般大學,17,國立臺北大學,548,76,33,326,13,100
,102,2,公立,一般大學,18,國立嘉義大學,878,108,120,491,36,123
,102,2,公立,一般大學,19,國立高雄大學,345,52,32,218,9,34
,102,2,公立,一般大學,20,國立東華大學,1017,160,43,349,20,445
,102,2,公立,一般大學,21,國立暨南國際大學,394,40,42,214,29,69
,102,2,公立,一般大學,28,國立臺北藝術大學,159,12,11,83,7,46
,102,2,公立,一般大學,29,國立臺灣藝術大學,295,33,22,175,5,60
,102,2,公立,一般大學,30,國立臺東大學,466,73,39,148,15,191
,102,2,公立,一般大學,31,國立宜蘭大學,424,77,39,240,12,56
,102,2,公立,一般大學,32,國立聯合大學,562,84,60,341,19,58
,102,2,公立,一般大學,35,國立臺南藝術大學,89,15,8,51,0,15
,102,2,公立,一般大學,36,國立臺南大學,428,76,52,214,23,63
,102,2,公立,一般大學,37,國立臺北教育大學,263,44,15,141,5,58
,102,2,公立,一般大學,38,國立新竹教育大學,257,37,70,125,20,5
,102,2,公立,一般大學,39,國立臺中教育大學,317,52,34,156,15,60
,102,2,公立,一般大學,40,國立屏東教育大學,525,69,60,178,15,203
,102,2,公立,一般大學,44,國立體育大學,261,37,13,87,9,115
,102,2,公立,一般大學,48,國立金門大學,385,66,16,234,8,61
,102,2,公立,一般大學,49,國立臺灣體育運動大學,442,78,34,138,8,184
,102,2,公立,一般大學,3002,臺北市立大學,591,98,29,211,16,237
,102,2,公立,技專校院,22,國立臺灣科技大學,613,106,54,348,31,74
,102,2,公立,技專校院,23,國立雲林科技大學,709,120,80,397,38,74
,102,2,公立,技專校院,24,國立屏東科技大學,1178,233,199,517,54,175
,102,2,公立,技專校院,25,國立臺北科技大學,858,133,77,504,22,122
,102,2,公立,技專校院,26,國立高雄第一科技大學,624,126,64,323,34,77
,102,2,公立,技專校院,27,國立高雄應用科技大學,1083,189,130,571,48,145
,102,2,公立,技專校院,33,國立虎尾科技大學,854,137,93,485,47,92
,102,2,公立,技專校院,34,國立高雄海洋科技大學,772,160,144,351,31,86
,102,2,公立,技專校院,42,國立澎湖科技大學,280,84,32,133,9,22
,102,2,公立,技專校院,43,國立勤益科技大學,1071,161,123,615,50,122
,102,2,公立,技專校院,46,國立臺北護理健康大學,407,75,33,207,6,86
,102,2,公立,技專校院,47,國立高雄餐旅大學,501,110,69,221,26,75
,102,2,公立,技專校院,50,國立臺中科技大學,1502,256,148,792,47,259
,102,2,公立,技專校院,136,國立屏東商業技術學院,487,109,93,198,25,62
,102,2,公立,技專校院,142,國立臺北商業技術學院,977,149,52,422,25,329
,102,2,公立,技專校院,144,國立臺灣戲曲學院,53,12,4,24,0,13
,102,2,公立,技專校院,221,國立臺南護理專科學校,217,69,12,71,8,57
,102,2,公立,技專校院,222,國立臺東專科學校,264,73,12,53,1,125
,102,2,私立,一般大學,1001,東海大學,903,154,102,550,52,45
,102,2,私立,一般大學,1002,輔仁大學,1421,252,102,827,34,206
,102,2,私立,一般大學,1003,東吳大學,790,165,60,436,14,115
,102,2,私立,一般大學,1004,中原大學,823,127,82,496,36,82
,102,2,私立,一般大學,1005,淡江大學,1450,268,129,867,52,134
,102,2,私立,一般大學,1006,中國文化大學,1760,385,159,858,48,310
,102,2,私立,一般大學,1007,逢甲大學,1167,187,131,712,75,62
,102,2,私立,一般大學,1008,靜宜大學,925,184,123,492,48,78
,102,2,私立,一般大學,1009,長庚大學,321,40,18,231,7,25
,102,2,私立,一般大學,1010,元智大學,358,48,16,243,24,27
,102,2,私立,一般大學,1011,中華大學,572,95,37,335,25,80
,102,2,私立,一般大學,1012,大葉大學,838,155,124,444,39,76
,102,2,私立,一般大學,1013,華梵大學,245,69,17,135,5,19
,102,2,私立,一般大學,1014,義守大學,1447,275,197,630,61,284
,102,2,私立,一般大學,1015,世新大學,770,157,68,346,25,174
,102,2,私立,一般大學,1016,銘傳大學,1079,224,92,581,57,125
,102,2,私立,一般大學,1017,實踐大學,1193,238,85,589,37,244
,102,2,私立,一般大學,1019,高雄醫學大學,346,52,29,208,17,40
,102,2,私立,一般大學,1020,南華大學,472,116,29,247,22,58
,102,2,私立,一般大學,1021,真理大學,710,166,63,335,27,119
,102,2,私立,一般大學,1022,大同大學,192,45,17,118,6,6
,102,2,私立,一般大學,1027,慈濟大學,269,34,27,141,9,58
,102,2,私立,一般大學,1028,臺北醫學大學,260,34,9,181,7,29
,102,2,私立,一般大學,1029,中山醫學大學,478,93,38,261,18,68
,102,2,私立,一般大學,1033,長榮大學,1057,214,142,426,61,214
,102,2,私立,一般大學,1035,中國醫藥大學,418,58,23,265,9,63
,102,2,私立,一般大學,1039,玄奘大學,653,126,49,286,14,178
,102,2,私立,一般大學,1048,亞洲大學,971,189,101,484,47,150
,102,2,私立,一般大學,1049,開南大學,812,152,42,397,28,193
,102,2,私立,一般大學,1050,佛光大學,277,58,21,122,4,72
,102,2,私立,一般大學,1058,明道大學,692,118,81,357,26,110
,102,2,私立,一般大學,1059,康寧大學,306,105,25,117,6,53
,102,2,私立,一般大學,1067,台灣首府大學,859,279,99,334,26,121
,102,2,私立,一般大學,1125,興國管理學院,275,30,7,65,2,171
,102,2,私立,一般大學,1176,稻江科技暨管理學院,572,151,28,217,17,159
,102,2,私立,一般大學,1195,馬偕醫學院,22,3,1,11,1,6
,102,2,私立,一般大學,1R02,基督教台灣浸會神學院,3,0,0,1,0,2
,102,2,私立,一般大學,1R03,臺北基督學院,11,3,0,5,0,3
,102,2,私立,技專校院,1018,朝陽科技大學,1620,329,206,838,86,161
,102,2,私立,技專校院,1023,南臺科技大學,1642,358,245,847,111,81
,102,2,私立,技專校院,1024,崑山科技大學,1215,293,128,638,71,85
,102,2,私立,技專校院,1025,嘉南藥理大學,1292,547,378,1003,115,252
,102,2,私立,技專校院,1026,樹德科技大學,1487,405,218,666,60,138
,102,2,私立,技專校院,1030,龍華科技大學,965,182,76,579,20,108
,102,2,私立,技專校院,1031,輔英科技大學,1236,409,153,469,65,140
,102,2,私立,技專校院,1032,明新科技大學,1165,172,69,713,45,166
,102,2,私立,技專校院,1034,弘光科技大學,1262,245,118,674,65,160
,102,2,私立,技專校院,1036,健行科技大學,1195,190,56,675,51,223
,102,2,私立,技專校院,1037,正修科技大學,1154,519,364,1075,94,177
,102,2,私立,技專校院,1038,萬能科技大學,1192,189,50,616,50,287
,102,2,私立,技專校院,1040,建國科技大學,1209,227,153,690,77,62
,102,2,私立,技專校院,1041,明志科技大學,357,68,38,197,17,37
,102,2,私立,技專校院,1042,高苑科技大學,1250,380,185,492,48,145
,102,2,私立,技專校院,1043,大仁科技大學,1450,376,169,547,50,308
,102,2,私立,技專校院,1044,聖約翰科技大學,632,185,44,330,13,60
,102,2,私立,技專校院,1045,嶺東科技大學,1073,232,124,584,50,83
,102,2,私立,技專校院,1046,中國科技大學,1223,329,98,603,34,159
,102,2,私立,技專校院,1047,中臺科技大學,984,219,107,506,37,115
,102,2,私立,技專校院,1051,台南應用科技大學,1330,334,180,627,70,119
,102,2,私立,技專校院,1052,遠東科技大學,1337,379,178,597,75,108
,102,2,私立,技專校院,1053,元培醫事科技大學,753,141,60,406,32,114
,102,2,私立,技專校院,1054,景文科技大學,913,221,84,446,28,134
,102,2,私立,技專校院,1055,中華醫事科技大學,1140,308,108,590,60,74
,102,2,私立,技專校院,1056,東南科技大學,959,348,70,417,15,109
,102,2,私立,技專校院,1057,德明財經科技大學,992,261,76,548,26,81
,102,2,私立,技專校院,1060,南開科技大學,841,165,80,468,56,72
,102,2,私立,技專校院,1061,中華科技大學,1050,312,81,496,17,144
,102,2,私立,技專校院,1062,僑光科技大學,943,201,120,497,37,88
,102,2,私立,技專校院,1063,育達科技大學,881,188,58,454,46,135
,102,2,私立,技專校院,1064,美和科技大學,1807,467,170,514,49,607
,102,2,私立,技專校院,1065,吳鳳科技大學,944,205,94,528,38,79
,102,2,私立,技專校院,1066,環球科技大學,1266,228,98,536,38,366
,102,2,私立,技專校院,1068,中州科技大學,833,189,127,414,31,72
,102,2,私立,技專校院,1069,修平科技大學,739,175,78,394,30,62
,102,2,私立,技專校院,1070,長庚科技大學,810,169,44,385,39,173
,102,2,私立,技專校院,1071,臺北城市科技大學,1251,433,112,553,18,135
,102,2,私立,技專校院,1072,大華科技大學,493,79,19,229,21,145
,102,2,私立,技專校院,1073,醒吾科技大學,945,230,57,457,14,187
,102,2,私立,技專校院,1074,南榮技術學院,529,144,39,260,20,66
,102,2,私立,技專校院,1075,文藻外語學院,668,151,83,313,42,79
,102,2,私立,技專校院,1148,大漢技術學院,818,83,8,200,5,522
,102,2,私立,技專校院,1150,慈濟技術學院,802,141,10,119,4,528
,102,2,私立,技專校院,1154,永達技術學院,192,37,10,85,3,57
,102,2,私立,技專校院,1159,和春技術學院,811,302,70,337,8,94
,102,2,私立,技專校院,1164,致理技術學院,1052,286,83,551,23,109
,102,2,私立,技專校院,1166,亞東技術學院,514,136,30,284,13,51
,102,2,私立,技專校院,1168,桃園創新技術學院,929,149,30,492,35,223
,102,2,私立,技專校院,1179,德霖技術學院,903,250,68,440,12,133
,102,2,私立,技專校院,1182,蘭陽技術學院,498,138,27,236,11,86
,102,2,私立,技專校院,1183,黎明技術學院,569,172,45,284,4,64
,102,2,私立,技專校院,1184,東方設計學院,704,264,89,251,20,80
,102,2,私立,技專校院,1185,經國管理暨健康學院,699,235,55,271,13,125
,102,2,私立,技專校院,1187,崇右技術學院,565,201,27,229,5,103
,102,2,私立,技專校院,1188,大同技術學院,589,141,38,284,14,112
,102,2,私立,技專校院,1189,亞太創意技術學院,491,97,23,257,9,105
,102,2,私立,技專校院,1190,高鳳數位內容學院,0,0,0,0,0,0
,102,2,私立,技專校院,1191,華夏技術學院,609,203,42,303,10,51
,102,2,私立,技專校院,1192,臺灣觀光學院,544,85,20,136,3,300
,102,2,私立,技專校院,1197,台北海洋技術學院,812,312,67,326,11,96
,102,2,私立,技專校院,1281,康寧醫護暨管理專科學校,301,142,14,95,3,47
,102,2,私立,技專校院,1282,馬偕醫護管理專科學校,685,189,12,109,8,367
,102,2,私立,技專校院,1283,仁德醫護管理專科學校,741,237,18,273,24,189
,102,2,私立,技專校院,1284,樹人醫護管理專科學校,727,324,36,192,21,154
,102,2,私立,技專校院,1285,慈惠醫護管理專科學校,1317,547,67,186,26,491
,102,2,私立,技專校院,1286,耕莘健康管理專科學校,540,231,22,157,12,118
,102,2,私立,技專校院,1287,敏惠醫護管理專科學校,380,169,16,111,12,72
,102,2,私立,技專校院,1288,高美醫護管理專科學校,143,69,5,26,1,42
,102,2,私立,技專校院,1289,育英醫護管理專科學校,201,117,9,47,2,26
,102,2,私立,技專校院,1290,崇仁醫護管理專科學校,251,107,4,106,6,28
,102,2,私立,技專校院,1291,聖母醫護管理專科學校,589,212,16,135,10,216
,102,2,私立,技專校院,1292,新生醫護管理專科學校,740,255,13,144,7,321
,103,1,公立,一般大學,1,國立政治大學,726,91,39,386,17,193
,103,1,公立,一般大學,2,國立清華大學,503,79,34,326,17,47
,103,1,公立,一般大學,3,國立臺灣大學,1363,150,63,852,30,268
,103,1,公立,一般大學,4,國立臺灣師範大學,849,109,60,434,19,227
,103,1,公立,一般大學,5,國立成功大學,958,119,75,641,34,89
,103,1,公立,一般大學,6,國立中興大學,752,95,65,483,24,85
,103,1,公立,一般大學,7,國立交通大學,461,72,38,298,15,38
,103,1,公立,一般大學,8,國立中央大學,539,74,28,383,22,32
,103,1,公立,一般大學,9,國立中山大學,533,97,65,317,20,34
,103,1,公立,一般大學,12,國立臺灣海洋大學,482,95,50,272,17,48
,103,1,公立,一般大學,13,國立中正大學,640,83,55,409,25,68
,103,1,公立,一般大學,14,國立高雄師範大學,380,60,43,191,12,74
,103,1,公立,一般大學,15,國立彰化師範大學,449,62,48,254,21,64
,103,1,公立,一般大學,16,國立陽明大學,165,12,9,112,9,23
,103,1,公立,一般大學,17,國立臺北大學,548,73,38,319,9,109
,103,1,公立,一般大學,18,國立嘉義大學,950,135,149,502,37,127
,103,1,公立,一般大學,19,國立高雄大學,329,60,41,175,13,40
,103,1,公立,一般大學,20,國立東華大學,1105,179,60,355,18,493
,103,1,公立,一般大學,21,國立暨南國際大學,414,37,42,212,24,99
,103,1,公立,一般大學,28,國立臺北藝術大學,163,14,10,85,5,49
,103,1,公立,一般大學,29,國立臺灣藝術大學,306,40,30,169,5,62
,103,1,公立,一般大學,30,國立臺東大學,537,84,38,141,21,253
,103,1,公立,一般大學,31,國立宜蘭大學,437,87,37,244,16,53
,103,1,公立,一般大學,32,國立聯合大學,619,88,84,338,32,77
,103,1,公立,一般大學,35,國立臺南藝術大學,90,16,8,47,1,18
,103,1,公立,一般大學,36,國立臺南大學,435,82,58,214,19,62
,103,1,公立,一般大學,37,國立臺北教育大學,283,56,18,134,7,68
,103,1,公立,一般大學,38,國立新竹教育大學,253,37,26,107,9,74
,103,1,公立,一般大學,39,國立臺中教育大學,341,54,47,151,15,74
,103,1,公立,一般大學,44,國立體育大學,267,36,13,87,8,123
,103,1,公立,一般大學,48,國立金門大學,382,69,20,221,8,64
,103,1,公立,一般大學,49,國立臺灣體育運動大學,482,89,43,144,8,198
,103,1,公立,一般大學,52,國立屏東大學,1110,198,174,414,40,284
,103,1,公立,一般大學,3002,臺北市立大學,655,119,51,218,18,249
,103,1,公立,技專校院,22,國立臺灣科技大學,647,127,81,333,27,79
,103,1,公立,技專校院,23,國立雲林科技大學,763,154,103,386,40,80
,103,1,公立,技專校院,24,國立屏東科技大學,1223,246,234,524,47,172
,103,1,公立,技專校院,25,國立臺北科技大學,867,159,85,480,26,117
,103,1,公立,技專校院,26,國立高雄第一科技大學,697,152,89,335,34,87
,103,1,公立,技專校院,27,國立高雄應用科技大學,1137,220,168,574,43,132
,103,1,公立,技專校院,33,國立虎尾科技大學,874,156,121,452,52,93
,103,1,公立,技專校院,34,國立高雄海洋科技大學,811,185,176,336,34,80
,103,1,公立,技專校院,42,國立澎湖科技大學,283,93,37,118,8,27
,103,1,公立,技專校院,43,國立勤益科技大學,1138,222,165,558,62,131
,103,1,公立,技專校院,46,國立臺北護理健康大學,408,84,39,192,8,85
,103,1,公立,技專校院,47,國立高雄餐旅大學,547,140,88,212,24,83
,103,1,公立,技專校院,50,國立臺中科技大學,1732,375,218,801,55,283
,103,1,公立,技專校院,51,國立臺北商業大學,1017,202,63,432,24,296
,103,1,公立,技專校院,144,國立臺灣戲曲學院,71,20,5,33,1,12
,103,1,公立,技專校院,221,國立臺南護理專科學校,265,80,37,77,11,60
,103,1,公立,技專校院,222,國立臺東專科學校,303,95,17,56,5,130
,103,1,私立,一般大學,1001,東海大學,873,172,116,492,45,48
,103,1,私立,一般大學,1002,輔仁大學,1499,291,101,849,41,217
,103,1,私立,一般大學,1003,東吳大學,835,185,65,445,19,121
,103,1,私立,一般大學,1004,中原大學,849,133,88,501,38,89
,103,1,私立,一般大學,1005,淡江大學,1390,292,140,793,51,114
,103,1,私立,一般大學,1006,中國文化大學,1820,436,173,832,57,322
,103,1,私立,一般大學,1007,逢甲大學,1170,205,172,649,81,63
,103,1,私立,一般大學,1008,靜宜大學,961,203,157,472,55,74
,103,1,私立,一般大學,1009,長庚大學,290,40,19,201,6,24
,103,1,私立,一般大學,1010,元智大學,384,57,16,253,26,32
,103,1,私立,一般大學,1011,中華大學,575,100,48,318,29,80
,103,1,私立,一般大學,1012,大葉大學,964,174,179,469,47,95
,103,1,私立,一般大學,1013,華梵大學,241,70,22,130,5,14
,103,1,私立,一般大學,1014,義守大學,1545,317,223,599,57,349
,103,1,私立,一般大學,1015,世新大學,874,195,76,365,27,211
,103,1,私立,一般大學,1016,銘傳大學,1111,239,102,580,56,134
,103,1,私立,一般大學,1017,實踐大學,1238,272,104,566,40,256
,103,1,私立,一般大學,1019,高雄醫學大學,351,56,35,197,16,47
,103,1,私立,一般大學,1020,南華大學,471,134,31,235,23,48
,103,1,私立,一般大學,1021,真理大學,710,186,66,315,33,110
,103,1,私立,一般大學,1022,大同大學,202,46,20,123,6,7
,103,1,私立,一般大學,1027,慈濟大學,266,36,26,134,10,60
,103,1,私立,一般大學,1028,臺北醫學大學,237,33,13,157,6,28
,103,1,私立,一般大學,1029,中山醫學大學,473,96,43,246,14,74
,103,1,私立,一般大學,1033,長榮大學,1123,230,175,456,51,211
,103,1,私立,一般大學,1035,中國醫藥大學,417,50,30,260,10,67
,103,1,私立,一般大學,1039,玄奘大學,695,155,56,295,14,175
,103,1,私立,一般大學,1048,亞洲大學,958,204,111,463,42,138
,103,1,私立,一般大學,1049,開南大學,799,165,42,374,26,192
,103,1,私立,一般大學,1050,佛光大學,310,71,19,128,6,86
,103,1,私立,一般大學,1058,明道大學,726,146,104,361,28,87
,103,1,私立,一般大學,1067,台灣首府大學,889,324,111,328,27,99
,103,1,私立,一般大學,1079,康寧大學,329,118,22,122,7,60
,103,1,私立,一般大學,1125,興國管理學院,122,27,3,38,1,53
,103,1,私立,一般大學,1176,稻江科技暨管理學院,643,192,45,226,20,160
,103,1,私立,一般大學,1195,馬偕醫學院,28,4,0,15,2,7
,103,1,私立,一般大學,1R02,基督教台灣浸會神學院,4,0,0,2,0,2
,103,1,私立,一般大學,1R03,臺北基督學院,18,3,2,7,1,5
,103,1,私立,技專校院,1018,朝陽科技大學,1748,420,258,820,92,158
,103,1,私立,技專校院,1023,南臺科技大學,1727,441,306,798,103,79
,103,1,私立,技專校院,1024,崑山科技大學,1316,362,168,624,68,94
,103,1,私立,技專校院,1025,嘉南藥理大學,2394,617,434,988,112,243
,103,1,私立,技專校院,1026,樹德科技大學,1635,505,295,640,47,148
,103,1,私立,技專校院,1030,龍華科技大學,1037,251,72,581,23,110
,103,1,私立,技專校院,1031,輔英科技大學,1492,523,267,486,76,140
,103,1,私立,技專校院,1032,明新科技大學,1209,221,82,673,59,174
,103,1,私立,技專校院,1034,弘光科技大學,1410,306,196,660,85,163
