,學年度,設立別 ,學校類別,學校代碼,學校名稱,縣市別,宿舍類別,自有宿舍床位數(床),男,女,租賃合約4年以上宿舍床位數(床),男,女
,104,私立,一般大學,1010,元智大學,桃園市,自用,2912,1440,1472,122,122,0
,104,私立,一般大學,1011,中華大學,新竹市,自用,2885,1471,1414,0,0,0
,104,私立,一般大學,1012,大葉大學,彰化縣,自用,2547,852,1695,0,0,0
,104,私立,一般大學,1013,華梵大學,新北市,自用,994,476,518,0,0,0
,104,私立,一般大學,1014,義守大學,高雄市,自用,4627,2040,2587,2445,1322,1123
,104,私立,一般大學,1015,世新大學,臺北市,自用,497,134,363,0,0,0
,104,私立,一般大學,1015,世新大學,新北市,自用,499,115,384,214,54,160
,104,私立,一般大學,1016,銘傳大學,臺北市,自用,828,298,530,289,138,151
,104,私立,一般大學,1016,銘傳大學,金門縣,自用,192,92,100,0,0,0
,104,私立,一般大學,1016,銘傳大學,桃園市,自用,1474,444,1030,954,550,404
,104,私立,一般大學,1016,銘傳大學,新北市,自用,0,0,0,294,76,218
,104,私立,一般大學,1017,實踐大學,臺北市,自用,960,10,950,260,126,134
,104,私立,一般大學,1017,實踐大學,高雄市,自用,1373,0,1373,606,606,0
,104,私立,一般大學,1019,高雄醫學大學,高雄市,自用,1404,577,827,0,0,0
,104,私立,一般大學,1020,南華大學,嘉義縣,自用,2823,1017,1806,542,500,42
,104,私立,一般大學,1021,真理大學,臺南市,自用,656,272,384,0,0,0
,104,私立,一般大學,1021,真理大學,新北市,自用,1088,360,728,0,0,0
,104,私立,一般大學,1022,大同大學,臺北市,自用,1131,699,432,0,0,0
,104,私立,一般大學,1027,慈濟大學,花蓮縣,自用,3346,1347,1999,0,0,0
,104,私立,一般大學,1028,臺北醫學大學,臺北市,自用,810,360,450,0,0,0
,104,私立,一般大學,1029,中山醫學大學,臺中市,自用,1598,712,886,0,0,0
,104,私立,一般大學,1033,長榮大學,臺南市,自用,2990,1296,1694,0,0,0
,104,私立,一般大學,1035,中國醫藥大學,臺中市,自用,415,210,205,0,0,0
,104,私立,一般大學,1035,中國醫藥大學,雲林縣,自用,692,208,484,0,0,0
,104,私立,一般大學,1039,玄奘大學,新竹市,自用,1300,515,785,0,0,0
,104,私立,一般大學,1048,亞洲大學,臺中市,自用,4396,1484,2912,0,0,0
,104,私立,一般大學,1049,開南大學,桃園市,自用,1646,711,935,0,0,0
,104,私立,一般大學,1050,佛光大學,宜蘭縣,自用,1070,338,732,0,0,0
,104,私立,一般大學,1058,明道大學,彰化縣,自用,987,529,458,1168,608,560
,104,私立,一般大學,1067,台灣首府大學,臺南市,自用,1788,1018,770,0,0,0
,104,私立,一般大學,1079,康寧大學,臺北市,自用,921,70,851,0,0,0
,104,私立,一般大學,1079,康寧大學,臺南市,自用,1958,824,1134,0,0,0
,104,私立,一般大學,1125,中信金融管理學院,臺南市,自用,1130,898,232,0,0,0
,104,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,自用,1260,736,524,0,0,0
,104,私立,一般大學,1195,馬偕醫學院,新北市,自用,688,280,408,0,0,0
,104,私立,一般大學,1196,法鼓文理學院,新北市,自用,580,136,444,0,0,0
,104,私立,一般大學,1R02,基督教台灣浸會神學院,臺北市,自用,64,32,32,0,0,0
,104,私立,一般大學,1R03,臺北基督學院,新北市,自用,1070,206,864,0,0,0
,104,私立,一般大學,1R04,一貫道天皇學院,高雄市,自用,0,0,0,0,0,0
,104,私立,技專校院,1018,朝陽科技大學,臺中市,自用,1012,352,660,2046,802,1244
,104,私立,技專校院,1023,南臺科技大學,臺南市,自用,3630,1696,1934,0,0,0
,104,私立,技專校院,1024,崑山科技大學,臺南市,自用,2013,1104,909,0,0,0
,104,私立,技專校院,1025,嘉南藥理大學,臺南市,自用,3552,1228,2324,0,0,0
,104,私立,技專校院,1026,樹德科技大學,高雄市,自用,2522,958,1564,0,0,0
,104,私立,技專校院,1030,龍華科技大學,桃園市,自用,748,404,344,0,0,0
,104,私立,技專校院,1031,輔英科技大學,高雄市,自用,2534,374,2160,0,0,0
,104,私立,技專校院,1032,明新科技大學,新竹縣,自用,2171,1186,985,0,0,0
,104,私立,技專校院,1034,弘光科技大學,臺中市,自用,364,25,339,0,0,0
,104,私立,技專校院,1036,健行科技大學,桃園市,自用,1492,934,558,0,0,0
,104,私立,技專校院,1037,正修科技大學,高雄市,自用,963,468,495,526,266,260
,104,私立,技專校院,1038,萬能科技大學,桃園市,自用,1256,522,734,321,175,146
,104,私立,技專校院,1040,建國科技大學,彰化縣,自用,554,345,209,0,0,0
,104,私立,技專校院,1041,明志科技大學,新北市,自用,2774,1888,886,0,0,0
,104,私立,技專校院,1042,高苑科技大學,高雄市,自用,1542,1024,518,0,0,0
,104,私立,技專校院,1043,大仁科技大學,屏東縣,自用,1306,464,842,0,0,0
,104,私立,技專校院,1044,聖約翰科技大學,新北市,自用,1286,812,474,0,0,0
,104,私立,技專校院,1045,嶺東科技大學,臺中市,自用,580,0,580,0,0,0
,104,私立,技專校院,1046,中國科技大學,臺北市,自用,0,0,0,0,0,0
,104,私立,技專校院,1046,中國科技大學,新竹縣,自用,1272,436,836,0,0,0
,104,私立,技專校院,1047,中臺科技大學,臺中市,自用,1089,266,823,0,0,0
,104,私立,技專校院,1051,台南應用科技大學,臺南市,自用,1316,236,1080,0,0,0
,104,私立,技專校院,1052,遠東科技大學,臺南市,自用,1978,1164,814,0,0,0
,104,私立,技專校院,1053,元培醫事科技大學,新竹市,自用,569,7,562,782,530,252
,104,私立,技專校院,1054,景文科技大學,新北市,自用,888,248,640,0,0,0
,104,私立,技專校院,1055,中華醫事科技大學,臺南市,自用,2252,594,1658,0,0,0
,104,私立,技專校院,1056,東南科技大學,新北市,自用,771,430,341,0,0,0
,104,私立,技專校院,1057,德明財經科技大學,臺北市,自用,608,112,496,142,49,93
,104,私立,技專校院,1060,南開科技大學,南投縣,自用,880,584,296,0,0,0
,104,私立,技專校院,1061,中華科技大學,臺北市,自用,502,332,170,0,0,0
,104,私立,技專校院,1061,中華科技大學,新竹縣,自用,320,167,153,0,0,0
,104,私立,技專校院,1062,僑光科技大學,臺中市,自用,869,221,648,0,0,0
,104,私立,技專校院,1063,育達科技大學,苗栗縣,自用,1677,705,972,0,0,0
,104,私立,技專校院,1064,美和科技大學,屏東縣,自用,832,182,650,0,0,0
,104,私立,技專校院,1065,吳鳳科技大學,嘉義縣,自用,1288,880,408,0,0,0
,104,私立,技專校院,1066,環球科技大學,雲林縣,自用,1212,502,710,38,38,0
,104,私立,技專校院,1068,中州科技大學,彰化縣,自用,966,566,400,0,0,0
,104,私立,技專校院,1069,修平科技大學,臺中市,自用,1346,828,518,0,0,0
,104,私立,技專校院,1070,長庚科技大學,桃園市,自用,5255,338,4917,0,0,0
,104,私立,技專校院,1070,長庚科技大學,嘉義縣,自用,2020,212,1808,0,0,0
,104,私立,技專校院,1071,臺北城市科技大學,臺北市,自用,636,425,211,0,0,0
,104,私立,技專校院,1072,大華科技大學,新竹縣,自用,672,417,255,0,0,0
,104,私立,技專校院,1073,醒吾科技大學,新北市,自用,447,165,282,0,0,0
,104,私立,技專校院,1074,南榮科技大學,臺南市,自用,780,374,406,0,0,0
,104,私立,技專校院,1075,文藻外語大學,高雄市,自用,736,86,650,0,0,0
,104,私立,技專校院,1076,華夏科技大學,新北市,自用,15,15,0,22,0,22
,104,私立,技專校院,1077,慈濟科技大學,花蓮縣,自用,2316,440,1876,0,0,0
,104,私立,技專校院,1078,致理科技大學,新北市,自用,590,120,470,0,0,0
,104,私立,技專校院,1148,大漢技術學院,花蓮縣,自用,344,222,122,0,0,0
,104,私立,技專校院,1159,和春技術學院,高雄市,自用,924,462,462,0,0,0
,104,私立,技專校院,1166,亞東技術學院,新北市,自用,41,23,18,0,0,0
,104,私立,技專校院,1168,南亞技術學院,桃園市,自用,553,201,352,0,0,0
,104,私立,技專校院,1179,德霖技術學院,新北市,自用,400,232,168,0,0,0
,104,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,自用,739,417,322,0,0,0
,104,私立,技專校院,1183,黎明技術學院,新北市,自用,238,110,128,0,0,0
,104,私立,技專校院,1184,東方設計學院,高雄市,自用,595,232,363,0,0,0
,104,私立,技專校院,1185,經國管理暨健康學院,基隆市,自用,608,100,508,0,0,0
,104,私立,技專校院,1187,崇右技術學院,基隆市,自用,353,94,259,0,0,0
,104,私立,技專校院,1188,大同技術學院,嘉義市,自用,396,94,302,0,0,0
,104,私立,技專校院,1188,大同技術學院,嘉義縣,自用,459,259,200,0,0,0
,104,私立,技專校院,1189,亞太創意技術學院,苗栗縣,自用,1482,862,620,0,0,0
,104,私立,技專校院,1192,臺灣觀光學院,花蓮縣,自用,524,252,272,0,0,0
,104,私立,技專校院,1197,台北海洋技術學院,臺北市,自用,302,190,112,0,0,0
,104,私立,技專校院,1197,台北海洋技術學院,新北市,自用,788,353,435,0,0,0
,104,私立,技專校院,1282,馬偕醫護管理專科學校,臺北市,自用,712,56,656,0,0,0
,104,私立,技專校院,1282,馬偕醫護管理專科學校,新北市,自用,1148,96,1052,0,0,0
,104,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,自用,2093,390,1703,0,0,0
,104,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,自用,1292,325,967,0,0,0
,104,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,自用,590,0,590,394,218,176
,104,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,自用,1944,252,1692,0,0,0
,104,私立,技專校院,1286,耕莘健康管理專科學校,新北市,自用,980,12,968,0,0,0
,104,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,自用,1109,102,1007,0,0,0
,104,私立,技專校院,1288,高美醫護管理專科學校,高雄市,自用,240,40,200,0,0,0
,104,私立,技專校院,1289,育英醫護管理專科學校,高雄市,自用,232,16,216,0,0,0
,104,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,自用,300,66,234,0,0,0
,104,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,自用,720,59,661,0,0,0
,104,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,自用,1016,96,920,72,72,0
,104,私立,技專校院,1292,新生醫護管理專科學校,桃園市,自用,1450,78,1372,0,0,0
,105,公立,一般大學,1,國立政治大學,臺北市,自用,6698,2419,4279,0,0,0
,105,公立,一般大學,2,國立清華大學,新竹市,自用,6715,3999,2716,0,0,0
,105,公立,一般大學,3,國立臺灣大學,臺北市,自用,8648,5008,3640,0,0,0
,105,公立,一般大學,3,國立臺灣大學,臺北市,BOT,3507,1813,1694,0,0,0
,105,公立,一般大學,4,國立臺灣師範大學,臺北市,自用,4701,1791,2910,0,0,0
,105,公立,一般大學,5,國立成功大學,臺南市,自用,6535,4082,2453,0,0,0
,105,公立,一般大學,5,國立成功大學,臺南市,BOT,648,337,311,0,0,0
,105,公立,一般大學,6,國立中興大學,臺中市,自用,3302,2042,1260,0,0,0
,105,公立,一般大學,7,國立交通大學,新竹市,自用,7620,5195,2425,0,0,0
,105,公立,一般大學,7,國立交通大學,臺南市,自用,30,22,8,0,0,0
,105,公立,一般大學,8,國立中央大學,桃園市,自用,6261,4008,2253,0,0,0
,105,公立,一般大學,9,國立中山大學,高雄市,自用,4158,2368,1790,0,0,0
,105,公立,一般大學,12,國立臺灣海洋大學,基隆市,自用,2083,1141,942,0,0,0
,105,公立,一般大學,13,國立中正大學,嘉義縣,自用,3735,2029,1706,0,0,0
,105,公立,一般大學,14,國立高雄師範大學,高雄市,自用,3550,1698,1852,0,0,0
,105,公立,一般大學,15,國立彰化師範大學,彰化縣,自用,2653,1222,1431,0,0,0
,105,公立,一般大學,16,國立陽明大學,臺北市,自用,2453,1262,1191,0,0,0
,105,公立,一般大學,17,國立臺北大學,新北市,自用,1060,430,630,0,0,0
,105,公立,一般大學,17,國立臺北大學,臺北市,自用,575,198,377,0,0,0
,105,公立,一般大學,18,國立嘉義大學,嘉義市,自用,2580,1420,1160,0,0,0
,105,公立,一般大學,18,國立嘉義大學,嘉義縣,自用,1283,427,856,0,0,0
,105,公立,一般大學,19,國立高雄大學,高雄市,自用,1614,842,772,0,0,0
,105,公立,一般大學,20,國立東華大學,花蓮縣,自用,6232,2936,3296,0,0,0
,105,公立,一般大學,21,國立暨南國際大學,南投縣,自用,2840,1386,1454,0,0,0
,105,公立,一般大學,28,國立臺北藝術大學,臺北市,自用,1140,366,774,0,0,0
,105,公立,一般大學,29,國立臺灣藝術大學,新北市,自用,822,199,623,0,0,0
,105,公立,一般大學,30,國立臺東大學,臺東縣,自用,2416,1122,1294,0,0,0
,105,公立,一般大學,31,國立宜蘭大學,宜蘭縣,自用,1524,788,736,0,0,0
,105,公立,一般大學,32,國立聯合大學,苗栗縣,自用,2830,1235,1595,0,0,0
,105,公立,一般大學,35,國立臺南藝術大學,臺南市,自用,1320,382,938,0,0,0
,105,公立,一般大學,36,國立臺南大學,臺南市,自用,1448,484,964,0,0,0
,105,公立,一般大學,37,國立臺北教育大學,臺北市,自用,1370,432,938,0,0,0
,105,公立,一般大學,38,國立新竹教育大學,新竹市,自用,1485,446,1039,0,0,0
,105,公立,一般大學,39,國立臺中教育大學,臺中市,自用,2010,617,1393,0,0,0
,105,公立,一般大學,44,國立體育大學,桃園市,自用,1224,726,498,0,0,0
,105,公立,一般大學,48,國立金門大學,金門縣,自用,1064,529,535,94,48,46
,105,公立,一般大學,49,國立臺灣體育運動大學,臺中市,自用,796,505,291,0,0,0
,105,公立,一般大學,52,國立屏東大學,屏東縣,自用,3974,1240,2734,0,0,0
,105,公立,一般大學,3002,臺北市立大學,臺北市,自用,1690,672,1018,0,0,0
,105,公立,技專校院,22,國立臺灣科技大學,臺北市,自用,2710,1870,840,30,0,30
,105,公立,技專校院,23,國立雲林科技大學,雲林縣,自用,2718,1352,1366,0,0,0
,105,公立,技專校院,24,國立屏東科技大學,屏東縣,自用,3241,1573,1668,0,0,0
,105,公立,技專校院,25,國立臺北科技大學,臺北市,自用,1584,960,624,304,304,0
,105,公立,技專校院,25,國立臺北科技大學,新北市,自用,0,0,0,200,200,0
,105,公立,技專校院,26,國立高雄第一科技大學,高雄市,自用,1722,806,916,0,0,0
,105,公立,技專校院,27,國立高雄應用科技大學,高雄市,自用,1266,544,722,0,0,0
,105,公立,技專校院,33,國立虎尾科技大學,雲林縣,自用,1877,1298,579,0,0,0
,105,公立,技專校院,34,國立高雄海洋科技大學,高雄市,自用,1847,1010,837,0,0,0
,105,公立,技專校院,42,國立澎湖科技大學,澎湖縣,自用,720,410,310,0,0,0
,105,公立,技專校院,43,國立勤益科技大學,臺中市,自用,816,408,408,0,0,0
,105,公立,技專校院,46,國立臺北護理健康大學,臺北市,自用,1356,176,1180,0,0,0
,105,公立,技專校院,47,國立高雄餐旅大學,高雄市,自用,1358,404,954,0,0,0
,105,公立,技專校院,50,國立臺中科技大學,臺中市,自用,1416,220,1196,0,0,0
,105,公立,技專校院,51,國立臺北商業大學,臺北市,自用,0,0,0,0,0,0
,105,公立,技專校院,51,國立臺北商業大學,桃園市,自用,550,84,466,0,0,0
,105,公立,技專校院,144,國立臺灣戲曲學院,臺北市,自用,279,108,171,0,0,0
,105,公立,技專校院,221,國立臺南護理專科學校,臺南市,自用,504,24,480,0,0,0
,105,公立,技專校院,222,國立臺東專科學校,臺東縣,自用,596,340,256,0,0,0
,105,私立,一般大學,1001,東海大學,臺中市,自用,5181,2086,3095,0,0,0
,105,私立,一般大學,1002,輔仁大學,新北市,自用,3539,1264,2275,0,0,0
,105,私立,一般大學,1003,東吳大學,臺北市,自用,1114,411,703,203,137,66
,105,私立,一般大學,1004,中原大學,桃園市,自用,3810,2116,1694,364,230,134
,105,私立,一般大學,1005,淡江大學,宜蘭縣,自用,848,336,512,0,0,0
,105,私立,一般大學,1005,淡江大學,新北市,自用,2049,27,2022,988,658,330
,105,私立,一般大學,1006,中國文化大學,臺北市,自用,4247,1662,2585,420,168,252
,105,私立,一般大學,1007,逢甲大學,臺中市,自用,2703,992,1711,2305,2003,302
,105,私立,一般大學,1008,靜宜大學,臺中市,自用,3037,786,2251,396,396,0
,105,私立,一般大學,1009,長庚大學,桃園市,自用,6260,3467,2793,0,0,0
,105,私立,一般大學,1010,元智大學,桃園市,自用,2914,1440,1474,122,122,0
,105,私立,一般大學,1011,中華大學,新竹市,自用,2883,1566,1317,0,0,0
,105,私立,一般大學,1012,大葉大學,彰化縣,自用,2547,852,1695,0,0,0
,105,私立,一般大學,1013,華梵大學,新北市,自用,1046,528,518,0,0,0
,105,私立,一般大學,1014,義守大學,高雄市,自用,4625,2046,2579,2473,1334,1139
,105,私立,一般大學,1015,世新大學,新北市,自用,0,0,0,214,54,160
,105,私立,一般大學,1015,世新大學,臺北市,自用,478,134,344,0,0,0
,105,私立,一般大學,1016,銘傳大學,金門縣,自用,192,92,100,0,0,0
,105,私立,一般大學,1016,銘傳大學,桃園市,自用,1446,420,1026,927,418,509
,105,私立,一般大學,1016,銘傳大學,新北市,自用,0,0,0,344,76,268
,105,私立,一般大學,1016,銘傳大學,臺北市,自用,828,298,530,289,138,151
,105,私立,一般大學,1017,實踐大學,高雄市,自用,1383,10,1373,249,51,198
,105,私立,一般大學,1017,實踐大學,臺北市,自用,964,10,954,260,62,198
,105,私立,一般大學,1019,高雄醫學大學,高雄市,自用,1606,700,906,0,0,0
,105,私立,一般大學,1020,南華大學,嘉義縣,自用,2823,1017,1806,542,500,42
,105,私立,一般大學,1021,真理大學,新北市,自用,1078,354,724,0,0,0
,105,私立,一般大學,1021,真理大學,臺南市,自用,656,272,384,0,0,0
,105,私立,一般大學,1022,大同大學,臺北市,自用,1134,705,429,0,0,0
,105,私立,一般大學,1027,慈濟大學,花蓮縣,自用,3346,1347,1999,0,0,0
,105,私立,一般大學,1028,臺北醫學大學,臺北市,自用,810,360,450,0,0,0
,105,私立,一般大學,1029,中山醫學大學,臺中市,自用,1577,706,871,0,0,0
,105,私立,一般大學,1033,長榮大學,臺南市,自用,2992,1290,1702,0,0,0
,105,私立,一般大學,1035,中國醫藥大學,雲林縣,自用,692,208,484,0,0,0
,105,私立,一般大學,1035,中國醫藥大學,臺中市,自用,415,210,205,0,0,0
,105,私立,一般大學,1039,玄奘大學,新竹市,自用,1295,500,795,0,0,0
,105,私立,一般大學,1048,亞洲大學,臺中市,自用,4396,1484,2912,0,0,0
,105,私立,一般大學,1049,開南大學,桃園市,自用,1646,762,884,0,0,0
,105,私立,一般大學,1050,佛光大學,宜蘭縣,自用,1050,378,672,0,0,0
,105,私立,一般大學,1058,明道大學,彰化縣,自用,982,529,453,1168,608,560
,105,私立,一般大學,1067,台灣首府大學,臺南市,自用,1788,1018,770,0,0,0
,105,私立,一般大學,1079,康寧大學,臺北市,自用,968,70,898,0,0,0
,105,私立,一般大學,1079,康寧大學,臺南市,自用,1958,824,1134,0,0,0
,105,私立,一般大學,1125,中信金融管理學院,臺南市,自用,1106,886,220,0,0,0
,105,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,自用,1260,736,524,0,0,0
,105,私立,一般大學,1195,馬偕醫學院,新北市,自用,688,280,408,0,0,0
,105,私立,一般大學,1196,法鼓文理學院,新北市,自用,484,136,348,0,0,0
,105,私立,一般大學,1R02,基督教台灣浸會神學院,臺北市,自用,64,32,32,0,0,0
,105,私立,一般大學,1R03,臺北基督學院,新北市,自用,1070,206,864,0,0,0
,105,私立,一般大學,1R05,台神學校財團法人台灣神學研究學院,臺北市,自用,193,90,103,0,0,0
,105,私立,技專校院,1018,朝陽科技大學,臺中市,自用,988,452,536,2042,722,1320
,105,私立,技專校院,1023,南臺科技大學,臺南市,自用,3630,1696,1934,0,0,0
,105,私立,技專校院,1024,崑山科技大學,臺南市,自用,2013,1104,909,0,0,0
,105,私立,技專校院,1025,嘉南藥理大學,臺南市,自用,4275,1417,2858,0,0,0
,105,私立,技專校院,1026,樹德科技大學,高雄市,自用,3144,1192,1952,0,0,0
,105,私立,技專校院,1030,龍華科技大學,桃園市,自用,751,431,320,0,0,0
,105,私立,技專校院,1031,輔英科技大學,高雄市,自用,2680,392,2288,0,0,0
,105,私立,技專校院,1032,明新科技大學,新竹縣,自用,2171,1186,985,0,0,0
,105,私立,技專校院,1034,弘光科技大學,臺中市,自用,364,25,339,0,0,0
,105,私立,技專校院,1036,健行科技大學,桃園市,自用,1492,978,514,0,0,0
,105,私立,技專校院,1037,正修科技大學,高雄市,自用,967,467,500,526,266,260
,105,私立,技專校院,1038,萬能科技大學,桃園市,自用,760,398,362,319,175,144
,105,私立,技專校院,1040,建國科技大學,彰化縣,自用,554,345,209,572,322,250
,105,私立,技專校院,1041,明志科技大學,新北市,自用,2812,1912,900,0,0,0
,105,私立,技專校院,1042,高苑科技大學,高雄市,自用,1542,1024,518,0,0,0
,105,私立,技專校院,1043,大仁科技大學,屏東縣,自用,1306,464,842,0,0,0
,105,私立,技專校院,1044,聖約翰科技大學,新北市,自用,1148,782,366,0,0,0
,105,私立,技專校院,1045,嶺東科技大學,臺中市,自用,580,0,580,0,0,0
,105,私立,技專校院,1046,中國科技大學,臺北市,自用,0,0,0,0,0,0
,105,私立,技專校院,1046,中國科技大學,新竹縣,自用,1274,436,838,0,0,0
,105,私立,技專校院,1047,中臺科技大學,臺中市,自用,1141,313,828,0,0,0
,105,私立,技專校院,1051,台南應用科技大學,臺南市,自用,1316,236,1080,0,0,0
,105,私立,技專校院,1052,遠東科技大學,臺南市,自用,2017,1168,849,0,0,0
,105,私立,技專校院,1053,元培醫事科技大學,新竹市,自用,550,15,535,703,470,233
,105,私立,技專校院,1054,景文科技大學,新北市,自用,888,248,640,0,0,0
,105,私立,技專校院,1055,中華醫事科技大學,臺南市,自用,2252,594,1658,0,0,0
,105,私立,技專校院,1056,東南科技大學,新北市,自用,771,382,389,0,0,0
,105,私立,技專校院,1057,德明財經科技大學,臺北市,自用,608,112,496,142,49,93
,105,私立,技專校院,1060,南開科技大學,南投縣,自用,880,606,274,0,0,0
,105,私立,技專校院,1061,中華科技大學,臺北市,自用,502,332,170,0,0,0
,105,私立,技專校院,1061,中華科技大學,新竹縣,自用,355,202,153,0,0,0
,105,私立,技專校院,1062,僑光科技大學,臺中市,自用,873,224,649,0,0,0
,105,私立,技專校院,1063,育達科技大學,苗栗縣,自用,1677,705,972,0,0,0
,105,私立,技專校院,1064,美和科技大學,屏東縣,自用,853,236,617,0,0,0
,105,私立,技專校院,1065,吳鳳科技大學,嘉義縣,自用,1288,880,408,0,0,0
,105,私立,技專校院,1066,環球科技大學,雲林縣,自用,1212,502,710,0,0,0
,105,私立,技專校院,1068,中州科技大學,彰化縣,自用,966,566,400,0,0,0
,105,私立,技專校院,1069,修平科技大學,臺中市,自用,1346,828,518,0,0,0
,105,私立,技專校院,1070,長庚科技大學,桃園市,自用,5126,528,4598,0,0,0
,105,私立,技專校院,1070,長庚科技大學,嘉義縣,自用,2020,212,1808,0,0,0
,105,私立,技專校院,1071,臺北城市科技大學,臺北市,自用,625,489,136,0,0,0
,105,私立,技專校院,1072,大華科技大學,新竹縣,自用,630,344,286,0,0,0
,105,私立,技專校院,1073,醒吾科技大學,新北市,自用,553,179,374,0,0,0
,105,私立,技專校院,1074,南榮科技大學,臺南市,自用,780,374,406,0,0,0
,105,私立,技專校院,1075,文藻外語大學,高雄市,自用,740,90,650,0,0,0
,105,私立,技專校院,1076,華夏科技大學,新北市,自用,15,15,0,24,0,24
,105,私立,技專校院,1077,慈濟科技大學,花蓮縣,自用,2356,480,1876,0,0,0
,105,私立,技專校院,1078,致理科技大學,新北市,自用,594,120,474,0,0,0
,105,私立,技專校院,1148,大漢技術學院,花蓮縣,自用,344,222,122,0,0,0
,105,私立,技專校院,1159,和春技術學院,高雄市,自用,928,464,464,0,0,0
,105,私立,技專校院,1166,亞東技術學院,新北市,自用,83,48,35,0,0,0
,105,私立,技專校院,1168,南亞技術學院,桃園市,自用,553,201,352,0,0,0
,105,私立,技專校院,1179,德霖技術學院,新北市,自用,400,232,168,0,0,0
,105,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,自用,741,418,323,0,0,0
,105,私立,技專校院,1183,黎明技術學院,新北市,自用,451,218,233,0,0,0
,105,私立,技專校院,1184,東方設計學院,高雄市,自用,595,232,363,0,0,0
,105,私立,技專校院,1185,經國管理暨健康學院,基隆市,自用,608,100,508,0,0,0
,105,私立,技專校院,1187,崇右技術學院,基隆市,自用,353,94,259,0,0,0
,105,私立,技專校院,1188,大同技術學院,嘉義市,自用,396,94,302,0,0,0
,105,私立,技專校院,1188,大同技術學院,嘉義縣,自用,459,259,200,0,0,0
,105,私立,技專校院,1189,亞太創意技術學院,苗栗縣,自用,1482,862,620,0,0,0
,105,私立,技專校院,1192,臺灣觀光學院,花蓮縣,自用,461,217,244,0,0,0
,105,私立,技專校院,1197,台北海洋技術學院,臺北市,自用,302,206,96,0,0,0
,105,私立,技專校院,1197,台北海洋技術學院,新北市,自用,788,389,399,0,0,0
,105,私立,技專校院,1282,馬偕醫護管理專科學校,臺北市,自用,712,56,656,0,0,0
,105,私立,技專校院,1282,馬偕醫護管理專科學校,新北市,自用,1148,96,1052,0,0,0
,105,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,自用,2679,548,2131,0,0,0
,105,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,自用,1366,344,1022,0,0,0
,105,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,自用,594,0,594,382,194,188
,105,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,自用,1916,240,1676,0,0,0
,105,私立,技專校院,1286,耕莘健康管理專科學校,桃園市,自用,0,0,0,7,0,7
,105,私立,技專校院,1286,耕莘健康管理專科學校,新北市,自用,984,16,968,0,0,0
,105,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,自用,1118,111,1007,0,0,0
,105,私立,技專校院,1288,高美醫護管理專科學校,高雄市,自用,240,40,200,0,0,0
,105,私立,技專校院,1289,育英醫護管理專科學校,高雄市,自用,240,32,208,0,0,0
,105,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,自用,300,66,234,0,0,0
,105,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,自用,720,59,661,0,0,0
,105,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,自用,1016,104,912,72,72,0
,105,私立,技專校院,1292,新生醫護管理專科學校,桃園市,自用,1450,90,1360,0,0,0
