學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,學制班別,授課語言,修習全外語院、系所、學位學程之學生人數-本國學生數-小計,修習全外語院、系所、學位學程之學生人數-本國學生數-男,修習全外語院、系所、學位學程之學生人數-本國學生數-女,修習全外語院、系所、學位學程之學生人數-境外學生數-小計,修習全外語院、系所、學位學程之學生人數-境外學生數-男,修習全外語院、系所、學位學程之學生人數-境外學生數-女
108,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系,博士班,英語,0,0,0,57,53,4
108,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系,碩士班(日間),英語,0,0,0,30,25,5
108,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_新南向精密機械及創新工程技術國際學生產學合作專班,學士班(日間),英語,0,0,0,31,22,9
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,碩士班(日間),英語,0,0,0,14,6,8
108,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,博士班,英語,0,0,0,50,42,8
108,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,碩士班(日間),英語,0,0,0,18,8,10
108,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系,學士班(日間),英語,0,0,0,2,2,0
108,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系,博士班,英語,0,0,0,25,22,3
108,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系,碩士班(日間),英語,0,0,0,41,34,7
108,公立,技專校院,0022,國立臺灣科技大學,09171034,醫學工程研究所,碩士班(日間),英語,0,0,0,3,3,0
108,公立,技專校院,0023,國立雲林科技大學,04131019,企業管理系,碩士班(日間),英語,12,3,9,29,10,19
108,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系,碩士班(日間),英語,44,11,33,1,1,0
108,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系,碩士在職專班,英語,32,4,28,0,0,0
108,公立,技專校院,0024,國立屏東科技大學,07321022,土壤與水工程國際碩士學位學程,碩士班(日間),英語,2,1,1,6,2,4
108,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學國際碩士學位學程,碩士班(日間),英語,4,3,1,19,9,10
108,公立,技專校院,0024,國立屏東科技大學,04121007,財務金融國際學士學位學程,學士班(日間),英語,62,17,45,3,0,3
108,公立,技專校院,0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,博士班,英語,5,0,5,4,0,4
108,公立,技專校院,0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,碩士班(日間),英語,1,1,0,5,3,2
108,公立,技專校院,0024,國立屏東科技大學,08193036,農企業管理國際碩士學位學程,碩士班(日間),英語,3,1,2,12,3,9
108,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系,學士班(日間),英語,113,56,57,50,26,24
108,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系,博士班,英語,15,11,4,73,40,33
108,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系,碩士班(日間),英語,9,6,3,27,11,16
108,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系_國際熱帶農業科技國際學生產學合作專班,學士班(日間),英語,0,0,0,33,13,20
108,公立,技專校院,0024,國立屏東科技大學,08312068,觀賞魚科技及水生動物健康國際學位專班,博士班,英語,1,1,0,3,1,2
108,公立,技專校院,0024,國立屏東科技大學,08312068,觀賞魚科技及水生動物健康國際學位專班,碩士班(日間),英語,1,1,0,4,1,3
108,公立,技專校院,0025,國立臺北科技大學,07112067,工程學院_能源與光電材料外國學生專班,博士班,英語,0,0,0,43,29,14
108,公立,技專校院,0025,國立臺北科技大學,02112007,互動設計系_互動設計與創新外國學生專班,碩士班(日間),英語,0,0,0,19,9,10
108,公立,技專校院,0025,國立臺北科技大學,07132068,能源與冷凍空調工程系_能源冷凍空調與車輛外國學生專班,碩士班(日間),英語,0,0,0,9,8,1
108,公立,技專校院,0025,國立臺北科技大學,04131072,高階管理碩士雙聯學位學程,碩士在職專班,英語,37,15,22,0,0,0
108,公立,技專校院,0025,國立臺北科技大學,07141036,電資學院_外國學生專班,學士班(日間),英語,0,0,0,14,12,2
108,公立,技專校院,0025,國立臺北科技大學,07141036,電資學院_外國學生專班,博士班,英語,0,0,0,18,15,3
108,公立,技專校院,0025,國立臺北科技大學,07141036,電資學院_外國學生專班,碩士班(日間),英語,0,0,0,25,20,5
108,公立,技專校院,0025,國立臺北科技大學,04199021,管理學院_外國學生專班IMBA專班,碩士班(日間),英語,0,0,0,43,15,28
108,公立,技專校院,0025,國立臺北科技大學,04199021,管理學院_金融科技與創新創業外國學生(IMFI)專班,碩士班(日間),英語,0,0,0,21,10,11
108,公立,技專校院,0025,國立臺北科技大學,07151038,機電學院_機械與自動化碩士外國學生專班,碩士班(日間),英語,0,0,0,6,6,0
108,公立,技專校院,0025,國立臺北科技大學,07151040,機電學院_機電科技博士班外國學生專班,博士班,英語,0,0,0,7,7,0
108,公立,技專校院,0025,國立臺北科技大學,02311002,應用英文系,碩士班(日間),英語,39,14,25,6,3,3
108,公立,一般大學,0028,國立臺北藝術大學,02192026,文創產業國際藝術碩士學位學程,碩士班(日間),英語,6,1,5,21,6,15
108,公立,一般大學,0037,國立臺北教育大學,02192027,當代藝術評論與策展研究全英語碩士學位學程,碩士班(日間),英語,2,1,1,20,6,14
108,公立,一般大學,0037,國立臺北教育大學,01115047,學習與教學國際碩士學位學程,碩士班(日間),英語,0,0,0,8,4,4
108,公立,一般大學,0039,國立臺中教育大學,04131040,管理學院國際經營管理碩士學位學程,碩士班(日間),英語,0,0,0,15,7,8
108,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系_機械工程專班,學士班(日間),英語,0,0,0,38,24,14
108,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系_機電能源與環境控制國際學生產學合作專班,學士班(日間),英語,0,0,0,22,19,3
108,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系_資通訊國際學生產學合作專班,學士班(日間),英語,0,0,0,20,10,10
108,公立,技專校院,0043,國立勤益科技大學,04199033,管理學院_管理與資訊國際學生產學合作專班,學士班(日間),英語,0,0,0,2,0,2
108,公立,一般大學,0044,國立體育大學,10141009,國際運動教練科學碩士學位學程,碩士班(日間),英語,1,1,0,2,2,0
108,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系_國際健康科技碩士學程外國學生專班,碩士班(日間),英語,0,0,0,3,2,1
108,公立,技專校院,0046,國立臺北護理健康大學,01121020,國際蒙特梭利碩士專班,碩士班(日間),英語,4,0,4,9,1,8
108,公立,技專校院,0046,國立臺北護理健康大學,09131012,護理助產研究所_外國學生專班,碩士班(日間),英語,0,0,0,8,0,8
108,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系_外國學生專班,碩士班(日間),英語,0,0,0,14,3,11
108,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系_國際護理博士外國學生專班,博士班,英語,0,0,0,11,5,6
108,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),英語,66,31,35,41,11,30
108,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),英語,104,26,78,37,8,29
108,公立,技專校院,0047,國立高雄餐旅大學,10151031,國際觀光餐旅全英文碩士學位學程,碩士班(日間),英語,3,1,2,7,4,3
108,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系東南亞博士班,博士班,英語,0,0,0,3,1,2
108,公立,技專校院,0050,國立臺中科技大學,04122028,財政稅務系,學士班(日間),英語,100,24,76,0,0,0
108,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),英語,55,13,42,1,0,1
108,公立,技專校院,0051,國立臺北商業大學,04199021,貿易實務法律暨談判碩士學位學程,碩士班(日間),英語,24,6,18,1,1,0
108,私立,一般大學,1001,東海大學,05211056,永續科學與工程學士學位學程,學士班(日間),英語,84,52,32,23,13,10
108,私立,一般大學,1001,東海大學,04131059,國際企業管理碩士學位學程,碩士班(日間),英語,10,3,7,9,5,4
108,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),英語,146,45,101,67,43,24
108,私立,一般大學,1002,輔仁大學,02122029,品牌與時尚經營管理碩士學位學程,碩士班(日間),英語,2,2,0,10,2,8
108,私立,一般大學,1002,輔仁大學,04131044,國際經營管理碩士學位學程,碩士班(日間),英語,17,6,11,8,8,0
108,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系國際碩士班,碩士班(日間),英語,0,0,0,9,5,4
108,私立,一般大學,1004,中原大學,04191057,中原大學與美國天普大學商學管理雙學士學位學程,學士班(日間),英語,17,9,8,1,1,0
108,私立,一般大學,1004,中原大學,07111049,化學工程與材料科學國際碩士學位學程,碩士班(日間),英語,0,0,0,3,2,1
108,私立,一般大學,1004,中原大學,07193044,生物醫學材料與科技國際碩士學位學程,碩士班(日間),英語,0,0,0,1,0,1
108,私立,一般大學,1004,中原大學,04191017,國際商學碩士學位學程,碩士班(日間),英語,6,1,5,22,12,10
108,私立,一般大學,1004,中原大學,04191017,國際商學學士學位學程,學士班(日間),英語,0,0,0,34,17,17
108,私立,一般大學,1004,中原大學,07141031,資訊工程學系資訊科技與雲端運算國際碩士班,碩士班(日間),英語,0,0,0,2,1,1
108,私立,一般大學,1004,中原大學,07141029,電機工程學系國際碩士班,碩士班(日間),英語,0,0,0,1,0,1
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),英語,141,36,105,116,45,71
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),英語,131,49,82,23,13,10
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所亞太研究數位學習碩士在職專班,碩士在職專班,西班牙語,0,0,0,17,6,11
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143065,美洲研究所,博士班,英語,4,2,2,0,0,0
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143065,美洲研究所亞太研究數位學習碩士在職專班,碩士在職專班,西班牙語,0,0,0,11,5,6
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系全英語學士班,學士班(日間),英語,133,40,93,8,0,8
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),英語,166,67,99,75,35,40
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131045,商管學院經營管理全英語碩士學位學程,碩士班(日間),英語,1,0,1,26,9,17
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),英語,190,85,105,173,80,93
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),英語,307,93,214,38,7,31
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,碩士班(日間),英語,15,4,11,7,2,5
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語碩士班,碩士班(日間),英語,3,1,2,2,2,0
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06132022,資訊創新與科技學系,學士班(日間),英語,215,141,74,23,16,7
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143063,臺灣與亞太研究全英語碩士學位學程,碩士班(日間),英語,0,0,0,6,5,1
108,私立,一般大學,1006,中國文化大學,04191014,全球商務碩士學位學程,碩士班(日間),英語,2,1,1,38,19,19
108,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),英語,161,70,91,74,37,37
108,私立,一般大學,1007,逢甲大學,99999094,全校國際生大一不分系學士班,學士班(日間),英語,0,0,0,43,15,28
108,私立,一般大學,1007,逢甲大學,07141107,美國加州聖荷西州立大學工程雙學士學位學程,學士班(日間),英語,15,12,3,0,0,0
108,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),英語,107,59,48,17,6,11
108,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),英語,55,46,9,5,3,2
108,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),英語,0,0,0,1,0,1
108,私立,一般大學,1007,逢甲大學,04131022,國際經營管理碩士學位學程,碩士班(日間),英語,1,1,0,0,0,0
108,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),英語,136,41,95,114,46,68
108,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),英語,87,42,45,20,13,7
108,私立,一般大學,1008,靜宜大學,04131010,寰宇管理碩士學位學程,碩士班(日間),英語,5,0,5,56,22,34
108,私立,一般大學,1009,長庚大學,07141052,奈米工程及設計碩士學位學程,碩士班(日間),英語,3,3,0,17,16,1
108,私立,一般大學,1009,長庚大學,09121034,顯微手術國際碩士學位學程,碩士班(日間),英語,0,0,0,17,13,4
108,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,英國西英格蘭大學企業管理雙學士學位學程,學士班(日間),英語,6,6,0,0,0,0
108,私立,一般大學,1011,中華大學學校財團法人中華大學,10151056,國際觀光與酒店管理雙學士學位學程,學士班(日間),英語,5,2,3,0,0,0
108,私立,一般大學,1012,大葉大學,02311008,文創產業國際人才學士學位學程,學士班(日間),英語,17,9,8,1,0,1
108,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,學士班(日間),英語,93,26,67,39,9,30
108,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),英語,79,38,41,79,53,26
108,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),英語,85,36,49,29,14,15
108,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),英語,127,38,89,104,39,65
108,私立,一般大學,1014,義守大學,07194062,智慧化自動控制英語學士學位學程,學士班(日間),英語,24,17,7,20,19,1
108,私立,一般大學,1014,義守大學,03214063,傳播產製英語學士學位學程,學士班(日間),英語,12,2,10,6,3,3
108,私立,一般大學,1014,義守大學,04131012,管理學院管理碩士班,碩士班(日間),英語,18,13,5,72,22,50
108,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),英語,0,0,0,143,56,87
108,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,碩士班(日間),英語,0,0,0,12,5,7
108,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),英語,31,5,26,45,19,26
108,私立,一般大學,1016,銘傳大學,04199027,時尚創意管理學士學位學程,學士班(日間),英語,29,5,24,16,1,15
108,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),英語,98,35,63,306,121,185
108,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,碩士班(日間),英語,0,0,0,22,10,12
108,私立,一般大學,1016,銘傳大學,03122004,國際事務碩士學位學程(外國學生專班),碩士班(日間),英語,0,0,0,14,4,10
108,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),英語,88,27,61,38,14,24
108,私立,一般大學,1016,銘傳大學,01131042,華語文教學碩士學位學程,碩士班(日間),英語,0,0,0,13,6,7
108,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理碩士學位學程,碩士班(日間),英語,0,0,0,6,3,3
108,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),英語,39,5,34,75,29,46
108,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,學士班(日間),英語,28,13,15,37,30,7
108,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,碩士班(日間),英語,5,3,2,15,5,10
108,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),英語,160,44,116,42,23,19
108,私立,一般大學,1019,高雄醫學大學,09121020,轉譯醫學博士學位學程,博士班,英語,6,4,2,0,0,0
108,私立,一般大學,1020,南華大學,10151048,管理學院旅遊管理越南境外學士班(越南外貿大學河內校區),學士班(日間),英語,0,0,0,19,4,15
108,私立,一般大學,1020,南華大學,10151048,管理學院旅遊管理越南境外學士班(越南外貿大學胡志明校區),學士班(日間),英語,0,0,0,23,5,18
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199064,全球經營管理碩士班,碩士班(日間),英語,12,3,9,41,20,21
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04121022,國際金融學士學位學程,學士班(日間),英語,21,7,14,16,6,10
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131020,國際商務學士學位學程,學士班(日間),英語,46,14,32,45,19,26
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131016,經營管理博士學位學程,博士班,英語,0,0,0,33,18,15
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,博士班,英語,0,0,0,15,12,3
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,碩士班(日間),英語,0,0,0,13,7,6
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系_自動化國際學生產學合作專班,學士班(日間),英語,0,0,0,20,20,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,碩士班(日間),英語,0,0,0,4,4,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系機電科技博士班,博士班,英語,10,9,1,11,10,1
108,私立,技專校院,1024,崑山科技大學,04131015,企業管理系_企業管理研究所外國學生專班,碩士班(日間),英語,0,0,0,5,4,1
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_外國學生專班,學士班(日間),英語,0,0,0,10,6,4
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_機械工程碩士學程外國學生專班,碩士班(日間),英語,0,0,0,5,4,1
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_機械工程學士學程外國學生專班,學士班(日間),英語,0,0,0,54,45,9
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10152021,休閒保健管理系,碩士班(日間),英語,22,8,14,0,0,0
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06111006,資訊管理系,學士班(日間),英語,0,0,0,80,77,3
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,02311002,應用外語系,學士班(日間),英語,294,104,190,3,0,3
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系,碩士班(日間),英語,14,14,0,3,1,2
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,04133003,醫務管理系,碩士班(日間),英語,28,4,24,0,0,0
108,私立,技專校院,1026,樹德科技大學,04131050,國際經營管理全英語學士學位學程,學士班(日間),英語,130,42,88,25,4,21
108,私立,一般大學,1028,臺北醫學大學,03131057,心智意識與腦科學研究所,碩士班(日間),英語,2,1,1,3,1,2
108,私立,一般大學,1028,臺北醫學大學,03131057,心智意識與腦科學研究博士學位學程,博士班,英語,0,0,0,3,2,1
108,私立,一般大學,1028,臺北醫學大學,07193053,生醫光機電研究所,碩士班(日間),英語,5,4,1,1,1,0
108,私立,一般大學,1028,臺北醫學大學,09191023,全球衛生暨發展碩士學位學程,碩士班(日間),英語,5,3,2,7,6,1
108,私立,一般大學,1028,臺北醫學大學,09191056,全球衛生暨衛生安全博士學位學程,博士班,英語,2,1,1,9,6,3
108,私立,一般大學,1028,臺北醫學大學,07193011,國際生醫工程博士學位學程,博士班,英語,0,0,0,8,4,4
108,私立,一般大學,1028,臺北醫學大學,09121019,國際醫學研究博士學位學程,博士班,英語,0,0,0,38,29,9
108,私立,一般大學,1028,臺北醫學大學,09121019,國際醫學研究碩士學位學程,碩士班(日間),英語,0,0,0,10,4,6
108,私立,一般大學,1028,臺北醫學大學,09121054,細胞治療與再生醫學國際博士學位學程,博士班,英語,2,2,0,10,3,7
108,私立,一般大學,1028,臺北醫學大學,09161028,癌症生物學與藥物研發研究所,碩士班(日間),英語,4,3,1,1,0,1
108,私立,技專校院,1031,輔英科技大學,09131019,護理系_越南境外碩士在職護理專班,碩士在職專班,英語,0,0,0,30,5,25
108,私立,一般大學,1033,長榮大學,04191022,國際財務與商務管理學士學位學程,學士班(日間),英語,37,8,29,14,7,7
108,私立,一般大學,1035,中國醫藥大學,09191026,公共衛生國際碩士學位學程,碩士班(日間),英語,0,0,0,1,0,1
108,私立,一般大學,1035,中國醫藥大學,09121020,國際生物醫學碩士學位學程,碩士班(日間),英語,0,0,0,13,5,8
108,私立,一般大學,1035,中國醫藥大學,09171048,國際針灸碩士學位學程,碩士班(日間),英語,0,0,0,6,2,4
108,私立,技專校院,1041,明志科技大學,07132021,能源電池科技博士學位學程,博士班,英語,2,2,0,16,13,3
108,私立,技專校院,1041,明志科技大學,04131030,國際企業管理碩士學位學程(IMBA),碩士班(日間),英語,0,0,0,21,7,14
108,私立,一般大學,1048,亞洲大學,03131013,心理學系,碩士班(日間),英語,0,0,0,91,40,51
108,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,學士班(日間),英語,88,15,73,6,1,5
108,私立,一般大學,1048,亞洲大學,05121028,生物科技學系,碩士班(日間),英語,0,0,0,65,39,26
108,私立,一般大學,1048,亞洲大學,07193029,生物資訊與醫學工程學系,碩士班(日間),英語,2,1,1,20,13,7
108,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),英語,19,13,6,308,190,118
108,私立,一般大學,1048,亞洲大學,04212027,財經法律學系,學士班(日間),英語,80,50,30,118,51,67
108,私立,一般大學,1048,亞洲大學,04212027,財經法律學系,碩士班(日間),英語,39,22,17,86,46,40
108,私立,一般大學,1048,亞洲大學,09191021,健康產業管理學系,博士班,英語,2,1,1,13,8,5
108,私立,一般大學,1048,亞洲大學,09191021,健康產業管理學系,碩士班(日間),英語,1,1,0,42,9,33
108,私立,一般大學,1048,亞洲大學,04121020,國際財務金融管理學士學位學程,學士班(日間),英語,37,10,27,78,47,31
108,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,學士班(日間),英語,33,5,28,489,139,350
108,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,博士班,英語,12,5,7,224,112,112
108,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,碩士班(日間),英語,3,1,2,55,23,32
108,私立,一般大學,1048,亞洲大學,06134037,資訊工程學系,博士班,英語,24,20,4,185,150,35
108,私立,一般大學,1048,亞洲大學,06134037,資訊工程學系,碩士班(日間),英語,0,0,0,17,11,6
108,私立,一般大學,1049,開南大學,04131031,商學院國際榮譽學士學位學程,學士班(日間),英語,0,0,0,52,29,23
108,私立,技專校院,1052,遠東科技大學,99999Z01,通識教育中心,學士班(日間),英語,82,30,52,0,0,0
108,私立,技專校院,1052,遠東科技大學,10131002,觀光英語系,學士班(日間),英語,82,26,56,0,0,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,05121008,生物科技系_四技日間部(越南胡志明食品工業大學),學士班(日間),英語,0,0,0,17,8,9
108,私立,技專校院,1064,美和學校財團法人美和科技大學,05121008,生物科技系_越南境外四技日間部專班,學士班(日間),英語,0,0,0,8,2,6
108,私立,技專校院,1064,美和學校財團法人美和科技大學,04131004,企業管理系_越南境外四技專班,學士班(日間),英語,0,0,0,13,4,9
108,私立,技專校院,1064,美和學校財團法人美和科技大學,04131004,企業管理系_越南境外專班,學士班(日間),英語,0,0,0,11,3,8
108,私立,技專校院,1064,美和學校財團法人美和科技大學,04131004,企業管理系_境外專班,學士班(日間),英語,0,0,0,24,11,13
108,私立,技專校院,1064,美和學校財團法人美和科技大學,05191012,食品營養系_日間學士境外專班,學士班(日間),英語,0,0,0,19,5,14
108,私立,技專校院,1064,美和學校財團法人美和科技大學,05191012,食品營養系_越南境外四技日間部專班,學士班(日間),英語,0,0,0,18,4,14
108,私立,技專校院,1064,美和學校財團法人美和科技大學,06121011,資訊管理系_國際學生產學合作專班,學士班(日間),英語,0,0,0,26,10,16
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311005,外語文教事業發展研究所,碩士班(日間),英語,13,2,11,7,3,4
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,碩士班(日間),英語,13,3,10,7,0,7
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務碩士學位學程,碩士班(日間),英語,8,3,5,4,3,1
108,私立,技專校院,1166,亞東技術學院,07141010,電子工程系,學士班(日間),英語,100,96,4,0,0,0
108,私立,技專校院,1166,亞東技術學院,07151014,機械工程系,學士班(日間),英語,26,24,2,0,0,0
108,私立,技專校院,1166,亞東技術學院,04133005,醫務管理系,學士班(日間),英語,37,11,26,0,0,0
109,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,英語,15,8,7,72,39,33
109,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),英語,14,4,10,56,27,29
109,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,英語,4,3,1,10,8,2
109,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),英語,14,3,11,44,26,18
109,公立,一般大學,0001,國立政治大學,03211050,國際傳播英語碩士學位學程,碩士班(日間),英語,32,6,26,35,9,26
109,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),英語,94,45,49,58,26,32
109,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,碩士班(日間),英語,12,4,8,22,10,12
109,公立,一般大學,0002,國立清華大學,05311035,分子科學與技術學程,博士班,英語,1,1,0,10,9,1
109,公立,一般大學,0002,國立清華大學,05311036,化學生物學與分子生物物理學學程,博士班,英語,8,7,1,19,10,9
109,公立,一般大學,0002,國立清華大學,05121031,生物資訊學學程,博士班,英語,1,0,1,2,2,0
109,公立,一般大學,0002,國立清華大學,07199070,全球營運管理碩士雙聯學位學程,碩士班(日間),英語,15,8,7,0,0,0
109,公立,一般大學,0002,國立清華大學,07194067,奈米科學與技術學程,博士班,英語,13,10,3,17,13,4
109,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,英語,1,1,0,19,13,6
109,公立,一般大學,0002,國立清華大學,01131105,英語教學系,碩士班(日間),英語,24,3,21,6,2,4
109,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,博士班,英語,4,2,2,1,1,0
109,公立,一般大學,0002,國立清華大學,06134045,計算語言學與中文語言處理學程,博士班,英語,1,1,0,0,0,0
109,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),英語,15,5,10,57,22,35
109,公立,一般大學,0002,國立清華大學,06134047,國際資訊科技與應用碩士學程,碩士班(日間),英語,0,0,0,10,5,5
109,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,英語,79,58,21,34,16,18
109,公立,一般大學,0002,國立清華大學,05199034,跨領域神經科學博士學位學程(台灣聯合大學系統),博士班,英語,0,0,0,1,0,1
109,公立,一般大學,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),博士班,英語,0,0,0,5,4,1
109,公立,一般大學,0003,國立臺灣大學,07112154,分子科學與技術國際研究生博士學位學程,博士班,英語,9,8,1,8,5,3
109,公立,一般大學,0003,國立臺灣大學,05124155,生物資訊學國際研究生博士學位學程,博士班,英語,6,3,3,1,1,0
