學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),性別,申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素 
107,私立,一般大學,1002,輔仁大學,05411073,數學系,學士班(日間),男,37,32,0,1,2,0,0,1,1
107,私立,一般大學,1002,輔仁大學,05411073,數學系,學士班(日間),女,5,3,0,0,2,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05421049,統計資訊學系,學士班(日間),男,7,7,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05421049,統計資訊學系,學士班(日間),女,2,0,1,1,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,學士班(日間),男,20,19,0,0,0,0,1,0,0
107,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,學士班(日間),女,2,1,0,0,0,0,0,0,1
107,私立,一般大學,1002,輔仁大學,06131059,資訊管理學系,學士班(日間),男,21,17,1,1,1,0,0,0,1
107,私立,一般大學,1002,輔仁大學,06131059,資訊管理學系,學士班(日間),女,4,3,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,07141064,電機工程學系,學士班(日間),男,20,15,0,0,0,0,4,0,1
107,私立,一般大學,1002,輔仁大學,07141064,電機工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,07211035,食品科學系,學士班(日間),男,4,4,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,07211035,食品科學系,學士班(日間),女,4,3,0,0,0,0,0,0,1
107,私立,一般大學,1002,輔仁大學,07312052,景觀設計學系,學士班(日間),男,9,8,0,1,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,07312052,景觀設計學系,學士班(日間),女,5,4,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,09121085,醫學系,學士班(日間),男,2,1,1,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,09131088,護理學系,學士班(日間),男,2,1,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,09131088,護理學系,學士班(日間),女,14,13,0,0,0,0,0,0,1
107,私立,一般大學,1002,輔仁大學,09152084,職能治療學系,學士班(日間),女,8,7,0,0,0,0,1,0,0
107,私立,一般大學,1002,輔仁大學,09191004,公共衛生學系,學士班(日間),男,4,3,0,0,0,0,1,0,0
107,私立,一般大學,1002,輔仁大學,09191004,公共衛生學系,學士班(日間),女,9,4,0,3,0,0,1,1,0
107,私立,一般大學,1002,輔仁大學,09199018,呼吸治療學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,09199018,呼吸治療學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,09221017,兒童與家庭學系,學士班(日間),女,8,1,0,2,1,0,3,0,1
107,私立,一般大學,1002,輔仁大學,09231024,社會工作學系,學士班(日間),男,8,7,1,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,09231024,社會工作學系,學士班(日間),女,11,5,1,1,2,0,0,0,2
107,私立,一般大學,1002,輔仁大學,10131075,餐旅管理學系,學士班(日間),男,7,4,0,0,1,0,0,0,2
107,私立,一般大學,1002,輔仁大學,10131075,餐旅管理學系,學士班(日間),女,10,4,1,2,2,0,1,0,0
107,私立,一般大學,1002,輔仁大學,10141089,體育學系,學士班(日間),男,30,28,0,0,1,0,1,0,0
107,私立,一般大學,1002,輔仁大學,10141089,體育學系,學士班(日間),女,11,5,1,3,1,0,0,1,0
107,私立,一般大學,1003,東吳大學,02151001,音樂學系,學士班(日間),男,10,10,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,02151001,音樂學系,學士班(日間),女,13,12,0,1,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,02221006,歷史學系,學士班(日間),男,19,19,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,02221006,歷史學系,學士班(日間),女,12,8,1,2,0,0,0,1,0
107,私立,一般大學,1003,東吳大學,02231007,哲學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,02231007,哲學系,學士班(日間),女,17,13,2,0,0,0,1,1,0
107,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(日間),男,20,10,8,1,0,0,0,1,0
107,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(日間),女,54,21,22,4,3,0,1,3,0
107,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(日間),男,14,7,4,1,0,0,2,0,0
107,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(日間),女,32,13,5,6,1,0,5,2,0
107,私立,一般大學,1003,東吳大學,02311012,德國文化學系,學士班(日間),男,3,1,1,1,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,02311012,德國文化學系,學士班(日間),女,15,6,6,1,1,0,0,1,0
107,私立,一般大學,1003,東吳大學,02322002,中國文學系,學士班(日間),男,25,19,3,1,0,0,0,2,0
107,私立,一般大學,1003,東吳大學,02322002,中國文學系,學士班(日間),女,50,39,1,3,3,0,0,4,0
107,私立,一般大學,1003,東吳大學,03111008,經濟學系,學士班(日間),男,26,17,2,7,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,03111008,經濟學系,學士班(日間),女,20,9,2,3,1,0,2,3,0
107,私立,一般大學,1003,東吳大學,03121009,政治學系,學士班(日間),男,14,12,0,0,0,0,0,2,0
107,私立,一般大學,1003,東吳大學,03121009,政治學系,學士班(日間),女,22,17,0,1,0,0,4,0,0
107,私立,一般大學,1003,東吳大學,03131011,心理學系,學士班(日間),男,8,7,1,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,03131011,心理學系,學士班(日間),女,7,3,2,0,1,0,0,1,0
107,私立,一般大學,1003,東吳大學,03141010,社會學系,學士班(日間),男,8,6,1,1,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,03141010,社會學系,學士班(日間),女,19,14,1,4,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,04111015,會計學系,學士班(日間),男,17,16,0,1,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,04111015,會計學系,學士班(日間),女,15,12,0,0,0,0,3,0,0
107,私立,一般大學,1003,東吳大學,04121027,財務工程與精算數學系,學士班(日間),男,16,13,2,1,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,04121027,財務工程與精算數學系,學士班(日間),女,10,9,1,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,04131016,企業管理學系,學士班(日間),男,12,9,1,1,0,0,1,0,0
107,私立,一般大學,1003,東吳大學,04131016,企業管理學系,學士班(日間),女,12,6,0,2,1,0,3,0,0
107,私立,一般大學,1003,東吳大學,04141019,國際經營與貿易學系,學士班(日間),男,8,5,2,0,0,0,0,1,0
107,私立,一般大學,1003,東吳大學,04141019,國際經營與貿易學系,學士班(日間),女,14,7,6,0,0,0,0,1,0
107,私立,一般大學,1003,東吳大學,04211021,法律學系,學士班(日間),男,17,12,2,1,0,0,0,2,0
107,私立,一般大學,1003,東吳大學,04211021,法律學系,學士班(日間),女,5,3,1,1,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,05122022,微生物學系,學士班(日間),男,3,2,1,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,05122022,微生物學系,學士班(日間),女,8,7,0,0,0,0,0,1,0
107,私立,一般大學,1003,東吳大學,05311023,化學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,05331024,物理學系,學士班(日間),男,16,16,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,05331024,物理學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,05411025,數學系,學士班(日間),男,16,14,2,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,05411025,數學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,06131028,資訊管理學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,06131028,資訊管理學系,學士班(日間),女,7,6,0,1,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,09231030,社會工作學系,學士班(日間),男,9,7,1,0,0,0,0,1,0
107,私立,一般大學,1003,東吳大學,09231030,社會工作學系,學士班(日間),女,16,8,1,6,0,0,0,1,0
107,私立,一般大學,1004,中原大學,01113002,特殊教育學系,學士班(日間),男,6,4,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,01113002,特殊教育學系,學士班(日間),女,11,9,1,0,0,0,0,1,0
107,私立,一般大學,1004,中原大學,02112008,商業設計學系,學士班(日間),男,8,5,3,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02112008,商業設計學系,學士班(日間),女,12,9,3,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02121B01,學士後數位音樂應用學士學位學程,學士班(日間),男,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02122048,設計學院設計學士原住民專班,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02122048,設計學院設計學士原住民專班,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02124009,室內設計學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02124009,室內設計學系,學士班(日間),女,25,18,5,0,0,0,2,0,0
107,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,學士班(日間),男,12,7,3,0,1,0,1,0,0
107,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,學士班(日間),女,25,13,4,1,0,0,7,0,0
107,私立,一般大學,1004,中原大學,02323004,應用華語文學系,學士班(日間),男,12,9,1,0,1,0,1,0,0
107,私立,一般大學,1004,中原大學,02323004,應用華語文學系,學士班(日間),女,36,19,7,1,1,0,8,0,0
107,私立,一般大學,1004,中原大學,03131011,心理學系,學士班(日間),男,22,20,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,03131011,心理學系,學士班(日間),女,10,9,1,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,04111013,會計學系,學士班(日間),男,10,7,2,0,0,0,0,0,1
107,私立,一般大學,1004,中原大學,04111013,會計學系,學士班(日間),女,5,3,1,0,0,0,1,0,0
107,私立,一般大學,1004,中原大學,04121019,財務金融學系,學士班(日間),男,7,6,1,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,04121019,財務金融學系,學士班(日間),女,9,6,2,0,0,0,1,0,0
107,私立,一般大學,1004,中原大學,04131014,企業管理學系,學士班(日間),男,34,24,8,2,0,0,0,0,0
107,私立,一般大學,1004,中原大學,04131014,企業管理學系,學士班(日間),女,22,9,3,5,1,0,4,0,0
107,私立,一般大學,1004,中原大學,04141018,國際經營與貿易學系,學士班(日間),男,14,11,2,0,0,0,1,0,0
107,私立,一般大學,1004,中原大學,04141018,國際經營與貿易學系,學士班(日間),女,10,9,0,0,0,0,1,0,0
107,私立,一般大學,1004,中原大學,04212021,財經法律學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,04212021,財經法律學系,學士班(日間),女,5,5,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05121022,生物科技學系,學士班(日間),男,14,9,2,0,1,0,0,0,2
107,私立,一般大學,1004,中原大學,05121022,生物科技學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05311023,化學系,學士班(日間),男,15,13,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05311023,化學系,學士班(日間),女,2,1,1,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05331024,物理學系,學士班(日間),男,10,8,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05331024,物理學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05411027,應用數學系,學士班(日間),男,21,16,3,0,0,0,0,0,2
107,私立,一般大學,1004,中原大學,05411027,應用數學系,學士班(日間),女,6,3,2,0,0,0,1,0,0
107,私立,一般大學,1004,中原大學,06131028,資訊管理學系,學士班(日間),男,9,7,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,06131028,資訊管理學系,學士班(日間),女,6,5,1,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07111037,化學工程學系,學士班(日間),男,41,39,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07111037,化學工程學系,學士班(日間),女,8,8,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07121042,環境工程學系,學士班(日間),男,10,9,1,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07121042,環境工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141029,電機工程學系,學士班(日間),男,13,13,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141029,電機工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141030,電子工程學系,學士班(日間),男,17,15,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141030,電子工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141031,資訊工程學系,學士班(日間),男,35,33,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141031,資訊工程學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141033,電機資訊學院學士班,學士班(日間),男,3,3,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07141033,電機資訊學院學士班,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07151034,機械工程學系,學士班(日間),男,34,32,2,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07151034,機械工程學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),男,27,22,5,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),女,4,1,2,0,0,0,1,0,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),男,19,19,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),女,7,7,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),男,24,20,2,0,0,0,2,0,0
107,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),女,11,9,1,0,0,0,1,0,0
107,私立,一般大學,1004,中原大學,07312047,景觀學系,學士班(日間),男,15,15,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07312047,景觀學系,學士班(日間),女,12,11,1,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),男,41,36,5,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),女,10,9,1,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),男,7,6,0,0,1,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),女,7,2,2,1,1,0,1,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),男,29,23,1,3,2,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),女,11,3,2,3,2,0,0,1,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系,學士班(日間),男,3,0,0,0,0,0,3,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系,學士班(日間),女,3,0,0,0,1,0,2,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),男,4,3,0,0,0,0,1,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),女,10,8,1,0,0,0,1,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),男,13,6,3,0,1,0,3,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),女,31,11,7,6,1,0,6,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),男,13,7,4,1,1,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),女,18,11,2,1,2,0,2,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),男,8,3,0,1,4,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),女,20,8,5,3,1,0,3,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),男,10,9,1,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),女,19,8,5,2,3,0,1,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),男,15,11,2,1,1,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),女,28,14,6,4,2,0,1,1,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),男,19,17,2,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),女,34,16,6,7,3,0,0,2,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),男,19,17,2,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),男,26,21,3,1,0,0,1,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),女,7,7,0,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系,學士班(日間),男,6,0,0,0,0,0,6,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系,學士班(日間),女,1,0,0,1,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),男,3,1,1,0,0,0,1,0,0
