學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),性別,申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素 
108,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,07111033,化學工程學系,學士班(日間),男,20,19,0,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,07111033,化學工程學系,學士班(日間),女,5,5,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,07112034,材料科學與工程學系,學士班(日間),男,12,11,0,0,0,0,1,0,0
108,私立,一般大學,1014,義守大學,07112034,材料科學與工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,07141025,電機工程學系,學士班(日間),男,23,22,0,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,07141026,電子工程學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,07141028,通訊工程學系,學士班(日間),男,6,5,1,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,07141028,通訊工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,07151030,機械與自動化工程學系,學士班(日間),男,19,14,1,0,0,0,3,0,1
108,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,學士班(日間),男,5,3,0,0,0,0,1,0,1
108,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,學士班(日間),女,4,2,0,2,0,0,0,0,0
108,私立,一般大學,1014,義守大學,07321032,土木與生態工程學系,學士班(日間),男,15,13,1,0,0,0,1,0,0
108,私立,一般大學,1014,義守大學,07321032,土木與生態工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),男,10,9,0,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),女,28,27,0,0,1,0,0,0,0
108,私立,一般大學,1014,義守大學,09131046,護理學系原住民專班,學士班(日間),男,2,2,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09131046,護理學系原住民專班,學士班(日間),女,13,13,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09141050,醫學影像暨放射科學系,學士班(日間),男,7,6,0,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,09141050,醫學影像暨放射科學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),女,7,7,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),男,2,1,0,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),女,6,6,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09191041,健康管理學系,學士班(日間),男,7,6,1,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09211047,醫學院長期照護原住民專班,學士班(日間),男,2,2,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),男,9,7,1,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),女,7,6,1,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),男,20,19,0,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),女,9,7,2,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),男,12,10,1,0,0,0,0,0,1
108,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),女,8,6,2,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),男,8,6,2,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),女,4,1,3,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10151057,休閒事業管理學系,學士班(日間),男,14,12,2,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10151057,休閒事業管理學系,學士班(日間),女,7,5,1,0,0,0,1,0,0
108,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,學士班(日間),男,3,3,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,學士班(日間),女,6,6,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10199059,觀光餐旅學院原住民專班,學士班(日間),男,8,7,1,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,10199059,觀光餐旅學院原住民專班,學士班(日間),女,5,4,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),男,26,25,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),女,30,24,1,3,0,0,0,2,0
108,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),男,11,10,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),女,6,5,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系動畫設計組原住民專班,學士班(日間),男,7,6,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系動畫設計組原住民專班,學士班(日間),女,9,9,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02311002,英語學系,學士班(日間),男,7,3,4,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02311002,英語學系,學士班(日間),女,7,6,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02311003,日本語文學系,學士班(日間),男,6,6,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02311003,日本語文學系,學士班(日間),女,16,14,1,1,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),男,2,1,0,1,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),女,7,4,1,1,1,0,0,0,0
108,私立,一般大學,1015,世新大學,03111005,經濟學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03111005,經濟學系,學士班(日間),女,6,4,1,1,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),男,6,6,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),女,9,8,0,1,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),男,6,5,0,1,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),女,10,8,0,1,1,0,0,0,0
108,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),男,7,7,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),女,1,0,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03214014,口語傳播學系,學士班(日間),男,11,10,0,0,1,0,0,0,0
108,私立,一般大學,1015,世新大學,03214014,口語傳播學系,學士班(日間),女,6,4,1,0,0,0,0,1,0
108,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),男,5,5,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),女,10,9,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),男,5,3,1,1,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),女,3,2,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04131023,企業管理學系,學士班(日間),男,4,4,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04131023,企業管理學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04134009,行政管理學系,學士班(日間),男,4,4,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04134009,行政管理學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04142019,公共關係暨廣告學系,學士班(日間),男,9,6,3,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04142019,公共關係暨廣告學系,學士班(日間),女,7,7,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),男,5,4,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),女,5,4,0,0,0,0,1,0,0
108,私立,一般大學,1015,世新大學,04211026,法律學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,04211026,法律學系,學士班(日間),女,8,8,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,06131028,資訊管理學系,學士班(日間),男,21,19,1,0,1,0,0,0,0
108,私立,一般大學,1015,世新大學,06131028,資訊管理學系,學士班(日間),女,8,8,0,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),男,9,8,1,0,0,0,0,0,0
108,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),女,11,10,0,0,1,0,0,0,0
108,私立,一般大學,1016,銘傳大學,01131042,華語文教學學系,學士班(日間),男,8,7,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,01131042,華語文教學學系,學士班(日間),女,24,9,2,1,6,0,6,0,0
108,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),男,20,17,3,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),女,18,14,4,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),男,7,7,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),女,14,9,3,0,0,0,2,0,0
108,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),男,8,7,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),女,7,5,0,0,0,0,2,0,0
108,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),男,10,9,0,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),女,8,6,1,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),男,12,9,2,0,0,0,0,1,0
108,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),女,17,8,5,0,1,0,2,1,0
108,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,學士班(日間),男,11,9,1,0,1,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,學士班(日間),女,23,13,3,0,2,0,4,1,0
108,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),男,1,0,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),女,4,1,2,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,03131054,諮商與工商心理學系,學士班(日間),男,4,2,1,0,0,0,0,0,1
108,私立,一般大學,1016,銘傳大學,03131054,諮商與工商心理學系,學士班(日間),女,6,3,1,0,0,0,0,2,0
108,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),男,8,7,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),女,5,3,1,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),男,2,2,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),女,3,1,1,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),男,4,4,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),女,7,4,1,0,0,0,2,0,0
108,私立,一般大學,1016,銘傳大學,03213047,廣播電視學系,學士班(日間),男,21,18,2,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,03213047,廣播電視學系,學士班(日間),女,20,15,4,0,0,0,0,0,1
108,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),男,7,5,2,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),女,9,4,3,0,0,0,2,0,0
108,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),男,20,19,0,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),女,24,20,2,0,0,0,1,0,1
108,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,學士班(日間),男,32,30,0,1,1,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,學士班(日間),女,22,18,3,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,學士班(日間),男,13,8,5,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,學士班(日間),女,8,7,0,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04123056,風險管理與保險學系,學士班(日間),男,37,28,8,0,0,0,0,0,1
108,私立,一般大學,1016,銘傳大學,04123056,風險管理與保險學系,學士班(日間),女,17,11,5,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),男,15,12,2,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),女,20,15,4,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),男,26,17,8,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),女,24,16,7,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),男,9,7,1,0,0,0,0,0,1
108,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),女,16,10,5,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04133022,醫療資訊與管理學系,學士班(日間),男,6,6,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04133022,醫療資訊與管理學系,學士班(日間),女,7,6,0,0,0,0,0,0,1
108,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,學士班(日間),男,5,4,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,學士班(日間),女,4,3,0,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),男,15,11,3,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),女,21,14,3,0,1,0,3,0,0
108,私立,一般大學,1016,銘傳大學,04211039,法律學系,學士班(日間),男,7,5,1,0,0,0,0,0,1
108,私立,一般大學,1016,銘傳大學,04211039,法律學系,學士班(日間),女,13,9,3,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,04212024,財金法律學系,學士班(日間),男,5,3,1,0,1,0,0,0,0
108,私立,一般大學,1016,銘傳大學,04212024,財金法律學系,學士班(日間),女,6,4,2,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,05121009,生物科技學系,學士班(日間),男,18,17,0,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,05121009,生物科技學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),男,11,11,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),女,6,5,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),男,27,21,5,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),女,5,4,0,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,06132078,資訊傳播工程學系,學士班(日間),男,17,15,2,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06132078,資訊傳播工程學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06134050,電腦與通訊工程學系,學士班(日間),男,18,18,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06134050,電腦與通訊工程學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,學士班(日間),男,4,2,2,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,學士班(日間),女,2,1,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07141025,電子工程學系,學士班(日間),男,26,22,4,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07141025,電子工程學系,學士班(日間),女,5,5,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07141029,資訊工程學系,學士班(日間),男,19,14,5,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07141029,資訊工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,學士班(日間),男,9,8,0,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),男,15,11,3,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),女,3,2,0,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,學士班(日間),男,5,2,2,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,學士班(日間),女,5,4,0,0,0,0,1,0,0
108,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,學士班(日間),男,7,4,3,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,學士班(日間),女,10,8,2,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),男,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),男,1,1,0,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),女,6,4,0,0,0,0,2,0,0
108,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),男,10,9,1,0,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),女,9,7,1,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,02112012,媒體傳達設計學系,學士班(日間),男,20,17,3,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02112012,媒體傳達設計學系,學士班(日間),女,20,15,5,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02112039,資訊模擬與設計學系,學士班(日間),男,8,7,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02112039,資訊模擬與設計學系,學士班(日間),女,5,5,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02122009,時尚設計學系,學士班(日間),男,6,4,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02122009,時尚設計學系,學士班(日間),女,16,10,6,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02123014,工業產品設計學系,學士班(日間),男,27,23,2,0,0,0,1,0,1
108,私立,一般大學,1017,實踐大學,02123014,工業產品設計學系,學士班(日間),女,14,13,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,學士班(日間),男,9,6,3,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,學士班(日間),女,29,22,6,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,02125053,服飾設計與經營學系,學士班(日間),男,3,3,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02125053,服飾設計與經營學系,學士班(日間),女,9,8,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02151001,音樂學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02151001,音樂學系,學士班(日間),女,3,2,0,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),男,5,3,1,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),女,20,12,7,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,02311005,應用英語學系,學士班(日間),男,3,1,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02311005,應用英語學系,學士班(日間),女,5,3,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02311006,應用日文學系,學士班(日間),男,11,5,6,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02311006,應用日文學系,學士班(日間),女,18,5,11,0,0,0,2,0,0
108,私立,一般大學,1017,實踐大學,02322002,應用中文學系,學士班(日間),男,3,3,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02322002,應用中文學系,學士班(日間),女,5,4,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04111019,會計學系,學士班(日間),男,10,7,3,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04111019,會計學系,學士班(日間),女,6,4,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04111020,會計暨稅務學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04111020,會計暨稅務學系,學士班(日間),女,8,7,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),男,8,2,6,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),女,5,2,3,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04121032,金融管理學系,學士班(日間),男,5,3,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,學士班(日間),男,13,6,7,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,學士班(日間),女,11,2,9,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),男,12,5,7,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),女,10,1,9,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,學士班(日間),男,13,9,4,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,學士班(日間),女,10,2,8,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),男,6,3,2,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),女,6,3,2,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,學士班(日間),男,19,19,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,學士班(日間),女,2,1,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),男,6,2,4,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),女,7,4,2,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,04143035,行銷管理學系,學士班(日間),男,4,1,3,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04143035,行銷管理學系,學士班(日間),女,4,2,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,05191043,食品營養與保健生技學系,學士班(日間),男,3,3,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,05191043,食品營養與保健生技學系,學士班(日間),女,8,6,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),男,7,3,4,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),女,6,2,4,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,06131038,資訊管理學系,學士班(日間),男,13,12,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,06131038,資訊管理學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,06131040,資訊科技與通訊學系,學士班(日間),男,12,11,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,07311041,建築設計學系,學士班(日間),男,11,10,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,07311041,建築設計學系,學士班(日間),女,8,8,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,09221045,家庭研究與兒童發展學系,學士班(日間),女,6,2,3,0,1,0,0,0,0
108,私立,一般大學,1017,實踐大學,09231044,社會工作學系,學士班(日間),男,3,2,1,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,09231044,社會工作學系,學士班(日間),女,12,10,2,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),男,8,5,3,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),女,9,6,2,0,0,0,1,0,0
108,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,學士班(日間),男,14,9,5,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,學士班(日間),女,19,10,9,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,10152049,休閒產業管理學系,學士班(日間),男,3,3,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,10152049,休閒產業管理學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,10152049,休閒產業管理學系原住民專班,學士班(日間),男,3,3,0,0,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,學士班(日間),男,2,2,0,0,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,學士班(日間),女,7,2,4,0,0,0,0,1,0
108,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,學士班(日間),男,7,7,0,0,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,學士班(日間),女,10,6,4,0,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),男,10,8,1,0,1,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),女,18,18,0,0,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),男,8,8,0,0,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),女,6,5,1,0,0,0,0,0,0
