學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,畢業總學分數
106,公立,一般大學,0008,國立中央大學,03199020,客家語文暨社會科學學系,學士班(日間),101,25,2,0,128
106,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,學士班(日間),100,14,0,0,114
106,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),83,14,0,31,128
106,公立,一般大學,0008,國立中央大學,05111031,生命科學系,學士班(日間),79,22,0,27,128
106,公立,一般大學,0008,國立中央大學,05311035,化學學系,學士班(日間),83,25,0,20,128
106,公立,一般大學,0008,國立中央大學,05321036,地球科學學系,學士班(日間),82,14,0,20,116
106,公立,一般大學,0008,國立中央大學,05322044,大氣科學學系,學士班(日間),56,14,0,0,73
106,公立,一般大學,0008,國立中央大學,05331042,物理學系,學士班(日間),70,14,0,44,128
106,公立,一般大學,0008,國立中央大學,05399050,理學院學士班,學士班(日間),95,0,0,33,128
106,公立,一般大學,0008,國立中央大學,05411051,數學系,學士班(日間),68,25,0,35,128
106,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,學士班(日間),84,43,0,26,153
106,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,學士班(日間),81,25,0,22,128
106,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,學士班(日間),103,25,0,0,128
106,公立,一般大學,0008,國立中央大學,07141055,電機工程學系,學士班(日間),97,25,0,10,132
106,公立,一般大學,0008,國立中央大學,07141057,光電科學與工程學系,學士班(日間),114,14,0,0,128
106,公立,一般大學,0008,國立中央大學,07141060,通訊工程學系,學士班(日間),97,25,0,10,132
106,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,學士班(日間),103,14,0,6,129
106,公立,一般大學,0008,國立中央大學,07193074,生醫科學與工程學系,學士班(日間),67,27,0,34,128
106,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,學士班(日間),86,14,0,0,100
106,公立,一般大學,0009,國立中山大學,02151002,音樂學系,學士班(日間),50,28,0,50,128
106,公立,一般大學,0009,國立中山大學,02152003,劇場藝術學系,學士班(日間),59,28,0,41,128
106,公立,一般大學,0009,國立中山大學,02311006,外國語文學系,學士班(日間),57,28,0,43,128
106,公立,一般大學,0009,國立中山大學,02322005,中國文學系,學士班(日間),54,28,0,46,128
106,公立,一般大學,0009,國立中山大學,03141013,社會學系,學士班(日間),34,28,0,66,128
106,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,學士班(日間),63,28,0,49,140
106,公立,一般大學,0009,國立中山大學,04131021,企業管理學系,學士班(日間),69,28,0,43,140
106,公立,一般大學,0009,國立中山大學,04134010,政治經濟學系,學士班(日間),50,28,0,58,136
106,公立,一般大學,0009,國立中山大學,05111033,生物科學系,學士班(日間),47,28,0,53,128
106,公立,一般大學,0009,國立中山大學,05311037,化學系,學士班(日間),64,28,0,36,128
106,公立,一般大學,0009,國立中山大學,05323044,海洋生物科技暨資源學系,學士班(日間),49,28,0,51,128
106,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,學士班(日間),38,28,0,62,128
106,公立,一般大學,0009,國立中山大學,05331038,物理學系,學士班(日間),58,28,0,42,128
106,公立,一般大學,0009,國立中山大學,05411051,應用數學系,學士班(日間),52,28,0,48,128
106,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,學士班(日間),67,28,0,40,135
106,公立,一般大學,0009,國立中山大學,07112063,材料與光電科學學系,學士班(日間),71,28,0,41,140
106,公立,一般大學,0009,國立中山大學,07122065,海洋環境及工程學系,學士班(日間),65,28,0,35,128
106,公立,一般大學,0009,國立中山大學,07141053,電機工程學系,學士班(日間),66,28,0,37,131
106,公立,一般大學,0009,國立中山大學,07141054,光電工程學系,學士班(日間),68,28,0,43,139
106,公立,一般大學,0009,國立中山大學,07141055,資訊工程學系,學士班(日間),61,28,0,46,135
106,公立,一般大學,0009,國立中山大學,07151061,機械與機電工程學系,學士班(日間),70,28,0,42,140
106,公立,一般大學,0012,國立臺灣海洋大學,02122005,海洋文創設計產業學士學位學程,學士班(日間),106,28,0,0,136
106,公立,一般大學,0012,國立臺灣海洋大學,04199055,海洋觀光管理學士學位學程,學士班(日間),103,28,0,0,131
106,公立,一般大學,0012,國立臺灣海洋大學,04199056,海洋經營管理學士學位學程,學士班(日間),87,28,0,13,128
106,公立,一般大學,0012,國立臺灣海洋大學,04212010,海洋法政學士學位學程,學士班(日間),105,28,0,0,133
106,公立,一般大學,0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,學士班(日間),100,16,0,12,128
106,公立,一般大學,0012,國立臺灣海洋大學,05121018,海洋生物科技學士學位學程,學士班(日間),89,28,0,0,128
106,公立,一般大學,0012,國立臺灣海洋大學,05323020,海洋環境資訊系,學士班(日間),88,28,0,12,128
106,公立,一般大學,0012,國立臺灣海洋大學,06131028,資訊工程學系,學士班(日間),107,28,0,0,135
106,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,學士班(日間),109,28,0,0,137
106,公立,一般大學,0012,國立臺灣海洋大學,07141025,電機工程學系,學士班(日間),101,28,0,0,138
106,公立,一般大學,0012,國立臺灣海洋大學,07141027,光電與材料科技學士學位學程,學士班(日間),106,28,0,0,134
106,公立,一般大學,0012,國立臺灣海洋大學,07141030,通訊與導航工程學系,學士班(日間),106,28,0,0,134
106,公立,一般大學,0012,國立臺灣海洋大學,07151036,機械與機電工程學系,學士班(日間),98,34,0,0,132
106,公立,一般大學,0012,國立臺灣海洋大學,07163033,系統工程暨造船學系,學士班(日間),104,28,0,0,132
106,公立,一般大學,0012,國立臺灣海洋大學,07163035,輪機工程學系,學士班(日間),111,28,0,0,139
106,公立,一般大學,0012,國立臺灣海洋大學,07199041,海洋工程科技學士學位學程,學士班(日間),104,28,3,0,135
106,公立,一般大學,0012,國立臺灣海洋大學,07211042,食品科學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,學士班(日間),105,28,1,0,134
106,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0012,國立臺灣海洋大學,10411050,運輸科學系,學士班(日間),104,28,0,0,132
106,公立,一般大學,0012,國立臺灣海洋大學,10412048,航運管理學系,學士班(日間),114,28,0,0,142
106,公立,一般大學,0012,國立臺灣海洋大學,10414052,商船學系,學士班(日間),108,28,0,0,136
106,公立,一般大學,0013,國立中正大學,01112005,成人及繼續教育學系,學士班(日間),75,28,2,24,129
106,公立,一般大學,0013,國立中正大學,02221015,歷史學系,學士班(日間),76,28,0,24,128
106,公立,一般大學,0013,國立中正大學,02231016,哲學系,學士班(日間),55,28,0,45,128
106,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,學士班(日間),81,47,0,0,128
106,公立,一般大學,0013,國立中正大學,02322011,中國文學系,學士班(日間),75,28,0,25,128
106,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),78,28,0,22,128
106,公立,一般大學,0013,國立中正大學,03121018,政治學系,學士班(日間),81,28,0,20,129
106,公立,一般大學,0013,國立中正大學,03131019,心理學系,學士班(日間),64,28,0,36,128
106,公立,一般大學,0013,國立中正大學,03199025,勞工關係學系,學士班(日間),81,28,2,19,130
106,公立,一般大學,0013,國立中正大學,03199026,犯罪防治學系,學士班(日間),83,28,0,21,132
106,公立,一般大學,0013,國立中正大學,03211028,傳播學系,學士班(日間),79,28,6,15,128
106,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,學士班(日間),101,28,0,0,129
106,公立,一般大學,0013,國立中正大學,04121034,財務金融學系,學士班(日間),105,28,0,0,133
106,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,學士班(日間),78,28,0,22,128
106,公立,一般大學,0013,國立中正大學,04211039,法律學系,學士班(日間),106,28,0,0,134
106,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,學士班(日間),99,37,0,0,136
106,公立,一般大學,0013,國立中正大學,05121075,生物醫學科學系,學士班(日間),83,28,0,17,128
106,公立,一般大學,0013,國立中正大學,05311045,化學暨生物化學系,學士班(日間),70,28,0,30,128
106,公立,一般大學,0013,國立中正大學,05321047,地球與環境科學系,學士班(日間),91,28,0,13,132
106,公立,一般大學,0013,國立中正大學,05331067,物理學系,學士班(日間),104,28,0,0,132
106,公立,一般大學,0013,國立中正大學,05411049,數學系,學士班(日間),75,28,0,25,128
106,公立,一般大學,0013,國立中正大學,06131053,資訊管理學系,學士班(日間),79,28,0,21,128
106,公立,一般大學,0013,國立中正大學,06131055,資訊工程學系,學士班(日間),88,28,0,12,128
106,公立,一般大學,0013,國立中正大學,07111061,化學工程學系,學士班(日間),106,28,0,8,142
106,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,學士班(日間),90,28,0,22,140
106,公立,一般大學,0013,國立中正大學,07141056,通訊工程學系,學士班(日間),90,28,0,16,134
106,公立,一般大學,0013,國立中正大學,07151058,機械工程學系,學士班(日間),95,28,0,15,138
106,公立,一般大學,0013,國立中正大學,09231063,社會福利學系,學士班(日間),92,28,0,10,130
106,公立,一般大學,0013,國立中正大學,10141064,運動競技學系,學士班(日間),72,28,4,24,128
106,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,學士班(日間),98,28,4,0,130
106,公立,一般大學,0014,國立高雄師範大學,01113010,特殊教育學系,學士班(日間),94,28,6,0,128
106,公立,一般大學,0014,國立高雄師範大學,01141003,工業科技教育學系,學士班(日間),118,10,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,02112022,視覺設計學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,02123024,工業設計學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,02131012,美術學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,02141055,藝術產業學士原住民專班,學士班(日間),100,28,2,0,130
106,公立,一般大學,0014,國立高雄師範大學,02151013,音樂學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,學士班(日間),82,54,0,0,136
106,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,學士班(日間),108,28,0,0,136
106,公立,一般大學,0014,國立高雄師範大學,03142030,地理學系,學士班(日間),100,28,0,0,131
106,公立,一般大學,0014,國立高雄師範大學,04131032,事業經營學系,學士班(日間),102,28,0,0,130
106,公立,一般大學,0014,國立高雄師範大學,05121034,生物科技系,學士班(日間),100,28,0,28,156
106,公立,一般大學,0014,國立高雄師範大學,05299B01,學士後環境教育第二專長學士學位學程,學士班(日間),40,0,0,0,40
106,公立,一般大學,0014,國立高雄師範大學,05311036,化學系,學士班(日間),101,28,0,0,129
106,公立,一般大學,0014,國立高雄師範大學,05331037,物理學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,05411038,數學系,學士班(日間),98,28,0,2,128
106,公立,一般大學,0014,國立高雄師範大學,06132039,軟體工程與管理學系,學士班(日間),99,28,0,0,127
106,公立,一般大學,0014,國立高雄師範大學,07141041,電子工程學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0014,國立高雄師範大學,07141042,光電與通訊工程學系,學士班(日間),100,28,0,0,129
106,公立,一般大學,0015,國立彰化師範大學,01113012,特殊教育學系,學士班(日間),78,28,4,18,128
106,公立,一般大學,0015,國立彰化師範大學,01131006,公共事務與公民教育學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,01141007,工業教育與技術學系,學士班(日間),102,28,0,0,130
106,公立,一般大學,0015,國立彰化師範大學,01141011,運動學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,02131017,美術學系,學士班(日間),120,28,0,0,148
106,公立,一般大學,0015,國立彰化師範大學,02311020,英語學系,學士班(日間),92,28,0,8,128
106,公立,一般大學,0015,國立彰化師範大學,02322019,國文學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系,學士班(日間),93,28,7,0,128
106,公立,一般大學,0015,國立彰化師範大學,03142027,地理學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,04111028,會計學系,學士班(日間),104,28,0,0,132
106,公立,一般大學,0015,國立彰化師範大學,04121031,財務金融技術學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,05111034,生物學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,05311035,化學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,05331037,物理學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,05411038,數學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,06131040,資訊管理學系,學士班(日間),104,28,0,0,132
106,公立,一般大學,0015,國立彰化師範大學,06131050,資訊工程學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,07141042,電機工程學系,學士班(日間),100,28,0,0,128
106,公立,一般大學,0015,國立彰化師範大學,07141043,電子工程學系,學士班(日間),102,28,0,0,130
