學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),科目類別,必選修,每學期課程開課數,課程數-上課人數達100至199人,課程數-上課人數達200人以上
107,1,私立,技專校院,1289,育英醫護管理專科學校,五專,通識科目,選修,2,1,0
107,1,私立,技專校院,1289,育英醫護管理專科學校,五專,通識科目,必修,148,3,21
107,1,私立,技專校院,1289,育英醫護管理專科學校,五專,專業科目,選修,1,0,0
107,1,私立,技專校院,1289,育英醫護管理專科學校,五專,專業科目,必修,194,3,19
107,2,私立,技專校院,1289,育英醫護管理專科學校,五專,通識科目,選修,10,3,0
107,2,私立,技專校院,1289,育英醫護管理專科學校,五專,通識科目,必修,175,1,0
107,2,私立,技專校院,1289,育英醫護管理專科學校,五專,專業科目,選修,30,0,0
107,2,私立,技專校院,1289,育英醫護管理專科學校,五專,專業科目,必修,223,0,0
107,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,共同科目,必修,241,3,24
107,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,通識科目,選修,25,4,1
107,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,專業科目,選修,77,1,6
107,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,專業科目,必修,393,3,31
107,2,私立,技專校院,1291,聖母醫護管理專科學校,五專,共同科目,必修,237,0,0
107,2,私立,技專校院,1291,聖母醫護管理專科學校,五專,通識科目,選修,16,0,0
107,2,私立,技專校院,1291,聖母醫護管理專科學校,五專,專業科目,選修,97,0,0
107,2,私立,技專校院,1291,聖母醫護管理專科學校,五專,專業科目,必修,318,0,0
107,1,私立,技專校院,1292,新生醫護管理專科學校,二專(日間),專業科目,必修,1,0,0
107,1,私立,技專校院,1292,新生醫護管理專科學校,五專,通識科目,選修,30,2,3
107,1,私立,技專校院,1292,新生醫護管理專科學校,五專,通識科目,必修,673,2,35
107,1,私立,技專校院,1292,新生醫護管理專科學校,五專,專業科目,選修,128,5,6
107,1,私立,技專校院,1292,新生醫護管理專科學校,五專,專業科目,必修,1034,35,29
107,2,私立,技專校院,1292,新生醫護管理專科學校,五專,通識科目,選修,24,0,0
107,2,私立,技專校院,1292,新生醫護管理專科學校,五專,通識科目,必修,698,0,0
107,2,私立,技專校院,1292,新生醫護管理專科學校,五專,專業科目,選修,148,0,0
107,2,私立,技專校院,1292,新生醫護管理專科學校,五專,專業科目,必修,963,0,0
107,1,私立,技專校院,1293,崇仁醫護管理專科學校,五專,通識科目,選修,27,1,1
107,1,私立,技專校院,1293,崇仁醫護管理專科學校,五專,通識科目,必修,377,3,30
107,1,私立,技專校院,1293,崇仁醫護管理專科學校,五專,專業科目,選修,44,3,0
107,1,私立,技專校院,1293,崇仁醫護管理專科學校,五專,專業科目,必修,413,5,30
107,2,私立,技專校院,1293,崇仁醫護管理專科學校,五專,通識科目,選修,22,0,0
107,2,私立,技專校院,1293,崇仁醫護管理專科學校,五專,通識科目,必修,360,0,0
107,2,私立,技專校院,1293,崇仁醫護管理專科學校,五專,專業科目,選修,76,0,0
107,2,私立,技專校院,1293,崇仁醫護管理專科學校,五專,專業科目,必修,372,0,0
107,1,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),共同科目,必修,15,0,0
107,1,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),專業科目,選修,4,0,0
107,1,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),專業科目,必修,59,0,0
107,2,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),共同科目,選修,1,0,0
107,2,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),共同科目,必修,19,0,0
107,2,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),專業科目,選修,5,0,0
107,2,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),專業科目,必修,74,0,0
107,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),通識科目,選修,4,0,0
107,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),通識科目,必修,11,0,0
107,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),專業科目,選修,4,0,0
107,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),專業科目,必修,3,0,0
107,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),共同科目,選修,4,0,0
107,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),共同科目,必修,13,0,0
107,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),通識科目,選修,2,0,0
107,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),通識科目,必修,1,0,0
107,1,公立,一般大學,3002,臺北市立大學,學士班(日間),共同科目,選修,5,1,2
107,1,公立,一般大學,3002,臺北市立大學,學士班(日間),共同科目,必修,3124,9,12
107,1,公立,一般大學,3002,臺北市立大學,學士班(日間),通識科目,選修,132,2,0
107,1,公立,一般大學,3002,臺北市立大學,學士班(日間),專業科目,選修,636,13,1
107,1,公立,一般大學,3002,臺北市立大學,學士班(日間),專業科目,必修,863,8,3
107,2,公立,一般大學,3002,臺北市立大學,學士班(日間),共同科目,必修,328,5,0
107,2,公立,一般大學,3002,臺北市立大學,學士班(日間),通識科目,選修,134,0,0
107,2,公立,一般大學,3002,臺北市立大學,學士班(日間),專業科目,選修,674,0,0
107,2,公立,一般大學,3002,臺北市立大學,學士班(日間),專業科目,必修,824,0,0
108,1,公立,一般大學,0001,國立政治大學,學士班(日間),專業科目,選修,548,17,2
108,1,公立,一般大學,0001,國立政治大學,學士班(日間),專業科目,必修,557,40,3
108,2,公立,一般大學,0001,國立政治大學,學士班(日間),專業科目,選修,583,10,1
108,2,公立,一般大學,0001,國立政治大學,學士班(日間),專業科目,必修,522,31,2
108,1,公立,一般大學,0002,國立清華大學,學士班(日間),共同科目,選修,177,0,0
108,1,公立,一般大學,0002,國立清華大學,學士班(日間),共同科目,必修,200,0,0
108,1,公立,一般大學,0002,國立清華大學,學士班(日間),通識科目,選修,150,9,2
108,1,公立,一般大學,0002,國立清華大學,學士班(日間),通識科目,必修,84,11,1
108,1,公立,一般大學,0002,國立清華大學,學士班(日間),專業科目,選修,715,14,0
108,1,公立,一般大學,0002,國立清華大學,學士班(日間),專業科目,必修,498,76,0
108,2,公立,一般大學,0002,國立清華大學,學士班(日間),共同科目,必修,140,0,0
108,2,公立,一般大學,0002,國立清華大學,學士班(日間),通識科目,必修,76,6,2
108,2,公立,一般大學,0002,國立清華大學,學士班(日間),專業科目,必修,416,67,1
108,1,公立,一般大學,0003,國立臺灣大學,學士班(日間),共同科目,必修,188,0,0
108,1,公立,一般大學,0003,國立臺灣大學,學士班(日間),通識科目,選修,225,51,20
108,1,公立,一般大學,0003,國立臺灣大學,學士班(日間),通識科目,必修,2,2,0
108,1,公立,一般大學,0003,國立臺灣大學,學士班(日間),專業科目,選修,3176,162,19
108,1,公立,一般大學,0003,國立臺灣大學,學士班(日間),專業科目,必修,2402,303,35
108,2,公立,一般大學,0003,國立臺灣大學,學士班(日間),共同科目,必修,180,0,0
108,2,公立,一般大學,0003,國立臺灣大學,學士班(日間),通識科目,選修,216,44,21
108,2,公立,一般大學,0003,國立臺灣大學,學士班(日間),通識科目,必修,1,0,0
108,2,公立,一般大學,0003,國立臺灣大學,學士班(日間),專業科目,選修,3529,125,25
108,2,公立,一般大學,0003,國立臺灣大學,學士班(日間),專業科目,必修,2247,198,28
108,1,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),共同科目,選修,4,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),共同科目,必修,294,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),通識科目,選修,186,21,4
108,1,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),專業科目,選修,904,1,0
108,1,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),專業科目,必修,909,2,0
108,2,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),共同科目,選修,4,0,0
108,2,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),共同科目,必修,306,0,0
108,2,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),通識科目,選修,157,29,2
108,2,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),專業科目,選修,935,1,0
108,2,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),專業科目,必修,845,4,0
108,1,公立,一般大學,0005,國立成功大學,學士班(日間),共同科目,選修,20,0,0
108,1,公立,一般大學,0005,國立成功大學,學士班(日間),通識科目,選修,73,0,1
108,1,公立,一般大學,0005,國立成功大學,學士班(日間),通識科目,必修,285,26,9
108,1,公立,一般大學,0005,國立成功大學,學士班(日間),專業科目,選修,651,14,3
108,1,公立,一般大學,0005,國立成功大學,學士班(日間),專業科目,必修,1162,89,2
108,2,公立,一般大學,0005,國立成功大學,學士班(日間),共同科目,選修,16,0,0
108,2,公立,一般大學,0005,國立成功大學,學士班(日間),通識科目,選修,72,0,1
108,2,公立,一般大學,0005,國立成功大學,學士班(日間),通識科目,必修,261,31,9
108,2,公立,一般大學,0005,國立成功大學,學士班(日間),專業科目,選修,650,13,1
108,2,公立,一般大學,0005,國立成功大學,學士班(日間),專業科目,必修,1084,64,0
108,1,公立,一般大學,0006,國立中興大學,學士班(日間),共同科目,選修,667,9,0
108,1,公立,一般大學,0006,國立中興大學,學士班(日間),共同科目,必修,636,18,0
108,2,公立,一般大學,0006,國立中興大學,學士班(日間),專業科目,選修,674,4,0
108,2,公立,一般大學,0006,國立中興大學,學士班(日間),專業科目,必修,635,15,0
108,1,公立,一般大學,0007,國立陽明交通大學,學士班(日間),共同科目,選修,615,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,學士班(日間),專業科目,選修,192,14,0
108,1,公立,一般大學,0007,國立陽明交通大學,學士班(日間),專業科目,必修,358,14,2
108,2,公立,一般大學,0007,國立陽明交通大學,學士班(日間),共同科目,選修,610,0,0
108,2,公立,一般大學,0007,國立陽明交通大學,學士班(日間),專業科目,選修,230,15,2
108,2,公立,一般大學,0007,國立陽明交通大學,學士班(日間),專業科目,必修,310,20,2
108,1,公立,一般大學,0008,國立中央大學,學士班(日間),通識科目,選修,59,13,0
108,1,公立,一般大學,0008,國立中央大學,學士班(日間),專業科目,選修,459,26,0
108,1,公立,一般大學,0008,國立中央大學,學士班(日間),專業科目,必修,666,44,0
108,2,公立,一般大學,0008,國立中央大學,學士班(日間),通識科目,選修,59,8,0
108,2,公立,一般大學,0008,國立中央大學,學士班(日間),通識科目,必修,3,0,0
108,2,公立,一般大學,0008,國立中央大學,學士班(日間),專業科目,選修,462,22,0
108,2,公立,一般大學,0008,國立中央大學,學士班(日間),專業科目,必修,618,28,0
108,1,公立,一般大學,0009,國立中山大學,學士班(日間),通識科目,選修,51,9,0
108,1,公立,一般大學,0009,國立中山大學,學士班(日間),專業科目,選修,599,3,0
108,1,公立,一般大學,0009,國立中山大學,學士班(日間),專業科目,必修,425,4,0
108,2,公立,一般大學,0009,國立中山大學,學士班(日間),通識科目,選修,55,11,0
108,2,公立,一般大學,0009,國立中山大學,學士班(日間),專業科目,選修,522,5,0
108,2,公立,一般大學,0009,國立中山大學,學士班(日間),專業科目,必修,443,4,0
108,1,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),通識科目,必修,113,3,0
108,1,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),專業科目,選修,358,8,0
108,1,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),專業科目,必修,397,37,0
108,2,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),通識科目,必修,117,3,0
108,2,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),專業科目,選修,352,3,0
108,2,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),專業科目,必修,404,26,0
108,1,公立,一般大學,0013,國立中正大學,學士班(日間),通識科目,選修,209,1,0
108,1,公立,一般大學,0013,國立中正大學,學士班(日間),專業科目,選修,409,10,0
108,1,公立,一般大學,0013,國立中正大學,學士班(日間),專業科目,必修,582,34,0
108,2,公立,一般大學,0013,國立中正大學,學士班(日間),通識科目,選修,203,0,0
108,2,公立,一般大學,0013,國立中正大學,學士班(日間),專業科目,選修,433,12,0
108,2,公立,一般大學,0013,國立中正大學,學士班(日間),專業科目,必修,504,20,0
108,1,公立,一般大學,0014,國立高雄師範大學,學士班(日間),共同科目,必修,139,0,0
108,1,公立,一般大學,0014,國立高雄師範大學,學士班(日間),通識科目,選修,42,0,0
108,1,公立,一般大學,0014,國立高雄師範大學,學士班(日間),專業科目,選修,460,0,0
108,1,公立,一般大學,0014,國立高雄師範大學,學士班(日間),專業科目,必修,633,0,0
108,2,公立,一般大學,0014,國立高雄師範大學,學士班(日間),共同科目,必修,91,0,0
108,2,公立,一般大學,0014,國立高雄師範大學,學士班(日間),通識科目,選修,61,0,0
108,2,公立,一般大學,0014,國立高雄師範大學,學士班(日間),專業科目,選修,512,0,0
108,2,公立,一般大學,0014,國立高雄師範大學,學士班(日間),專業科目,必修,583,0,0
108,1,公立,一般大學,0015,國立彰化師範大學,學士班(日間),共同科目,選修,15,0,0
108,1,公立,一般大學,0015,國立彰化師範大學,學士班(日間),共同科目,必修,136,1,0
108,1,公立,一般大學,0015,國立彰化師範大學,學士班(日間),通識科目,必修,81,6,0
108,1,公立,一般大學,0015,國立彰化師範大學,學士班(日間),專業科目,選修,365,2,0
108,1,公立,一般大學,0015,國立彰化師範大學,學士班(日間),專業科目,必修,517,0,0
108,2,公立,一般大學,0015,國立彰化師範大學,學士班(日間),共同科目,選修,19,0,0
108,2,公立,一般大學,0015,國立彰化師範大學,學士班(日間),共同科目,必修,139,0,0
108,2,公立,一般大學,0015,國立彰化師範大學,學士班(日間),通識科目,必修,78,3,0
108,2,公立,一般大學,0015,國立彰化師範大學,學士班(日間),專業科目,選修,430,0,0
108,2,公立,一般大學,0015,國立彰化師範大學,學士班(日間),專業科目,必修,445,0,0
108,1,公立,一般大學,0016,國立陽明大學,學士班(日間),共同科目,選修,27,0,0
108,1,公立,一般大學,0016,國立陽明大學,學士班(日間),共同科目,必修,44,0,0
108,1,公立,一般大學,0016,國立陽明大學,學士班(日間),通識科目,必修,41,0,0
108,1,公立,一般大學,0016,國立陽明大學,學士班(日間),專業科目,選修,186,0,0
108,1,公立,一般大學,0016,國立陽明大學,學士班(日間),專業科目,必修,384,0,0
108,2,公立,一般大學,0016,國立陽明大學,學士班(日間),共同科目,選修,23,0,0
108,2,公立,一般大學,0016,國立陽明大學,學士班(日間),共同科目,必修,42,0,0
108,2,公立,一般大學,0016,國立陽明大學,學士班(日間),通識科目,必修,27,0,0
108,2,公立,一般大學,0016,國立陽明大學,學士班(日間),專業科目,選修,189,0,0
108,2,公立,一般大學,0016,國立陽明大學,學士班(日間),專業科目,必修,387,0,0
108,1,公立,一般大學,0017,國立臺北大學,學士班(日間),共同科目,選修,74,1,0
108,1,公立,一般大學,0017,國立臺北大學,學士班(日間),共同科目,必修,74,0,0
108,1,公立,一般大學,0017,國立臺北大學,學士班(日間),通識科目,必修,134,9,0
108,1,公立,一般大學,0017,國立臺北大學,學士班(日間),專業科目,選修,740,82,0
108,1,公立,一般大學,0017,國立臺北大學,學士班(日間),專業科目,必修,837,50,0
108,2,公立,一般大學,0017,國立臺北大學,學士班(日間),共同科目,選修,77,0,1
108,2,公立,一般大學,0017,國立臺北大學,學士班(日間),共同科目,必修,74,0,0
108,2,公立,一般大學,0017,國立臺北大學,學士班(日間),通識科目,必修,130,9,0
108,2,公立,一般大學,0017,國立臺北大學,學士班(日間),專業科目,選修,709,59,0
108,2,公立,一般大學,0017,國立臺北大學,學士班(日間),專業科目,必修,767,51,0
108,1,公立,一般大學,0018,國立嘉義大學,學士班(日間),共同科目,必修,3,0,0
108,1,公立,一般大學,0018,國立嘉義大學,學士班(日間),通識科目,選修,237,0,0
108,1,公立,一般大學,0018,國立嘉義大學,學士班(日間),通識科目,必修,186,0,0
108,1,公立,一般大學,0018,國立嘉義大學,學士班(日間),專業科目,選修,661,0,0
108,1,公立,一般大學,0018,國立嘉義大學,學士班(日間),專業科目,必修,593,2,0
108,2,公立,一般大學,0018,國立嘉義大學,學士班(日間),共同科目,必修,3,0,0
108,2,公立,一般大學,0018,國立嘉義大學,學士班(日間),通識科目,選修,218,0,0
108,2,公立,一般大學,0018,國立嘉義大學,學士班(日間),通識科目,必修,209,0,0
108,2,公立,一般大學,0018,國立嘉義大學,學士班(日間),專業科目,選修,622,0,0
108,2,公立,一般大學,0018,國立嘉義大學,學士班(日間),專業科目,必修,643,7,0
108,1,公立,一般大學,0019,國立高雄大學,學士班(日間),共同科目,選修,3,0,0
108,1,公立,一般大學,0019,國立高雄大學,學士班(日間),共同科目,必修,167,0,0
108,1,公立,一般大學,0019,國立高雄大學,學士班(日間),通識科目,選修,130,2,1
108,1,公立,一般大學,0019,國立高雄大學,學士班(日間),專業科目,選修,465,0,0
108,1,公立,一般大學,0019,國立高雄大學,學士班(日間),專業科目,必修,391,17,0
108,2,公立,一般大學,0019,國立高雄大學,學士班(日間),共同科目,選修,3,0,0
108,2,公立,一般大學,0019,國立高雄大學,學士班(日間),共同科目,必修,166,0,0
108,2,公立,一般大學,0019,國立高雄大學,學士班(日間),通識科目,選修,122,0,1
108,2,公立,一般大學,0019,國立高雄大學,學士班(日間),專業科目,選修,520,0,0
108,2,公立,一般大學,0019,國立高雄大學,學士班(日間),專業科目,必修,334,8,0
108,1,公立,一般大學,0020,國立東華大學,學士班(日間),通識科目,選修,259,4,2
108,1,公立,一般大學,0020,國立東華大學,學士班(日間),通識科目,必修,175,41,4
108,1,公立,一般大學,0020,國立東華大學,學士班(日間),專業科目,選修,15,0,0
108,1,公立,一般大學,0020,國立東華大學,學士班(日間),專業科目,必修,1,0,0
108,2,公立,一般大學,0020,國立東華大學,學士班(日間),通識科目,選修,250,8,1
108,2,公立,一般大學,0020,國立東華大學,學士班(日間),通識科目,必修,151,29,5
108,2,公立,一般大學,0020,國立東華大學,學士班(日間),專業科目,選修,10,0,0
108,2,公立,一般大學,0020,國立東華大學,學士班(日間),專業科目,必修,4,0,0
108,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),共同科目,選修,7,0,0
108,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),共同科目,必修,320,1,0
108,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),通識科目,選修,1,0,1
108,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),通識科目,必修,147,10,0
108,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),專業科目,選修,34,0,0
108,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),專業科目,必修,599,1,0
108,2,公立,一般大學,0021,國立暨南國際大學,學士班(日間),共同科目,選修,1,0,0
108,2,公立,一般大學,0021,國立暨南國際大學,學士班(日間),共同科目,必修,311,1,0
108,2,公立,一般大學,0021,國立暨南國際大學,學士班(日間),通識科目,選修,1,0,0
108,2,公立,一般大學,0021,國立暨南國際大學,學士班(日間),通識科目,必修,162,11,1
108,2,公立,一般大學,0021,國立暨南國際大學,學士班(日間),專業科目,選修,33,0,0
108,2,公立,一般大學,0021,國立暨南國際大學,學士班(日間),專業科目,必修,564,3,0
108,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),共同科目,選修,4,0,0
108,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),共同科目,必修,128,4,0
108,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),通識科目,選修,4,0,0
108,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),通識科目,必修,34,2,1
108,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),專業科目,選修,168,4,0
108,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),專業科目,必修,454,8,0
108,2,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),共同科目,選修,3,0,0
108,2,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),共同科目,必修,126,4,0
108,2,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),通識科目,必修,33,2,0
108,2,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),專業科目,選修,211,3,0
108,2,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),專業科目,必修,406,7,0
108,1,公立,技專校院,0023,國立雲林科技大學,學士班(日間),共同科目,必修,72,0,0
108,1,公立,技專校院,0023,國立雲林科技大學,學士班(日間),專業科目,選修,106,2,0
108,1,公立,技專校院,0023,國立雲林科技大學,學士班(日間),專業科目,必修,501,5,1
108,2,公立,技專校院,0023,國立雲林科技大學,學士班(日間),共同科目,必修,70,0,0
108,2,公立,技專校院,0023,國立雲林科技大學,學士班(日間),專業科目,選修,132,3,0
108,2,公立,技專校院,0023,國立雲林科技大學,學士班(日間),專業科目,必修,447,7,0
108,1,公立,技專校院,0024,國立屏東科技大學,學士班(日間),共同科目,必修,410,0,0
108,1,公立,技專校院,0024,國立屏東科技大學,學士班(日間),通識科目,必修,90,26,0
108,1,公立,技專校院,0024,國立屏東科技大學,學士班(日間),專業科目,選修,684,9,0
108,1,公立,技專校院,0024,國立屏東科技大學,學士班(日間),專業科目,必修,693,2,0
108,2,公立,技專校院,0024,國立屏東科技大學,學士班(日間),共同科目,必修,401,0,0
108,2,公立,技專校院,0024,國立屏東科技大學,學士班(日間),通識科目,必修,73,18,0
108,2,公立,技專校院,0024,國立屏東科技大學,學士班(日間),專業科目,選修,656,4,1
108,2,公立,技專校院,0024,國立屏東科技大學,學士班(日間),專業科目,必修,660,0,0
108,1,公立,技專校院,0025,國立臺北科技大學,學士班(日間),共同科目,選修,31,0,0
108,1,公立,技專校院,0025,國立臺北科技大學,學士班(日間),共同科目,必修,336,0,0
108,1,公立,技專校院,0025,國立臺北科技大學,學士班(日間),通識科目,必修,120,11,2
108,1,公立,技專校院,0025,國立臺北科技大學,學士班(日間),專業科目,選修,543,9,3
108,1,公立,技專校院,0025,國立臺北科技大學,學士班(日間),專業科目,必修,525,3,0
108,1,公立,技專校院,0025,國立臺北科技大學,五專,共同科目,必修,13,0,0
108,1,公立,技專校院,0025,國立臺北科技大學,五專,專業科目,選修,3,0,0
108,1,公立,技專校院,0025,國立臺北科技大學,五專,專業科目,必修,11,0,0
108,2,公立,技專校院,0025,國立臺北科技大學,學士班(日間),共同科目,選修,27,0,0
108,2,公立,技專校院,0025,國立臺北科技大學,學士班(日間),共同科目,必修,299,0,0
108,2,公立,技專校院,0025,國立臺北科技大學,學士班(日間),通識科目,必修,133,3,1
108,2,公立,技專校院,0025,國立臺北科技大學,學士班(日間),專業科目,選修,699,4,1
108,2,公立,技專校院,0025,國立臺北科技大學,學士班(日間),專業科目,必修,439,4,0
108,2,公立,技專校院,0025,國立臺北科技大學,五專,共同科目,必修,14,0,0
108,2,公立,技專校院,0025,國立臺北科技大學,五專,專業科目,選修,5,0,0
108,2,公立,技專校院,0025,國立臺北科技大學,五專,專業科目,必修,12,0,0
108,1,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),通識科目,選修,8,0,0
108,1,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),專業科目,選修,145,0,0
108,1,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),專業科目,必修,503,1,0
108,2,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),通識科目,選修,8,0,0
108,2,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),專業科目,選修,171,0,0
108,2,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),專業科目,必修,474,1,0
108,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),共同科目,選修,46,0,0
108,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),共同科目,必修,34,0,0
108,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),通識科目,選修,115,0,0
108,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),專業科目,選修,761,2,0
108,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),專業科目,必修,339,0,0
108,2,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),共同科目,選修,31,0,0
108,2,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),共同科目,必修,50,0,0
108,2,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),通識科目,選修,111,0,0
108,2,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),專業科目,選修,732,1,0
108,2,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),專業科目,必修,354,0,0
108,1,公立,一般大學,0030,國立臺東大學,學士班(日間),共同科目,選修,3,0,0
108,1,公立,一般大學,0030,國立臺東大學,學士班(日間),共同科目,必修,53,0,0
108,1,公立,一般大學,0030,國立臺東大學,學士班(日間),通識科目,選修,43,1,0
108,1,公立,一般大學,0030,國立臺東大學,學士班(日間),通識科目,必修,76,0,0
108,1,公立,一般大學,0030,國立臺東大學,學士班(日間),專業科目,選修,318,0,0
108,1,公立,一般大學,0030,國立臺東大學,學士班(日間),專業科目,必修,307,0,0
108,2,公立,一般大學,0030,國立臺東大學,學士班(日間),共同科目,選修,1,0,0
108,2,公立,一般大學,0030,國立臺東大學,學士班(日間),共同科目,必修,46,0,0
108,2,公立,一般大學,0030,國立臺東大學,學士班(日間),通識科目,選修,43,1,0
108,2,公立,一般大學,0030,國立臺東大學,學士班(日間),通識科目,必修,81,0,0
108,2,公立,一般大學,0030,國立臺東大學,學士班(日間),專業科目,選修,341,1,0
108,2,公立,一般大學,0030,國立臺東大學,學士班(日間),專業科目,必修,280,0,0
108,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),共同科目,選修,32,0,0
108,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),共同科目,必修,146,0,0
108,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),通識科目,選修,58,3,0
108,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),通識科目,必修,57,0,0
108,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),專業科目,選修,216,1,0
108,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),專業科目,必修,359,4,0
108,2,公立,一般大學,0031,國立宜蘭大學,學士班(日間),共同科目,選修,39,0,0
108,2,公立,一般大學,0031,國立宜蘭大學,學士班(日間),共同科目,必修,143,0,0
108,2,公立,一般大學,0031,國立宜蘭大學,學士班(日間),通識科目,選修,52,2,0
108,2,公立,一般大學,0031,國立宜蘭大學,學士班(日間),通識科目,必修,57,1,0
108,2,公立,一般大學,0031,國立宜蘭大學,學士班(日間),專業科目,選修,209,0,0
108,2,公立,一般大學,0031,國立宜蘭大學,學士班(日間),專業科目,必修,318,1,0
108,1,公立,一般大學,0032,國立聯合大學,學士班(日間),共同科目,必修,269,6,0
108,1,公立,一般大學,0032,國立聯合大學,學士班(日間),通識科目,選修,140,2,0
108,1,公立,一般大學,0032,國立聯合大學,學士班(日間),專業科目,選修,316,1,0
108,1,公立,一般大學,0032,國立聯合大學,學士班(日間),專業科目,必修,778,1,0
108,2,公立,一般大學,0032,國立聯合大學,學士班(日間),共同科目,必修,227,5,0
108,2,公立,一般大學,0032,國立聯合大學,學士班(日間),通識科目,選修,142,5,0
108,2,公立,一般大學,0032,國立聯合大學,學士班(日間),專業科目,選修,336,0,0
108,2,公立,一般大學,0032,國立聯合大學,學士班(日間),專業科目,必修,659,1,0
108,1,公立,技專校院,0033,國立虎尾科技大學,二專(日間),共同科目,必修,4,0,0
108,1,公立,技專校院,0033,國立虎尾科技大學,二專(日間),專業科目,必修,5,0,0
108,1,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),共同科目,必修,268,0,0
