,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,男,女,總計
,103,私立,技專校院,1159,和春技術學院,480109,資訊管理科,五專,6,3,9
,103,私立,技專校院,1159,和春技術學院,480109,資訊管理系,學士班(日間),11,0,11
,103,私立,技專校院,1159,和春技術學院,480109,資訊管理系,學士班(進修),10,1,11
,103,私立,技專校院,1159,和春技術學院,520101,電機工程系,學士班(日間),9,0,9
,103,私立,技專校院,1159,和春技術學院,520101,電機工程系電子工程組,學士班(進修),4,0,4
,103,私立,技專校院,1159,和春技術學院,520114,資訊工程科,二專(進修),4,0,4
,103,私立,技專校院,1159,和春技術學院,520114,資訊工程系,學士班(日間),11,1,12
,103,私立,技專校院,1159,和春技術學院,520502,材料科學與工程系,學士班(日間),4,0,4
,103,私立,技專校院,1159,和春技術學院,520601,工業工程與管理系,學士班(日間),4,1,5
,103,私立,技專校院,1159,和春技術學院,810103,餐飲管理系,學士班(日間),6,4,10
,103,私立,技專校院,1159,和春技術學院,810103,餐飲管理系,學士班(進修),9,4,13
,103,私立,技專校院,1159,和春技術學院,810204,觀光與休閒事業管理系,學士班(日間),6,4,10
,103,私立,技專校院,1159,和春技術學院,810204,觀光與休閒事業管理系,學士班(進修),8,0,8
,103,私立,技專校院,1164,致理技術學院,220312,應用英語科,五專,3,6,9
,103,私立,技專校院,1164,致理技術學院,220312,應用英語系,學士班(日間),4,11,15
,103,私立,技專校院,1164,致理技術學院,220312,應用英語系,學士班(進修),2,8,10
,103,私立,技專校院,1164,致理技術學院,220321,應用日語系,學士班(日間),6,8,14
,103,私立,技專校院,1164,致理技術學院,220321,應用日語系,學士班(進修),1,8,9
,103,私立,技專校院,1164,致理技術學院,230203,多媒體設計系,學士班(日間),5,8,13
,103,私立,技專校院,1164,致理技術學院,230203,多媒體設計系,學士班(進修),1,4,5
,103,私立,技專校院,1164,致理技術學院,340201,會計資訊科,五專,1,2,3
,103,私立,技專校院,1164,致理技術學院,340201,會計資訊系,學士班(日間),9,20,29
,103,私立,技專校院,1164,致理技術學院,340201,會計資訊系,學士班(進修),4,6,10
,103,私立,技專校院,1164,致理技術學院,340301,企業管理科,五專,4,2,6
,103,私立,技專校院,1164,致理技術學院,340301,企業管理系,學士班(日間),11,14,25
,103,私立,技專校院,1164,致理技術學院,340301,企業管理系,學士班(進修),5,15,20
,103,私立,技專校院,1164,致理技術學院,340401,國際貿易科,五專,0,2,2
,103,私立,技專校院,1164,致理技術學院,340401,國際貿易系,學士班(日間),9,26,35
,103,私立,技專校院,1164,致理技術學院,340401,國際貿易系,學士班(進修),15,28,43
,103,私立,技專校院,1164,致理技術學院,340501,財務金融科,五專,1,0,1
,103,私立,技專校院,1164,致理技術學院,340501,財務金融系,學士班(日間),11,14,25
,103,私立,技專校院,1164,致理技術學院,340501,財務金融系,學士班(進修),3,8,11
,103,私立,技專校院,1164,致理技術學院,340605,保險金融管理系,學士班(日間),8,9,17
,103,私立,技專校院,1164,致理技術學院,340605,保險金融管理系,學士班(進修),3,4,7
,103,私立,技專校院,1164,致理技術學院,340802,行銷與流通管理科-雙軌訓練旗艦計畫,二專(日間),3,1,4
,103,私立,技專校院,1164,致理技術學院,340802,行銷與流通管理系,學士班(日間),7,5,12
,103,私立,技專校院,1164,致理技術學院,340802,行銷與流通管理系-雙軌訓練旗艦計畫,學士班(日間),7,2,9
,103,私立,技專校院,1164,致理技術學院,340802,行銷與流通管理系,學士班(進修),3,4,7
,103,私立,技專校院,1164,致理技術學院,349901,商務科技管理系,學士班(日間),8,9,17
,103,私立,技專校院,1164,致理技術學院,349901,商務科技管理系,學士班(進修),4,3,7
,103,私立,技專校院,1164,致理技術學院,380201,財經法律系,學士班(日間),0,1,1
,103,私立,技專校院,1164,致理技術學院,480109,資訊管理科-雙軌訓練旗艦計畫,二專(日間),3,5,8
,103,私立,技專校院,1164,致理技術學院,480109,資訊管理系,學士班(日間),16,6,22
,103,私立,技專校院,1164,致理技術學院,480109,資訊管理系,學士班(進修),9,7,16
,103,私立,技專校院,1164,致理技術學院,480201,資訊網路技術系,學士班(日間),1,0,1
,103,私立,技專校院,1164,致理技術學院,480201,資訊網路技術系,學士班(進修),2,0,2
,103,私立,技專校院,1164,致理技術學院,810210,休閒遊憩管理系,學士班(日間),8,1,9
,103,私立,技專校院,1166,亞東技術學院,230301,日四技工商業設計系,學士班(日間),5,6,11
,103,私立,技專校院,1166,亞東技術學院,230301,進四技工商業設計系,學士班(進修),6,7,13
,103,私立,技專校院,1166,亞東技術學院,340802,日四技行銷與流通管理系,學士班(日間),2,5,7
,103,私立,技專校院,1166,亞東技術學院,340901,日四技醫務管理系,學士班(日間),0,1,1
,103,私立,技專校院,1166,亞東技術學院,340901,進四技醫務管理系,學士班(進修),4,6,10
,103,私立,技專校院,1166,亞東技術學院,349906,日四技工業管理系,學士班(日間),11,1,12
,103,私立,技專校院,1166,亞東技術學院,349906,進四技工業管理系,學士班(進修),0,1,1
,103,私立,技專校院,1166,亞東技術學院,480109,日四技資訊管理系,學士班(日間),10,7,17
,103,私立,技專校院,1166,亞東技術學院,520101,日四技電機工程系,學士班(日間),19,0,19
,103,私立,技專校院,1166,亞東技術學院,520101,進四技電機工程系,學士班(進修),13,0,13
,103,私立,技專校院,1166,亞東技術學院,520103,日四技電子工程系,學士班(日間),13,1,14
,103,私立,技專校院,1166,亞東技術學院,520103,進四技電子工程系,學士班(進修),8,0,8
,103,私立,技專校院,1166,亞東技術學院,520126,日四技通訊工程系,學士班(日間),30,0,30
,103,私立,技專校院,1166,亞東技術學院,520126,進四技通訊工程系,學士班(進修),5,0,5
,103,私立,技專校院,1166,亞東技術學院,520201,日四技機械工程系,學士班(日間),13,1,14
,103,私立,技專校院,1166,亞東技術學院,520201,日四技機械工程系汽車組,學士班(日間),8,1,9
,103,私立,技專校院,1166,亞東技術學院,520201,進四技機械工程系,學士班(進修),1,0,1
,103,私立,技專校院,1166,亞東技術學院,520201,進四技機械工程系汽車組,學士班(進修),11,0,11
,103,私立,技專校院,1166,亞東技術學院,520703,日四技材料與纖維系,學士班(日間),12,1,13
,103,私立,技專校院,1166,亞東技術學院,520703,進四技材料與纖維系,學士班(進修),1,0,1
,103,私立,技專校院,1166,亞東技術學院,720601,日二技護理系,學士班(日間),1,4,5
,103,私立,技專校院,1166,亞東技術學院,720601,進二技護理系,學士班(進修),0,3,3
,103,私立,技專校院,1168,桃園創新技術學院,220312,應用英語系,學士班(進修),1,1,2
,103,私立,技專校院,1168,桃園創新技術學院,220339,觀光英語系,學士班(日間),7,10,17
,103,私立,技專校院,1168,桃園創新技術學院,230201,視覺傳達設計系,學士班(日間),2,6,8
,103,私立,技專校院,1168,桃園創新技術學院,230201,視覺傳達設計系,學士班(進修),0,3,3
,103,私立,技專校院,1168,桃園創新技術學院,340301,企業管理科,二專(日間),3,0,3
,103,私立,技專校院,1168,桃園創新技術學院,340301,企業管理系,學士班(日間),7,4,11
,103,私立,技專校院,1168,桃園創新技術學院,340301,企業管理系,學士班(進修),5,1,6
,103,私立,技專校院,1168,桃園創新技術學院,340501,財務金融系,學士班(日間),0,1,1
,103,私立,技專校院,1168,桃園創新技術學院,340802,行銷與流通管理系,學士班(日間),5,4,9
,103,私立,技專校院,1168,桃園創新技術學院,340802,行銷與流通管理系,學士班(進修),2,1,3
,103,私立,技專校院,1168,桃園創新技術學院,480109,資訊管理系,學士班(日間),19,2,21
,103,私立,技專校院,1168,桃園創新技術學院,480109,資訊管理系,學士班(進修),12,6,18
,103,私立,技專校院,1168,桃園創新技術學院,520114,資訊工程系,學士班(日間),15,3,18
,103,私立,技專校院,1168,桃園創新技術學院,520201,機械工程系,學士班(日間),38,0,38
,103,私立,技專校院,1168,桃園創新技術學院,520201,機械工程系,學士班(進修),17,0,17
,103,私立,技專校院,1168,桃園創新技術學院,580101,建築系,學士班(日間),17,9,26
,103,私立,技專校院,1168,桃園創新技術學院,580101,建築系,學士班(進修),2,0,2
,103,私立,技專校院,1168,桃園創新技術學院,760401,幼兒保育系,學士班(日間),0,9,9
,103,私立,技專校院,1168,桃園創新技術學院,760401,幼兒保育系,學士班(進修),0,9,9
,103,私立,技專校院,1168,桃園創新技術學院,810204,觀光與休閒事業管理系,學士班(日間),5,5,10
,103,私立,技專校院,1168,桃園創新技術學院,810204,觀光與休閒事業管理系,學士班(進修),5,4,9
,103,私立,技專校院,1168,桃園創新技術學院,810707,創意流行時尚設計科,二專(日間),1,0,1
,103,私立,技專校院,1168,桃園創新技術學院,810707,創意流行時尚設計系,學士班(日間),12,5,17
,103,私立,技專校院,1168,桃園創新技術學院,810707,創意流行時尚設計系,學士班(進修),3,0,3
,103,私立,技專校院,1168,桃園創新技術學院,810802,化妝品應用系,學士班(日間),6,6,12
,103,私立,技專校院,1168,桃園創新技術學院,810802,化妝品應用系,學士班(進修),3,0,3
,103,私立,技專校院,1168,桃園創新技術學院,850116,環境科技與管理系,學士班(日間),10,0,10
,103,私立,技專校院,1168,桃園創新技術學院,850116,環境科技與管理系,學士班(進修),1,0,1
,103,私立,技專校院,1179,德霖技術學院,220303,應用外語科,五專,8,1,9
,103,私立,技專校院,1179,德霖技術學院,220312,應用英語系,學士班(日間),0,5,5
,103,私立,技專校院,1179,德霖技術學院,220312,應用英語系,學士班(進修),1,0,1
,103,私立,技專校院,1179,德霖技術學院,340301,企業管理科-雙軌旗艦,二專(日間),0,2,2
,103,私立,技專校院,1179,德霖技術學院,340301,企業管理系,學士班(日間),12,0,12
,103,私立,技專校院,1179,德霖技術學院,340301,企業管理系,學士班(進修),16,3,19
,103,私立,技專校院,1179,德霖技術學院,340501,財務金融系,學士班(日間),3,1,4
,103,私立,技專校院,1179,德霖技術學院,349916,不動產經營系,學士班(日間),3,0,3
,103,私立,技專校院,1179,德霖技術學院,349916,不動產經營系,學士班(進修),1,0,1
,103,私立,技專校院,1179,德霖技術學院,3499A0,會展與觀光系,學士班(日間),3,3,6
,103,私立,技專校院,1179,德霖技術學院,3499A0,會展與觀光系,學士班(進修),1,0,1
,103,私立,技專校院,1179,德霖技術學院,520103,電子工程科,五專,11,1,12
,103,私立,技專校院,1179,德霖技術學院,520103,電子工程系,學士班(日間),4,0,4
,103,私立,技專校院,1179,德霖技術學院,520103,電子工程系,學士班(進修),13,1,14
,103,私立,技專校院,1179,德霖技術學院,520106,光電工程系,學士班(日間),4,0,4
,103,私立,技專校院,1179,德霖技術學院,520106,光電工程系,學士班(進修),2,0,2
,103,私立,技專校院,1179,德霖技術學院,520114,資訊工程系,學士班(日間),18,0,18
,103,私立,技專校院,1179,德霖技術學院,520114,資訊工程系,學士班(進修),14,2,16
,103,私立,技專校院,1179,德霖技術學院,520130,電腦與通訊工程系,學士班(日間),8,1,9
,103,私立,技專校院,1179,德霖技術學院,520130,電腦與通訊工程系,學士班(進修),9,0,9
,103,私立,技專校院,1179,德霖技術學院,520201,機械工程科,五專,1,0,1
,103,私立,技專校院,1179,德霖技術學院,520201,機械工程系,學士班(日間),25,1,26
,103,私立,技專校院,1179,德霖技術學院,520201,機械工程系,學士班(進修),14,0,14
,103,私立,技專校院,1179,德霖技術學院,520312,營建科技科,五專,4,1,5
,103,私立,技專校院,1179,德霖技術學院,520312,營建科技系,學士班(日間),17,5,22
,103,私立,技專校院,1179,德霖技術學院,520312,營建科技系,學士班(進修),10,5,15
,103,私立,技專校院,1179,德霖技術學院,810102,餐旅管理科-雙軌旗艦,二專(日間),1,1,2
,103,私立,技專校院,1179,德霖技術學院,810102,餐旅管理科,二專(進修),5,4,9
,103,私立,技專校院,1179,德霖技術學院,810102,餐旅管理系,學士班(日間),3,4,7
,103,私立,技專校院,1179,德霖技術學院,810102,餐旅管理系,學士班(進修),12,9,21
,103,私立,技專校院,1179,德霖技術學院,810111,餐飲廚藝科-雙軌旗艦,二專(日間),1,0,1
,103,私立,技專校院,1179,德霖技術學院,810111,餐飲廚藝科,二專(進修),2,0,2
,103,私立,技專校院,1179,德霖技術學院,810111,餐飲廚藝系,學士班(日間),1,0,1
,103,私立,技專校院,1179,德霖技術學院,810111,餐飲廚藝系,學士班(進修),2,0,2
,103,私立,技專校院,1179,德霖技術學院,810508,休閒事業管理科,二專(進修),7,1,8
,103,私立,技專校院,1179,德霖技術學院,810508,休閒事業管理系,學士班(日間),12,5,17
,103,私立,技專校院,1179,德霖技術學院,810508,休閒事業管理系,學士班(進修),6,5,11
,103,私立,技專校院,1182,蘭陽技術學院,220303,應用外語系,學士班(日間),6,5,11
,103,私立,技專校院,1182,蘭陽技術學院,340309,國際企業經營系,學士班(日間),1,0,1
,103,私立,技專校院,1182,蘭陽技術學院,340501,財務金融系,學士班(日間),0,1,1
,103,私立,技專校院,1182,蘭陽技術學院,340610,理財與保險管理系,學士班(日間),3,0,3
,103,私立,技專校院,1182,蘭陽技術學院,340802,行銷與流通管理系,學士班(日間),1,1,2
,103,私立,技專校院,1182,蘭陽技術學院,340802,行銷與流通管理系(雙軌),學士班(日間),1,1,2
,103,私立,技專校院,1182,蘭陽技術學院,480109,資訊管理科,二專(進修),3,0,3
,103,私立,技專校院,1182,蘭陽技術學院,480109,資訊管理科,五專,1,1,2
,103,私立,技專校院,1182,蘭陽技術學院,480109,資訊管理系,學士班(日間),11,7,18
,103,私立,技專校院,1182,蘭陽技術學院,480501,電腦應用工程科,五專,8,0,8
,103,私立,技專校院,1182,蘭陽技術學院,480501,電腦應用工程系,學士班(日間),9,1,10
,103,私立,技專校院,1182,蘭陽技術學院,480523,數位生活創意系,學士班(日間),3,0,3
,103,私立,技專校院,1182,蘭陽技術學院,480523,數位生活創意系,學士班(進修),1,0,1
,103,私立,技專校院,1182,蘭陽技術學院,520121,自動化工程科,五專,3,0,3
,103,私立,技專校院,1182,蘭陽技術學院,520121,自動化工程系,學士班(日間),2,0,2
,103,私立,技專校院,1182,蘭陽技術學院,520262,創意產品科技應用系,學士班(日間),12,0,12
,103,私立,技專校院,1182,蘭陽技術學院,580101,建築科,五專,1,0,1
,103,私立,技專校院,1182,蘭陽技術學院,580101,建築系,學士班(日間),12,4,16
,103,私立,技專校院,1182,蘭陽技術學院,810514,健康休閒管理科(雙軌),二專(日間),3,0,3
,103,私立,技專校院,1182,蘭陽技術學院,810514,健康休閒管理科,五專,2,2,4
,103,私立,技專校院,1182,蘭陽技術學院,810514,健康休閒管理系,學士班(日間),16,9,25
,103,私立,技專校院,1182,蘭陽技術學院,810514,健康休閒管理系,學士班(進修),1,0,1
,103,私立,技專校院,1182,蘭陽技術學院,810802,化妝品應用科,五專,0,5,5
,103,私立,技專校院,1182,蘭陽技術學院,810802,化妝品應用系,學士班(日間),5,15,20
,103,私立,技專校院,1183,黎明技術學院,340301,企業管理系,學士班(日間),4,2,6
,103,私立,技專校院,1183,黎明技術學院,480101,資訊科技學系,學士班(日間),3,0,3
,103,私立,技專校院,1183,黎明技術學院,480109,資訊管理系,學士班(日間),14,2,16
,103,私立,技專校院,1183,黎明技術學院,480313,數位多媒體科,五專,5,0,5
,103,私立,技專校院,1183,黎明技術學院,480313,數位多媒體系,學士班(日間),4,0,4
,103,私立,技專校院,1183,黎明技術學院,520101,電機工程系,學士班(日間),7,0,7
,103,私立,技專校院,1183,黎明技術學院,520201,機械工程科,五專,1,0,1
,103,私立,技專校院,1183,黎明技術學院,520201,機械工程系,學士班(日間),6,0,6
,103,私立,技專校院,1183,黎明技術學院,520403,化學工程與材料工程系,學士班(日間),2,0,2
,103,私立,技專校院,1183,黎明技術學院,810802,化妝品應用系,學士班(日間),1,1,2
,103,私立,技專校院,1184,東方設計學院,210301,美術工藝科,五專,2,2,4
,103,私立,技專校院,1184,東方設計學院,210301,美術工藝系,學士班(日間),1,3,4
,103,私立,技專校院,1184,東方設計學院,210301,美術工藝系,學士班(進修),1,0,1
,103,私立,技專校院,1184,東方設計學院,210616,影視藝術系,學士班(日間),12,4,16
,103,私立,技專校院,1184,東方設計學院,220303,應用外語科,五專,2,0,2
,103,私立,技專校院,1184,東方設計學院,220303,應用外語系,學士班(日間),1,0,1
,103,私立,技專校院,1184,東方設計學院,230311,流行商品設計系,學士班(日間),7,5,12
,103,私立,技專校院,1184,東方設計學院,230401,室內設計學系,學士班(日間),5,0,5
,103,私立,技專校院,1184,東方設計學院,230401,室內設計學系,學士班(進修),4,1,5
,103,私立,技專校院,1184,東方設計學院,340820,設計行銷系,學士班(日間),1,0,1
,103,私立,技專校院,1184,東方設計學院,520101,電機工程系,學士班(日間),2,0,2
,103,私立,技專校院,1184,東方設計學院,520101,電機(與控制)工程學系,學士班(進修),2,0,2
,103,私立,技專校院,1184,東方設計學院,810103,餐飲管理科,二專(日間),2,0,2
,103,私立,技專校院,1184,東方設計學院,810103,餐飲管理科,五專,0,1,1
,103,私立,技專校院,1184,東方設計學院,810103,餐飲管理系,學士班(日間),4,3,7
,103,私立,技專校院,1184,東方設計學院,810103,餐飲管理學位學程,學士班(日間),1,1,2
,103,私立,技專校院,1184,東方設計學院,810204,觀光與休閒事業管理科,五專,1,5,6
,103,私立,技專校院,1184,東方設計學院,810204,觀光(與)休閒事業管理學系,學士班(日間),6,3,9
,103,私立,技專校院,1184,東方設計學院,810204,觀光(與)休閒事業管理學系,學士班(進修),2,0,2
,103,私立,技專校院,1184,東方設計學院,810606,美容與生活應用學位學程,學士班(日間),1,2,3
,103,私立,技專校院,1184,東方設計學院,810820,時尚美妝設計系,學士班(日間),2,6,8
,103,私立,技專校院,1184,東方設計學院,810820,時尚美妝設計系,學士班(進修),2,0,2
,103,私立,技專校院,1185,經國管理暨健康學院,480519,資訊多媒體應用系,學士班(日間),13,0,13
,103,私立,技專校院,1185,經國管理暨健康學院,620618,食品保健系,學士班(日間),0,4,4
,103,私立,技專校院,1185,經國管理暨健康學院,620618,食品保健系,學士班(進修),3,2,5
,103,私立,技專校院,1185,經國管理暨健康學院,720601,護理科,五專,6,22,28
,103,私立,技專校院,1185,經國管理暨健康學院,720601,護理系,學士班(日間),0,1,1
,103,私立,技專校院,1185,經國管理暨健康學院,720601,護理系,學士班(進修),0,4,4
,103,私立,技專校院,1185,經國管理暨健康學院,760203,老人服務事業管理系,學士班(日間),2,5,7
,103,私立,技專校院,1185,經國管理暨健康學院,760401,幼兒保育系,學士班(日間),0,16,16
,103,私立,技專校院,1185,經國管理暨健康學院,810102,餐旅管理系,學士班(日間),8,7,15
,103,私立,技專校院,1185,經國管理暨健康學院,810102,餐旅管理系,學士班(進修),9,2,11
,103,私立,技專校院,1185,經國管理暨健康學院,810103,餐飲管理科,五專,1,3,4
,103,私立,技專校院,1185,經國管理暨健康學院,810502,運動健康與休閒系,學士班(日間),6,5,11
,103,私立,技專校院,1185,經國管理暨健康學院,810801,美容流行設計科,五專,1,8,9
,103,私立,技專校院,1185,經國管理暨健康學院,810801,美容流行設計系,學士班(日間),4,6,10
,103,私立,技專校院,1185,經國管理暨健康學院,810801,美容流行設計系,學士班(進修),0,2,2
,103,私立,技專校院,1187,崇右技術學院,220303,應用外語系,學士班(日間),3,4,7
,103,私立,技專校院,1187,崇右技術學院,230117,時尚造型設計科,五專,1,5,6
,103,私立,技專校院,1187,崇右技術學院,230117,時尚造型設計系,學士班(日間),7,21,28
,103,私立,技專校院,1187,崇右技術學院,230201,視覺傳達設計科,五專,0,1,1
,103,私立,技專校院,1187,崇右技術學院,230201,視覺傳達設計系,學士班(日間),11,7,18
,103,私立,技專校院,1187,崇右技術學院,230203,數位媒體設計系,學士班(日間),9,4,13
,103,私立,技專校院,1187,崇右技術學院,230309,創意商品設計系,學士班(日間),0,1,1
,103,私立,技專校院,1187,崇右技術學院,340201,會計資訊系,學士班(日間),1,0,1
,103,私立,技專校院,1187,崇右技術學院,340301,企業管理科,五專,0,1,1
,103,私立,技專校院,1187,崇右技術學院,340301,企業管理系,學士班(日間),4,1,5
,103,私立,技專校院,1187,崇右技術學院,340401,國際貿易科,五專,0,2,2
,103,私立,技專校院,1187,崇右技術學院,349969,創新創業經營系,學士班(日間),1,0,1
,103,私立,技專校院,1187,崇右技術學院,380201,財經法律系,學士班(日間),2,4,6
,103,私立,技專校院,1187,崇右技術學院,380211,資訊法律系,學士班(日間),1,2,3
,103,私立,技專校院,1187,崇右技術學院,480109,資訊管理科,五專,3,2,5
,103,私立,技專校院,1187,崇右技術學院,480109,資訊管理系,學士班(日間),3,2,5
,103,私立,技專校院,1187,崇右技術學院,810512,休閒事業經營系,學士班(日間),5,11,16
,103,私立,技專校院,1188,大同技術學院,230117,時尚造型設計系,學士班(日間),2,6,8
,103,私立,技專校院,1188,大同技術學院,230117,時尚造型設計系,學士班(進修),0,5,5
,103,私立,技專校院,1188,大同技術學院,230201,視覺傳達設計系,學士班(日間),0,2,2
,103,私立,技專校院,1188,大同技術學院,230203,數位媒體設計科,五專,1,0,1
,103,私立,技專校院,1188,大同技術學院,230203,數位媒體設計系,學士班(日間),9,2,11
,103,私立,技專校院,1188,大同技術學院,230203,數位媒體設計科,學士班(進修),5,2,7
,103,私立,技專校院,1188,大同技術學院,230203,數位媒體設計系,學士班(進修),1,0,1
,103,私立,技專校院,1188,大同技術學院,230315,流行創意商品設計學位學程,學士班(日間),0,1,1
,103,私立,技專校院,1188,大同技術學院,340336,商業經營與設計系,學士班(日間),2,0,2
,103,私立,技專校院,1188,大同技術學院,340336,商業經營與設計系,學士班(進修),2,0,2
,103,私立,技專校院,1188,大同技術學院,340808,國際行銷系,學士班(日間),1,0,1
,103,私立,技專校院,1188,大同技術學院,760310,社會工作與服務管理系,學士班(日間),1,0,1
,103,私立,技專校院,1188,大同技術學院,760310,社會工作與服務管理系,學士班(進修),1,3,4
,103,私立,技專校院,1188,大同技術學院,810103,餐飲管理科,二專(進修),2,2,4
,103,私立,技專校院,1188,大同技術學院,810103,餐飲管理系,學士班(日間),11,2,13
,103,私立,技專校院,1188,大同技術學院,810103,餐飲管理系,學士班(進修),7,3,10
,103,私立,技專校院,1188,大同技術學院,810246,旅遊與休閒娛樂管理系,學士班(日間),1,4,5
,103,私立,技專校院,1188,大同技術學院,810246,旅遊與休閒娛樂管理系,學士班(進修),2,5,7
,103,私立,技專校院,1188,大同技術學院,810502,運動健康與休閒系,學士班(日間),8,0,8
,103,私立,技專校院,1189,亞太創意技術學院,230201,視覺傳達設計系,學士班(日間),4,6,10
,103,私立,技專校院,1189,亞太創意技術學院,230203,數位媒體設計系,學士班(日間),8,4,12
,103,私立,技專校院,1189,亞太創意技術學院,230322,陶瓷創意設計系,學士班(日間),2,1,3
,103,私立,技專校院,1189,亞太創意技術學院,340324,創新與創業管理系,學士班(日間),0,1,1
,103,私立,技專校院,1189,亞太創意技術學院,480301,多媒體與遊戲發展科學系,學士班(日間),5,2,7
,103,私立,技專校院,1189,亞太創意技術學院,480302,多媒體與電腦娛樂科學系,學士班(日間),4,0,4
,103,私立,技專校院,1189,亞太創意技術學院,620616,保健營養生技系,學士班(日間),2,1,3
,103,私立,技專校院,1189,亞太創意技術學院,760403,兒童與家庭服務系,學士班(進修),0,1,1
,103,私立,技專校院,1189,亞太創意技術學院,810102,餐旅行銷管理系,學士班(日間),8,1,9
,103,私立,技專校院,1189,亞太創意技術學院,810224,觀光餐旅系,學士班(日間),22,10,32
,103,私立,技專校院,1189,亞太創意技術學院,810503,休閒運動保健系,學士班(日間),3,2,5
,103,私立,技專校院,1189,亞太創意技術學院,810605,生活服務產業系,學士班(日間),3,0,3
,103,私立,技專校院,1189,亞太創意技術學院,810817,時尚美容造型設計系,學士班(日間),2,7,9
,103,私立,技專校院,1192,臺灣觀光學院,810102,餐旅管理系,學士班(日間),4,2,6
,103,私立,技專校院,1192,臺灣觀光學院,810103,餐飲管理系,學士班(日間),12,4,16
,103,私立,技專校院,1192,臺灣觀光學院,810118,廚藝管理科,二專(日間),1,1,2
,103,私立,技專校院,1192,臺灣觀光學院,810118,廚藝管理系,學士班(日間),5,0,5
,103,私立,技專校院,1192,臺灣觀光學院,810214,旅遊管理系,學士班(日間),3,1,4
,103,私立,技專校院,1192,臺灣觀光學院,810224,觀光餐旅科,二專(進修),3,1,4
,103,私立,技專校院,1192,臺灣觀光學院,810224,觀光餐旅科,五專,0,2,2
,103,私立,技專校院,1192,臺灣觀光學院,810224,觀光餐旅系,學士班(進修),4,2,6
,103,私立,技專校院,1192,臺灣觀光學院,810234,渡假休閒管理系,學士班(日間),6,3,9
,103,私立,技專校院,1192,臺灣觀光學院,810508,休閒管理系,學士班(日間),7,2,9
,103,私立,技專校院,1197,台北海洋技術學院,230142,數位遊戲與動畫設計科,二專(日間),3,1,4
,103,私立,技專校院,1197,台北海洋技術學院,230142,數位遊戲與動畫設計科,二專(進修),3,0,3
,103,私立,技專校院,1197,台北海洋技術學院,230142,數位遊戲與動畫設計科,五專,2,2,4
,103,私立,技專校院,1197,台北海洋技術學院,230142,數位遊戲與動畫設計系,學士班(日間),10,5,15
,103,私立,技專校院,1197,台北海洋技術學院,230142,數位遊戲與動畫設計系,學士班(進修),3,1,4
,103,私立,技專校院,1197,台北海洋技術學院,340303,經營管理科,五專,2,1,3
,103,私立,技專校院,1197,台北海洋技術學院,340303,經營管理系,學士班(日間),6,4,10
,103,私立,技專校院,1197,台北海洋技術學院,520128,資訊科技與行動通訊系,學士班(日間),7,0,7
,103,私立,技專校院,1197,台北海洋技術學院,520128,資訊科技與行動通訊系,學士班(進修),1,0,1
,103,私立,技專校院,1197,台北海洋技術學院,520214,輪機工程科,二專(日間),5,0,5
,103,私立,技專校院,1197,台北海洋技術學院,520214,輪機工程科,二專(進修),1,0,1
,103,私立,技專校院,1197,台北海洋技術學院,520214,輪機工程系,學士班(日間),3,0,3
,103,私立,技專校院,1197,台北海洋技術學院,620619,食品科技與行銷系,學士班(日間),5,2,7
,103,私立,技專校院,1197,台北海洋技術學院,620619,食品科技與行銷系,學士班(進修),1,0,1
,103,私立,技專校院,1197,台北海洋技術學院,810103,餐飲管理科,二專(進修),1,0,1
,103,私立,技專校院,1197,台北海洋技術學院,810103,餐飲管理系,學士班(日間),4,2,6
,103,私立,技專校院,1197,台北海洋技術學院,810103,餐飲管理系,學士班(進修),5,1,6
,103,私立,技專校院,1197,台北海洋技術學院,810214,旅遊管理系,學士班(日間),5,3,8
,103,私立,技專校院,1197,台北海洋技術學院,810220,海洋休閒觀光科,二專(日間),2,5,7
,103,私立,技專校院,1197,台北海洋技術學院,810220,海洋休閒觀光科,五專,4,0,4
,103,私立,技專校院,1197,台北海洋技術學院,810220,海洋休閒觀光系,學士班(日間),8,4,12
,103,私立,技專校院,1197,台北海洋技術學院,810220,海洋休閒觀光系,學士班(進修),2,1,3
,103,私立,技專校院,1197,台北海洋技術學院,810505,海洋運動休閒科,五專,1,0,1
,103,私立,技專校院,1197,台北海洋技術學院,810505,海洋運動休閒系,學士班(日間),2,2,4
,103,私立,技專校院,1197,台北海洋技術學院,840121,海空物流與行銷系,學士班(日間),3,3,6
,103,私立,技專校院,1197,台北海洋技術學院,840121,海空物流與行銷系,學士班(進修),2,0,2
,103,私立,技專校院,1197,台北海洋技術學院,840304,航海科,二專(日間),1,0,1
,103,私立,技專校院,1197,台北海洋技術學院,840304,航海科,二專(進修),1,0,1
,103,私立,技專校院,1197,台北海洋技術學院,840304,航海系,學士班(日間),1,0,1
,103,私立,技專校院,1281,康寧醫護暨管理專科學校,210610,數位影視動畫科,二專(進修),2,0,2
,103,私立,技專校院,1281,康寧醫護暨管理專科學校,210610,數位影視動畫科,五專,2,3,5
,103,私立,技專校院,1281,康寧醫護暨管理專科學校,220303,應用外語科,五專,0,4,4
,103,私立,技專校院,1281,康寧醫護暨管理專科學校,340301,企業管理科,五專,3,2,5
,103,私立,技專校院,1281,康寧醫護暨管理專科學校,480109,資訊管理科,二專(進修),1,0,1
