學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,畢業生數小計,畢業生數男,畢業生數女,畢業生取得輔系資格人數小計,畢業生取得輔系資格人數男,畢業生取得輔系資格人數女,畢業生取得雙主修資格人數小計,畢業生取得雙主修資格人數男,畢業生取得雙主修資格人數女
107,公立,一般大學,0009,國立中山大學,碩士班(日間),986,622,364,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,碩士在職專班,306,161,145,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,博士班,89,64,25,0,0,0,0,0,0
107,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),1301,895,406,8,7,1,11,8,3
107,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),161,107,54,0,0,0,0,0,0
107,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),525,332,193,0,0,0,0,0,0
107,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,159,88,71,0,0,0,0,0,0
107,公立,一般大學,0012,國立臺灣海洋大學,博士班,26,17,9,0,0,0,0,0,0
107,公立,一般大學,0013,國立中正大學,學士班(日間),1586,844,742,52,14,38,52,16,36
107,公立,一般大學,0013,國立中正大學,碩士班(日間),955,601,354,0,0,0,0,0,0
107,公立,一般大學,0013,國立中正大學,碩士在職專班,370,168,202,0,0,0,0,0,0
107,公立,一般大學,0013,國立中正大學,博士班,64,50,14,0,0,0,0,0,0
107,公立,一般大學,0014,國立高雄師範大學,學士班(日間),821,384,437,20,5,15,9,2,7
107,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),317,121,196,0,0,0,0,0,0
107,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,331,129,202,0,0,0,0,0,0
107,公立,一般大學,0014,國立高雄師範大學,博士班,50,24,26,0,0,0,0,0,0
107,公立,一般大學,0015,國立彰化師範大學,學士班(日間),1117,579,538,17,4,13,7,2,5
107,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),414,203,211,0,0,0,0,0,0
107,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,356,170,186,0,0,0,0,0,0
107,公立,一般大學,0015,國立彰化師範大學,博士班,58,39,19,0,0,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,學士班(日間),489,262,227,3,3,0,3,3,0
107,公立,一般大學,0016,國立陽明大學,碩士班(日間),447,168,279,0,0,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,碩士在職專班,40,10,30,0,0,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,博士班,119,64,55,0,0,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,學士班(日間),1360,618,742,48,16,32,83,30,53
107,公立,一般大學,0017,國立臺北大學,學士班(進修),467,166,301,2,1,1,1,1,0
107,公立,一般大學,0017,國立臺北大學,碩士班(日間),412,178,234,0,0,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,碩士在職專班,143,68,75,0,0,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,博士班,21,11,10,0,0,0,0,0,0
107,公立,一般大學,0018,國立嘉義大學,學士班(日間),1819,924,895,23,4,19,3,0,3
107,公立,一般大學,0018,國立嘉義大學,學士班(進修),451,260,191,0,0,0,0,0,0
107,公立,一般大學,0018,國立嘉義大學,碩士班(日間),385,177,208,0,0,0,0,0,0
107,公立,一般大學,0018,國立嘉義大學,碩士在職專班,247,110,137,0,0,0,0,0,0
107,公立,一般大學,0018,國立嘉義大學,博士班,21,9,12,0,0,0,0,0,0
107,公立,一般大學,0019,國立高雄大學,學士班(日間),983,551,432,2,1,1,0,0,0
107,公立,一般大學,0019,國立高雄大學,學士班(進修),57,31,26,0,0,0,0,0,0
107,公立,一般大學,0019,國立高雄大學,碩士班(日間),191,112,79,0,0,0,0,0,0
107,公立,一般大學,0019,國立高雄大學,碩士在職專班,111,74,37,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,學士班(日間),1652,765,887,89,32,57,56,18,38
107,公立,一般大學,0020,國立東華大學,碩士班(日間),407,220,187,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,碩士在職專班,92,43,49,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,博士班,34,22,12,0,0,0,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,學士班(日間),1076,506,570,16,2,14,21,3,18
107,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),223,133,90,0,0,0,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,109,49,60,0,0,0,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,博士班,30,15,15,0,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),1353,888,465,116,56,60,88,41,47
107,公立,技專校院,0022,國立臺灣科技大學,學士班(進修),3,0,3,0,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),1389,963,426,0,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,268,181,87,0,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,博士班,133,107,26,0,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,學士班(日間),1620,932,688,11,3,8,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),731,465,266,0,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,229,133,96,0,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,博士班,45,33,12,0,0,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,學士班(日間),1833,897,936,0,0,0,2,0,2
107,公立,技專校院,0024,國立屏東科技大學,學士班(進修),320,144,176,0,0,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),390,229,161,0,0,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,162,112,50,0,0,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,博士班,26,16,10,0,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,學士班(日間),1387,979,408,1,0,1,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,學士班(進修),379,319,60,0,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),1189,906,283,0,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,474,318,156,0,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,博士班,67,53,14,0,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,附設進院,4,4,0,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),352,105,247,9,3,6,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),200,66,134,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,50,14,36,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,博士班,8,1,7,0,0,0,0,0,0
107,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),544,149,395,8,2,6,7,3,4
107,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),490,134,356,3,1,2,2,1,1
107,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),176,68,108,0,0,0,0,0,0
107,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,86,25,61,0,0,0,0,0,0
107,公立,一般大學,0029,國立臺灣藝術大學,博士班,20,12,8,0,0,0,0,0,0
107,公立,一般大學,0030,國立臺東大學,學士班(日間),781,383,398,7,2,5,2,2,0
107,公立,一般大學,0030,國立臺東大學,學士班(進修),27,10,17,0,0,0,0,0,0
107,公立,一般大學,0030,國立臺東大學,碩士班(日間),68,27,41,0,0,0,0,0,0
107,公立,一般大學,0030,國立臺東大學,碩士在職專班,163,50,113,0,0,0,0,0,0
107,公立,一般大學,0030,國立臺東大學,博士班,2,1,1,0,0,0,0,0,0
107,公立,一般大學,0031,國立宜蘭大學,學士班(日間),1041,661,380,17,7,10,5,1,4
107,公立,一般大學,0031,國立宜蘭大學,學士班(進修),68,40,28,0,0,0,0,0,0
107,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),162,117,45,0,0,0,0,0,0
107,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,69,52,17,0,0,0,0,0,0
107,公立,一般大學,0031,國立宜蘭大學,博士班,3,3,0,0,0,0,0,0,0
107,公立,一般大學,0032,國立聯合大學,學士班(日間),1348,907,441,4,2,2,1,1,0
107,公立,一般大學,0032,國立聯合大學,學士班(進修),247,138,109,0,0,0,0,0,0
107,公立,一般大學,0032,國立聯合大學,碩士班(日間),148,103,45,0,0,0,0,0,0
107,公立,一般大學,0032,國立聯合大學,碩士在職專班,2,0,2,0,0,0,0,0,0
107,公立,一般大學,0032,國立聯合大學,博士班,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),1678,1244,434,0,0,0,0,0,0
107,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),302,216,86,0,0,0,0,0,0
107,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),363,274,89,0,0,0,0,0,0
107,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,62,41,21,0,0,0,0,0,0
107,公立,技專校院,0033,國立虎尾科技大學,博士班,5,2,3,0,0,0,0,0,0
107,公立,技專校院,0033,國立虎尾科技大學,附設進院,79,54,25,0,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),146,45,101,0,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),91,36,55,0,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,4,2,2,0,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,博士班,4,4,0,0,0,0,0,0,0
107,公立,一般大學,0036,國立臺南大學,學士班(日間),937,434,503,6,1,5,5,1,4
107,公立,一般大學,0036,國立臺南大學,學士班(進修),12,5,7,0,0,0,0,0,0
107,公立,一般大學,0036,國立臺南大學,碩士班(日間),231,123,108,0,0,0,0,0,0
107,公立,一般大學,0036,國立臺南大學,碩士在職專班,176,123,53,0,0,0,0,0,0
107,公立,一般大學,0036,國立臺南大學,博士班,22,11,11,0,0,0,0,0,0
107,公立,一般大學,0037,國立臺北教育大學,學士班(日間),770,268,502,24,3,21,5,1,4
107,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),281,88,193,0,0,0,0,0,0
107,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,279,58,221,0,0,0,0,0,0
107,公立,一般大學,0037,國立臺北教育大學,博士班,15,6,9,0,0,0,0,0,0
107,公立,一般大學,0039,國立臺中教育大學,學士班(日間),784,261,523,7,1,6,5,2,3
107,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),208,72,136,0,0,0,0,0,0
107,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,177,31,146,0,0,0,0,0,0
107,公立,一般大學,0039,國立臺中教育大學,博士班,11,6,5,0,0,0,0,0,0
107,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),556,322,234,0,0,0,0,0,0
107,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),53,19,34,0,0,0,0,0,0
107,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),36,17,19,0,0,0,0,0,0
107,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,24,11,13,0,0,0,0,0,0
107,公立,技專校院,0043,國立勤益科技大學,學士班(日間),1581,1030,551,0,0,0,2,0,2
107,公立,技專校院,0043,國立勤益科技大學,學士班(進修),711,569,142,0,0,0,0,0,0
107,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),231,171,60,0,0,0,0,0,0
107,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,86,68,18,0,0,0,0,0,0
107,公立,技專校院,0043,國立勤益科技大學,博士班,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0043,國立勤益科技大學,附設進專,115,78,37,0,0,0,0,0,0
107,公立,技專校院,0043,國立勤益科技大學,附設進院,142,108,34,0,0,0,0,0,0
107,公立,一般大學,0044,國立體育大學,學士班(日間),328,219,109,0,0,0,0,0,0
107,公立,一般大學,0044,國立體育大學,學士班(進修),25,19,6,0,0,0,0,0,0
107,公立,一般大學,0044,國立體育大學,碩士班(日間),95,46,49,0,0,0,0,0,0
107,公立,一般大學,0044,國立體育大學,碩士在職專班,63,28,35,0,0,0,0,0,0
107,公立,一般大學,0044,國立體育大學,博士班,16,8,8,0,0,0,0,0,0
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),1057,173,884,2,1,1,0,0,0
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),213,2,211,1,0,1,0,0,0
107,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),140,28,112,0,0,0,0,0,0
107,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,53,10,43,0,0,0,0,0,0
107,公立,技專校院,0046,國立臺北護理健康大學,博士班,8,0,8,0,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),7,4,3,0,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,五專,40,14,26,0,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),838,217,621,3,1,2,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),398,105,293,1,1,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),43,10,33,0,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,19,12,7,0,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,博士班,2,1,1,0,0,0,0,0,0
107,公立,一般大學,0048,國立金門大學,學士班(日間),729,362,367,1,1,0,2,1,1
107,公立,一般大學,0048,國立金門大學,學士班(進修),146,77,69,0,0,0,1,1,0
107,公立,一般大學,0048,國立金門大學,碩士班(日間),59,43,16,0,0,0,0,0,0
107,公立,一般大學,0048,國立金門大學,碩士在職專班,22,13,9,0,0,0,0,0,0
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),518,308,210,0,0,0,0,0,0
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),64,46,18,0,0,0,0,0,0
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),57,22,35,0,0,0,0,0,0
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,18,7,11,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,二專(進修),9,0,9,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,五專,655,109,546,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,學士班(日間),1984,470,1514,25,6,19,1,0,1
107,公立,技專校院,0050,國立臺中科技大學,學士班(進修),618,202,416,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),125,55,70,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,92,40,52,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,附設進專,405,135,270,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,附設進院,513,149,364,0,0,0,0,0,0
107,公立,技專校院,0051,國立臺北商業大學,二專(進修),1,1,0,0,0,0,0,0,0
107,公立,技專校院,0051,國立臺北商業大學,五專,324,79,245,0,0,0,0,0,0
107,公立,技專校院,0051,國立臺北商業大學,學士班(日間),899,211,688,5,0,5,4,3,1
107,公立,技專校院,0051,國立臺北商業大學,學士班(進修),472,146,326,0,0,0,0,0,0
107,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),70,23,47,0,0,0,0,0,0
107,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,15,8,7,0,0,0,0,0,0
107,公立,技專校院,0051,國立臺北商業大學,附設進專,428,133,295,0,0,0,0,0,0
107,公立,一般大學,0052,國立屏東大學,學士班(日間),1576,576,1000,45,11,34,1,1,0
107,公立,一般大學,0052,國立屏東大學,學士班(進修),92,44,48,0,0,0,0,0,0
107,公立,一般大學,0052,國立屏東大學,碩士班(日間),238,89,149,0,0,0,0,0,0
107,公立,一般大學,0052,國立屏東大學,碩士在職專班,110,23,87,0,0,0,0,0,0
107,公立,一般大學,0052,國立屏東大學,博士班,4,2,2,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,五專,89,70,19,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,學士班(日間),4209,2451,1758,27,4,23,2,0,2
107,公立,技專校院,0053,國立高雄科技大學,學士班(進修),749,467,282,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),945,625,320,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,643,397,246,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,博士班,82,60,22,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,附設進院,308,186,122,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),114,40,74,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),19,10,9,0,0,0,0,0,0
107,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),45,0,45,0,0,0,0,0,0
107,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),27,2,25,0,0,0,0,0,0
107,公立,技專校院,0221,國立臺南護理專科學校,五專,329,22,307,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,二專(日間),211,169,42,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,二專(進修),24,12,12,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,五專,78,30,48,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,學士班(日間),3145,1381,1764,49,11,38,70,17,53
107,私立,一般大學,1001,東海大學,學士班(進修),112,67,45,0,0,0,3,2,1
107,私立,一般大學,1001,東海大學,碩士班(日間),363,191,172,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,碩士在職專班,178,88,90,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,博士班,16,9,7,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,學士班(日間),4199,1678,2521,330,68,262,84,22,62
107,私立,一般大學,1002,輔仁大學,學士班(進修),941,288,653,14,4,10,3,1,2
107,私立,一般大學,1002,輔仁大學,碩士班(日間),611,229,382,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,碩士在職專班,438,195,243,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,博士班,43,26,17,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,學士班(日間),2798,1039,1759,117,27,90,131,34,97
107,私立,一般大學,1003,東吳大學,學士班(進修),201,56,145,1,0,1,0,0,0
107,私立,一般大學,1003,東吳大學,碩士班(日間),325,148,177,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,碩士在職專班,232,91,141,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,博士班,9,2,7,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,學士班(日間),2942,1578,1364,73,26,47,26,6,20
107,私立,一般大學,1004,中原大學,碩士班(日間),622,406,216,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,碩士在職專班,243,147,96,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,博士班,44,34,10,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),4642,2226,2416,146,30,116,55,10,45
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),398,201,197,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),637,365,272,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,345,169,176,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,46,26,20,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,學士班(日間),4484,1950,2534,67,15,52,51,13,38
107,私立,一般大學,1006,中國文化大學,學士班(進修),440,156,284,1,0,1,0,0,0
107,私立,一般大學,1006,中國文化大學,碩士班(日間),299,127,172,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,碩士在職專班,127,43,84,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,博士班,52,30,22,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,學士班(日間),3926,2421,1505,35,15,20,9,4,5
107,私立,一般大學,1007,逢甲大學,學士班(進修),193,88,105,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,碩士班(日間),655,432,223,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,碩士在職專班,366,195,171,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,博士班,60,42,18,0,0,0,0,0,0
107,私立,一般大學,1008,靜宜大學,學士班(日間),2518,889,1629,82,23,59,89,32,57
107,私立,一般大學,1008,靜宜大學,碩士班(日間),184,58,126,0,0,0,0,0,0
107,私立,一般大學,1008,靜宜大學,碩士在職專班,69,33,36,0,0,0,0,0,0
107,私立,一般大學,1008,靜宜大學,博士班,4,2,2,0,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,學士班(日間),1289,681,608,6,0,6,50,27,23
107,私立,一般大學,1009,長庚大學,碩士班(日間),412,216,196,0,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,碩士在職專班,65,28,37,0,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,博士班,61,40,21,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,學士班(日間),1656,942,714,7,1,6,1,1,0
107,私立,一般大學,1010,元智大學,碩士班(日間),338,211,127,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,碩士在職專班,167,95,72,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,博士班,31,22,9,0,0,0,0,0,0
107,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),1390,798,592,12,3,9,2,0,2
107,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),227,149,78,0,0,0,0,0,0
107,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),295,133,162,0,0,0,0,0,0
107,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,121,57,64,0,0,0,0,0,0
107,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,18,15,3,0,0,0,0,0,0
107,私立,一般大學,1012,大葉大學,學士班(日間),2157,1077,1080,14,3,11,5,1,4
107,私立,一般大學,1012,大葉大學,學士班(進修),275,149,126,0,0,0,0,0,0
107,私立,一般大學,1012,大葉大學,碩士班(日間),297,153,144,0,0,0,0,0,0
107,私立,一般大學,1012,大葉大學,碩士在職專班,249,100,149,0,0,0,0,0,0
107,私立,一般大學,1012,大葉大學,博士班,12,10,2,0,0,0,0,0,0
107,私立,一般大學,1013,華梵大學,學士班(日間),445,227,218,6,1,5,2,2,0
107,私立,一般大學,1013,華梵大學,碩士班(日間),50,24,26,0,0,0,0,0,0
107,私立,一般大學,1013,華梵大學,碩士在職專班,85,20,65,0,0,0,0,0,0
107,私立,一般大學,1013,華梵大學,博士班,4,2,2,0,0,0,0,0,0
107,私立,一般大學,1014,義守大學,學士班(日間),2901,1386,1515,21,4,17,1,0,1
107,私立,一般大學,1014,義守大學,學士班(進修),396,212,184,0,0,0,0,0,0
107,私立,一般大學,1014,義守大學,碩士班(日間),160,107,53,0,0,0,0,0,0
107,私立,一般大學,1014,義守大學,碩士在職專班,228,161,67,0,0,0,0,0,0
107,私立,一般大學,1014,義守大學,博士班,14,11,3,0,0,0,0,0,0
107,私立,一般大學,1015,世新大學,學士班(日間),2324,784,1540,128,21,107,21,2,19
107,私立,一般大學,1015,世新大學,學士班(進修),70,25,45,0,0,0,0,0,0
107,私立,一般大學,1015,世新大學,碩士班(日間),210,87,123,0,0,0,0,0,0
107,私立,一般大學,1015,世新大學,碩士在職專班,172,96,76,0,0,0,0,0,0
107,私立,一般大學,1015,世新大學,博士班,13,7,6,0,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,學士班(日間),3928,1464,2464,77,16,61,18,4,14
107,私立,一般大學,1016,銘傳大學,碩士班(日間),267,116,151,0,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,碩士在職專班,263,112,151,0,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,博士班,5,2,3,0,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,學士班(日間),2634,879,1755,17,3,14,4,1,3
107,私立,一般大學,1017,實踐大學,學士班(進修),502,132,370,1,0,1,0,0,0
107,私立,一般大學,1017,實踐大學,碩士班(日間),77,32,45,0,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,碩士在職專班,45,22,23,0,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,博士班,2,0,2,0,0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,學士班(日間),2680,1064,1616,13,4,9,4,0,4
107,私立,技專校院,1018,朝陽科技大學,學士班(進修),605,295,310,1,0,1,0,0,0
107,私立,技專校院,1018,朝陽科技大學,碩士班(日間),201,98,103,0,0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,碩士在職專班,126,66,60,0,0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,博士班,14,10,4,0,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,學士班(日間),1341,617,724,8,1,7,15,3,12
107,私立,一般大學,1019,高雄醫學大學,學士班(進修),14,0,14,0,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,碩士班(日間),246,100,146,0,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,碩士在職專班,78,28,50,0,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,博士班,44,25,19,0,0,0,0,0,0
107,私立,一般大學,1020,南華大學,學士班(日間),971,428,543,0,0,0,0,0,0
107,私立,一般大學,1020,南華大學,學士班(進修),63,37,26,0,0,0,0,0,0
107,私立,一般大學,1020,南華大學,碩士班(日間),224,85,139,0,0,0,0,0,0
107,私立,一般大學,1020,南華大學,碩士在職專班,126,52,74,0,0,0,0,0,0
107,私立,一般大學,1020,南華大學,博士班,7,6,1,0,0,0,0,0,0
107,私立,一般大學,1021,真理大學,學士班(日間),1502,685,817,9,1,8,0,0,0
107,私立,一般大學,1021,真理大學,學士班(進修),64,31,33,0,0,0,0,0,0
107,私立,一般大學,1021,真理大學,碩士班(日間),46,25,21,0,0,0,0,0,0
107,私立,一般大學,1021,真理大學,碩士在職專班,3,2,1,0,0,0,0,0,0
107,私立,一般大學,1022,大同大學,學士班(日間),855,530,325,0,0,0,0,0,0
107,私立,一般大學,1022,大同大學,碩士班(日間),153,101,52,0,0,0,0,0,0
107,私立,一般大學,1022,大同大學,碩士在職專班,59,45,14,0,0,0,0,0,0
107,私立,一般大學,1022,大同大學,博士班,18,12,6,0,0,0,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),2991,1582,1409,22,7,15,3,2,1
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),869,456,413,0,0,0,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),258,152,106,0,0,0,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,128,55,73,0,0,0,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,8,8,0,0,0,0,0,0,0
107,私立,技專校院,1024,崑山科技大學,學士班(日間),1750,1011,739,3,1,2,2,2,0
107,私立,技專校院,1024,崑山科技大學,學士班(進修),794,526,268,0,0,0,0,0,0
107,私立,技專校院,1024,崑山科技大學,碩士班(日間),173,117,56,0,0,0,0,0,0
107,私立,技專校院,1024,崑山科技大學,碩士在職專班,73,51,22,0,0,0,0,0,0
