id,學年度,學期,學院,單位,學制班別,班次,學籍分組,年級,正式學籍之在學學生總人數男,正式學籍之在學學生總人數女,延修生人數男,延修生人數女,轉學生男,轉學生女,補充說明
urn:ncyu.edu.tw:student:number:01506,110,2,農學院,園藝學系,碩士班,,,1,6,5,,,0,0,
urn:ncyu.edu.tw:student:number:01507,110,2,農學院,園藝學系,碩士班,,,2,2,2,,,0,0,
urn:ncyu.edu.tw:student:number:01508,110,2,農學院,園藝學系,碩士班,,,3,2,2,2,2,0,0,
urn:ncyu.edu.tw:student:number:01509,110,2,農學院,園藝學系,碩士班,,,4,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01510,110,2,農學院,園藝學系,學士班,,,1,16,30,,,0,0,
urn:ncyu.edu.tw:student:number:01511,110,2,農學院,園藝學系,學士班,,,2,24,18,,,0,0,
urn:ncyu.edu.tw:student:number:01512,110,2,農學院,園藝學系,學士班,,,3,18,21,,,0,0,
urn:ncyu.edu.tw:student:number:01513,110,2,農學院,園藝學系,學士班,,,4,23,16,,,0,0,
urn:ncyu.edu.tw:student:number:01514,110,2,農學院,園藝學系,學士班,,,5,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01515,110,2,農學院,園藝學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01516,110,2,農學院,農場管理進修學士學位學程,進修學士班,,,1,54,24,,,0,0,
urn:ncyu.edu.tw:student:number:01517,110,2,農學院,農場管理進修學士學位學程,進修學士班,,,2,50,25,,,0,0,
urn:ncyu.edu.tw:student:number:01518,110,2,農學院,農場管理進修學士學位學程,進修學士班,,,3,45,32,,,0,0,
urn:ncyu.edu.tw:student:number:01519,110,2,農學院,農場管理進修學士學位學程,進修學士班,,,4,56,18,,,0,0,
urn:ncyu.edu.tw:student:number:01520,110,2,農學院,農場管理進修學士學位學程,進修學士班,,,5,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:01521,110,2,農學院,農業科學博士學位學程,博士班,,,1,6,3,,,0,0,
urn:ncyu.edu.tw:student:number:01522,110,2,農學院,農業科學博士學位學程,博士班,,,2,6,2,,,0,0,
urn:ncyu.edu.tw:student:number:01523,110,2,農學院,農業科學博士學位學程,博士班,,,3,5,4,,,0,0,
urn:ncyu.edu.tw:student:number:01524,110,2,農學院,農業科學博士學位學程,博士班,,,4,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01525,110,2,農學院,農業科學博士學位學程,博士班,,,5,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:01526,110,2,農學院,農業科學博士學位學程,博士班,,,6,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01527,110,2,農學院,農業科學博士學位學程,博士班,,,7,7,2,7,2,0,0,
urn:ncyu.edu.tw:student:number:01528,110,2,農學院,農學院農業科技全英碩士學位學程,碩士班,,,2,0,1,,,0,0,
urn:ncyu.edu.tw:student:number:01529,110,2,農學院,農學院農學碩士在職專班,碩士在職專班,,,1,14,8,,,0,0,
urn:ncyu.edu.tw:student:number:01530,110,2,農學院,農學院農學碩士在職專班,碩士在職專班,,,2,14,7,,,0,0,
urn:ncyu.edu.tw:student:number:01531,110,2,農學院,農學院農學碩士在職專班,碩士在職專班,,,3,9,6,,,0,0,
urn:ncyu.edu.tw:student:number:01532,110,2,農學院,農學院農學碩士在職專班,碩士在職專班,,,4,2,2,,,0,0,
urn:ncyu.edu.tw:student:number:01533,110,2,農學院,農藝學系,碩士在職專班,,,3,5,2,5,2,0,0,
urn:ncyu.edu.tw:student:number:01534,110,2,農學院,農藝學系,碩士在職專班,,,4,5,4,5,4,0,0,
urn:ncyu.edu.tw:student:number:01535,110,2,農學院,農藝學系,碩士班,,,1,8,3,,,0,0,
urn:ncyu.edu.tw:student:number:01536,110,2,農學院,農藝學系,碩士班,,,2,5,6,,,0,0,
urn:ncyu.edu.tw:student:number:01537,110,2,農學院,農藝學系,碩士班,,,3,4,3,4,3,0,0,
urn:ncyu.edu.tw:student:number:01538,110,2,農學院,農藝學系,碩士班,,,4,3,1,3,1,0,0,
urn:ncyu.edu.tw:student:number:01539,110,2,農學院,農藝學系,學士班,,,1,22,27,,,0,0,
urn:ncyu.edu.tw:student:number:01540,110,2,農學院,農藝學系,學士班,,,2,29,11,,,0,0,
urn:ncyu.edu.tw:student:number:01541,110,2,農學院,農藝學系,學士班,,,3,25,20,,,0,0,
urn:ncyu.edu.tw:student:number:01542,110,2,農學院,農藝學系,學士班,,,4,20,18,,,0,0,
urn:ncyu.edu.tw:student:number:01543,110,2,農學院,農藝學系,學士班,,,5,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01544,110,2,農學院,農藝學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01545,110,2,管理學院,生物事業管理學系,進修學士班,,,1,7,6,,,0,0,
urn:ncyu.edu.tw:student:number:01546,110,2,管理學院,生物事業管理學系,進修學士班,,,2,7,11,,,0,0,
urn:ncyu.edu.tw:student:number:01547,110,2,管理學院,生物事業管理學系,進修學士班,,,3,13,8,,,0,0,
urn:ncyu.edu.tw:student:number:01548,110,2,管理學院,生物事業管理學系,進修學士班,,,4,7,7,,,0,0,
urn:ncyu.edu.tw:student:number:01549,110,2,管理學院,生物事業管理學系,進修學士班,,,5,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01550,110,2,管理學院,生物事業管理學系,進修學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:01551,110,2,管理學院,生物事業管理學系,碩士班,,,1,3,3,,,0,0,
urn:ncyu.edu.tw:student:number:01552,110,2,管理學院,生物事業管理學系,碩士班,,,2,1,3,,,0,0,
urn:ncyu.edu.tw:student:number:01553,110,2,管理學院,生物事業管理學系,碩士班,,,3,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01554,110,2,管理學院,生物事業管理學系,學士班,,,1,24,28,,,0,0,
urn:ncyu.edu.tw:student:number:01555,110,2,管理學院,生物事業管理學系,學士班,,,2,23,24,,,0,0,
urn:ncyu.edu.tw:student:number:01556,110,2,管理學院,生物事業管理學系,學士班,,,3,20,25,,,0,0,
urn:ncyu.edu.tw:student:number:01557,110,2,管理學院,生物事業管理學系,學士班,,,4,19,25,,,0,0,
urn:ncyu.edu.tw:student:number:01558,110,2,管理學院,企業管理學系,博士班,,,1,5,1,,,0,0,
urn:ncyu.edu.tw:student:number:01559,110,2,管理學院,企業管理學系,博士班,,,2,4,2,,,0,0,
urn:ncyu.edu.tw:student:number:01560,110,2,管理學院,企業管理學系,博士班,,,3,4,1,,,0,0,
urn:ncyu.edu.tw:student:number:01561,110,2,管理學院,企業管理學系,博士班,,,4,4,1,4,1,0,0,
urn:ncyu.edu.tw:student:number:01562,110,2,管理學院,企業管理學系,博士班,,,5,2,3,2,3,0,0,
urn:ncyu.edu.tw:student:number:01563,110,2,管理學院,企業管理學系,博士班,,,6,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01564,110,2,管理學院,企業管理學系,博士班,,,7,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01565,110,2,管理學院,企業管理學系,進修學士班,,,1,21,25,,,0,0,
urn:ncyu.edu.tw:student:number:01566,110,2,管理學院,企業管理學系,進修學士班,,,2,14,22,,,0,0,
urn:ncyu.edu.tw:student:number:01567,110,2,管理學院,企業管理學系,進修學士班,,,3,15,21,,,0,0,
urn:ncyu.edu.tw:student:number:01568,110,2,管理學院,企業管理學系,進修學士班,,,4,16,21,,,0,0,
urn:ncyu.edu.tw:student:number:01569,110,2,管理學院,企業管理學系,進修學士班,,,5,3,3,3,3,0,0,
urn:ncyu.edu.tw:student:number:01570,110,2,管理學院,企業管理學系,進修學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01571,110,2,管理學院,企業管理學系,碩士班,,,1,9,12,,,0,0,
urn:ncyu.edu.tw:student:number:01572,110,2,管理學院,企業管理學系,碩士班,,,2,6,15,,,0,0,
urn:ncyu.edu.tw:student:number:01573,110,2,管理學院,企業管理學系,碩士班,,,3,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01574,110,2,管理學院,企業管理學系,碩士班,,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01575,110,2,管理學院,企業管理學系,學士班,,,1,25,28,,,0,0,
urn:ncyu.edu.tw:student:number:01576,110,2,管理學院,企業管理學系,學士班,,,2,28,25,,,0,0,
urn:ncyu.edu.tw:student:number:01577,110,2,管理學院,企業管理學系,學士班,,,3,15,34,,,0,0,
urn:ncyu.edu.tw:student:number:01578,110,2,管理學院,企業管理學系,學士班,,,4,14,40,,,0,0,
urn:ncyu.edu.tw:student:number:01579,110,2,管理學院,企業管理學系,學士班,,,5,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01580,110,2,管理學院,企業管理學系,學士班,,,6,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01581,110,2,管理學院,行銷與觀光管理學系,博士班,觀光休閒管理博士班,,1,1,2,,,0,0,
urn:ncyu.edu.tw:student:number:01582,110,2,管理學院,行銷與觀光管理學系,博士班,觀光休閒管理博士班,,2,1,2,,,0,0,
urn:ncyu.edu.tw:student:number:01583,110,2,管理學院,行銷與觀光管理學系,博士班,觀光休閒管理博士班,,3,3,1,,,0,0,
urn:ncyu.edu.tw:student:number:01584,110,2,管理學院,行銷與觀光管理學系,博士班,觀光休閒管理博士班,,4,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:01585,110,2,管理學院,行銷與觀光管理學系,博士班,觀光休閒管理博士班,,5,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:01586,110,2,管理學院,行銷與觀光管理學系,博士班,觀光休閒管理博士班,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:01587,110,2,管理學院,行銷與觀光管理學系,博士班,觀光休閒管理博士班,,7,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01588,110,2,管理學院,行銷與觀光管理學系,碩士班,行銷管理碩士班,,1,2,7,,,0,0,
urn:ncyu.edu.tw:student:number:01589,110,2,管理學院,行銷與觀光管理學系,碩士班,行銷管理碩士班,,2,6,7,,,0,0,
urn:ncyu.edu.tw:student:number:01590,110,2,管理學院,行銷與觀光管理學系,碩士班,行銷管理碩士班,,3,0,3,0,3,0,0,
urn:ncyu.edu.tw:student:number:01591,110,2,管理學院,行銷與觀光管理學系,碩士班,觀光休閒管理碩士班,,1,7,8,,,0,0,
urn:ncyu.edu.tw:student:number:01592,110,2,管理學院,行銷與觀光管理學系,碩士班,觀光休閒管理碩士班,,2,6,3,,,0,0,
urn:ncyu.edu.tw:student:number:01593,110,2,管理學院,行銷與觀光管理學系,碩士班,觀光休閒管理碩士班,,3,1,2,1,2,0,0,
urn:ncyu.edu.tw:student:number:01594,110,2,管理學院,行銷與觀光管理學系,碩士班,觀光休閒管理碩士班,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01595,110,2,管理學院,行銷與觀光管理學系,學士班,,,1,14,35,,,0,0,
urn:ncyu.edu.tw:student:number:01596,110,2,管理學院,行銷與觀光管理學系,學士班,,,2,22,24,,,0,0,
urn:ncyu.edu.tw:student:number:01597,110,2,管理學院,行銷與觀光管理學系,學士班,,,3,16,32,,,0,0,
urn:ncyu.edu.tw:student:number:01598,110,2,管理學院,行銷與觀光管理學系,學士班,,,4,16,32,,,0,0,
urn:ncyu.edu.tw:student:number:01599,110,2,管理學院,財務金融學系,進修學士班,,,1,17,30,,,0,0,
urn:ncyu.edu.tw:student:number:01600,110,2,管理學院,財務金融學系,進修學士班,,,2,13,24,,,0,0,
urn:ncyu.edu.tw:student:number:01601,110,2,管理學院,財務金融學系,進修學士班,,,3,16,22,,,0,0,
urn:ncyu.edu.tw:student:number:01602,110,2,管理學院,財務金融學系,進修學士班,,,4,10,26,,,0,0,
urn:ncyu.edu.tw:student:number:01603,110,2,管理學院,財務金融學系,進修學士班,,,5,3,3,3,3,0,0,
urn:ncyu.edu.tw:student:number:01604,110,2,管理學院,財務金融學系,碩士班,,,1,7,8,,,0,0,
urn:ncyu.edu.tw:student:number:01605,110,2,管理學院,財務金融學系,碩士班,,,2,4,6,,,0,0,
urn:ncyu.edu.tw:student:number:01606,110,2,管理學院,財務金融學系,碩士班,,,3,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:01607,110,2,管理學院,財務金融學系,學士班,,,1,32,20,,,0,0,
urn:ncyu.edu.tw:student:number:01608,110,2,管理學院,財務金融學系,學士班,,,2,16,23,,,0,0,
urn:ncyu.edu.tw:student:number:01609,110,2,管理學院,財務金融學系,學士班,,,3,25,19,,,0,0,
urn:ncyu.edu.tw:student:number:01610,110,2,管理學院,財務金融學系,學士班,,,4,20,26,,,0,0,
urn:ncyu.edu.tw:student:number:01611,110,2,管理學院,財務金融學系,學士班,,,5,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01612,110,2,管理學院,資訊管理學系,碩士班,,,1,9,3,,,0,0,
urn:ncyu.edu.tw:student:number:01613,110,2,管理學院,資訊管理學系,碩士班,,,2,5,2,,,0,0,
urn:ncyu.edu.tw:student:number:01614,110,2,管理學院,資訊管理學系,碩士班,,,3,4,0,4,0,0,0,
urn:ncyu.edu.tw:student:number:01615,110,2,管理學院,資訊管理學系,學士班,,,1,31,20,,,0,0,
urn:ncyu.edu.tw:student:number:01616,110,2,管理學院,資訊管理學系,學士班,,,2,30,20,,,0,0,
urn:ncyu.edu.tw:student:number:01617,110,2,管理學院,資訊管理學系,學士班,,,3,25,24,,,0,0,
urn:ncyu.edu.tw:student:number:01618,110,2,管理學院,資訊管理學系,學士班,,,4,28,19,,,0,0,
urn:ncyu.edu.tw:student:number:01619,110,2,管理學院,資訊管理學系,學士班,,,5,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:01620,110,2,管理學院,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班,,,1,2,3,,,0,0,
urn:ncyu.edu.tw:student:number:01621,110,2,管理學院,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班,,,2,1,3,,,0,0,
urn:ncyu.edu.tw:student:number:01622,110,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,1,42,55,,,0,0,
urn:ncyu.edu.tw:student:number:01623,110,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,2,39,44,,,0,0,
urn:ncyu.edu.tw:student:number:01624,110,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,3,6,1,6,1,0,0,
urn:ncyu.edu.tw:student:number:01625,110,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,4,8,3,8,3,0,0,
urn:ncyu.edu.tw:student:number:01626,110,2,管理學院,應用經濟學系,學士班,,,1,19,33,,,0,0,
urn:ncyu.edu.tw:student:number:01627,110,2,管理學院,應用經濟學系,學士班,,,2,22,23,,,0,0,
urn:ncyu.edu.tw:student:number:01628,110,2,管理學院,應用經濟學系,學士班,,,3,20,28,,,0,0,
urn:ncyu.edu.tw:student:number:01629,110,2,管理學院,應用經濟學系,學士班,,,4,29,18,,,0,0,
urn:ncyu.edu.tw:student:number:01630,110,2,管理學院,應用經濟學系,學士班,,,5,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01631,110,2,管理學院,應用經濟學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01632,110,2,獸醫學院,獸醫學系,碩士班,,,1,4,2,,,0,0,
urn:ncyu.edu.tw:student:number:01633,110,2,獸醫學院,獸醫學系,碩士班,,,2,1,1,,,0,0,
urn:ncyu.edu.tw:student:number:01634,110,2,獸醫學院,獸醫學系,碩士班,臨床獸醫學碩士班,,1,3,0,,,0,0,
urn:ncyu.edu.tw:student:number:01635,110,2,獸醫學院,獸醫學系,碩士班,臨床獸醫學碩士班,,2,2,1,,,0,0,
urn:ncyu.edu.tw:student:number:01636,110,2,獸醫學院,獸醫學系,碩士班,臨床獸醫學碩士班,,3,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01637,110,2,獸醫學院,獸醫學系,學士班,,,1,12,23,,,0,0,
urn:ncyu.edu.tw:student:number:01638,110,2,獸醫學院,獸醫學系,學士班,,,2,33,18,,,0,0,
urn:ncyu.edu.tw:student:number:01639,110,2,獸醫學院,獸醫學系,學士班,,,3,25,20,,,0,0,
urn:ncyu.edu.tw:student:number:01640,110,2,獸醫學院,獸醫學系,學士班,,,4,23,24,,,0,0,
urn:ncyu.edu.tw:student:number:01641,110,2,獸醫學院,獸醫學系,學士班,,,5,26,24,,,0,0,
urn:ncyu.edu.tw:student:number:01642,110,2,獸醫學院,獸醫學系,學士班,,,6,2,6,2,6,0,0,
urn:ncyu.edu.tw:student:number:01643,110,2,獸醫學院,獸醫學系,學士班,,,7,0,2,0,2,0,0,
urn:ncyu.edu.tw:student:number:01644,109,1,人文藝術學院,中國文學系,進修學士班,,,1,8,13,0,0,0,0,
urn:ncyu.edu.tw:student:number:01645,109,1,人文藝術學院,中國文學系,進修學士班,,,2,8,14,0,0,0,1,
urn:ncyu.edu.tw:student:number:01646,109,1,人文藝術學院,中國文學系,進修學士班,,,3,7,7,0,0,0,0,
urn:ncyu.edu.tw:student:number:01647,109,1,人文藝術學院,中國文學系,進修學士班,,,4,9,12,0,0,0,0,
urn:ncyu.edu.tw:student:number:01648,109,1,人文藝術學院,中國文學系,進修學士班,,,5,1,2,1,2,0,0,
urn:ncyu.edu.tw:student:number:01649,109,1,人文藝術學院,中國文學系,進修學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01650,109,1,人文藝術學院,中國文學系,碩士在職專班,,,1,1,4,0,0,0,0,
urn:ncyu.edu.tw:student:number:01651,109,1,人文藝術學院,中國文學系,碩士在職專班,,,2,3,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01652,109,1,人文藝術學院,中國文學系,碩士在職專班,,,3,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01653,109,1,人文藝術學院,中國文學系,碩士在職專班,,,4,1,12,1,12,0,0,
urn:ncyu.edu.tw:student:number:01654,109,1,人文藝術學院,中國文學系,碩士班,,,1,5,5,0,0,0,0,
urn:ncyu.edu.tw:student:number:01655,109,1,人文藝術學院,中國文學系,碩士班,,,2,2,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01656,109,1,人文藝術學院,中國文學系,碩士班,,,3,4,2,4,2,0,0,
urn:ncyu.edu.tw:student:number:01657,109,1,人文藝術學院,中國文學系,碩士班,,,4,1,7,1,7,0,0,
urn:ncyu.edu.tw:student:number:01658,109,1,人文藝術學院,中國文學系,學士班,,,1,25,26,0,0,0,0,
urn:ncyu.edu.tw:student:number:01659,109,1,人文藝術學院,中國文學系,學士班,,,2,14,32,0,0,0,2,
urn:ncyu.edu.tw:student:number:01660,109,1,人文藝術學院,中國文學系,學士班,,,3,18,34,0,0,0,1,
urn:ncyu.edu.tw:student:number:01661,109,1,人文藝術學院,中國文學系,學士班,,,4,18,29,0,0,0,0,
urn:ncyu.edu.tw:student:number:01662,109,1,人文藝術學院,中國文學系,學士班,,,5,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01663,109,1,人文藝術學院,中國文學系,學士班,,,6,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01664,109,1,人文藝術學院,外國語言學系,進修學士班,,,4,1,0,0,0,0,0,
urn:ncyu.edu.tw:student:number:01665,109,1,人文藝術學院,外國語言學系,進修學士班,,,6,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01666,109,1,人文藝術學院,外國語言學系,碩士班,,,1,0,8,0,0,0,0,
urn:ncyu.edu.tw:student:number:01667,109,1,人文藝術學院,外國語言學系,碩士班,,,2,1,5,0,0,0,0,
urn:ncyu.edu.tw:student:number:01668,109,1,人文藝術學院,外國語言學系,碩士班,,,3,2,5,2,5,0,0,
urn:ncyu.edu.tw:student:number:01669,109,1,人文藝術學院,外國語言學系,碩士班,,,4,1,4,1,4,0,0,
urn:ncyu.edu.tw:student:number:01670,109,1,人文藝術學院,外國語言學系,學士班,,英語教學組,1,19,28,0,0,0,0,
urn:ncyu.edu.tw:student:number:01671,109,1,人文藝術學院,外國語言學系,學士班,,英語教學組,2,17,30,0,0,0,0,
urn:ncyu.edu.tw:student:number:01672,109,1,人文藝術學院,外國語言學系,學士班,,英語教學組,3,19,31,0,0,0,0,
urn:ncyu.edu.tw:student:number:01673,109,1,人文藝術學院,外國語言學系,學士班,,英語教學組,4,15,33,0,0,0,0,
urn:ncyu.edu.tw:student:number:01674,109,1,人文藝術學院,外國語言學系,學士班,,英語教學組,5,4,3,4,3,0,0,
urn:ncyu.edu.tw:student:number:01675,109,1,人文藝術學院,外國語言學系,學士班,,應用外語組,1,12,35,0,0,0,0,
urn:ncyu.edu.tw:student:number:01676,109,1,人文藝術學院,外國語言學系,學士班,,應用外語組,2,13,28,0,0,1,2,
urn:ncyu.edu.tw:student:number:01677,109,1,人文藝術學院,外國語言學系,學士班,,應用外語組,3,18,30,0,0,2,2,
urn:ncyu.edu.tw:student:number:01678,109,1,人文藝術學院,外國語言學系,學士班,,應用外語組,4,15,37,0,0,0,0,
urn:ncyu.edu.tw:student:number:01679,109,1,人文藝術學院,外國語言學系,學士班,,應用外語組,5,2,6,2,6,0,0,
urn:ncyu.edu.tw:student:number:01680,109,1,人文藝術學院,音樂學系,碩士班,,,1,4,8,0,0,0,0,
urn:ncyu.edu.tw:student:number:01681,109,1,人文藝術學院,音樂學系,碩士班,,,2,3,10,0,0,0,0,
urn:ncyu.edu.tw:student:number:01682,109,1,人文藝術學院,音樂學系,碩士班,,,3,1,6,1,6,0,0,
urn:ncyu.edu.tw:student:number:01683,109,1,人文藝術學院,音樂學系,碩士班,,,4,4,2,4,2,0,0,
urn:ncyu.edu.tw:student:number:01684,109,1,人文藝術學院,音樂學系,學士班,,,1,17,17,0,0,0,0,
urn:ncyu.edu.tw:student:number:01685,109,1,人文藝術學院,音樂學系,學士班,,,2,11,29,0,0,1,2,
urn:ncyu.edu.tw:student:number:01686,109,1,人文藝術學院,音樂學系,學士班,,,3,17,32,0,0,2,3,
urn:ncyu.edu.tw:student:number:01687,109,1,人文藝術學院,音樂學系,學士班,,,4,17,25,0,0,0,0,
urn:ncyu.edu.tw:student:number:01688,109,1,人文藝術學院,音樂學系,學士班,,,5,11,5,11,5,0,0,
urn:ncyu.edu.tw:student:number:01689,109,1,人文藝術學院,音樂學系,學士班,,,6,1,3,1,3,0,0,
urn:ncyu.edu.tw:student:number:01690,109,1,人文藝術學院,視覺藝術學系,碩士班,,,1,8,7,0,0,0,0,
urn:ncyu.edu.tw:student:number:01691,109,1,人文藝術學院,視覺藝術學系,碩士班,,,2,5,12,0,0,0,0,
urn:ncyu.edu.tw:student:number:01692,109,1,人文藝術學院,視覺藝術學系,碩士班,,,3,5,13,5,13,0,0,
urn:ncyu.edu.tw:student:number:01693,109,1,人文藝術學院,視覺藝術學系,碩士班,,,4,6,7,6,7,0,0,
urn:ncyu.edu.tw:student:number:01694,109,1,人文藝術學院,視覺藝術學系,學士班,,,1,8,37,0,0,0,0,
urn:ncyu.edu.tw:student:number:01695,109,1,人文藝術學院,視覺藝術學系,學士班,,,2,7,39,0,0,0,1,
urn:ncyu.edu.tw:student:number:01696,109,1,人文藝術學院,視覺藝術學系,學士班,,,3,4,38,0,0,1,4,
urn:ncyu.edu.tw:student:number:01697,109,1,人文藝術學院,視覺藝術學系,學士班,,,4,6,42,0,0,0,0,
urn:ncyu.edu.tw:student:number:01698,109,1,人文藝術學院,視覺藝術學系,學士班,,,5,1,4,1,4,0,0,
urn:ncyu.edu.tw:student:number:01699,109,1,人文藝術學院,應用歷史學系,碩士在職專班,,,1,2,0,0,0,0,0,
urn:ncyu.edu.tw:student:number:01700,109,1,人文藝術學院,應用歷史學系,碩士在職專班,,,2,2,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01701,109,1,人文藝術學院,應用歷史學系,碩士在職專班,,,3,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01702,109,1,人文藝術學院,應用歷史學系,碩士在職專班,,,4,0,4,0,4,0,0,
urn:ncyu.edu.tw:student:number:01703,109,1,人文藝術學院,應用歷史學系,碩士班,,,1,4,0,0,0,0,0,
urn:ncyu.edu.tw:student:number:01704,109,1,人文藝術學院,應用歷史學系,碩士班,,,2,6,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01705,109,1,人文藝術學院,應用歷史學系,碩士班,,,3,3,3,3,3,0,0,
urn:ncyu.edu.tw:student:number:01706,109,1,人文藝術學院,應用歷史學系,碩士班,,,4,3,3,3,3,0,0,
urn:ncyu.edu.tw:student:number:01707,109,1,人文藝術學院,應用歷史學系,學士班,,,1,35,13,0,0,0,0,
urn:ncyu.edu.tw:student:number:01708,109,1,人文藝術學院,應用歷史學系,學士班,,,2,33,17,0,0,5,3,
urn:ncyu.edu.tw:student:number:01709,109,1,人文藝術學院,應用歷史學系,學士班,,,3,29,15,0,0,0,0,
urn:ncyu.edu.tw:student:number:01710,109,1,人文藝術學院,應用歷史學系,學士班,,,4,31,9,0,0,0,0,
urn:ncyu.edu.tw:student:number:01711,109,1,人文藝術學院,應用歷史學系,學士班,,,5,4,0,4,0,0,0,
urn:ncyu.edu.tw:student:number:01712,109,1,人文藝術學院,應用歷史學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01713,109,1,生命科學院,水生生物科學系,碩士班,,,1,7,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01714,109,1,生命科學院,水生生物科學系,碩士班,,,2,5,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01715,109,1,生命科學院,水生生物科學系,碩士班,,,3,7,0,7,0,0,0,
urn:ncyu.edu.tw:student:number:01716,109,1,生命科學院,水生生物科學系,碩士班,,,4,0,2,0,2,0,0,
urn:ncyu.edu.tw:student:number:01717,109,1,生命科學院,水生生物科學系,學士班,,,1,23,24,0,0,0,0,
urn:ncyu.edu.tw:student:number:01718,109,1,生命科學院,水生生物科學系,學士班,,,2,22,19,0,0,0,1,
urn:ncyu.edu.tw:student:number:01719,109,1,生命科學院,水生生物科學系,學士班,,,3,24,11,0,0,0,0,
urn:ncyu.edu.tw:student:number:01720,109,1,生命科學院,水生生物科學系,學士班,,,4,18,19,0,0,0,0,
urn:ncyu.edu.tw:student:number:01721,109,1,生命科學院,水生生物科學系,學士班,,,5,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01722,109,1,生命科學院,生化科技學系,碩士在職專班,,,1,4,4,0,0,0,0,
urn:ncyu.edu.tw:student:number:01723,109,1,生命科學院,生化科技學系,碩士在職專班,,,2,2,5,0,0,0,0,
urn:ncyu.edu.tw:student:number:01724,109,1,生命科學院,生化科技學系,碩士在職專班,,,3,3,3,3,3,0,0,
urn:ncyu.edu.tw:student:number:01725,109,1,生命科學院,生化科技學系,碩士在職專班,,,4,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01726,109,1,生命科學院,生化科技學系,碩士班,,,1,7,1,0,0,0,0,
urn:ncyu.edu.tw:student:number:01727,109,1,生命科學院,生化科技學系,碩士班,,,3,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:01728,109,1,生命科學院,生化科技學系,學士班,,,1,26,20,0,0,0,0,
urn:ncyu.edu.tw:student:number:01729,109,1,生命科學院,生化科技學系,學士班,,,2,29,17,0,0,2,2,
urn:ncyu.edu.tw:student:number:01730,109,1,生命科學院,生化科技學系,學士班,,,3,21,21,0,0,0,0,
urn:ncyu.edu.tw:student:number:01731,109,1,生命科學院,生化科技學系,學士班,,,4,18,26,0,0,0,0,
