id,學年度,學期,學院,單位,學制班別,班次,學籍分組,年級,正式學籍之在學學生總人數男,正式學籍之在學學生總人數女,延修生人數男,延修生人數女,轉學生男,轉學生女,補充說明
urn:ncyu.edu.tw:student:number:05629,105,2,農學院,生物農業科技學系,碩士班,,,4,3,1,3,1,,,
urn:ncyu.edu.tw:student:number:05630,105,2,農學院,生物農業科技學系,學士班,,,1,25,17,0,0,,,
urn:ncyu.edu.tw:student:number:05631,105,2,農學院,生物農業科技學系,學士班,,,2,30,17,0,0,,,
urn:ncyu.edu.tw:student:number:05632,105,2,農學院,生物農業科技學系,學士班,,,3,25,22,0,0,,,
urn:ncyu.edu.tw:student:number:05633,105,2,農學院,生物農業科技學系,學士班,,,4,28,14,0,0,,,
urn:ncyu.edu.tw:student:number:05634,105,2,農學院,生物農業科技學系,學士班,,,5,7,1,7,1,,,
urn:ncyu.edu.tw:student:number:05635,105,2,農學院,生物農業科技學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:05636,105,2,農學院,動物科學系,碩士班,,,1,6,5,0,0,,,
urn:ncyu.edu.tw:student:number:05637,105,2,農學院,動物科學系,碩士班,,,2,4,7,0,0,,,
urn:ncyu.edu.tw:student:number:05638,105,2,農學院,動物科學系,碩士班,,,3,2,2,2,2,,,
urn:ncyu.edu.tw:student:number:05639,105,2,農學院,動物科學系,碩士班,,,4,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05640,105,2,農學院,動物科學系,學士班,,,1,21,32,0,0,,,
urn:ncyu.edu.tw:student:number:05641,105,2,農學院,動物科學系,學士班,,,2,13,28,0,0,,,
urn:ncyu.edu.tw:student:number:05642,105,2,農學院,動物科學系,學士班,,,3,19,24,0,0,,,
urn:ncyu.edu.tw:student:number:05643,105,2,農學院,動物科學系,學士班,,,4,18,28,0,0,,,
urn:ncyu.edu.tw:student:number:05644,105,2,農學院,動物科學系,學士班,,,5,1,2,1,2,,,
urn:ncyu.edu.tw:student:number:05645,105,2,農學院,動物科學系,學士班,,,6,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05646,105,2,農學院,動物科學系,進修學士班,,,1,26,23,0,0,,,
urn:ncyu.edu.tw:student:number:05647,105,2,農學院,動物科學系,進修學士班,,,2,25,21,0,0,,,
urn:ncyu.edu.tw:student:number:05648,105,2,農學院,動物科學系,進修學士班,,,3,19,18,0,0,,,
urn:ncyu.edu.tw:student:number:05649,105,2,農學院,動物科學系,進修學士班,,,4,21,13,0,0,,,
urn:ncyu.edu.tw:student:number:05650,105,2,農學院,動物科學系,進修學士班,,,5,9,3,9,3,,,
urn:ncyu.edu.tw:student:number:05651,105,2,農學院,景觀學系,碩士班,,,1,7,4,0,0,,,
urn:ncyu.edu.tw:student:number:05652,105,2,農學院,景觀學系,學士班,,,1,17,28,0,0,,,
urn:ncyu.edu.tw:student:number:05653,105,2,農學院,景觀學系,學士班,,,2,23,23,0,0,,,
urn:ncyu.edu.tw:student:number:05654,105,2,農學院,景觀學系,學士班,,,3,19,26,0,0,,,
urn:ncyu.edu.tw:student:number:05655,105,2,農學院,景觀學系,學士班,,,4,11,23,0,0,,,
urn:ncyu.edu.tw:student:number:05656,105,2,農學院,景觀學系,學士班,,,5,2,4,2,4,,,
urn:ncyu.edu.tw:student:number:05657,105,2,農學院,景觀學系,學士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05658,105,2,農學院,森林暨自然資源學系,碩士班,,,1,10,4,0,0,,,
urn:ncyu.edu.tw:student:number:05659,105,2,農學院,森林暨自然資源學系,碩士班,,,2,11,8,0,0,,,
urn:ncyu.edu.tw:student:number:05660,105,2,農學院,森林暨自然資源學系,碩士班,,,3,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05661,105,2,農學院,森林暨自然資源學系,碩士在職專班,,,1,1,1,0,0,,,
urn:ncyu.edu.tw:student:number:05662,105,2,農學院,森林暨自然資源學系,碩士在職專班,,,2,3,1,0,0,,,
urn:ncyu.edu.tw:student:number:05663,105,2,農學院,森林暨自然資源學系,碩士在職專班,,,3,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05664,105,2,農學院,森林暨自然資源學系,碩士在職專班,,,4,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05665,105,2,農學院,森林暨自然資源學系,碩士在職專班,,,5,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05666,105,2,農學院,森林暨自然資源學系,學士班,,,1,22,22,0,0,,,
urn:ncyu.edu.tw:student:number:05667,105,2,農學院,森林暨自然資源學系,學士班,,,2,17,27,0,0,,,
urn:ncyu.edu.tw:student:number:05668,105,2,農學院,森林暨自然資源學系,學士班,,,3,25,23,0,0,,,
urn:ncyu.edu.tw:student:number:05669,105,2,農學院,森林暨自然資源學系,學士班,,,4,21,24,0,0,,,
urn:ncyu.edu.tw:student:number:05670,105,2,農學院,森林暨自然資源學系,學士班,,,5,0,2,0,2,,,
urn:ncyu.edu.tw:student:number:05671,105,2,農學院,森林暨自然資源學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:05672,105,2,農學院,森林暨自然資源學系,進修學士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05673,105,2,農學院,植物醫學系,學士班,,,1,24,12,0,0,,,
urn:ncyu.edu.tw:student:number:05674,105,2,農學院,植物醫學系,學士班,,,2,23,16,0,0,,,
urn:ncyu.edu.tw:student:number:05675,105,2,農學院,植物醫學系,學士班,,,3,20,21,0,0,,,
urn:ncyu.edu.tw:student:number:05676,105,2,農學院,植物醫學系,學士班,,,4,19,19,0,0,,,
urn:ncyu.edu.tw:student:number:05677,105,2,農學院,園藝學系,碩士班,,,1,6,5,0,0,,,
urn:ncyu.edu.tw:student:number:05678,105,2,農學院,園藝學系,碩士班,,,2,7,3,0,0,,,
urn:ncyu.edu.tw:student:number:05679,105,2,農學院,園藝學系,碩士班,,,3,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05680,105,2,農學院,園藝學系,碩士班,,,4,2,3,2,3,,,
urn:ncyu.edu.tw:student:number:05681,105,2,農學院,園藝學系,學士班,,,1,24,24,0,0,,,
urn:ncyu.edu.tw:student:number:05682,105,2,農學院,園藝學系,學士班,,,2,27,25,0,0,,,
urn:ncyu.edu.tw:student:number:05683,105,2,農學院,園藝學系,學士班,,,3,21,25,0,0,,,
urn:ncyu.edu.tw:student:number:05684,105,2,農學院,園藝學系,學士班,,,4,25,24,0,0,,,
urn:ncyu.edu.tw:student:number:05685,105,2,農學院,園藝學系,學士班,,,5,3,2,3,2,,,
urn:ncyu.edu.tw:student:number:05686,105,2,農學院,園藝學系,學士班,,,6,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05687,105,2,農學院,園藝學系,進修學士班,,,1,30,15,0,0,,,
urn:ncyu.edu.tw:student:number:05688,105,2,農學院,園藝學系,進修學士班,,,2,50,18,0,0,,,
urn:ncyu.edu.tw:student:number:05689,105,2,農學院,園藝學系,進修學士班,,,3,20,27,0,0,,,
urn:ncyu.edu.tw:student:number:05690,105,2,農學院,園藝學系,進修學士班,,,4,17,25,0,0,,,
urn:ncyu.edu.tw:student:number:05691,105,2,農學院,園藝學系,進修學士班,,,5,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05692,105,2,農學院,農場管理進修學士學位學程,進修學士班,,,1,31,13,0,0,,,
urn:ncyu.edu.tw:student:number:05693,105,2,農學院,農業科學博士學位學程,博士班,,,1,6,1,0,0,,,
urn:ncyu.edu.tw:student:number:05694,105,2,農學院,農業科學博士學位學程,博士班,,,2,4,2,0,0,,,
urn:ncyu.edu.tw:student:number:05695,105,2,農學院,農業科學博士學位學程,博士班,,,3,1,4,0,0,,,
urn:ncyu.edu.tw:student:number:05696,105,2,農學院,農業科學博士學位學程,博士班,,,4,4,0,4,0,,,
urn:ncyu.edu.tw:student:number:05697,105,2,農學院,農業科學博士學位學程,博士班,,,5,2,2,2,2,,,
urn:ncyu.edu.tw:student:number:05698,105,2,農學院,農業科學博士學位學程,博士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05699,105,2,農學院,農業科學博士學位學程,博士班,,,7,2,1,2,1,,,
urn:ncyu.edu.tw:student:number:05700,105,2,農學院,農業科學博士學位學程,博士班,,,8,2,1,2,1,,,
urn:ncyu.edu.tw:student:number:05701,105,2,農學院,農業科學博士學位學程,博士班,,,9,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05702,105,2,農學院,農學院農業科技全英碩士學位學程,碩士班,,,1,2,1,0,0,,,
urn:ncyu.edu.tw:student:number:05703,105,2,農學院,農學院農業科技全英碩士學位學程,碩士班,,,2,0,1,0,0,,,
urn:ncyu.edu.tw:student:number:05704,105,2,農學院,農藝學系,碩士班,,,1,6,5,0,0,,,
urn:ncyu.edu.tw:student:number:05705,105,2,農學院,農藝學系,碩士班,,,2,6,4,0,0,,,
urn:ncyu.edu.tw:student:number:05706,105,2,農學院,農藝學系,碩士班,,,3,3,2,3,2,,,
urn:ncyu.edu.tw:student:number:05707,105,2,農學院,農藝學系,碩士班,,,4,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05708,105,2,農學院,農藝學系,碩士在職專班,,,1,12,5,0,0,,,
urn:ncyu.edu.tw:student:number:05709,105,2,農學院,農藝學系,碩士在職專班,,,2,7,7,0,0,,,
urn:ncyu.edu.tw:student:number:05710,105,2,農學院,農藝學系,碩士在職專班,,,3,10,2,10,2,,,
urn:ncyu.edu.tw:student:number:05711,105,2,農學院,農藝學系,碩士在職專班,,,4,4,3,4,3,,,
urn:ncyu.edu.tw:student:number:05712,105,2,農學院,農藝學系,碩士在職專班,,,5,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05713,105,2,農學院,農藝學系,碩士在職專班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05714,105,2,農學院,農藝學系,學士班,,,1,28,17,0,0,,,
urn:ncyu.edu.tw:student:number:05715,105,2,農學院,農藝學系,學士班,,,2,26,23,0,0,,,
urn:ncyu.edu.tw:student:number:05716,105,2,農學院,農藝學系,學士班,,,3,25,23,0,0,,,
urn:ncyu.edu.tw:student:number:05717,105,2,農學院,農藝學系,學士班,,,4,26,20,0,0,,,
urn:ncyu.edu.tw:student:number:05718,105,2,農學院,農藝學系,學士班,,,5,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05719,105,2,農學院,農藝學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:05720,105,2,生命科學院,水生生物科學系,碩士班,,,1,3,1,0,0,,,
urn:ncyu.edu.tw:student:number:05721,105,2,生命科學院,水生生物科學系,碩士班,,,2,13,3,0,0,,,
urn:ncyu.edu.tw:student:number:05722,105,2,生命科學院,水生生物科學系,碩士班,,,3,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05723,105,2,生命科學院,水生生物科學系,碩士班,,,4,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05724,105,2,生命科學院,水生生物科學系,學士班,,,1,28,18,0,0,,,
urn:ncyu.edu.tw:student:number:05725,105,2,生命科學院,水生生物科學系,學士班,,,2,29,14,0,0,,,
urn:ncyu.edu.tw:student:number:05726,105,2,生命科學院,水生生物科學系,學士班,,,3,29,17,0,0,,,
urn:ncyu.edu.tw:student:number:05727,105,2,生命科學院,水生生物科學系,學士班,,,4,29,18,0,0,,,
urn:ncyu.edu.tw:student:number:05728,105,2,生命科學院,水生生物科學系,學士班,,,5,4,0,4,0,,,
urn:ncyu.edu.tw:student:number:05729,105,2,生命科學院,水生生物科學系,學士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05730,105,2,生命科學院,生化科技學系,碩士班,,,1,3,6,0,0,,,
urn:ncyu.edu.tw:student:number:05731,105,2,生命科學院,生化科技學系,碩士班,,,2,4,5,0,0,,,
urn:ncyu.edu.tw:student:number:05732,105,2,生命科學院,生化科技學系,碩士班,,,3,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05733,105,2,生命科學院,生化科技學系,碩士班,,,4,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05734,105,2,生命科學院,生化科技學系,碩士在職專班,,,1,2,3,0,0,,,
urn:ncyu.edu.tw:student:number:05735,105,2,生命科學院,生化科技學系,學士班,,,1,30,20,0,0,,,
urn:ncyu.edu.tw:student:number:05736,105,2,生命科學院,生化科技學系,學士班,,,2,25,23,0,0,,,
urn:ncyu.edu.tw:student:number:05737,105,2,生命科學院,生化科技學系,學士班,,,3,33,19,0,0,,,
urn:ncyu.edu.tw:student:number:05738,105,2,生命科學院,生化科技學系,學士班,,,4,34,17,0,0,,,
urn:ncyu.edu.tw:student:number:05739,105,2,生命科學院,生物資源學系,碩士班,,,1,9,1,0,0,,,
urn:ncyu.edu.tw:student:number:05740,105,2,生命科學院,生物資源學系,碩士班,,,2,5,1,0,0,,,
urn:ncyu.edu.tw:student:number:05741,105,2,生命科學院,生物資源學系,碩士班,,,3,3,2,3,2,,,
urn:ncyu.edu.tw:student:number:05742,105,2,生命科學院,生物資源學系,碩士班,,,4,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:05743,105,2,生命科學院,生物資源學系,學士班,,,1,28,19,0,0,,,
urn:ncyu.edu.tw:student:number:05744,105,2,生命科學院,生物資源學系,學士班,,,2,27,17,0,0,,,
urn:ncyu.edu.tw:student:number:05745,105,2,生命科學院,生物資源學系,學士班,,,3,24,20,0,0,,,
urn:ncyu.edu.tw:student:number:05746,105,2,生命科學院,生物資源學系,學士班,,,4,25,20,0,0,,,
urn:ncyu.edu.tw:student:number:05747,105,2,生命科學院,生物資源學系,學士班,,,5,0,2,0,2,,,
urn:ncyu.edu.tw:student:number:05748,105,2,生命科學院,生物資源學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:05749,105,2,生命科學院,食品科學系,博士班,,,1,4,2,0,0,,,
urn:ncyu.edu.tw:student:number:05750,105,2,生命科學院,食品科學系,博士班,,,2,3,1,0,0,,,
urn:ncyu.edu.tw:student:number:05751,105,2,生命科學院,食品科學系,博士班,,,3,1,1,0,0,,,
urn:ncyu.edu.tw:student:number:05752,105,2,生命科學院,食品科學系,博士班,,,4,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05753,105,2,生命科學院,食品科學系,博士班,,,5,2,2,2,2,,,
urn:ncyu.edu.tw:student:number:05754,105,2,生命科學院,食品科學系,博士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05755,105,2,生命科學院,食品科學系,博士班,,,7,1,2,1,2,,,
urn:ncyu.edu.tw:student:number:05756,105,2,生命科學院,食品科學系,碩士班,,保健食品組,1,5,4,0,0,,,
urn:ncyu.edu.tw:student:number:05757,105,2,生命科學院,食品科學系,碩士班,,保健食品組,2,7,3,0,0,,,
urn:ncyu.edu.tw:student:number:05758,105,2,生命科學院,食品科學系,碩士班,,保健食品組,3,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05759,105,2,生命科學院,食品科學系,碩士班,,食品科技組,1,6,11,0,0,,,
urn:ncyu.edu.tw:student:number:05760,105,2,生命科學院,食品科學系,碩士班,,食品科技組,2,5,10,0,0,,,
urn:ncyu.edu.tw:student:number:05761,105,2,生命科學院,食品科學系,碩士班,,食品科技組,3,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:05762,105,2,生命科學院,食品科學系,碩士在職專班,,,1,7,10,0,0,,,
urn:ncyu.edu.tw:student:number:05763,105,2,生命科學院,食品科學系,碩士在職專班,,,2,10,11,0,0,,,
urn:ncyu.edu.tw:student:number:05764,105,2,生命科學院,食品科學系,碩士在職專班,,,3,5,5,5,5,,,
urn:ncyu.edu.tw:student:number:05765,105,2,生命科學院,食品科學系,碩士在職專班,,,4,3,0,3,0,,,
urn:ncyu.edu.tw:student:number:05766,105,2,生命科學院,食品科學系,碩士在職專班,,,5,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:05767,105,2,生命科學院,食品科學系,學士班,,,1,21,27,0,0,,,
urn:ncyu.edu.tw:student:number:05768,105,2,生命科學院,食品科學系,學士班,,,2,22,24,0,0,,,
urn:ncyu.edu.tw:student:number:05769,105,2,生命科學院,食品科學系,學士班,,,3,24,26,0,0,,,
urn:ncyu.edu.tw:student:number:05770,105,2,生命科學院,食品科學系,學士班,,,4,16,33,0,0,,,
urn:ncyu.edu.tw:student:number:05771,105,2,生命科學院,食品科學系,學士班,,,5,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05772,105,2,生命科學院,食品科學系,進修學士班,,,1,23,27,0,0,,,
urn:ncyu.edu.tw:student:number:05773,105,2,生命科學院,食品科學系,進修學士班,,,2,25,21,0,0,,,
urn:ncyu.edu.tw:student:number:05774,105,2,生命科學院,食品科學系,進修學士班,,,3,21,23,0,0,,,
urn:ncyu.edu.tw:student:number:05775,105,2,生命科學院,食品科學系,進修學士班,,,4,13,24,0,0,,,
urn:ncyu.edu.tw:student:number:05776,105,2,生命科學院,食品科學系,進修學士班,,,5,1,3,1,3,,,
urn:ncyu.edu.tw:student:number:05777,105,2,生命科學院,食品科學系,進修學士班,,,6,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:05778,105,2,生命科學院,微生物免疫與生物藥學系,碩士班,,,1,4,1,0,0,,,
urn:ncyu.edu.tw:student:number:05779,105,2,生命科學院,微生物免疫與生物藥學系,碩士班,,,2,2,8,0,0,,,
urn:ncyu.edu.tw:student:number:05780,105,2,生命科學院,微生物免疫與生物藥學系,碩士班,,,3,3,1,3,1,,,
urn:ncyu.edu.tw:student:number:05781,105,2,生命科學院,微生物免疫與生物藥學系,碩士班,,,4,0,2,0,2,,,
urn:ncyu.edu.tw:student:number:05782,105,2,生命科學院,微生物免疫與生物藥學系,學士班,,,1,16,33,0,0,,,
urn:ncyu.edu.tw:student:number:05783,105,2,生命科學院,微生物免疫與生物藥學系,學士班,,,2,24,23,0,0,,,
urn:ncyu.edu.tw:student:number:05784,105,2,生命科學院,微生物免疫與生物藥學系,學士班,,,3,27,19,0,0,,,
urn:ncyu.edu.tw:student:number:05785,105,2,生命科學院,微生物免疫與生物藥學系,學士班,,,4,24,23,0,0,,,
urn:ncyu.edu.tw:student:number:05786,105,2,生命科學院,微生物免疫與生物藥學系,學士班,,,5,1,0,1,0,,,
